SA1_7DIGITCODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
1119007,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,0,0,9,3,8,0,3,0,0,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,9,11,8,4,4,7,0,52
1119008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,7,0,13,4,4,3,4,4,0,33,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,13,11,10,12,5,8,9,0,74
1119009,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,8,0,3,12,5,6,3,7,11,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,9,10,24,17,15,9,11,7,12,3,97
1119010,3,4,0,0,0,0,0,0,0,10,3,3,0,0,4,0,3,0,0,15,8,0,10,15,6,0,5,3,0,47,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,33,13,20,18,5,9,8,0,117
1119011,0,3,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,0,8,11,0,3,0,7,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,23,9,20,5,3,6,7,0,69
1119012,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,11,7,0,5,7,7,0,4,4,0,40,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,8,12,14,4,7,9,0,70
1119013,0,3,0,6,0,0,0,0,0,17,0,0,0,3,0,0,0,3,0,15,9,4,20,4,3,3,6,3,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,34,27,19,11,9,3,6,4,128
1119014,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,3,0,5,7,3,0,0,7,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,10,9,12,6,11,0,0,4,0,63
1119015,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,14,6,4,11,7,6,3,3,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,13,12,15,6,10,3,0,83
1119016,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,3,0,8,5,3,8,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,16,11,5,6,3,5,3,63
1119017,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,5,5,13,5,3,0,3,5,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,17,14,7,0,3,9,0,72
1119018,0,0,0,3,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,8,15,0,8,0,8,0,0,4,0,38,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,37,15,8,10,7,8,3,7,0,92
1119019,3,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,4,3,0,0,0,38
1119020,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,12,11,0,4,3,3,0,0,5,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,38,14,4,6,3,3,0,10,0,79
1119021,10,0,0,0,0,0,0,0,0,10,3,0,0,5,7,0,0,0,0,17,12,0,8,4,3,3,0,8,3,41,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,42,15,9,8,16,5,0,9,5,116
1119022,6,0,0,0,0,0,0,0,0,13,6,0,0,4,0,0,0,3,0,11,5,0,7,3,3,0,0,3,0,23,3,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,39,12,7,13,8,6,0,8,0,97
1119023,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,6,3,3,0,0,4,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,9,7,3,0,10,0,48
1119024,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,5,0,0,3,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,0,5,0,32
1119025,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,8,3,3,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,8,7,6,0,4,6,0,53
1119101,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,18,4,3,9,0,11,0,49,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,12,3,13,16,17,9,9,3,20,0,99
1119102,3,6,0,6,3,0,0,0,0,23,0,0,0,5,3,0,0,0,0,14,6,0,23,5,3,5,4,3,0,60,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,19,32,27,23,13,9,6,7,3,135
1119103,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,8,7,3,8,5,3,4,4,3,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,25,10,11,7,5,3,6,3,101
1119104,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,13,3,0,3,3,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,14,6,0,3,7,5,0,64
1119105,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,13,0,3,4,3,3,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,11,21,23,9,7,7,6,4,3,4,91
1119106,0,3,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,11,7,3,19,4,5,13,6,0,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,16,49,17,14,25,18,9,9,5,157
1119107,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,9,7,3,23,10,0,0,0,9,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,9,13,22,28,14,6,4,3,12,4,103
1119108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,14,11,0,0,0,7,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,22,15,4,4,0,12,0,75
1119109,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,3,3,9,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,14,3,0,0,7,0,47
1119110,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,4,3,9,8,4,4,0,4,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,15,14,3,3,3,11,0,71
1119111,0,3,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,13,0,20,4,7,12,7,11,0,71,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,3,9,15,23,25,19,5,11,7,17,3,134
1119112,0,7,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,10,8,3,14,9,10,0,4,4,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,9,14,15,20,10,11,3,4,16,3,100
1119113,0,4,0,0,0,0,0,0,0,9,3,0,0,4,4,0,0,0,0,11,9,5,16,11,8,3,9,9,0,65,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,19,19,32,20,23,17,12,6,14,3,139
1119114,0,9,0,8,0,0,0,0,0,20,4,3,0,4,3,0,0,0,0,11,3,0,25,16,3,3,0,12,0,71,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13,30,27,31,10,6,0,19,0,144
1119115,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,5,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,4,9,3,6,4,0,0,0,28
1119116,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,11,0,0,8,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,14,8,4,9,3,3,3,0,57
1119117,0,4,0,0,0,0,0,0,0,5,0,3,0,8,0,0,0,0,0,12,11,0,28,5,5,9,0,3,0,68,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,20,31,32,19,16,13,0,4,0,144
1119118,3,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,6,3,23,4,8,3,3,4,0,58,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,14,14,18,12,11,9,3,11,3,88
1119119,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,0,23,13,3,3,11,15,0,72,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,19,29,14,8,7,12,21,4,122
1119120,0,3,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,8,3,3,18,8,3,3,3,3,0,42,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,10,31,15,13,10,9,4,10,4,107
1119121,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,7,4,0,14,4,4,3,3,3,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,29,11,8,6,7,3,3,0,89
1119122,4,5,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,20,3,20,8,4,3,0,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,30,36,28,17,18,9,0,3,3,153
1119123,0,0,0,3,0,0,0,0,0,3,3,3,0,0,3,0,0,0,0,9,11,0,13,4,0,6,3,12,0,54,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,14,12,17,23,16,8,8,7,25,7,107
1119124,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,11,3,0,10,7,3,7,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,30,10,14,7,6,0,9,0,94
1119125,0,3,0,0,0,0,0,0,0,3,5,3,0,4,3,0,0,3,0,19,9,4,23,15,3,5,0,4,0,60,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,31,25,24,8,6,3,12,0,123
1119126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,15,3,3,4,4,7,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,18,19,10,3,3,4,14,0,75
1119127,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,15,3,0,21,3,3,0,3,3,0,42,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,24,11,10,3,3,10,0,87
1119128,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,0,0,9,9,0,6,4,7,0,31
1119201,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,6,4,4,4,0,0,33
1119202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,5,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,3,6,0,0,3,4,3,29
1119203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,3,0,3,0,24
1119204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,4,0,21
1119205,8,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,4,18,0,3,3,0,0,0,6,0,36,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,7,50,3,7,9,8,0,7,15,0,96
1119206,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,5,0,13,9,6,0,0,3,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16,18,7,0,3,9,0,64
1119207,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,3,21,8,12,5,3,11,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,23,15,16,10,3,10,4,93
1119208,7,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,0,0,11,11,0,3,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,42,13,4,9,4,0,0,3,0,81
1119209,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,0,8,4,0,0,10,0,54
1119210,9,3,0,0,0,0,0,0,0,8,4,3,0,0,3,0,0,0,0,7,19,0,5,5,4,4,3,6,0,45,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,9,33,25,12,5,15,9,3,6,3,111
1119211,3,3,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,11,10,0,4,0,0,4,4,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,35,19,12,5,4,11,4,11,4,104
1119212,3,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,0,7,13,0,7,11,6,0,0,3,3,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,30,15,7,18,10,3,3,10,8,93
1119213,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,8,3,19,3,8,3,3,3,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,19,0,12,3,3,3,4,74
1119214,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,8,13,0,3,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,34,3,8,3,4,0,6,4,0,69
1119215,8,3,0,0,3,0,0,0,0,9,4,3,0,0,0,3,0,3,0,14,10,3,9,11,8,3,3,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,3,0,14,28,21,15,13,18,9,3,14,0,121
1119301,3,3,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,3,4,3,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,3,8,6,4,3,6,0,49
1119302,3,0,0,0,3,0,0,0,0,10,4,0,0,0,0,0,0,0,0,9,22,0,4,7,3,0,0,8,0,41,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,8,56,14,4,11,6,3,0,6,0,102
1119303,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,14,0,3,0,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,3,0,8,3,0,0,0,46
1119304,5,3,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,7,11,3,6,0,4,0,8,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,22,6,3,8,0,9,8,0,84
1119305,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,3,0,5,0,3,0,0,3,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,8,5,5,0,4,0,3,0,51
1119306,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,13,0,17,3,4,3,0,3,0,40,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,28,21,17,13,16,6,0,10,0,108
1119307,3,0,0,0,3,0,0,0,0,9,0,3,0,3,3,0,0,0,0,9,11,0,13,4,5,0,3,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,24,19,14,6,13,0,3,5,0,98
1119308,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,0,3,3,3,3,0,12,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36,18,3,8,8,4,3,14,0,85
1119309,3,3,0,0,0,0,0,0,0,8,8,0,0,3,0,0,0,0,0,15,18,3,3,0,3,0,0,6,0,32,0,0,0,0,0,0,0,3,0,6,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,9,41,18,7,8,9,0,4,6,0,94
1119310,8,0,0,0,0,0,0,0,0,11,4,0,0,4,0,0,0,0,0,6,14,0,3,3,3,0,0,8,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,7,45,17,3,10,10,0,4,14,3,101
1119311,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,9,0,0,3,0,0,33
1119312,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,9,0,0,3,0,0,0,4,0,16,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,30,7,0,3,0,4,0,9,0,47
1119313,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,13,0,13,4,4,0,9,0,0,36,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,9,20,16,13,11,12,5,11,9,0,83
1119314,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,11,0,3,0,3,7,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,6,11,3,3,5,3,7,0,45
1119315,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,20,7,3,0,0,10,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,3,8,20,8,10,0,0,10,3,70
