SA1_7DIGITCODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
1147329,10,7,21,11,22,31,3,3,7,3,0,3,13,27,38,3,3,7,0,0,0,0,0,3,0,8,11,0,3,3,0,0,0,0,0,0,0,10,11,0,0,0,3,14,15,6,9,16,6,17,29,0,0,3,19,15,33,0,0,0,33,46,76,0,0,0,3,10,8,0,0,0,3,10,10,55,63,122,126,167,298
1147330,5,3,7,0,3,6,0,0,0,0,0,0,3,3,6,3,4,7,0,0,4,0,3,3,8,10,14,0,0,0,0,4,4,0,0,0,4,0,3,0,0,0,4,6,8,0,10,7,3,3,7,0,0,0,5,4,12,0,0,0,6,16,24,4,4,3,0,3,3,0,0,0,4,3,6,16,27,46,43,68,114
1147501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147601,0,6,4,10,10,20,0,0,3,0,0,0,17,9,22,8,4,18,0,4,3,3,0,3,10,11,24,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,6,9,13,3,0,5,0,0,0,0,3,3,0,0,0,12,14,22,0,0,0,0,0,0,0,0,0,0,4,4,6,4,10,47,49,92
1147602,3,4,6,13,16,29,5,7,12,0,0,0,16,19,36,9,8,21,0,0,0,4,3,10,9,13,26,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,5,3,9,11,4,20,0,3,7,0,0,0,3,0,5,0,0,0,14,10,30,3,0,3,0,3,3,0,0,0,3,3,6,9,5,14,66,61,129
1147603,8,8,20,19,41,61,5,0,3,0,0,0,22,44,65,12,15,19,0,0,0,9,0,11,16,12,28,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,12,3,9,15,3,11,10,0,0,0,0,0,6,0,0,0,11,16,29,0,0,4,0,0,0,0,0,0,0,3,3,62,66,128,132,158,283
1147604,7,6,10,31,18,48,0,0,0,0,0,4,31,25,55,13,18,34,3,3,10,3,0,3,20,26,42,0,0,0,0,3,3,3,3,3,0,3,3,0,0,0,4,8,11,13,7,17,4,10,11,0,0,0,0,5,5,0,0,0,13,22,38,0,0,0,0,0,4,0,0,0,0,3,5,19,21,41,94,103,197
1147605,0,3,8,18,10,26,5,4,11,0,0,0,22,14,38,11,11,20,3,3,5,3,6,9,12,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,10,0,3,6,0,3,6,6,4,6,0,0,0,16,15,29,0,0,0,0,3,3,0,0,0,0,3,3,18,18,34,68,69,139
1147606,4,0,5,6,10,14,3,0,3,0,0,0,8,8,18,14,12,23,4,3,10,0,0,0,15,18,31,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,9,10,11,15,4,4,9,0,5,5,0,0,0,0,0,0,13,17,30,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,52,57,108
1147607,0,5,5,13,12,29,0,0,0,0,3,5,18,18,41,4,13,18,3,0,3,0,5,4,8,14,25,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,3,9,10,5,14,0,3,3,0,3,3,3,0,3,0,0,0,11,9,21,0,3,3,0,4,4,0,0,0,0,4,4,4,0,4,49,60,107
1147608,5,10,9,17,23,40,7,4,10,4,3,7,25,30,55,10,16,27,7,0,15,11,7,14,32,21,55,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,10,16,23,3,4,5,0,0,3,4,3,3,0,0,0,16,25,40,0,0,0,0,0,0,0,0,0,0,0,3,7,8,14,89,94,181
1147609,7,3,18,13,23,32,0,0,0,3,0,3,16,23,38,17,6,20,4,7,11,0,0,4,19,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,11,24,0,0,3,0,0,7,0,3,3,0,0,0,15,17,34,0,0,0,0,3,3,0,0,0,0,3,3,8,6,15,76,72,145
1147610,7,8,10,22,17,39,5,0,5,0,0,0,21,17,41,21,16,35,0,4,9,4,3,6,24,23,45,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,3,8,15,9,19,0,0,4,3,0,3,3,6,4,0,0,0,17,14,29,0,0,0,0,3,3,0,0,0,0,5,5,10,7,15,80,78,157
1147611,7,0,7,19,20,33,0,0,0,0,0,0,19,20,37,9,7,23,0,0,0,3,3,8,11,18,31,4,0,5,0,0,0,3,0,3,0,3,3,0,0,0,6,7,14,13,9,22,0,0,0,0,0,7,0,0,0,0,0,0,17,14,28,0,0,0,3,0,3,0,0,0,3,0,3,11,5,18,76,67,140
1147612,15,12,22,35,26,59,0,5,7,0,0,3,36,27,70,11,19,34,0,0,0,3,6,13,16,30,46,3,0,7,3,11,11,0,0,3,4,15,17,0,0,0,10,23,32,26,16,39,7,11,19,0,0,0,12,3,14,0,0,0,42,38,79,3,3,4,3,14,13,0,0,0,3,16,17,27,26,54,152,167,323
1147613,0,3,5,16,17,31,0,0,0,0,0,0,16,17,31,9,8,20,4,0,3,3,3,7,15,16,29,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,4,11,5,23,0,0,0,3,0,3,3,0,3,0,0,0,18,5,31,0,0,0,0,3,5,0,0,0,0,3,6,9,4,10,67,48,117
1147614,3,3,4,21,16,36,0,0,0,0,0,0,21,16,36,15,12,28,0,5,3,0,0,0,13,18,32,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,6,9,4,15,21,4,6,10,0,0,0,6,3,9,0,0,0,19,28,48,0,0,0,0,5,5,0,0,0,0,9,8,11,8,17,70,80,149
1147615,5,6,8,22,13,35,3,7,12,0,3,3,23,23,44,25,22,53,0,6,7,0,3,3,27,31,60,0,0,0,3,0,3,0,0,0,5,3,11,0,0,0,5,3,7,20,30,50,0,4,6,0,0,0,3,3,4,0,0,0,21,39,65,0,0,0,0,4,3,0,0,0,0,4,3,6,6,10,92,101,199
1147616,3,5,6,15,14,32,0,0,0,3,0,3,13,14,30,6,8,15,0,4,4,3,0,3,11,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,15,3,0,3,0,3,3,3,0,4,0,0,0,15,6,26,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,55,39,94
1147617,5,4,6,22,22,42,3,0,3,0,0,0,22,22,44,23,28,46,3,0,3,0,3,3,22,25,49,3,0,3,6,6,10,0,0,0,0,0,0,0,0,0,6,6,11,10,8,22,5,7,8,0,0,0,3,8,12,0,0,0,18,24,44,3,5,7,4,4,9,0,0,0,6,5,12,5,10,21,89,99,189
1147618,3,9,9,12,12,24,4,5,10,4,4,3,17,19,37,6,3,8,0,0,0,3,3,8,9,12,20,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,5,7,6,17,0,0,0,3,0,3,4,0,4,0,0,0,20,8,28,0,0,0,0,0,3,0,0,0,0,3,4,3,4,14,58,55,110
1147619,3,0,4,21,22,45,0,0,3,0,0,0,25,26,47,16,9,30,0,0,3,0,0,3,20,13,36,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,3,4,8,14,11,28,0,0,3,4,0,3,4,6,12,0,0,0,30,17,44,0,0,0,0,0,0,0,0,0,0,0,0,7,8,14,90,68,155
1147620,0,0,3,13,6,23,4,0,4,0,0,0,18,6,27,12,7,25,6,3,10,3,3,7,19,14,41,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,6,3,3,11,6,19,0,0,0,3,0,3,0,3,0,0,0,0,19,11,26,0,0,3,0,0,0,0,0,0,0,0,3,3,4,6,68,41,108
1147621,7,4,9,13,19,30,3,3,5,0,0,0,19,18,36,6,3,16,4,6,10,3,3,8,16,17,34,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,8,8,10,18,0,0,0,0,0,4,0,3,3,0,0,0,8,13,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,58,56,114
1147622,3,3,4,12,14,25,7,3,13,0,0,0,22,20,38,26,24,50,7,0,3,4,3,4,34,26,60,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,13,13,26,3,3,4,4,3,3,0,7,3,0,0,0,16,20,41,0,0,0,0,3,3,0,0,0,0,3,3,13,10,28,85,91,172
1147623,3,5,14,27,19,50,0,0,0,0,0,0,27,24,47,16,15,24,0,4,4,0,0,0,18,18,31,0,3,3,0,0,4,3,0,3,3,3,3,0,0,0,9,7,16,4,12,12,7,7,9,0,0,0,0,3,3,0,0,0,10,19,29,0,0,0,3,0,3,0,0,0,3,0,3,4,10,11,74,82,153
1147624,10,13,23,51,42,91,0,4,4,0,0,0,52,45,98,20,17,36,5,3,3,0,0,0,22,22,41,0,0,0,0,0,5,0,0,0,0,12,12,0,0,0,3,14,16,17,18,38,10,15,25,0,0,0,0,7,7,0,0,0,30,46,74,0,4,4,3,3,12,0,0,0,7,7,17,24,14,37,151,161,311
1147625,8,3,5,23,15,41,0,3,8,0,0,0,23,18,42,28,26,52,0,7,8,4,0,4,32,28,62,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,3,14,18,34,0,0,3,0,4,3,0,3,4,0,0,0,18,24,47,0,0,0,0,0,0,0,0,0,0,0,0,9,9,19,98,88,182
1147626,0,3,4,31,18,50,0,0,3,0,0,0,34,18,54,22,15,38,4,3,7,0,0,3,27,25,53,3,0,3,0,3,4,0,0,0,0,3,9,0,0,0,3,5,12,15,19,36,0,3,3,3,0,3,6,3,4,0,0,0,24,21,49,0,0,0,0,0,0,0,0,0,0,0,3,16,6,24,106,85,190
1147627,0,0,6,8,10,16,4,3,11,0,0,0,14,13,23,14,12,23,0,0,3,0,0,3,13,14,29,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,3,3,8,3,14,17,0,0,0,0,0,0,0,3,3,0,0,0,7,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,46,45,92
1147628,16,15,30,58,75,133,4,3,9,0,3,4,64,80,146,40,46,80,0,7,5,4,3,4,40,51,90,4,0,7,4,10,10,0,0,0,12,9,23,0,0,0,21,16,37,28,29,63,19,16,30,0,0,0,13,9,17,0,0,0,66,47,111,11,3,16,7,11,13,0,0,0,11,12,29,27,20,48,240,252,491
1147629,5,0,5,11,15,22,4,3,3,0,0,0,13,18,29,16,15,32,5,0,4,0,3,3,20,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,25,0,0,0,0,0,0,0,4,4,0,0,0,16,16,36,0,3,3,0,0,3,0,0,0,0,7,8,10,4,13,65,69,130
1147630,5,4,11,28,21,47,0,0,0,0,0,0,26,23,50,13,12,24,0,0,0,3,0,4,20,12,31,0,0,0,0,7,7,0,0,0,0,4,5,0,0,0,0,9,9,9,9,22,8,0,9,0,0,0,4,0,3,0,0,0,16,14,33,0,0,0,3,0,4,0,0,0,5,0,3,4,0,7,81,67,141
1147631,3,0,3,11,14,24,3,3,7,4,0,4,14,18,36,10,8,20,11,3,9,0,3,3,16,17,29,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,4,4,11,8,21,0,3,4,0,0,5,3,0,3,0,0,0,18,15,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,63,53,120
1147632,0,8,8,13,12,27,0,0,0,0,0,0,16,15,25,12,5,18,4,0,4,6,5,8,17,10,26,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,6,6,6,19,0,0,0,0,0,0,7,0,5,0,0,0,17,12,30,0,0,0,0,0,8,0,0,0,0,6,4,0,6,6,59,50,111
1147633,5,3,9,18,37,54,0,3,3,0,0,0,22,40,58,16,18,28,6,3,5,0,3,0,16,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,15,23,4,0,3,0,0,0,3,3,6,0,0,0,10,25,40,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,69,99,168
1147634,4,5,4,15,15,29,0,0,3,0,0,0,14,15,30,9,10,22,0,0,3,0,0,0,13,11,24,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,4,7,7,15,0,0,0,0,0,3,3,0,3,0,0,0,14,13,23,0,0,0,0,5,5,0,0,0,0,5,5,0,4,3,49,48,100
1147635,3,11,12,16,21,37,0,4,4,0,0,0,16,23,42,11,16,20,3,3,5,0,0,0,16,14,33,5,0,5,0,0,3,0,0,0,3,3,3,0,0,0,4,3,6,6,9,12,0,3,3,0,0,0,4,0,6,0,0,0,11,14,26,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,54,68,122
1147636,4,0,7,12,13,24,0,0,3,0,0,0,15,15,32,17,13,29,0,0,0,0,0,5,15,12,29,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,6,16,3,19,0,0,0,0,0,0,0,0,0,0,0,0,17,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,52,48,98
1147637,8,0,12,26,20,44,10,4,12,0,0,3,33,23,65,18,22,41,0,0,4,5,0,8,28,24,55,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,4,9,9,20,26,3,3,8,0,0,3,3,6,9,0,0,3,18,28,51,0,0,0,0,3,3,0,0,0,0,0,0,13,12,27,109,106,209
1147638,3,0,3,12,15,26,3,3,8,0,0,0,20,19,36,16,7,25,5,0,8,0,0,0,25,10,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,11,11,11,20,3,4,8,0,0,0,5,7,6,0,0,0,17,19,30,0,0,0,3,0,3,0,0,0,3,0,3,4,6,11,73,56,128
1147639,3,5,13,19,25,43,0,0,0,3,0,3,25,25,46,24,13,33,0,3,3,0,3,3,26,15,45,0,0,0,0,3,3,0,0,0,3,3,8,0,0,0,3,5,9,5,11,12,0,0,0,0,0,3,3,3,9,0,0,0,12,14,27,0,0,0,3,3,3,0,0,0,3,3,4,13,10,16,85,73,161
1147640,3,0,3,12,12,25,3,9,14,0,0,0,20,23,42,20,7,30,3,9,13,0,3,7,21,18,41,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,6,8,15,3,4,5,0,5,5,3,0,4,0,0,0,17,21,38,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,69,65,136
1147641,3,0,3,11,10,27,3,3,9,0,0,3,13,16,34,8,13,17,0,3,3,4,0,4,11,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,0,0,0,0,0,0,0,3,4,0,0,0,9,8,22,0,0,0,0,0,0,0,0,0,0,0,0,15,11,20,47,58,105
1147642,3,7,10,21,28,45,13,10,28,0,0,4,37,37,77,12,20,39,4,4,13,11,3,16,27,36,63,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,11,13,22,0,0,3,0,0,0,0,0,7,0,0,0,12,15,32,0,0,0,0,3,3,0,0,0,0,4,3,3,3,10,91,113,200
1147643,8,3,6,11,12,17,0,0,3,0,4,3,12,16,30,9,10,15,3,0,7,6,5,13,20,15,34,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,4,4,6,15,21,0,0,0,0,0,0,3,0,3,0,0,0,8,14,28,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,52,55,109
1147644,8,9,13,17,11,31,12,6,15,3,0,4,28,24,47,6,8,16,9,3,12,3,3,4,22,19,39,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,9,12,13,28,4,4,12,0,0,0,0,5,5,0,0,0,19,24,48,0,0,0,0,0,0,0,0,0,0,3,3,3,5,9,80,85,164
1147645,3,3,5,24,20,37,0,0,3,0,0,0,23,22,45,10,9,13,0,0,3,3,0,3,14,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,3,18,0,0,3,0,0,0,3,5,12,0,0,0,21,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,61,42,110
1147646,5,0,8,22,14,36,3,0,6,0,0,0,21,20,40,21,20,40,0,10,12,3,0,4,25,24,53,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5,12,7,20,0,0,0,0,3,8,0,10,10,0,0,0,15,19,34,0,0,0,0,0,0,0,0,0,0,0,0,9,23,30,83,94,179
1147647,4,5,9,9,10,20,5,0,3,0,0,0,11,14,25,13,6,15,0,0,0,0,0,0,15,6,17,4,0,4,0,0,0,4,0,4,0,0,3,0,0,0,12,3,9,7,5,13,0,0,3,0,0,0,0,3,3,0,0,0,8,12,20,0,0,0,0,3,3,0,0,0,0,3,3,11,7,19,60,46,105
1147648,5,7,11,10,8,16,3,6,7,3,3,8,15,14,28,10,9,17,4,7,15,0,3,7,13,16,31,3,0,4,0,3,3,0,0,0,0,0,0,0,0,0,3,9,11,8,18,22,3,0,3,0,0,3,3,3,5,0,0,0,13,24,37,0,0,0,0,0,0,0,0,0,0,3,3,3,4,12,62,66,127
1147649,3,3,5,14,17,32,12,4,17,0,3,5,28,24,49,15,6,21,7,4,12,10,7,19,25,22,47,0,0,0,0,0,0,4,0,4,0,3,3,3,0,3,10,3,9,11,10,23,4,5,6,0,0,3,0,4,4,0,0,0,19,18,39,0,0,0,0,0,0,0,0,0,0,0,4,6,6,18,90,82,173
1147650,3,6,12,5,0,10,10,3,10,0,0,0,15,4,20,11,5,12,3,4,7,3,0,3,16,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,10,18,3,3,4,4,3,8,0,0,4,0,0,0,15,14,31,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,54,38,97
1147651,5,0,3,12,10,20,0,3,3,0,0,0,12,15,25,3,3,7,5,0,10,4,0,4,14,4,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,8,4,16,4,4,8,0,0,0,3,0,3,0,0,0,14,9,24,0,0,0,0,0,0,0,0,0,0,0,0,9,5,18,56,41,95
1147652,0,6,7,26,14,35,3,3,10,0,3,4,31,17,46,19,32,49,0,0,0,0,9,11,25,34,59,3,0,3,0,3,3,0,0,0,0,7,7,0,0,0,3,7,13,21,19,40,0,5,3,3,0,3,3,3,5,0,0,0,23,25,54,0,0,0,3,3,5,0,0,0,3,3,5,4,8,19,89,110,202
1147653,3,7,10,23,16,43,0,3,3,0,6,4,24,26,51,20,20,37,4,0,3,9,3,6,31,17,54,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,19,14,30,3,3,9,3,0,8,0,3,0,0,0,0,21,16,39,0,0,3,3,0,3,0,0,0,3,0,6,0,3,3,94,76,165
1147654,0,3,9,14,7,27,0,0,0,0,0,0,16,12,24,13,7,18,4,0,4,0,0,0,15,7,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,9,9,0,3,4,3,0,3,0,0,3,0,0,0,9,13,17,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,56,46,101
1147655,3,5,6,17,10,31,0,0,0,0,3,3,17,15,35,16,18,36,0,3,3,4,3,7,16,26,47,0,0,3,0,0,3,0,0,0,4,0,3,0,0,0,3,7,8,15,9,24,3,4,6,0,3,4,3,0,3,0,0,0,21,17,46,0,0,0,0,0,0,0,0,0,0,0,0,7,5,16,77,78,152
1147656,0,3,3,6,7,12,0,0,0,0,4,3,10,6,18,6,3,8,3,3,4,0,0,0,11,5,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,4,7,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,12,26,39,37,52,92
1147701,10,0,11,15,9,24,0,4,3,0,0,0,16,8,26,8,10,22,8,3,8,0,3,3,15,22,34,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,3,3,13,14,27,6,3,9,0,0,0,0,3,3,0,0,0,18,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,70,68,130
1147702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147703,0,3,3,4,3,5,6,0,3,0,0,0,6,3,8,8,3,14,0,0,0,0,0,0,13,3,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,3,3,5,0,0,3,0,0,0,0,3,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,3,5,11,13,35,26,58
1147704,0,3,11,10,10,21,0,3,0,0,0,0,10,9,25,3,3,6,3,3,5,0,0,0,8,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,8,19,3,0,3,0,3,3,6,0,6,0,0,0,12,10,24,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,37,48,87
1147705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147706,9,8,18,19,18,32,4,12,21,0,3,8,23,36,56,14,19,31,3,3,6,4,0,3,21,23,40,3,0,3,0,0,0,0,3,3,3,5,7,0,0,0,6,4,11,8,5,9,0,0,7,0,0,0,0,0,3,0,0,0,8,8,17,0,0,3,0,3,3,0,0,0,0,4,7,7,11,21,84,89,173
1147707,3,3,6,9,17,24,0,0,3,0,0,0,13,15,29,4,4,8,5,0,5,0,0,0,8,7,18,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,11,10,20,4,0,3,0,0,3,3,4,3,0,0,0,15,15,31,0,0,0,0,3,6,0,0,0,5,3,7,10,8,16,52,54,104
1147708,3,3,8,13,13,21,3,0,3,0,0,3,11,17,29,12,13,25,0,0,3,0,4,3,13,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,7,3,3,6,0,0,0,0,0,5,0,0,0,11,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,6,12,46,52,103
1147709,4,0,3,9,3,12,3,0,6,0,0,0,13,8,16,5,9,13,5,4,10,0,0,0,13,12,21,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,6,3,7,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,0,0,0,0,0,3,0,0,0,0,3,3,3,3,10,41,41,81
1147710,3,5,9,6,10,15,0,4,9,0,0,0,8,10,22,3,7,12,7,3,3,3,0,3,15,8,21,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,3,6,7,4,6,15,0,0,0,0,0,0,3,0,3,0,0,0,8,12,17,0,0,0,0,3,7,0,0,0,0,3,7,3,8,8,44,48,89
1147711,7,4,11,11,10,27,8,3,13,0,0,0,22,17,39,18,5,25,8,3,10,0,0,0,31,14,42,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,5,5,9,8,7,17,0,6,7,0,0,0,0,3,3,0,0,0,6,17,23,4,0,4,0,0,0,0,0,0,4,0,3,32,31,57,99,85,183
1147712,0,3,4,7,5,16,11,8,15,0,3,3,16,18,34,6,3,10,3,11,16,0,0,3,8,14,27,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,4,9,10,0,0,0,0,3,3,0,0,3,0,0,0,5,10,18,0,0,0,0,3,3,0,0,0,0,3,3,3,4,6,42,47,95
1147713,5,3,8,14,9,20,8,0,9,0,0,0,20,10,22,5,3,4,11,3,12,0,3,3,16,13,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,3,8,6,0,0,0,0,0,0,3,4,6,0,0,0,3,9,17,0,0,3,0,0,0,0,0,0,5,0,4,18,17,32,57,48,106
1147714,0,10,11,14,18,36,3,3,7,3,0,3,21,18,41,12,7,20,7,5,16,0,3,3,16,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,8,17,0,0,0,0,0,0,5,3,7,0,0,0,12,10,24,0,0,0,0,4,4,0,0,0,0,4,4,7,9,22,72,75,142
1147715,10,7,14,19,24,44,5,3,6,0,0,3,25,26,53,16,10,24,5,8,15,0,3,4,20,21,44,0,0,3,0,0,0,3,0,3,3,3,5,0,0,0,5,3,12,13,3,15,0,0,3,0,0,3,0,0,0,0,0,3,16,7,24,0,0,0,3,4,7,0,0,0,3,4,7,9,11,25,90,79,170
