SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
1158634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158635,0,4,13,12,5,9,0,0,0,34,0,0,10,7,0,0,0,0,0,15,0,0,8,0,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,10,0,0,5,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,0,13,3,7,3,4,0,0,29,11,37,105,50,56,49,25,4,0,333
1158636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158637,0,3,9,3,3,0,0,0,0,21,0,0,9,0,4,3,0,0,0,15,0,0,0,6,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,8,3,0,4,3,0,0,28,27,49,64,44,47,57,35,7,4,327
1158638,0,3,7,8,6,8,0,0,0,30,0,4,6,0,0,3,0,0,0,11,0,0,3,0,5,5,0,0,0,17,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,4,3,0,3,8,5,0,0,0,24,28,22,51,52,37,42,36,19,4,291
1158639,0,3,12,11,9,0,0,0,0,33,0,3,3,6,7,5,0,0,0,23,0,0,4,9,4,5,0,0,0,18,0,0,6,0,0,0,0,0,0,8,0,0,7,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,7,5,3,4,10,0,3,3,0,34,48,68,122,69,90,69,29,21,3,518
1158640,0,0,5,7,3,3,0,0,0,19,0,0,8,3,3,4,0,0,0,14,0,0,0,0,3,4,0,0,0,5,0,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,7,4,3,0,3,4,5,6,3,0,30,22,33,46,30,51,59,20,18,7,280
1158641,0,8,20,7,7,9,0,0,0,47,0,3,4,3,5,3,0,0,0,19,0,0,3,4,4,3,0,0,0,14,0,0,0,3,7,3,0,0,0,12,0,0,0,3,0,0,0,0,0,8,0,0,3,0,3,0,0,0,0,6,6,0,10,10,3,8,3,4,0,41,33,70,125,82,90,100,44,32,14,590
1158642,0,5,16,10,0,6,0,0,0,36,0,0,10,0,4,3,0,0,0,21,0,0,6,3,0,0,0,0,0,9,0,0,0,3,4,0,0,0,0,8,0,0,3,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,7,3,10,5,3,7,0,0,3,38,24,39,79,40,49,70,34,22,7,362
1158643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158701,0,0,12,3,5,3,0,0,0,21,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,3,0,17,37,29,60,47,49,44,32,23,11,318
1158702,0,9,21,6,4,3,0,0,0,46,0,0,9,4,3,0,3,0,0,17,0,0,0,11,8,0,0,0,0,26,0,0,0,4,3,3,0,0,0,7,0,0,0,3,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,3,4,0,0,24,39,52,85,67,81,66,39,17,9,456
1158703,0,3,7,9,5,4,0,0,0,25,0,0,3,3,3,7,0,0,0,16,0,0,5,0,4,0,0,0,0,16,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,8,6,10,8,3,3,0,40,33,34,69,47,65,73,41,19,7,381
1158704,0,0,8,10,5,6,0,0,0,37,0,3,6,3,0,0,0,0,0,10,0,0,4,6,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,3,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,8,11,13,4,3,0,0,0,46,36,44,92,75,65,50,32,10,6,411
1158705,0,0,5,0,7,3,0,0,0,23,0,0,8,0,3,0,0,0,0,13,0,0,4,3,3,3,0,0,0,13,0,0,3,0,0,3,0,0,0,5,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,10,29,29,59,31,58,60,27,16,9,320
1158706,0,3,3,5,11,3,0,3,0,27,0,0,3,3,9,3,0,0,0,22,0,0,3,5,3,3,0,0,0,15,0,0,0,3,6,4,0,0,0,7,0,0,0,3,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,17,16,28,41,51,62,60,28,14,10,311
1158707,0,0,3,4,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,7,0,0,6,3,3,4,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,12,16,32,26,31,27,17,12,4,190
1158708,0,3,3,7,6,5,0,0,0,25,0,0,4,0,3,0,0,0,0,13,0,0,0,3,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,4,10,4,8,3,0,0,33,21,28,69,58,71,74,37,19,9,380
1158709,0,0,7,0,0,4,0,0,0,17,0,3,0,6,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,21,24,47,23,34,38,32,15,3,242
1158710,0,0,16,14,3,0,0,0,0,36,0,0,9,4,3,3,0,0,0,25,0,0,8,3,3,0,0,0,0,15,0,0,4,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,4,6,0,0,0,0,0,16,25,39,128,80,43,44,13,6,3,378
1158711,0,0,6,8,6,7,0,0,0,34,0,0,3,3,5,0,0,0,0,14,0,0,4,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,9,20,45,85,55,66,36,10,5,3,321
1158712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,3,6,0,3,0,0,20
1158713,0,0,7,3,4,3,0,0,0,22,0,3,3,3,3,0,3,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,8,0,3,4,0,4,4,0,3,3,31,23,37,52,42,41,52,48,31,10,349
1158801,0,0,19,19,12,0,0,0,0,52,0,0,4,8,3,0,0,0,0,20,0,0,7,11,3,0,0,0,0,26,0,0,3,9,4,0,0,0,0,13,0,0,5,10,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,6,0,0,9,4,0,0,0,0,0,18,16,21,121,128,34,22,10,14,3,370
1158802,0,3,21,11,5,3,0,0,0,38,0,0,16,3,0,0,0,0,0,22,0,0,12,10,3,0,0,0,0,30,0,0,9,5,4,0,0,0,0,15,0,0,4,8,3,0,0,0,0,19,0,0,3,0,0,0,0,0,0,3,0,4,21,10,7,3,0,0,0,37,10,21,179,86,36,35,10,12,5,396
1158803,0,4,17,5,7,11,5,0,0,42,0,0,8,9,11,3,0,0,0,29,0,0,4,12,3,0,0,0,0,23,0,0,3,9,3,0,0,0,0,13,0,0,4,5,6,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,5,0,0,3,0,5,3,3,0,23,27,39,97,79,66,57,38,31,11,441
1158804,0,3,4,10,4,3,0,0,0,18,0,0,0,0,3,7,0,0,0,13,0,0,0,4,3,0,0,0,0,12,0,0,0,4,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,3,3,0,0,12,13,18,43,57,33,31,35,30,36,305
1158805,0,3,14,9,5,10,3,0,0,44,0,0,3,6,8,3,0,0,0,25,0,0,5,7,3,0,0,0,0,12,0,0,0,4,3,4,0,0,0,8,0,0,3,8,7,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,3,6,3,0,23,23,21,60,86,64,60,48,21,3,394
1158806,0,0,4,8,3,3,0,0,0,26,0,0,3,3,3,3,0,0,0,17,0,0,7,5,0,3,0,0,0,18,0,0,3,5,0,4,0,0,0,12,0,0,3,6,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,3,6,7,0,0,4,3,0,31,19,27,47,79,31,37,35,23,4,304
1158807,0,5,8,4,7,5,0,0,0,31,0,3,5,5,9,0,0,4,0,28,0,0,5,7,0,0,3,0,0,18,0,0,0,6,9,3,0,0,0,21,0,0,0,4,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,9,4,3,4,3,7,4,0,10,0,43,38,34,63,75,77,70,27,37,9,421
1158808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10
1158809,0,3,26,17,6,0,0,0,0,54,0,0,14,6,0,3,0,0,0,25,0,0,3,8,0,0,0,0,0,16,0,0,5,7,0,0,0,0,0,11,0,0,4,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,5,20,17,8,13,3,3,0,63,15,29,151,115,50,45,30,21,3,461
1158810,0,0,10,12,3,5,0,0,0,28,0,0,13,12,3,3,0,0,0,28,0,0,6,11,0,0,0,0,0,25,0,0,4,6,0,0,0,0,0,20,0,0,5,12,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,5,3,5,0,4,0,0,19,7,14,93,91,37,21,19,11,3,296
1158811,0,0,0,3,0,4,0,0,0,9,0,0,0,3,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,3,4,3,7,12,56,104,21,24,51,39,39,47,55,76,143,486
1158812,0,4,11,7,9,3,0,0,0,34,0,3,6,3,9,0,0,0,0,14,0,0,3,6,0,4,0,0,0,16,0,0,0,5,5,4,0,0,0,10,0,0,4,7,11,3,0,0,0,19,0,0,0,3,3,0,0,0,0,3,3,0,0,9,8,3,3,0,3,32,32,33,77,70,76,38,39,21,12,385
1158813,0,0,11,3,3,0,3,0,0,27,0,0,10,7,4,3,0,0,0,16,0,0,8,4,0,4,0,0,0,21,0,0,6,7,0,3,3,0,0,16,0,0,5,11,4,0,0,0,0,15,0,0,0,3,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,8,14,18,103,74,45,32,13,12,8,314
1158814,0,3,9,13,12,12,3,0,0,57,0,3,8,11,10,3,0,0,0,43,0,0,3,7,6,0,0,0,0,17,0,0,5,5,5,0,0,0,0,20,0,0,0,12,10,3,0,0,0,25,0,0,0,6,4,3,0,0,0,14,0,0,4,4,4,6,4,3,3,25,27,34,95,110,92,67,55,41,14,540
1158815,0,0,13,15,20,11,0,0,0,56,0,0,7,8,3,3,0,0,0,23,0,0,0,11,10,3,0,0,0,22,0,0,3,3,3,3,0,0,0,15,0,0,0,19,13,3,0,0,0,32,0,0,0,6,0,0,0,3,0,11,4,5,5,7,6,11,0,0,0,32,42,38,73,102,90,51,42,22,17,490
1158816,0,4,0,9,3,7,3,0,0,31,0,0,6,11,6,8,0,0,0,28,0,0,0,0,0,0,0,0,0,11,0,0,0,3,3,3,0,0,0,11,0,0,0,3,11,3,0,0,0,18,0,0,0,3,0,0,0,0,0,4,0,0,3,4,4,7,4,8,0,28,20,32,35,64,66,56,57,37,7,374
1158817,0,3,15,24,13,0,0,0,0,62,0,0,6,26,5,8,0,0,0,49,0,0,3,13,8,0,3,0,0,29,0,0,4,13,9,3,0,0,0,30,0,0,0,21,7,0,0,0,0,35,0,0,0,4,0,0,0,0,0,11,4,0,21,15,6,0,3,3,0,51,41,32,113,183,86,47,50,16,10,573
1158818,0,3,16,20,11,9,0,0,0,53,0,4,13,25,3,3,0,0,0,44,0,0,9,13,7,3,0,0,0,35,0,0,3,15,8,6,0,0,0,26,0,0,9,23,13,6,0,0,0,45,0,0,3,4,4,0,3,0,0,17,3,4,4,7,3,11,3,0,0,29,49,42,129,186,82,71,35,21,12,627
1158819,0,0,15,8,4,8,0,0,0,30,0,0,8,12,3,0,0,0,0,25,0,0,3,0,5,0,3,0,0,10,0,0,3,0,3,3,0,0,0,12,0,0,3,6,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,10,3,3,0,0,0,22,30,25,66,73,57,40,53,10,3,360
1158820,0,3,0,4,3,0,0,0,0,12,0,0,0,5,12,0,0,0,0,22,0,0,3,3,3,0,0,0,0,7,0,0,3,0,3,0,0,0,0,8,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,18,16,25,42,64,30,23,12,3,232
1158821,0,3,3,7,3,3,0,0,0,18,0,0,3,3,3,0,0,0,0,12,0,0,0,3,5,0,0,0,0,9,0,0,0,3,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,15,13,19,32,39,35,30,15,11,0,192
1158822,0,0,9,10,0,3,0,0,0,20,0,0,6,7,0,0,0,0,0,11,0,0,6,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,11,4,8,71,59,16,10,0,3,0,172
1158823,0,0,17,7,9,6,0,0,0,39,0,0,5,9,5,0,0,0,0,26,0,0,6,8,6,3,0,0,0,31,0,0,0,14,3,0,0,0,0,19,0,0,8,14,9,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,3,11,6,4,4,9,4,0,46,40,47,99,114,81,70,60,38,10,552
1158824,0,3,3,10,8,3,0,0,0,24,0,0,8,8,0,0,0,0,0,20,0,0,0,8,0,0,0,0,0,14,0,0,4,5,0,0,0,0,0,11,0,0,4,7,6,0,0,0,0,19,0,0,3,3,0,0,0,0,0,4,0,0,0,11,0,4,3,0,3,18,20,12,71,120,42,37,25,16,7,348
1158825,0,0,11,7,5,0,0,0,0,24,0,0,9,3,0,0,0,0,0,15,0,0,8,3,0,3,0,0,0,21,0,0,10,3,3,0,0,0,0,11,0,0,6,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,11,3,12,4,3,3,0,35,4,17,126,48,40,26,19,13,3,294
1158826,0,0,6,11,0,3,3,0,0,26,0,0,5,3,0,0,0,0,0,14,0,0,0,8,4,0,0,0,0,16,0,0,0,9,0,0,0,0,0,11,0,0,3,3,0,3,0,0,0,11,0,0,0,4,0,0,0,0,0,4,3,0,6,0,0,5,4,0,0,24,19,14,67,91,40,36,23,11,0,304
1158827,0,0,8,12,3,0,0,0,0,24,0,0,6,10,3,0,0,0,0,25,0,0,0,12,3,3,0,0,0,15,0,0,3,12,3,3,0,0,0,19,0,0,3,9,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,4,4,5,3,0,0,0,0,16,21,18,61,106,42,46,24,15,3,349
1158901,0,0,11,15,3,3,3,0,0,37,0,0,10,11,8,0,0,0,0,28,0,0,4,9,3,0,0,0,0,17,0,0,5,9,0,0,0,0,0,16,0,0,9,19,4,0,0,0,0,36,0,0,0,3,0,0,0,0,0,9,3,0,6,0,3,0,0,0,0,19,23,10,82,106,56,32,26,15,5,357
1158902,0,0,44,26,5,0,0,0,0,84,0,0,19,11,6,3,0,0,0,42,0,0,20,8,0,3,0,0,0,33,0,0,13,4,0,0,0,0,0,18,0,0,10,10,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,3,11,7,0,8,0,0,0,28,22,38,282,132,44,42,14,11,0,582
1158903,0,3,10,13,12,3,3,0,0,46,0,3,8,6,6,0,0,0,0,24,0,0,17,10,7,3,0,0,0,34,0,0,0,8,4,4,0,0,0,16,0,0,3,8,6,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,3,3,4,3,0,8,3,0,25,41,48,96,97,79,54,44,32,15,513
1158904,0,3,12,12,7,3,0,0,0,35,0,0,5,10,3,8,0,0,0,28,0,0,8,9,4,3,0,0,0,27,0,0,9,7,3,0,0,0,0,19,0,0,8,13,9,0,0,0,0,31,0,0,3,4,0,3,0,0,0,8,7,0,6,4,6,4,3,3,3,39,31,42,99,93,58,74,56,22,18,486
1158905,0,0,0,0,0,3,0,0,0,4,0,0,0,9,0,5,0,0,0,15,0,0,0,7,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,10,0,0,0,7,3,0,0,0,0,17,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,10,3,25,15,3,29,52,24,24,12,57,72,280
1158906,0,3,22,11,3,3,0,0,0,43,0,0,13,6,4,0,0,0,0,34,0,0,7,5,3,3,0,0,0,18,0,0,3,3,4,0,0,0,0,12,0,0,10,23,12,3,0,0,0,45,0,0,4,4,3,4,0,0,0,19,0,3,3,4,0,3,0,3,0,23,31,38,114,105,68,59,29,21,6,479
1158907,0,0,16,6,3,4,0,0,0,30,0,0,10,5,3,0,0,0,0,21,0,0,10,3,3,0,0,0,0,20,0,0,12,3,0,0,0,0,0,9,0,0,3,8,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,0,16,3,3,5,6,0,0,43,15,22,137,54,35,35,25,5,3,330
1158908,0,3,17,3,3,0,0,0,0,28,0,0,3,6,3,0,0,0,0,14,0,0,3,6,0,0,0,0,0,14,0,0,0,3,0,4,0,0,0,10,0,0,3,7,9,5,0,0,0,19,0,0,0,0,3,0,0,0,0,3,3,0,0,4,0,0,3,0,0,18,20,27,72,42,35,28,21,8,7,265
1158909,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,3,0,0,19,13,35,44,27,32,24,17,3,0,190
1158910,0,4,9,3,3,5,0,0,0,26,0,0,6,4,5,0,0,0,0,12,0,0,7,3,3,3,0,0,0,17,0,0,0,3,8,0,0,0,0,11,0,0,4,9,3,0,0,0,0,13,0,0,0,6,4,0,0,0,0,11,3,0,3,6,0,0,0,0,0,13,27,30,62,67,65,48,47,19,3,376
1158911,0,3,0,4,0,3,0,0,0,14,0,0,10,5,0,0,0,0,0,16,0,0,5,3,9,7,0,0,0,23,0,0,3,0,0,3,0,0,0,11,0,0,3,3,3,6,0,0,0,11,0,0,0,4,4,0,0,0,0,11,0,3,0,4,3,7,0,0,0,22,26,25,47,51,51,41,14,16,11,279
1158912,0,0,17,16,4,3,4,0,0,37,0,0,8,4,3,3,0,0,0,23,0,0,5,15,8,3,0,0,0,26,0,0,10,20,0,4,3,0,0,36,0,0,16,30,3,3,3,0,0,57,0,0,4,7,0,0,0,0,0,13,0,0,11,8,3,4,0,0,0,24,32,19,150,182,56,46,27,8,0,526
1158913,0,0,11,11,5,0,0,0,0,29,0,0,8,6,4,0,0,0,0,20,0,0,10,5,0,4,0,0,0,15,0,0,3,13,4,3,0,0,0,27,0,0,11,9,5,0,0,0,0,24,0,0,3,0,0,0,0,0,0,6,0,3,6,3,0,0,0,0,0,15,13,16,120,79,33,21,15,6,3,309
1158914,0,3,10,3,3,0,0,0,0,20,0,0,0,6,6,3,0,0,0,17,0,0,3,5,5,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,0,3,0,6,0,0,0,0,9,0,0,0,3,4,0,0,0,0,13,0,0,7,4,0,0,0,3,0,21,22,25,60,55,42,41,20,16,4,291
1158915,0,3,3,5,7,5,4,0,0,32,0,0,3,0,6,0,0,0,0,17,0,0,3,3,3,5,3,0,0,21,0,0,3,0,0,3,0,0,0,6,0,0,0,5,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,8,3,0,3,3,3,7,0,30,23,32,52,44,55,53,29,16,6,324
1158916,0,0,4,3,6,0,0,0,0,13,0,0,4,4,4,0,0,0,0,12,0,0,3,10,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,7,3,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,0,11,0,7,0,0,0,20,20,17,47,62,25,32,16,14,3,233
1158917,0,0,26,15,3,3,0,0,0,43,0,0,8,11,3,0,0,0,0,30,0,0,9,6,4,0,0,0,0,17,0,0,5,6,0,0,0,0,0,16,0,0,6,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,0,0,20,18,10,145,105,35,24,7,7,0,354
1158918,0,3,7,5,0,7,3,3,0,30,0,0,10,9,6,0,0,0,0,23,0,0,7,11,4,0,0,0,0,29,0,0,3,5,8,4,0,0,0,14,0,0,4,10,0,0,0,0,0,25,0,0,0,3,8,0,0,0,0,12,0,0,0,10,7,5,0,3,0,24,38,29,80,90,65,70,45,28,8,445
1158919,0,0,11,6,7,3,3,0,0,28,0,0,7,14,4,0,0,0,0,20,0,0,13,7,0,3,0,0,0,24,0,0,5,13,0,0,0,0,0,19,0,0,9,25,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,4,0,3,7,4,0,4,0,0,0,26,19,22,121,125,38,29,10,12,0,368
1158920,0,0,5,3,3,0,0,0,0,16,0,0,14,12,3,0,0,0,0,28,0,0,5,10,4,0,0,0,0,20,0,0,5,7,0,0,0,0,0,9,0,0,4,6,6,4,0,0,0,20,0,0,0,3,0,0,0,0,0,5,3,7,13,8,6,3,0,3,0,34,22,34,126,98,43,37,18,15,3,408
1158921,0,0,11,13,3,0,3,0,0,26,0,0,9,3,3,6,0,0,0,19,0,0,9,4,0,0,0,0,0,16,0,0,3,6,3,7,0,0,0,18,0,0,3,7,3,0,0,0,0,18,0,0,0,3,0,0,0,0,0,3,3,6,10,5,0,3,3,4,0,29,26,38,115,74,56,50,27,19,0,407
1158922,0,0,3,7,0,0,0,0,0,23,0,0,4,3,0,0,0,0,0,11,0,0,4,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,5,3,3,3,0,0,0,17,19,14,41,43,20,21,12,7,0,180
1158923,0,4,24,17,3,4,3,0,0,57,0,0,21,15,6,3,0,0,0,46,0,0,15,13,3,4,0,0,0,33,0,0,9,7,4,0,0,0,0,24,0,0,8,10,3,4,0,0,0,29,0,0,3,0,0,0,0,0,0,7,5,0,11,0,7,3,3,3,0,32,18,51,183,112,79,63,36,25,7,587
1158924,0,0,13,9,6,0,0,0,0,31,0,0,8,12,9,3,0,0,0,34,0,0,10,12,0,0,0,0,0,23,0,0,7,17,6,0,0,0,0,29,0,0,14,23,3,3,0,0,0,43,0,0,3,4,0,0,0,0,0,8,0,4,4,0,0,0,0,0,0,14,18,20,141,138,68,31,35,6,3,466
1158925,0,0,0,6,3,0,0,0,0,13,0,0,3,3,3,6,0,0,0,16,0,0,3,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,15,13,13,29,28,38,45,20,27,9,216
1158926,0,4,13,7,10,6,0,0,0,39,0,3,0,5,8,3,0,0,0,22,0,0,4,5,0,3,0,0,0,13,0,0,0,3,3,0,0,0,0,12,0,0,3,15,4,0,0,0,0,23,0,0,0,0,7,0,0,0,0,12,3,9,3,3,0,0,3,0,0,24,26,49,57,55,66,59,29,25,14,392
1158927,0,3,11,10,5,0,0,0,0,30,0,0,11,8,4,0,0,0,0,18,0,0,5,9,8,0,0,0,0,23,0,0,3,12,3,0,0,0,0,15,0,0,9,3,4,0,0,0,0,18,0,0,0,3,0,0,0,0,0,7,0,0,12,3,6,3,3,3,3,28,11,7,87,75,42,33,17,12,9,298
