SA1_7DIGITCODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
1103245,0,0,3,71,88,21,17,50,42,292
1103246,0,0,3,61,69,36,23,59,19,263
1103247,0,0,0,82,89,37,31,49,18,308
1103248,3,0,5,90,90,20,17,74,45,338
1103301,0,0,3,55,47,21,14,29,15,183
1103302,0,0,3,91,119,46,42,59,24,375
1103303,0,0,0,82,79,52,29,34,14,292
1103304,0,0,0,65,88,23,14,57,20,265
1103305,0,0,0,51,68,36,33,40,10,236
1103306,0,0,0,56,63,27,25,31,7,206
1103307,0,0,0,34,29,20,24,37,3,141
1103308,0,4,4,78,85,34,31,48,18,306
1103309,0,0,0,9,8,0,3,35,133,187
1103310,0,0,0,69,68,33,23,43,12,256
1103311,0,0,0,77,81,34,35,64,18,304
1103312,0,0,4,68,64,30,15,49,18,244
1103313,0,0,3,75,66,35,26,31,16,237
1103314,3,0,4,51,72,32,25,66,17,258
1103315,3,0,4,154,192,58,63,117,32,619
1103316,0,0,0,0,0,0,0,0,0,0
1103317,6,0,5,96,115,57,40,83,29,415
1103318,0,0,3,43,33,16,23,28,10,156
1103319,0,0,3,62,87,32,23,62,8,277
1103320,0,0,0,0,3,0,0,0,0,3
1103401,4,0,5,57,80,40,33,92,16,312
1103402,3,3,6,60,82,47,29,33,13,259
1103403,14,0,21,109,140,60,56,98,37,495
1103404,3,0,8,54,68,23,21,45,10,218
1103405,0,0,0,51,90,48,34,63,17,306
1103406,0,0,0,29,32,15,19,23,10,124
1103407,4,0,8,59,54,39,28,37,10,227
1103408,3,5,14,58,77,35,28,45,33,278
1103409,5,3,8,64,74,27,26,48,10,256
1103410,0,0,7,71,71,46,40,71,4,306
1103411,4,3,14,90,98,64,32,84,16,379
1103412,6,0,3,86,125,51,40,71,17,396
1103413,3,3,11,66,98,47,27,56,18,316
1103414,9,6,41,67,90,57,27,98,39,371
1103415,7,4,33,32,56,16,14,37,29,181
1103416,20,13,50,71,87,39,47,86,21,361
1103417,21,18,57,70,109,44,24,84,44,378
1103418,104,28,206,86,119,71,42,256,80,664
1103419,3,0,4,66,78,30,25,31,5,242
1103501,6,0,8,132,160,57,51,91,17,516
1103502,3,3,6,64,70,31,26,44,16,254
1103503,0,4,4,90,111,59,29,82,22,395
1103504,8,0,8,92,104,34,23,64,32,357
1103505,0,0,4,85,114,51,32,73,17,366
1103506,3,0,7,119,141,39,41,83,29,454
1103507,3,3,13,72,62,30,22,50,13,245
1103508,4,0,3,99,109,59,28,61,17,376
1103509,0,0,4,75,98,37,17,44,7,280
1103510,0,0,4,84,97,59,32,59,21,353
1103511,9,0,6,90,127,55,56,68,10,407
1103512,0,0,7,44,63,36,32,63,9,248
1103513,4,0,4,69,65,33,33,52,10,274
1103514,4,0,6,76,77,46,34,62,13,305
1103515,0,0,3,48,67,33,31,34,22,232
1103516,0,5,5,46,48,27,23,50,21,225
1103517,0,0,3,0,11,8,3,3,6,35
1103601,0,0,0,33,55,30,20,18,3,159
1103602,0,0,0,39,63,23,23,21,3,169
1103603,3,0,3,103,138,54,32,67,25,416
1103604,0,0,0,53,74,37,28,34,12,235
1103605,0,0,0,90,93,39,36,52,20,323
1103606,0,0,3,46,75,27,20,40,14,223
1103607,0,0,0,44,45,39,15,29,10,183
1103608,83,6,113,71,94,49,26,178,27,459
1103609,0,0,3,75,92,54,14,46,8,297
1103610,0,0,6,96,133,63,45,70,29,433
1103611,0,0,3,54,80,36,25,58,18,276
1103612,0,0,0,24,44,15,17,32,9,136
1103613,3,0,3,66,86,45,33,46,28,301
1103614,0,0,0,95,127,71,48,43,22,400
1103615,0,0,0,45,63,21,23,25,5,188
1103616,3,0,3,51,66,35,27,57,5,235
1103617,0,0,0,51,99,51,47,38,16,301
1103618,0,0,0,65,55,26,21,31,4,199
1103619,3,0,8,92,119,61,45,55,11,387
1103620,0,7,8,109,112,41,36,61,23,385
1103621,3,3,7,129,123,48,44,79,15,438
1103622,0,0,3,62,54,42,24,48,3,230
1103701,13,3,26,98,161,68,50,115,52,551
1103702,9,0,10,96,112,61,47,77,13,410
1103703,5,3,21,132,171,74,50,90,20,543
1103704,0,0,0,41,59,29,14,31,4,179
1103705,4,0,10,89,112,47,50,63,19,371
1103706,3,6,14,55,82,50,35,58,16,296
1103707,6,0,15,114,112,51,45,58,18,394
1103708,0,0,8,41,68,28,17,38,8,204
1103709,4,0,8,144,159,79,57,72,26,531
1103710,3,0,7,67,112,41,32,48,11,303
1103711,3,0,10,52,76,33,28,52,4,254
1103712,0,0,3,53,76,26,24,38,15,243
1103713,22,0,27,83,106,56,36,98,50,422
1103714,0,3,3,80,123,44,39,59,28,379
1103801,4,0,7,98,111,48,30,72,30,382
1103802,4,0,12,89,124,67,47,65,24,411
1103803,5,0,8,70,75,36,31,55,30,297
1103804,5,0,11,80,129,54,40,80,20,410
1103805,0,0,3,37,76,24,24,41,11,215
1103806,3,0,4,55,65,29,19,53,12,231
1103807,4,0,8,65,77,60,46,79,19,341
1103808,28,17,92,32,62,58,31,64,45,288
1103809,3,0,10,87,139,68,45,71,16,426
1103810,0,3,6,71,81,39,25,47,11,274
1103811,4,0,4,108,117,45,39,46,20,377
1103812,7,5,13,69,77,42,28,42,22,282
1103813,0,0,9,95,110,64,40,67,22,402
1103814,4,0,15,98,110,49,42,61,40,397
1103815,4,0,5,59,102,33,34,34,14,283
1103816,0,0,5,64,103,50,29,42,27,316
1103817,0,0,4,71,81,41,30,59,11,291
1103901,0,0,4,150,188,69,43,66,29,536
1103902,3,0,12,70,81,54,38,46,19,310
1103903,0,0,0,84,65,38,21,37,15,253
1103904,5,0,6,112,137,64,53,80,20,465
1103905,3,0,10,90,93,50,33,73,10,354
1103906,6,0,10,87,112,49,32,86,14,379
1103908,0,0,3,91,114,35,33,49,22,353
1103909,3,4,11,159,147,74,23,81,21,503
1103911,0,3,9,138,147,54,45,83,27,484
1103912,3,0,4,97,138,50,38,99,26,446
1103913,4,5,18,111,154,62,48,73,35,483
1103914,0,0,0,61,86,47,36,34,15,278
1103915,3,0,3,91,111,53,28,61,31,380
1103916,3,0,4,98,122,62,33,74,25,411
1103917,0,0,3,66,84,37,24,41,10,265
1103918,3,0,7,116,112,65,48,66,16,423
1103919,0,4,6,65,73,41,33,100,40,353
1103920,0,0,10,141,153,64,55,88,46,542
1103921,5,0,17,155,142,54,32,81,43,502
1103922,8,0,8,116,132,65,48,78,25,461
1103923,3,0,9,49,72,38,36,42,18,252
1103924,3,4,15,27,33,19,32,79,28,211
1103925,3,0,6,83,100,68,38,71,9,361
1103926,4,3,10,144,149,67,50,61,34,506
1103927,0,0,0,104,104,57,40,53,23,377
1103928,0,0,3,97,86,47,29,51,22,341
1103929,0,0,3,75,91,48,32,68,18,326
1103930,8,0,8,24,35,16,10,34,10,132
1103931,3,0,3,74,70,35,20,57,22,279
1104001,7,0,9,56,73,30,36,75,13,283
1104002,6,3,16,43,79,31,37,64,27,282
1104003,0,0,3,45,81,27,22,34,10,217
1104004,4,3,19,85,85,44,57,67,27,368
1104005,4,0,12,53,74,33,27,66,16,268
1104006,9,3,14,81,95,54,42,109,54,442
1104007,3,5,13,50,98,40,26,57,28,296
1104008,0,0,0,0,3,0,0,0,3,4
1104009,12,6,39,83,118,49,44,136,55,484
1104010,16,5,28,53,70,30,27,95,40,315
1104011,8,0,8,72,66,50,30,75,26,325
1104012,0,4,3,42,78,24,29,47,31,247
1104013,5,10,13,96,116,47,48,87,60,458
1104014,45,137,210,56,63,28,9,104,232,492
1104015,0,0,9,34,61,21,22,34,13,186
1104016,14,3,28,88,137,91,43,68,52,476
1104017,20,11,42,96,125,43,65,147,62,543
1104018,6,3,13,74,81,49,30,106,25,362
1104019,0,3,8,85,103,43,51,80,22,386
1104020,7,0,13,87,96,38,47,97,18,380
1104021,3,6,10,60,84,39,40,88,55,365
1104022,0,3,13,32,46,18,14,52,32,205
1104023,3,3,6,48,70,29,23,50,25,240
1104024,16,5,32,91,110,52,42,117,59,466
1104025,0,0,4,50,69,25,15,58,15,230
1104026,10,7,27,94,137,72,49,148,57,560
1104027,6,3,15,58,59,35,27,67,17,256
1104028,3,0,3,77,95,45,23,67,16,325
1104029,16,3,38,66,86,60,35,119,32,398
1104030,7,0,14,78,83,30,35,69,29,323
1104031,0,0,3,56,65,34,28,75,26,277
1104032,0,0,14,42,51,32,21,50,18,207
1104033,6,0,8,69,81,37,37,80,21,312
1104034,5,0,11,101,131,49,33,100,17,431
1104035,0,3,6,72,55,32,29,50,20,256
1104036,6,0,8,63,95,30,39,65,21,308
1104037,3,0,13,43,53,30,24,61,29,245
1104038,0,0,6,64,68,35,31,56,14,265
1104039,3,5,12,107,128,63,58,108,50,506
1104040,6,0,14,54,103,45,36,59,25,317
1104041,5,5,19,56,52,29,21,46,27,229
1104042,11,4,19,73,77,30,31,89,37,335
1104043,6,7,26,91,106,66,34,97,42,436
1104044,5,6,16,49,72,46,28,50,20,261
1104045,0,4,13,69,91,57,42,80,53,391
1104046,5,6,13,71,113,45,44,84,38,387
1104047,3,3,11,81,114,37,34,73,36,380
1104048,3,0,9,72,92,48,55,85,17,364
1104049,6,3,10,86,104,32,33,95,56,398
1104050,3,0,10,56,63,38,30,77,12,268
1104051,0,0,6,81,96,43,39,66,32,364
1104052,4,0,9,75,83,34,36,54,29,307
1104053,4,7,18,69,119,65,45,101,34,438
1104054,0,0,3,69,78,45,23,48,23,292
1104055,4,0,11,87,140,60,43,74,33,446
1104056,0,0,0,79,91,48,33,50,23,324
1104057,0,5,14,143,150,75,59,73,33,523
1104058,8,0,10,46,83,40,28,46,13,257
1104101,8,8,29,86,110,56,36,79,24,387
1104102,7,5,16,114,152,62,50,85,18,484
1104103,0,0,3,71,101,32,19,47,23,295
1104104,0,0,5,88,75,49,38,68,7,326
1104105,3,0,3,59,81,35,19,47,14,268
1104106,0,0,3,82,78,47,42,48,26,319
1104107,6,0,10,43,50,32,26,43,7,205
1104108,0,0,0,0,0,0,0,0,0,0
1104109,3,3,8,94,90,41,34,48,20,328
1104110,3,0,4,70,116,55,35,44,28,351
1104111,0,0,4,46,58,44,15,17,10,190
1104112,5,0,13,94,97,63,43,53,23,380
1104113,0,0,0,57,86,49,30,44,22,283
1104114,0,0,3,108,133,51,43,78,31,445
1104115,8,0,11,70,86,47,31,43,15,286
1104116,3,0,4,79,86,51,34,56,11,324
1104117,4,0,8,42,68,36,32,34,10,214
1104118,0,0,0,0,0,0,0,0,0,0
1104119,0,0,4,90,120,47,39,51,17,363
1104120,3,0,4,80,95,59,38,44,23,324
1104121,11,5,36,113,162,100,58,108,46,584
1104122,6,7,11,58,51,34,31,42,29,251
1104123,0,0,6,67,107,47,40,56,9,326
1104124,3,4,7,80,116,51,41,53,21,367
1104125,0,0,3,76,125,41,46,55,18,361
1104201,10,0,12,67,101,56,51,95,46,414
1104202,11,0,17,82,105,59,55,120,34,445
1104203,0,0,3,48,54,30,23,38,25,220
1104204,10,4,24,52,74,48,22,118,55,377
1104205,24,14,48,69,107,51,55,136,52,476
1104206,0,0,0,0,0,0,0,0,0,0
1104207,4,3,12,75,164,67,37,56,48,452
1104208,17,19,63,84,105,63,50,118,53,467
1104209,9,0,10,46,55,13,23,43,11,201
1104210,3,0,3,73,122,60,36,36,28,357
1104211,5,5,12,89,90,51,40,64,24,362
1104212,0,0,0,0,0,0,0,0,3,3
1104213,9,3,30,104,129,64,59,99,44,508
1104214,8,3,18,99,135,63,48,94,57,497
1104215,5,0,7,58,61,30,30,97,38,320
1104216,6,0,14,74,75,34,41,64,29,321
1104217,6,3,19,81,95,46,38,89,46,404
1104218,3,0,10,78,98,42,38,74,28,361
1104219,3,7,17,80,96,30,27,68,29,328
1104220,4,4,19,91,104,57,53,109,53,459
1104221,3,3,9,97,100,60,30,93,46,433
1104222,4,3,8,60,106,45,36,65,62,380
1104223,41,3,48,45,47,24,32,123,27,296
1104224,3,3,10,83,88,44,41,92,31,376
1104225,4,3,10,81,110,61,41,83,29,413
1104226,4,0,7,73,113,56,34,76,27,371
1104227,0,0,3,64,72,33,34,67,34,304
1104228,0,3,9,99,80,45,30,74,38,368
1104229,3,6,16,69,57,24,23,76,23,279
1104230,7,3,7,71,93,38,37,81,24,341
1104231,81,20,107,59,100,34,42,199,69,510
1104232,6,3,29,71,72,52,38,71,32,339
1104233,15,5,28,82,121,61,51,96,35,443
1104301,0,0,0,16,24,10,4,21,31,111
1104302,3,0,3,60,85,34,26,78,13,302
1104303,0,0,4,84,102,43,48,85,31,397
1104304,3,0,8,69,86,42,27,56,14,303
1104305,0,0,0,74,70,33,34,71,25,306
1104306,0,0,0,0,3,0,0,0,0,4
1104307,0,0,0,48,59,36,29,33,9,208
1104308,0,0,0,42,82,25,18,50,27,241
1104309,4,0,4,56,79,48,30,57,16,292
1104310,0,0,0,39,54,21,9,36,7,169
1104311,3,0,3,80,104,32,32,79,19,342
1104312,131,39,273,85,160,91,68,348,110,866
1104313,0,3,4,50,36,25,38,81,54,284
1104314,53,17,85,15,16,23,7,112,32,197
1104315,0,0,0,57,68,43,48,64,22,303
1104316,3,3,9,62,73,26,27,46,22,266
1104317,5,0,12,76,83,35,32,81,24,328
1104318,3,0,12,71,68,32,34,68,24,289
1104319,0,0,3,88,87,41,33,55,25,322
1104320,0,0,0,79,107,49,26,72,27,355
1104321,32,0,32,62,67,34,27,103,4,288
1104322,3,0,4,67,54,48,32,61,4,262
1104323,0,0,5,86,118,50,32,65,28,382
1104324,3,0,4,104,143,64,40,69,22,437
1104325,0,99,99,46,74,31,30,51,156,385
1104326,0,0,3,115,135,59,44,72,29,459
1104327,0,0,0,75,85,48,31,56,12,312
1104328,0,0,5,53,65,24,23,45,17,223
1104329,0,0,0,50,61,23,28,47,12,227
1104330,3,0,5,127,126,59,46,101,25,481
1104401,10,3,15,53,67,32,32,59,12,264
1104402,0,0,4,56,75,32,34,78,21,295
1104403,11,3,23,46,44,16,19,62,18,209
1104404,7,0,12,111,146,68,50,119,22,517
1104405,0,0,3,44,61,26,28,61,12,232
1104406,0,0,3,40,48,44,35,35,11,221
1104407,6,3,15,75,95,47,41,77,24,352
1104408,3,0,7,54,66,31,17,57,23,247
1104409,0,0,3,56,64,20,20,64,34,254
1104410,64,12,96,31,35,16,8,118,30,238
1104411,76,20,107,35,31,29,14,152,36,291
1104412,3,3,25,124,165,75,54,95,42,548
1104413,0,0,0,0,0,0,0,0,0,0
1104414,4,0,7,82,109,43,51,68,17,375
1104415,5,3,11,81,87,42,34,58,20,316
1104416,5,0,16,129,131,70,58,128,46,564
1104417,6,3,14,76,123,50,41,101,37,424
1104418,0,0,0,0,0,0,0,0,0,4
1104419,4,3,9,93,90,50,29,79,16,363
1104420,15,56,82,34,46,33,13,40,113,283
1104421,14,20,49,44,57,35,32,63,65,293
1104422,6,6,14,69,97,63,45,63,23,356
1104423,4,0,5,106,120,59,45,72,18,422
1104424,0,0,3,51,58,36,31,46,11,233
1104425,0,0,7,44,51,30,22,21,20,185
1104426,0,0,10,73,82,54,33,71,18,329
1104427,3,0,6,50,50,21,27,50,26,219
1104428,7,0,11,64,86,33,34,87,7,310
1104429,3,6,13,102,102,55,55,91,38,437
1104430,4,0,12,68,71,28,26,49,22,268
1104431,0,0,0,61,56,26,25,55,24,253
1104432,0,0,0,55,59,25,33,55,21,243
1104433,4,0,7,50,68,32,32,62,16,267
1104434,3,3,14,123,126,60,47,112,44,506
1104435,3,0,3,51,69,42,20,40,3,219
1104436,3,0,3,76,89,53,34,86,12,360
1104437,0,0,4,58,66,24,26,39,23,236
1104438,0,3,5,96,103,57,25,57,43,370
1104439,3,7,16,74,78,60,30,61,37,342
1104440,83,71,183,22,35,20,14,153,133,372
1104441,0,3,11,58,76,46,30,61,23,288
1104442,3,0,3,68,77,36,32,65,23,302
1104443,0,0,0,25,47,20,15,47,20,176
1104444,0,3,6,61,72,43,40,59,15,288
1104445,3,3,8,70,61,42,29,63,29,296
1104446,0,5,10,64,81,46,46,134,80,460
1104447,3,0,5,71,68,35,53,86,65,370
1104448,0,0,0,53,61,42,43,84,30,318
1104449,3,0,5,68,89,46,36,54,29,316
1104450,0,0,4,82,76,60,25,59,8,313
1104451,3,0,9,83,74,38,31,63,18,310
1104452,4,0,4,43,41,12,14,29,21,159
1104453,3,4,8,67,81,33,26,52,21,286
1104454,0,0,0,42,43,33,15,26,9,172
1104455,3,25,35,73,93,41,32,59,72,366
1104456,3,0,3,81,120,53,28,59,14,362
1104457,0,0,0,65,91,38,38,43,17,290
1104458,3,0,11,49,76,35,34,54,11,262
1104459,3,3,9,69,84,44,35,30,29,289
1104501,0,0,3,54,81,29,42,72,14,296
1104502,3,3,3,72,60,26,27,62,15,271
1104503,0,0,5,49,59,16,27,48,9,207
1104504,3,0,3,93,114,68,49,103,35,468
1104505,3,6,14,76,117,53,50,112,48,455
1104506,0,0,6,86,109,52,49,110,43,440
1104507,0,0,4,87,103,51,36,113,26,415
1104508,0,0,3,71,66,33,36,82,22,319
1104509,7,0,8,62,83,47,38,108,27,360
1104510,3,0,9,91,108,66,52,132,35,488
1104511,3,0,5,80,113,47,47,122,32,435
1104512,5,0,10,68,75,25,31,107,16,329
1104513,4,3,11,89,132,59,55,136,37,507
1104514,0,0,3,61,101,32,36,69,39,343
1104515,0,0,3,56,67,21,30,54,21,253
1104516,0,3,7,85,89,45,54,110,41,421
1104517,0,6,4,57,59,30,29,46,24,232
1104518,0,3,3,143,148,87,73,110,32,593
1104519,3,0,3,48,58,32,24,75,11,252
1104520,0,0,0,0,0,0,0,0,0,0
1104521,5,0,9,85,96,49,46,77,20,375
1104522,0,0,0,62,74,45,37,83,13,313
1104523,0,0,0,48,44,28,34,42,11,206
1104524,3,0,6,101,120,63,54,130,29,486
1104601,0,3,10,68,93,35,31,78,28,345
1104602,0,0,7,37,57,39,35,61,22,249
1104603,3,3,9,80,93,61,43,86,34,399
1104604,14,5,22,58,97,45,39,86,32,363
1104605,6,0,7,33,53,31,34,42,14,202
1104606,3,5,12,59,89,43,42,73,33,344
1104607,4,0,11,76,92,54,39,102,44,406
1104608,4,4,10,78,75,71,48,90,45,404
1104609,3,0,8,65,89,45,31,79,22,335
1104610,0,0,3,53,41,28,20,60,11,217
1104611,4,11,21,39,48,29,32,87,44,267
1104612,3,0,3,51,58,31,31,50,21,240
1104613,0,0,0,0,0,0,0,0,0,0
1104614,3,0,11,49,49,29,19,48,20,225
1104615,0,0,6,39,63,35,27,53,14,227
1104616,0,5,11,84,106,48,52,85,23,394
1104617,12,5,25,57,101,39,37,112,45,400
1104618,7,9,21,78,119,57,47,94,40,424
1104619,11,4,15,93,95,56,39,88,37,413
1104620,6,0,14,69,81,44,37,83,44,349
1104621,0,0,4,56,62,30,30,49,17,244
1104622,0,0,8,56,93,29,33,42,18,264
1104623,0,0,4,4,4,4,3,7,10,22
1104624,8,7,20,93,134,58,37,89,33,439
1104625,5,4,22,86,137,89,53,167,67,598
1104701,4,0,7,87,118,47,40,86,9,387
1104702,3,0,3,46,52,31,28,25,0,185
1104703,0,0,3,31,64,26,26,19,19,186
1104704,4,0,5,97,117,52,37,95,21,422
1104705,0,0,5,92,123,56,38,80,37,432
1104706,0,0,3,76,99,51,29,51,8,316
1104707,6,0,11,102,124,47,43,76,18,421
1104708,3,0,6,116,143,45,48,78,14,438
1104709,0,3,3,93,124,46,43,70,23,399
1104710,53,43,99,17,23,16,6,117,70,249
1104711,31,17,77,78,89,43,39,145,52,448
1104712,0,0,5,102,114,57,54,69,17,421
1104713,24,14,74,106,185,92,97,141,62,679
1104714,0,0,5,25,29,32,17,30,18,149
1104715,0,0,0,101,97,49,41,77,15,375
1104716,3,0,4,69,89,44,29,55,16,291
1104717,3,0,4,56,91,54,42,50,24,309
1104718,3,3,5,85,89,41,32,56,18,318
1104719,0,0,9,113,140,66,44,92,31,484
1104720,3,0,3,63,64,29,19,33,10,217
1104721,0,0,3,91,107,51,34,64,14,360
1104722,0,0,5,63,99,49,57,90,23,377
1104723,0,0,0,43,66,22,31,22,12,199
1104724,0,0,0,72,94,34,25,53,10,296
1104725,3,0,4,38,56,29,19,40,14,206
1104726,0,3,8,63,76,38,32,48,21,270
1104727,6,0,3,42,79,45,25,54,18,268
1104728,3,0,7,95,129,77,40,80,25,446
1104729,0,0,3,109,119,67,25,91,24,433
1104730,6,0,3,57,72,22,32,60,8,259
1104731,3,3,13,90,119,54,47,98,22,431
1104732,0,0,5,89,93,34,60,100,24,399
1104733,0,0,0,24,28,16,12,39,15,131
1104734,0,0,5,54,57,21,40,42,19,236
1104735,4,3,8,92,99,67,52,89,36,431
1104736,3,0,6,98,113,53,46,96,24,427
1104737,0,0,0,3,3,0,0,4,7,18
1104801,3,0,4,42,50,25,28,58,14,222
1104802,0,0,8,59,84,43,36,67,25,315
1104803,3,3,7,96,112,46,43,82,31,417
1104804,4,0,7,55,71,24,33,59,21,264
1104805,3,3,7,79,83,39,39,69,19,318
1104806,0,0,7,55,51,44,11,37,12,212
1104807,0,0,6,109,114,66,39,78,27,430
1104808,3,7,15,48,73,41,18,66,45,288
1104809,3,7,11,76,96,40,37,83,32,365
1104810,11,0,23,105,112,89,50,109,43,514
1104811,8,3,17,107,118,67,48,90,64,500
1104812,3,0,4,86,125,61,47,111,20,449
1104813,0,4,4,95,116,58,51,93,43,449
1104814,23,11,38,110,131,67,57,154,72,597
1104815,10,4,16,57,71,34,30,95,45,334
1104816,4,4,5,59,72,47,24,73,24,303
1104817,9,0,13,66,95,47,44,122,36,412
1104818,0,4,9,107,113,61,53,96,51,478
1104819,10,0,10,80,93,56,44,121,20,411
1104820,3,3,13,40,37,35,19,59,31,226
1104821,44,66,125,66,50,31,36,187,151,520
1104822,4,0,9,76,135,43,46,91,22,419
1104823,0,0,0,52,73,30,27,53,39,276
1104824,13,0,20,105,128,80,68,130,49,558
1104825,13,10,19,78,99,43,45,93,49,401
1104826,8,4,22,82,77,53,19,110,46,389
1104827,7,3,12,63,89,40,48,117,49,414
1104828,4,3,9,96,114,53,44,89,49,448
1104829,0,3,6,62,102,51,29,95,58,395
1104830,14,9,31,80,108,42,28,130,113,506
1104831,5,0,5,82,86,31,28,56,23,306
1104832,3,3,15,102,94,57,61,82,23,418
1104833,9,3,16,87,82,47,49,101,57,431
1104834,5,0,8,60,57,39,28,48,26,261
1104835,5,5,7,52,65,31,16,57,50,280
1104836,3,0,5,99,103,47,54,103,35,442
1104837,12,4,23,85,118,48,63,95,45,458
1104838,0,3,10,51,76,32,23,69,29,287
1104840,6,0,9,55,73,35,25,55,15,256
1104841,3,0,9,66,56,41,25,56,16,263
1104842,3,0,13,53,79,39,24,77,32,305
1104843,5,3,13,54,74,34,41,92,53,359
1104844,0,0,0,56,68,33,23,56,16,250
1104845,4,5,10,86,92,60,37,126,73,473
1104846,6,9,22,82,89,60,32,151,81,494
1104847,3,0,7,54,83,23,24,47,31,263
1104848,0,0,8,75,73,51,36,92,26,348
1104849,145,76,218,10,14,8,9,235,129,406
1104901,3,0,4,85,100,59,38,62,29,378
1104902,0,0,0,58,49,32,30,45,7,228
1104903,4,0,8,72,87,55,42,45,36,338
1104904,5,0,6,55,61,49,46,40,46,292
1104905,0,0,4,82,136,80,30,46,31,409
1104906,0,0,4,70,68,28,39,30,50,284
1104907,0,0,3,35,65,23,31,16,26,206
1104908,0,0,0,31,36,26,22,29,18,166
1104909,0,0,0,0,0,0,0,0,0,0
1104910,0,0,3,72,119,74,47,76,33,423
1105001,4,3,8,103,138,73,36,98,45,498
1105002,0,0,0,55,75,32,32,56,26,279
1105003,3,0,4,92,128,58,52,76,26,432
1105004,4,3,6,59,69,25,37,39,30,258
1105005,0,0,3,77,84,52,34,63,16,334
1105006,3,0,6,72,89,32,36,71,28,324
1105007,12,4,12,69,84,37,33,91,26,332
1105008,9,6,17,107,163,94,89,154,58,666
1105009,3,0,3,72,100,42,36,85,21,355
1105010,5,0,3,59,67,28,29,57,23,254
1105011,3,0,3,60,96,43,32,82,20,337
1105012,0,0,3,65,60,43,22,76,12,282
1105013,3,0,3,60,85,35,37,81,16,321
1105014,0,0,0,0,0,0,0,0,0,0
1105015,3,0,3,41,52,20,17,60,11,199
1105016,0,0,0,0,0,0,0,4,0,9
1105017,17,9,49,44,81,42,44,111,49,374
1105018,0,0,0,59,61,36,41,53,16,267
1105019,0,0,3,78,85,33,50,57,38,335
1105020,11,7,21,27,70,46,35,104,49,337
1105021,10,22,38,46,89,69,63,168,64,504
1105022,0,0,0,76,107,49,34,67,31,367
1105024,4,3,13,57,76,45,44,93,29,338
1105025,0,3,7,62,74,32,43,68,36,309
1105026,4,3,10,72,111,59,43,105,34,432
1105027,12,4,24,42,74,72,43,97,25,352
1105028,11,3,16,74,121,68,54,170,57,555
1105101,0,0,3,106,124,39,42,69,6,382
1105102,4,0,7,68,88,40,27,56,19,294
1105103,3,0,7,43,56,28,27,41,5,205
1105104,0,0,0,32,46,26,30,23,5,165
1105105,0,0,0,0,0,0,0,0,0,0
1105106,3,3,10,93,102,64,58,76,53,443
1105107,0,3,4,14,23,9,8,15,10,73
1105108,0,0,3,102,101,64,44,75,27,412
1105109,3,0,5,55,61,25,26,43,16,218
1105110,0,0,0,69,87,53,26,29,5,264
1105111,0,0,0,61,61,25,14,48,7,216
1105112,0,0,0,62,77,26,30,46,8,251
1105113,0,0,0,50,85,34,23,72,9,280
1105114,0,0,8,62,78,38,32,50,6,263
1105115,3,0,3,42,68,35,15,36,10,199
1105116,0,0,3,62,61,36,23,32,8,222
1105201,3,3,11,78,123,70,55,114,43,493
1105202,4,0,8,86,126,46,56,93,19,430
1105203,0,0,7,40,68,31,31,50,16,242
1105204,0,3,5,94,138,47,53,88,22,435
1105205,3,0,9,93,122,75,62,107,17,467
1105206,0,0,4,65,100,57,43,53,33,353
1105207,3,0,4,75,102,48,37,93,17,374
1105208,3,0,5,52,93,31,39,83,28,329
1105209,3,3,8,63,73,36,38,71,26,311
1105210,6,0,9,32,64,25,28,72,13,240
1105211,0,0,0,0,0,0,0,0,0,0
1105213,3,0,4,45,51,21,26,54,11,210
1105214,3,0,6,39,82,39,20,50,11,243
1105215,6,0,6,60,58,29,17,56,22,247
1105216,3,4,12,78,105,46,32,94,21,369
1105301,8,3,16,90,101,50,36,97,35,413
1105302,6,0,13,72,82,48,23,86,56,371
1105303,11,3,25,78,110,51,50,95,32,411
1105304,3,0,9,62,77,37,26,61,37,300
1105305,17,3,36,77,133,69,45,110,29,464
1105306,0,8,18,81,111,40,24,60,30,354
1105307,10,9,30,91,124,40,32,164,46,502
1105308,3,4,17,53,65,23,25,76,35,284
1105309,0,0,3,70,90,37,20,60,19,301
1105310,0,5,13,68,86,34,29,79,18,321
1105311,0,0,10,55,71,25,15,73,25,270
1105312,0,0,10,57,80,29,31,56,18,263
1105313,3,3,11,42,58,38,14,48,19,220
1105314,4,5,13,69,93,45,49,69,26,358
1105315,6,3,11,115,126,62,54,123,64,537
1105316,6,6,22,79,134,58,46,103,54,464
1105317,0,3,3,39,44,24,32,54,38,229
1105318,0,4,10,44,78,25,34,39,42,266
1105319,0,0,5,32,41,24,14,34,20,166
1105320,3,0,3,52,73,32,24,66,13,261
1105321,3,3,12,137,142,64,45,110,50,549
1105322,0,0,0,51,50,22,18,31,11,184
1105323,0,0,0,0,0,3,0,3,0,3
1105324,3,3,5,74,81,51,32,62,19,328
1105325,7,4,15,52,88,33,21,85,37,322
1105326,5,0,13,64,82,36,39,70,31,328
1105327,3,0,3,49,85,27,26,91,36,305
