SA1_7DIGITCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
1100807,0,0,0,3,0,5,11,10,3,31,0,0,0,0,0,0,0,0,0,0,10,0,5,3,0,3,4,3,0,36,18,31,66,56,59,46,51,18,10,361
1100808,0,0,3,0,3,3,12,4,0,22,0,0,0,0,0,0,0,3,0,3,3,0,3,3,5,0,3,0,0,22,12,39,75,71,74,51,44,24,3,381
1100809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100810,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,26,33,25,47,42,16,8,3,211
1100811,0,0,0,0,0,0,5,0,3,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,7,3,4,27,14,14,47,49,38,40,44,16,13,270
1100812,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,17,7,18,36,36,42,32,5,0,0,188
1100813,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,3,8,0,0,3,0,21,19,28,49,65,90,51,13,12,0,331
1100814,0,0,0,0,0,3,12,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,15,11,28,66,56,84,96,35,11,3,393
1100815,0,0,0,0,3,4,0,4,0,19,0,0,0,0,0,0,0,0,0,3,0,5,13,3,10,3,5,5,0,41,18,33,89,53,56,43,42,21,5,372
1100816,0,0,0,0,0,7,4,5,3,32,0,0,0,0,0,0,0,0,0,3,0,3,6,3,3,7,0,6,0,34,6,22,54,69,58,66,23,29,6,329
1100817,0,3,0,0,0,0,5,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,10,8,25,38,40,39,30,29,12,9,217
1100818,0,0,3,0,3,3,10,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,13,16,36,37,21,28,25,11,7,206
1100819,0,0,0,0,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,0,16,17,34,46,71,85,61,29,4,3,346
1100820,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,4,3,0,0,26,12,10,39,29,39,43,27,15,0,219
1100821,0,0,0,4,0,3,8,3,0,16,0,0,0,0,0,0,3,0,0,0,4,0,3,9,4,4,0,0,0,28,29,33,30,71,85,54,45,10,0,355
1100822,0,0,0,0,0,0,11,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,13,4,8,20,36,41,33,16,13,0,179
1100823,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,12,8,18,20,29,39,24,11,0,0,150
1100901,0,0,0,0,0,4,3,5,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,6,3,12,23,37,27,34,20,11,5,181
1100902,0,0,0,0,4,5,6,7,0,30,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,12,7,7,0,32,4,6,29,56,51,50,39,17,4,267
1100904,0,0,0,0,0,4,10,7,0,24,0,0,0,0,0,0,0,3,0,3,0,0,3,0,4,0,4,3,0,19,7,17,43,47,51,35,55,25,4,279
1100905,0,0,0,0,0,8,11,9,3,29,0,0,0,0,0,0,3,3,0,4,0,0,4,4,5,4,5,0,3,28,6,16,46,44,68,54,43,34,9,336
1100907,0,0,0,0,0,3,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,4,0,0,26,12,35,117,76,53,51,17,9,7,382
1100908,0,0,5,0,0,3,3,0,0,9,0,0,0,0,0,0,3,0,0,0,4,3,13,15,4,3,8,3,0,48,8,52,130,101,67,40,35,12,0,438
1100909,0,0,5,0,0,6,5,3,0,26,0,0,0,0,0,0,0,0,0,4,3,4,22,15,10,4,4,0,0,64,15,54,182,108,63,42,24,7,4,502
1100910,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,27,7,4,8,3,0,0,53,3,42,158,70,64,61,30,8,5,443
1100911,0,0,0,0,3,3,4,7,9,33,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,3,0,0,3,17,3,32,79,54,49,45,16,24,19,320
1100912,0,0,0,0,0,3,3,3,8,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,12,3,23,4,13,31,39,26,38,28,27,11,221
1100913,0,0,0,0,0,4,4,14,0,21,0,0,0,0,0,0,5,0,0,8,3,0,3,0,6,0,7,3,0,22,20,34,69,64,101,82,65,26,11,481
1100914,0,0,0,0,0,5,3,10,0,24,0,0,0,0,0,0,0,3,0,3,0,0,7,8,5,11,3,3,0,36,10,21,68,59,61,59,36,31,7,352
1100915,0,0,4,0,4,8,3,4,3,27,0,0,0,0,0,3,3,0,0,8,0,3,13,8,10,3,3,3,3,40,10,39,156,130,107,82,45,24,10,605
1100916,0,0,0,0,3,4,3,5,0,14,0,0,0,3,0,0,0,0,0,6,3,3,10,3,3,0,3,0,0,34,17,29,106,57,82,42,29,14,3,378
1100917,0,0,0,0,3,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,3,3,0,21,0,7,35,23,47,38,25,22,3,201
1100918,0,0,0,3,0,0,8,14,11,33,0,0,0,0,0,0,0,3,0,3,0,4,4,0,3,6,3,8,10,46,9,26,66,64,54,60,47,57,61,444
1100919,0,0,0,0,0,0,9,3,4,22,0,0,0,0,0,0,0,7,0,8,3,3,28,10,7,7,7,9,0,74,17,36,131,72,69,40,37,26,12,432
1100920,0,0,0,0,3,0,10,8,17,50,0,0,3,0,0,0,0,0,3,9,0,6,17,5,0,0,7,3,7,43,3,29,81,41,27,40,53,40,58,370
1100921,0,0,0,0,0,3,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,3,14,8,0,0,3,0,0,27,10,48,146,55,45,37,19,13,3,367
1100923,0,0,0,0,0,3,9,3,10,25,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,3,0,13,7,32,65,65,54,34,41,24,16,333
1100924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,4,0,0,6,3,0,0,14
1100925,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,11,20,9,3,8,3,0,0,57,7,65,147,77,44,38,13,12,7,415
1100926,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,4,5,3,3,0,0,29,9,25,82,36,37,23,14,0,0,220
1100927,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,0,0,3,0,10,5,9,47,62,30,22,15,17,3,211
1100928,0,0,0,0,0,3,6,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,0,3,0,20,5,32,66,52,57,48,33,13,4,303
1100929,0,0,4,0,0,9,3,7,7,36,0,0,0,0,0,0,0,0,0,8,0,3,9,8,12,4,18,10,32,94,3,41,114,59,60,45,47,30,61,463
1101001,0,0,0,0,0,0,5,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,6,7,25,16,20,13,10,8,11,123
1101002,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,12,9,23,26,45,57,66,38,12,3,281
1101003,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,5,0,17,13,25,16,29,72,54,49,12,0,264
1101004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,12,8,17,41,59,42,26,18,5,0,216
1101006,0,0,0,0,4,9,0,3,3,19,0,0,0,0,0,0,0,0,0,0,0,7,23,4,7,10,3,0,0,62,13,32,134,65,75,63,18,13,4,419
1101007,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,6,9,3,0,0,4,0,26,3,21,60,44,36,26,13,9,0,215
1101008,0,0,0,0,0,3,3,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,11,7,7,3,0,4,0,33,15,35,113,60,71,49,34,23,3,385
1101009,0,0,0,0,0,0,8,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,7,0,16,8,30,74,28,59,52,26,17,6,303
1101010,0,0,0,0,0,3,3,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,15,7,38,110,55,36,41,17,6,6,326
1101011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,5,3,0,0,0,16
1101012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,22,19,10,6,0,0,0,74
1101013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,10,17,19,28,38,8,3,139
1101015,0,3,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,8,14,8,3,0,0,0,0,35,7,60,179,82,66,56,33,7,0,496
1101016,0,0,0,0,0,3,3,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,21,54,66,72,40,13,21,6,299
1101017,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,11,3,28,95,43,49,42,16,12,9,304
1101101,0,0,0,0,0,0,4,4,0,14,0,0,0,0,0,0,0,0,0,0,3,5,3,4,7,9,0,0,0,33,10,24,109,94,90,82,40,16,12,468
1101102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,4,0,0,15,9,5,16,26,61,24,27,3,0,173
1101103,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,13,3,0,0,36,6,17,18,47,64,55,29,7,0,244
1101104,0,0,0,0,0,3,4,3,0,9,0,0,0,0,0,0,0,0,0,0,8,19,21,38,45,42,30,3,0,206,11,29,47,60,90,101,83,15,4,452
1101105,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,4,12,0,0,36,15,27,39,55,87,70,66,20,8,384
1101106,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,17,6,3,0,35,8,19,20,50,83,68,32,13,3,293
1101107,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,8,3,9,3,3,0,0,33,8,22,44,31,79,50,20,14,3,267
1101108,0,0,0,3,7,8,4,0,0,16,0,0,0,0,0,0,3,0,0,3,0,3,9,0,4,3,0,0,3,28,8,14,73,69,71,50,31,15,5,336
1101109,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,5,3,0,11,8,3,0,42,4,18,17,46,51,66,54,8,0,260
1101110,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,0,0,15,0,7,6,30,35,27,27,13,0,143
1101111,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,3,0,9,3,8,5,0,37,13,24,35,43,91,71,46,27,0,351
1101112,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,17,5,7,7,21,39,45,20,5,3,161
1101113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,6,7,0,0,26,3,6,13,15,34,26,14,3,0,119
1101115,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,4,0,3,0,21,11,22,28,53,73,53,17,5,0,260
1101116,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,8,14,11,11,10,0,4,55,15,12,28,52,51,60,37,7,10,277
1101117,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,6,4,5,3,13,10,3,0,0,32,6,20,34,40,49,48,22,10,0,229
1101118,0,0,0,0,0,0,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,3,10,4,8,11,9,7,0,49,12,10,53,42,74,66,55,15,3,331
1101119,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,0,0,0,13,7,17,27,35,51,68,31,3,4,245
1101120,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,7,4,8,9,4,6,0,0,37,12,28,34,64,101,86,53,10,0,381
1101122,0,0,0,0,0,0,4,3,0,6,0,0,0,0,0,0,3,0,0,3,0,0,4,6,4,0,0,0,0,15,3,20,30,45,46,39,39,10,0,234
1101123,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,12,4,19,12,17,56,28,10,0,0,155
1101125,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,7,0,3,0,22,9,26,80,94,84,76,27,11,5,417
1101126,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,7,7,5,10,0,0,47,7,20,49,58,69,66,58,15,5,356
1101127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,0,0,19,16,28,21,35,66,59,28,13,5,264
1101128,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,12,3,0,0,28,15,19,29,27,38,63,20,4,0,208
1101129,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,3,0,0,24,16,15,17,65,78,61,30,8,0,289
1101130,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,6,6,0,8,16,11,4,3,0,53,19,29,41,83,124,120,50,14,0,477
1101131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,14,6,5,12,34,44,32,12,11,0,164
1101132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,0,20,12,8,17,28,67,42,19,4,0,199
1101133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,22,7,8,12,46,63,59,41,6,3,250
1101134,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,20,6,6,10,33,54,54,28,6,3,207
1101135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,0,16,0,0,24,6,16,31,39,72,44,40,11,0,251
1101136,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,6,14,14,45,61,50,35,23,4,250
1101137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,10,9,10,3,0,39,10,23,24,48,68,64,31,11,4,277
1101139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,9,10,0,0,0,30,13,17,16,41,52,40,10,0,0,180
1101140,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,3,5,0,21,9,14,15,43,56,63,59,17,6,289
1101141,3,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,3,3,8,12,9,9,3,3,0,40,18,27,55,93,88,75,47,13,0,419
1101142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,14,3,3,26,80,37,25,17,0,0,193
1101143,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,0,10,67,48,24,15,4,0,0,165
1101144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,12,6,12,39,53,30,8,8,0,0,157
1101145,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,5,0,0,0,18,20,28,42,76,84,43,25,5,7,322
1101146,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,3,3,6,0,0,0,0,27,19,10,33,60,56,21,10,5,0,196
1101147,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,8,3,0,0,3,0,22,8,10,116,86,26,11,8,4,0,271
1101148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,19,4,15,92,68,22,19,3,3,0,218
1101149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,0,0,0,0,0,22,3,13,93,68,28,9,3,0,0,212
1101150,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,3,6,6,0,0,0,30,24,19,11,52,71,71,15,4,0,270
1101151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,13,22,25,13,0,0,99
1101152,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,12,13,13,69,83,67,26,22,3,0,302
1101201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,3,15,19,31,41,16,11,10,0,148
1101202,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,15,46,60,35,6,0,0,193
1101203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,17,16,23,65,101,114,44,17,11,0,397
1101204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,13,8,14,39,75,75,23,7,0,0,240
1101205,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,22,21,48,81,31,12,3,0,226
1101206,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,21,28,63,87,45,9,0,0,263
1101207,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,14,8,23,17,40,38,27,16,7,0,169
1101208,0,0,0,0,0,4,11,10,0,24,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,8,9,3,0,28,9,26,57,52,54,60,49,19,3,333
1101209,0,0,0,0,0,0,6,5,0,18,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11,5,4,7,0,36,27,61,58,133,156,79,20,8,3,543
1101210,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,15,13,32,43,66,82,54,21,13,0,332
1101211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,3,0,0,0,18,20,19,52,122,127,42,12,4,3,404
1101212,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,6,7,55,56,66,21,5,11,0,222
1101213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,20,17,30,57,66,121,53,25,11,3,374
1101214,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,0,0,0,20,23,34,36,75,115,65,20,10,4,381
1101215,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,16,14,74,79,62,36,29,9,6,323
1101216,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,12,11,12,25,43,64,43,17,13,0,227
1101217,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,3,3,10,10,0,0,30
1101218,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,0,0,0,0,9,9,31,58,77,82,37,34,17,3,348
1101219,0,0,3,5,5,0,5,8,4,31,0,0,0,0,0,0,0,0,0,0,3,11,7,9,11,6,0,3,0,50,18,51,121,81,95,61,29,26,14,491
1101220,0,0,0,0,0,4,9,4,3,25,0,0,0,0,0,0,0,0,0,0,0,6,0,9,3,4,3,0,0,31,19,40,82,64,65,46,40,14,7,360
1101221,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,15,9,19,68,45,60,21,3,0,0,217
1101222,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,9,7,19,64,97,93,59,32,8,3,384
1101223,0,0,0,0,0,3,4,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,8,0,7,3,41,15,31,101,93,76,56,43,21,8,446
1101224,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,13,16,31,26,64,135,78,28,6,0,386
1101225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101227,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,23,26,17,54,120,41,9,0,0,289
1101228,0,0,0,0,0,6,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,0,0,0,17,8,19,57,57,65,58,11,6,7,292
