SA1_7DIGITCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
1101228,0,4,0,4,0,12,0,0,3,4,3,0,14,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,8,5,26,29,61,6,137
1101229,0,4,0,4,0,9,0,0,4,7,8,0,18,0,0,0,0,3,0,3,0,0,0,3,4,0,8,0,0,0,0,8,0,8,9,3,25,25,69,0,132
1101230,0,4,0,0,0,9,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,8,29,0,44
1101231,0,0,0,0,0,5,4,0,6,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,4,20,7,31,20,35,0,118
1101232,0,13,4,0,0,22,0,0,8,3,3,0,19,0,0,0,0,3,0,4,0,0,0,4,4,0,8,0,0,0,0,0,0,3,34,10,60,28,48,6,188
1101301,0,0,0,0,0,3,0,0,3,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,13,35,3,51
1101302,0,3,3,0,0,7,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,4,3,3,16,11,60,15,102
1101303,0,0,3,0,0,3,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,4,15,51,10,76
1101304,3,11,0,4,0,18,0,0,6,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,4,8,27,10,61,3,110
1101305,0,5,0,0,0,5,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,24,19,29,4,79
1101306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,24,3,43
1101307,0,4,0,0,0,6,0,0,4,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,27,12,33,4,80
1101308,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,9,33,6,53
1101401,0,0,0,3,0,7,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,0,3,0,3,3,0,9,8,26,0,48
1101402,0,5,3,8,0,16,0,0,3,8,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,4,0,15,9,67,3,107
1101403,0,12,0,0,0,12,0,0,3,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,20,17,48,8,108
1101404,7,4,0,3,0,12,0,0,9,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,7,4,19,12,51,10,107
1101405,0,6,0,3,0,15,0,0,3,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,27,7,55,7,106
1101406,3,13,8,4,0,23,3,0,8,4,7,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,9,5,5,26,27,65,4,131
1101407,0,6,0,3,3,15,4,0,0,9,4,0,17,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,37,18,62,11,136
1101408,0,0,0,0,0,4,0,0,3,0,7,3,9,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,3,4,3,8,14,30,6,61
1101409,0,5,0,0,0,10,3,0,7,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,5,0,27,14,53,6,111
1101410,0,8,0,0,0,6,0,0,11,0,5,0,28,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,7,30,8,46,10,107
1101411,0,4,3,0,0,13,4,0,7,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,9,0,5,0,0,0,0,0,0,3,6,8,24,22,49,0,119
1101412,0,4,0,0,0,9,0,3,11,5,7,0,30,0,0,0,0,3,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,4,4,3,20,22,91,13,163
1101413,0,0,0,4,0,3,0,0,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,8,7,44,4,72
1101414,0,5,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,15,8,23,0,46
1101415,0,6,0,3,3,16,0,3,5,3,10,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,7,23,22,55,9,130
1101417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,7
1101418,0,0,4,4,0,12,0,4,7,3,9,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,4,6,4,6,17,24,69,11,132
1101419,3,3,3,8,0,15,0,0,7,3,10,0,21,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,4,3,4,26,25,68,14,146
1101501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101503,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,7,19,0,36
1101505,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,10,11,3,42
1101511,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,5,0,0,7,8,33,7,51
1101512,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,14,17,6,46
1101514,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,6,19,7,48
1101515,0,3,0,3,0,6,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,21,6,34,0,69
1101516,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,3,18,7,26,3,56
1101517,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,25,3,46
1101518,0,4,0,3,0,18,0,0,5,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,3,3,3,26,15,53,11,115
1101519,0,0,0,4,0,9,4,0,4,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,11,3,26,15,46,3,100
1101520,0,4,0,3,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,12,19,3,47
1101521,0,6,3,4,0,20,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,7,25,24,45,9,116
1101522,0,5,0,7,0,11,0,0,0,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,11,4,18,21,50,10,110
1101523,0,3,0,0,0,8,0,0,6,0,4,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,16,15,33,5,80
1101524,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,17,30,3,53
1101601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,23,0,39
1101602,0,10,4,7,0,23,0,0,4,5,7,0,19,0,0,0,0,4,0,3,0,0,0,0,7,0,4,0,0,0,0,4,0,4,4,3,24,23,85,5,144
1101603,0,5,0,3,0,14,0,0,3,3,3,0,9,0,0,0,0,7,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,0,27,22,40,12,100
1101604,0,0,0,0,0,0,3,0,6,0,3,0,9,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,11,44,5,81
1101605,0,0,3,0,0,11,3,0,3,0,0,0,9,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,8,11,3,22,25,35,3,95
1101606,0,6,4,8,0,14,0,0,8,3,3,0,17,0,0,3,3,9,0,12,0,0,0,3,7,0,5,0,0,0,0,3,3,12,10,8,39,33,105,3,189
1101607,0,9,0,3,0,9,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,7,17,13,34,7,69
1101608,0,7,3,0,3,15,0,0,0,0,3,3,5,0,0,3,0,3,0,12,0,0,0,0,3,0,3,0,0,0,0,4,0,4,10,4,23,19,50,10,120
1101609,3,11,0,3,0,17,3,0,3,3,0,3,8,0,0,3,3,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,41,20,81,11,150
1101610,0,13,3,5,0,22,4,0,4,5,7,3,27,0,0,3,3,19,0,29,0,0,0,0,8,0,14,0,0,4,0,3,0,9,7,8,57,47,157,4,296
1101611,0,6,0,0,0,11,0,0,4,0,0,0,3,0,0,9,7,15,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,43,28,62,3,138
1101612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,13,0,26
1101613,0,4,3,0,0,11,0,0,0,0,0,0,0,0,3,3,3,12,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,20,16,34,3,85
1101614,0,8,3,4,0,16,0,0,3,0,3,0,9,0,0,11,0,13,0,28,0,0,0,3,3,0,5,0,0,0,0,3,0,4,6,7,35,24,76,8,156
1101615,0,3,0,3,0,13,0,0,8,0,0,0,12,0,3,0,5,9,0,18,0,0,0,0,3,0,6,0,0,0,0,3,0,5,5,5,30,16,83,10,151
1101616,0,10,0,3,3,18,0,0,6,0,3,0,10,0,0,11,6,12,0,24,0,0,0,0,3,0,4,0,0,0,0,3,0,9,6,5,45,22,80,13,169
1101617,0,3,3,3,0,11,0,0,3,3,4,0,12,0,0,10,9,14,0,34,3,0,3,0,5,0,10,0,0,0,0,7,6,9,10,3,43,23,75,16,175
1101618,4,17,8,0,0,37,5,3,18,3,0,0,24,0,0,10,5,21,3,38,0,0,0,3,5,0,11,0,0,0,3,3,3,11,21,8,77,50,100,11,266
1101619,3,3,0,9,0,17,0,0,3,0,3,0,13,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,0,0,0,3,4,10,3,18,19,99,7,160
1101620,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,3,3,0,9,0,0,0,0,0,0,3,0,0,19,12,36,8,75
1101701,0,4,0,3,0,9,0,0,7,3,9,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,12,12,65,4,92
1101702,0,0,0,0,0,8,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,3,7,0,3,5,38,8,58
1101703,0,0,3,0,0,5,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,3,4,3,13,19,38,0,76
1101704,0,0,0,0,0,0,0,0,3,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,9,0,0,12,7,42,14,79
1101705,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,11,4,30
1101706,0,0,0,3,0,3,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,0,0,0,7,10,42,3,64
1101707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
1101708,0,3,0,0,0,11,0,0,3,0,8,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,13,13,49,3,89
1101709,0,13,3,0,0,16,0,6,8,7,12,3,29,0,0,0,0,6,0,4,0,0,0,0,5,0,11,0,0,3,0,0,0,3,11,8,34,23,93,11,177
1101710,0,0,0,0,0,3,0,4,10,3,7,0,20,0,0,0,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,3,0,3,4,3,16,25,68,7,121
1101711,3,3,0,3,0,8,0,0,7,3,3,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,6,7,17,13,40,8,88
1101712,4,0,0,4,0,10,0,3,8,3,6,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,4,20,9,77,4,118
1101713,0,6,3,0,0,3,0,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,20,51,3,87
1101714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101716,0,3,0,6,0,10,0,0,6,4,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,16,6,46,3,80
1101717,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,4,0,0,3,10,28,7,47
1101718,0,3,0,0,0,3,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,9,9,28,8,48
1101719,0,6,0,0,0,9,0,0,3,3,7,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,15,15,48,4,86
1101720,0,3,0,0,0,3,0,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,0,8,0,0,13,8,33,3,62
1101721,0,0,3,3,0,8,0,0,0,3,10,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,4,8,3,0,3,10,41,7,64
1101722,0,0,3,0,0,6,0,0,0,3,7,0,13,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,11,48,12,83
1101801,0,7,3,0,0,18,0,0,6,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,19,9,33,0,74
1101802,0,3,3,0,0,15,0,0,4,7,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,18,12,42,3,85
1101803,4,7,5,0,0,12,0,0,10,0,7,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,5,0,14,3,7,34,21,46,0,113
1101804,0,4,0,3,0,11,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,3,22,3,48
1101805,0,3,0,0,0,9,0,0,5,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,5,3,19,16,41,3,85
1101806,0,4,3,0,0,12,0,0,4,8,8,3,23,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,0,0,4,3,0,0,10,22,51,8,93
1101807,0,7,0,3,0,17,3,0,6,0,12,0,24,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,3,4,3,4,23,15,55,6,103
1101808,0,7,0,3,0,12,0,3,4,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,3,3,5,0,17,8,59,5,93
1101809,0,0,0,0,0,3,3,0,0,5,0,0,6,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,5,18,5,42
1101810,0,3,0,0,0,8,0,0,3,0,6,3,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,13,34,7,64
1101811,6,3,0,4,0,12,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,3,0,6,11,4,25,4,49
1101812,0,3,0,0,0,6,0,0,3,5,3,0,15,0,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,3,3,3,17,15,36,4,86
1101813,0,3,3,3,0,12,3,3,11,0,3,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,4,18,12,18,7,73
1101814,0,4,0,3,0,11,0,0,9,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,6,4,18,9,24,3,68
1101815,0,0,0,0,0,5,0,0,4,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,4,15,14,40,0,68
1101816,0,3,0,0,0,8,0,3,9,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,5,3,19,12,40,3,87
1101817,3,10,3,6,0,29,0,3,3,5,7,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,3,0,4,0,8,4,8,31,32,86,4,167
1101818,0,3,0,0,0,9,0,0,9,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,22,56,0,91
1101819,3,3,3,3,0,10,0,0,4,4,12,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,3,3,21,16,64,9,108
1101820,0,0,0,0,0,3,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,31,3,42
1101821,0,0,0,3,0,5,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,10,5,28,0,46
1101822,0,0,0,0,0,3,0,0,8,4,9,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,4,7,5,11,14,45,5,90
1101823,0,0,0,0,0,3,0,0,3,4,5,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,18,9,33,0,73
1101824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101901,3,0,0,0,0,8,0,0,3,7,9,3,20,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,0,0,0,3,0,3,19,21,38,11,85
1101902,3,4,0,0,0,14,3,0,11,3,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,26,5,32,12,87
1101903,0,3,0,0,0,4,3,0,8,0,7,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,17,8,32,12,66
1101904,3,3,0,0,0,7,0,0,4,3,15,3,31,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,9,14,8,55,5,91
1101905,0,0,0,0,0,3,0,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,4,11,36,4,57
1101906,0,4,0,3,0,5,3,3,6,3,7,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,5,17,11,75,3,122
1101907,0,3,0,0,0,9,0,0,3,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,10,51,3,78
1101909,0,0,0,0,0,8,0,0,4,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,10,35,0,62
1101911,4,10,3,0,0,18,5,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,14,11,33,23,49,7,138
1101912,0,9,4,0,0,21,0,0,12,4,6,0,23,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,9,3,40,12,55,4,131
1101913,3,14,3,0,0,22,4,3,7,4,4,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,4,9,8,36,14,39,5,121
1101914,7,17,0,0,0,35,4,3,18,12,13,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,5,20,16,55,28,78,10,200
1101915,3,3,0,0,0,5,0,0,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,3,19,17,25,8,71
1101916,0,8,0,3,0,20,3,9,16,5,8,0,50,0,0,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,0,0,4,18,8,55,23,74,9,185
1101917,0,10,4,8,0,22,9,0,17,9,18,0,51,0,0,0,3,3,0,3,0,0,0,0,4,0,10,0,0,0,5,0,0,0,13,4,43,40,109,3,210
1101918,0,4,0,3,0,9,0,0,6,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,3,5,3,15,11,49,5,89
1101919,0,4,0,0,0,10,0,0,3,4,5,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,3,27,12,36,3,82
1101920,3,3,0,0,0,3,0,0,6,5,10,0,24,0,0,0,0,3,0,3,0,0,0,0,6,0,3,0,0,0,3,0,0,3,3,4,23,14,45,4,87
1101921,0,8,0,0,0,9,6,0,13,3,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,12,28,3,85
1101922,0,9,0,0,0,12,0,0,12,4,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,11,20,5,70
1101923,0,8,3,0,0,11,0,0,5,3,11,0,22,0,0,0,0,3,0,3,0,0,0,0,5,0,9,0,0,0,0,3,0,3,0,3,23,12,73,3,114
1102001,5,9,0,6,0,18,0,0,7,6,3,4,21,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,9,28,16,68,6,130
1102002,0,13,5,0,0,19,3,3,5,13,14,0,36,0,0,0,0,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,0,5,8,5,35,27,86,14,171
1102003,0,3,4,0,0,4,0,4,3,4,12,3,23,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,4,3,4,8,7,4,9,66,11,98
1102004,0,0,3,4,0,14,0,0,3,0,6,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,4,0,4,4,0,12,11,41,5,84
1102005,0,3,0,0,0,9,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,10,3,0,12,9,34,4,66
1102006,0,3,3,4,0,12,0,3,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,12,14,39,3,74
1102007,0,3,4,0,0,5,0,3,11,5,8,0,26,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,8,25,22,59,5,123
1102008,0,3,5,0,0,6,0,0,5,4,6,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,7,0,0,19,14,65,3,101
1102009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1102010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102011,0,10,3,0,0,10,3,0,3,7,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,20,17,45,5,96
1102012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102013,0,0,0,0,0,3,0,0,6,0,8,0,17,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,24,0,47
1102014,0,0,0,4,0,9,3,0,3,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,9,12,30,3,60
1102015,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,11,5,30,3,54
1102016,3,0,0,0,0,5,0,0,6,4,7,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,3,3,3,21,8,42,4,81
1102017,0,5,0,0,0,7,0,0,3,8,5,0,16,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,10,11,48,5,87
1102018,0,0,0,3,0,12,0,0,10,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,10,6,31,17,45,17,122
1102019,3,13,3,0,0,22,3,0,6,0,3,0,17,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,12,5,37,16,30,3,99
1102020,6,7,0,4,0,16,0,3,3,5,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,37,15,66,5,136
1102021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
