SA1_7DIGITCODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
1100814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,9,0,3,0,8,3,0,0,0,5,3,7,3,0,15,0,0,0,0,3,9,11,4,0,23,3,7,4,0,13,4,13,0,0,15,5,3,0,0,15,4,6,0,0,14,3,8,3,0,9,0,0,0,0,0,53,62,18,3,141
1100815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,6,0,0,0,3,3,0,5,0,13,3,7,0,0,7,3,3,3,0,11,0,0,3,0,7,0,5,4,0,14,4,3,3,0,13,0,8,0,0,9,0,8,0,0,6,0,3,0,0,3,0,0,0,0,5,0,4,3,0,3,0,0,0,0,0,37,42,27,0,109
1100816,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,9,0,9,3,0,10,0,11,0,0,5,0,10,0,3,3,0,7,4,4,3,0,7,4,9,0,0,11,0,5,0,0,6,0,3,3,0,5,3,4,0,0,9,0,5,0,0,6,3,0,0,0,3,0,3,0,0,3,3,4,0,0,12,0,0,0,0,3,31,39,39,3,113
1100817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,6,5,3,4,0,11,0,0,0,0,9,0,0,0,0,3,3,6,0,0,10,0,4,3,0,7,3,3,0,0,11,0,4,0,0,4,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,24,30,14,0,72
1100818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,3,0,0,3,0,7,0,0,3,0,9,0,0,3,0,3,0,3,0,0,3,0,5,0,0,6,0,4,0,0,10,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,3,0,3,0,0,0,0,0,18,25,18,3,63
1100819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,3,0,0,3,0,7,4,0,3,0,8,3,0,3,0,9,0,6,3,0,12,11,6,3,0,20,0,5,0,0,11,3,10,0,0,13,4,10,0,0,17,3,15,0,0,21,0,5,0,0,5,0,0,0,0,3,38,71,21,4,140
1100820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,3,0,0,0,6,0,0,0,0,0,4,3,0,0,6,4,6,0,0,6,0,10,0,0,8,0,5,0,0,7,0,3,0,0,3,3,5,0,0,7,4,4,0,0,11,0,0,0,0,0,22,46,11,0,80
1100821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,8,0,3,0,8,0,3,3,0,7,0,4,0,0,3,3,3,0,0,9,6,10,3,0,18,3,12,0,0,21,3,9,0,0,12,0,3,0,0,8,0,14,0,0,14,3,13,3,0,21,0,0,0,0,0,30,80,17,3,128
1100822,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7,3,3,0,0,4,0,3,3,0,6,3,4,0,0,4,0,8,0,0,7,3,4,0,0,7,3,9,0,0,11,0,4,3,0,10,0,0,0,0,0,26,34,5,0,68
1100823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,7,0,0,0,6,0,4,0,0,5,0,4,0,0,3,0,9,0,0,9,0,3,0,0,7,0,0,0,0,0,12,26,14,3,57
1100901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,8,3,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,9,3,4,0,0,12,3,10,0,0,12,0,4,0,0,5,0,0,0,0,3,3,3,0,0,10,0,0,3,0,3,0,0,0,0,3,25,29,9,3,64
1100902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,5,3,0,3,0,6,3,3,0,0,8,0,0,3,0,6,4,0,3,0,7,0,3,0,0,5,4,10,4,0,15,3,5,0,0,12,0,12,0,0,9,0,3,0,0,4,3,0,0,0,7,3,4,0,0,10,0,0,0,0,0,36,40,20,0,93
1100904,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,3,3,3,0,0,5,5,0,0,0,7,0,0,3,0,6,4,3,0,0,8,0,10,0,0,11,0,9,0,0,9,0,7,0,0,6,4,3,0,0,11,4,8,0,0,12,5,3,0,0,6,3,0,0,0,3,44,44,17,0,108
1100905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,0,3,0,3,3,0,0,0,5,3,0,4,0,10,0,0,0,0,4,4,3,0,0,4,7,0,0,0,5,3,0,6,0,4,4,4,0,0,13,5,11,0,0,14,3,4,0,0,6,0,3,0,0,3,0,4,0,0,10,3,6,0,0,8,0,0,0,0,0,53,48,27,0,124
1100907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,3,0,5,3,3,0,3,13,6,3,0,0,10,4,3,0,0,11,5,9,0,0,16,13,5,0,0,18,0,0,0,0,0,0,9,0,0,8,3,0,0,0,3,0,3,0,0,3,3,0,0,0,3,42,45,15,6,108
1100908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,4,0,3,6,6,0,0,10,4,0,4,0,3,6,4,0,0,9,4,0,3,0,5,6,3,0,0,10,14,6,0,0,20,10,0,0,4,14,3,0,0,0,5,3,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,58,32,26,4,110
1100909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,10,5,7,0,20,8,3,0,0,12,8,10,3,0,21,4,8,0,0,14,8,3,3,0,11,3,0,0,0,6,3,3,0,0,10,0,0,0,0,3,7,0,0,0,4,0,0,0,0,3,0,0,0,0,0,3,3,3,0,9,0,0,0,0,0,60,42,22,3,121
1100910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,3,3,0,0,6,3,4,3,0,12,3,5,5,0,15,6,0,0,0,5,3,0,3,0,9,3,0,0,0,10,4,3,0,0,10,0,0,0,0,3,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,46,32,25,0,98
1100911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,7,0,0,0,0,3,3,4,4,0,8,3,3,0,0,6,3,0,0,0,9,3,3,0,0,8,5,9,0,0,19,7,8,3,0,14,0,0,0,0,3,0,3,0,0,0,0,3,3,0,11,3,0,0,0,9,3,0,0,0,7,44,38,17,0,105
1100912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,3,0,0,0,5,5,12,0,0,10,0,10,0,0,10,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,32,17,0,72
1100913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,3,0,7,0,0,3,0,9,5,0,0,0,6,6,6,3,0,19,0,3,3,0,15,5,5,7,0,19,13,8,3,0,23,6,10,3,0,21,0,3,3,0,5,4,10,0,0,9,6,12,0,0,15,3,4,7,0,17,0,0,3,0,5,67,72,44,5,182
1100914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,4,0,3,0,7,5,0,0,0,4,9,0,0,0,13,4,0,0,0,6,5,9,0,0,8,3,0,0,0,6,5,5,3,0,14,3,4,0,0,9,3,5,0,0,9,0,7,0,0,7,0,7,3,0,11,3,10,0,0,14,0,0,0,0,0,51,47,17,0,117
1100915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,7,0,5,10,4,0,0,13,10,7,4,0,19,10,6,0,0,21,5,10,0,0,17,8,3,0,0,12,0,7,0,0,5,3,11,0,0,18,7,8,0,0,13,3,4,0,0,9,0,3,0,0,3,0,0,0,0,5,3,3,3,0,11,3,5,0,0,7,71,65,26,3,160
1100916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,6,0,4,0,3,3,0,10,6,4,0,0,8,3,5,3,0,13,3,3,3,0,9,4,6,0,0,15,3,3,0,0,6,5,6,0,0,16,3,3,0,0,8,5,8,0,0,12,3,5,0,0,11,0,0,0,0,3,36,51,23,0,120
1100917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,3,0,0,3,3,0,3,0,9,0,0,0,0,4,0,0,0,0,0,3,3,0,0,7,6,0,0,0,7,0,0,0,0,0,21,13,11,0,37
1100918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,9,4,0,3,0,4,9,3,3,0,17,9,6,3,0,13,0,0,0,0,3,3,4,0,0,10,12,3,3,0,15,8,6,3,0,19,7,9,0,0,13,0,7,0,0,10,0,4,0,0,10,6,3,0,0,12,3,0,0,0,3,60,45,23,0,129
1100919,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,4,0,0,0,4,4,4,0,0,6,3,3,4,0,10,8,0,0,0,8,0,3,5,0,13,10,3,4,0,18,5,7,3,0,14,0,5,0,0,7,0,3,0,0,5,3,4,0,0,10,3,9,4,0,11,0,0,0,0,3,52,38,27,4,123
1100920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,4,0,4,0,10,0,0,0,0,3,3,0,0,0,4,3,3,0,0,10,0,0,0,0,3,3,0,0,0,3,3,4,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,6,0,0,0,0,0,25,21,16,0,63
1100921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,3,0,0,0,3,6,3,3,0,9,3,3,0,0,12,7,3,3,0,11,5,7,0,0,10,9,5,0,0,19,3,4,0,0,10,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0,0,0,0,48,37,19,4,105
