SA3_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
11902,21305,..,..,..,..,21305,..,10,0,14,0,14,..,7989,1292,9280,83,9369,..,18,0,18,0,18,..,1746,1089,2837,16,2855,..,2200,2699,4901,57,4953,..,113,100,217,0,222,..,4066,3887,7952,74,8024,..,81,22,102,4,97,..,133,10,144,3,144,..,52,4,56,0,58,..,4363,855,5214,27,5245,..,3296,316,3614,35,3643,..,94,4,101,0,101,..,672,24,698,5,702,..,1714,76,1789,8,1797,..,239,14,254,0,258,..,37,0,36,0,38,..,2954,176,3128,35,3164,..,91,3,94,0,94,..,9085,618,9705,92,9789,..,895,134,1031,6,1045,..,63,17,77,0,77,..,23,5,28,0,28,..,520,375,887,7,893,..,205,34,239,5,238,..,48,0,48,0,48,..,59,11,70,0,70,..,60,11,65,0,65,..,733,219,947,8,952,..,57,7,65,0,66,..,102,16,121,0,121,..,89,10,103,0,103,..,223
11903,28177,..,..,..,..,28177,..,23,0,23,0,23,..,2309,256,2560,15,2578,..,4,0,8,0,8,..,4402,1923,6334,40,6366,..,5724,2894,8618,44,8663,..,238,87,329,0,329,..,10368,4908,15278,89,15362,..,462,50,511,0,515,..,84,0,84,0,84,..,74,0,74,0,75,..,2403,272,2670,19,2699,..,374,17,393,5,396,..,83,3,89,0,89,..,321,12,329,0,329,..,3889,98,3990,25,4017,..,91,0,89,0,89,..,50,0,50,0,48,..,244,6,249,0,249,..,67,3,70,0,70,..,5110,145,5260,33,5288,..,529,47,577,4,579,..,108,17,127,0,130,..,18,7,21,0,21,..,152,57,204,3,208,..,1136,151,1285,8,1297,..,54,0,54,0,56,..,64,10,70,0,73,..,58,9,67,0,73,..,251,41,287,0,290,..,89,11,106,0,109,..,65,3,70,0,70,..,132,28,152,0,155,..,284
11904,29004,..,..,..,..,29004,..,30,0,30,0,30,..,4502,443,4945,42,4985,..,14,0,14,0,14,..,2282,842,3124,21,3148,..,3405,1135,4539,51,4593,..,180,63,243,0,243,..,5870,2036,7907,77,7983,..,273,45,321,0,322,..,182,12,194,8,198,..,88,6,90,0,90,..,4411,633,5043,28,5069,..,1238,70,1310,9,1315,..,119,4,122,3,128,..,613,14,626,6,633,..,3457,162,3621,38,3653,..,110,5,112,0,112,..,62,0,62,0,58,..,251,8,262,3,261,..,138,0,138,0,135,..,5981,258,6239,56,6297,..,836,93,925,6,935,..,163,26,183,6,192,..,18,0,18,0,18,..,141,49,189,0,191,..,2126,364,2487,3,2496,..,143,10,152,0,152,..,120,3,122,0,122,..,147,10,154,0,154,..,990,179,1168,9,1177,..,368,58,428,0,431,..,54,6,56,0,60,..,460,45,503,0,506,..,408
12001,24604,..,..,..,..,24604,..,19,0,19,0,19,..,774,49,821,0,819,..,12,0,12,0,12,..,1268,245,1512,14,1520,..,2486,701,3189,31,3214,..,103,24,125,0,128,..,3856,973,4825,45,4866,..,137,8,141,0,141,..,127,3,136,6,137,..,91,0,93,0,96,..,739,121,858,3,863,..,77,0,74,0,74,..,83,6,84,0,84,..,438,5,442,11,454,..,187,4,195,5,198,..,74,0,74,5,74,..,52,3,56,0,56,..,112,8,118,0,118,..,63,0,68,0,70,..,1085,27,1112,15,1129,..,2185,283,2462,9,2473,..,86,14,98,0,102,..,6,0,6,0,6,..,937,297,1233,10,1247,..,36,0,36,0,37,..,58,0,57,0,61,..,193,17,217,0,217,..,89,6,95,0,95,..,183,23,209,8,210,..,108,6,119,0,119,..,9,0,9,0,9,..,106,16,117,6,124,..,106
12002,22057,..,..,..,..,22057,..,18,0,18,0,18,..,125,13,132,0,141,..,6,0,6,0,8,..,166,21,187,0,191,..,254,45,306,11,317,..,13,3,15,0,15,..,433,76,513,10,523,..,53,0,56,0,55,..,164,8,169,5,174,..,136,4,144,0,141,..,241,42,282,0,281,..,13,0,13,0,12,..,7,0,7,0,7,..,79,0,83,0,83,..,30,0,30,0,30,..,8,0,8,0,8,..,10,0,10,0,10,..,19,0,19,0,19,..,7,0,7,0,7,..,183,0,183,0,184,..,476,78,558,7,560,..,77,10,86,0,86,..,0,0,0,0,0,..,48,11,55,0,61,..,42,0,41,0,41,..,7,0,7,0,6,..,59,3,62,0,62,..,38,4,40,0,40,..,105,29,131,0,128,..,48,8,56,0,60,..,0,0,0,0,0,..,51,7,56,0,56,..,21
12003,35134,..,..,..,..,35134,..,11,0,11,0,12,..,2120,215,2333,10,2344,..,9,0,12,0,12,..,2946,943,3885,32,3916,..,5469,2790,8259,63,8321,..,317,113,420,4,426,..,8726,3838,12565,100,12664,..,265,38,305,0,303,..,224,9,233,7,233,..,129,7,132,0,135,..,1385,310,1694,9,1700,..,400,17,418,0,418,..,160,5,166,5,170,..,1220,40,1254,11,1262,..,4982,90,5078,38,5115,..,239,10,247,0,247,..,109,0,108,0,108,..,475,24,499,3,497,..,249,11,260,0,263,..,7834,192,8020,57,8084,..,1839,313,2152,7,2159,..,184,42,227,3,231,..,43,0,40,0,40,..,1445,795,2238,18,2253,..,44,8,53,0,58,..,250,12,262,5,265,..,97,18,120,0,120,..,186,13,196,0,196,..,443,123,567,3,576,..,179,14,195,4,195,..,36,3,36,0,36,..,128,9,135,0,135,..,360
12101,35419,..,..,..,..,35419,..,85,0,84,0,84,..,297,19,322,0,325,..,0,0,0,0,0,..,2757,466,3224,25,3244,..,4151,1129,5281,41,5319,..,151,27,183,0,183,..,7062,1621,8680,68,8744,..,237,24,259,0,259,..,295,10,301,5,307,..,210,6,216,3,217,..,273,26,295,0,301,..,127,8,131,0,131,..,82,0,78,0,78,..,746,18,756,11,767,..,362,12,379,3,378,..,115,3,121,7,123,..,79,0,79,0,80,..,129,0,129,0,129,..,160,4,160,6,166,..,1798,41,1840,17,1859,..,400,30,430,4,438,..,891,198,1080,10,1093,..,11,6,23,0,23,..,718,229,945,10,961,..,57,3,66,0,66,..,101,3,100,0,100,..,498,29,524,4,527,..,133,9,145,0,145,..,218,10,226,6,235,..,169,16,185,0,185,..,8,0,13,0,13,..,86,5,96,0,98,..,189
12102,27243,..,..,..,..,27243,..,82,0,80,0,80,..,271,34,308,3,311,..,4,0,4,0,4,..,1077,261,1340,13,1352,..,2697,770,3471,51,3522,..,92,22,114,0,114,..,3870,1058,4929,58,4986,..,24,4,25,0,25,..,111,10,119,3,125,..,171,4,174,0,174,..,70,0,67,0,70,..,123,7,132,4,132,..,91,3,94,0,94,..,909,22,928,6,941,..,812,37,849,4,856,..,248,19,261,4,266,..,196,7,199,0,199,..,210,10,221,0,228,..,231,5,231,5,235,..,2814,108,2924,28,2946,..,172,19,192,0,192,..,225,14,244,3,248,..,7,0,11,0,11,..,715,220,938,3,941,..,12,0,12,0,12,..,210,13,215,5,219,..,677,66,747,7,754,..,138,13,151,0,151,..,72,0,72,0,74,..,241,32,275,0,277,..,5,0,5,0,5,..,18,3,24,0,24,..,266
12103,39491,..,..,..,..,39491,..,235,0,238,0,238,..,179,9,195,0,195,..,5,0,5,0,5,..,2843,362,3201,18,3224,..,5831,1350,7181,82,7262,..,168,30,203,0,197,..,8846,1743,10584,104,10686,..,61,0,57,0,59,..,187,3,195,3,197,..,282,3,282,0,282,..,161,14,170,4,175,..,66,0,66,0,66,..,102,0,102,0,104,..,546,7,555,3,557,..,64,3,68,0,62,..,225,8,235,0,235,..,157,4,163,0,164,..,114,3,116,5,116,..,81,3,84,0,85,..,1354,24,1381,9,1394,..,222,11,235,0,235,..,364,56,422,0,422,..,8,0,8,0,8,..,1179,253,1429,6,1438,..,18,0,19,0,19,..,71,4,72,0,72,..,727,55,779,6,785,..,93,3,99,0,102,..,109,4,110,3,111,..,205,15,220,4,224,..,5,0,5,0,5,..,43,0,45,0,45,..,70
12104,33705,..,..,..,..,33705,..,114,3,124,0,124,..,126,11,131,0,128,..,3,0,3,0,3,..,738,94,835,0,833,..,1194,230,1422,20,1441,..,53,9,61,0,61,..,1986,334,2321,25,2340,..,35,0,41,3,40,..,430,7,440,10,450,..,258,3,264,0,268,..,177,4,180,0,183,..,59,4,65,0,65,..,48,3,49,0,49,..,303,3,304,3,307,..,209,9,213,3,217,..,55,5,55,0,55,..,36,0,36,0,36,..,57,0,57,0,57,..,71,0,71,6,69,..,840,17,859,6,863,..,328,14,343,3,346,..,363,58,419,3,423,..,6,0,6,0,6,..,183,19,205,0,210,..,41,0,49,0,49,..,34,0,36,0,36,..,199,6,205,0,205,..,140,3,149,5,151,..,342,16,357,7,365,..,215,23,245,4,248,..,11,0,11,0,11,..,76,0,78,3,80,..,85
12201,17497,..,..,..,..,17497,..,45,0,45,0,45,..,34,0,31,0,31,..,0,0,0,0,0,..,73,5,78,0,82,..,179,42,225,6,226,..,4,4,9,0,9,..,255,51,314,0,314,..,29,0,30,0,30,..,289,8,295,3,299,..,188,3,188,3,191,..,114,7,121,0,121,..,13,0,13,0,13,..,3,0,3,0,3,..,28,0,24,0,24,..,22,0,22,0,22,..,12,0,12,0,12,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,90,0,90,0,90,..,200,6,207,0,207,..,58,4,59,0,65,..,9,0,9,0,9,..,22,4,31,0,33,..,6,0,6,0,6,..,7,0,7,0,7,..,21,3,28,0,26,..,24,0,24,0,24,..,194,18,212,3,215,..,45,3,46,0,46,..,9,0,9,0,9,..,23,4,26,0,26,..,10
12202,27269,..,..,..,..,27269,..,55,0,55,0,55,..,45,0,51,0,51,..,6,0,6,0,6,..,25,3,37,0,37,..,91,24,119,5,116,..,0,0,3,0,3,..,125,31,153,5,158,..,94,19,113,0,113,..,128,3,129,0,129,..,264,0,265,5,271,..,41,6,46,0,46,..,11,0,11,0,11,..,6,0,6,0,6,..,25,0,25,0,25,..,12,0,12,0,12,..,43,0,39,0,39,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,95,0,97,0,97,..,159,8,171,4,174,..,45,4,47,0,46,..,0,0,3,0,3,..,22,6,30,0,30,..,4,0,3,0,3,..,0,0,0,0,0,..,40,0,42,0,42,..,32,0,32,0,32,..,213,10,221,9,232,..,55,5,61,0,63,..,7,0,5,0,9,..,133,14,147,0,147,..,12
12203,60712,..,..,..,..,60712,..,167,0,162,0,166,..,180,12,196,0,196,..,10,0,15,0,15,..,569,129,696,3,696,..,907,278,1184,8,1190,..,44,12,57,0,57,..,1521,417,1937,7,1945,..,178,17,196,3,198,..,734,21,752,11,760,..,522,16,537,6,547,..,257,16,274,3,273,..,45,0,52,0,52,..,32,0,33,0,33,..,216,12,230,0,228,..,528,20,542,3,551,..,265,14,279,0,279,..,21,0,22,0,22,..,55,4,54,0,54,..,12,0,14,0,14,..,1170,46,1218,5,1225,..,1023,113,1136,14,1148,..,288,35,329,0,329,..,14,5,16,0,16,..,181,72,258,4,258,..,39,4,46,0,45,..,54,4,55,3,58,..,218,16,241,0,236,..,138,3,144,4,150,..,1108,71,1178,17,1196,..,181,20,203,0,203,..,22,3,27,0,27,..,362,62,421,0,421,..,133
12301,30399,..,..,..,..,30399,..,61,0,59,0,59,..,404,32,437,0,437,..,7,0,9,0,9,..,59,16,72,3,70,..,142,46,186,0,186,..,4,0,6,0,6,..,203,56,261,4,270,..,153,7,161,3,165,..,37,0,42,0,42,..,38,0,39,0,39,..,132,13,140,0,140,..,73,4,80,0,80,..,17,0,21,0,21,..,217,11,226,7,231,..,50,4,46,0,48,..,163,11,174,0,174,..,44,0,48,0,48,..,131,0,129,0,129,..,34,0,34,0,34,..,723,28,753,7,758,..,259,16,278,3,285,..,7,0,8,0,8,..,33,5,38,0,39,..,9,3,11,0,11,..,56,7,61,4,64,..,76,5,79,0,79,..,54,3,58,0,58,..,77,10,88,0,88,..,43,5,46,0,51,..,44,4,47,0,47,..,104,17,125,0,125,..,104,5,111,0,109,..,54
12302,51142,..,..,..,..,51142,..,83,0,87,0,90,..,3329,453,3781,28,3809,..,38,0,36,0,36,..,396,176,573,4,579,..,623,324,944,13,956,..,62,20,79,0,79,..,1081,518,1595,17,1608,..,251,34,283,4,284,..,155,6,159,3,165,..,86,5,96,0,92,..,400,47,444,4,449,..,3552,155,3712,37,3748,..,181,19,199,0,197,..,1754,50,1801,10,1814,..,2066,154,2217,37,2257,..,951,74,1026,6,1033,..,190,10,198,0,197,..,1213,59,1270,10,1281,..,658,27,683,9,691,..,10566,546,11106,110,11219,..,302,29,330,4,332,..,45,0,44,0,44,..,211,71,275,3,278,..,92,23,109,0,110,..,166,19,187,0,188,..,645,25,668,3,668,..,109,16,128,0,128,..,217,22,236,0,236,..,131,24,156,0,156,..,162,28,188,0,190,..,1331,180,1507,20,1527,..,245,46,295,0,298,..,576
12303,20570,..,..,..,..,20570,..,16,0,18,0,18,..,148,16,166,0,166,..,10,0,10,0,10,..,20,7,27,0,30,..,45,15,53,0,55,..,5,0,5,0,5,..,63,25,83,3,84,..,50,9,62,0,62,..,17,0,17,0,17,..,29,0,29,0,29,..,66,4,71,0,71,..,8,0,4,0,4,..,0,0,0,0,0,..,14,0,14,0,19,..,5,0,5,0,5,..,11,5,15,0,15,..,11,0,11,0,11,..,9,0,9,0,9,..,0,0,0,0,0,..,69,6,68,0,71,..,142,11,149,0,149,..,0,0,0,0,0,..,11,0,9,0,9,..,3,0,4,0,4,..,18,4,18,0,18,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,8,0,8,..,10,3,12,0,12,..,3,6,8,0,8,..,11,3,16,0,16,..,35,6,39,0,39,..,3
12401,34251,..,..,..,..,34251,..,18,0,22,0,22,..,71,3,77,0,77,..,45,0,49,3,48,..,49,10,59,0,61,..,90,12,102,3,110,..,5,0,5,0,5,..,151,24,171,7,178,..,29,5,29,0,29,..,103,4,107,0,108,..,169,6,170,0,174,..,78,5,85,0,89,..,11,0,11,0,11,..,7,0,7,0,7,..,40,0,41,0,42,..,21,0,21,0,21,..,15,4,20,0,20,..,15,0,15,0,15,..,10,0,10,0,10,..,6,0,6,0,6,..,125,3,126,0,126,..,90,8,94,0,93,..,54,0,52,0,56,..,20,3,20,0,20,..,23,3,30,0,30,..,5,0,5,0,5,..,17,0,17,0,17,..,11,0,11,0,11,..,92,5,92,0,95,..,28,9,29,0,29,..,75,3,78,0,78,..,8,0,8,0,8,..,15,0,20,0,20,..,34
12402,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
12403,61565,..,..,..,..,61565,..,41,0,45,0,45,..,814,65,879,10,883,..,48,3,55,0,59,..,192,60,253,0,255,..,393,158,548,13,560,..,30,9,35,0,35,..,604,225,831,12,847,..,201,14,218,3,220,..,94,0,94,4,99,..,88,4,90,0,96,..,288,37,326,3,329,..,220,8,232,0,229,..,403,34,438,4,443,..,703,25,726,7,731,..,432,58,486,8,492,..,1151,111,1258,14,1273,..,195,7,204,5,205,..,407,16,427,10,439,..,112,3,117,0,115,..,3621,266,3883,47,3932,..,340,23,361,0,363,..,45,3,45,0,45,..,32,8,40,0,39,..,163,58,218,0,218,..,49,5,55,0,55,..,412,14,430,0,430,..,201,29,231,0,233,..,94,7,104,0,104,..,68,8,79,0,79,..,85,11,97,0,97,..,233,26,257,0,261,..,121,9,129,0,129,..,371
12404,15452,..,..,..,..,15452,..,21,0,21,0,21,..,88,10,96,0,96,..,11,0,11,0,11,..,36,23,60,0,60,..,42,26,68,0,68,..,4,5,8,0,8,..,84,55,138,0,138,..,25,6,31,0,31,..,11,0,11,0,11,..,22,0,22,3,28,..,48,3,59,0,59,..,13,0,11,0,11,..,26,0,26,0,26,..,73,0,78,0,78,..,44,0,44,0,44,..,143,15,161,5,163,..,16,0,16,0,16,..,29,0,27,0,27,..,11,0,11,0,11,..,357,18,379,5,384,..,71,7,76,0,80,..,13,0,8,0,8,..,3,3,6,0,6,..,12,3,12,0,12,..,85,7,92,0,92,..,9,0,9,0,9,..,15,0,15,0,15,..,14,8,18,0,18,..,12,0,14,0,14,..,11,0,10,0,10,..,9,0,10,0,10,..,13,0,17,0,17,..,25
12405,18985,..,..,..,..,18985,..,7,0,7,0,7,..,931,115,1047,6,1053,..,11,0,12,0,12,..,48,16,65,0,66,..,122,43,165,0,166,..,9,0,12,0,12,..,177,65,243,0,249,..,180,36,217,5,218,..,38,4,42,3,42,..,26,0,26,0,32,..,210,29,244,0,248,..,100,11,113,0,116,..,97,0,99,0,99,..,376,7,385,4,389,..,93,8,101,3,104,..,299,20,319,0,322,..,87,0,87,0,87,..,240,19,258,3,264,..,49,0,51,0,51,..,1342,71,1416,13,1426,..,123,15,135,0,135,..,15,3,19,0,19,..,22,8,24,0,24,..,54,23,76,0,76,..,24,4,32,0,33,..,41,0,41,0,41,..,38,10,48,0,48,..,42,9,53,0,53,..,27,8,29,0,29,..,19,0,20,0,20,..,311,54,357,0,359,..,38,0,41,0,41,..,268
12501,11373,..,..,..,..,11373,..,12,0,16,0,16,..,2900,571,3467,21,3490,..,0,0,0,0,0,..,2385,1197,3585,16,3598,..,3860,4200,8056,81,8135,..,225,156,379,0,389,..,6472,5554,12021,94,12117,..,204,36,239,0,243,..,62,8,68,0,68,..,37,0,40,0,40,..,179,33,212,0,221,..,321,22,344,5,345,..,155,6,159,0,163,..,633,22,662,5,668,..,3633,123,3759,20,3775,..,268,16,284,0,293,..,69,5,72,0,72,..,2037,125,2165,14,2184,..,64,0,62,0,69,..,7177,330,7509,50,7565,..,197,32,227,0,230,..,63,19,86,0,82,..,24,0,23,0,23,..,2477,1449,3928,22,3953,..,24,8,33,0,33,..,113,6,120,0,120,..,359,79,440,3,447,..,51,7,57,0,57,..,106,17,129,0,123,..,119,13,128,0,128,..,50,4,56,0,56,..,59,12,70,0,72,..,248
12502,15676,..,..,..,..,15676,..,29,0,26,0,26,..,1186,124,1308,10,1317,..,0,0,0,0,0,..,2656,663,3318,18,3336,..,3992,1418,5412,53,5464,..,131,28,166,0,166,..,6781,2110,8894,70,8966,..,52,10,57,0,57,..,62,0,68,0,64,..,51,0,50,0,56,..,154,13,168,0,168,..,163,9,171,0,171,..,70,5,65,0,65,..,541,9,557,7,559,..,65,0,69,0,68,..,136,4,141,3,146,..,210,16,220,0,221,..,500,22,519,3,526,..,85,6,91,0,97,..,1776,62,1842,14,1857,..,208,16,223,4,227,..,74,11,87,0,86,..,14,0,14,0,14,..,1869,738,2602,17,2618,..,17,0,14,0,14,..,84,7,91,0,91,..,496,145,643,3,645,..,54,13,59,0,62,..,54,7,61,0,61,..,87,6,90,0,95,..,13,7,21,0,21,..,46,7,55,0,55,..,149
12503,26395,..,..,..,..,26395,..,16,0,16,0,16,..,14397,2726,17122,132,17251,..,6,5,10,0,10,..,1284,756,2040,23,2066,..,1604,1661,3258,29,3288,..,166,69,238,4,240,..,3052,2486,5542,46,5593,..,430,64,499,0,499,..,83,6,95,0,95,..,51,4,55,3,58,..,512,84,599,7,600,..,315,23,341,5,345,..,346,12,361,0,365,..,975,32,1007,3,1013,..,2013,88,2101,14,2116,..,557,53,610,5,619,..,119,6,125,0,125,..,1632,84,1718,26,1736,..,144,6,143,0,144,..,6100,304,6403,52,6455,..,483,78,565,4,570,..,22,8,35,0,35,..,118,19,141,0,141,..,219,142,362,0,365,..,55,15,69,0,69,..,141,25,166,0,166,..,704,257,964,13,972,..,109,9,117,0,119,..,68,12,82,0,82,..,99,13,110,0,113,..,229,30,255,3,260,..,135,38,175,0,178,..,315
