SA3_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
10304,26624,..,..,..,..,26624,..,55,0,58,0,58,..,48,3,55,0,55,..,22,0,24,0,24,..,31,19,49,0,47,..,60,24,79,0,81,..,3,5,4,0,4,..,95,41,132,0,135,..,17,0,18,0,18,..,32,4,36,0,36,..,37,4,42,0,42,..,34,0,37,0,37,..,15,6,15,0,15,..,10,0,10,0,10,..,49,5,52,0,55,..,115,3,116,3,118,..,71,4,78,0,78,..,22,0,24,0,28,..,68,3,72,0,72,..,3,0,3,0,3,..,352,19,368,4,376,..,43,11,56,0,56,..,14,0,13,0,13,..,4,0,4,0,4,..,22,21,34,0,39,..,4,0,4,0,4,..,118,12,134,6,132,..,18,0,18,0,18,..,3,0,6,0,6,..,12,0,11,0,11,..,30,0,28,0,28,..,9,0,9,0,9,..,7,0,7,0,7,..,41
10401,23463,..,..,..,..,23463,..,21,0,21,0,21,..,10,0,7,0,13,..,78,0,83,0,83,..,20,12,29,0,31,..,21,4,25,0,25,..,0,0,0,0,0,..,42,15,54,0,55,..,0,0,0,0,0,..,26,0,26,0,26,..,43,0,45,0,48,..,8,0,8,3,13,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,12,0,12,..,6,0,6,0,6,..,51,3,50,0,50,..,3,0,3,0,3,..,3,3,4,0,4,..,0,0,0,0,0,..,86,9,95,0,95,..,25,0,25,0,27,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,6,0,6,..,6,0,7,0,7,..,12,0,12,0,16,..,3,3,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,3
10402,38180,..,..,..,..,38180,..,48,0,48,0,48,..,77,22,96,0,98,..,103,0,104,0,107,..,26,16,47,0,42,..,95,63,162,0,163,..,11,4,14,0,14,..,135,76,214,6,223,..,8,4,8,0,8,..,83,7,89,0,87,..,160,3,163,6,163,..,27,0,34,0,34,..,5,0,3,0,3,..,5,0,5,0,5,..,46,0,41,0,41,..,50,3,55,0,55,..,749,168,915,14,932,..,9,0,9,0,9,..,4,0,4,0,4,..,11,0,11,0,11,..,882,173,1053,14,1070,..,85,7,89,5,92,..,58,11,70,0,70,..,3,0,3,0,3,..,19,7,32,0,34,..,0,0,0,0,0,..,23,3,29,0,28,..,4,0,4,0,4,..,16,0,16,0,16,..,24,0,24,0,24,..,14,0,11,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,28
10501,8666,..,..,..,..,8666,..,20,0,22,0,22,..,12,5,10,0,10,..,24,0,24,0,24,..,10,0,8,0,8,..,12,11,17,0,17,..,0,0,0,0,0,..,22,11,27,0,27,..,10,5,9,0,9,..,5,0,5,0,5,..,18,0,20,0,20,..,5,0,7,0,7,..,3,0,3,0,3,..,14,0,14,0,14,..,6,0,6,0,6,..,19,0,25,0,25,..,16,0,16,0,16,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,0,0,..,89,0,90,0,90,..,3,0,3,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,25,0,24,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,15,4,15,0,15,..,12
10502,8504,..,..,..,..,8504,..,3,0,3,0,3,..,15,0,15,0,15,..,30,0,30,0,30,..,5,0,3,0,3,..,11,0,11,0,11,..,0,0,0,0,0,..,15,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,6,0,10,0,10,..,5,0,5,0,5,..,13,4,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,26,4,29,0,29,..,21,3,27,0,27,..,4,5,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27
10503,30023,..,..,..,..,30023,..,24,0,30,0,30,..,56,3,60,0,60,..,87,0,89,0,89,..,49,17,66,0,66,..,55,29,79,0,79,..,3,7,11,0,11,..,103,54,157,0,157,..,3,0,3,0,3,..,18,0,18,0,18,..,40,0,40,0,40,..,23,3,25,0,21,..,78,0,81,0,81,..,36,3,38,0,38,..,80,3,86,0,85,..,378,10,394,3,401,..,189,6,194,6,202,..,58,0,59,0,60,..,95,4,99,0,105,..,13,0,12,0,12,..,921,44,969,13,980,..,25,3,25,0,26,..,9,0,9,0,9,..,7,3,8,0,8,..,19,7,22,0,22,..,3,0,3,0,3,..,100,12,113,0,114,..,13,0,13,0,13,..,9,0,10,0,10,..,7,0,7,0,7,..,11,0,13,0,13,..,3,0,3,0,6,..,4,0,4,0,4,..,60
10601,44204,..,..,..,..,44204,..,87,7,90,0,93,..,32,5,40,0,40,..,28,0,28,0,28,..,24,20,41,0,41,..,46,24,67,0,67,..,3,0,3,0,3,..,74,38,110,0,110,..,10,0,10,0,6,..,29,0,32,0,32,..,42,0,37,0,43,..,16,0,14,0,17,..,15,0,19,0,19,..,16,5,19,0,19,..,32,0,31,0,31,..,26,0,28,0,28,..,36,6,41,0,41,..,15,0,12,0,15,..,14,0,11,0,11,..,4,0,4,0,4,..,152,16,170,0,172,..,34,0,41,0,41,..,3,0,3,0,6,..,0,0,3,0,3,..,13,0,14,0,14,..,11,0,11,0,11,..,20,0,20,0,21,..,0,0,0,0,0,..,11,0,11,0,11,..,8,0,8,0,8,..,15,0,15,0,15,..,12,6,17,0,17,..,5,0,6,0,6,..,35
10602,38418,..,..,..,..,38418,..,103,0,103,0,104,..,75,7,86,0,86,..,36,0,36,0,36,..,53,33,86,0,86,..,68,31,100,4,103,..,0,3,5,0,5,..,127,71,196,4,199,..,10,3,12,0,12,..,22,0,22,0,24,..,38,0,38,0,38,..,33,4,40,0,40,..,38,8,39,0,39,..,21,5,22,0,22,..,76,6,77,0,77,..,50,0,51,0,55,..,145,21,166,6,170,..,24,3,31,0,31,..,79,6,84,0,84,..,16,0,16,0,12,..,446,42,484,7,488,..,40,4,48,0,48,..,15,0,19,0,19,..,3,0,5,0,5,..,31,22,53,0,58,..,16,0,16,0,16,..,150,11,159,4,170,..,11,4,15,0,17,..,24,0,24,0,24,..,14,3,21,0,21,..,10,0,10,0,10,..,39,0,37,0,37,..,11,0,11,0,11,..,52
10603,34224,..,..,..,..,34224,..,54,0,54,0,54,..,35,0,35,0,35,..,29,0,32,0,32,..,20,9,29,0,29,..,45,23,69,0,69,..,3,0,3,0,3,..,70,32,101,0,105,..,42,6,43,0,43,..,60,0,61,0,61,..,64,7,72,0,68,..,78,11,83,0,92,..,10,0,10,0,10,..,5,0,5,0,5,..,16,0,19,0,19,..,67,0,67,0,70,..,24,7,29,0,29,..,5,0,5,0,5,..,22,0,25,0,25,..,4,0,4,0,8,..,153,5,160,0,159,..,83,8,88,0,88,..,19,0,19,0,19,..,0,0,0,0,0,..,6,8,15,0,15,..,15,0,17,0,17,..,12,10,18,0,18,..,5,0,4,0,4,..,26,0,30,0,30,..,27,0,25,3,23,..,16,5,17,0,19,..,16,0,14,0,14,..,5,0,8,0,8,..,7
10604,13628,..,..,..,..,13628,..,20,0,24,0,24,..,10,0,15,0,15,..,9,0,9,0,9,..,8,11,19,0,19,..,44,31,75,0,80,..,0,0,3,0,3,..,60,42,98,0,102,..,0,0,0,0,0,..,6,4,7,0,7,..,17,0,17,0,17,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,13,0,13,0,13,..,13,0,13,0,13,..,37,0,30,0,30,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,88,0,90,0,90,..,11,0,11,0,11,..,3,0,3,0,3,..,6,0,3,0,3,..,5,0,6,0,6,..,0,0,0,0,0,..,17,0,14,0,14,..,0,0,0,0,0,..,7,0,7,0,7,..,10,0,10,0,10,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,34
10701,31428,..,..,..,..,31428,..,20,0,20,0,20,..,575,86,664,0,665,..,19,0,19,0,19,..,43,15,55,0,55,..,124,28,145,4,152,..,6,5,9,0,9,..,172,41,208,4,216,..,127,14,137,0,142,..,29,0,29,0,29,..,63,5,68,0,68,..,204,26,225,0,225,..,22,0,23,0,25,..,16,0,16,0,16,..,53,0,53,0,55,..,16,3,24,0,24,..,29,4,31,0,31,..,23,0,23,0,23,..,51,0,55,0,59,..,9,0,3,0,11,..,224,13,231,3,240,..,408,89,489,4,488,..,10,3,16,0,16,..,0,3,7,0,7,..,31,17,45,0,45,..,1157,245,1403,14,1417,..,126,8,131,0,135,..,22,4,24,0,24,..,49,7,60,0,60,..,229,98,324,0,323,..,17,0,17,0,17,..,14,0,21,0,17,..,216,41,251,0,258,..,48
10702,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
10703,42153,..,..,..,..,42153,..,35,0,35,0,35,..,157,15,169,7,175,..,24,0,24,0,24,..,33,23,57,0,57,..,72,34,108,0,108,..,6,0,5,0,5,..,109,62,169,0,169,..,106,11,121,0,116,..,50,0,59,0,59,..,117,4,117,4,120,..,167,15,187,4,190,..,9,0,13,0,13,..,10,0,10,0,10,..,44,0,46,0,46,..,21,0,21,0,19,..,21,9,27,0,27,..,9,0,9,0,9,..,54,5,56,0,57,..,12,0,12,0,12,..,174,10,184,0,188,..,219,21,242,0,241,..,26,0,22,0,22,..,10,0,11,0,11,..,15,9,18,0,18,..,714,97,806,4,811,..,72,7,81,0,79,..,17,4,23,0,23,..,48,0,53,0,53,..,100,16,120,4,118,..,12,5,19,0,19,..,9,0,9,0,13,..,135,20,149,0,155,..,29
10704,53267,..,..,..,..,53267,..,54,0,54,0,54,..,701,116,818,4,821,..,16,0,16,0,14,..,150,47,196,0,193,..,788,183,972,14,978,..,35,14,43,0,43,..,973,243,1213,12,1226,..,142,19,163,0,164,..,134,9,132,0,132,..,158,8,161,0,161,..,413,46,463,4,467,..,131,5,141,0,143,..,47,0,44,0,43,..,220,3,221,0,221,..,156,5,160,0,160,..,129,3,134,4,131,..,82,0,85,0,85,..,274,19,291,5,294,..,81,3,84,0,84,..,1111,38,1152,10,1161,..,729,96,826,3,827,..,85,3,91,0,91,..,3,0,14,0,14,..,73,24,97,0,97,..,724,127,852,0,856,..,296,15,309,3,312,..,132,13,139,0,139,..,69,10,81,0,76,..,133,16,150,0,155,..,54,10,63,0,64,..,33,0,33,0,33,..,368,101,470,5,478,..,53
10801,14523,..,..,..,..,14523,..,12,0,12,0,12,..,21,0,21,0,21,..,11,0,11,0,11,..,11,7,18,0,18,..,9,10,17,0,17,..,0,0,0,0,0,..,19,21,38,0,38,..,9,0,9,0,9,..,25,0,23,3,28,..,33,4,36,0,36,..,11,4,13,3,14,..,9,0,9,0,9,..,0,0,0,0,0,..,12,0,12,0,12,..,40,0,40,0,39,..,15,0,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,72,0,72,0,75,..,25,3,25,0,25,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,9,0,9,..,7,0,10,0,10,..,10,3,12,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,13
10802,22017,..,..,..,..,22017,..,10,0,10,0,10,..,14,0,14,0,14,..,90,4,89,3,93,..,13,12,22,0,22,..,17,25,40,0,44,..,0,0,3,0,3,..,31,36,67,0,67,..,3,0,4,0,4,..,22,4,26,0,25,..,46,3,46,0,46,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,8,0,13,0,13,..,27,3,30,0,30,..,38,7,49,0,43,..,4,0,9,0,9,..,8,0,8,0,8,..,3,0,3,0,3,..,92,11,106,0,109,..,24,4,25,0,25,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,0,0,0,..,0,0,0,0,0,..,22,10,29,0,32,..,0,0,0,0,0,..,10,0,10,0,10,..,16,6,15,0,15,..,6,0,6,0,8,..,0,0,8,0,8,..,5,0,5,0,5,..,7
10803,186,..,..,..,..,186,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
10804,37980,..,..,..,..,37980,..,41,0,41,0,41,..,46,3,50,0,51,..,52,0,52,0,52,..,32,18,52,0,52,..,72,9,82,0,82,..,6,0,6,0,6,..,113,28,137,0,137,..,19,0,20,0,20,..,74,4,76,0,76,..,86,0,89,0,89,..,25,0,25,0,25,..,15,0,12,0,12,..,28,0,25,0,25,..,22,6,21,0,21,..,70,5,72,0,72,..,46,5,50,0,51,..,9,0,9,0,9,..,23,3,25,0,25,..,8,0,8,0,8,..,212,16,226,0,222,..,60,3,61,0,61,..,25,0,30,0,30,..,6,0,6,0,6,..,18,6,26,0,26,..,4,0,4,0,4,..,40,5,43,0,43,..,9,0,12,0,12,..,26,0,22,0,22,..,29,0,27,0,27,..,10,0,13,0,13,..,6,0,6,0,6,..,3,0,3,0,3,..,27
10805,25234,..,..,..,..,25234,..,15,0,15,0,15,..,37,0,35,0,39,..,33,3,38,6,40,..,14,6,19,0,19,..,26,3,34,0,36,..,0,0,0,0,0,..,45,12,59,0,56,..,5,0,5,0,5,..,24,0,23,0,23,..,60,0,60,0,59,..,28,5,26,5,33,..,10,0,10,0,10,..,10,0,10,0,9,..,11,0,11,0,11,..,20,0,20,0,20,..,25,0,25,0,25,..,9,0,9,0,9,..,10,0,10,0,10,..,11,0,8,0,8,..,104,3,104,0,108,..,37,6,41,0,41,..,10,0,9,0,9,..,0,0,0,0,0,..,9,3,10,0,10,..,0,0,0,0,0,..,47,0,45,0,49,..,3,0,6,0,6,..,14,0,14,0,14,..,11,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,24
10901,28093,..,..,..,..,28093,..,29,6,26,0,26,..,47,3,53,4,52,..,38,0,38,0,38,..,17,6,22,5,24,..,62,26,84,0,83,..,4,0,4,0,4,..,84,28,109,3,115,..,24,4,30,0,30,..,25,0,25,0,25,..,59,0,61,0,61,..,63,3,67,0,67,..,43,0,42,0,45,..,39,0,42,0,42,..,88,0,89,0,89,..,266,132,399,10,404,..,387,25,417,5,421,..,24,0,31,0,28,..,38,9,48,0,45,..,18,0,18,0,18,..,911,177,1085,15,1099,..,53,11,61,0,59,..,23,5,30,0,32,..,6,0,6,0,6,..,17,5,21,0,21,..,0,0,0,0,0,..,57,8,60,0,60,..,12,0,12,0,12,..,11,3,11,0,14,..,11,0,11,0,11,..,16,0,16,0,16,..,7,0,7,0,7,..,11,4,19,0,19,..,37
10902,5503,..,..,..,..,5503,..,10,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,5,..,3,0,8,0,8,..,6,28,36,0,36,..,0,0,0,0,0,..,17,27,42,0,42,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,4,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,9,0,9,..,14,5,18,0,16,..,5,0,5,0,5,..,8,0,8,0,8,..,0,0,0,0,0,..,37,5,38,0,43,..,57,4,64,0,64,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,6
10903,19173,..,..,..,..,19173,..,16,0,16,0,16,..,19,0,17,0,20,..,8,0,6,0,6,..,15,9,27,0,27,..,24,3,30,0,30,..,0,0,4,0,4,..,43,17,61,0,61,..,3,0,3,0,3,..,10,0,7,0,7,..,16,0,16,0,16,..,10,0,10,4,13,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,9,0,9,..,8,0,9,0,9,..,31,4,34,0,33,..,21,0,21,0,21,..,7,0,7,0,7,..,3,0,3,0,3,..,81,5,89,0,91,..,45,4,48,0,49,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,10,0,10,..,3,0,3,0,3,..,20,4,17,0,17,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22
11001,14933,..,..,..,..,14933,..,12,0,12,0,12,..,65,5,73,0,73,..,31,0,31,0,31,..,24,5,28,0,28,..,71,16,90,0,88,..,4,0,4,0,6,..,97,22,115,6,121,..,0,0,0,0,0,..,35,5,41,0,41,..,59,4,57,0,62,..,21,0,22,0,21,..,59,3,63,0,63,..,16,0,16,0,16,..,28,0,28,0,28,..,128,0,128,0,128,..,54,6,53,0,57,..,33,5,38,0,38,..,27,0,27,0,27,..,4,0,4,0,4,..,339,11,350,3,351,..,13,0,13,0,11,..,21,0,20,0,20,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,16,0,22,0,22,..,24,0,22,5,27,..,9,0,9,0,9,..,11,0,14,0,14,..,9,0,9,0,9,..,3,0,3,0,3,..,3,0,5,0,5,..,22
11002,16599,..,..,..,..,16599,..,13,0,13,0,13,..,6,0,6,0,6,..,12,0,12,0,12,..,6,4,7,0,7,..,17,12,31,0,34,..,3,0,3,0,3,..,25,20,49,0,47,..,0,0,0,0,0,..,3,0,3,0,3,..,20,0,15,4,24,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,13,4,14,0,14,..,22,0,22,0,22,..,15,0,12,0,12,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,55,4,58,0,58,..,30,0,26,0,26,..,9,0,9,0,9,..,0,0,0,0,0,..,4,9,4,0,4,..,0,0,0,0,0,..,19,0,20,0,20,..,0,0,0,0,0,..,8,0,8,0,8,..,17,10,26,0,27,..,3,0,3,0,3,..,10,4,12,0,12,..,3,0,3,0,3,..,21
11003,10029,..,..,..,..,10029,..,24,0,20,0,20,..,7,0,7,0,13,..,21,0,23,0,23,..,13,3,19,0,19,..,9,10,16,0,16,..,0,0,0,0,0,..,28,10,39,0,39,..,0,0,0,0,0,..,9,0,9,0,9,..,15,0,15,0,15,..,5,0,3,0,7,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,20,0,20,0,20,..,10,0,10,0,10,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,54,4,55,0,55,..,4,4,10,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,5,8,10,0,10,..,0,0,0,0,0,..,8,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,10,0,13,0,13,..,16
