SA3_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
12104,2180,3566,598,77,6420,1093,102,7616,506,698,184,12,1405,471,58,1931,1171,1077,282,36,2566,867,137,3567,1671,1778,468,50,3973,1339,185,5499,1404,966,395,43,2802,1849,286,4944,2886,1316,640,120,4958,4511,540,10010,2105,820,351,83,3363,3296,339,7001,2289,797,363,74,3516,3389,323,7227,33,13,7,0,55,38,0,95,8714,3901,1763,318,14698,13083,1491,29272,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,11,0,0,0,0,0,0,0,0,52,22,15,3,91,45,23,166,54,24,18,3,97,54,23,171,22,6,4,0,30,62,11,101,12640,9280,2849,446,25223,15632,1804,42656
12201,1465,3330,430,38,5270,657,95,6028,172,274,46,4,496,212,23,737,487,528,151,14,1178,325,67,1573,660,807,201,15,1683,540,85,2306,595,482,182,14,1269,618,188,2071,874,458,178,22,1528,863,261,2659,700,288,110,10,1107,784,127,2016,428,149,54,4,641,485,71,1203,6,6,5,0,10,0,0,19,2593,1384,530,51,4558,2751,657,7966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,12,7,55,38,15,106,26,16,12,7,55,38,15,103,0,5,0,0,5,12,5,23,4753,5535,1172,109,11565,3999,859,16422
12202,4762,7217,1379,92,13451,2256,268,15981,112,103,30,3,252,186,9,444,560,471,184,6,1228,512,22,1761,676,575,214,9,1481,699,27,2197,420,233,98,8,754,596,28,1383,364,226,131,14,739,625,28,1392,276,182,136,3,596,321,20,939,7,0,0,0,7,0,0,13,36,36,17,0,83,32,0,123,1107,680,381,24,2184,1577,80,3851,0,0,0,0,3,0,0,3,3,0,0,0,3,13,0,10,0,0,0,0,0,3,0,0,26,19,20,4,68,39,5,106,27,23,20,9,77,49,5,130,20,17,8,0,40,23,4,65,6599,8506,1992,136,17231,4609,384,22227
12203,7323,17274,3039,233,27865,3609,563,32029,204,103,57,9,373,531,24,923,686,748,280,18,1726,1089,60,2868,888,847,333,26,2099,1618,78,3794,802,548,233,33,1614,1565,122,3302,2912,1857,947,102,5823,3253,631,9707,1817,947,494,62,3318,1973,291,5586,224,125,63,0,420,245,27,696,119,110,34,0,267,93,16,377,5877,3585,1778,206,11436,7131,1087,19662,6,4,3,0,10,6,0,18,3,0,4,0,10,25,0,31,0,0,0,0,0,0,0,0,27,24,13,7,63,22,11,101,40,25,17,7,87,54,11,154,22,22,6,3,47,37,3,92,14141,21760,5161,474,41535,12450,1750,55729
12301,5091,10718,2773,168,18746,2673,321,21740,111,57,61,8,241,371,11,620,138,141,133,4,424,316,20,754,249,200,198,13,662,686,34,1378,28,10,19,0,58,120,0,176,0,0,0,0,0,0,0,0,5,0,6,0,9,23,0,35,0,0,0,0,0,0,0,0,15,15,7,0,35,22,0,54,41,28,34,0,103,164,6,265,4,0,0,0,7,17,0,20,10,0,5,0,13,17,0,32,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,9,16,0,5,0,20,36,0,60,7,0,3,0,15,24,0,35,5411,10942,3011,182,19545,3577,359,23480
12302,9820,20049,7030,606,37508,6652,1001,45158,656,935,671,64,2329,1485,109,3921,804,1260,978,72,3119,1544,123,4787,1462,2201,1650,134,5446,3027,231,8705,165,141,113,15,433,574,20,1023,124,42,38,8,217,265,13,500,418,263,180,25,891,605,77,1570,50,29,8,5,98,80,3,182,81,117,36,3,238,153,13,405,840,599,373,58,1872,1677,129,3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,6,13,3,0,0,0,4,7,6,15,5,13,8,0,26,41,6,71,12132,22865,9057,796,44856,11399,1368,57624
12303,3903,6085,1492,95,11573,2113,211,13894,160,32,54,5,243,291,8,543,11,16,23,0,51,14,0,67,167,51,73,3,294,306,8,603,22,0,14,0,33,62,3,99,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,9,0,43,16,0,59,34,21,18,0,71,86,9,164,0,0,0,0,0,0,0,0,12,0,0,0,8,53,0,66,0,0,0,0,0,3,0,9,5,10,3,0,15,20,0,35,16,10,4,0,23,77,0,106,11,6,4,0,21,13,0,35,4128,6170,1598,99,11992,2596,221,14805
12401,8632,8942,2958,191,20726,6651,684,28054,152,46,90,3,289,473,19,783,105,58,79,3,248,297,16,554,258,102,169,7,532,774,34,1339,63,31,37,3,135,434,12,584,35,11,20,0,66,125,6,195,3,0,5,0,8,27,0,31,0,0,0,0,0,0,0,0,36,25,15,0,80,50,3,131,142,66,71,4,286,628,25,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,7,0,11,22,3,38,13,0,4,0,16,25,3,47,11,11,0,0,17,49,0,64,9052,9119,3201,210,21584,8123,746,30458
12402,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4
12403,10229,18621,5733,427,35013,6520,847,42383,343,369,344,31,1089,929,67,2086,795,1010,872,66,2734,1498,172,4406,1142,1382,1217,86,3828,2432,239,6493,190,83,138,22,432,953,52,1437,200,110,133,26,470,676,57,1205,460,216,257,46,990,957,118,2067,229,79,75,21,413,361,63,831,34,35,23,0,91,73,10,174,1109,528,639,117,2396,3023,299,5717,3,0,0,0,7,18,0,27,15,0,9,0,22,64,3,93,0,5,0,0,3,5,0,3,0,9,4,0,11,9,0,15,23,12,13,0,45,91,6,142,17,13,6,0,39,33,4,77,12517,20552,7608,636,41313,12098,1399,54809
12404,2698,3798,1491,106,8084,2093,246,10421,295,214,264,21,797,773,60,1627,102,95,104,10,305,203,17,519,395,308,365,22,1099,977,70,2151,51,21,22,4,97,203,18,308,27,9,10,0,46,56,6,100,3,0,0,0,10,7,0,21,0,0,0,0,0,0,0,0,10,10,4,0,25,10,6,38,89,36,39,0,169,273,24,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,7,0,21,7,0,31,3,9,7,0,23,14,0,35,8,10,0,0,17,11,5,41,3198,4160,1902,132,9399,3370,348,13112
12405,3455,5908,2570,191,12126,2717,388,15231,96,125,106,8,335,276,22,636,306,656,334,34,1331,379,65,1776,400,787,447,41,1670,654,89,2412,32,33,37,14,119,173,12,296,48,45,43,6,144,171,15,323,40,39,28,9,118,110,11,241,0,0,0,0,0,0,0,0,31,28,14,0,72,33,0,109,145,145,120,31,444,488,39,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,11,5,0,22,3,0,7,0,11,5,0,19,4,3,3,0,11,14,0,23,4013,6843,3144,262,14261,3878,526,18663
12501,2277,5219,1409,219,9133,1528,643,11307,108,114,37,4,265,123,31,423,557,1304,379,31,2273,369,187,2835,666,1419,416,36,2536,496,222,3255,472,511,237,95,1318,714,287,2325,488,597,198,65,1344,387,298,2037,2178,1688,477,161,4503,1896,534,6930,2565,1676,466,139,4843,1973,664,7481,65,123,34,8,224,77,50,352,5770,4587,1406,471,12238,5054,1832,19120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,16,3,55,21,16,97,13,23,16,3,55,23,16,99,47,21,7,0,80,46,19,141,8772,11275,3255,740,24037,7153,2738,33926
12502,3268,6892,1620,159,11941,1942,286,14170,129,230,93,4,454,359,20,837,923,2173,555,47,3698,795,136,4629,1054,2399,646,51,4148,1160,155,5465,78,62,48,6,196,413,5,611,183,205,147,9,540,402,41,977,531,971,291,39,1841,570,106,2511,191,346,94,16,644,171,50,865,28,34,10,0,72,29,4,106,1015,1614,587,73,3290,1575,206,5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,12,14,0,24,0,4,3,0,12,14,0,24,5,8,5,0,13,15,0,34,5344,10916,2865,283,19401,4710,654,24765
12503,5549,14252,4510,489,24805,4609,877,30292,306,485,264,20,1075,831,65,1968,899,2260,732,76,3962,902,142,5014,1206,2746,993,94,5031,1733,208,6976,334,319,232,37,927,1195,121,2245,779,1066,580,108,2531,1535,325,4387,853,910,453,102,2317,1022,326,3663,149,96,44,19,303,145,54,502,82,218,77,12,385,119,30,532,2195,2609,1374,282,6464,4019,856,11330,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,23,41,19,3,85,47,15,141,28,44,19,3,97,42,15,153,27,45,17,4,95,71,10,170,8999,19695,6918,868,36490,10475,1971,48924
12504,4545,9161,2134,229,16065,2942,631,19645,357,866,241,30,1496,795,71,2360,875,2099,576,71,3614,988,236,4841,1230,2964,819,96,5112,1784,312,7203,982,1226,292,112,2610,1830,308,4748,1575,2065,649,172,4459,2312,654,7426,2028,2818,583,154,5588,1960,546,8095,1755,2032,335,146,4268,1612,669,6545,47,64,7,3,124,45,13,186,6384,8206,1872,581,17042,7759,2196,27000,0,0,5,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,74,11,0,108,37,23,164,22,68,15,0,110,34,23,165,32,26,8,3,66,57,14,144,12211,20424,4846,910,38396,12579,3181,54151
12601,2888,5874,958,82,9812,1295,208,11316,119,156,46,0,326,172,5,509,261,447,123,17,847,245,26,1114,385,603,171,14,1176,414,33,1624,39,27,9,3,79,136,3,217,266,483,159,30,939,418,101,1460,781,1044,290,36,2159,622,167,2950,278,333,87,22,726,248,53,1024,29,23,9,8,65,29,0,98,1395,1911,559,97,3958,1461,329,5747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,10,0,9,0,0,8,0,0,10,8,10,0,0,25,16,5,37,4673,8415,1689,196,14974,3187,574,18738
12602,5746,11533,2219,272,19776,3220,672,23658,661,961,308,23,1957,831,51,2833,1223,1862,525,77,3679,1280,163,5123,1882,2824,832,95,5635,2105,217,7961,368,201,127,20,718,973,60,1746,1553,1145,551,136,3386,3195,408,6994,2454,1794,572,145,4965,2728,479,8174,2292,1146,360,124,3929,2019,432,6380,30,31,19,0,83,60,16,154,6694,4313,1641,436,13079,8973,1393,23453,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,10,5,65,48,12,123,35,21,10,5,70,50,12,133,18,13,6,0,31,58,14,105,14377,18702,4703,802,38589,14408,2308,55301
12701,7029,19766,5120,406,32328,3866,529,36722,165,251,120,4,536,192,13,742,308,789,446,38,1578,405,29,2013,470,1040,568,37,2116,593,42,2754,55,27,72,10,164,293,7,464,23,8,36,8,76,182,8,265,0,6,11,3,18,4,0,25,0,0,0,0,0,0,0,0,52,102,42,6,204,65,9,275,128,145,158,18,457,549,22,1030,0,0,0,0,0,0,0,0,15,5,10,0,21,63,0,88,0,0,0,0,0,4,0,0,3,3,0,0,5,3,0,14,21,9,6,0,37,68,0,103,32,59,20,0,110,31,0,145,7686,21019,5875,464,35051,5098,605,40758
12702,7874,19295,7455,789,35422,5455,752,41629,220,389,263,25,896,491,26,1414,790,2385,1402,124,4707,969,147,5821,1013,2772,1671,155,5602,1464,170,7230,318,470,370,42,1197,838,69,2103,455,562,444,75,1542,744,143,2431,351,501,371,61,1277,611,54,1941,109,152,97,13,373,165,16,554,137,299,126,19,581,183,29,792,1370,1989,1404,214,4975,2545,309,7825,3,0,0,0,10,49,4,59,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,8,12,7,0,27,23,3,53,14,15,6,0,37,76,3,116,29,62,12,6,113,57,5,171,10298,24134,10551,1168,46143,9587,1245,56981
12703,5057,14262,3638,287,23240,3146,414,26802,165,209,113,10,490,295,26,819,741,1610,720,53,3125,1118,86,4334,903,1817,837,62,3620,1414,113,5151,181,173,158,19,535,623,28,1188,591,890,540,92,2110,1541,164,3815,368,548,316,40,1282,434,58,1778,748,860,391,63,2067,1102,154,3322,50,89,43,9,200,62,13,273,1945,2564,1456,222,6183,3775,416,10376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,14,12,0,28,9,9,3,0,17,12,0,36,14,26,23,4,64,26,5,97,7925,18680,5952,569,33129,8380,949,42456
12801,6169,11431,2099,183,19877,2988,323,23190,346,255,126,12,739,614,25,1380,1556,1653,666,35,3907,1589,111,5602,1900,1906,790,46,4643,2204,134,6983,543,258,184,17,996,1256,116,2371,1529,803,672,60,3062,2322,304,5694,1340,556,347,48,2299,1654,172,4124,502,196,143,13,856,648,60,1564,32,32,8,4,74,25,7,101,3942,1843,1360,149,7286,5908,653,13852,10,0,3,0,18,39,3,61,0,0,0,0,0,5,4,10,0,0,0,0,0,0,0,0,37,25,15,0,74,38,15,135,48,25,22,0,97,83,24,201,16,13,9,0,33,23,5,61,12073,15220,4276,376,31944,11203,1138,44287
12802,7459,13912,2436,172,23974,3049,269,27293,261,347,170,12,785,463,17,1266,753,1106,530,25,2408,838,62,3307,1005,1455,700,39,3198,1300,78,4576,254,182,151,12,602,667,23,1294,714,484,385,31,1606,1286,148,3038,728,336,192,21,1281,819,100,2201,66,28,32,3,129,67,6,199,16,20,6,0,41,31,0,71,1777,1050,764,67,3655,2863,289,6803,0,0,0,0,0,10,0,3,5,3,0,0,8,21,0,30,0,0,0,0,0,0,0,0,9,4,4,0,27,13,3,49,17,7,4,0,39,46,3,80,6,8,0,5,18,31,4,50,10269,16426,3907,279,30884,7287,642,38809
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
