SA3_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
11101,1689,473,3617,20399,30125,14693,9460,24172,4727,103573
11102,1351,380,2625,12928,19320,9594,6934,17338,3614,69737
11103,2260,852,4635,32708,44186,17967,10646,35547,8533,149592
11201,1261,383,2598,14591,21452,10168,6561,14601,6217,73582
11202,881,324,1893,10526,16393,8030,5842,13193,5370,59349
11203,1930,646,3844,15099,22152,10936,7229,19559,6331,81307
11301,630,223,1286,7145,9245,4268,3297,11889,3896,39743
11302,212,43,398,2079,2996,1573,1285,3078,1163,12182
11303,1309,344,2566,15488,21363,9696,6911,19975,6293,79734
11401,1724,418,3504,15479,24692,12815,9575,21496,6962,91019
11402,702,314,1765,8195,12850,6946,4778,8597,2517,43894
11501,1676,659,3603,25397,35622,18440,12619,28253,4221,124552
11502,374,72,729,4497,6269,3539,2972,4701,945,22921
11503,134,17,307,3604,5851,3335,2729,3877,876,20268
11504,147,91,389,8634,12230,5890,4397,9934,1574,42659
11601,1299,232,2220,18635,25430,12655,10964,39309,7652,114649
11602,432,58,727,18960,28389,14085,10697,28722,5947,106805
11603,822,259,1395,13148,17091,7996,8207,34460,7562,88464
11701,383,148,844,9871,12198,4650,3095,16764,3324,49894
11702,465,151,958,11110,15989,5420,2673,9604,2706,47505
11703,922,396,2059,47115,59995,15950,7493,54949,15619,201122
11801,1132,772,3169,27498,33265,11433,6409,22186,7024,107824
11802,1391,735,3371,25978,33193,12599,7023,26864,7914,113575
11901,2067,795,4204,23317,29050,14559,13866,54581,11575,146943
11902,1504,560,3146,18072,22746,11095,10236,42958,9727,114838
11903,1697,640,3652,19789,26176,13150,9710,35875,6197,110895
11904,1759,744,3801,21911,29256,12893,9451,41608,8536,123659
12001,995,369,2206,15161,21178,9133,5690,18091,3515,72771
12002,379,134,827,10472,16927,6487,2952,7344,2207,46391
12003,2134,471,3968,26523,36480,15046,9689,43917,8159,139818
12101,1209,327,2698,20820,29795,12938,7756,20623,3815,95751
12102,908,262,1864,13980,21386,10639,6607,15269,2357,70237
12103,1749,415,4145,21452,30394,16098,10060,19207,2939,100149
12104,876,251,2136,20013,28293,10025,5108,14581,3694,81717
12201,379,55,891,8703,11850,4800,2551,6167,1381,35449
12202,698,404,1863,11268,16503,7961,4771,8992,2551,52040
12203,2157,513,4481,28822,39201,17162,10158,27056,4938,127337
12301,537,149,991,11524,16032,7483,5602,13375,2126,56141
12302,903,467,1982,23093,32200,15240,14057,44758,9533,138878
12303,254,184,708,6909,9898,5076,4299,7662,2080,35926
12401,819,198,1757,12304,21021,10999,7135,10458,2413,64330
12402,0,0,0,0,0,0,3,0,0,8
12403,931,398,2024,24008,33801,15342,12156,32450,7324,125085
12404,466,119,829,5627,8025,3652,3124,7699,2984,31115
12405,280,154,628,7539,10136,4714,4311,14466,3560,44725
12501,596,180,1092,13304,16712,7139,6446,35349,8073,87030
12502,712,110,1477,11012,14885,7697,5925,17140,2864,59519
12503,1354,618,2852,18620,23452,11448,11400,51326,13003,129241
12504,1236,331,2452,19824,29809,14376,10491,40223,8508,123226
12601,510,114,1209,8867,12729,6777,4296,10214,1520,44393
12602,1706,721,3920,24188,34156,15395,10129,33083,6271,123220
12701,605,197,1179,18073,23006,10930,10690,39202,6520,108424
12702,2274,751,4051,23006,26496,12997,13334,73424,11346,160601
12703,1021,469,1966,17028,22033,10561,9790,38780,8226,106411
12801,1720,487,3890,20809,28516,13230,8605,21768,4290,97216
12802,998,615,2542,19035,27718,13383,8515,18120,3202,89982
19797,0,0,0,0,0,0,0,0,0,0
19999,23,19,49,1561,1512,614,402,2643,3376,10112
