SA3_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
11203,1657,964,924,1115,1207,1179,1011,737,495,9287,16084,9217,8868,11161,12115,14018,13616,8467,3844,97392
11301,1210,672,751,697,719,682,532,314,168,5739,9815,5937,6694,5889,6178,6275,4660,2832,1286,49559
11302,331,162,198,234,218,220,162,138,36,1702,2752,1483,1469,1689,1845,2223,1919,1150,398,14931
11303,1754,1440,1285,1179,1153,1040,820,561,268,9505,19434,13069,12801,11477,11324,11928,10453,6117,2566,99169
11401,1906,1197,1297,1286,1248,1246,1088,703,314,10285,17311,10200,11007,11112,12278,16036,17051,9819,3504,108328
11402,678,405,310,403,498,512,506,422,298,4026,8788,5109,4741,5335,6739,7240,7792,5175,1765,52678
11501,1219,874,663,909,966,799,632,504,514,7085,30207,19638,13800,23147,21822,18612,15426,8512,3603,154767
11502,344,251,162,211,303,227,183,114,46,1842,4995,3824,2239,2925,4291,3894,3071,1945,729,27914
11503,347,226,223,209,268,247,136,83,16,1755,4738,3235,2781,2830,3753,3650,2518,1193,307,25006
11504,641,420,366,483,444,280,205,120,87,3044,14027,7272,7062,10322,7894,4983,3267,1470,389,56682
11601,2319,1503,1895,1671,1321,1070,685,406,189,11054,27951,17965,22535,22493,16835,15037,11781,5792,2220,142602
11602,1907,1234,1744,1845,1124,613,383,151,52,9055,35969,17003,21381,29706,17173,10885,7138,2801,727,142771
11603,3220,1764,1773,1617,1389,995,635,379,258,12041,27163,16233,16308,16127,13940,12177,8326,3950,1395,115629
11701,638,607,1057,678,479,418,296,159,73,4404,8879,7979,13753,9023,6713,5287,3857,2435,844,58771
11702,439,418,821,612,532,426,266,193,84,3791,7269,5687,12192,9449,7633,5489,3798,2296,958,54771
11703,1191,2464,5708,3295,2147,1686,1090,621,291,18494,16676,27656,69874,40690,23759,18517,12566,5990,2059,217795
11801,1208,975,2085,1452,1139,855,710,604,478,9507,19353,12343,25763,19641,16564,12806,10595,6941,3169,127167
11802,1330,1271,2009,1635,1378,1052,823,563,508,10571,20665,16173,24573,20345,17462,14078,10662,6904,3371,134243
11901,3913,2306,2426,2275,2000,1648,1196,817,707,17293,39298,24948,25748,24733,22470,21148,15133,8555,4204,186245
11902,2351,1625,2247,1898,1565,1336,852,626,448,12954,26255,17365,22847,20265,17935,15525,10845,6904,3146,141091
11903,1276,1098,1294,1069,1020,954,744,554,499,8512,20978,17064,20122,17504,16367,16396,12476,7320,3652,131869
11904,1633,1296,2158,1591,1333,1107,820,714,612,11264,22260,17018,27756,21936,17552,15671,12090,7835,3801,145918
12001,805,574,895,758,668,592,514,328,342,5470,13934,8792,13918,13357,11596,10156,8028,4718,2206,86706
12002,549,364,530,630,552,454,315,196,129,3723,10010,5018,8025,9681,8959,6508,5001,2373,827,56398
12003,1268,1549,2460,1492,1109,1069,706,554,466,10672,21850,22178,35218,23438,18782,16938,11976,7317,3968,161666
12101,1002,609,935,1032,813,612,485,318,320,6124,21710,12291,16714,20266,16302,12293,9709,5474,2698,117456
12102,780,504,422,612,606,430,366,263,238,4213,17218,9885,9608,14347,12630,9934,7551,4421,1864,87455
12103,966,703,417,596,804,684,495,371,353,5394,24203,16127,9353,16477,18869,15276,11737,8166,4145,124357
12104,649,515,937,882,754,698,577,463,224,5689,13063,8290,16661,15371,12805,11013,9397,6039,2136,94778
12201,426,275,368,384,382,349,186,131,48,2543,7720,4436,6026,6425,6487,5325,3560,2303,891,43173
12202,733,491,345,499,601,594,449,349,221,4281,11443,7286,4876,7057,9358,9157,7609,4831,1863,63482
12203,1531,1028,1067,1170,1451,1056,732,528,409,8973,29567,18285,17982,22020,24156,17999,13055,9359,4481,156903
12301,1145,605,565,657,612,400,237,144,79,4448,17437,9680,9849,10670,10054,7249,5112,2539,991,73578
12302,3682,1971,2144,2141,1705,1445,931,553,229,14781,39001,22401,25802,26836,20477,19675,14951,6762,1982,177879
12303,764,500,410,453,463,377,290,235,193,3691,9905,5770,5551,5791,6162,5326,4402,2220,708,45837
12401,916,525,445,581,670,595,514,340,231,4810,13617,8085,7117,9569,10929,11161,10477,5237,1757,77950
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
12403,2806,1706,1905,1720,1515,1117,818,599,384,12575,34230,20815,24116,23596,19703,16246,12497,6092,2024,159310
12404,647,576,821,733,535,400,279,195,131,4313,6891,4853,5959,4701,4773,4502,3401,2096,829,38002
12405,1306,793,931,780,697,506,349,189,144,5696,12063,7247,8619,7880,6902,6849,4675,1933,628,56790
12501,1278,1236,2383,1657,1065,850,490,250,156,9368,16518,13737,25621,16446,11038,9968,6306,2821,1092,103544
12502,807,496,645,658,544,504,340,215,115,4321,14503,8514,9366,11629,9669,8986,6315,3571,1477,74024
12503,4174,2458,3052,2736,2024,1582,1009,622,431,18088,34575,22664,26432,22842,18924,16710,12144,6672,2852,163816
12504,1978,1263,2388,2042,1172,966,640,450,316,11217,28898,16309,30934,28922,15987,12934,9750,5936,2452,152128
12601,438,279,351,371,301,283,184,135,81,2435,10440,6562,6842,8397,7206,6460,4994,2728,1209,54832
12602,1223,919,1460,1244,969,924,690,558,728,8713,23984,16722,25511,23590,17711,16274,12449,7042,3920,147202
12701,2862,1506,1528,1615,1288,1026,649,326,182,10983,34662,19382,22244,21702,16927,14207,8881,3908,1179,143080
12702,3262,2156,2093,2098,2095,2109,1419,851,539,16632,34572,27276,25122,23288,25610,26474,19190,9592,4051,195172
12703,2691,1658,1929,1847,1375,1125,739,596,433,12405,29769,18147,20641,20472,16980,14042,9182,4980,1966,136178
12801,1373,878,938,1021,1089,891,669,492,427,7778,20648,13386,14190,15203,16171,14811,11899,7656,3890,117865
12802,1122,729,619,770,840,691,539,365,226,5901,21764,13535,12152,15291,15642,13658,10979,6182,2542,111740
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,555,462,763,794,661,469,210,54,14,3980,1260,1357,2187,1859,1678,1648,1055,277,49,11371
