SA3_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
10304,40,260,1598,8459,7445,1518,321,283,19929,8,211,818,330,38,0,9,40,1459,0,85,69,47,8,0,0,10,217,8,296,891,376,48,0,3,50,1675,4,147,311,62,15,0,4,24,570,0,3,27,3,0,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,4,0,0,0,18,4,161,342,74,16,0,0,21,627,7,37,30,61,68,25,4,4,244,3,10,11,23,11,0,0,7,67,70,764,2871,8988,7589,1556,337,367,22545
10401,97,407,2359,8530,4995,931,215,326,17865,5,131,412,240,20,7,0,32,846,0,38,216,207,29,7,0,9,497,11,166,632,443,44,7,0,39,1342,11,130,416,162,15,5,4,26,762,0,6,52,20,4,0,0,3,88,0,5,10,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,19,9,9,3,0,0,4,45,11,163,494,193,24,5,4,28,914,49,182,130,93,50,13,0,24,544,3,30,19,15,6,5,0,15,88,164,947,3639,9276,5113,959,218,433,20753
10402,114,651,2856,11916,9101,1916,482,381,27423,5,155,1192,698,68,11,0,58,2191,5,76,475,792,130,19,4,21,1520,7,228,1662,1487,192,28,11,83,3708,20,335,1441,485,34,5,0,61,2375,7,63,260,60,3,0,0,12,393,0,52,133,69,10,0,0,3,265,5,0,66,43,0,0,0,0,114,3,33,26,12,9,7,0,0,91,38,482,1923,658,49,9,3,80,3236,58,215,187,95,24,0,7,43,624,8,27,39,38,11,0,0,12,150,225,1605,6662,14197,9376,1966,506,602,35136
10501,22,180,896,2845,1933,364,108,213,6549,0,81,133,27,0,4,0,10,262,0,0,3,0,0,0,0,0,12,0,81,139,35,6,4,0,10,269,8,64,81,19,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,64,75,23,0,3,0,0,176,19,91,85,54,13,3,6,22,282,6,27,51,32,22,15,4,24,178,41,438,1241,2987,1973,380,118,264,7453
10502,17,177,1375,4160,1334,248,82,152,7542,0,57,77,24,11,0,0,8,181,0,3,6,10,0,0,0,0,18,0,63,92,28,11,0,0,8,199,0,97,77,7,0,0,0,9,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,97,77,7,3,0,0,9,189,6,3,0,3,0,0,0,3,19,4,22,21,29,18,9,8,11,127,30,357,1565,4230,1366,259,88,182,8085
10503,66,341,2058,9621,8575,1512,335,403,22926,3,132,1002,312,70,11,0,54,1587,0,8,39,17,0,4,0,0,71,3,143,1043,327,72,12,4,56,1655,19,342,775,88,13,0,3,37,1286,0,5,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,0,0,0,22,19,349,790,89,21,0,3,39,1322,17,36,36,33,13,4,0,20,158,4,17,12,27,23,8,8,17,111,110,887,3939,10102,8713,1538,346,538,26168
10601,76,497,3434,13485,11070,1975,499,389,31429,0,169,886,758,61,0,0,34,1911,0,98,240,113,18,0,0,10,482,0,270,1122,878,81,3,0,43,2398,3,141,243,73,5,0,0,14,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,9,6,3,0,0,55,3,154,269,81,18,3,0,12,546,22,99,31,18,4,0,4,10,190,3,11,29,14,18,6,0,7,81,99,1028,4895,14468,11194,1991,511,458,34648
10602,23,141,1713,10055,12926,1929,335,246,27367,4,172,1269,848,128,6,3,49,2477,0,146,274,139,47,8,4,9,621,4,318,1545,990,173,9,10,56,3098,12,248,311,49,4,0,0,27,651,0,0,0,0,0,0,0,0,0,0,12,15,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,4,7,35,11,9,0,0,0,72,15,267,361,60,17,0,0,28,749,12,60,99,26,3,3,0,9,214,3,11,3,17,11,3,0,5,51,52,795,3721,11146,13135,1943,343,342,31478
10603,46,301,2311,9540,9216,1782,418,272,23879,0,97,1169,760,63,7,0,49,2153,0,68,304,1146,289,21,6,35,1861,0,168,1470,1902,355,30,6,86,4015,0,101,161,64,13,3,3,12,354,0,21,133,73,3,0,0,5,236,0,14,262,147,13,0,0,3,444,0,0,0,0,0,0,0,0,0,0,6,21,19,10,0,0,0,54,9,142,572,302,40,8,6,20,1091,50,165,166,59,10,0,0,23,473,3,27,28,22,9,0,0,11,102,102,797,4555,11829,9630,1818,431,405,29564
10604,20,150,927,4415,3730,726,151,168,10278,3,123,388,232,29,3,4,17,798,0,32,73,59,5,0,0,6,172,5,151,467,288,33,3,3,25,975,0,19,46,10,0,4,0,0,81,0,0,9,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,19,55,16,0,4,0,0,98,11,34,40,10,3,3,0,4,101,6,10,7,12,5,4,4,0,42,38,368,1495,4745,3770,740,155,199,11502
10701,27,300,2141,12010,8106,1649,365,300,24895,12,158,552,489,63,9,0,34,1314,3,96,293,597,54,7,4,23,1076,16,249,847,1085,116,14,6,55,2392,16,345,668,198,20,11,3,39,1299,3,50,145,44,5,0,0,3,254,0,25,14,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,22,37,27,11,10,0,0,112,26,444,863,266,39,11,8,48,1706,0,22,56,22,4,3,0,3,112,0,6,7,11,0,0,0,3,29,71,1015,3916,13391,8268,1682,376,413,29131
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,28,167,1194,12271,11620,2452,454,299,28487,8,117,1055,914,74,4,0,45,2233,0,134,776,1650,296,16,6,38,2921,12,249,1832,2565,378,22,5,82,5154,10,239,711,212,30,3,6,29,1246,0,13,164,100,0,0,0,0,289,0,95,229,67,6,0,5,11,412,0,0,0,0,0,0,0,0,0,3,15,34,32,23,10,0,0,116,10,366,1143,404,63,10,8,44,2052,5,100,207,28,9,0,0,17,366,0,7,21,17,8,0,0,4,58,62,895,4390,15291,12076,2491,465,454,36123
10704,24,304,2672,13364,10270,2801,609,260,30301,14,282,1273,906,85,10,5,37,2623,7,366,1580,2538,244,23,7,56,4818,24,646,2851,3446,331,36,13,93,7436,43,792,2580,799,99,23,14,66,4407,16,319,1961,399,12,3,0,48,2761,26,440,2291,945,37,0,3,47,3785,12,242,1103,657,37,0,0,23,2075,3,43,63,27,26,9,7,0,187,99,1840,8003,2825,209,37,19,187,13217,16,124,190,75,24,12,0,6,448,10,25,28,27,7,5,9,11,122,177,2934,13755,19737,10838,2889,650,556,51532
10801,40,198,1257,4818,3102,568,124,182,10281,3,60,533,817,29,0,0,24,1465,0,41,101,93,14,0,0,5,258,3,97,632,915,48,0,3,28,1720,15,198,522,133,8,0,4,28,908,4,42,288,47,0,0,0,11,393,0,20,272,67,5,0,0,5,371,0,3,32,41,0,0,0,0,75,0,3,7,0,0,0,0,0,10,17,270,1111,292,9,3,7,46,1749,19,105,146,37,0,4,0,21,332,0,9,13,11,0,0,0,3,45,76,682,3159,6070,3158,570,132,284,14131
10802,93,479,2825,8254,4329,794,212,366,17356,12,68,244,175,27,6,0,24,554,0,48,124,77,4,4,0,10,261,12,115,360,253,27,10,0,33,817,13,157,502,124,16,0,0,25,840,0,15,95,46,0,0,0,6,165,0,0,8,15,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,4,5,3,8,0,0,0,29,21,176,620,188,24,0,3,33,1058,35,95,103,34,14,3,0,19,312,6,26,40,8,3,0,0,10,97,167,894,3951,8738,4399,809,219,468,19642
10803,0,12,24,57,33,4,0,4,126,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,22,0,8,0,5,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,11,0,5,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,64,38,6,0,3,161
10804,48,343,2817,11431,9104,1840,376,435,26395,5,190,1809,1221,101,8,4,190,3526,3,62,345,588,92,16,0,12,1124,11,256,2154,1811,194,21,4,206,4645,4,400,850,285,12,4,0,47,1610,0,35,450,91,6,0,0,11,588,14,139,548,246,7,0,0,20,972,0,8,69,52,0,0,0,0,134,3,0,4,9,22,0,0,0,38,20,587,1925,686,47,0,3,83,3343,14,112,120,32,9,0,5,84,374,0,14,29,21,12,3,0,14,102,95,1305,7035,13974,9365,1867,399,822,34859
10805,88,355,2295,9545,6011,1038,269,387,19994,13,178,810,250,22,0,0,39,1306,0,10,84,114,25,5,0,3,240,13,183,893,366,40,10,0,41,1550,15,212,505,91,11,5,0,34,870,7,15,27,12,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,13,21,227,539,101,11,3,0,34,945,22,92,90,30,6,0,3,77,314,3,12,15,13,4,0,0,22,78,145,874,3831,10059,6077,1050,272,557,22871
10901,30,191,2318,9994,7456,1133,223,287,21628,11,447,2411,524,37,4,5,88,3521,0,126,180,96,13,10,0,7,435,9,573,2589,623,48,9,5,95,3950,0,92,98,21,0,0,0,8,222,4,8,64,0,0,0,0,0,69,0,0,22,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,3,102,184,29,4,0,0,12,325,12,18,23,13,7,0,0,5,83,0,5,8,14,14,0,5,18,68,49,880,5118,10672,7533,1145,235,423,26054
10902,9,74,548,1929,1247,218,57,109,4196,0,41,124,22,8,0,0,11,209,0,0,4,0,0,0,0,0,3,0,43,124,22,7,0,0,11,213,0,4,36,10,0,0,0,11,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,10,0,0,0,11,56,9,16,10,6,0,0,0,18,59,0,5,12,13,8,5,0,5,46,18,147,722,1980,1262,224,58,162,4577
10903,36,209,1716,7479,4631,710,153,313,15229,0,149,1031,196,16,0,0,44,1438,0,0,9,12,3,0,0,0,27,0,149,1039,213,16,3,0,44,1462,3,17,68,14,3,0,0,5,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,68,14,3,0,0,5,114,7,46,49,31,5,0,0,3,149,3,9,27,17,15,5,0,16,96,45,423,2901,7749,4675,719,154,378,17052
11001,30,231,1305,5481,3730,893,246,157,12073,6,149,611,186,20,7,0,24,996,0,31,81,46,10,0,0,6,165,6,179,694,230,25,11,0,30,1165,8,158,248,48,4,0,3,7,474,0,7,35,7,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,9,8,166,282,58,4,5,3,10,533,9,9,30,13,6,0,0,22,91,0,6,12,4,6,0,4,11,42,54,591,2315,5785,3779,908,251,222,13908
11002,92,403,2034,6566,3664,734,185,325,14002,5,140,286,116,13,5,3,56,609,0,24,39,3,4,0,0,0,76,5,166,325,119,16,5,3,54,692,0,86,88,18,0,3,0,10,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,93,90,14,9,0,0,11,214,27,51,18,20,12,3,0,12,142,10,20,12,13,5,4,3,0,69,131,732,2482,6735,3696,747,199,410,15127
11003,25,126,744,3282,2309,474,135,166,7258,11,104,410,97,49,14,12,36,723,0,11,51,22,7,0,0,3,92,11,115,466,114,46,13,12,40,819,0,31,50,12,0,0,0,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,32,46,12,0,0,0,6,108,14,32,9,9,9,0,4,11,77,0,8,12,20,10,4,8,0,56,51,312,1278,3433,2376,496,148,218,8315
11004,61,359,2597,12550,9824,1821,430,476,28114,21,302,1359,418,34,4,0,57,2192,5,87,232,63,8,0,0,8,402,25,389,1582,481,43,7,0,60,2591,15,123,252,50,7,3,0,19,467,0,0,21,0,0,0,0,0,22,0,0,23,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,4,0,23,15,126,301,58,10,3,3,19,540,28,70,32,21,6,5,3,5,165,3,35,27,32,12,3,4,17,131,130,981,4535,13139,9901,1834,449,583,31543
11101,43,449,4499,18079,13031,2932,483,378,39911,7,376,2041,1041,58,10,5,67,3600,3,153,729,983,104,5,5,34,2010,10,531,2767,2027,157,18,10,100,5606,24,495,793,208,14,0,0,49,1586,3,53,112,52,0,0,0,7,227,0,159,308,129,5,0,0,18,614,0,57,136,57,0,0,0,0,248,4,23,34,19,5,3,0,3,100,28,791,1387,465,25,7,3,75,2779,13,47,57,21,7,3,0,5,156,3,15,13,4,3,0,0,15,53,96,1824,8728,20595,13224,2966,501,575,48510
