region_id,C11_85o_SOL_SE_To,C11_85o_LPE_NS,C11_85o_Tot,C11_Tot_SEO,C11_To_SOL_SE_Vw_w,C11_To_SOL_SE_Nw_Na,C11_To_SOL_SE_P_E_n,C11_Tot_SOL_SE_Tot,C11_Tot_LPE_NS,C11_T_T
127011507,77,5,109,9693,14844,3073,174,18091,830,28614
127011508,36,3,54,8550,8212,1143,124,9479,562,18591
127021509,102,3,123,3611,8000,2919,142,11061,477,15149
127021510,148,3,194,7137,8564,1937,159,10660,372,18169
127021511,348,22,456,3355,10493,8041,245,18779,1203,23337
127021512,121,8,186,4839,7002,3005,139,10146,748,15733
127021513,179,39,298,3545,9659,5314,176,15149,734,19428
127021514,49,3,58,2876,4982,1247,81,6310,231,9417
127021515,129,6,195,3063,8929,4111,189,13229,501,16793
127021516,102,7,162,4528,8837,3224,154,12215,628,17371
127021517,63,6,89,2028,4365,1269,84,5718,189,7935
127021518,27,18,77,2370,1375,179,18,1572,320,4262
127021519,147,11,216,6584,7467,2090,112,9669,688,16941
127021520,121,3,140,2216,5975,2150,77,8202,187,10605
127021521,0,0,0,9,7,15,0,22,0,31
127031522,58,12,151,6424,6276,987,98,7361,939,14724
127031523,83,7,176,9124,4960,798,68,5826,554,15504
127031524,28,9,205,13630,4939,472,40,5451,513,19594
127031525,137,80,347,7107,13598,4751,252,18601,3046,28754
127031526,78,3,208,11117,11534,1965,165,13664,871,25652
128011527,44,86,711,22163,2154,272,27,2453,853,25469
128011528,30,47,661,25258,2226,210,18,2454,1078,28790
128011529,28,12,253,14816,1268,142,9,1419,282,16517
128011530,65,23,615,13713,2579,367,29,2975,697,17385
128011531,60,21,621,10544,3431,417,52,3900,512,14956
128021532,34,9,237,25589,1181,106,18,1305,421,27315
128021533,12,4,240,6045,214,32,4,250,94,6389
128021534,28,0,133,7812,2231,209,19,2459,191,10462
128021535,28,6,191,17689,2462,241,17,2720,365,20774
128021536,25,15,340,17717,1814,220,26,2060,494,20271
128021537,0,0,0,115,38,0,0,38,0,153
128021538,37,97,601,15695,2205,332,21,2558,877,19130
197979799,0,3,38,1580,145,28,0,173,345,2098
