SA4_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
111,136266,144832,281094,143298,152393,295688,156252,166643,322898,61766,32704,94471,60463,34501,94963,64907,40312,105219,15216,36109,51334,17750,39228,56985,22708,44763,67473,4812,5046,9861,3761,4739,8500,5880,7767,13645,5009,4094,9109,7094,5303,12397,5418,3824,9240,86804,77961,164767,89066,83770,172840,98910,96664,195577,42903,60575,103478,46688,60470,107158,49900,62222,112119,5.8,5.3,5.5,8,6.3,7.2,5.5,4,4.7,63.7,53.8,58.6,62.2,55,58.5,63.3,58,60.6,60,51,55.4,57.2,51.5,54.3,59.8,55.7,57.7,4171,3569,7739,5533,5585,11121,7732,8571,16305,1410,2441,3854,1775,3223,5001,2320,4697,7015,14121,18785,32908,16528,23291,39821,21161,29790,50953,9141,12579,21722,10825,15272,26096,12343,17548,29898,37809,14906,52715,40093,18166,58266,42816,22587,65407,1253,2570,3822,1278,2478,3760,1575,2747,4315,1644,3523,5167,2538,4583,7124,2585,4485,7071,40702,20994,61699,43912,25234,69148,46983,29817,76794,136043,142414,278461,137250,142909,280155,152736,159022,311758,22799,23966,46766,25033,26506,51544,27479,29540,57019,93292,97813,191102,93468,97177,190644,100682,104289,204973,56047,59410,115455,62683,66540,129222,70296,75316,145613
112,88924,96336,185265,95174,103344,198517,102417,111823,214236,31586,17942,49526,31826,18867,50691,33947,21426,55373,12537,23823,36361,14248,26004,40256,17169,30025,47194,2994,3003,5997,2581,2901,5481,3722,4581,8307,4436,3499,7931,4020,3265,7285,3020,2515,5533,51551,48269,99824,52675,51037,103712,57851,58552,116412,32389,43247,75634,34186,43559,77750,36464,44816,81279,8.6,7.3,7.9,7.6,6.4,7,5.2,4.3,4.8,58,50.1,53.9,55.3,49.4,52.2,56.5,52.4,54.3,53,46.5,49.6,51.1,46.2,48.6,53.5,50.1,51.8,1689,1714,3405,2298,2664,4969,3456,4521,7978,978,1813,2796,1205,2246,3445,1466,3151,4619,7739,11426,19165,9082,13912,22995,11958,18441,30389,5278,8870,14148,6298,11061,17362,7646,12758,20404,23142,10135,33279,25055,12093,37146,26348,14427,40775,894,1826,2716,886,1698,2593,969,1816,2784,1059,2226,3283,1746,3230,4971,1711,3129,4840,25088,14185,39278,27688,17023,44709,29024,19378,48403,88204,93426,181632,87579,92594,180174,96378,102178,198557,15708,17503,33213,16081,17800,33882,17053,18976,36031,58668,61240,119912,59103,61905,121011,63392,66329,129716,38904,43473,82374,40393,44668,85066,44657,49772,94426
113,58530,59647,118179,61807,63036,124846,65059,66604,131660,29408,14663,44072,28689,15527,44221,30771,17623,48398,5474,14341,19821,6120,15056,21173,7145,16643,23781,2257,2195,4449,1973,2086,4058,2037,2498,4538,1790,1702,3498,2049,1779,3822,1671,1352,3029,38936,32897,71836,38825,34447,73277,41627,38115,79746,16556,23858,40416,17942,23601,41543,18629,23859,42487,4.6,5.2,4.9,5.3,5.2,5.2,4,3.5,3.8,66.5,55.2,60.8,62.8,54.6,58.7,64,57.2,60.6,63.5,52.3,57.8,59.5,51.8,55.6,61.4,55.2,58.3,909,799,1706,1104,1185,2287,1544,1809,3358,435,818,1254,502,1032,1530,642,1509,2148,3660,6190,9848,4289,7444,11732,5178,9092,14271,2689,4109,6801,3152,5361,8514,3631,6025,9650,14475,6656,21133,15883,7816,23700,16893,9285,26176,561,1333,1897,642,1246,1887,697,1283,1979,616,1356,1976,933,1808,2746,910,1662,2570,15648,9350,25001,17464,10872,28339,18497,12230,30725,59042,60314,119353,57905,58930,116833,62545,64064,126611,10564,10845,21406,10621,11190,21808,10786,11424,22213,40476,40757,81233,39992,40160,80152,41203,41871,83073,24441,25771,50207,25079,26771,51850,27840,29482,57321
114,54231,57826,112057,59431,63240,122674,65553,69352,134907,19916,10246,30169,20606,11156,31761,22343,13094,35436,6180,13170,19348,7328,14556,21880,9057,16536,25594,1747,1784,3535,1520,1726,3250,2316,2809,5122,2033,1612,3642,1844,1550,3392,1613,1287,2900,29878,26811,56692,31294,28997,60288,35331,33724,69056,21115,27945,49057,23734,29665,53402,26314,31584,57905,6.8,6,6.4,5.9,5.3,5.6,4.6,3.8,4.2,55.1,46.4,50.6,52.7,45.8,49.1,53.9,48.6,51.2,51.4,43.6,47.3,49.6,43.4,46.4,51.4,46.8,49,1258,1113,2372,1780,1776,3554,2741,3000,5743,531,1096,1629,740,1426,2162,921,2034,2955,4275,5779,10054,5069,7271,12341,6873,10011,16886,3691,5383,9079,4314,6791,11101,5048,8003,13051,15778,6116,21889,17422,7576,25003,19111,9343,28458,499,1156,1653,537,1196,1734,629,1297,1930,711,1618,2331,1178,2295,3474,1239,2259,3497,16990,8886,25875,19139,11070,30207,20981,12899,33883,53583,56696,110277,54732,57726,112455,61712,64810,126520,8725,9549,18278,9748,10596,20345,10722,11454,22180,36562,38355,74916,36335,37822,74155,40590,42334,82932,22249,24375,46625,25775,28234,54009,28435,30751,59190
115,80982,84899,165881,88159,92625,180785,102863,107538,210397,45189,24910,70101,47350,27373,74729,48090,31667,79754,9635,23098,32734,11290,24557,35845,14215,24311,38529,2748,2991,5740,2092,2656,4746,6246,7575,13828,2468,2132,4603,2764,2560,5324,2940,2405,5344,60042,53135,113178,63497,57144,120641,71501,65957,137454,18203,28895,47098,21301,31762,53058,28141,38128,66269,4.1,4,4.1,4.4,4.5,4.4,4.1,3.6,3.9,74.1,62.6,68.2,72,61.7,66.7,69.5,61.3,65.3,71.1,60.1,65.5,68.9,58.9,63.8,66.6,59.1,62.8,5390,3927,9318,7738,6451,14192,11958,11078,23038,1222,1844,3061,1505,2359,3861,1984,3200,5178,14540,16531,31070,17116,20451,37567,22834,27115,49951,7437,10292,17731,8276,11427,19696,9424,12866,22289,17106,6421,23529,17644,7095,24741,18860,8312,27173,600,1199,1801,457,1154,1615,572,1272,1845,1231,2257,3486,1670,2834,4507,1813,2998,4806,18939,9879,28817,19775,11088,30860,21246,12582,33827,89006,91082,180087,92510,95123,187634,108898,111138,220034,10779,11243,22025,12866,13336,26202,17139,17648,34792,62804,64057,126856,63744,65361,129106,71872,73225,145091,30971,32506,63479,37756,39231,76983,47808,49373,97186
116,113427,118068,231496,129171,133141,262311,153377,156538,309913,58294,34112,92406,64494,38752,103241,61298,44425,105722,11491,22696,34189,14887,26730,41614,18856,27957,46812,4204,4133,8341,3771,4045,7823,13545,10850,24396,5265,5117,10384,5952,6050,12000,5763,5177,10944,79260,66062,145328,89101,75576,164679,99466,88413,187873,28617,46643,75261,33522,50832,84354,45048,59289,104339,6.6,7.7,7.1,6.7,8,7.3,5.8,5.9,5.8,69.9,56,62.8,69,56.8,62.8,64.8,56.5,60.6,65.2,51.6,58.3,64.4,52.2,58.2,61.1,53.2,57.1,4406,3701,8109,7389,6904,14285,13112,13043,26154,940,1251,2194,1280,1738,3019,1854,2961,4814,12954,16621,29578,17776,22984,40752,27036,33327,60364,8149,9760,17908,10626,12517,23139,13072,14641,27714,22342,10204,32542,23372,12385,35757,24215,14558,38779,1043,2151,3196,1028,2016,3050,1134,2056,3192,1302,2409,3712,2163,3114,5280,2245,3194,5438,24687,14767,39446,26571,17523,44089,27603,19809,47411,123363,126371,249740,132215,135143,267359,157976,160001,317981,18049,18404,36453,21916,21835,43749,27481,27681,55160,82059,84371,166431,86936,89057,175991,95858,97687,193549,47911,49491,97404,58462,59306,117775,76776,77888,154668
117,122837,114518,237363,145629,139668,285297,153568,144949,298518,60088,42936,103028,69337,50912,120251,69647,54121,123775,14994,20496,35484,19525,26890,46420,22727,26750,49482,3383,3796,7178,3581,4210,7789,9454,10103,19559,4717,3999,8718,5518,5065,10580,5830,4917,10751,83190,71226,154412,97966,87080,185043,107664,95897,203559,24908,31686,56589,30456,38287,68742,34846,39813,74660,5.7,5.6,5.6,5.6,5.8,5.7,5.4,5.1,5.3,67.7,62.2,65.1,67.3,62.3,64.9,70.1,66.2,68.2,63.9,58.7,61.4,63.5,58.7,61.2,66.3,62.8,64.6,11462,10776,22236,16012,16307,32318,21688,22126,43810,2223,2989,5217,2779,3739,6516,3499,4640,8142,28783,29658,58438,37405,40373,77784,45767,47548,93311,10220,10609,20833,11859,12589,24446,13974,14501,28476,12482,5661,18141,13528,6323,19850,14618,7116,21734,721,998,1722,706,903,1611,849,1040,1884,1121,1514,2628,1718,2125,3842,1865,2195,4063,14322,8170,22492,15953,9354,25305,17334,10350,27684,91612,86334,177949,101330,96981,198316,110685,104617,215302,27991,27552,55542,36903,37915,74821,46818,45161,91980,48743,46768,95507,53031,50790,103823,57441,55179,112617,65436,61975,127409,82619,81478,164101,94227,89369,183603
118,102193,109443,211633,108747,117536,226283,105703,115684,221391,49582,36192,85770,52436,39151,91586,48319,39405,87723,12007,22021,34026,13552,24712,38265,15148,23160,38306,3064,3723,6783,2453,3575,6029,5401,7218,12616,3281,2922,6201,3315,3282,6600,2927,2728,5651,67931,64850,132779,71756,70723,142478,71791,72499,144290,24132,34965,59095,27261,36427,63688,27466,36461,63924,4.8,4.5,4.7,4.6,4.6,4.6,4.1,3.8,3.9,66.5,59.3,62.7,66,60.2,63,67.9,62.7,65.2,63.3,56.6,59.8,62.9,57.4,60,65.1,60.3,62.6,10083,9361,19446,12629,12815,25443,14929,15631,30555,1682,2946,4626,2066,3331,5398,2180,3885,6068,25471,29370,54842,29066,34660,63727,31668,38595,70260,7526,11254,18777,7736,11604,19340,7918,11741,19661,11604,4954,16557,11664,4950,16612,11565,5058,16622,477,792,1274,422,755,1174,477,828,1304,963,1797,2764,1498,2402,3898,1432,2239,3670,13045,7545,20593,13580,8109,21683,13472,8119,21597,86121,92678,178802,89119,96000,185123,92091,99181,191275,21206,23092,44299,23809,25892,49705,24711,27397,52108,50747,55909,106651,52176,57435,109608,56007,61418,117427,50110,53683,103791,57125,61011,118138,55290,59912,115204
119,205421,215785,421206,227490,236842,464332,245348,250979,496332,88794,53371,142165,95575,58319,153896,73741,55682,129424,25459,38983,64445,32991,47229,80220,32200,42856,75052,7567,6848,14417,6677,6620,13293,22893,18233,41129,8884,7523,16402,10499,9223,19720,9758,6931,16689,130702,106727,237434,145736,121390,267131,138582,123701,262286,61481,96112,157587,68645,101931,170581,90315,110890,201203,6.8,7,6.9,7.2,7.6,7.4,7,5.6,6.4,63.6,49.5,56.4,64.1,51.3,57.5,56.5,49.3,52.8,59.3,46,52.5,59.4,47.4,53.3,52.5,46.5,49.5,10185,8593,18782,14530,13615,28143,18776,18191,36971,1759,2432,4183,2297,3384,5681,2839,4706,7549,27380,30959,58336,36404,40882,77284,44380,50079,94458,16199,20119,36320,18681,23531,42212,21449,26500,47958,34118,13781,47895,34317,15679,49994,34287,17162,51446,1472,2844,4318,1341,2615,3953,1582,2838,4419,2369,4433,6805,3677,5920,9602,3816,5963,9781,37957,21059,59013,39337,24213,63552,39685,25962,65648,210741,218797,429537,220438,227277,447715,238823,243090,481913,29414,29559,58971,38394,38164,76561,41376,39426,80801,142930,149902,292833,147591,154038,301625,159603,166404,326009,80587,82748,163336,99377,99653,199030,104689,101456,206146
120,106044,114796,220840,118888,128185,247072,125306,133677,258984,52481,37871,90347,57769,41770,99541,52732,42940,95678,13597,23683,37282,16437,27334,43773,19004,26824,45823,3372,4062,7437,2987,3818,6801,7991,8811,16802,3881,3489,7373,4477,4262,8739,4545,3624,8171,73336,69106,142440,81672,77187,158858,84274,82201,166475,25137,38552,63694,29243,42904,72146,34615,45089,79702,5.3,5.1,5.2,5.5,5.5,5.5,5.4,4.4,4.9,69.2,60.2,64.5,68.7,60.2,64.3,67.3,61.5,64.3,65.5,57.2,61.2,64.9,56.9,60.8,63.6,58.8,61.1,10216,10065,20278,13401,14352,27749,16469,18270,34744,1982,3273,5256,2399,3874,6273,2756,4786,7544,23383,27627,51007,29133,33902,63036,34096,39080,73175,9115,11750,20861,9848,12686,22533,11763,14211,25977,13095,5902,18996,13330,6362,19700,13461,6938,20393,648,1079,1722,590,968,1557,681,1087,1766,1192,2043,3238,1674,2671,4351,1842,2666,4507,14930,9023,23954,15597,10005,25607,15982,10691,26671,97879,104943,202821,103822,111411,215234,112124,119247,231375,19902,21445,41349,25216,25922,51140,28131,28762,56896,60171,65744,125913,63622,69629,133251,68596,75112,143710,50049,53336,103389,60711,63323,124030,64903,66680,131586
121,144745,160913,305663,156196,174176,330376,164993,182860,347853,77268,49355,126619,81854,55343,137195,79238,59017,138256,18044,36997,55045,20223,39906,60125,23127,38077,61202,4157,5327,9487,3439,4961,8405,7587,10425,18013,4363,4111,8470,4876,4875,9755,4769,4224,8997,103828,95792,199616,110387,105094,215478,114725,111745,226464,33350,57478,90831,37797,60224,98026,44924,64916,109840,4.2,4.3,4.2,4.4,4.6,4.5,4.2,3.8,4,71.7,59.5,65.3,70.7,60.3,65.2,69.5,61.1,65.1,68.7,57,62.5,67.5,57.5,62.3,66.6,58.8,62.5,18606,15027,33634,23664,21518,45184,29247,28497,57739,3359,5472,8834,3900,6337,10239,4729,7595,12320,42301,45559,87859,47338,53159,100497,53572,60567,114134,12875,19481,32352,13111,19185,32292,13626,19770,33401,14114,6851,20964,13678,7117,20796,13717,7520,21233,797,1377,2174,672,1261,1933,777,1330,2109,1789,3426,5208,2329,4343,6670,2402,4142,6546,16699,11652,28349,16677,12725,29395,16898,12989,29892,141844,153974,295823,148746,161222,309966,162834,175248,338082,27393,29942,57331,30706,33338,64043,33314,35909,69219,88941,97617,186556,92246,101281,193527,103145,112229,215374,70176,76390,146571,80775,87355,168130,83719,90090,173808
122,92104,98284,190391,97851,105173,203023,103861,110961,214822,48920,27924,76837,50934,30350,81285,47514,31470,78987,11978,26320,38298,13397,29259,42658,16555,27543,44098,2990,3507,6494,2510,3232,5736,5432,7711,13145,2328,2089,4415,2365,2273,4640,2473,2034,4513,66211,59835,126051,69204,65118,134321,71976,68759,140732,21443,34099,55548,23371,34172,57544,28054,37880,65932,3.5,3.5,3.5,3.4,3.5,3.5,3.4,3,3.2,71.9,60.9,66.2,70.7,61.9,66.2,69.3,62,65.5,69.4,58.8,63.9,68.3,59.8,63.9,66.9,60.1,63.4,5824,4879,10706,7596,7016,14613,9780,9541,19314,1498,2582,4080,1797,3135,4937,2110,3927,6038,18426,20509,38931,21311,24793,46099,25514,30221,55730,9322,13484,22808,9653,14180,23831,10105,14773,24872,18203,6683,24886,18517,7354,25865,18495,7604,26095,685,1268,1948,621,1111,1727,621,1311,1930,1491,2670,4165,2046,3533,5577,2103,3453,5561,20381,10623,31000,21179,12001,33171,21223,12362,33585,92866,97397,190261,97139,101660,198802,105429,110078,215507,16889,17601,34486,16114,16923,33037,17683,18556,36241,60319,63793,124116,63809,67133,130944,70824,74510,145337,42038,44017,86060,45262,47470,92728,46415,48355,94773
123,88341,93993,182335,98924,105162,204088,112256,118690,230946,47441,26459,73897,51149,29504,80661,45239,29991,75229,8564,20922,29487,10828,23919,34749,14307,24292,38596,3355,3405,6762,3020,3384,6400,9976,9133,19111,3605,3511,7122,3892,4258,8151,3540,3263,6803,62962,54299,117264,68890,61077,129961,73058,66683,139743,21069,35141,56212,24678,38188,62868,33290,45594,78885,5.7,6.5,6.1,5.7,7,6.3,4.8,4.9,4.9,71.3,57.8,64.3,69.6,58.1,63.7,65.1,56.2,60.5,67.2,54,60.4,65.7,54,59.7,61.9,53.4,57.6,2035,1928,3965,3363,3536,6893,5369,5871,11243,634,1091,1728,846,1526,2372,1124,2275,3400,6586,9591,16181,8793,12846,21636,12250,17774,30023,5689,8173,13862,7463,11053,18520,9019,12942,21962,23739,9698,33435,26209,12519,38726,28531,15216,43745,883,1868,2753,841,1921,2763,928,2058,2984,1081,2329,3406,1818,3009,4827,1885,3127,5014,25694,13893,39589,28872,17448,46319,31347,20403,51746,95541,99076,194616,101558,105201,206756,119441,123570,243011,13472,14329,27799,16322,17026,33346,17426,17890,35318,65821,67971,133797,67780,69843,137624,76928,78957,155886,35179,37807,72979,43917,46480,90399,50716,53560,104280
124,110106,117018,227125,118634,126160,244789,128840,136424,265262,58181,32735,90909,60451,35760,96217,53399,36078,89479,11558,28160,39719,13538,30218,43753,17882,28970,46848,4236,4317,8555,3318,4041,7358,9250,10334,19589,4051,3797,7847,4221,4208,8430,3802,3212,7011,78023,69014,147036,81531,74229,155759,84334,78598,162929,26657,42750,69403,30652,45190,75844,37755,50679,88437,5.2,5.5,5.3,5.2,5.7,5.4,4.5,4.1,4.3,70.9,59,64.7,68.7,58.8,63.6,65.5,57.6,61.4,67.2,55.7,61.3,65.2,55.5,60.2,62.5,55.3,58.8,2975,2996,5974,4260,4911,9166,6180,7692,13874,1174,1986,3155,1338,2597,3931,1738,3491,5232,9296,13734,23034,11110,16857,27962,14440,21453,35896,7614,10780,18390,9173,13526,22700,10269,15179,25441,29169,12659,41830,31304,15723,47027,33369,18283,51655,1141,2302,3441,992,2099,3092,1179,2323,3512,1434,2973,4407,2242,3648,5884,2203,3477,5685,31745,17935,49680,34538,21468,56009,36755,24084,60847,116634,121763,238392,118206,123554,241757,132439,137228,269669,15936,16981,32918,18525,19359,37879,19680,20776,40458,81001,84464,165465,81270,84451,165723,87923,91077,179002,42336,45325,87665,49286,52810,102101,54847,58164,113008
125,157968,158416,316382,182281,177641,359916,203119,195903,399020,69743,41208,110945,79063,46016,125086,66650,47794,114450,18832,26907,45734,24272,32269,56541,25694,32185,57872,5463,4898,10360,5113,4708,9826,17043,12841,29887,6987,6183,13173,9399,7945,17343,8585,6701,15283,101018,79194,180217,117846,90945,208790,117973,99522,217494,46304,69655,115962,53048,75941,128988,70504,83367,153879,6.9,7.8,7.3,8,8.7,8.3,7.3,6.7,7,64,50,57,64.7,51.2,58,58.1,50.8,54.5,59.5,46.1,52.8,59.5,46.7,53.2,53.9,47.4,50.7,10469,8126,18593,14958,13277,28237,21390,19642,41034,1610,2055,3667,2074,2868,4947,2581,4050,6631,23026,25672,48692,31628,34167,65791,40616,43246,83862,12645,14469,27111,14446,17051,31502,17047,19610,36659,23517,9962,33484,23706,11148,34846,23412,12435,35846,1117,2085,3202,1059,1882,2942,1222,2043,3267,1667,2967,4637,2644,3764,6411,2629,3879,6511,26299,15020,41318,27403,16793,44205,27263,18359,45622,154921,157110,312030,169028,169079,338108,189931,186618,376549,26797,25988,52781,36631,32676,69310,41170,37860,79025,98364,101244,199609,104504,107455,211957,114149,116095,230245,70034,69173,139213,90339,83377,173712,102631,95244,197874
126,64731,70241,134974,72908,78305,151219,80762,86849,167614,31821,20209,52027,34845,23004,57847,35358,26316,61675,7955,15290,23244,9572,17239,26808,11384,17147,28534,1791,2154,3943,1717,2228,3943,4873,5519,10393,2355,2234,4589,2992,2741,5733,2716,2509,5227,43921,39877,83800,49127,45210,94334,54331,51496,105821,18090,27611,45704,20714,29793,50509,23093,31657,54750,5.4,5.6,5.5,6.1,6.1,6.1,5,4.9,4.9,67.9,56.8,62.1,67.4,57.7,62.4,67.3,59.3,63.1,64.2,53.6,58.7,63.3,54.2,58.6,63.9,56.4,60,7216,5969,13184,9876,9237,19113,13474,13159,26631,1217,1881,3099,1384,2191,3570,1701,2872,4575,15277,16763,32038,18915,20907,39815,23519,26083,49601,5734,7801,13534,6115,8176,14293,6870,8867,15743,8363,3395,11759,8210,3768,11975,8231,4231,12460,383,700,1080,344,637,981,411,729,1142,746,1536,2281,1052,1919,2967,1099,1967,3068,9492,5626,15122,9608,6317,15925,9741,6928,16669,64165,68298,132465,68158,71980,140138,76896,81360,158254,11196,11641,22832,14584,15153,29738,16920,17442,34364,42297,45704,88006,43501,46481,89980,46986,50145,97130,28715,29955,58676,36141,37471,73608,42350,44242,86590
