SA4_CODE_2021,C11_15_19_Mar_RegM_M,C11_15_19_Mar_RegM_F,C11_15_19_Mar_RegM_P,C11_15_19_Mar_DFM_M,C11_15_19_Mar_DFM_F,C11_15_19_Mar_DFM_P,C11_15_19_N_mar_M,C11_15_19_N_mar_F,C11_15_19_N_mar_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Mar_RegM_M,C11_20_24_Mar_RegM_F,C11_20_24_Mar_RegM_P,C11_20_24_Mar_DFM_M,C11_20_24_Mar_DFM_F,C11_20_24_Mar_DFM_P,C11_20_24_N_mar_M,C11_20_24_N_mar_F,C11_20_24_N_mar_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_29_Mar_RegM_M,C11_25_29_Mar_RegM_F,C11_25_29_Mar_RegM_P,C11_25_29_Mar_DFM_M,C11_25_29_Mar_DFM_F,C11_25_29_Mar_DFM_P,C11_25_29_N_mar_M,C11_25_29_N_mar_F,C11_25_29_N_mar_P,C11_25_29_Tot_M,C11_25_29_Tot_F,C11_25_29_Tot_P,C11_30_34_Mar_RegM_M,C11_30_34_Mar_RegM_F,C11_30_34_Mar_RegM_P,C11_30_34_Mar_DFM_M,C11_30_34_Mar_DFM_F,C11_30_34_Mar_DFM_P,C11_30_34_N_mar_M,C11_30_34_N_mar_F,C11_30_34_N_mar_P,C11_30_34_Tot_M,C11_30_34_Tot_F,C11_30_34_Tot_P,C11_35_39_Mar_RegM_M,C11_35_39_Mar_RegM_F,C11_35_39_Mar_RegM_P,C11_35_39_Mar_DFM_M,C11_35_39_Mar_DFM_F,C11_35_39_Mar_DFM_P,C11_35_39_N_mar_M,C11_35_39_N_mar_F,C11_35_39_N_mar_P,C11_35_39_Tot_M,C11_35_39_Tot_F,C11_35_39_Tot_P,C11_40_44_Mar_RegM_M,C11_40_44_Mar_RegM_F,C11_40_44_Mar_RegM_P,C11_40_44_Mar_DFM_M,C11_40_44_Mar_DFM_F,C11_40_44_Mar_DFM_P,C11_40_44_N_mar_M,C11_40_44_N_mar_F,C11_40_44_N_mar_P,C11_40_44_Tot_M,C11_40_44_Tot_F,C11_40_44_Tot_P,C11_45_49_Mar_RegM_M,C11_45_49_Mar_RegM_F,C11_45_49_Mar_RegM_P,C11_45_49_Mar_DFM_M,C11_45_49_Mar_DFM_F,C11_45_49_Mar_DFM_P,C11_45_49_N_mar_M,C11_45_49_N_mar_F,C11_45_49_N_mar_P,C11_45_49_Tot_M,C11_45_49_Tot_F,C11_45_49_Tot_P,C11_50_54_Mar_RegM_M,C11_50_54_Mar_RegM_F,C11_50_54_Mar_RegM_P,C11_50_54_Mar_DFM_M,C11_50_54_Mar_DFM_F,C11_50_54_Mar_DFM_P,C11_50_54_N_mar_M,C11_50_54_N_mar_F,C11_50_54_N_mar_P,C11_50_54_Tot_M,C11_50_54_Tot_F,C11_50_54_Tot_P,C11_55_59_Mar_RegM_M,C11_55_59_Mar_RegM_F,C11_55_59_Mar_RegM_P,C11_55_59_Mar_DFM_M,C11_55_59_Mar_DFM_F,C11_55_59_Mar_DFM_P,C11_55_59_N_mar_M,C11_55_59_N_mar_F,C11_55_59_N_mar_P,C11_55_59_Tot_M,C11_55_59_Tot_F,C11_55_59_Tot_P,C11_60_64_Mar_RegM_M,C11_60_64_Mar_RegM_F,C11_60_64_Mar_RegM_P,C11_60_64_Mar_DFM_M,C11_60_64_Mar_DFM_F,C11_60_64_Mar_DFM_P,C11_60_64_N_mar_M,C11_60_64_N_mar_F,C11_60_64_N_mar_P,C11_60_64_Tot_M,C11_60_64_Tot_F,C11_60_64_Tot_P,C11_65_69_Mar_RegM_M,C11_65_69_Mar_RegM_F,C11_65_69_Mar_RegM_P,C11_65_69_Mar_DFM_M,C11_65_69_Mar_DFM_F,C11_65_69_Mar_DFM_P,C11_65_69_N_mar_M,C11_65_69_N_mar_F,C11_65_69_N_mar_P,C11_65_69_Tot_M,C11_65_69_Tot_F,C11_65_69_Tot_P,C11_70_74_Mar_RegM_M,C11_70_74_Mar_RegM_F,C11_70_74_Mar_RegM_P,C11_70_74_Mar_DFM_M,C11_70_74_Mar_DFM_F,C11_70_74_Mar_DFM_P,C11_70_74_N_mar_M,C11_70_74_N_mar_F,C11_70_74_N_mar_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Mar_RegM_M,C11_75_79_Mar_RegM_F,C11_75_79_Mar_RegM_P,C11_75_79_Mar_DFM_M,C11_75_79_Mar_DFM_F,C11_75_79_Mar_DFM_P,C11_75_79_N_mar_M,C11_75_79_N_mar_F,C11_75_79_N_mar_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Mar_RegM_M,C11_80_84_Mar_RegM_F,C11_80_84_Mar_RegM_P,C11_80_84_Mar_DFM_M,C11_80_84_Mar_DFM_F,C11_80_84_Mar_DFM_P,C11_80_84_N_mar_M,C11_80_84_N_mar_F,C11_80_84_N_mar_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Mar_RegM_M,C11_85_over_Mar_RegM_F,C11_85_over_Mar_RegM_P,C11_85_over_Mar_DFM_M,C11_85_over_Mar_DFM_F,C11_85_over_Mar_DFM_P,C11_85_over_N_mar_M,C11_85_over_N_mar_F,C11_85_over_N_mar_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Marr_reg_marr_M,C11_Tot_Marr_reg_marr_F,C11_Tot_Marr_reg_marr_P,C11_Tot_Mar_de_fa_mar_M,C11_Tot_Mar_de_fa_mar_F,C11_Tot_Mar_de_fa_mar_P,C11_Tot_N_mar_M,C11_Tot_N_mar_F,C11_Tot_N_mar_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Mar_RegM_M,C16_15_19_Mar_RegM_F,C16_15_19_Mar_RegM_P,C16_15_19_Mar_DFM_M,C16_15_19_Mar_DFM_F,C16_15_19_Mar_DFM_P,C16_15_19_N_mar_M,C16_15_19_N_mar_F
111,7,13,18,99,246,346,10317,9590,19907,10422,9849,20270,339,698,1032,1227,1904,3130,8951,7967,16923,10520,10568,21085,2198,3281,5481,2326,2531,4853,5320,4153,9476,9847,9969,19817,4242,5134,9377,1813,1634,3445,3101,2806,5912,9155,9579,18732,5720,6394,12111,1484,1388,2868,2701,2920,5620,9906,10703,20601,6013,6491,12506,1234,1225,2463,2943,3151,6092,10199,10866,21062,6160,6740,12907,1005,1022,2027,3169,3412,6578,10336,11178,21510,6638,6797,13438,876,864,1745,3047,3502,6551,10566,11169,21732,6324,6519,12839,679,573,1256,2703,3227,5932,9703,10317,20026,6416,6095,12509,458,402,855,2172,3113,5284,9036,9612,18652,5289,4774,10065,290,230,516,1705,2771,4475,7288,7773,15063,4095,3601,7704,142,118,261,1303,2634,3940,5542,6357,11905,3187,2496,5683,82,36,122,1084,2821,3903,4360,5354,9713,2238,1616,3852,36,24,63,1104,2990,4097,3378,4627,8005,1336,654,1990,20,4,25,986,3017,4001,2341,3673,6013,60213,61302,121519,11771,12212,23978,50613,58077,108694,122592,131596,254187,6,6,13,76,191,272,10063,9205
112,4,17,20,76,175,254,6691,6131,12824,6773,6321,13090,180,354,531,619,904,1527,3767,3144,6914,4567,4409,8972,969,1510,2474,938,1146,2087,2295,1936,4231,4204,4587,8798,1857,2452,4303,1018,1044,2070,1704,1824,3530,4585,5319,9907,2921,3456,6381,1070,1174,2246,1768,2099,3863,5763,6727,12491,3336,3972,7315,1049,1063,2115,1906,2456,4362,6295,7495,13788,3823,4185,8002,981,1031,2007,2237,2818,5055,7040,8026,15062,4210,4584,8799,886,959,1848,2613,3020,5632,7709,8568,16276,4370,4431,8806,801,669,1467,2410,2740,5151,7585,7837,15423,4492,4148,8642,613,462,1075,1947,2406,4350,7052,7016,14065,3621,3408,7028,322,212,537,1371,1952,3329,5313,5578,10894,3035,2708,5745,147,109,254,1040,1846,2889,4220,4668,8895,2432,1995,4428,91,57,147,896,2055,2953,3418,4106,7532,1896,1181,3080,47,29,79,792,2101,2889,2730,3310,6043,1019,484,1499,27,8,32,783,2199,2988,1824,2691,4515,38162,38894,77057,8692,9044,17735,32218,38722,70943,79075,86660,165736,12,13,23,50,121,176,6259,5859
113,4,11,16,77,179,244,4596,4167,8766,4672,4358,9030,167,361,528,694,1026,1721,2926,2552,5481,3782,3939,7723,1038,1551,2588,908,946,1860,1656,1503,3158,3602,4002,7603,1831,2240,4071,675,626,1302,1081,1022,2101,3591,3885,7473,2446,2769,5216,563,526,1090,1008,1069,2081,4019,4361,8384,2727,3072,5797,441,440,878,1055,1115,2170,4218,4631,8847,3008,3057,6065,437,424,855,1161,1163,2327,4598,4644,9245,3069,3167,6235,373,335,709,1193,1210,2403,4633,4718,9349,2875,2871,5747,282,223,503,1117,1091,2208,4273,4183,8453,2790,2574,5369,163,140,303,958,1036,1990,3912,3754,7661,2114,1951,4062,99,65,168,723,951,1668,2937,2966,5903,1766,1528,3293,66,35,96,629,1020,1649,2455,2592,5047,1329,993,2316,27,17,37,478,1048,1531,1825,2056,3887,856,494,1352,14,13,28,425,1144,1568,1293,1654,2947,446,206,650,8,9,13,313,1097,1412,767,1306,2078,26448,26839,53287,4813,5000,9820,19313,21212,40522,50574,53054,103624,0,3,5,57,147,206,4359,3825
114,6,9,14,32,100,132,3962,3633,7597,3997,3738,7738,126,243,367,413,620,1039,2075,1635,3706,2608,2499,5106,581,886,1467,546,570,1117,1099,972,2065,2220,2426,4651,1158,1470,2628,453,431,877,738,815,1553,2343,2708,5056,1754,2081,3835,500,495,991,817,954,1776,3064,3536,6598,2120,2442,4564,466,483,943,908,1197,2106,3492,4122,7617,2434,2643,5072,448,490,935,1077,1309,2387,3965,4438,8398,2630,2893,5519,428,423,857,1216,1351,2567,4275,4670,8946,2593,2822,5410,341,305,649,1059,1269,2327,3992,4398,8390,3156,3260,6424,267,275,542,1006,1334,2344,4428,4876,9304,2955,2804,5761,209,145,357,855,1321,2175,4022,4272,8293,2474,2148,4617,107,67,173,778,1235,2014,3354,3443,6804,1865,1379,3247,56,30,86,591,1284,1875,2513,2694,5208,1227,802,2031,28,12,46,484,1215,1695,1745,2026,3771,633,283,920,6,7,14,448,1190,1640,1094,1477,2574,25706,26166,51874,4310,4446,8759,17103,20717,37818,47125,51330,98451,4,7,8,38,81,121,3575,3479
115,0,9,10,8,41,51,7961,7359,15322,7975,7406,15384,122,269,391,211,345,557,6162,5562,11724,6495,6178,12671,975,1681,2654,485,510,993,3096,2345,5446,4554,4532,9090,2895,3884,6781,447,460,908,1405,1072,2481,4749,5425,10173,5047,6062,11111,450,470,919,1034,1085,2120,6531,7624,14153,5953,6753,12705,451,486,939,938,1175,2113,7346,8415,15761,6290,6467,12758,413,404,813,896,1338,2230,7599,8206,15798,6007,6077,12083,372,347,720,861,1311,2170,7247,7734,14975,5401,5229,10631,264,236,504,696,1204,1900,6358,6671,13028,5019,4565,9582,202,160,357,664,1212,1882,5884,5941,11822,3703,2949,6649,116,80,195,531,1151,1681,4346,4175,8523,2362,1783,4144,52,25,82,343,884,1227,2754,2693,5448,1366,919,2285,19,15,32,302,857,1158,1694,1781,3477,865,496,1363,11,3,16,275,928,1206,1149,1437,2588,444,196,640,7,4,16,282,1031,1310,735,1230,1967,46456,47334,93789,3505,3603,7109,25445,28508,53952,75408,79435,154848,7,0,6,15,33,48,8257,7597
116,8,36,44,71,140,209,10498,10010,20513,10582,10180,20761,407,1129,1540,590,899,1489,8643,7441,16085,9635,9472,19111,3146,5231,8375,1227,1402,2635,5691,4527,10218,10062,11158,21225,6668,7926,14590,1053,1041,2096,3255,2913,6168,10970,11881,22847,7579,7864,15449,936,837,1775,2423,2903,5331,10938,11611,22546,6944,7073,14021,763,776,1538,2331,2775,5107,10047,10624,20673,6865,6615,13480,670,615,1285,2150,2695,4843,9681,9933,19613,6155,5862,12022,442,464,903,1990,2646,4632,8582,8968,17555,5423,5063,10482,346,291,637,1680,2472,4152,7446,7838,15279,4841,4226,9068,215,130,350,1327,2344,3671,6392,6699,13084,3381,2563,5945,122,75,192,991,1846,2833,4494,4481,8976,2234,1578,3810,39,29,76,664,1635,2295,2940,3241,6183,1404,887,2290,23,12,36,555,1575,2131,1981,2475,4455,793,454,1243,13,9,17,456,1212,1667,1262,1670,2929,358,158,516,9,4,10,266,1046,1311,631,1208,1842,56204,56672,112877,6518,6728,13245,42922,48043,90964,105648,111432,217079,7,26,29,57,106,162,11390,10547
117,0,16,16,36,91,135,3829,3971,7802,3869,4085,7952,268,616,880,1195,1656,2852,8878,9330,18205,10334,11600,21933,2241,3321,5564,3863,4165,8031,10174,9092,19271,16287,16583,32872,4517,5135,9654,3864,3006,6874,6721,5903,12624,15109,14043,29149,4409,4478,8890,2815,1834,4653,4756,4112,8873,11984,10435,22417,3429,3318,6746,2234,1328,3560,3815,3316,7125,9470,7960,17434,2863,2663,5526,1597,900,2500,3375,2880,6254,7835,6447,14282,2466,2387,4857,1087,634,1720,2920,2724,5638,6475,5739,12212,2265,2312,4574,765,475,1233,2305,2556,4860,5325,5341,10670,2184,1967,4150,544,261,806,1978,2197,4175,4704,4421,9124,1707,1471,3174,222,98,319,1489,1746,3240,3421,3314,6737,1428,1151,2579,86,35,126,1051,1463,2507,2562,2653,5218,1057,781,1841,46,6,55,780,1274,2046,1887,2059,3945,721,382,1100,14,5,16,535,1137,1665,1264,1521,2787,351,127,477,3,3,7,359,1062,1423,712,1193,1907,29909,30117,60028,18373,14512,32884,52952,52760,105715,101238,97393,198628,7,16,17,78,116,193,4831,5125
118,0,8,8,14,39,57,4912,4659,9572,4928,4705,9636,107,257,361,551,935,1493,7148,7279,14430,7805,8474,16278,1248,2029,3280,2280,2935,5214,6448,6277,12724,9976,11239,21215,3523,4514,8036,2672,2332,5003,4119,4217,8336,10309,11069,21381,4841,5314,10152,1728,1476,3199,2602,3051,5659,9169,9840,19010,4517,4718,9231,1186,1000,2186,2069,2627,4696,7771,8337,16114,4131,4136,8263,878,683,1552,1851,2543,4390,6851,7360,14207,3588,3648,7235,624,507,1129,1764,2397,4161,5979,6554,12532,3151,3153,6304,478,364,848,1555,2223,3783,5193,5745,10937,3257,3029,6289,382,255,637,1468,2341,3805,5109,5624,10733,2531,2274,4806,230,139,372,1058,1909,2967,3817,4326,8144,1999,1708,3708,106,46,154,802,1723,2524,2908,3478,6386,1593,1119,2708,48,14,61,596,1644,2240,2236,2780,5017,1239,770,2006,26,13,41,570,1816,2384,1839,2602,4436,850,354,1201,23,9,27,660,2239,2900,1530,2607,4134,36561,37035,73592,11225,10758,21988,37628,46944,84577,85415,94745,180155,0,3,5,35,53,83,5418,5336
119,10,116,129,34,80,115,15751,14497,30248,15801,14693,30494,812,2649,3469,589,917,1502,15490,13077,28567,16893,16647,33541,5348,9016,14364,1476,1677,3155,11579,8628,20210,18408,19323,37728,10271,11775,22047,1324,1310,2640,6384,5384,11770,17981,18477,36455,11473,12129,23604,1134,1135,2274,4490,4829,9318,17101,18096,35192,11214,11943,23157,995,969,1968,4122,4911,9031,16337,17820,34154,11431,11243,22675,935,854,1791,4117,5200,9316,16483,17298,33780,10682,10247,20927,819,730,1551,3897,5266,9159,15394,16238,31632,9176,8722,17892,579,465,1047,3281,4729,8007,13034,13915,26941,8584,7670,16256,414,291,700,2938,4250,7183,11936,12203,24139,6861,5683,12542,229,132,359,2149,3599,5750,9235,9415,18652,5586,4691,10277,118,60,178,1643,3453,5094,7345,8204,15549,4621,3339,7962,52,30,86,1375,3633,5006,6050,7005,13061,3226,1855,5082,25,20,47,1293,3876,5167,4548,5747,10296,1867,831,2694,15,13,28,1286,4251,5541,3161,5095,8260,101171,101912,203087,8739,8693,17433,79796,89564,169358,189705,200167,389877,12,103,117,31,71,100,16564,15710
120,0,14,19,15,44,57,5935,5806,11745,5957,5866,11821,304,704,1008,524,848,1369,7624,6947,14568,8446,8495,16943,2512,3825,6336,1720,1987,3709,6668,5425,12090,10902,11233,22133,5233,6000,11236,1674,1619,3293,3608,3529,7135,10513,11141,21658,6166,6552,12720,1307,1221,2525,2453,3079,5528,9923,10850,20772,5495,5891,11385,1062,1024,2085,2177,2949,5123,8731,9854,18582,5225,5333,10562,896,879,1775,2024,3075,5099,8146,9289,17431,4698,4627,9315,665,637,1305,1902,2755,4658,7264,8013,15281,4095,3978,8074,555,500,1049,1536,2686,4222,6181,7166,13346,3748,3475,7227,391,329,726,1448,2398,3843,5587,6203,11797,2764,2385,5149,202,123,323,1063,1863,2926,4029,4370,8398,2230,1890,4123,96,43,142,790,1741,2533,3118,3679,6799,1880,1313,3198,49,20,70,632,1730,2359,2560,3066,5627,1356,711,2065,19,12,29,575,1726,2297,1946,2448,4391,708,291,997,14,11,20,494,1809,2301,1219,2102,3316,46421,46985,93406,9190,9284,18474,38924,47508,86425,94533,103773,198306,5,16,20,36,46,74,6411,6249
121,3,9,7,12,35,48,10056,9852,19902,10072,9894,19963,183,459,647,496,891,1389,8881,8516,17393,9558,9865,19422,2181,3548,5728,2064,2467,4533,6556,5772,12324,10796,11788,22583,6155,7732,13885,2009,1809,3815,3950,3913,7865,12109,13452,25564,8849,9791,18636,1400,1207,2613,2670,3246,5921,12919,14247,27167,9370,10382,19753,1051,1003,2055,2208,3240,5456,12633,14628,27260,9296,9722,19013,934,831,1764,2033,3274,5310,12262,13823,26085,8468,8410,16885,764,665,1436,2078,3355,5431,11314,12437,23753,7068,6958,14028,551,530,1075,1800,3157,4958,9422,10645,20071,6749,6452,13201,499,326,822,1677,3189,4864,8922,9967,18891,5458,4638,10095,293,157,452,1237,2714,3951,6992,7510,14497,3892,3248,7141,156,79,235,947,2362,3311,4998,5688,10688,2957,2175,5133,65,24,86,708,2294,3004,3732,4491,8222,2107,1439,3547,31,8,39,764,2534,3304,2908,3985,6890,1476,717,2193,24,7,30,867,3255,4115,2360,3973,6337,74212,75676,149890,10351,10036,20386,46427,60685,107114,130995,146395,277387,0,8,5,27,49,73,10969,10480
122,0,5,11,21,39,58,6405,5872,12277,6428,5915,12344,126,285,408,361,701,1064,5110,4267,9371,5589,5250,10840,1011,1772,2788,1303,1720,3030,3585,2710,6295,5907,6209,12108,3325,4280,7609,1545,1439,2984,2308,1879,4195,7187,7601,14784,5680,6492,12175,1232,1105,2345,1784,1756,3544,8703,9355,18054,6023,6584,12598,922,938,1865,1593,1857,3448,8536,9385,17916,5787,5831,11617,780,809,1582,1679,2081,3754,8235,8716,16953,4988,4990,9978,658,548,1203,1473,1981,3456,7117,7521,14639,4296,4238,8529,438,423,858,1305,1863,3165,6038,6524,12560,4174,3868,8043,365,251,615,1182,1829,3006,5719,5945,11663,3496,3273,6767,220,124,342,866,1697,2564,4585,5093,9674,2799,2235,5037,97,53,152,637,1508,2150,3532,3800,7335,1935,1502,3439,33,16,51,527,1544,2069,2495,3066,5557,1450,971,2426,28,13,42,534,1805,2337,2009,2795,4809,922,436,1359,17,3,21,727,2257,2979,1660,2701,4357,46009,46764,92775,8025,8190,16216,29699,34905,64608,83735,89858,173600,0,3,3,20,29,46,7018,6460
123,3,17,20,47,120,168,8698,8111,16809,8749,8245,16999,305,708,1013,626,987,1608,6468,5734,12200,7399,7427,14830,2027,3155,5189,1228,1326,2546,3799,3254,7054,7051,7738,14786,3846,4675,8520,980,920,1900,2137,2083,4228,6972,7675,14648,4884,5349,10230,887,864,1755,1837,2255,4088,7606,8466,16074,5066,5369,10435,736,724,1460,1481,2078,3561,7290,8169,15460,5173,5354,10528,653,647,1302,1579,2144,3717,7407,8139,15548,5356,5375,10731,511,528,1040,1441,2071,3514,7303,7978,15282,4900,4608,9512,405,332,742,1293,2053,3345,6596,6996,13592,4476,3840,8317,279,195,479,1133,1895,3025,5889,5936,11822,2916,2255,5166,123,93,214,767,1404,2171,3804,3756,7557,1834,1389,3224,53,28,86,512,1180,1696,2402,2601,5002,1147,723,1877,17,17,41,383,1084,1465,1554,1827,3380,630,399,1030,14,15,26,302,961,1263,944,1376,2322,326,165,495,10,0,10,237,855,1083,568,1017,1590,42899,43384,86287,6573,6797,13369,32066,37159,69225,81538,87343,168881,3,17,22,49,116,165,8565,8092
124,4,12,18,83,184,266,9638,9163,18800,9723,9357,19075,402,795,1201,979,1501,2477,7267,6463,13726,8648,8760,17408,2419,3548,5969,1699,1825,3524,4254,3591,7849,8385,8959,17347,4410,5210,9613,1361,1333,2688,2612,2509,5117,8372,9045,17419,5500,5988,11493,1206,1146,2349,2228,2586,4817,8938,9716,18657,5760,6229,11988,1081,1062,2147,2211,2675,4885,9051,9969,19024,5794,6098,11891,912,932,1844,2164,2806,4970,8870,9836,18705,6137,6545,12684,710,749,1460,2140,2816,4956,8990,10111,19101,5927,5592,11514,556,513,1073,1931,2691,4622,8413,8788,17207,5520,4878,10401,425,348,772,1650,2594,4248,7597,7825,15426,3660,3017,6678,209,134,343,1196,2086,3285,5072,5240,10307,2442,1912,4355,87,47,139,791,1786,2569,3323,3739,7064,1604,1090,2693,55,19,77,594,1661,2252,2250,2770,5024,937,571,1515,18,13,34,524,1472,1997,1488,2051,3544,504,254,763,12,11,22,435,1524,1957,955,1785,2741,51040,51737,102777,9392,9817,19209,39640,46412,86053,100070,107967,208041,5,4,8,86,166,255,9519,8827
125,6,100,108,31,66,105,11684,10691,22373,11722,10860,22585,808,2522,3336,531,816,1347,12366,9879,22246,13709,13219,26927,5436,8946,14379,1258,1432,2683,9777,6710,16482,16466,17084,33550,9830,10545,20374,1030,981,2014,5225,4026,9248,16081,15551,31632,9336,9274,18609,834,732,1568,3531,3557,7093,13699,13571,27268,8399,8285,16684,661,671,1325,3041,3675,6713,12097,12626,24725,8191,7998,16186,599,562,1167,3032,3555,6592,11820,12121,23935,7543,7031,14572,508,459,961,2802,3744,6548,10855,11228,22082,6487,6105,12589,382,335,717,2417,3328,5744,9279,9768,19050,5850,5165,11020,258,173,436,2068,3012,5082,8178,8357,16537,4659,3798,8457,138,94,228,1380,2335,3711,6178,6224,12396,3538,2777,6316,81,45,122,1119,2225,3347,4731,5052,9786,2611,1752,4364,45,13,53,891,2238,3132,3543,4004,7551,1690,978,2673,13,13,28,787,2352,3141,2492,3350,5840,855,399,1253,6,5,16,719,2388,3107,1584,2798,4380,75240,75682,150920,6381,6400,12774,60831,63722,124559,142450,145804,288258,8,61,67,29,58,84,11902,11044
126,4,8,12,11,24,33,4610,4529,9140,4626,4556,9178,128,306,439,265,405,669,5290,5242,10535,5686,5961,11646,1286,2001,3285,692,775,1474,3371,2741,6114,5353,5520,10869,2948,3409,6357,508,472,982,1751,1493,3246,5213,5370,10584,3689,4057,7746,410,371,784,1178,1266,2446,5279,5696,10976,3655,4197,7855,326,341,673,1010,1324,2345,5002,5871,10870,4090,4119,8202,306,292,594,1051,1427,2481,5444,5836,11279,3725,3847,7570,237,226,460,1000,1420,2417,4963,5489,10448,3241,3101,6339,206,176,383,899,1471,2373,4342,4747,9091,2969,2631,5600,153,124,272,805,1317,2127,3924,4071,8001,2119,1860,3977,86,49,136,510,1129,1637,2717,3038,5749,1714,1491,3207,34,16,48,436,1149,1583,2183,2657,4838,1416,1074,2486,21,8,31,377,1111,1491,1814,2196,4009,1070,664,1734,7,4,13,371,1335,1704,1459,1999,3454,576,269,849,3,7,10,455,1511,1961,1030,1788,2815,32626,33028,65658,3275,3286,6561,23116,28479,51592,59023,64794,123814,7,9,11,22,30,54,5030,4593
127,6,72,77,31,80,108,13555,12484,26044,13593,12635,26227,481,1661,2144,354,552,908,10949,9666,20618,11787,11881,23673,3161,5295,8460,835,989,1822,7512,5989,13503,11504,12276,23784,5694,7399,13094,731,736,1466,4408,3796,8205,10836,11927,22764,7373,8481,15862,685,742,1430,3268,3560,6828,11330,12789,24117,8130,8523,16652,743,655,1396,2888,3516,6406,11757,12701,24455,8761,8289,17055,632,596,1231,2894,3537,6431,12286,12429,24713,8178,7903,16078,498,433,929,2706,3681,6384,11378,12016,23395,7166,6642,13807,306,281,590,1964,3149,5117,9442,10074,19512,6189,5234,11428,228,163,391,1635,2691,4322,8053,8088,16142,4410,3351,7759,110,72,180,1147,2106,3248,5661,5524,11188,3312,2442,5755,56,31,95,944,2204,3142,4316,4673,8991,2298,1455,3757,42,18,59,727,2118,2844,3064,3596,6662,1393,660,2051,8,8,20,591,1834,2429,1989,2504,4493,610,230,845,11,6,14,461,1442,1903,1082,1679,2756,67173,67642,134814,5271,5358,10632,55642,61777,117420,128081,134780,262867,10,71,80,39,70,110,14120,13061
128,0,7,6,11,31,49,6547,6231,12776,6560,6271,12827,126,297,423,389,638,1026,5751,5158,10908,6272,6090,12361,1241,1990,3228,1121,1347,2474,3318,2625,5943,5678,5961,11641,3192,3933,7123,963,833,1799,1758,1494,3251,5909,6264,12171,4674,5253,9923,761,723,1484,1450,1516,2963,6875,7492,14370,4861,5345,10205,622,607,1228,1311,1632,2936,6784,7583,14375,4871,5167,10036,489,513,995,1397,1766,3165,6757,7439,14203,5047,5152,10201,435,418,857,1391,1787,3177,6875,7357,14238,4679,4557,9244,351,292,644,1125,1570,2690,6156,6416,12578,4386,3980,8371,263,173,431,952,1577,2521,5601,5724,11324,3353,2933,6287,111,105,216,693,1435,2125,4154,4480,8630,2359,1999,4367,61,36,93,524,1255,1781,2942,3294,6240,1774,1427,3200,27,10,41,484,1364,1849,2283,2807,5085,1397,936,2333,23,8,32,483,1699,2182,1899,2639,4545,737,354,1093,9,9,14,507,1697,2210,1254,2064,3317,42695,43343,86035,5637,5745,11382,27677,32803,60483,76011,81893,157903,5,5,5,23,48,68,6383,6038
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
