POA_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2019,5079,5134,10215,294,256,549,713,844,1551,10,24,34,17,25,36,0,4,4,4,0,6,0,0,0,5,0,5,0,4,0,0,0,5,747,895,1643,21,44,72,15,4,24,1078,1209,2285,391,385,775,6547,6727,13276
POA2020,6875,6654,13532,917,908,1829,2101,1966,4069,61,51,116,38,45,88,12,13,20,16,12,30,4,5,13,3,4,10,18,17,36,0,0,0,2260,2111,4372,160,173,335,80,55,129,3424,3240,6660,600,516,1118,10900,10409,21309
POA2021,5159,5426,10586,324,402,724,949,1138,2092,54,60,120,36,40,79,17,27,44,22,13,38,5,3,6,4,0,0,15,15,30,0,0,0,1102,1304,2410,132,174,310,23,14,37,1584,1894,3481,338,371,708,7084,7692,14770
POA2022,4493,4814,9310,324,340,664,968,1024,1996,35,23,54,31,42,72,3,11,14,4,8,6,0,0,0,3,4,4,8,3,16,0,0,0,1050,1114,2165,129,152,282,40,13,50,1542,1621,3163,426,448,876,6468,6886,13359
POA2023,3909,4176,8083,174,189,364,587,737,1323,12,21,36,18,28,44,0,3,10,8,3,13,0,0,0,0,0,0,10,8,13,0,0,0,633,792,1423,81,92,175,18,7,28,905,1084,1994,201,214,421,5016,5471,10494
POA2024,4055,4367,8427,205,212,418,616,698,1309,22,29,52,19,21,38,0,0,6,6,11,22,0,3,3,0,0,0,8,3,9,0,0,0,665,767,1437,69,94,167,9,11,19,951,1086,2034,333,442,774,5339,5892,11236
POA2025,2393,2895,5286,72,94,171,441,579,1021,17,12,33,12,18,35,3,6,14,3,10,13,0,0,0,0,0,3,8,7,14,0,0,0,489,633,1124,52,61,113,20,4,26,629,805,1432,167,231,394,3183,3926,7115
POA2026,11070,11367,22431,981,1057,2034,2070,2390,4461,101,133,235,86,95,180,11,9,21,26,33,57,4,0,3,7,4,10,19,22,42,0,0,0,2330,2682,5008,340,347,681,60,57,121,3707,4142,7847,974,986,1959,15748,16488,32238
POA2027,2666,3143,5813,96,124,226,447,523,969,21,18,43,4,9,19,0,4,4,0,5,3,0,0,0,0,0,0,6,3,5,0,0,0,479,561,1038,48,72,118,8,12,16,638,761,1399,247,291,533,3545,4192,7740
POA2028,1530,1837,3365,61,87,140,318,415,732,7,8,12,12,18,26,4,7,7,3,6,13,0,0,0,0,0,0,3,0,8,0,0,0,343,450,796,65,72,136,4,3,8,469,613,1080,81,119,209,2082,2573,4651
POA2029,3443,3913,7359,116,140,260,603,707,1308,16,23,39,15,20,34,3,3,3,5,11,9,0,0,0,0,0,0,7,11,17,0,0,0,646,771,1418,73,83,153,8,9,20,848,1003,1853,256,323,580,4552,5240,9792
POA2030,5675,6098,11776,213,207,419,563,598,1161,24,22,43,11,12,28,7,13,15,10,7,15,0,0,0,0,0,0,10,9,16,15,0,22,646,658,1306,72,89,161,9,7,10,942,958,1902,311,334,642,6925,7391,14315
POA2031,11551,12740,24294,493,596,1093,2307,2694,5001,93,112,205,82,96,180,23,20,37,30,28,57,7,8,11,10,6,19,30,47,77,0,0,4,2582,3014,5593,269,296,567,34,37,75,3381,3945,7330,847,935,1784,15779,17621,33400
POA2032,5056,5021,10078,351,315,670,1272,1246,2518,31,38,72,31,36,65,8,7,18,10,11,20,0,0,4,0,4,4,6,17,26,0,0,0,1367,1366,2733,118,112,233,29,17,44,1865,1808,3673,389,365,755,7314,7198,14511
POA2033,3961,4027,7990,247,218,468,1037,1033,2072,56,44,102,45,51,91,22,21,41,21,24,44,8,5,10,3,0,6,26,31,61,0,0,3,1207,1216,2418,131,109,234,22,16,35,1606,1550,3160,348,319,666,5918,5901,11820
POA2034,7011,7840,14853,359,471,831,1174,1415,2590,52,71,123,39,55,92,6,10,15,10,14,27,0,0,0,9,5,14,12,15,29,0,0,0,1294,1594,2885,144,187,334,32,28,62,1834,2275,4105,503,557,1059,9349,10672,20017
POA2035,13045,14008,27054,316,339,653,1980,2079,4057,43,44,87,44,47,91,7,5,9,12,9,24,0,0,3,4,4,4,19,15,29,0,0,0,2098,2207,4303,203,181,383,56,35,89,2676,2752,5434,834,905,1744,16558,17670,34225
POA2036,12207,12828,25029,511,505,1015,1929,1933,3858,23,25,49,26,24,56,0,3,8,12,10,20,0,0,0,0,3,4,15,19,34,0,0,0,2009,2018,4025,151,135,289,38,35,69,2711,2691,5402,1948,977,2923,16864,16486,33352
POA2037,5433,5898,11333,400,448,844,1286,1366,2653,56,61,112,46,51,95,16,11,35,13,12,23,8,3,9,6,5,8,13,18,27,0,0,0,1438,1530,2963,139,167,306,10,22,37,1990,2165,4155,504,482,983,7920,8549,16474
POA2038,3388,3679,7072,103,115,216,594,697,1289,24,37,59,4,7,15,0,0,6,5,9,12,0,3,4,0,0,0,9,8,12,0,0,0,640,763,1404,59,70,132,7,8,15,816,955,1765,268,253,522,4475,4891,9362
POA2039,3140,3435,6576,151,154,307,519,585,1106,13,17,31,22,19,37,3,8,12,0,3,4,0,4,5,3,0,3,4,4,9,0,0,0,565,637,1204,29,45,75,4,8,8,747,845,1589,134,125,263,4027,4406,8432
POA2040,8364,9186,17547,394,429,816,1313,1459,2771,23,20,49,21,36,53,6,7,15,16,12,30,4,6,4,0,4,3,9,10,18,0,0,0,1391,1552,2945,98,96,198,24,23,48,1912,2098,4007,452,486,939,10725,11771,22492
POA2041,5869,6350,12228,378,394,769,632,700,1330,30,42,74,28,26,48,4,0,9,4,14,15,0,0,4,0,4,4,10,10,18,0,0,0,703,796,1500,137,102,245,14,11,29,1233,1311,2541,314,301,613,7411,7966,15376
POA2042,6437,6074,12507,326,389,720,1834,1886,3719,58,61,123,42,48,90,9,8,18,15,17,34,0,0,6,5,3,10,22,22,47,0,0,0,1989,2053,4044,145,115,262,39,28,67,2499,2587,5087,499,403,905,9441,9062,18500
POA2043,3214,2943,6158,348,342,688,996,1014,2009,36,34,66,13,27,42,7,9,12,10,12,22,0,3,3,0,0,0,4,5,15,0,0,0,1060,1109,2167,86,90,176,13,7,24,1510,1536,3048,183,154,337,4909,4634,9543
POA2044,3140,2974,6117,108,97,207,685,682,1367,9,7,17,13,4,17,0,0,6,0,0,7,0,0,0,0,0,0,5,0,7,0,0,0,715,706,1423,43,45,93,10,12,27,881,862,1742,164,140,301,4190,3973,8155
POA2045,2791,2845,5639,57,53,108,234,242,479,4,7,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,249,254,503,14,14,24,3,7,15,317,330,647,78,77,154,3186,3249,6435
POA2046,10665,11780,22444,385,459,844,1078,1194,2273,13,22,34,12,13,27,3,10,13,3,0,6,0,0,0,0,0,0,4,4,7,0,0,0,1117,1241,2359,88,89,179,16,10,28,1602,1805,3410,487,633,1119,12751,14220,26972
POA2047,4414,4958,9375,225,211,435,608,648,1260,16,20,35,22,28,50,0,3,3,0,4,4,0,0,0,0,3,0,0,7,3,0,0,0,649,702,1356,55,72,128,6,8,11,941,996,1933,230,317,547,5591,6269,11860
POA2048,2760,2855,5613,135,156,289,586,598,1182,8,20,26,21,19,38,0,4,4,0,10,8,0,0,0,0,0,5,8,5,14,0,0,0,632,648,1276,35,29,60,3,4,8,805,833,1641,175,138,306,3739,3826,7567
POA2049,4244,4480,8728,206,227,431,936,1004,1940,28,24,52,14,15,30,4,0,3,9,7,16,10,7,14,0,0,0,6,14,16,0,0,0,1000,1062,2067,52,70,123,15,7,25,1275,1369,2646,400,357,756,5918,6216,12128
POA2050,2923,2808,5728,206,235,443,1021,1032,2049,36,40,76,33,42,73,3,12,16,15,15,32,0,6,13,0,0,7,21,32,54,0,0,0,1140,1176,2319,111,110,216,8,9,23,1462,1537,2998,320,248,564,4707,4585,9289
POA2060,4890,5314,10209,321,345,665,1258,1316,2575,56,47,102,39,50,85,6,13,16,21,23,48,0,5,8,4,3,8,29,32,52,4,0,4,1408,1478,2889,179,191,371,23,20,41,1929,2039,3967,408,407,816,7231,7755,14987
POA2061,1977,2216,4188,98,123,222,431,495,926,18,27,41,10,13,31,6,4,6,3,8,7,0,0,0,0,0,0,10,11,21,0,0,0,481,552,1035,74,80,154,8,0,9,656,761,1415,223,276,496,2850,3250,6102
POA2062,2609,2838,5446,118,135,249,400,500,897,11,11,20,8,8,16,0,0,0,3,5,9,0,0,0,0,0,0,0,4,4,0,0,0,428,525,956,61,62,126,0,5,4,603,724,1333,102,102,201,3309,3668,6977
POA2063,2634,2822,5455,99,93,193,237,241,483,3,12,18,3,0,5,0,0,0,4,0,4,0,0,0,0,0,0,3,5,8,0,0,0,259,257,513,31,39,67,0,9,6,385,392,778,106,118,220,3121,3327,6450
POA2064,3457,3582,7038,241,207,443,638,617,1255,15,12,26,17,7,21,0,0,5,5,3,4,5,0,8,0,0,3,3,5,10,0,0,0,679,645,1328,68,85,156,13,5,15,1003,938,1938,167,182,348,4620,4707,9325
POA2065,11024,11999,23019,654,649,1303,2344,2590,4926,64,65,130,49,51,100,15,11,26,20,23,35,0,0,4,10,0,7,19,17,41,0,0,0,2512,2757,5272,297,304,602,34,33,64,3498,3746,7241,453,565,1016,14969,16303,31269
POA2066,13004,13695,26698,557,592,1156,1907,1905,3816,51,51,100,26,23,45,5,0,8,4,6,12,3,3,8,0,0,3,18,13,28,0,0,0,2014,2014,4022,183,202,390,23,29,53,2780,2832,5620,504,582,1083,16289,17110,33396
POA2067,9520,10454,19971,604,737,1341,1705,1803,3508,59,44,100,39,37,73,11,9,14,6,10,15,4,5,7,0,0,3,14,9,25,0,0,0,1840,1914,3747,354,411,764,33,27,56,2826,3090,5918,469,496,962,12811,14040,26850
POA2068,7085,7631,14711,165,178,341,694,824,1517,10,19,32,16,12,22,0,0,3,3,0,8,0,3,3,0,0,0,8,10,15,0,0,0,730,871,1598,91,98,183,10,7,21,994,1152,2147,201,247,445,8279,9022,17304
POA2069,5996,6242,12241,152,156,309,639,663,1305,16,17,36,5,3,10,5,5,6,0,0,5,0,0,0,0,0,0,5,5,9,0,0,0,677,696,1376,86,96,181,4,12,19,921,959,1884,175,211,384,7098,7411,14506
POA2070,5927,6383,12309,171,188,363,559,623,1183,17,26,44,8,5,9,0,0,0,3,0,6,0,0,0,0,0,0,3,8,12,0,0,0,596,665,1260,125,123,250,5,3,10,897,977,1875,158,176,332,6982,7536,14524
POA2071,5430,5755,11187,184,227,417,582,579,1158,17,16,33,3,5,13,0,0,0,3,0,3,0,0,3,0,0,0,5,7,12,0,0,0,608,614,1226,124,125,246,3,11,18,927,979,1904,148,194,342,6506,6931,13431
POA2072,3285,3584,6870,148,182,332,495,566,1064,12,7,21,8,3,16,3,3,5,0,0,0,0,4,0,0,0,0,0,4,8,0,0,0,527,589,1112,83,79,156,10,4,17,768,851,1624,110,127,233,4166,4565,8729
POA2073,6912,7600,14516,133,167,297,741,839,1588,13,12,19,18,13,31,4,4,10,3,3,9,3,0,8,0,0,0,13,4,15,0,0,0,787,881,1670,98,125,224,0,4,6,1017,1179,2198,170,196,370,8101,8980,17081
POA2074,9621,10341,19962,191,204,399,978,1044,2025,16,16,29,10,5,17,0,5,6,5,10,13,4,7,11,0,0,0,7,10,18,0,0,0,1031,1085,2113,134,112,250,11,13,24,1363,1424,2786,222,287,505,11207,12046,23247
POA2075,8824,9514,18337,301,327,626,888,938,1826,14,18,29,10,12,21,0,0,0,12,4,19,0,0,0,0,0,0,3,5,9,0,0,0,931,974,1906,115,134,255,5,0,3,1353,1437,2797,185,196,383,10367,11147,21521
POA2076,10421,10965,21382,196,229,423,1102,1167,2268,20,20,38,18,14,31,5,8,13,0,3,8,0,7,8,0,0,0,5,6,16,0,0,0,1144,1229,2384,120,110,234,22,13,37,1486,1592,3075,307,393,702,12207,12949,25161
POA2077,16465,17300,33767,815,821,1636,2366,2411,4776,44,38,83,27,32,58,12,14,19,7,4,16,3,7,13,0,4,9,18,6,23,0,0,0,2476,2518,4988,224,267,489,37,26,67,3552,3634,7183,683,680,1361,20698,21613,42307
POA2079,3397,3347,6749,108,129,244,270,291,563,6,0,4,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,298,581,18,16,31,7,0,3,414,443,862,60,59,122,3868,3854,7728
POA2080,761,777,1536,23,27,55,67,54,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,54,120,0,0,0,4,5,7,97,84,186,23,16,37,878,877,1749
POA2081,2419,2452,4876,44,36,87,144,133,276,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,137,283,6,11,16,3,5,7,201,187,388,45,48,91,2667,2693,5355
POA2082,2393,2442,4843,78,73,146,153,138,291,0,0,3,0,5,3,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,158,150,303,20,14,30,0,4,3,256,234,489,32,50,81,2686,2722,5410
POA2083,701,672,1374,17,16,34,59,60,119,0,0,0,6,5,11,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,68,68,135,9,0,3,0,0,0,91,87,175,43,53,97,841,808,1646
POA2084,1677,1615,3295,31,23,56,125,140,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,141,265,3,8,12,3,0,3,163,173,333,56,52,108,1894,1841,3732
POA2085,4892,5200,10086,86,74,158,414,448,861,4,3,10,4,4,8,0,5,5,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,424,457,879,23,29,52,3,6,11,540,565,1099,84,111,194,5512,5869,11382
POA2086,6095,6171,12271,90,96,189,583,575,1156,10,5,15,7,10,15,0,0,3,3,0,3,0,0,0,0,4,0,8,8,12,0,0,0,609,606,1211,59,59,119,6,4,13,764,766,1526,114,168,284,6977,7109,14082
POA2087,5584,5876,11464,126,113,236,430,431,863,8,3,8,4,4,11,0,0,0,0,6,8,0,0,0,0,3,3,0,3,3,0,0,0,447,453,899,28,47,72,11,0,8,608,613,1221,163,218,376,6351,6707,13056
POA2088,10322,12144,22465,405,490,901,1364,1620,2981,40,32,77,28,47,78,11,7,17,5,4,15,3,0,7,3,0,4,14,17,28,0,0,0,1475,1734,3211,244,256,500,25,24,48,2145,2508,4656,449,522,970,12914,15178,28090
POA2089,3859,4337,8192,197,263,464,805,1003,1812,29,32,59,26,28,51,7,3,9,5,4,5,0,0,0,3,3,8,7,6,14,0,0,0,876,1086,1960,95,120,217,12,14,28,1185,1483,2671,218,264,482,5260,6081,11341
POA2090,4725,5512,10238,229,287,518,824,971,1797,17,16,27,18,23,41,3,7,15,7,10,13,3,4,4,0,0,0,9,7,15,0,0,0,878,1036,1913,103,122,227,8,4,19,1222,1456,2674,198,250,448,6144,7217,13361
POA2092,3059,3105,6162,94,91,185,289,296,587,3,8,15,3,6,4,6,6,8,0,0,0,0,0,3,0,0,0,0,4,10,0,0,0,306,320,624,35,43,75,11,13,21,443,465,911,122,117,236,3617,3688,7306
POA2093,9376,9993,19368,247,298,547,1146,1220,2368,14,16,28,24,22,48,0,0,0,0,0,3,0,3,6,0,0,0,13,4,16,0,0,0,1195,1266,2460,120,138,253,18,42,64,1582,1744,3324,295,291,583,11255,12023,23279
POA2094,2197,2534,4728,163,166,330,306,327,631,10,13,23,0,3,9,8,3,6,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,327,348,679,39,52,90,10,11,13,536,579,1112,103,108,207,2830,3218,6054
POA2095,5635,5808,11444,692,700,1387,893,975,1870,43,39,81,45,42,85,0,5,9,9,6,12,0,5,3,0,0,5,8,4,16,0,0,0,1000,1080,2082,188,196,385,35,30,65,1912,2010,3921,353,344,697,7899,8164,16062
POA2096,5752,5834,11578,296,342,639,836,884,1727,23,26,48,17,23,36,0,0,0,0,3,3,0,0,0,0,0,3,3,0,3,0,0,5,883,944,1826,88,91,176,16,12,26,1284,1388,2671,250,223,470,7280,7441,14719
POA2097,6552,6796,13350,151,159,309,702,733,1445,5,9,8,14,8,17,0,3,0,0,4,4,0,0,0,0,0,0,4,4,6,0,0,0,724,762,1488,56,62,116,10,11,23,942,998,1940,243,258,503,7739,8050,15789
POA2099,16707,17495,34204,658,656,1309,2293,2341,4633,30,29,59,28,35,62,0,3,0,4,8,13,0,0,5,3,3,6,7,9,11,0,0,0,2370,2429,4800,178,190,367,56,53,106,3262,3324,6588,755,796,1547,20720,21613,42340
POA2100,9173,9388,18563,196,205,397,940,957,1892,10,15,31,9,5,18,5,0,4,11,5,19,0,0,0,0,0,0,7,4,11,0,0,0,977,994,1973,56,71,128,16,11,29,1245,1283,2532,321,316,638,10738,10998,21732
POA2101,7963,8309,16271,158,181,339,966,1013,1980,10,15,25,8,11,21,3,3,8,3,0,3,0,4,4,0,3,0,6,6,13,0,0,0,1000,1055,2057,71,86,161,9,18,28,1245,1334,2584,390,408,805,9596,10063,19657
POA2102,3198,3474,6675,103,114,213,387,429,817,4,4,10,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,440,841,26,32,58,11,9,18,532,597,1132,204,287,489,3937,4360,8296
POA2103,4328,4602,8926,106,131,231,476,481,951,0,4,9,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,0,489,499,989,31,29,53,11,7,14,637,659,1293,270,273,548,5230,5534,10769
POA2104,1437,1696,3133,30,31,63,167,182,351,0,3,3,5,6,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,180,185,367,15,23,40,5,0,8,228,248,475,69,101,177,1732,2045,3781
POA2105,843,822,1664,36,24,58,74,67,146,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,73,148,9,12,16,0,0,0,121,108,226,61,54,113,1015,978,2001
POA2106,3870,4045,7913,166,171,335,433,439,871,10,3,13,13,10,25,3,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,462,463,919,34,36,71,3,6,12,667,671,1336,147,164,312,4686,4878,9564
POA2107,6417,6626,13041,288,282,568,444,512,962,15,16,33,3,9,14,0,0,0,0,4,4,0,4,4,0,0,0,3,4,9,0,0,0,477,544,1025,74,67,148,13,11,18,850,903,1755,226,277,499,7487,7805,15293
POA2108,685,691,1383,30,22,53,79,83,162,0,0,5,0,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,93,173,16,14,30,0,0,0,126,134,256,46,44,93,864,866,1725
POA2110,3962,4025,7989,101,116,219,334,349,688,6,3,7,7,5,16,0,0,0,3,3,7,0,0,4,0,0,0,0,0,0,0,0,0,353,364,717,41,48,88,5,6,9,502,539,1030,294,456,749,4755,5013,9769
POA2111,6040,6444,12487,211,237,450,758,796,1555,14,20,40,5,6,13,5,3,8,5,5,11,0,0,0,5,0,5,0,5,4,0,0,0,796,834,1631,51,51,95,9,12,23,1061,1133,2193,270,302,578,7383,7882,15260
POA2112,14433,15306,29743,557,613,1173,2184,2258,4439,44,37,76,30,32,65,13,6,19,12,17,30,0,0,8,3,8,10,12,15,25,0,0,0,2299,2372,4670,180,227,412,27,35,63,3074,3250,6317,715,801,1517,18218,19358,37576
POA2113,9580,10134,19719,670,658,1330,2084,2095,4181,66,52,121,50,55,104,13,9,17,15,14,27,9,8,8,0,0,3,10,7,17,0,0,0,2243,2248,4492,209,249,462,25,26,49,3149,3184,6330,653,618,1270,13379,13939,27323
POA2114,9475,9714,19187,505,518,1023,1772,1719,3490,33,26,64,20,22,39,6,3,12,8,3,12,0,0,6,0,0,0,4,6,17,0,0,0,1847,1789,3641,126,191,318,26,23,47,2508,2523,5028,361,409,771,12344,12642,24985
POA2115,5186,5072,10264,132,126,265,546,571,1120,23,17,40,14,21,31,0,3,5,0,3,9,0,0,0,11,8,16,6,7,13,0,0,0,608,634,1241,30,46,79,8,6,17,776,813,1588,361,300,660,6322,6186,12513
POA2116,2876,2943,5817,105,134,244,363,352,707,0,3,11,5,4,14,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,374,358,731,20,25,44,3,0,4,500,525,1021,192,156,347,3571,3620,7190
POA2117,9029,9245,18279,190,210,401,1021,1007,2033,31,22,52,23,20,50,5,6,8,0,7,13,0,0,0,4,0,4,0,0,4,0,0,0,1088,1074,2158,86,81,170,16,18,33,1384,1382,2771,483,453,942,10905,11082,21985
