POA_CODE_2021,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2137,3250,6541,37,203,352,1587,49,214,1839,6957,2274,8963,231,995,367,1289,704,2348,1294,4639,3572,13600,10,49,64,208,14,47,302,760,386,1061,50,162,146,326,423,942,613,1424,1002,2489,121,245,7942,22874
POA2138,2517,5065,15,99,155,717,19,75,1468,5287,1656,6179,82,342,193,660,355,1147,627,2153,2281,8327,5,21,23,68,4,13,148,356,187,464,21,83,115,254,284,626,423,960,609,1423,129,269,5533,15090
POA2140,2171,4472,12,56,139,607,21,105,1661,5949,1833,6722,63,272,177,598,216,721,460,1586,2290,8307,8,15,38,133,4,16,161,430,209,589,27,98,110,246,252,552,391,895,599,1485,210,455,5268,14724
POA2141,3056,6310,64,354,296,1413,53,268,1839,7084,2250,9117,218,945,364,1297,916,3051,1492,5289,3739,14405,13,64,56,206,22,84,315,869,409,1220,60,197,149,367,637,1474,845,2038,1254,3260,281,619,8330,24595
POA2142,2113,4371,84,571,264,1369,69,341,1812,7089,2235,9373,148,706,170,597,536,1885,857,3194,3086,12564,24,128,53,221,33,136,311,892,415,1370,39,127,94,228,488,1134,618,1488,1035,2854,210,465,6449,20251
POA2143,663,1389,38,246,130,670,36,186,596,2456,800,3557,93,432,112,384,273,933,479,1755,1274,5311,8,68,25,103,15,57,98,292,149,523,22,86,41,112,201,484,267,682,419,1210,45,102,2398,8007
POA2144,2750,5706,120,800,445,2351,97,483,2266,9260,2927,12890,259,1188,289,1016,830,2808,1372,5010,4300,17906,35,178,71,302,42,176,342,1004,490,1650,61,217,125,295,543,1294,731,1807,1220,3457,315,709,8583,27774
POA2145,6533,13314,152,909,1075,4960,188,938,7932,29909,9358,36713,579,2539,1003,3628,1908,6493,3490,12660,12850,49381,47,246,195,700,92,364,907,2449,1242,3764,169,599,293,705,1375,3175,1844,4478,3087,8245,421,904,22887,71848
POA2146,1512,3079,38,201,269,1243,40,206,1675,6332,2023,7986,125,538,243,888,484,1583,852,3004,2875,10986,12,62,51,193,19,71,216,597,303,923,33,100,71,162,333,738,434,1004,735,1925,103,227,5220,16218
POA2147,3156,6430,86,495,479,2215,118,553,2624,10225,3304,13492,278,1206,417,1501,1041,3465,1745,6171,5052,19656,24,127,86,318,52,180,516,1406,681,2032,74,247,141,335,777,1744,989,2319,1672,4351,203,421,10075,30856
POA2148,5281,10848,162,980,744,3502,203,943,5005,19302,6108,24723,459,2037,621,2222,1658,5524,2739,9783,8849,34507,64,303,184,727,95,379,914,2487,1258,3898,149,511,246,557,1300,2980,1688,4046,2949,7944,404,866,17489,54173
POA2150,3552,7250,11,88,179,799,30,134,3218,11115,3439,12135,61,253,218,707,285,935,562,1895,4006,14027,0,10,38,123,19,59,344,840,402,1034,29,108,122,270,371,807,528,1183,929,2217,324,689,8813,24183
POA2151,1881,3800,28,159,274,1239,37,159,1576,6004,1916,7563,136,575,267,937,432,1438,833,2954,2748,10517,11,53,63,200,18,58,230,582,316,892,44,132,112,260,372,820,523,1211,839,2108,100,214,5571,16644
POA2152,1096,2208,19,85,143,661,23,85,882,3375,1057,4211,66,278,143,498,207,677,414,1450,1468,5656,3,26,33,110,9,39,146,357,196,534,19,56,61,137,209,439,288,633,480,1169,50,104,3096,9126
POA2153,5580,11232,100,557,988,4472,141,651,5450,21208,6678,26889,602,2578,1008,3628,1795,5926,3406,12132,10088,39021,19,65,119,401,27,110,562,1449,725,2032,126,421,263,619,827,1857,1217,2898,1948,4924,140,291,17749,55465
POA2154,3748,7577,75,397,762,3493,86,386,3065,11914,3985,16188,423,1855,794,2874,1223,4031,2438,8763,6423,24955,11,47,97,330,33,92,344,882,481,1350,78,252,184,439,490,1091,748,1785,1231,3135,108,224,11503,35889
POA2155,5165,10460,219,1204,1552,7111,259,1190,7202,28244,9226,37749,913,3932,1342,4899,1955,6623,4209,15455,13435,53208,24,105,182,575,51,173,750,1965,1008,2817,148,483,265,637,707,1660,1119,2785,2128,5600,143,310,20865,69574
POA2156,1448,2900,47,274,270,1306,41,220,712,2985,1073,4785,211,930,215,779,502,1688,930,3389,2001,8174,3,19,17,60,4,10,78,218,105,304,25,96,38,87,138,319,206,500,306,807,15,34,3765,11919
POA2157,408,832,24,140,54,268,17,87,254,1081,345,1580,52,248,50,183,120,412,227,845,573,2428,0,3,3,19,3,21,46,120,51,162,10,29,15,25,58,141,79,196,130,360,8,17,1119,3637
POA2158,830,1665,19,116,177,816,25,119,524,2169,743,3218,107,496,158,573,309,1042,574,2106,1318,5327,5,30,22,71,4,10,70,180,105,295,19,59,31,78,114,240,162,376,268,675,18,48,2435,7713
POA2159,550,1109,18,113,93,454,12,57,277,1137,408,1767,62,270,65,230,172,579,295,1072,701,2834,3,11,9,43,8,29,40,101,65,181,3,9,16,35,65,148,82,187,144,371,14,21,1405,4341
POA2160,2336,4799,145,904,458,2413,148,756,2478,10154,3235,14230,286,1351,280,1044,1016,3650,1580,6045,4809,20269,32,185,93,386,48,197,518,1462,695,2225,103,380,152,369,784,1879,1047,2627,1747,4857,249,545,9140,30468
POA2161,1835,3779,199,1306,445,2463,164,925,2024,8683,2832,13379,279,1350,198,720,819,2979,1299,5042,4136,18427,71,378,117,516,63,272,452,1390,704,2556,80,315,141,333,635,1548,858,2194,1563,4754,175,387,7714,27343
POA2162,1027,2133,109,676,324,1721,99,504,1065,4627,1590,7531,188,871,210,751,547,1880,944,3504,2529,11039,23,116,82,338,37,156,266,878,411,1489,60,235,91,232,475,1140,630,1609,1042,3094,107,241,4703,16511
POA2163,524,1088,40,275,138,732,32,186,492,2104,705,3295,66,329,76,262,213,715,355,1303,1061,4597,20,98,38,139,19,89,172,507,256,829,31,120,53,125,295,708,378,945,637,1780,52,124,2278,7587
POA2164,1411,2891,81,515,295,1562,85,414,1183,5071,1648,7555,224,1054,176,654,767,2723,1172,4422,2820,11981,22,118,80,310,42,190,273,839,425,1460,67,264,79,192,562,1392,715,1855,1137,3313,95,207,5465,18397
POA2165,2651,5501,204,1279,676,3491,185,968,2208,9315,3272,15053,436,2030,459,1693,1559,5578,2455,9294,5725,24349,46,247,172,684,77,319,612,1837,907,3089,157,571,217,536,1308,3219,1676,4324,2588,7411,273,595,11235,37853
POA2166,3115,6640,158,951,619,3011,210,1029,2435,9868,3409,14855,518,2368,590,2170,1694,5909,2804,10449,6214,25302,62,294,293,1123,151,571,1057,3075,1563,5068,208,753,419,1052,1572,3814,2203,5618,3763,10685,442,982,13536,43611
POA2167,721,1467,23,135,162,740,38,168,897,3412,1115,4458,82,350,127,429,264,887,472,1672,1587,6133,6,18,22,77,19,55,137,365,178,524,18,63,39,83,192,439,243,588,421,1106,47,95,2779,8799
POA2168,2333,4822,256,1645,637,3331,218,1115,2244,9584,3355,15683,441,2023,391,1419,1536,5400,2369,8849,5718,24526,77,401,234,952,147,589,890,2782,1346,4730,161,583,207,517,1176,2864,1546,3968,2894,8695,215,478,11168,38526
POA2170,7470,15266,413,2519,1638,8090,419,2099,7438,29921,9909,42633,939,4281,1095,3978,3164,10861,5197,19118,15109,61754,122,644,375,1423,198,746,1892,5439,2589,8249,290,1042,514,1228,2421,5686,3235,7957,5817,16206,540,1150,28938,94377
POA2171,1936,3981,212,1260,778,3822,214,1061,2876,11959,4082,18100,514,2323,543,2028,1383,4860,2438,9211,6516,27308,43,198,150,585,60,229,466,1445,719,2454,118,417,139,356,541,1373,798,2149,1514,4597,75,177,10053,36063
POA2172,278,557,0,14,49,221,11,46,231,918,298,1197,47,205,63,219,106,367,217,791,515,1986,3,13,6,30,0,0,17,46,27,81,3,15,6,25,17,42,34,80,56,162,3,4,843,2705
POA2173,942,1902,26,154,211,971,59,249,1267,4939,1567,6323,170,715,208,731,435,1464,807,2915,2373,9236,7,25,27,101,18,67,170,505,227,695,28,84,63,155,237,557,329,796,557,1489,39,79,3902,12714
POA2174,675,1365,40,250,194,913,60,309,1312,5185,1605,6652,117,522,143,521,198,726,465,1774,2072,8423,5,39,18,83,10,50,133,390,174,560,26,89,27,71,89,223,141,384,314,943,37,82,3099,10817
POA2175,168,335,11,85,11,67,3,23,82,358,116,536,24,97,12,53,95,325,128,478,246,1008,0,8,0,3,0,4,19,57,22,70,3,19,6,7,32,72,37,100,61,169,11,21,474,1540
POA2176,3574,7370,242,1444,713,3591,196,983,2439,10335,3591,16353,659,3057,550,2044,2387,8355,3599,13463,7188,29818,43,229,143,560,51,210,534,1627,779,2622,157,586,215,574,1257,3152,1633,4310,2405,6933,233,515,13398,44629
POA2177,1057,2225,68,415,243,1210,60,321,769,3267,1146,5219,206,923,167,622,732,2558,1110,4107,2255,9330,31,169,103,411,38,172,276,856,450,1593,66,213,104,270,535,1339,702,1824,1156,3418,85,190,4548,15153
POA2178,347,706,14,110,62,322,19,90,179,802,276,1322,60,286,35,140,184,659,278,1085,555,2408,3,29,0,21,5,12,46,133,56,185,4,18,8,10,79,196,88,234,145,421,16,34,1067,3577
POA2179,1319,2697,47,277,223,1095,49,239,1641,6440,1957,8054,98,445,113,392,329,1143,535,1977,2497,10030,8,29,33,127,24,83,188,596,248,833,33,113,28,74,181,445,243,635,490,1468,58,135,4365,14335
POA2190,1321,2702,190,1133,515,2818,110,585,1516,6754,2334,11294,279,1319,264,956,874,3046,1415,5320,3751,16617,56,259,93,368,50,213,343,1080,535,1924,78,303,80,212,548,1332,705,1851,1243,3772,88,186,6401,23278
POA2191,475,965,13,102,98,484,19,97,392,1627,530,2313,55,245,97,361,211,726,365,1332,897,3649,6,22,11,47,6,19,84,240,107,327,14,58,30,70,166,392,211,521,321,848,33,67,1723,5527
POA2192,1049,2150,33,219,144,681,22,105,732,2872,931,3882,98,443,124,455,396,1359,615,2257,1553,6140,10,38,33,113,16,71,212,575,265,800,30,125,95,213,346,813,468,1148,734,1947,98,217,3433,10451
POA2193,1889,3849,10,68,183,840,28,141,1175,4335,1399,5380,106,473,226,771,436,1461,769,2706,2169,8086,14,45,29,97,23,81,202,493,267,713,37,119,105,252,349,760,487,1130,753,1840,116,237,4930,14016
POA2194,2434,5057,30,182,177,796,38,186,1429,5259,1676,6419,121,523,254,887,556,1832,930,3239,2605,9662,14,67,45,173,25,84,337,849,422,1176,44,150,152,363,569,1273,761,1785,1181,2959,254,574,6471,18251
POA2195,1318,2702,51,333,369,1908,60,303,2282,9348,2763,11886,134,635,198,722,501,1736,829,3096,3594,14988,15,79,53,206,25,101,305,871,396,1256,50,163,91,229,385,883,524,1274,920,2529,174,387,6003,20610
POA2196,1994,4100,155,969,491,2589,137,715,2007,8380,2789,12653,334,1545,301,1092,1039,3619,1664,6253,4455,18907,33,185,113,459,55,202,424,1303,622,2143,102,385,132,326,716,1702,951,2419,1572,4560,179,404,8200,27969
POA2197,527,1082,50,284,149,788,50,250,580,2558,828,3884,101,461,75,279,282,1002,462,1739,1284,5621,18,81,38,163,18,74,162,537,235,860,34,124,41,96,193,464,269,685,506,1544,47,100,2364,8355
POA2198,640,1297,51,277,163,826,32,153,595,2556,832,3813,104,466,83,299,273,926,456,1686,1290,5502,8,38,36,148,15,63,142,480,202,727,29,101,22,57,207,494,259,651,461,1384,38,81,2424,8259
POA2199,1150,2395,85,519,285,1461,77,416,1131,4808,1571,7210,170,779,189,703,579,2039,940,3518,2511,10727,25,131,71,303,45,174,300,960,449,1566,50,180,99,247,395,913,539,1346,991,2913,85,188,4737,16214
POA2200,2989,6201,144,900,562,2885,155,817,3117,12633,3989,17238,358,1625,426,1552,1197,4163,1983,7337,5969,24577,57,301,193,745,91,381,793,2294,1130,3722,152,541,246,604,968,2281,1361,3429,2493,7150,268,601,11718,38528
POA2203,1511,3050,9,56,115,515,16,50,861,3155,996,3774,55,259,146,515,204,681,411,1450,1414,5224,0,5,31,89,15,54,190,438,235,591,31,86,94,215,245,521,367,820,599,1411,73,149,3598,9831
POA2204,2887,5778,21,132,208,924,30,160,1517,5556,1781,6776,92,421,179,611,470,1569,740,2598,2515,9370,7,45,58,180,17,54,345,818,429,1089,43,154,118,266,489,1111,647,1527,1076,2611,175,368,6656,18131
POA2205,3219,6504,43,258,145,727,44,245,1418,5126,1655,6356,102,446,137,475,383,1299,619,2222,2272,8577,7,27,34,132,21,82,238,611,296,847,34,120,92,206,302,708,433,1031,726,1884,231,473,6439,17432
POA2206,1693,3447,40,227,312,1440,36,180,1225,4829,1615,6680,187,844,260,961,740,2529,1187,4331,2802,11009,10,46,38,140,11,42,193,495,252,722,34,112,103,228,443,1016,579,1354,830,2076,68,151,5399,16680
POA2207,2350,4772,80,494,333,1586,83,395,1864,7269,2358,9744,247,1106,351,1269,908,3080,1507,5455,3864,15200,16,73,75,246,38,142,313,855,442,1317,66,249,137,328,575,1340,779,1913,1222,3233,130,273,7564,23478
POA2208,1088,2217,23,141,177,847,39,182,808,3258,1048,4426,112,487,167,592,446,1523,722,2606,1762,7028,10,49,40,136,12,63,135,379,196,631,45,143,61,143,348,798,450,1086,647,1719,51,109,3552,11071
POA2209,1331,2692,19,120,180,840,50,209,987,3826,1234,4997,166,729,226,818,511,1714,896,3255,2130,8255,15,66,42,155,14,55,206,567,275,840,28,102,65,159,369,850,458,1116,734,1957,87,200,4284,13100
POA2210,2926,5942,69,365,371,1751,103,486,2023,7936,2565,10536,300,1323,424,1535,996,3314,1724,6173,4286,16706,19,95,93,321,43,157,399,1092,556,1663,89,296,167,392,724,1636,979,2329,1539,3988,141,303,8884,26942
POA2211,1535,3117,41,241,192,902,46,219,1090,4294,1370,5660,182,790,231,856,596,2032,1005,3677,2379,9338,17,71,47,154,21,87,182,517,265,838,48,173,76,176,382,881,507,1232,770,2073,86,188,4773,14713
POA2212,1282,2631,47,294,219,1050,60,273,1131,4479,1452,6098,156,684,202,724,513,1744,870,3156,2325,9258,17,90,65,248,17,62,213,614,309,1007,55,194,71,168,428,990,554,1350,864,2362,76,157,4551,14408
POA2213,1934,3926,63,372,338,1577,72,323,1661,6598,2132,8873,228,1016,325,1185,707,2348,1259,4548,3390,13417,14,56,68,236,24,94,266,746,372,1129,55,182,81,191,461,1037,596,1415,961,2545,101,218,6384,20108
POA2214,371,747,9,36,62,301,16,93,300,1223,396,1657,40,167,42,164,132,432,216,758,607,2416,4,20,11,32,8,27,49,133,67,209,12,45,17,43,66,141,89,221,166,433,14,32,1151,3626
POA2216,2839,5825,42,245,224,1036,50,249,1718,6405,2041,7935,161,718,213,751,608,2044,987,3518,3025,11445,11,32,51,176,27,98,339,861,425,1168,42,151,130,298,573,1274,746,1718,1167,2893,196,430,7231,20592
POA2217,2806,5725,31,172,293,1340,57,263,1966,7267,2351,9042,193,837,294,1025,656,2174,1139,4031,3492,13078,12,50,65,229,25,71,301,744,397,1094,51,161,131,306,529,1196,709,1661,1110,2756,194,414,7601,21969
POA2218,1573,3236,30,166,143,668,37,160,1097,4075,1307,5071,112,488,199,699,433,1430,743,2612,2047,7680,6,28,40,146,22,60,168,416,233,648,38,126,99,217,326,725,465,1066,700,1717,109,227,4421,12855
POA2219,1416,2865,18,115,154,711,17,93,843,3274,1042,4192,105,458,155,565,372,1240,635,2261,1674,6455,3,17,37,111,9,30,176,468,224,634,30,87,64,147,281,628,376,863,600,1499,52,106,3747,10930
POA2220,3506,7266,40,238,285,1298,61,273,1999,7457,2380,9267,185,787,419,1465,845,2788,1450,5045,3829,14310,9,67,62,218,24,95,372,1006,469,1379,62,204,194,458,602,1370,855,2032,1328,3413,306,676,8964,25666
POA2221,1411,2865,37,203,240,1125,43,207,1085,4326,1403,5864,221,958,304,1104,596,1999,1120,4064,2525,9923,5,27,42,153,15,49,167,454,229,688,45,147,85,207,273,643,396,995,625,1683,72,149,4628,14625
POA2222,1211,2479,10,70,146,651,23,96,805,3041,987,3863,101,441,191,671,335,1081,630,2194,1617,6060,0,12,28,88,12,39,145,393,188,532,26,89,62,126,242,525,327,738,516,1270,92,193,3430,10002
POA2223,2088,4234,29,171,302,1399,35,154,1545,6013,1912,7739,174,758,321,1171,575,1904,1073,3836,2982,11572,3,5,36,126,6,19,224,534,272,686,50,168,104,245,339,764,492,1183,762,1869,85,189,5926,17866
POA2224,1473,2978,42,217,209,950,43,186,911,3562,1193,4915,140,589,175,633,483,1641,790,2862,1988,7770,8,17,38,117,16,43,147,373,201,550,29,93,73,169,266,586,368,845,572,1393,35,77,4075,12220
POA2225,472,945,10,61,114,543,6,38,495,1962,631,2603,71,309,103,362,152,505,324,1170,947,3773,0,6,13,43,0,5,40,86,53,146,8,28,19,39,66,136,82,208,139,347,12,25,1572,5088
POA2226,1210,2443,26,117,203,916,27,119,1089,4238,1342,5390,108,484,187,674,347,1109,636,2261,1983,7656,0,3,37,114,9,38,137,346,184,496,13,45,57,135,187,415,257,591,445,1089,45,86,3673,11266
POA2227,1476,2954,32,165,205,944,37,144,1172,4607,1449,5860,169,713,208,737,438,1442,806,2903,2255,8763,5,20,53,164,12,37,188,445,255,669,21,57,69,149,240,518,328,731,583,1394,51,104,4365,13211
POA2228,2143,4301,27,148,240,1105,58,260,1466,5613,1789,7125,149,639,218,762,458,1508,826,2907,2612,10029,6,25,57,196,25,93,265,678,355,992,45,144,97,210,390,838,532,1190,885,2185,91,194,5737,16709
POA2229,3100,6227,55,297,378,1735,83,381,2282,8942,2794,11353,282,1219,379,1343,780,2585,1439,5144,4230,16494,17,69,72,235,19,74,331,816,441,1191,56,166,126,287,504,1131,691,1587,1130,2781,92,185,8551,25683
POA2230,3966,7908,49,241,300,1381,53,223,1742,6650,2137,8496,235,999,341,1218,718,2341,1293,4562,3433,13053,5,24,60,184,11,50,349,785,421,1038,50,157,136,293,426,926,617,1373,1033,2410,101,205,8534,23578
POA2231,200,413,3,33,42,184,11,60,192,806,253,1078,30,124,16,53,66,207,105,388,362,1468,0,10,15,39,0,4,35,90,47,142,6,32,8,15,52,106,66,151,111,293,4,10,676,2186
POA2232,3690,7430,57,321,446,2007,63,288,2619,9919,3180,12540,239,1027,397,1411,818,2716,1462,5150,4641,17690,9,50,93,292,32,114,468,1142,606,1597,81,267,166,366,546,1178,790,1810,1399,3410,106,218,9845,28746
POA2233,2909,5865,79,421,464,2107,105,494,2333,9260,2977,12280,310,1340,333,1192,938,3133,1577,5662,4560,17942,10,42,81,281,39,145,341,882,476,1352,45,152,102,226,432,980,580,1356,1057,2708,69,141,8593,26652
POA2234,2997,6055,87,486,472,2187,102,468,2072,8335,2729,11474,433,1878,449,1610,1258,4204,2137,7687,4868,19163,20,97,67,232,31,119,278,745,397,1193,80,247,99,227,459,1033,629,1513,1029,2705,54,110,8944,28035
POA2250,7345,14793,154,836,782,3603,202,939,4277,16692,5414,22077,385,1632,680,2354,1626,5308,2690,9295,8108,31375,64,312,248,835,100,376,1186,3161,1601,4683,146,475,311,668,1382,3017,1836,4154,3436,8839,235,494,19127,55500
POA2251,3860,7741,77,392,450,2058,117,531,2086,8262,2730,11250,246,1031,382,1316,812,2565,1443,4915,4177,16163,26,91,119,371,32,111,476,1243,643,1818,67,214,140,319,555,1214,764,1745,1407,3565,75,151,9517,27615
POA2256,1887,3790,20,109,113,483,37,173,781,2931,945,3694,63,270,105,376,334,1092,502,1736,1450,5436,6,27,44,168,29,108,325,893,408,1195,17,56,76,173,401,863,493,1087,900,2284,83,180,4320,11686
POA2257,3691,7409,43,244,236,1087,80,390,1677,6475,2033,8191,134,570,208,701,587,1889,927,3157,2965,11354,17,83,95,333,63,231,594,1563,772,2214,48,154,136,306,669,1453,852,1912,1623,4123,127,264,8402,23152
POA2258,571,1148,3,41,76,339,35,164,317,1248,429,1795,46,201,49,175,145,484,246,862,675,2653,0,12,18,62,7,16,76,187,104,277,10,37,18,37,102,209,128,286,231,557,24,40,1497,4404
POA2259,6858,13806,152,860,751,3505,321,1538,3739,14727,4959,20635,395,1692,528,1774,1604,5237,2530,8699,7488,29339,63,316,235,829,185,694,1385,3905,1867,5745,152,487,262,595,1319,2965,1733,4048,3600,9790,229,483,18177,53422
POA2260,2942,5886,62,341,389,1800,60,272,1687,6711,2198,9129,214,893,317,1082,614,1954,1140,3932,3343,13062,20,83,93,304,20,74,339,869,474,1329,48,160,112,253,307,676,471,1085,943,2410,51,101,7277,21465
POA2261,5903,11908,98,561,504,2318,160,744,3179,12491,3947,16119,301,1273,379,1276,1259,4070,1936,6616,5887,22737,36,160,187,627,115,423,1141,3048,1478,4254,106,340,249,548,1264,2760,1619,3646,3094,7898,207,419,15092,42962
POA2262,2207,4441,51,303,178,844,128,573,1127,4431,1488,6151,92,400,104,357,446,1452,640,2203,2134,8357,20,102,73,273,74,251,617,1754,790,2378,54,189,83,188,528,1170,667,1543,1453,3922,97,198,5887,16917
POA2263,2610,5277,60,320,169,807,107,492,1068,4113,1398,5728,84,343,124,395,483,1535,686,2277,2086,8005,19,83,85,313,78,298,651,1739,833,2440,51,154,111,250,657,1442,820,1846,1650,4285,123,251,6470,17821
POA2264,2043,4110,25,162,136,625,52,252,767,2982,986,4016,82,348,112,383,366,1143,563,1874,1543,5894,10,46,47,169,46,161,348,952,452,1326,25,79,56,124,332,724,413,931,863,2254,67,135,4516,12397
POA2265,846,1698,15,87,69,327,45,213,503,1992,626,2617,43,185,62,215,173,560,276,956,908,3573,0,10,21,77,10,44,111,294,141,429,9,22,23,56,102,230,131,305,276,737,15,27,2042,6034
POA2267,484,964,3,14,22,107,10,24,122,479,157,623,14,42,19,64,75,233,105,340,260,965,0,6,7,15,5,11,55,154,69,185,3,15,3,12,45,96,49,120,119,308,7,11,872,2249
POA2278,266,535,5,17,23,122,19,81,166,638,212,858,21,86,23,66,115,365,157,521,367,1377,0,8,5,16,5,31,39,114,56,176,4,13,8,13,48,108,59,132,111,305,10,17,758,2244
POA2280,3277,6554,57,299,296,1340,96,435,1565,6132,2017,8214,182,789,260,874,716,2296,1158,3958,3175,12170,15,82,83,281,43,142,485,1288,632,1797,64,198,132,288,476,1032,669,1515,1302,3312,90,188,7841,22231
POA2281,2000,4025,27,166,130,582,46,196,804,3152,1008,4091,98,400,131,443,382,1214,610,2061,1621,6148,15,54,48,171,44,137,264,705,366,1064,24,71,60,123,324,706,406,899,774,1966,65,132,4454,12277
POA2282,2002,3987,35,176,206,944,61,258,972,3834,1276,5218,140,582,191,662,395,1264,733,2501,2004,7719,4,21,47,150,24,80,236,576,303,820,34,120,70,151,236,509,339,781,640,1598,49,97,4691,13407
POA2283,3196,6413,54,277,198,909,82,388,1145,4531,1481,6107,133,547,182,608,648,2064,952,3217,2435,9325,13,79,68,244,63,248,460,1262,610,1833,51,154,105,234,538,1183,694,1573,1302,3407,89,179,7022,19329
POA2284,1341,2705,23,104,118,535,49,207,729,2791,915,3642,66,259,98,333,299,953,455,1542,1371,5179,8,46,41,140,35,117,263,690,348,988,28,96,61,132,247,538,344,767,687,1753,60,121,3457,9759
POA2285,3287,6618,77,432,391,1787,148,666,2500,9624,3117,12506,207,869,247,842,802,2617,1253,4322,4372,16834,15,85,107,354,74,256,642,1678,843,2378,61,192,138,303,620,1363,817,1862,1656,4242,128,258,9435,27954
POA2286,534,1066,7,41,43,198,32,133,312,1206,392,1575,30,112,48,159,109,349,181,619,574,2191,0,18,27,80,9,33,101,245,132,383,11,27,15,22,82,184,105,227,233,609,15,35,1355,3899
POA2287,3883,7794,82,462,501,2362,124,564,2713,10390,3425,13777,236,989,375,1290,904,2885,1515,5162,4940,18948,22,95,136,518,79,338,754,1973,1002,2914,65,206,171,387,684,1527,915,2116,1922,5035,180,382,10922,32148
POA2289,2021,4032,30,144,280,1284,41,179,1491,5854,1841,7471,134,551,267,922,378,1218,778,2691,2622,10159,5,24,49,159,27,115,273,671,360,968,31,94,104,241,305,658,444,994,803,1964,98,202,5543,16354
POA2290,3595,7220,66,375,370,1673,112,511,2335,9045,2883,11610,190,787,313,1069,754,2417,1253,4271,4144,15883,15,77,112,378,50,177,614,1601,794,2231,65,211,160,345,720,1579,943,2133,1745,4367,115,247,9592,27722
POA2291,1573,3123,14,87,209,951,19,86,877,3486,1123,4617,95,399,211,736,249,786,558,1916,1680,6537,6,19,42,130,3,13,133,306,186,475,34,96,60,124,135,278,224,500,411,975,53,111,3713,10739
POA2292,253,499,0,12,24,100,0,0,158,579,187,692,9,34,21,71,28,77,58,179,240,873,3,12,7,24,3,13,48,107,64,158,11,22,10,28,49,106,69,157,129,320,18,44,646,1733
POA2293,449,888,0,9,13,60,3,9,179,658,194,736,4,24,9,35,37,119,53,176,250,905,0,0,5,21,0,0,43,85,52,105,4,13,23,41,49,104,78,157,123,263,20,45,843,2106
POA2294,242,469,0,13,9,38,0,7,129,450,137,505,0,3,9,35,17,61,33,100,168,607,0,0,4,15,6,14,44,109,46,133,0,0,11,26,39,84,56,114,99,247,4,10,517,1336
POA2295,1022,2049,17,70,67,334,22,100,504,1955,604,2460,30,111,70,215,160,507,256,837,862,3295,0,3,22,87,8,36,120,323,150,448,12,42,35,65,129,266,169,367,325,813,29,56,2236,6212
POA2296,223,435,0,0,19,73,5,9,111,389,131,468,4,20,12,42,17,53,33,115,164,583,0,0,3,17,6,8,42,90,54,120,0,5,13,28,26,54,38,83,92,203,16,30,494,1252
POA2297,199,395,0,0,11,52,0,0,119,453,134,504,3,12,22,67,20,60,43,142,175,648,0,0,4,9,0,0,37,90,44,102,4,21,10,21,28,59,43,103,87,208,8,18,470,1264
POA2298,997,1993,14,75,72,325,13,79,500,1869,600,2345,32,133,58,194,129,396,219,722,821,3066,9,25,27,85,10,39,186,455,229,610,12,40,47,108,211,444,268,591,497,1193,66,141,2379,6395
POA2299,1054,2110,17,108,112,533,27,151,661,2583,816,3365,56,228,97,323,171,541,321,1093,1141,4457,9,38,28,103,27,99,213,529,278,773,21,62,59,132,238,502,316,687,597,1466,72,152,2856,8190
POA2300,1640,3234,7,27,76,344,9,26,423,1559,512,1964,33,113,100,336,109,326,242,768,753,2731,0,0,24,73,6,25,156,353,189,448,12,35,58,122,110,229,181,387,367,835,53,116,2812,6925
