POA_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA2548,9,6,22,30,12,16,7,0,0,111,0,8,28,22,22,25,9,3,0,113,201,225,580,605,791,780,253,44,0,3476
POA2549,11,6,14,12,15,14,5,0,0,75,13,0,3,14,12,14,10,0,0,61,143,84,269,319,416,393,133,16,0,1771
POA2550,21,25,46,52,69,47,14,0,0,275,19,18,35,47,46,74,24,0,0,265,445,500,1130,1317,1627,1749,539,83,13,7402
POA2551,4,12,8,10,8,13,4,0,0,55,0,8,7,11,15,22,6,0,5,81,78,80,191,220,296,317,125,22,4,1325
POA2555,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,12,16,15,4,7,0,0,53
POA2556,4,3,9,7,12,7,8,0,0,54,6,11,12,9,17,21,6,0,0,81,82,131,167,149,212,214,67,13,0,1031
POA2557,19,31,142,87,48,32,12,0,0,370,10,33,164,126,71,49,20,3,0,466,389,789,3375,2732,1495,893,212,24,0,9909
POA2558,9,15,44,49,21,33,8,0,0,189,12,29,66,59,63,39,13,0,0,292,260,499,1093,1121,988,925,200,4,0,5086
POA2559,4,0,4,4,8,0,0,0,0,22,3,4,19,12,7,7,4,0,0,59,57,89,199,221,129,76,21,3,0,791
POA2560,52,146,289,238,186,176,66,10,0,1150,92,229,453,419,336,248,59,6,4,1852,1710,3325,8042,7894,6358,4983,1306,115,8,33736
POA2563,0,0,0,0,0,0,0,0,0,6,0,0,3,7,4,0,0,0,0,5,11,16,23,19,25,21,3,3,0,119
POA2564,4,11,32,29,24,30,13,0,0,144,13,42,74,83,64,45,7,0,0,319,226,430,1041,1245,1037,790,178,11,0,4956
POA2565,11,43,93,95,73,69,13,0,0,397,27,80,217,217,100,90,27,0,0,752,456,1132,3688,4033,2336,1729,370,37,5,13788
POA2566,16,39,77,80,62,65,24,0,0,364,37,69,149,196,141,97,24,3,0,706,541,1095,2409,2929,2244,1934,449,22,0,11619
POA2567,73,104,166,187,196,122,25,0,0,877,60,83,185,217,220,120,36,0,0,919,1597,2098,3827,4947,5245,2968,584,32,0,21302
POA2568,0,0,3,0,5,6,0,0,0,15,0,0,0,4,0,6,0,0,0,19,29,51,59,86,101,99,29,5,0,472
POA2569,3,3,3,3,4,3,0,0,0,30,3,8,3,9,12,13,6,0,0,45,44,77,89,132,157,128,41,3,0,680
POA2570,72,129,325,285,210,121,45,0,0,1186,68,129,411,352,252,158,52,18,0,1448,1816,2708,8223,7927,5848,3514,994,88,3,31126
POA2571,23,28,58,68,63,41,7,0,0,285,26,30,64,69,63,42,15,0,0,298,479,567,1303,1494,1525,1107,244,25,0,6755
POA2572,8,15,18,19,25,21,5,0,0,112,11,10,22,13,25,12,4,0,0,95,158,298,609,458,499,396,97,13,0,2522
POA2573,8,10,27,24,19,14,4,0,0,104,10,14,25,32,23,19,3,0,0,131,181,262,671,537,556,364,85,6,0,2664
POA2574,9,15,18,22,33,20,4,0,0,121,14,11,17,31,39,21,7,6,0,135,216,256,469,565,676,461,136,19,0,2807
POA2575,36,42,88,79,74,59,18,3,0,396,29,34,64,63,90,58,29,9,0,371,551,660,1706,1721,1870,1528,581,92,6,8725
POA2576,13,11,23,28,51,42,5,0,0,170,17,7,20,34,54,48,34,12,0,226,347,353,595,976,1405,1228,628,147,15,5705
POA2577,14,34,58,62,48,63,10,5,0,289,35,20,47,40,72,77,33,8,3,336,476,557,1295,1346,1761,1652,639,136,15,7879
POA2578,3,0,6,11,9,3,11,0,0,48,3,0,3,9,6,14,7,4,0,49,81,59,137,190,251,286,125,21,0,1148
POA2579,3,9,21,19,19,17,9,0,0,105,6,7,12,19,21,14,5,0,0,99,135,124,328,404,435,427,155,43,9,2053
POA2580,31,58,122,106,116,93,19,0,0,548,39,54,138,84,100,98,27,12,0,557,883,1199,2930,2756,2877,2670,833,138,12,14307
POA2581,0,0,5,9,7,7,4,0,0,38,3,0,6,15,6,3,3,0,0,44,56,69,190,274,329,235,106,25,5,1287
POA2582,21,22,46,57,53,32,8,6,0,247,19,21,37,43,51,28,21,3,3,218,501,479,1094,1489,1797,1160,404,92,13,7031
POA2583,7,10,17,18,16,15,6,0,0,96,8,9,10,8,12,8,9,5,0,63,107,135,291,300,394,535,221,61,10,2048
POA2584,0,0,0,4,3,0,0,0,0,11,0,0,3,0,0,0,0,0,0,5,8,9,38,58,60,52,20,6,0,252
POA2585,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,8,17,14,17,16,12,3,0,100
POA2586,0,5,6,8,6,8,0,0,0,30,5,5,7,4,9,0,4,9,0,49,46,86,190,173,254,254,113,32,6,1149
POA2587,6,6,7,8,11,10,4,0,0,44,8,5,9,3,6,17,5,3,0,60,54,79,201,207,256,261,125,29,5,1214
POA2588,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,10,3,10,20,28,42,19,3,0,134
POA2590,9,14,15,17,21,13,4,0,0,91,11,10,13,27,25,25,7,0,0,122,145,201,420,474,552,610,190,35,9,2639
POA2594,21,21,55,33,44,27,17,0,0,216,19,21,49,47,43,36,19,11,0,241,401,412,936,996,1016,966,320,56,13,5123
POA2619,15,23,23,33,40,32,10,0,0,166,8,19,29,25,34,18,0,5,0,136,466,496,819,1262,1575,921,158,18,0,5714
POA2620,59,111,234,177,162,115,42,3,0,900,46,85,238,204,171,119,34,10,3,917,1181,2082,6245,5598,5083,3494,908,102,5,24704
POA2621,8,10,27,27,30,22,9,4,0,141,9,10,23,29,28,20,11,0,0,124,211,249,628,850,934,626,198,35,0,3735
POA2622,0,4,5,8,19,13,6,0,0,56,7,3,5,22,23,9,4,3,0,80,79,90,277,331,464,460,187,37,3,1934
POA2623,0,0,5,0,6,4,0,0,0,12,0,0,5,0,0,4,0,0,0,16,14,20,71,54,62,63,13,6,0,299
POA2624,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,4,14,44,18,16,10,3,0,0,115
POA2625,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,9,5,23,56,36,49,37,5,3,0,218
POA2626,0,0,0,0,3,5,5,0,0,11,0,0,3,4,4,0,0,0,0,13,16,19,48,40,80,67,11,0,0,270
POA2627,6,11,25,21,18,7,7,4,0,90,10,19,39,14,30,19,3,3,0,139,208,354,802,546,695,472,145,24,3,3246
POA2628,3,0,8,10,5,3,0,0,0,33,0,3,4,11,8,12,3,4,5,46,63,63,186,189,252,253,79,16,6,1105
POA2629,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,11,9,9,19,30,49,65,20,14,0,209
POA2630,12,17,31,19,27,26,10,4,0,138,8,11,25,30,34,24,13,4,0,140,264,305,733,722,892,852,295,78,4,4143
POA2631,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,13,18,52,35,46,59,26,4,0,266
POA2632,3,5,5,0,3,0,0,0,0,19,0,3,11,5,6,6,3,0,0,44,44,57,161,157,171,187,87,18,0,879
POA2633,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,12,0,4,20,25,21,43,15,8,0,126
POA2640,45,77,166,154,120,96,24,9,0,684,42,78,144,132,136,112,24,14,3,688,1339,1776,4053,3994,3939,3239,980,122,12,19446
POA2641,14,42,83,48,43,43,19,0,0,297,22,31,82,65,55,56,23,0,0,337,456,781,1670,1406,1268,1127,359,28,5,7093
POA2642,4,10,13,16,22,15,5,0,0,103,11,10,10,16,23,25,8,4,0,115,183,158,388,485,581,542,223,43,9,2611
POA2643,3,5,9,3,4,9,4,0,0,36,0,4,15,13,12,14,8,0,0,69,89,102,207,259,276,259,81,11,4,1284
POA2644,5,0,9,5,12,3,5,0,0,28,0,7,6,5,3,16,3,0,0,39,52,70,184,188,218,263,75,19,0,1075
POA2645,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,6,5,8,16,16,30,39,19,0,4,140
POA2646,11,7,33,18,22,14,8,0,0,108,12,13,21,16,28,26,15,3,0,132,221,221,464,461,640,676,246,41,0,2971
POA2647,0,4,12,7,6,7,5,0,0,36,0,0,3,3,16,5,6,0,0,39,72,74,157,172,230,205,76,18,3,1021
POA2648,0,0,4,5,9,5,3,0,0,29,0,4,8,3,5,7,3,0,0,34,46,55,157,156,219,289,89,19,0,1038
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,14
POA2650,75,160,303,265,204,206,68,19,3,1299,69,141,275,233,189,161,45,26,8,1152,2106,3156,6945,6054,5542,4626,1385,209,25,30058
POA2651,6,13,18,8,11,4,3,0,0,65,6,17,17,19,11,6,0,0,0,77,277,292,375,339,224,132,27,0,0,1667
POA2652,4,10,20,9,16,10,3,0,0,75,6,11,15,16,26,18,7,0,0,111,127,169,399,423,484,461,213,50,5,2334
POA2653,5,4,5,0,3,8,0,0,0,26,3,7,10,3,13,9,5,0,3,54,59,75,173,203,237,226,108,20,6,1098
POA2655,0,0,6,4,14,0,0,0,0,25,0,0,3,5,6,0,0,0,0,26,42,31,92,129,121,122,38,10,0,580
POA2656,0,4,0,0,0,5,0,0,0,8,0,0,0,0,0,0,4,0,0,8,28,48,74,92,108,143,68,22,3,589
POA2658,0,0,3,8,3,3,0,0,0,24,0,0,3,3,3,6,0,6,0,21,31,43,76,108,116,141,47,13,0,578
POA2659,0,3,0,0,0,4,0,0,0,14,6,0,0,5,3,7,0,3,0,26,33,27,44,58,74,101,25,13,0,375
POA2660,5,0,0,8,3,8,6,0,0,27,0,6,7,8,0,5,0,0,0,22,50,43,79,147,131,119,59,18,0,645
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,76,100,37,8,0,0,0,0,290
POA2663,5,8,10,8,8,8,4,0,0,49,9,7,10,6,12,9,3,0,0,60,127,163,395,377,383,354,116,12,4,1936
POA2665,0,0,0,7,5,0,0,0,0,18,0,0,3,6,4,12,5,7,0,31,40,42,109,152,180,215,114,29,10,883
POA2666,12,9,20,18,18,13,3,0,0,99,17,7,9,11,15,18,5,7,0,83,181,203,392,418,517,542,224,35,4,2517
POA2668,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,12,5,25,42,30,5,0,0,132
POA2669,4,0,3,0,0,5,5,0,0,20,0,0,4,0,3,4,0,0,0,21,32,43,100,118,150,154,73,23,8,693
POA2671,10,13,11,12,9,19,6,0,0,79,11,9,13,8,18,16,7,3,0,84,136,148,380,363,350,338,134,30,8,1887
POA2672,0,4,6,10,4,3,4,0,0,22,0,0,8,13,0,7,5,0,0,25,21,43,105,135,106,109,62,7,3,598
POA2675,0,0,3,5,5,0,0,0,0,18,5,9,16,0,5,6,0,0,0,45,34,67,246,152,145,148,44,10,0,849
POA2678,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,66,117,14,0,0,0,0,0,0,198
POA2680,40,53,117,94,65,66,29,0,0,461,46,83,177,132,119,95,35,16,4,710,852,1065,2880,2535,2432,2125,720,119,12,12749
POA2681,3,0,9,11,3,3,0,0,0,34,10,5,10,7,14,10,4,0,0,57,95,83,170,151,221,165,53,17,0,971
POA2700,6,10,18,12,19,16,6,0,0,87,0,7,8,17,11,13,5,6,0,65,102,135,327,371,403,429,143,23,6,1943
POA2701,4,4,9,9,3,7,7,0,0,43,7,3,6,11,8,0,0,0,3,40,92,85,218,226,235,206,79,22,7,1171
POA2702,0,7,0,4,3,0,0,0,0,11,0,0,3,0,4,0,6,0,0,11,19,28,47,59,78,66,32,5,0,327
POA2703,0,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6,44,21,47,41,56,44,13,0,0,280
POA2705,23,24,46,32,34,29,10,4,0,201,15,28,52,36,32,37,10,3,0,216,346,429,946,885,962,923,254,40,5,4786
POA2706,0,0,4,0,7,6,0,0,0,18,3,4,7,3,0,7,4,0,0,26,29,28,96,81,96,111,30,8,0,475
POA2707,0,0,7,4,5,3,0,0,0,15,0,4,0,0,0,3,3,0,4,15,25,58,95,121,120,156,47,11,0,638
POA2710,7,9,15,32,32,32,22,0,0,141,11,10,33,27,32,39,18,7,0,179,256,291,699,717,888,931,376,73,8,4248
POA2711,3,10,3,3,6,10,3,0,0,45,3,10,17,16,17,22,3,3,0,87,71,127,264,209,286,371,125,33,0,1482
POA2712,3,0,0,0,3,0,4,0,0,22,0,0,7,3,7,5,0,0,0,26,27,40,84,96,117,119,61,7,0,541
POA2713,0,6,5,5,8,3,0,0,0,37,5,4,5,9,10,7,6,8,0,52,72,74,171,188,240,268,129,34,3,1169
POA2714,0,6,6,13,5,7,4,0,0,40,3,3,7,6,10,4,8,0,0,41,52,54,170,199,202,223,102,30,0,1030
POA2715,0,0,0,6,4,4,0,0,0,16,4,3,3,6,0,0,4,0,0,22,30,47,108,82,127,147,51,5,6,598
POA2716,0,4,0,6,3,3,0,0,0,12,0,0,3,0,7,0,0,0,0,12,18,24,89,59,81,106,40,4,4,423
POA2717,0,0,0,5,8,4,0,0,0,13,5,0,8,3,3,4,0,0,0,20,35,43,41,61,97,75,29,4,0,389
POA2720,13,17,20,23,26,13,12,0,0,127,10,14,27,29,35,24,9,3,0,162,255,313,660,745,764,746,248,33,8,3765
POA2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,28,19,4,3,0,79
POA2722,6,8,13,13,6,4,0,0,0,45,7,9,7,9,10,14,6,4,0,71,94,126,259,279,290,291,106,36,0,1479
POA2725,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,16,23,43,32,15,5,0,136
POA2726,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,20,28,19,31,13,0,0,125
POA2727,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,17,11,13,36,37,27,22,7,0,168
POA2729,0,0,4,6,3,0,3,0,0,23,0,3,4,6,10,7,9,0,0,36,41,42,116,151,175,187,52,18,5,782
POA2730,0,0,9,0,0,4,0,0,0,14,0,0,3,7,6,13,3,0,0,33,31,32,83,77,129,133,42,7,0,534
POA2731,11,8,23,27,18,26,4,0,0,120,13,11,17,19,24,21,16,0,0,118,243,195,540,641,745,650,207,45,4,3273
POA2732,0,3,4,0,8,3,3,0,0,17,4,0,6,3,11,10,5,0,0,51,33,39,130,106,157,231,100,15,0,818
POA2733,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,13,14,44,51,31,61,24,5,0,246
POA2734,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,19,18,28,48,61,62,21,8,0,272
POA2735,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,10,16,17,30,26,42,46,25,0,0,199
POA2736,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,4,0,0,12,6,18,44,43,44,21,13,3,0,194
POA2737,3,0,0,0,0,0,0,0,0,5,0,4,6,5,3,4,3,0,0,28,20,25,87,66,68,66,31,0,0,355
POA2738,6,3,13,10,9,3,0,0,0,42,3,7,5,19,8,10,0,0,0,57,74,94,179,246,244,179,60,15,0,1086
POA2739,3,0,5,3,3,4,0,0,0,26,3,0,9,8,7,0,3,0,0,38,31,40,155,134,128,119,43,6,0,655
POA2745,53,69,123,139,138,91,21,4,0,635,46,67,156,165,162,121,38,5,0,758,1256,1702,3280,3942,3802,2474,554,62,4,17065
POA2747,46,93,258,196,136,76,25,0,0,834,53,120,328,326,231,124,38,5,3,1220,1256,2388,6865,6860,4501,2750,670,44,4,25339
POA2748,0,5,5,0,11,14,0,3,0,48,3,5,4,3,13,4,6,0,0,40,59,119,127,121,210,195,49,10,0,887
POA2749,15,40,103,79,64,44,14,0,0,360,16,43,76,71,80,63,11,3,0,367,526,822,1947,1811,1650,1326,268,20,0,8369
POA2750,54,106,229,172,136,106,40,0,0,841,34,114,281,232,207,135,45,15,4,1073,1177,2603,5703,5276,4385,3192,832,86,4,23266
POA2752,14,13,32,29,30,21,6,0,0,151,5,12,28,22,44,33,4,0,0,154,191,290,681,612,658,487,94,3,3,3017
POA2753,17,42,90,98,78,54,14,0,0,389,29,53,82,80,77,46,24,4,7,393,593,863,1850,1540,1791,1406,376,55,9,8464
POA2754,14,10,34,33,20,25,7,3,0,148,11,5,30,28,26,13,13,0,0,131,210,295,782,669,680,471,167,26,5,3309
POA2756,75,98,228,195,186,145,43,3,0,972,45,92,189,195,178,146,47,8,0,904,1164,1757,3783,3585,3749,2963,749,103,5,17851
POA2757,3,3,5,3,6,0,4,0,0,23,0,0,3,0,0,3,0,0,0,11,27,45,74,57,93,86,23,6,0,422
POA2758,13,26,44,45,60,34,13,0,0,226,14,20,33,41,60,41,19,5,0,242,308,413,705,797,1175,943,305,40,0,4690
POA2759,17,51,114,93,109,101,22,0,0,508,29,65,160,160,129,112,35,6,0,709,724,1172,2817,2739,2522,2377,510,19,3,12885
POA2760,13,37,120,120,82,45,12,4,0,437,42,91,233,223,197,124,25,5,0,939,655,1448,3852,4032,2699,1843,400,29,3,14963
POA2761,21,49,112,105,90,74,13,0,0,465,50,83,225,219,165,123,29,5,0,898,809,1640,3488,3920,3434,2386,421,17,0,16122
POA2762,11,36,82,85,36,16,3,0,0,275,14,34,181,217,61,28,7,0,0,544,354,853,3340,4393,1475,601,116,10,0,11137
POA2763,15,44,116,135,117,75,19,0,0,527,20,88,212,231,149,99,18,0,0,814,714,1462,3698,4879,3146,2025,450,22,0,16390
POA2765,34,63,196,172,116,79,20,0,0,684,33,79,293,354,161,86,29,4,0,1036,791,1667,6357,7371,3521,1802,465,43,4,22024
POA2766,4,26,40,65,36,25,5,0,0,206,15,42,101,89,80,71,13,0,0,411,298,708,1568,1703,1405,1068,229,10,0,6990
POA2767,12,28,62,64,53,53,14,3,0,280,22,54,147,144,132,85,16,4,0,603,373,956,2238,2561,2090,1523,375,21,0,10130
POA2768,29,42,65,102,118,64,16,0,0,438,23,57,98,195,150,91,21,4,0,631,715,1287,2173,4021,3560,1989,404,26,0,14178
POA2769,5,16,27,64,24,15,3,0,0,156,12,19,73,170,76,29,0,0,0,386,288,462,1197,3480,1692,565,134,12,0,7836
POA2770,34,56,151,111,130,118,22,0,0,625,78,203,399,316,313,192,42,12,0,1542,1075,2230,4530,4285,3851,2906,620,47,0,19546
POA2773,8,10,11,20,17,16,6,0,0,90,3,10,7,9,21,23,9,3,0,85,209,250,354,590,780,620,199,30,4,3023
POA2774,18,13,40,46,43,23,15,4,0,211,10,13,34,45,36,18,8,0,0,172,413,459,1098,1543,1450,1052,307,38,0,6362
POA2775,3,9,3,4,8,6,0,0,0,32,0,0,0,6,6,7,8,0,0,35,26,28,69,94,175,173,55,15,0,637
POA2776,7,5,18,17,18,16,11,0,0,87,4,7,12,7,14,11,5,0,0,56,116,137,329,485,478,380,105,6,0,2031
POA2777,17,23,55,63,74,69,8,0,0,320,15,16,35,62,72,38,4,0,0,251,520,699,1337,1858,2132,1593,428,38,8,8614
POA2778,0,0,9,8,7,10,0,0,0,41,0,3,5,13,7,12,0,0,0,45,44,97,194,243,302,266,68,4,0,1217
POA2779,0,11,13,22,17,15,6,0,0,92,6,5,9,17,12,8,0,4,0,66,121,179,403,548,600,421,137,5,4,2425
POA2780,3,10,29,46,37,27,17,6,0,167,10,12,25,33,43,38,24,8,0,183,221,343,845,1109,1385,1185,511,67,7,5664
POA2782,6,7,21,19,20,13,12,0,0,99,5,6,14,19,14,17,6,0,0,97,112,131,338,508,634,587,251,29,0,2592
POA2783,4,5,5,4,12,6,3,0,0,46,4,0,8,11,7,7,0,0,0,39,61,86,196,250,286,305,70,6,0,1273
POA2784,0,10,7,3,7,7,0,0,0,26,0,3,3,4,11,8,0,0,0,30,32,38,95,141,156,142,20,7,0,628
POA2785,0,0,6,9,15,15,7,0,0,61,7,0,11,14,13,17,6,0,0,66,67,61,269,393,487,518,190,29,3,2016
POA2786,0,0,4,3,0,4,0,0,0,13,0,0,0,3,3,7,4,0,0,15,14,19,71,89,125,105,51,5,0,483
POA2787,0,7,9,11,10,8,3,0,0,52,12,13,12,17,28,30,8,11,0,129,107,142,311,347,409,405,217,44,4,1990
POA2790,20,35,46,35,45,37,13,3,0,237,18,20,49,40,52,50,15,10,0,242,353,540,1171,1061,1329,1274,333,70,5,6141
POA2791,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,4,13,18,46,40,17,0,0,150
POA2792,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,3,0,0,0,13,6,13,44,23,39,44,22,8,0,199
POA2793,6,0,5,4,0,7,0,0,0,14,0,0,0,0,4,5,5,0,0,23,15,21,67,53,69,87,46,8,0,364
POA2794,14,16,25,25,46,30,13,0,0,171,21,16,42,41,36,23,22,8,0,197,296,381,789,738,889,804,305,75,6,4282
POA2795,57,91,196,158,157,124,29,0,0,799,54,82,138,136,152,131,45,16,4,751,1507,2120,4356,4040,4345,3523,1103,174,13,21174
POA2797,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,10,9,4,29,44,47,43,20,7,0,206
POA2798,3,0,8,10,14,7,0,0,0,39,4,4,3,3,11,6,7,5,0,37,72,44,125,217,289,196,94,25,0,1061
POA2799,5,7,23,11,18,15,3,0,0,83,3,5,7,13,18,15,3,0,0,68,124,155,407,326,360,369,128,20,3,1895
POA2800,63,93,225,196,183,135,40,3,0,937,60,72,165,119,141,104,53,10,0,726,1522,1895,5062,4909,4703,3624,1150,186,19,23066
POA2803,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,11,0,11,19,26,24,29,17,8,0,130
POA2804,8,5,9,9,3,5,3,0,0,43,3,7,8,14,6,9,4,3,0,61,72,77,176,203,262,251,111,31,3,1186
POA2805,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5,18,10,18,41,40,38,14,0,0,177
POA2806,0,0,4,0,4,3,0,0,0,12,0,0,0,0,0,5,3,0,0,9,21,20,57,65,56,99,38,6,0,367
POA2807,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,15,7,11,27,29,35,41,16,3,0,161
POA2808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,5,23,18,5,0,0,72
POA2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,14,15,22,8,3,0,84
POA2810,0,4,6,10,4,9,0,0,0,35,0,0,11,0,11,15,8,0,0,47,81,73,197,233,262,279,131,34,5,1286
POA2817,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,3,4,29,42,27,49,31,8,0,191
POA2818,0,0,3,3,6,3,0,0,0,20,0,0,6,3,3,5,0,0,0,14,29,32,63,73,99,89,30,4,0,421
POA2820,5,10,17,8,16,18,5,3,0,89,5,3,19,13,32,21,13,8,0,121,154,199,483,405,447,540,192,46,6,2480
POA2821,4,3,24,13,11,19,7,0,0,80,9,5,17,13,22,19,15,0,0,100,110,157,374,376,376,396,161,29,3,1972
POA2822,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,10,14,38,30,35,45,19,4,5,201
POA2823,0,3,3,5,0,4,0,0,0,14,0,4,4,5,5,8,0,4,0,30,25,40,125,94,102,125,57,18,0,582
POA2824,0,3,0,5,9,4,0,0,0,24,3,4,4,3,4,10,8,0,4,43,43,62,151,144,166,200,44,14,4,832
POA2825,0,0,0,0,5,12,0,0,0,23,5,8,10,7,6,10,8,4,0,55,67,90,231,146,230,195,74,19,3,1069
POA2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12,13,26,19,13,0,0,101
POA2827,0,3,10,4,18,6,3,5,0,56,3,3,14,14,10,17,6,4,0,70,79,74,273,247,315,311,127,36,0,1468
POA2828,0,0,0,5,3,0,0,0,0,7,0,0,3,0,3,9,0,6,0,19,15,15,52,59,68,80,31,9,0,325
POA2829,0,5,8,5,7,11,5,0,0,29,8,3,12,13,11,7,4,0,0,50,48,70,230,191,216,210,96,18,0,1079
POA2830,56,105,215,151,134,122,52,8,4,839,61,75,229,155,140,104,47,25,0,833,1409,1828,5494,4383,3945,3371,1052,169,21,21682
POA2831,0,0,7,10,3,0,0,4,0,25,3,4,10,8,3,4,0,0,0,39,39,41,145,165,174,192,70,30,5,857
POA2832,0,3,6,3,0,4,0,0,0,20,0,0,3,3,0,0,3,0,0,17,19,41,158,110,129,138,72,13,0,678
POA2833,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,8,21,35,29,28,37,27,11,0,198
POA2834,3,0,0,3,4,0,0,0,0,13,3,0,3,4,0,0,3,0,0,22,30,33,104,103,117,124,45,11,0,565
POA2835,0,8,14,11,5,14,6,0,0,61,6,3,5,11,11,13,3,0,0,61,97,141,402,340,300,328,95,10,7,1721
POA2836,0,0,0,0,4,4,0,0,0,7,4,0,0,3,0,3,0,0,0,18,10,20,42,37,53,49,42,4,0,252
POA2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,10,10,10,11,9,0,0,64
POA2839,0,0,5,4,0,0,0,0,0,9,0,0,3,0,0,3,0,0,0,6,10,28,99,58,62,76,28,0,0,362
POA2840,3,8,0,0,7,7,5,0,0,26,4,6,10,3,17,7,5,7,0,56,45,77,203,177,205,205,79,23,3,1016
POA2842,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,4,0,10,15,9,41,40,56,60,27,9,0,250
POA2843,0,3,0,0,3,0,4,0,0,9,0,0,7,3,0,8,3,0,0,28,23,31,82,81,103,101,44,19,7,491
POA2844,5,0,0,3,5,4,0,0,0,10,0,0,3,3,5,3,0,0,0,18,24,26,83,90,102,120,48,22,0,508
POA2845,0,3,5,0,3,5,3,4,0,27,4,3,9,0,3,8,0,0,0,28,60,82,179,168,180,148,40,3,0,865
POA2846,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,8,4,16,7,34,20,11,0,0,100
POA2847,3,5,3,9,5,9,8,0,0,42,0,10,3,3,6,6,0,0,0,36,43,77,168,195,174,196,54,3,0,916
POA2848,0,5,0,0,0,3,0,0,0,8,0,3,0,0,3,3,0,0,0,14,17,33,49,55,102,102,23,5,0,391
POA2849,4,0,0,0,8,6,0,0,0,13,0,0,0,5,8,10,5,0,0,23,30,27,84,119,155,160,66,17,0,653
POA2850,27,34,101,62,72,59,22,0,0,372,17,22,69,49,63,50,18,22,0,301,572,649,1834,1786,1912,1566,468,107,16,8915
POA2852,6,3,19,11,6,11,3,5,0,65,4,0,13,8,9,7,0,0,3,59,88,96,307,337,317,280,120,27,5,1582
POA2864,0,3,0,5,0,0,4,0,0,9,0,0,4,7,3,5,0,0,0,20,24,26,51,85,82,80,31,14,0,391
POA2865,0,3,7,0,3,5,5,0,0,15,0,0,6,5,8,6,0,0,0,20,15,30,64,94,107,77,43,8,0,433
