POA_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
POA2427,876,875,1746,162,169,338,470,450,913,7,13,19,24,34,57,0,0,0,0,0,4,6,0,5,0,5,7,5,0,7,0,0,0,514,500,1015,10,19,31,11,13,25,698,705,1405,117,101,219,1686,1682,3373
POA2428,6234,6730,12967,1289,1448,2733,2680,2963,5647,56,63,121,117,138,259,6,8,15,25,33,60,7,5,18,7,9,25,23,26,55,0,0,4,2929,3257,6184,145,182,328,86,104,196,4452,4995,9451,915,1007,1922,11602,12734,24335
POA2429,2742,2800,5542,326,349,674,951,1002,1951,11,16,23,49,60,115,8,5,8,10,7,13,0,4,7,8,7,20,5,3,7,0,0,0,1044,1102,2142,31,36,70,29,21,47,1430,1502,2936,368,373,735,4538,4677,9210
POA2430,9013,9522,18535,2149,2412,4564,3478,3766,7239,101,115,216,184,220,403,16,20,33,31,30,64,12,12,26,19,19,41,22,31,55,0,0,3,3868,4207,8082,185,219,401,132,121,249,6339,6958,13294,1600,1628,3226,16952,18111,35059
POA2431,1465,1485,2945,311,340,654,512,541,1059,26,33,56,51,64,112,9,5,7,13,9,21,4,4,8,0,0,7,8,10,17,0,0,0,619,666,1289,37,47,83,29,24,58,1001,1081,2085,166,197,359,2628,2762,5392
POA2439,989,1009,1998,238,264,500,457,500,954,22,27,50,26,33,59,0,4,3,7,3,8,0,0,0,3,5,11,7,8,10,0,0,0,527,576,1103,11,20,25,18,14,32,790,871,1660,108,101,209,1890,1985,3870
POA2440,5950,6146,12099,1240,1398,2639,1656,1791,3447,47,46,87,161,170,334,11,10,22,19,13,34,3,10,17,17,21,34,7,8,17,0,0,0,1923,2068,3992,81,93,173,79,80,157,3324,3634,6960,1778,1112,2893,11055,10888,21946
POA2441,1365,1215,2587,126,126,251,352,402,759,10,16,25,37,40,77,0,0,4,4,8,14,0,0,0,0,0,0,5,0,4,0,0,0,415,474,886,14,16,32,14,7,28,569,625,1198,152,155,303,2086,2003,4085
POA2443,2374,2446,4824,484,543,1030,770,866,1642,38,26,63,72,71,145,8,7,17,17,19,37,3,3,5,5,7,13,7,7,12,0,0,0,922,1009,1934,33,41,71,24,22,47,1463,1622,3081,309,304,607,4138,4370,8509
POA2444,11464,12625,24088,2001,2212,4212,6483,7562,14042,272,324,596,440,495,936,38,46,87,59,69,128,39,52,89,40,49,92,120,117,229,0,0,0,7488,8708,16196,525,590,1113,201,247,446,10215,11749,21965,1323,1421,2747,23000,25795,48796
POA2445,1945,2078,4020,314,312,627,881,952,1831,31,34,59,51,48,100,6,5,3,12,8,14,4,6,9,3,3,9,24,21,38,0,0,0,1002,1071,2076,33,48,80,28,16,45,1374,1450,2819,116,115,230,3433,3638,7072
POA2446,3761,3944,7702,712,822,1540,1671,1774,3446,37,43,74,98,104,198,5,5,13,14,16,29,8,4,12,12,9,19,11,25,39,0,0,0,1859,1983,3838,43,56,96,71,75,145,2679,2939,5613,447,443,888,6886,7326,14204
POA2447,2090,2102,4194,271,301,573,780,819,1598,37,31,63,70,66,141,6,7,8,16,12,28,7,4,16,11,9,17,10,10,18,0,0,0,933,956,1885,45,49,92,25,24,48,1270,1333,2599,312,314,626,3664,3754,7423
POA2448,2354,2570,4922,409,436,843,869,1000,1871,66,80,144,107,117,223,10,15,25,20,20,35,6,7,15,11,12,21,10,15,25,0,0,0,1094,1261,2356,40,48,91,44,33,78,1585,1779,3361,439,467,907,4381,4808,9192
POA2449,600,579,1178,79,84,161,163,185,347,6,6,13,20,14,43,0,0,0,3,0,7,0,0,0,8,0,10,0,0,0,0,0,0,202,216,420,8,15,24,4,9,11,295,325,619,116,120,242,1010,1023,2036
POA2450,11170,11875,23047,1720,1845,3566,5086,5615,10705,245,313,557,459,528,989,45,43,94,73,78,149,26,36,64,36,32,67,47,51,103,0,0,0,6023,6705,12728,808,860,1667,220,199,420,8766,9610,18382,1713,1811,3525,21649,23307,44957
POA2452,3923,4358,8283,837,928,1761,1192,1357,2544,65,67,135,140,144,284,13,13,23,21,14,39,8,7,13,9,5,18,22,21,38,0,0,3,1464,1629,3093,113,140,252,82,69,145,2492,2771,5263,459,467,926,6875,7595,14473
POA2453,795,800,1597,126,154,280,197,188,389,7,13,19,36,37,76,0,0,0,3,6,13,3,3,7,4,0,9,5,4,11,0,0,0,259,260,515,16,16,30,10,7,18,407,436,837,123,117,238,1323,1345,2670
POA2454,2045,2191,4239,304,385,688,690,736,1424,75,77,157,80,86,162,4,10,14,14,16,27,4,3,5,13,19,28,3,14,18,0,0,0,881,955,1831,67,75,141,30,34,61,1276,1446,2722,330,334,667,3655,3976,7629
POA2455,819,845,1658,140,155,297,313,326,636,21,11,37,21,22,47,4,4,6,0,4,5,0,0,0,4,10,10,3,0,3,0,0,0,369,377,752,23,22,40,15,3,21,543,560,1102,138,139,282,1504,1539,3047
POA2456,4149,4150,8296,932,1016,1949,1452,1614,3064,124,120,246,244,254,501,12,8,16,26,38,60,14,8,20,11,18,24,19,27,47,4,7,10,1903,2094,3998,356,448,807,82,75,159,3273,3636,6909,480,486,961,7901,8268,16170
POA2460,8099,8160,16258,1755,2015,3771,2065,2289,4351,80,94,170,356,384,739,23,19,40,26,31,55,14,13,29,23,29,51,11,10,15,0,3,3,2599,2863,5458,91,132,223,123,109,234,4571,5117,9689,2173,1359,3531,14843,14643,29482
POA2462,780,706,1486,100,101,199,203,217,425,8,9,19,42,29,70,0,3,7,6,4,4,0,0,0,0,3,3,0,7,3,0,0,0,261,279,534,6,8,15,14,8,16,379,392,767,101,80,183,1264,1178,2434
POA2463,2216,2212,4433,492,547,1041,532,616,1147,54,60,107,165,175,346,3,5,12,20,27,47,6,5,12,14,18,31,13,13,19,0,0,0,810,910,1718,50,47,93,39,44,81,1390,1540,2930,300,264,565,3909,4022,7928
POA2464,1692,1810,3499,504,569,1072,444,513,964,76,87,162,157,190,347,4,4,8,17,20,42,11,5,15,15,12,27,6,9,13,0,0,0,724,851,1575,60,71,125,22,17,37,1308,1509,2814,238,230,468,3236,3541,6786
POA2465,89,89,176,17,24,46,27,23,51,0,0,0,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31,68,3,0,0,0,0,0,60,58,118,20,10,35,163,157,323
POA2466,491,442,936,82,87,167,141,139,281,7,6,18,65,61,124,3,0,3,3,0,4,0,0,0,3,3,8,0,0,0,0,0,0,223,215,438,9,14,22,4,7,17,331,319,648,66,71,140,890,830,1717
POA2469,1250,1160,2409,127,144,271,268,257,527,19,26,41,101,89,191,11,7,21,9,8,11,0,0,0,3,7,13,7,3,9,0,0,4,424,396,817,42,36,78,5,11,19,595,588,1187,319,284,599,2158,2031,4190
POA2470,4083,4210,8296,908,999,1904,1093,1142,2237,24,34,51,193,202,397,12,13,19,7,17,23,3,6,7,5,0,8,0,0,0,0,0,3,1338,1412,2748,44,56,104,51,50,104,2342,2521,4862,747,739,1485,7170,7468,14642
POA2471,770,779,1557,66,81,146,252,271,523,5,0,13,30,34,60,0,0,3,4,5,4,0,3,6,4,5,9,0,0,0,0,0,0,302,317,621,10,11,16,14,10,20,388,416,804,175,179,354,1336,1383,2716
POA2472,572,514,1090,85,96,180,146,149,294,6,12,15,37,37,68,0,3,3,4,0,4,0,5,5,0,0,4,0,0,3,0,0,0,197,203,395,11,12,19,5,5,9,297,312,609,106,80,185,975,905,1879
POA2473,828,842,1666,168,199,371,251,273,522,6,12,14,61,82,144,3,5,5,3,4,5,0,0,0,11,3,13,0,3,9,0,0,0,340,372,712,16,15,33,8,17,20,537,601,1133,135,138,276,1502,1577,3077
POA2474,1782,1720,3506,339,416,753,319,376,693,25,24,51,158,183,336,3,3,11,12,15,20,5,3,10,5,3,8,5,0,10,0,0,0,530,610,1140,31,28,57,21,18,36,923,1070,1984,335,361,691,3034,3149,6180
POA2475,126,108,232,10,7,15,19,31,46,0,0,0,16,20,37,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,39,55,89,0,0,0,4,5,6,47,64,112,28,23,45,194,195,388
POA2476,256,230,488,17,21,34,33,34,66,0,5,3,31,45,78,0,0,0,0,0,5,0,0,0,0,0,0,4,4,6,0,0,0,73,84,153,0,3,3,0,0,4,90,98,187,69,67,142,419,400,820
POA2477,3464,3614,7085,616,730,1348,1064,1213,2279,69,61,129,171,210,378,7,9,16,21,12,38,0,5,11,13,17,39,10,10,21,0,0,0,1366,1544,2908,118,98,219,43,52,93,2142,2425,4568,307,336,634,5909,6380,12283
POA2478,7493,8026,15520,1616,1805,3422,3120,3551,6674,218,252,473,471,540,1014,26,26,47,47,59,108,8,21,31,40,36,73,28,25,55,0,0,0,3971,4514,8485,352,422,778,138,114,251,6082,6850,12930,974,1089,2058,14540,15968,30511
POA2479,1351,1289,2644,145,174,320,563,657,1217,76,108,184,84,88,170,10,11,19,12,15,29,4,4,9,0,0,3,10,9,20,0,0,0,758,890,1645,124,130,252,19,17,37,1045,1211,2256,274,278,552,2674,2779,5450
POA2480,11917,12252,24169,1763,1933,3696,4340,4595,8940,230,249,484,626,672,1302,37,38,74,61,75,134,31,26,51,49,50,97,27,32,59,0,0,5,5401,5741,11145,367,399,763,187,182,372,7719,8251,15974,1820,1826,3639,21454,22324,43778
POA2481,2786,2839,5622,643,663,1307,950,1125,2075,261,313,574,171,200,369,16,24,45,35,35,74,3,9,11,10,8,18,15,15,29,0,0,0,1467,1732,3196,625,775,1395,83,89,173,2818,3255,6072,669,694,1356,6273,6784,13056
POA2482,1610,1608,3218,329,364,687,552,612,1162,82,97,186,77,85,157,3,12,13,16,9,24,0,5,5,3,18,18,6,5,11,0,0,0,740,838,1577,100,141,240,41,33,70,1204,1369,2578,422,438,860,3239,3414,6650
POA2483,2735,2893,5630,416,486,899,875,1043,1921,164,196,354,174,246,419,19,29,48,18,22,39,7,11,14,13,10,21,12,10,20,0,0,0,1274,1563,2838,189,248,432,68,75,141,1949,2371,4315,530,544,1068,5204,5801,11014
POA2484,5289,5285,10577,740,806,1540,1528,1608,3140,106,145,252,498,562,1064,16,22,40,35,36,73,8,10,16,11,24,33,4,9,10,0,3,3,2219,2412,4626,129,156,286,79,75,155,3162,3444,6605,984,993,1980,9441,9726,19165
POA2485,3313,3711,7028,583,643,1228,1030,1193,2221,87,116,200,855,879,1738,13,21,33,13,22,36,6,5,11,7,13,20,4,8,17,0,0,0,2025,2257,4278,227,303,532,76,57,131,2912,3259,6168,696,763,1459,6921,7735,14655
POA2486,8140,9168,17309,907,1037,1945,2938,3284,6223,161,189,354,1108,1186,2298,23,31,50,28,40,74,15,16,32,33,33,65,23,32,54,0,0,3,4340,4815,9156,259,321,577,140,131,269,5645,6299,11941,982,1110,2095,14771,16581,31346
POA2487,3471,3615,7088,767,832,1601,1136,1294,2434,172,168,340,644,730,1373,19,20,39,21,22,46,5,9,16,8,12,19,12,18,32,0,0,4,2029,2274,4303,196,238,434,65,70,133,3058,3416,6475,397,422,814,6925,7454,14376
POA2488,886,964,1851,141,150,290,219,240,462,46,54,100,123,114,242,3,0,8,6,13,20,3,0,5,9,8,18,0,0,0,0,0,0,407,429,839,27,41,67,15,22,39,599,639,1239,120,120,240,1604,1717,3329
POA2489,1945,2079,4025,391,459,854,526,614,1135,68,78,149,225,287,511,4,5,12,6,18,26,5,3,7,8,14,24,7,3,15,0,0,0,854,1020,1868,70,86,161,30,29,59,1350,1597,2945,204,251,464,3497,3928,7431
POA2490,176,166,345,24,19,39,76,69,145,0,0,0,19,20,35,0,0,0,3,0,7,0,0,0,4,3,4,0,5,7,0,0,0,102,100,200,8,4,7,5,3,9,135,122,261,28,22,46,338,312,645
POA2500,8908,9134,18039,1263,1184,2444,6594,6777,13367,158,182,339,157,170,328,37,42,78,45,60,104,19,23,44,15,20,29,121,137,262,0,0,0,7144,7414,14560,2011,1667,3680,209,173,381,10626,10442,21068,1279,1255,2532,20807,20823,41633
POA2502,3647,3652,7300,309,352,654,1203,1212,2419,23,19,45,35,34,71,3,6,14,8,6,13,5,0,6,11,6,15,8,6,20,0,0,0,1298,1299,2598,139,160,300,35,27,61,1781,1844,3622,392,401,796,5823,5892,11714
POA2505,1511,1474,2978,156,161,318,464,530,995,7,7,16,15,14,26,0,3,4,7,4,10,0,0,0,0,0,4,6,8,20,0,0,0,504,564,1070,43,42,79,28,21,47,729,791,1519,164,137,298,2398,2396,4792
POA2506,2377,2483,4865,222,228,442,640,688,1331,17,10,25,8,15,20,3,9,10,5,3,10,0,3,3,0,0,0,7,5,12,0,0,0,680,727,1406,33,46,75,35,22,56,963,1026,1987,278,236,509,3615,3745,7363
POA2508,2941,2839,5777,423,439,861,732,712,1450,14,11,24,10,0,10,0,0,0,9,5,13,3,0,4,0,3,4,9,6,8,0,0,0,765,742,1506,68,81,145,24,18,39,1281,1278,2555,159,167,325,4380,4282,8663
POA2515,3486,3523,7007,465,406,871,1072,1142,2216,31,29,62,33,28,65,5,7,14,5,11,16,0,3,3,5,11,18,15,17,32,0,0,0,1180,1249,2427,154,174,328,23,31,56,1822,1855,3681,175,190,364,5485,5575,11058
POA2516,2016,2101,4116,246,227,469,652,656,1307,5,13,14,18,17,35,0,3,5,5,8,10,10,6,16,4,3,11,6,15,19,0,0,0,698,718,1417,64,60,125,17,15,34,1022,1015,2040,103,110,211,3141,3230,6373
POA2517,4071,4485,8561,518,568,1087,1127,1347,2474,19,14,37,29,40,61,0,0,4,9,8,21,0,3,6,8,0,6,13,11,20,0,0,0,1210,1419,2631,71,91,159,28,32,61,1829,2111,3942,319,389,712,6220,6989,13214
POA2518,5511,5814,11326,557,617,1175,2052,2375,4424,52,42,95,39,53,93,7,5,13,15,13,28,0,0,9,3,3,10,12,25,33,0,0,0,2177,2531,4706,172,200,369,73,44,114,2974,3386,6362,509,590,1099,8990,9791,18785
POA2519,4850,5072,9925,454,480,934,1776,1893,3667,24,33,62,49,49,90,10,5,18,16,11,27,4,0,5,9,7,8,45,39,81,0,0,0,1925,2040,3972,320,268,587,39,45,82,2739,2827,5569,419,385,810,8013,8287,16298
POA2525,3822,3898,7719,294,320,613,1144,1237,2377,13,14,27,21,37,53,9,4,12,21,20,43,0,6,10,5,0,3,7,12,21,0,0,0,1217,1322,2541,121,126,251,22,26,55,1660,1800,3462,180,252,432,5663,5952,11619
POA2526,4860,5149,10008,371,358,729,1733,1837,3562,24,31,56,49,36,79,5,5,14,13,7,26,0,3,8,9,0,10,8,15,19,0,0,0,1838,1936,3777,121,125,248,49,62,107,2375,2485,4859,342,437,774,7573,8070,15645
POA2527,6287,6566,12850,1044,1142,2191,3551,3775,7326,29,34,60,66,67,134,13,16,34,15,18,31,4,6,8,8,7,17,17,29,45,0,0,0,3704,3954,7656,114,121,239,114,123,238,4985,5338,10323,492,525,1010,11756,12437,24191
POA2528,6924,7121,14039,807,876,1681,2043,2220,4268,39,42,85,53,65,117,6,4,10,18,18,42,7,3,9,4,0,4,13,19,35,0,0,0,2189,2375,4558,113,151,268,97,91,190,3207,3491,6698,833,927,1758,10965,11538,22499
POA2529,7895,8202,16101,1038,1087,2134,3358,3705,7063,48,63,112,74,73,147,7,12,16,26,25,49,4,7,9,15,13,30,32,33,73,0,0,0,3562,3929,7491,169,228,391,82,85,169,4855,5327,10181,679,586,1267,13433,14115,27548
POA2530,9999,10320,20324,1217,1327,2544,3711,4013,7722,51,53,108,73,65,138,13,15,21,14,12,24,4,8,13,10,7,15,19,27,42,0,0,0,3880,4201,8081,157,177,332,126,109,232,5383,5813,11194,652,684,1335,16032,16810,32847
POA2533,4756,4903,9666,580,641,1223,1812,2022,3837,46,56,103,49,72,122,3,8,12,23,19,46,8,9,25,8,3,6,38,36,79,0,0,0,1992,2221,4217,147,167,311,25,19,43,2746,3055,5797,405,450,861,7910,8410,16322
POA2534,1557,1670,3227,249,276,524,568,624,1191,22,18,41,14,17,34,0,0,5,15,15,30,0,0,0,6,5,13,8,9,15,0,0,0,636,694,1322,45,50,95,6,7,19,929,1023,1960,148,138,285,2638,2838,5475
POA2535,2179,2335,4517,309,346,652,833,928,1760,12,21,40,28,25,47,0,0,4,8,4,9,0,0,0,5,3,13,13,19,31,0,0,0,901,998,1902,44,50,93,28,11,34,1281,1406,2686,224,245,469,3689,3980,7670
POA2536,4535,4777,9313,808,847,1658,2022,2200,4221,98,110,208,97,116,216,15,19,33,20,28,45,7,15,21,12,12,27,380,376,751,0,0,0,2639,2870,5515,132,145,275,61,50,116,3648,3916,7556,824,804,1624,9001,9498,18500
POA2537,3406,3498,6902,606,595,1201,1102,1205,2313,62,82,146,58,63,119,8,10,19,19,17,36,4,8,17,4,4,10,227,230,455,0,0,0,1493,1615,3111,60,75,135,40,19,53,2190,2309,4502,550,548,1104,6142,6353,12504
POA2538,650,701,1349,139,172,313,251,279,542,0,11,10,6,6,16,0,4,4,4,3,7,0,0,0,0,0,0,7,7,21,0,0,0,278,319,595,5,16,17,3,9,9,429,510,935,91,92,185,1173,1299,2468
POA2539,5244,5355,10593,1140,1223,2362,1952,2090,4040,75,73,149,80,97,177,15,16,26,25,26,52,5,5,13,9,12,27,120,122,244,0,0,0,2286,2445,4731,129,127,255,47,51,96,3600,3851,7449,686,639,1320,9525,9842,19368
POA2540,12725,12791,25515,1961,2194,4154,5007,5231,10238,131,145,271,250,218,464,37,44,79,90,70,157,22,23,45,43,39,87,159,167,325,11,10,27,5748,5944,11694,248,278,518,148,127,273,8101,8536,16634,2358,1518,3872,23184,22840,46027
POA2541,6567,6896,13462,1475,1648,3124,2735,3063,5803,108,103,206,119,134,249,21,19,46,49,44,94,5,17,25,14,19,31,67,69,137,5,3,12,3129,3472,6600,298,316,613,139,113,249,5035,5544,10589,1076,1130,2203,12681,13576,26258
POA2545,330,314,641,18,14,32,110,105,217,0,0,5,5,10,19,0,0,0,5,0,4,0,3,0,4,0,3,13,11,19,0,0,0,134,127,264,4,5,11,0,0,9,162,151,313,62,64,123,551,527,1079
POA2546,2655,2758,5413,507,561,1069,717,759,1475,114,113,221,36,32,69,3,8,10,16,12,30,3,0,4,11,12,21,139,159,302,0,0,0,1035,1097,2129,63,72,127,31,34,61,1632,1752,3381,430,441,872,4715,4953,9666
POA2548,1946,2115,4064,589,647,1236,637,741,1373,198,221,418,52,51,103,12,3,14,14,14,24,0,6,6,6,7,14,88,98,189,0,0,0,1010,1139,2146,61,83,146,30,22,55,1688,1898,3582,233,269,501,3866,4278,8147
POA2549,1130,1110,2236,222,235,459,281,296,579,87,77,166,32,32,69,3,3,4,5,7,7,0,0,0,9,4,19,26,31,61,0,0,0,442,463,903,15,21,40,8,10,18,694,730,1419,131,122,250,1955,1960,3914
POA2550,4731,4768,9497,864,925,1790,1141,1220,2359,151,164,311,69,78,152,9,7,19,20,24,40,7,7,19,18,18,34,132,150,286,0,0,0,1540,1678,3215,106,123,227,38,47,89,2546,2773,5317,707,639,1339,7981,8174,16153
POA2551,960,959,1921,197,235,436,208,248,459,85,73,156,23,22,46,3,4,5,7,9,13,0,0,0,7,6,13,19,13,29,0,0,0,347,372,721,22,29,53,22,18,38,591,653,1242,201,178,376,1757,1792,3544
POA2555,52,48,100,0,0,4,12,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,0,0,0,0,0,0,15,16,29,8,13,25,78,79,156
POA2556,863,834,1697,18,13,34,168,166,335,0,0,7,11,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,183,364,10,11,21,13,10,26,226,218,446,112,83,196,1203,1134,2332
POA2557,3073,3017,6091,211,231,441,4673,4799,9467,50,40,95,79,72,155,5,8,8,12,8,20,6,4,6,7,9,13,14,13,30,0,0,0,4841,4953,9796,295,330,626,114,73,186,5459,5591,11047,333,341,673,8867,8948,17816
POA2558,3443,3446,6890,228,289,519,1080,1088,2167,6,4,11,15,9,28,8,3,7,0,0,6,0,0,0,4,0,7,0,0,3,0,0,0,1111,1114,2227,102,128,230,27,19,49,1469,1555,3022,229,243,464,5136,5243,10376
POA2559,514,633,1148,79,97,173,394,461,861,5,3,7,3,4,4,4,0,4,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,413,474,887,42,37,83,15,12,22,550,616,1164,189,201,385,1250,1455,2697
POA2560,21348,22005,43357,2000,2210,4209,9899,10350,20250,86,98,187,157,154,313,31,31,60,55,51,102,12,19,37,13,16,32,34,40,73,5,0,3,10297,10761,21058,1169,1269,2439,327,272,598,13793,14507,28297,2454,2548,5003,37602,39058,76663
POA2563,79,69,150,9,9,17,22,29,50,0,0,4,0,3,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,34,60,0,0,0,5,0,5,37,41,77,18,10,32,135,122,256
POA2564,3888,4209,8095,350,393,750,1165,1258,2421,12,23,35,17,17,34,22,14,39,11,6,19,0,0,0,0,0,4,0,0,0,0,0,0,1234,1322,2554,308,367,676,43,29,75,1935,2112,4048,503,547,1047,6327,6869,13194
POA2565,5881,6012,11890,536,586,1123,5852,6117,11974,54,62,119,104,87,189,32,15,45,37,30,62,8,8,15,13,9,24,13,13,28,0,0,0,6118,6345,12461,808,962,1770,116,97,210,7576,7990,15562,679,659,1332,14124,14660,28786
POA2566,8176,8280,16457,669,691,1362,2619,2658,5270,34,38,70,48,36,84,9,13,29,12,8,17,0,0,0,4,3,8,7,10,16,0,0,0,2735,2760,5488,445,497,948,97,86,180,3948,4034,7979,684,756,1439,12806,13069,25874
POA2567,11681,12051,23738,728,773,1503,5145,5420,10569,34,37,70,96,110,201,9,23,30,25,20,43,10,5,12,9,5,11,11,7,21,0,0,0,5328,5625,10955,271,291,568,137,102,234,6463,6791,13257,548,540,1088,18693,19386,38080
POA2568,367,370,737,8,9,17,109,106,218,4,0,4,5,9,8,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,120,116,230,0,0,0,3,3,6,121,126,249,61,120,183,554,620,1176
POA2569,494,468,964,20,22,42,116,105,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,104,225,3,6,5,3,6,8,148,134,286,34,32,64,678,636,1311
POA2570,12584,12984,25573,1203,1257,2457,11771,12670,24437,105,102,204,147,153,298,42,32,70,45,56,103,8,12,19,16,12,31,26,30,61,0,0,0,12156,13070,25230,655,716,1372,279,273,552,14289,15324,29605,1206,1354,2562,28077,29666,57743
POA2571,3752,3624,7378,497,500,999,1438,1500,2941,13,9,23,26,34,56,8,5,16,3,14,17,0,3,3,0,0,3,8,3,12,0,0,0,1494,1569,3063,35,43,87,35,22,59,2063,2139,4202,328,287,614,6142,6050,12198
POA2572,1359,1363,2728,291,324,615,579,658,1240,3,13,14,8,19,22,0,0,0,4,7,8,0,5,8,0,0,0,5,0,7,0,0,0,599,694,1295,27,29,62,19,16,36,942,1064,2000,180,203,385,2484,2626,5114
POA2573,1269,1376,2648,334,357,685,758,809,1569,10,6,19,19,25,42,4,0,0,3,6,7,3,0,6,0,4,4,4,4,11,0,0,0,794,858,1659,7,18,24,23,17,40,1158,1251,2404,126,118,243,2554,2747,5303
POA2574,1911,1906,3814,119,128,241,585,596,1190,3,0,6,16,13,23,0,0,0,0,0,0,3,0,4,5,0,5,0,0,5,0,0,0,618,616,1230,15,18,34,18,11,35,762,774,1536,142,126,268,2816,2801,5612
POA2575,4291,4519,8804,625,663,1288,2398,2616,5018,22,25,44,49,64,110,4,7,6,22,16,40,6,11,18,9,10,12,17,32,46,0,0,0,2520,2779,5297,177,202,383,64,61,125,3390,3706,7090,385,406,791,8062,8632,16694
POA2576,3368,3934,7301,596,666,1259,1766,1953,3719,20,18,37,35,43,76,11,13,20,6,12,21,9,4,11,0,0,4,13,26,38,0,6,3,1858,2074,3932,198,211,409,19,12,25,2666,2971,5638,351,455,804,6388,7352,13737
POA2577,4230,4335,8561,677,688,1371,1971,2191,4168,24,21,49,54,62,111,10,8,19,20,15,38,7,5,13,4,5,11,27,38,63,0,0,0,2128,2348,4469,193,185,380,35,33,66,3036,3247,6288,536,542,1082,7800,8133,15933
POA2578,714,826,1542,114,123,237,344,367,712,6,11,15,9,11,24,0,0,0,0,3,7,0,0,4,0,0,0,9,10,12,0,0,0,372,402,774,33,35,66,7,12,19,520,574,1095,50,69,125,1289,1474,2759
POA2579,1208,1185,2390,133,136,270,590,625,1216,12,13,21,5,6,11,0,0,0,0,3,5,0,4,3,0,0,3,3,4,9,0,0,0,614,656,1264,20,20,38,21,18,37,782,822,1608,189,178,364,2180,2185,4365
POA2580,8061,8035,16096,2235,2470,4706,2309,2399,4705,75,74,153,120,126,246,19,13,30,38,30,69,4,3,12,7,6,20,203,242,447,0,0,0,2778,2894,5677,327,292,620,93,108,200,5433,5773,11199,1537,1036,2572,15035,14839,29875
POA2581,676,661,1339,50,66,121,189,199,383,6,6,17,7,10,21,0,3,6,4,6,4,0,0,3,0,4,5,105,109,220,0,0,0,322,338,659,4,5,9,6,0,6,382,417,795,114,95,211,1176,1171,2350
POA2582,3777,3927,7707,556,594,1149,671,744,1416,45,41,86,59,64,124,19,15,33,29,27,54,12,11,18,14,11,19,680,746,1430,0,0,3,1525,1653,3185,75,76,146,33,34,72,2189,2362,4554,369,335,705,6344,6622,12964
