POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2030,0,0,5,0,12,9,22,33,35,106,0,0,0,7,5,0,0,3,10,21,46,38,77,83,99,67,59,73,79,619,369,837,1264,1698,2316,1820,1391,814,428,10933
POA2031,5,5,5,5,14,23,78,128,72,336,0,7,5,14,11,11,12,15,21,94,79,112,347,242,167,136,168,201,355,1810,664,1984,7234,5495,4379,3213,2368,1501,890,27724
POA2032,0,6,6,6,16,31,86,181,117,448,0,7,13,8,10,15,19,39,36,150,31,115,213,96,67,65,70,88,69,811,327,1718,2877,1925,1691,1406,1120,779,392,12235
POA2033,0,5,7,3,8,9,29,63,45,168,0,7,9,4,5,9,12,9,17,70,53,151,181,75,62,44,41,54,55,718,527,1774,2502,1669,1224,1013,717,529,291,10247
POA2034,4,0,9,3,12,24,53,56,38,202,0,4,9,10,9,14,8,9,12,74,33,48,301,205,139,82,103,76,54,1041,322,1035,4642,3337,2636,2060,1460,818,312,16618
POA2035,3,4,27,24,35,85,190,318,227,912,0,5,14,11,20,28,60,99,55,294,55,81,287,254,220,177,220,206,197,1689,678,2002,5176,5188,4657,3910,3018,2162,1031,27826
POA2036,4,4,21,38,58,117,246,217,116,817,0,8,18,25,20,47,34,45,39,242,73,188,541,520,453,366,298,278,163,2869,709,2163,4924,4944,4632,3943,3074,1850,728,26971
POA2037,3,0,5,13,22,52,71,67,24,259,0,3,6,3,14,28,29,14,10,108,36,100,243,157,129,138,114,65,24,998,291,1592,3810,2724,2005,1863,1468,678,180,14606
POA2038,0,0,0,4,0,5,23,23,25,84,0,0,0,0,0,9,10,8,6,26,22,26,98,83,66,69,69,45,28,508,160,548,1648,1581,1444,1052,814,343,133,7725
POA2039,0,0,0,0,5,4,23,20,9,63,0,0,0,0,0,0,3,4,3,18,12,11,37,59,48,25,33,24,8,254,101,339,1292,1602,1353,970,796,337,55,6857
POA2040,0,0,6,8,11,42,124,158,116,475,0,0,6,6,8,13,21,44,37,127,29,55,170,146,131,91,93,134,119,973,373,1104,3275,4032,3605,2382,1683,847,427,17731
POA2041,0,0,0,6,9,23,36,51,25,155,0,0,0,6,3,3,9,3,9,33,19,24,82,110,81,97,76,57,25,579,224,565,1809,2465,2555,2102,1709,838,208,12475
POA2042,0,0,9,14,12,40,63,70,40,244,0,0,16,3,10,9,15,27,17,92,35,101,258,157,121,116,66,42,21,916,291,1784,5281,3251,2532,1811,1023,397,145,16515
POA2043,0,0,5,7,0,19,20,22,8,76,0,0,5,0,3,6,3,3,0,28,8,12,121,73,38,38,24,16,4,341,96,490,3105,2225,1251,806,350,145,37,8496
POA2044,0,0,7,7,14,32,70,81,36,241,0,0,5,5,10,8,41,28,22,124,11,21,83,68,27,33,32,29,7,298,123,452,1859,1668,1071,754,567,274,105,6865
POA2045,0,0,0,0,4,7,77,163,146,399,0,0,0,0,0,0,15,23,29,70,12,3,15,11,22,9,46,27,19,176,173,365,506,655,1040,937,704,444,289,5107
POA2046,0,0,8,13,25,68,215,387,277,990,0,0,7,11,18,21,41,93,68,260,19,52,167,165,102,121,158,153,185,1123,464,1129,3151,4142,4082,3412,2716,1673,885,21650
POA2047,0,0,0,0,9,15,38,79,62,205,0,0,0,0,4,3,10,15,16,51,13,29,87,68,53,46,42,77,118,536,193,556,1719,1798,1696,1486,1190,746,406,9788
POA2048,0,0,4,0,4,11,38,77,39,171,0,0,4,3,0,10,9,24,13,67,8,26,71,46,38,33,33,46,19,317,130,565,1657,1219,1160,751,479,324,130,6405
POA2049,5,0,4,16,5,34,67,94,45,271,0,0,9,10,9,10,16,31,16,97,20,53,205,118,91,80,82,58,60,777,192,894,2918,2092,1663,1169,809,430,200,10364
POA2050,0,0,3,0,3,9,15,13,3,44,0,0,0,3,0,3,4,0,0,26,14,54,146,105,96,47,45,29,12,544,486,1223,2612,1696,1117,762,438,173,51,8556
POA2060,0,0,10,11,0,6,16,11,12,68,0,0,7,0,5,10,11,5,9,44,26,41,203,153,96,95,71,83,35,805,179,843,3627,2687,1770,1625,1348,906,273,13258
POA2061,0,0,3,0,0,3,4,11,12,41,0,0,4,0,0,4,3,5,8,18,0,17,111,62,67,80,68,70,32,518,37,275,1389,946,733,851,766,536,155,5678
POA2062,0,0,0,0,6,0,16,12,3,42,0,0,0,0,0,0,0,4,4,13,8,12,23,23,32,20,30,27,6,192,86,226,1058,1247,1083,766,651,362,91,5567
POA2063,0,0,0,5,3,3,12,22,16,62,0,0,0,0,0,0,0,7,0,13,9,8,18,19,23,13,35,26,43,193,134,291,361,764,1034,850,669,411,265,4786
POA2064,0,0,5,3,6,11,22,16,20,85,0,0,5,18,6,7,10,9,4,56,9,11,73,80,48,26,40,22,12,325,125,472,1458,1925,1230,869,698,341,156,7273
POA2065,0,0,4,9,9,23,57,59,39,201,0,0,8,15,6,15,19,16,12,84,26,51,285,227,130,101,109,75,79,1074,363,1582,6890,6229,4079,3048,2511,1281,461,26452
POA2066,3,0,7,14,10,25,56,70,50,226,0,0,5,14,15,14,19,21,22,110,33,46,194,216,109,94,107,101,122,1021,578,1603,5048,5995,4565,3412,2634,1575,700,26110
POA2067,0,7,11,12,43,39,106,97,72,377,0,0,45,37,31,43,38,27,29,265,36,58,227,207,135,100,123,109,54,1060,448,1664,4354,4861,3521,2608,2252,1233,673,21607
POA2068,0,0,3,3,10,23,58,103,65,261,0,0,7,4,3,7,23,23,19,84,24,19,40,72,76,55,61,48,75,463,380,839,1269,2490,2896,2142,1543,879,460,12906
POA2069,0,4,4,4,3,9,33,28,20,104,0,0,7,7,3,3,21,7,10,54,7,27,36,43,38,49,53,56,58,372,323,838,1187,1940,2227,1756,1402,837,383,10896
POA2070,0,0,0,8,5,13,29,28,19,110,0,0,3,10,0,11,14,9,14,57,16,17,42,57,50,30,42,47,18,319,331,824,1224,2065,2185,1719,1343,858,412,10959
POA2071,0,0,0,0,9,13,28,26,16,97,0,0,3,0,13,12,16,7,8,63,29,18,26,46,50,40,46,57,85,393,321,867,1115,1675,2092,1715,1268,825,430,10304
POA2072,0,0,0,0,0,10,18,4,17,49,0,0,8,12,8,14,8,6,6,62,13,16,37,40,39,32,34,13,10,247,202,558,1060,1291,1318,1037,776,428,187,6859
POA2073,0,0,7,4,3,16,32,15,15,94,0,0,9,14,8,8,7,6,10,56,24,24,43,48,58,53,53,38,28,372,391,1002,1290,2350,2665,2254,1569,850,370,12747
POA2074,0,0,0,8,5,11,16,43,43,136,0,0,0,9,14,3,9,8,14,61,21,24,44,49,49,70,77,136,173,642,547,1244,1530,2921,3476,2869,2253,1917,1171,17935
POA2075,0,3,0,3,3,11,40,57,40,156,0,0,7,9,0,8,7,7,5,55,20,16,27,53,49,62,73,65,55,418,395,1040,1265,2977,3224,2604,2134,1696,760,16094
POA2076,0,0,0,4,16,15,42,47,57,189,0,0,11,13,14,25,17,8,6,98,48,27,39,66,91,62,100,130,220,778,649,1373,1666,3278,3833,3016,2373,1847,1188,19221
POA2077,0,0,17,18,53,82,150,107,76,520,0,0,45,47,44,49,56,34,31,301,53,83,240,290,186,129,153,146,139,1418,736,2314,6071,8124,5615,4326,3455,1796,762,33203
POA2079,0,0,5,0,8,17,18,20,19,83,0,3,0,5,5,7,3,5,0,29,0,9,24,24,22,13,22,15,8,132,193,412,834,1148,1193,1088,621,332,94,5916
POA2080,0,0,0,0,5,0,0,6,6,13,0,0,0,0,0,0,0,0,0,4,5,0,5,4,4,10,7,4,0,37,54,88,143,238,284,235,163,93,21,1316
POA2081,0,0,3,6,7,4,9,16,6,51,0,0,0,3,0,3,0,0,0,4,0,5,8,14,10,6,15,14,4,76,149,311,390,699,881,762,459,289,59,3999
POA2082,0,0,3,0,0,7,12,19,10,58,0,0,0,3,0,0,5,0,0,10,6,4,5,9,13,12,8,16,8,85,142,271,329,771,929,642,591,294,75,4039
POA2083,0,0,0,0,0,9,9,8,5,31,0,0,0,0,0,0,0,0,0,5,6,3,9,15,19,16,17,12,0,94,29,73,140,180,254,340,237,134,21,1406
POA2084,0,5,0,4,5,8,7,21,11,58,0,0,0,0,3,5,3,3,0,21,7,6,11,6,13,20,16,9,8,105,90,216,237,368,609,523,438,308,136,2927
POA2085,0,0,5,4,13,14,54,58,48,185,0,0,0,0,5,0,6,3,6,29,10,4,17,11,25,19,43,90,56,274,291,607,587,1262,1882,1271,1233,1143,484,8760
POA2086,0,0,3,11,16,15,31,44,21,135,0,0,0,5,9,7,5,5,7,51,16,19,38,38,55,39,28,26,15,272,369,769,1041,1921,2391,1591,1115,872,256,10335
POA2087,0,0,3,0,5,24,38,57,34,163,0,0,0,0,4,14,6,10,14,51,12,16,28,48,33,48,43,72,85,378,324,713,720,1602,2209,1572,1046,992,470,9648
POA2088,0,0,7,4,8,9,18,39,40,121,0,0,8,7,9,12,5,7,10,51,51,43,103,125,136,141,111,159,108,984,530,1341,2935,3644,4237,3727,3073,2213,917,22617
POA2089,0,0,0,4,0,8,9,14,7,48,0,0,4,3,4,4,4,0,0,18,15,12,84,95,37,50,58,63,64,486,138,599,2483,2039,1408,1227,1004,619,245,9769
POA2090,0,0,0,4,0,6,17,18,11,59,0,0,5,4,0,5,3,5,0,22,21,15,66,82,58,65,54,42,38,451,186,594,2233,2209,1845,1589,1483,824,270,11232
POA2092,0,0,0,0,0,0,16,23,13,51,0,0,3,0,0,0,0,3,0,7,16,10,24,32,39,35,21,23,13,197,178,362,434,904,1325,937,584,390,147,5258
POA2093,3,0,3,5,4,17,37,52,54,175,0,0,0,3,3,11,4,6,15,47,38,30,82,78,85,78,61,64,39,555,482,1095,2322,3366,3914,2774,1849,1130,538,17471
POA2094,0,0,0,0,3,0,0,9,9,22,0,0,0,0,0,0,0,0,0,3,8,11,37,51,26,19,16,8,0,172,104,264,958,977,849,790,527,317,102,4888
POA2095,0,4,3,0,0,5,17,28,31,101,0,0,0,5,3,0,6,9,4,22,22,44,179,125,92,74,67,66,53,728,230,741,3548,2809,2051,1854,1310,854,357,13754
POA2096,0,0,6,3,8,17,25,27,19,96,0,0,4,6,6,0,3,5,3,23,12,17,91,81,87,38,39,35,12,412,251,708,2712,2388,2241,1642,1062,554,197,11752
POA2097,0,0,3,9,5,24,52,71,38,209,0,0,3,0,8,10,17,10,4,55,28,23,65,59,97,66,52,43,32,470,442,930,1644,2075,2526,1990,1419,894,385,12300
POA2099,4,6,28,69,70,96,173,211,116,770,0,5,27,69,81,59,56,50,43,375,61,87,301,280,201,181,184,177,124,1606,835,2547,6513,6671,6153,4833,3284,2204,930,33969
POA2100,6,0,4,19,15,55,98,93,75,364,3,0,7,8,24,12,23,21,25,118,30,37,89,101,96,65,93,124,160,789,517,1252,2188,3032,3514,2584,1778,1144,601,16606
POA2101,3,0,0,3,13,27,41,80,80,253,3,0,6,4,7,5,6,3,3,35,42,28,99,93,87,88,108,143,171,855,414,947,2107,2573,2743,2454,1992,1475,973,15686
POA2102,0,0,0,0,4,9,17,20,13,61,0,0,3,0,3,3,0,4,3,15,24,20,12,51,45,30,44,106,170,491,198,405,652,1197,1312,894,681,540,304,6182
POA2103,0,0,0,4,9,13,38,48,34,146,0,0,0,3,3,3,3,10,8,35,21,19,50,52,60,52,72,98,91,515,245,600,947,1181,1532,1472,1390,917,419,8694
POA2104,0,0,0,0,0,4,13,18,26,50,0,0,0,0,0,0,0,5,9,12,6,6,3,6,16,27,33,62,52,220,78,145,184,250,465,533,613,630,305,3203
POA2105,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,3,6,5,7,9,17,12,19,18,0,95,44,77,96,168,338,391,310,165,31,1634
POA2106,0,0,3,5,0,5,9,15,13,57,0,0,3,0,5,4,0,3,5,9,18,17,39,40,44,59,37,45,13,308,227,546,960,984,1449,1621,1148,611,164,7708
POA2107,0,0,0,3,0,9,17,20,14,67,0,0,0,0,0,4,0,0,3,13,28,22,45,56,66,61,61,66,74,482,343,747,914,1648,2268,2408,2044,1088,408,11869
POA2108,0,0,0,0,0,0,0,5,3,13,0,0,0,0,0,0,0,0,0,0,3,9,8,0,13,12,16,13,6,82,42,60,100,121,209,326,365,248,44,1517
POA2110,6,0,3,3,0,12,22,26,40,112,0,0,4,0,5,3,3,5,4,20,21,16,47,49,63,52,81,129,265,721,256,516,630,1038,1477,1228,1088,740,598,7573
POA2111,0,0,7,7,8,31,90,133,80,346,0,0,0,6,8,10,9,26,17,79,15,23,73,80,60,52,45,87,131,563,275,809,2245,2316,2194,1805,1385,867,431,12322
POA2112,5,0,9,32,41,106,217,272,184,865,3,4,35,46,28,55,59,70,53,353,44,79,316,270,143,183,157,158,169,1517,650,2211,6776,6450,4492,4173,3001,1668,901,30323
POA2113,3,3,14,15,16,44,94,92,77,353,0,6,44,20,17,40,34,28,26,205,46,130,349,219,155,140,108,76,79,1301,683,2495,6182,4583,2875,2537,1769,1050,661,22832
POA2114,0,6,3,22,27,82,118,112,73,435,3,4,29,29,28,33,49,36,28,238,23,58,190,175,81,97,80,59,35,800,388,1544,4862,4385,2974,2807,2108,1026,412,20511
POA2115,0,0,11,19,31,73,108,69,31,345,0,0,3,13,14,39,30,24,17,137,34,38,142,97,95,69,67,71,53,663,295,728,1975,2045,1585,1457,1044,497,231,9856
POA2116,0,0,12,7,19,17,43,29,18,154,0,0,11,3,7,25,18,17,13,88,22,11,71,71,31,47,44,38,12,350,191,430,1043,1060,1008,925,554,303,110,5613
POA2117,9,7,17,31,58,88,107,120,73,502,0,3,12,23,20,54,45,40,22,211,48,62,139,156,127,140,128,78,84,978,526,1344,2703,3244,3090,2916,1913,1021,471,17244
POA2118,0,8,18,25,40,53,118,115,60,432,0,0,20,22,28,54,55,32,26,242,33,48,139,158,96,102,79,77,32,761,489,1573,3200,4743,3388,3188,2446,1473,557,21061
POA2119,0,0,4,0,5,7,20,19,14,62,0,0,0,5,8,4,8,3,0,34,23,15,26,48,45,59,38,61,68,382,317,692,859,1564,1854,1622,1329,900,347,9487
POA2120,0,0,9,0,13,29,54,66,41,216,0,0,7,17,13,19,17,42,22,136,16,39,55,57,66,70,67,49,29,454,456,1280,1760,2896,3301,2648,1997,1242,440,16026
POA2121,0,4,9,10,21,44,100,66,60,309,0,11,34,26,34,46,39,29,23,245,32,70,224,195,95,74,113,79,50,924,627,2156,5225,5636,4188,3734,2843,1384,650,26448
POA2122,0,0,20,29,50,77,191,164,147,684,0,7,42,24,35,61,46,61,52,332,44,89,273,189,155,157,126,118,84,1229,529,2075,4963,4826,3700,3702,3047,1680,898,25422
POA2125,0,3,3,6,3,21,59,42,42,186,0,0,5,8,4,9,14,19,18,80,8,15,49,52,43,38,57,45,19,333,376,1020,1345,2121,2220,2457,2138,884,291,12864
POA2126,0,0,0,3,7,22,57,44,39,179,0,0,5,3,9,18,14,10,13,84,24,18,34,53,50,46,56,90,127,480,523,1114,1370,2556,2809,2629,2059,1016,511,14591
POA2127,0,0,16,16,23,23,48,23,5,155,0,9,56,48,22,20,18,3,3,182,26,53,369,235,83,61,45,23,4,894,237,1377,7206,4922,2304,1635,1053,319,63,19109
POA2128,0,0,5,9,9,12,9,3,5,54,0,0,13,16,9,0,6,5,3,56,23,148,488,443,216,72,33,15,4,1434,64,286,906,879,474,260,149,53,13,3073
POA2130,0,0,6,4,7,17,26,30,45,129,0,5,3,9,12,4,11,19,23,88,6,31,69,48,24,40,44,27,22,316,92,464,1644,1260,1001,764,521,238,145,6124
POA2131,5,4,21,30,53,78,169,238,171,759,0,6,44,33,25,46,45,55,57,309,24,92,262,129,104,126,115,144,202,1198,313,1947,5264,3530,2556,2368,1818,1237,813,19838
POA2132,0,3,11,14,14,47,114,151,94,442,0,0,17,21,8,14,41,57,47,204,8,21,34,50,36,55,69,78,122,474,214,665,1422,1388,1473,1351,999,709,453,8675
POA2133,0,0,7,6,20,57,145,182,73,493,0,3,10,7,18,24,51,49,37,196,22,13,61,63,79,54,43,36,29,406,260,621,1293,1454,1660,1384,1091,586,248,8606
POA2134,0,13,54,38,49,58,115,141,107,575,0,28,97,46,56,38,50,48,47,417,26,195,398,160,120,94,83,75,85,1226,309,2692,5109,2310,1755,1659,1177,680,428,16125
POA2135,0,10,18,18,24,61,112,181,100,514,4,23,67,16,19,44,54,45,51,319,44,263,425,153,105,97,106,85,87,1374,527,3876,5849,2880,2551,2706,1916,1235,704,22244
POA2136,0,0,5,8,14,25,66,102,57,280,0,0,16,3,5,14,15,24,19,91,12,13,56,62,48,34,43,71,41,389,181,497,1130,1112,1023,974,660,449,202,6222
POA2137,0,0,0,14,23,63,215,269,215,790,0,0,11,15,17,28,48,74,55,252,44,97,192,139,122,100,116,100,75,984,525,1636,3726,3867,3835,3502,2817,1690,715,22313
POA2138,0,6,7,6,13,29,89,110,37,294,0,5,48,15,10,18,28,32,16,174,30,77,274,157,89,87,92,64,38,908,312,1411,5308,3554,1969,1740,1290,600,202,16374
POA2140,0,3,25,31,50,48,59,44,17,280,0,11,54,26,28,50,22,18,14,227,41,193,486,263,79,84,49,26,5,1225,287,2133,6893,3725,1598,1366,790,345,123,17259
POA2141,3,10,94,109,187,303,311,233,93,1340,0,16,140,113,114,207,168,108,73,938,61,170,570,315,238,202,134,79,67,1832,610,2824,7615,4689,3660,3749,2348,1066,439,27003
POA2142,4,5,81,119,168,197,253,145,55,1020,5,14,113,110,107,162,161,111,50,840,103,275,646,422,278,232,151,83,21,2223,640,2775,6544,4315,2809,2381,1681,758,252,22158
POA2143,0,3,24,53,64,109,98,61,33,437,0,6,30,31,34,93,70,36,25,338,26,56,105,86,58,55,57,32,16,488,271,744,1606,1279,1127,1213,800,340,148,7531
POA2144,3,46,221,307,409,409,437,294,114,2246,6,56,308,292,393,343,256,184,81,1923,126,442,865,498,373,335,247,135,100,3126,893,4562,8983,5293,3984,3644,2275,1180,513,31329
POA2145,11,14,92,156,219,368,695,679,295,2529,0,26,105,125,123,176,186,177,129,1053,211,351,1150,1016,558,471,444,437,377,5004,1771,5224,14764,16025,9600,7805,6150,3726,1472,66533
POA2146,0,3,20,34,40,74,133,134,60,501,0,0,19,20,35,26,36,19,19,191,43,87,216,174,117,90,58,72,31,888,444,1190,3086,3325,2347,1913,1450,857,261,14872
POA2147,3,10,45,63,111,195,339,254,151,1170,0,6,23,22,40,60,62,59,40,318,100,157,363,287,236,202,223,167,80,1819,931,2381,5103,5606,4702,4251,3550,1764,643,28924
POA2148,11,27,82,146,212,354,607,562,342,2343,3,24,108,92,157,159,164,124,72,911,219,391,920,670,472,396,351,290,175,3885,1640,5117,11752,10610,7503,6720,5050,2780,1230,52406
POA2150,0,4,39,39,71,85,128,122,52,544,0,16,68,37,29,50,60,41,29,326,52,285,807,474,174,152,120,77,55,2197,407,3154,11122,7361,2575,2103,1456,671,274,29117
POA2151,0,0,14,20,29,67,115,113,69,427,0,3,16,22,17,24,36,36,20,175,51,49,186,203,135,126,105,93,48,990,414,1165,2927,3690,2804,2356,1797,1060,401,16607
POA2152,0,0,0,8,16,15,51,55,43,199,0,0,6,9,6,7,9,3,8,52,9,23,62,69,40,30,69,70,58,437,213,540,1479,1840,1506,1098,944,754,344,8728
POA2153,11,4,11,17,46,109,264,284,175,917,7,3,18,32,39,36,64,47,46,289,70,70,212,280,169,175,190,193,188,1542,1400,3373,6209,10382,8449,6772,5890,3538,1298,47303
POA2154,0,0,7,9,32,62,128,129,100,465,0,0,14,25,20,40,36,22,33,200,70,54,96,143,138,104,184,236,299,1321,944,2351,3406,5802,5830,4908,4225,2540,1347,31355
POA2155,7,11,16,34,52,95,237,228,83,756,0,7,30,30,41,76,53,40,35,308,101,142,291,376,247,169,143,147,130,1733,2150,4844,8515,13784,11282,6778,4291,2060,559,54259
POA2156,0,0,3,0,9,19,52,73,51,212,0,0,9,0,0,3,4,8,3,30,22,21,22,36,52,46,45,63,34,327,411,881,915,1320,1973,1803,1540,1138,443,10428
POA2157,5,0,0,4,6,10,25,28,17,99,0,0,0,0,0,0,3,16,7,32,6,3,8,10,13,17,18,9,3,94,127,247,334,478,619,542,434,221,66,3066
POA2158,0,0,0,3,6,15,38,50,30,139,0,3,8,6,13,10,0,10,11,69,18,18,25,23,32,52,39,65,60,327,250,547,721,878,1366,1244,940,705,306,6966
POA2159,3,0,5,0,0,4,11,38,23,88,0,0,0,0,4,0,5,8,0,23,17,5,15,37,33,18,31,20,13,182,160,250,432,520,737,741,592,416,182,4021
POA2160,4,29,171,206,243,299,405,334,169,1864,3,31,216,250,237,236,209,155,80,1419,205,295,801,640,408,353,218,154,78,3154,1053,2948,7114,5768,4383,3963,2626,1469,632,29956
POA2161,10,20,154,243,271,347,331,241,154,1756,3,31,176,209,247,265,207,168,49,1367,213,239,573,516,350,262,225,158,133,2670,1137,2535,5869,4527,3621,3356,2243,1222,569,25077
POA2162,4,13,44,120,161,233,229,150,118,1057,8,15,47,74,91,157,118,92,53,642,118,132,234,268,213,184,147,115,122,1536,679,1476,2687,2488,2404,2357,1560,778,492,14925
POA2163,0,10,24,88,106,150,127,80,61,649,5,3,39,51,76,107,83,45,27,421,71,96,312,282,209,164,116,88,70,1398,356,743,1562,1363,1325,1215,928,387,235,8115
POA2164,7,35,140,163,212,255,383,340,141,1677,8,25,114,100,149,214,248,174,140,1157,51,68,137,151,122,141,188,132,90,1068,582,1310,2787,2547,2599,2568,2119,1191,499,16200
POA2165,26,70,306,576,675,779,714,517,233,3891,9,59,320,429,567,813,659,468,215,3533,203,204,462,455,441,450,361,246,110,2929,1347,2978,5720,5710,5918,5775,4113,2280,831,34675
