POA_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
POA2624,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,9,3,10,3,0,0,0,21,3,16,49,17,27,19,6,0,0,144
POA2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,36,22,16,14,4,3,0,115,10,41,96,52,75,56,23,6,5,355
POA2626,0,0,0,0,0,5,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,5,7,8,7,6,8,3,0,37,11,26,58,55,92,100,44,23,4,409
POA2627,0,0,3,0,0,3,14,11,7,42,0,0,3,0,0,0,0,0,0,6,22,20,73,29,26,29,28,10,3,248,151,412,947,625,783,618,432,164,43,4166
POA2628,0,0,6,0,5,8,18,12,3,51,0,0,0,0,0,0,0,4,4,7,10,14,23,15,21,24,27,11,11,152,66,91,231,235,316,377,272,108,44,1735
POA2629,0,0,0,0,0,3,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,16,4,11,13,13,3,71,3,12,33,46,66,114,94,71,18,464
POA2630,3,0,8,6,15,44,75,88,58,308,0,0,0,0,5,8,12,12,4,36,29,25,128,132,122,99,91,66,45,735,212,400,1015,1007,1194,1316,1052,707,284,7192
POA2631,0,3,0,0,4,6,14,5,0,28,0,0,0,0,0,0,0,0,0,4,7,4,4,4,15,18,4,8,3,65,21,31,64,53,82,112,104,47,10,517
POA2632,0,0,6,0,8,15,38,29,11,102,0,0,0,0,0,0,3,5,0,5,3,4,16,14,20,30,26,26,8,156,39,80,191,200,224,281,290,158,52,1516
POA2633,0,0,0,0,4,0,7,3,0,17,0,0,0,0,0,0,0,0,0,4,4,0,7,0,0,4,0,0,0,16,8,9,26,28,27,67,61,28,18,264
POA2640,19,12,49,73,70,137,198,247,193,988,0,0,26,23,36,34,25,18,9,176,141,127,318,282,249,269,236,231,126,1979,1041,2355,5087,4960,4921,4971,4132,2434,1009,30916
POA2641,0,7,41,66,49,90,189,200,99,746,0,10,22,30,61,41,31,21,5,225,45,80,131,131,124,123,144,136,68,995,445,1102,2242,1948,1825,1938,1955,1123,387,12975
POA2642,0,0,3,7,9,27,43,34,21,151,0,0,0,0,0,0,0,0,0,3,33,20,36,61,82,97,71,33,10,435,164,221,477,635,740,831,635,247,71,4016
POA2643,0,0,0,8,3,19,36,30,22,123,0,0,0,0,0,4,0,0,0,5,3,11,28,21,21,18,33,37,20,180,64,134,281,315,335,412,528,260,99,2425
POA2644,0,0,3,4,5,20,34,43,5,116,0,0,0,0,0,0,0,0,0,7,14,5,15,24,21,31,51,19,5,194,65,93,235,242,287,394,372,195,64,1948
POA2645,0,0,0,0,0,5,16,4,3,29,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,9,3,3,0,30,9,15,27,18,38,79,62,35,18,302
POA2646,7,0,5,8,20,35,99,87,68,332,0,0,0,3,4,4,3,8,0,23,24,29,56,48,62,75,95,69,46,506,170,286,609,598,828,1072,1083,674,265,5582
POA2647,0,0,0,5,0,7,38,43,18,116,0,0,6,0,0,0,0,0,0,0,7,14,20,20,25,30,64,48,14,237,61,90,206,217,286,363,479,300,79,2091
POA2648,0,0,0,7,7,26,51,28,25,149,0,0,0,0,0,0,0,6,0,5,27,15,67,60,52,66,78,35,15,409,53,98,271,248,316,476,448,216,78,2205
POA2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,0,0,22
POA2650,35,46,119,167,162,265,411,428,289,1917,0,12,80,94,64,54,44,25,15,410,201,250,484,406,384,371,382,328,274,3087,1741,4287,8814,7488,6968,6908,5701,3383,1524,46812
POA2651,4,0,0,6,9,3,13,8,0,48,0,0,3,3,5,0,0,0,0,10,74,100,38,21,15,10,10,6,0,284,311,436,484,413,282,200,131,57,13,2321
POA2652,0,0,3,15,14,24,65,36,26,190,0,0,0,0,0,3,0,0,0,10,34,21,25,45,54,72,68,30,13,358,131,213,516,535,617,713,577,249,81,3618
POA2653,0,0,0,0,8,24,30,33,31,126,0,0,0,0,0,0,3,8,0,15,10,27,55,72,48,32,22,34,14,312,52,112,265,312,339,373,376,214,75,2117
POA2655,0,0,0,0,0,11,15,12,17,62,0,0,0,0,0,0,0,0,0,3,6,0,9,12,12,14,21,8,5,78,40,38,133,153,160,191,174,102,49,1038
POA2656,0,0,0,0,3,15,20,13,12,61,0,0,0,0,0,0,0,3,0,9,3,3,5,12,14,15,14,18,6,86,33,65,95,116,149,215,189,114,61,1040
POA2658,0,0,0,3,3,9,23,14,22,79,0,0,0,0,0,0,0,0,0,0,6,8,15,7,21,23,15,27,7,119,43,64,112,144,164,230,214,144,55,1166
POA2659,0,0,0,0,5,0,10,11,11,38,0,0,0,0,0,0,0,3,0,3,5,6,0,15,13,16,8,7,3,82,35,34,58,91,111,147,87,78,17,659
POA2660,0,0,7,8,0,14,22,14,3,64,0,0,0,0,0,0,0,0,0,0,9,3,0,11,20,12,21,25,12,119,51,60,108,191,187,197,237,135,37,1198
POA2661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,70,81,115,44,15,0,3,0,0,314
POA2663,0,3,10,10,11,26,51,51,23,194,0,0,11,0,0,0,0,0,0,14,19,111,280,260,178,104,70,50,12,1076,135,325,798,737,681,666,554,310,102,4307
POA2665,0,0,0,12,6,22,33,21,23,115,0,0,0,0,0,0,0,0,0,0,5,9,15,12,18,13,26,25,10,120,48,79,147,210,252,304,329,151,63,1575
POA2666,0,0,0,3,14,22,63,70,53,227,0,0,0,0,3,0,0,5,0,15,19,13,28,36,32,64,48,56,32,327,166,273,497,515,658,837,781,503,231,4442
POA2668,0,0,0,0,5,8,5,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,32,3,25,20,35,76,68,54,21,7,310
POA2669,0,0,0,0,0,12,20,11,3,49,0,0,0,0,0,0,5,0,0,11,6,8,9,24,24,32,31,14,0,155,44,72,139,172,205,247,184,95,26,1174
POA2671,0,0,0,3,11,27,43,33,30,158,0,0,0,0,0,0,0,0,0,3,15,11,46,42,42,55,42,40,30,319,114,184,460,464,433,503,465,314,149,3080
POA2672,4,0,3,4,0,11,23,17,18,79,0,0,0,0,0,0,0,3,5,3,9,12,24,18,28,28,18,11,9,152,43,74,175,186,165,197,175,99,44,1153
POA2675,0,0,6,3,6,10,15,18,8,70,0,0,0,6,0,3,0,0,0,14,8,12,46,28,29,28,19,12,5,183,39,96,323,206,200,208,130,73,44,1317
POA2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,146,252,32,0,3,0,0,0,0,433
POA2680,9,12,53,75,126,184,327,319,199,1294,0,0,41,25,42,45,49,49,45,309,104,123,320,246,262,245,248,207,167,1922,711,1453,3800,3210,3165,2980,2205,1331,668,19526
POA2681,0,0,0,0,7,10,27,23,8,69,0,0,0,0,0,0,0,0,4,10,8,10,10,16,24,23,15,9,9,115,73,106,211,187,260,239,167,104,20,1374
POA2700,0,3,4,6,11,36,72,71,55,268,0,0,0,0,0,0,3,0,0,10,30,21,53,72,57,54,67,44,21,432,124,218,476,528,563,692,583,393,168,3744
POA2701,4,0,0,3,0,15,26,28,14,90,0,0,0,0,0,0,0,0,0,7,6,9,14,17,20,21,24,23,25,141,78,109,267,267,288,302,293,179,93,1881
POA2702,4,0,0,0,6,10,11,6,3,38,0,0,0,0,0,3,0,0,0,0,4,3,7,0,6,12,18,8,3,56,24,33,66,73,112,110,113,72,17,620
POA2703,0,0,0,0,0,7,6,5,5,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,0,0,23,26,25,67,54,79,65,71,37,5,426
POA2705,5,4,16,16,31,86,107,111,75,439,4,0,9,16,6,11,7,8,9,72,51,70,129,118,121,120,103,88,56,848,331,592,1301,1198,1305,1374,984,671,279,8033
POA2706,3,0,4,7,3,20,19,11,4,72,0,0,0,0,3,0,0,0,0,7,8,8,19,8,21,17,24,13,3,114,35,56,135,109,138,176,127,55,10,850
POA2707,0,0,5,4,6,3,6,8,11,32,0,0,0,0,0,0,0,0,0,3,0,3,14,13,13,12,11,4,6,82,24,71,127,142,148,187,130,58,40,919
POA2710,0,3,12,20,36,93,160,114,72,521,0,0,6,0,3,8,3,11,6,36,50,44,123,130,112,137,123,104,44,867,258,439,973,972,1193,1479,1342,801,323,7776
POA2711,3,0,0,5,10,30,39,47,30,164,0,0,0,0,0,4,4,5,0,19,18,23,45,47,44,69,52,44,21,352,80,182,355,295,384,580,372,273,90,2602
POA2712,0,0,0,0,0,11,19,26,12,72,0,0,0,0,0,0,0,0,0,0,3,6,9,10,16,20,29,21,34,150,31,54,110,122,153,215,229,137,70,1126
POA2713,0,0,0,6,9,14,44,42,15,131,0,0,0,0,0,3,0,0,0,3,11,13,37,33,41,56,56,58,48,347,60,104,241,257,332,422,404,265,113,2198
POA2714,0,3,0,4,8,11,68,60,26,176,0,0,0,0,0,0,0,4,0,7,14,5,12,23,27,35,84,54,28,283,47,75,207,253,278,413,679,372,116,2441
POA2715,0,3,7,4,11,15,25,27,9,94,0,0,0,0,3,0,3,0,0,10,0,7,20,24,31,34,25,12,7,159,20,66,150,133,186,224,171,89,43,1081
POA2716,0,0,0,0,4,4,15,18,8,48,0,0,0,0,0,0,0,0,0,3,4,5,9,8,14,18,21,15,9,106,20,33,119,82,106,160,159,90,30,800
POA2717,5,0,0,3,7,15,24,18,9,82,0,0,0,0,0,0,0,3,0,0,17,15,30,20,31,34,22,10,3,187,55,76,104,117,184,168,150,85,25,966
POA2720,0,0,6,13,23,54,104,75,39,323,0,5,3,0,4,0,6,5,0,25,37,25,74,83,85,114,101,110,56,686,231,410,883,979,1020,1197,1017,638,228,6610
POA2721,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9,0,0,19,3,8,18,20,38,33,29,16,0,166
POA2722,0,0,0,10,8,16,43,49,19,151,0,4,4,0,0,0,0,0,0,16,17,23,45,44,50,55,60,41,19,355,96,173,357,364,400,482,450,243,89,2663
POA2725,0,0,0,0,3,0,9,3,0,17,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,7,4,3,0,18,0,12,21,26,53,60,70,32,5,287
POA2726,0,0,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,3,0,21,7,16,32,33,21,49,29,14,10,200
POA2727,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,10,9,8,0,41,11,14,24,46,41,44,40,13,0,243
POA2729,0,0,0,0,8,14,20,20,8,72,0,0,0,0,0,0,0,5,0,3,6,0,7,18,9,8,8,11,0,78,41,62,134,191,217,277,196,130,37,1273
POA2730,0,0,0,0,13,4,17,10,25,71,0,0,0,0,0,0,0,0,0,3,9,0,18,17,16,16,17,22,3,100,26,48,116,124,186,216,201,106,49,1079
POA2731,3,0,4,9,12,34,83,125,46,323,0,0,0,0,0,3,3,4,0,14,22,13,49,38,40,73,97,100,56,487,157,251,668,746,877,1033,1232,748,219,5921
POA2732,0,0,0,0,0,6,23,31,32,97,0,0,0,0,5,0,0,0,4,8,6,5,11,14,25,30,19,24,19,139,29,55,162,134,206,355,321,201,106,1575
POA2733,0,0,0,0,0,0,8,5,3,22,0,0,0,0,0,0,0,0,0,0,7,6,14,7,16,21,8,14,7,98,17,20,70,59,58,102,85,41,18,467
POA2734,0,0,0,0,0,0,5,5,0,14,0,0,0,0,0,0,0,0,0,0,0,6,6,3,4,9,0,6,0,30,14,27,36,48,58,80,69,32,6,371
POA2735,0,0,0,0,0,0,9,10,0,22,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,4,0,21,14,25,38,38,52,60,57,22,8,318
POA2736,0,0,3,8,12,0,10,7,4,35,0,0,0,0,0,0,0,0,0,3,0,8,17,8,13,3,4,4,0,50,0,18,68,60,69,38,44,29,6,338
POA2737,0,0,0,5,3,0,18,10,3,48,0,0,0,0,5,0,0,0,0,5,15,6,21,15,14,15,28,7,4,124,29,36,125,88,93,107,106,27,8,615
POA2738,0,5,0,0,4,3,17,21,10,58,0,0,0,0,0,0,0,0,0,3,12,3,11,13,17,20,11,8,5,101,60,110,226,274,270,264,226,91,21,1545
POA2739,0,0,8,5,5,8,14,27,0,69,0,0,0,0,0,0,0,0,0,4,10,14,17,23,26,13,5,4,0,116,34,65,194,185,191,178,131,73,17,1064
POA2745,15,4,14,19,49,111,209,132,53,610,0,0,4,11,19,22,23,25,10,115,49,81,112,156,113,105,94,69,21,786,1059,2138,3960,4724,4528,3480,2171,851,203,23118
POA2747,11,15,70,88,139,240,436,266,94,1362,4,7,28,34,66,54,68,45,24,336,196,211,592,490,384,263,243,206,129,2706,1542,3539,9225,8869,6169,4644,3716,1703,530,39926
POA2748,0,0,0,0,3,23,31,46,12,118,0,0,3,0,0,0,7,6,7,19,0,3,3,0,14,7,4,12,5,47,64,153,169,157,270,298,190,144,40,1490
POA2749,9,4,30,24,42,80,123,70,29,418,0,0,9,8,7,10,8,6,7,57,58,50,139,123,77,90,45,47,9,645,542,1114,2550,2324,2158,2004,1213,468,118,12501
POA2750,15,4,46,70,102,248,410,314,152,1355,3,7,16,29,27,40,46,42,18,222,110,235,478,413,307,280,353,420,371,2962,1290,3620,7463,6846,5879,5192,4842,2799,1099,39025
POA2752,0,0,9,11,13,25,50,20,12,141,0,0,0,0,5,0,4,0,0,13,18,15,27,30,25,28,16,17,0,180,166,374,825,745,789,710,420,163,45,4239
POA2753,3,10,17,21,41,107,184,140,99,623,0,0,0,3,3,7,10,26,14,71,65,95,149,113,110,115,148,180,175,1156,580,1200,2445,1978,2334,2202,1683,1063,515,13997
POA2754,5,5,4,11,10,31,56,51,32,201,0,0,0,0,0,4,3,3,4,15,14,10,35,36,27,23,35,41,22,244,202,379,962,840,867,720,794,549,189,5512
POA2756,8,7,53,30,59,175,300,181,88,893,0,10,12,7,8,18,24,29,10,103,108,92,210,237,212,210,173,117,36,1395,1173,2265,4778,4489,4746,4529,2925,1421,358,26700
POA2757,0,0,0,0,0,0,4,5,8,23,0,0,0,0,0,0,0,0,5,0,5,0,3,5,3,0,3,5,0,24,23,57,103,77,120,118,99,59,22,669
POA2758,0,0,7,7,6,27,32,40,29,158,0,0,3,0,0,0,4,0,5,16,15,10,34,24,46,36,17,29,3,215,287,514,875,950,1419,1342,978,448,125,6935
POA2759,0,3,28,48,57,147,244,119,57,701,0,3,20,30,32,37,39,25,11,191,74,79,208,169,144,126,110,54,26,986,816,1668,3774,3596,3266,3726,2356,693,179,20076
POA2760,7,11,59,82,147,248,356,264,116,1288,0,3,35,60,52,53,60,49,25,338,202,232,554,487,371,288,267,196,150,2743,1000,2445,5942,5857,4266,3517,2552,1425,514,27526
POA2761,11,4,30,47,81,204,249,142,53,823,0,8,26,45,54,67,58,42,23,318,122,130,278,260,221,165,131,83,74,1467,1120,2566,4871,5168,4595,3886,2109,729,285,25332
POA2762,4,6,7,16,16,48,73,33,18,222,0,3,16,11,21,25,17,12,5,109,51,91,223,204,97,65,44,18,3,788,430,1240,4242,5261,1898,1089,663,188,49,15061
POA2763,10,17,26,41,56,124,205,148,63,683,0,3,8,15,37,37,30,23,14,171,72,80,216,234,155,99,127,42,20,1048,814,2087,4921,6100,4057,3220,2276,797,239,24503
POA2765,3,3,30,45,69,141,277,185,57,813,0,6,17,27,20,38,42,26,31,214,108,232,750,709,381,230,181,100,32,2713,1008,2436,8337,9335,4632,3172,2346,1002,245,32515
POA2766,0,4,24,44,40,94,177,128,74,584,0,12,12,19,39,50,39,40,13,223,39,76,179,141,106,121,121,167,297,1252,479,1161,2352,2449,2004,1853,1434,718,564,13006
POA2767,9,10,16,46,57,145,224,137,58,697,0,3,21,41,61,55,75,37,13,306,85,74,218,211,194,146,162,77,27,1193,636,1600,3277,3557,3034,2731,2009,752,217,17811
POA2768,4,0,12,11,25,62,135,89,25,363,0,0,9,7,24,49,37,27,15,166,67,198,566,502,262,134,77,54,14,1868,859,1993,3238,5244,4425,2975,1894,775,145,21549
POA2769,0,0,6,10,25,18,36,52,22,171,0,0,3,8,19,20,17,8,4,84,18,13,57,110,34,27,30,48,31,379,333,665,1522,4083,2001,907,788,409,142,10840
POA2770,25,45,191,253,361,594,742,487,126,2833,4,21,89,120,169,188,204,135,55,985,407,424,986,914,718,546,527,321,64,4899,2198,4363,8614,7894,7310,6446,4705,2358,489,44378
POA2773,0,0,0,0,4,0,14,7,6,39,0,0,0,0,0,3,0,0,0,10,5,3,12,18,22,6,14,21,8,104,149,322,436,691,908,868,720,374,115,4585
POA2774,4,0,0,8,15,9,36,27,17,119,4,5,0,0,0,0,0,0,5,11,14,13,40,61,27,29,35,40,13,269,343,606,1358,1825,1715,1560,1499,730,157,9795
POA2775,0,0,0,3,9,17,11,11,0,54,0,0,0,0,0,0,0,0,0,0,3,3,17,21,29,40,20,8,6,156,34,43,104,156,274,317,225,133,21,1317
POA2776,0,0,0,3,4,0,10,16,9,42,0,0,4,0,0,0,0,3,0,4,3,7,13,17,13,13,11,17,4,92,89,185,412,580,581,560,448,198,53,3105
POA2777,0,0,0,13,18,35,78,73,75,291,0,0,0,8,3,0,4,0,3,26,23,10,32,52,44,62,58,110,134,518,404,872,1603,2178,2497,2344,2139,1162,581,13782
POA2778,4,0,0,0,4,3,7,3,0,26,0,0,0,0,0,0,0,0,0,4,3,0,7,9,6,12,9,6,4,49,60,128,249,277,361,411,318,104,32,1939
POA2779,3,0,0,4,7,10,15,13,4,61,0,0,0,0,3,0,0,0,0,0,7,0,14,20,28,20,21,17,4,144,132,244,516,693,735,658,569,271,59,3870
POA2780,0,0,17,9,21,51,78,56,38,268,0,0,9,11,10,12,10,5,0,56,31,28,72,64,81,85,105,70,34,573,252,537,1223,1519,1938,2094,2224,1075,354,11208
POA2782,0,0,9,4,6,16,28,28,13,102,0,0,6,5,3,0,0,0,0,19,22,17,37,39,50,45,50,51,34,352,130,217,471,692,821,946,1090,568,224,5164
POA2783,0,0,0,0,3,8,9,7,0,35,0,0,0,4,0,0,6,0,0,10,4,5,0,12,18,15,6,13,4,72,69,123,254,336,377,467,323,127,40,2110
POA2784,0,0,5,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,3,8,0,0,5,4,6,4,6,0,40,26,61,121,164,201,216,154,73,9,1025
POA2785,3,0,3,4,7,11,15,11,15,69,0,0,0,6,0,0,5,0,0,11,19,9,21,28,51,46,47,34,10,265,78,103,376,514,665,882,837,463,111,4028
POA2786,0,0,0,0,0,3,3,6,0,17,0,0,0,0,0,0,0,0,0,4,0,0,7,9,9,4,14,7,7,58,21,40,104,121,165,205,204,110,18,986
POA2787,0,0,3,5,15,28,50,60,17,183,0,0,0,4,0,0,10,8,0,22,29,45,79,83,64,54,96,57,15,525,124,216,463,494,574,679,722,371,103,3747
POA2790,4,5,16,23,42,98,175,139,91,594,0,0,0,3,0,8,6,6,0,32,61,75,240,192,166,172,214,171,71,1362,413,764,1717,1580,1942,2325,2121,1311,438,12614
POA2791,0,0,0,0,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,5,3,30,5,6,21,24,50,65,49,28,12,261
POA2792,0,0,0,0,0,0,3,0,6,12,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,3,0,8,0,26,7,15,50,30,58,69,40,28,14,322
POA2793,0,0,3,3,6,12,21,14,3,61,0,0,0,0,0,3,0,0,0,8,4,3,11,6,15,24,27,21,4,117,15,32,91,87,127,200,223,111,11,898
POA2794,0,4,7,18,36,70,170,120,74,500,0,0,0,5,0,6,6,0,0,24,44,61,97,89,104,111,121,99,54,767,278,559,1100,1008,1256,1404,1434,898,387,8322
POA2795,15,13,43,53,80,197,327,314,206,1240,0,9,16,11,15,18,26,19,11,127,145,295,626,540,465,363,323,278,156,3194,1267,2937,5814,5276,5632,5553,4697,2635,1061,34879
POA2797,0,0,0,0,0,5,10,0,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,12,11,0,54,9,7,35,59,62,67,55,36,9,335
POA2798,0,0,0,3,0,4,15,18,4,54,0,0,0,0,0,4,0,0,0,8,11,9,14,20,31,29,21,17,0,148,49,54,160,262,343,308,281,118,24,1603
POA2799,0,0,11,5,10,33,47,35,37,174,0,0,0,0,3,0,3,5,0,14,8,6,14,17,19,33,33,27,3,167,110,223,506,422,480,604,460,251,100,3152
POA2800,25,19,65,84,130,221,399,318,215,1489,0,0,18,22,30,18,45,25,14,180,137,173,378,338,321,307,346,274,189,2472,1224,2627,6275,6037,5874,5456,4753,2735,1102,36087
POA2803,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,3,3,3,0,25,3,9,23,26,40,56,46,38,3,239
POA2804,0,0,0,7,3,25,42,30,16,136,0,0,0,0,0,0,3,0,0,11,17,21,29,27,50,46,42,44,22,291,81,124,238,264,359,427,401,272,83,2250
POA2805,0,0,0,0,0,4,9,0,5,14,0,0,0,0,0,0,0,0,0,0,4,0,4,5,3,6,3,3,0,39,11,14,31,49,57,56,65,32,11,323
POA2806,0,0,0,0,0,5,14,6,6,39,0,0,0,0,0,0,0,0,0,3,5,5,14,16,11,16,19,6,5,93,20,32,80,86,74,146,136,73,34,690
POA2807,0,0,0,0,4,9,17,11,0,42,0,0,0,0,0,0,0,0,0,4,0,4,3,7,5,9,9,4,0,44,12,19,36,42,62,85,80,36,0,372
POA2808,0,0,0,0,0,3,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,22,4,8,14,12,33,45,53,16,0,190
POA2809,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,5,0,18,0,5,24,21,20,45,26,19,6,163
POA2810,0,3,0,9,7,19,57,33,18,142,0,0,0,0,0,0,0,0,6,9,8,11,15,25,24,41,36,45,16,221,66,113,246,293,366,484,529,317,128,2548
POA2817,0,0,0,0,3,0,6,6,3,13,0,0,0,0,0,0,0,0,0,0,3,0,6,3,5,8,7,5,0,44,8,9,42,45,46,76,50,13,4,286
POA2818,0,0,3,3,8,6,8,3,9,36,0,0,0,0,0,0,0,0,0,0,5,5,10,6,7,3,12,8,0,53,15,42,88,91,117,111,98,51,17,633
POA2820,0,3,8,13,31,65,107,70,44,343,0,0,0,3,0,0,3,0,0,7,49,117,411,323,215,135,115,85,29,1480,190,394,1052,855,854,999,850,509,188,5887
POA2821,7,0,4,8,14,27,65,41,15,180,0,0,0,5,3,0,5,7,3,24,36,36,81,73,58,66,61,57,40,508,133,245,524,532,514,621,530,340,120,3563
POA2822,0,0,0,5,0,0,8,6,5,19,0,0,0,0,0,0,0,0,0,0,0,6,9,9,5,20,10,0,4,56,13,16,47,43,43,85,67,17,6,341
POA2823,0,0,0,0,9,4,31,16,5,64,0,0,0,0,0,0,0,4,0,3,9,3,16,23,13,24,26,18,18,152,33,50,168,138,140,182,175,104,44,1038
POA2824,0,0,3,3,5,15,33,22,13,96,0,0,3,0,0,0,0,0,0,11,9,7,25,18,27,21,47,38,36,223,54,101,214,189,230,310,253,182,82,1605
POA2825,0,0,6,4,9,8,27,33,9,90,0,0,0,0,0,0,0,6,0,8,8,17,13,23,24,28,27,36,18,188,67,129,287,198,297,273,196,192,66,1711
POA2826,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,11,10,17,12,18,29,29,20,9,3,146
POA2827,0,0,8,11,8,29,54,58,31,193,0,0,0,0,4,0,8,3,0,11,26,16,51,48,59,58,57,56,23,392,89,144,389,362,455,527,468,330,117,2888
POA2828,0,0,0,0,4,3,9,8,6,32,0,0,0,4,0,0,0,0,0,5,3,7,6,17,11,28,12,7,5,102,16,34,80,86,100,147,90,39,15,614
POA2829,0,6,8,10,16,29,36,44,23,168,0,0,0,0,0,4,7,7,5,16,29,25,51,59,35,39,48,50,14,359,102,149,376,312,335,373,323,189,64,2230
POA2830,14,14,48,48,116,229,421,322,187,1397,0,4,16,19,12,29,29,17,5,132,234,240,637,496,440,401,354,313,187,3301,1257,2568,7004,5497,5096,5032,4020,2512,957,33947
POA2831,3,3,6,8,5,23,12,12,7,64,0,0,0,0,0,0,5,0,0,6,14,9,29,30,33,44,32,12,11,206,52,62,198,217,244,295,189,88,23,1380
POA2832,0,0,4,0,7,12,28,17,4,69,0,0,0,0,0,3,0,3,0,10,48,37,84,95,90,95,77,28,12,565,86,90,293,230,280,316,238,83,15,1628
POA2833,0,0,0,0,0,13,11,3,0,31,0,0,0,0,0,0,3,0,0,10,12,8,17,14,30,21,23,7,5,132,30,47,73,61,78,77,84,30,12,494
POA2834,0,0,0,6,8,20,44,48,7,139,0,0,0,0,0,0,3,7,3,13,15,9,41,36,50,84,63,58,12,365,44,64,191,180,234,357,315,215,48,1647
POA2835,3,0,3,8,10,29,54,42,19,170,0,0,0,0,0,0,3,0,0,9,39,34,88,86,64,71,60,46,12,504,132,212,566,476,404,504,351,193,76,2914
POA2836,8,4,9,4,10,15,15,9,6,78,0,0,0,0,0,4,8,0,0,8,16,13,33,22,20,23,21,6,3,148,44,60,126,96,121,107,95,41,5,699
POA2838,0,0,0,3,0,7,9,4,0,21,0,0,0,0,0,0,0,0,0,7,0,0,4,3,8,5,4,3,0,35,0,10,30,24,27,29,33,14,0,176
POA2839,4,0,0,0,7,14,14,11,5,60,0,0,0,0,3,0,0,0,0,4,8,19,34,9,27,29,20,5,3,157,37,67,177,99,131,168,88,38,17,822
POA2840,0,6,4,0,19,27,35,24,10,129,0,0,0,0,0,5,5,0,0,15,30,25,63,64,67,52,37,31,5,377,83,140,327,275,312,320,212,112,34,1810
POA2842,0,0,0,4,6,5,25,11,4,48,0,0,0,0,0,0,0,0,0,3,10,0,0,5,15,5,19,16,0,67,27,17,59,75,87,101,117,55,10,555
POA2843,0,0,0,0,4,13,9,19,8,48,0,0,0,0,0,0,0,0,0,4,16,4,24,20,27,25,38,25,9,188,34,46,123,110,152,185,161,132,44,991
POA2844,0,0,0,0,3,16,23,24,4,77,0,0,0,0,0,0,0,0,0,4,3,7,18,16,14,23,18,26,3,126,30,40,122,120,145,200,189,158,49,1051
