POA_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
POA2338,22,12,7,9,16,31,25,15,3,155,186,121,110,132,182,238,242,137,51,1403
POA2339,12,14,12,16,17,19,15,4,0,110,122,81,66,95,91,120,107,41,11,718
POA2340,1257,757,693,631,589,490,405,340,186,5349,10906,6378,6997,6265,6086,6010,5217,3288,1292,52436
POA2341,33,17,15,12,25,17,19,6,5,148,249,142,136,137,162,228,238,147,45,1478
POA2342,3,9,5,6,7,8,6,7,0,46,93,55,45,53,69,71,55,31,6,465
POA2343,129,76,66,79,102,88,99,55,27,727,881,482,470,506,635,703,672,377,128,4858
POA2344,8,6,3,9,11,8,3,6,4,48,99,86,45,76,101,128,89,44,6,674
POA2345,11,10,3,10,5,7,3,0,0,49,136,68,75,99,107,96,91,29,10,707
POA2346,47,51,23,36,45,58,44,22,5,325,494,313,280,288,386,454,465,280,79,3033
POA2347,39,8,13,18,36,41,26,13,9,206,282,115,141,159,216,337,304,236,73,1865
POA2350,568,833,398,271,246,284,195,188,122,3105,4815,4453,3524,2944,2972,3243,2588,1735,628,26911
POA2352,60,27,35,26,31,18,29,12,0,239,624,350,323,334,376,365,360,178,39,2950
POA2353,15,11,10,4,24,21,17,11,0,115,187,101,113,122,153,182,157,111,68,1201
POA2354,74,42,38,26,51,68,63,32,8,403,578,310,304,307,434,555,557,353,86,3484
POA2355,5,7,6,7,9,14,11,5,5,63,91,50,46,54,92,117,107,41,17,627
POA2356,12,0,0,0,3,9,0,4,0,33,18,10,6,15,13,23,15,11,0,124
POA2357,106,64,62,58,75,109,103,78,52,713,680,361,374,358,480,613,638,372,196,4069
POA2358,74,36,39,36,41,61,43,18,8,354,660,366,349,376,454,602,570,258,87,3727
POA2359,26,14,19,20,15,21,8,3,4,127,133,64,65,66,102,121,92,53,13,710
POA2360,413,198,210,196,231,209,177,112,62,1797,2926,1732,1726,1586,1784,1889,1765,1169,411,14995
POA2361,19,9,7,12,14,18,13,16,4,110,138,87,68,67,126,159,151,100,24,927
POA2365,117,58,66,63,88,70,54,41,27,587,694,383,360,399,495,568,468,305,105,3762
POA2369,19,17,9,8,9,10,10,7,0,90,151,116,79,71,107,136,114,74,20,871
POA2370,212,119,131,137,135,126,111,82,37,1094,1247,764,776,757,922,1158,1163,721,265,7785
POA2371,13,11,11,13,9,26,38,12,10,148,125,82,80,77,162,240,230,121,37,1158
POA2372,66,36,27,42,53,89,83,43,17,451,681,397,331,405,529,787,993,491,166,4789
POA2379,3,7,0,0,6,3,5,8,0,44,45,49,31,27,49,40,26,17,8,291
POA2380,340,154,197,159,137,142,119,102,66,1412,2519,1167,1521,1326,1171,1293,1066,752,308,11118
POA2381,31,24,17,11,24,30,34,8,4,169,262,135,156,133,142,217,168,71,21,1302
POA2382,34,25,20,25,34,23,30,6,8,211,254,147,164,148,190,165,153,109,48,1381
POA2386,14,3,3,6,4,10,11,7,0,58,46,16,27,35,45,47,35,24,7,293
POA2387,8,8,14,0,3,6,0,0,0,39,38,28,42,11,21,35,12,5,6,201
POA2388,99,41,65,32,61,69,37,26,3,436,546,276,312,263,290,407,251,150,53,2554
POA2390,229,121,108,118,126,139,88,30,13,971,1703,954,1067,958,1039,1209,895,508,194,8540
POA2395,15,14,8,11,18,18,21,4,0,112,105,60,60,62,90,126,155,64,7,725
POA2396,29,13,10,11,14,18,20,17,5,131,150,72,75,75,90,128,135,81,32,834
POA2397,4,6,0,0,12,0,14,3,0,39,58,29,26,36,31,42,47,14,4,286
POA2398,20,5,8,8,16,17,4,6,0,89,55,32,28,27,41,41,22,6,3,248
POA2399,30,10,21,17,16,32,15,8,3,149,130,47,91,59,68,111,68,41,3,623
POA2400,468,273,283,287,259,264,177,86,33,2127,2012,1113,1323,1163,1212,1265,932,528,156,9708
POA2401,6,3,3,0,0,7,0,0,0,18,63,34,27,34,41,48,30,22,7,299
POA2402,40,24,21,22,23,24,23,21,10,196,308,151,162,160,210,257,259,178,58,1745
POA2403,35,13,12,19,22,20,14,8,8,150,152,72,52,88,94,109,88,48,14,719
POA2404,20,9,0,11,8,22,34,18,3,132,230,119,91,142,198,270,323,226,96,1676
POA2405,27,18,19,19,23,21,25,14,4,182,81,58,66,53,60,58,77,36,9,500
POA2406,28,18,17,16,20,21,4,12,4,142,132,76,81,94,94,111,58,39,11,705
POA2408,19,0,11,13,7,12,9,5,0,73,73,16,40,41,51,49,31,9,0,310
POA2409,68,50,32,36,49,49,29,9,0,327,242,162,118,123,150,153,93,33,9,1072
POA2410,9,0,3,7,9,6,6,7,0,42,42,14,35,28,32,39,44,20,0,240
POA2411,5,0,0,0,6,8,3,0,0,25,16,6,15,14,18,16,9,0,0,104
POA2415,11,4,6,0,15,6,12,5,0,59,65,40,47,33,72,74,62,31,7,429
POA2420,56,41,27,35,41,33,26,27,11,303,636,412,299,405,520,664,576,379,125,4016
POA2421,43,16,12,27,9,9,16,11,0,143,424,230,175,282,277,300,250,109,22,2069
POA2422,65,46,37,38,60,68,87,57,16,480,776,442,383,491,679,980,1056,581,222,5608
POA2423,64,41,29,37,43,58,57,21,13,366,452,276,218,274,424,638,626,289,93,3297
POA2424,17,4,6,9,6,6,12,0,0,62,71,58,44,44,69,98,70,30,6,480
POA2425,49,25,22,29,36,30,35,14,10,251,363,196,197,198,301,315,254,151,47,2018
POA2426,21,4,7,4,12,9,7,6,0,69,150,98,66,87,109,142,125,60,11,850
POA2427,20,23,15,12,24,36,57,30,19,240,277,178,177,197,277,650,1050,511,141,3463
POA2428,318,168,163,198,236,305,369,281,126,2167,3143,1909,1739,2132,2671,3875,4991,3318,1416,25187
POA2429,179,90,89,81,110,153,106,67,25,892,1575,854,869,861,1196,1690,1560,809,237,9650
POA2430,770,408,342,386,378,445,475,309,150,3662,6238,3471,3376,3466,4189,5423,5889,3471,1319,36841
POA2431,99,30,57,54,51,56,72,47,15,476,724,378,440,445,556,932,1237,678,233,5628
POA2439,39,25,20,23,28,49,45,25,13,270,602,352,277,323,480,627,821,445,99,4031
POA2440,608,458,577,506,385,364,255,164,57,3379,4064,2607,2470,2393,2768,3469,3139,1645,595,23166
POA2441,64,47,29,41,53,72,63,22,5,387,704,414,338,427,571,821,742,213,56,4288
POA2443,81,47,48,53,53,111,124,84,51,654,914,596,469,566,898,1504,1894,1328,580,8739
POA2444,659,476,385,384,415,465,413,309,208,3719,8194,5479,4893,5434,6164,6635,7112,5029,2183,51117
POA2445,76,70,26,50,57,59,64,46,8,456,1143,710,448,700,981,1139,1315,768,145,7350
POA2446,308,169,141,149,177,131,131,72,33,1303,2899,1639,1497,1554,1919,2067,1957,1125,398,15054
POA2447,184,81,81,66,98,117,92,60,21,813,1347,674,677,744,884,1317,1259,661,255,7809
POA2448,193,92,104,88,104,152,148,73,35,986,1351,776,734,824,1036,1579,1769,1129,422,9618
POA2449,56,53,25,26,29,63,28,12,6,293,374,245,202,177,272,405,317,134,33,2165
POA2450,759,526,512,524,584,519,436,368,224,4449,8322,5121,5120,5546,6038,6371,5926,3481,1408,47335
POA2452,303,164,160,170,144,129,102,76,74,1311,2732,1538,1636,1707,1902,2014,1952,1232,544,15260
POA2453,50,21,30,46,30,54,47,26,9,309,425,174,218,247,329,547,492,270,88,2787
POA2454,162,79,59,103,129,114,107,46,14,822,1470,751,611,867,1162,1301,1101,480,196,7953
POA2455,46,30,21,25,41,41,64,26,5,294,444,220,264,265,376,547,618,337,119,3185
POA2456,302,136,180,197,157,176,142,64,30,1382,3137,1551,2153,2113,2023,2305,2418,1053,379,17141
POA2460,606,497,762,607,523,444,303,155,71,3968,5323,3286,3472,3275,3855,4524,4072,2349,936,31079
POA2462,38,19,19,31,29,45,38,11,4,225,356,214,177,249,316,442,490,216,62,2529
POA2463,123,65,44,69,83,120,116,55,30,707,1302,702,615,767,1001,1395,1426,774,322,8304
POA2464,75,51,62,63,64,97,107,54,25,589,915,513,561,676,720,1089,1390,884,310,7058
POA2465,4,0,5,0,6,7,0,3,0,24,64,37,33,36,49,51,41,26,5,346
POA2466,14,9,7,9,16,46,23,23,11,167,165,90,76,109,172,376,442,266,70,1765
POA2469,104,58,54,75,93,131,88,52,15,665,586,354,310,364,567,990,792,320,75,4359
POA2470,440,224,198,214,172,199,160,133,67,1813,3009,1780,1579,1526,1787,1983,2051,1244,512,15477
POA2471,89,68,40,57,72,58,41,18,7,451,497,359,258,332,381,410,351,168,65,2821
POA2472,47,26,22,29,35,37,25,13,3,244,369,188,183,240,264,331,274,118,28,1987
POA2473,48,35,27,42,43,43,45,16,19,313,446,265,237,288,387,522,608,294,146,3203
POA2474,154,61,67,83,80,123,107,50,27,742,1086,540,495,626,797,1190,1097,473,186,6492
POA2475,6,6,4,8,12,5,10,0,0,45,54,34,29,28,67,61,84,36,14,399
POA2476,22,12,16,16,24,26,22,12,7,151,117,66,85,61,120,167,144,72,17,847
POA2477,181,103,96,90,117,129,101,72,32,931,2208,1307,1135,1352,1684,1868,1757,1115,478,12899
POA2478,459,262,289,318,316,331,339,218,143,2672,5118,2883,3014,3769,4014,4411,4733,2774,1347,32053
POA2479,145,60,84,99,98,115,67,30,24,722,1129,466,598,784,856,865,727,251,89,5780
POA2480,936,616,537,570,619,629,484,233,141,4760,7830,5090,4907,5384,6215,6978,5770,2673,1099,45938
POA2481,254,157,287,283,236,201,157,75,34,1671,1912,1196,2468,2069,1783,1801,1626,597,204,13659
POA2482,193,111,110,134,166,169,117,39,15,1038,1178,633,701,869,1087,1091,945,337,133,6967
POA2483,250,145,186,221,192,193,154,46,17,1404,1885,1041,1359,1593,1716,1779,1482,574,189,11616
POA2484,419,259,161,284,320,352,285,165,167,2412,3430,2024,1629,2304,2698,3320,2780,1302,603,20083
POA2485,227,145,214,201,173,184,201,167,112,1620,1895,1261,1770,1649,1581,2098,2469,1796,822,15349
POA2486,472,315,293,285,355,310,255,227,137,2645,5128,3319,3052,3414,3937,4332,4592,3409,1652,32838
POA2487,242,117,113,163,157,152,147,105,31,1223,2742,1392,1099,1905,2088,2263,2112,1071,419,15090
POA2488,68,36,46,48,64,52,22,12,16,372,716,349,377,479,491,555,336,151,72,3523
POA2489,168,58,52,100,95,71,67,45,17,674,1730,636,582,1134,984,951,1006,634,244,7894
POA2490,24,7,11,10,17,6,8,4,0,78,148,65,84,79,85,126,73,24,8,690
POA2500,451,765,596,373,398,307,213,132,69,3306,5329,8234,8464,4979,4685,4610,3712,2405,1052,43472
POA2502,254,121,165,147,129,125,84,56,19,1095,2419,1433,1674,1494,1500,1470,1209,935,422,12551
POA2505,67,49,61,38,47,55,32,15,11,379,874,540,662,627,622,714,524,328,199,5088
POA2506,172,84,88,89,95,82,47,34,28,721,1477,947,973,920,990,1068,765,432,220,7798
POA2508,99,64,64,66,85,69,45,24,13,532,1993,1117,1028,1295,1344,1239,802,384,142,9346
POA2515,148,71,70,102,108,101,66,33,32,731,2325,1264,1078,1524,1693,1749,1340,578,197,11745
POA2516,80,58,27,64,61,57,36,14,7,395,1496,809,601,998,1017,868,621,281,107,6798
POA2517,161,93,80,127,115,102,76,56,40,852,2670,1539,1359,1870,1921,1670,1413,980,538,13959
POA2518,255,193,197,168,173,177,131,134,86,1497,3352,2302,2594,2451,2478,2625,2054,1332,670,19864
POA2519,205,168,139,135,147,150,117,84,39,1180,2942,2300,2087,2109,2164,2113,1764,1274,476,17227
POA2525,132,106,63,77,92,80,77,63,57,739,2425,1646,1259,1625,1687,1343,1197,820,322,12335
POA2526,193,136,134,122,127,110,88,58,24,989,3142,2119,2119,2081,2110,2159,1575,928,504,16736
POA2527,455,227,243,234,185,185,128,89,134,1876,5487,3217,3956,3320,3151,3015,2259,1144,526,26072
POA2528,460,290,222,230,256,251,255,214,126,2309,4000,2709,2606,2554,2883,3238,2961,2089,694,23735
POA2529,429,299,258,227,271,236,196,150,140,2193,5476,3709,3222,3702,3945,3784,3102,1602,598,29134
POA2530,504,322,277,294,298,264,158,116,45,2286,6931,4335,4334,4552,4329,4060,3453,2260,781,35038
POA2533,179,128,92,121,137,153,197,94,38,1149,2813,1631,1484,1867,2053,2558,2715,1481,572,17177
POA2534,66,55,36,42,48,60,72,49,33,465,963,597,505,601,695,851,853,494,205,5767
POA2535,96,50,48,64,76,103,100,71,34,635,1112,554,566,732,807,1301,1558,981,394,7993
POA2536,354,195,172,177,271,278,272,181,76,1965,2820,1631,1601,1727,2326,3107,3493,1946,675,19333
POA2537,214,133,87,122,152,220,191,80,50,1253,1740,1042,992,1135,1553,2400,2471,1214,449,12981
POA2538,27,27,15,12,30,52,39,12,10,233,392,208,160,251,282,441,492,212,144,2580
POA2539,317,170,145,182,210,255,225,129,52,1680,3006,1574,1679,2002,2250,3363,3779,2029,631,20305
POA2540,759,585,702,689,578,572,539,367,164,4958,7324,4704,4762,4859,5728,7277,7767,4476,1377,48267
POA2541,729,375,394,342,345,249,181,127,56,2794,5355,3088,3776,3196,3078,3362,3215,2027,932,28038
POA2545,22,13,10,13,20,28,31,6,0,147,128,102,79,103,143,223,249,90,12,1117
POA2546,160,83,74,83,99,168,178,83,42,971,1270,639,708,809,1028,1801,2310,1061,447,10066
POA2548,69,60,53,37,92,89,112,78,52,630,1046,660,732,715,980,1376,1612,957,337,8419
POA2549,57,28,25,28,62,55,49,18,5,331,672,341,330,385,528,688,702,327,133,4101
POA2550,289,181,156,160,194,271,183,127,87,1648,2795,1585,1505,1716,2133,3129,2528,1165,390,16936
POA2551,87,34,39,32,41,59,62,36,26,417,588,304,288,314,443,599,700,343,140,3718
POA2555,3,6,4,0,5,0,9,0,0,25,30,14,17,26,20,15,29,14,6,168
POA2556,47,46,31,40,33,38,23,13,5,278,396,384,258,252,329,355,308,120,42,2433
POA2557,356,154,238,208,124,84,55,22,14,1253,5328,2188,4244,3437,2009,1470,933,385,105,20103
POA2558,199,114,114,127,116,97,45,19,3,838,2285,1465,1551,1599,1383,1506,923,298,76,11099
POA2559,170,69,68,86,39,37,15,0,0,491,906,426,434,475,282,235,159,54,11,2991
POA2560,1749,997,1046,991,819,718,503,333,146,7308,17455,10766,11979,11539,9457,9053,7644,3670,973,82543
POA2563,0,6,10,10,5,0,5,3,0,35,48,47,33,41,32,38,20,17,7,276
POA2564,395,158,211,212,172,131,83,52,15,1436,3229,1827,1811,2087,1730,1592,1182,609,126,14198
POA2565,489,266,311,358,223,196,104,70,26,2046,7434,3543,5177,5634,3354,3146,2095,928,275,31588
POA2566,594,299,322,313,275,224,144,49,6,2238,6298,3471,3711,4208,3335,3340,2401,839,202,27796
POA2567,652,343,286,371,349,248,131,53,24,2451,9680,5964,4848,5995,6291,4283,2579,1069,242,40951
POA2568,17,11,7,7,18,15,18,41,65,203,174,142,77,105,122,131,162,206,121,1252
POA2569,22,14,10,19,15,16,14,0,0,115,266,193,122,165,187,196,184,55,18,1386
POA2570,1045,529,563,616,501,322,244,161,76,4058,15792,7404,10168,9727,7185,5478,4597,2357,951,63663
POA2571,223,145,132,124,149,116,60,27,9,987,2983,1611,1613,1801,1871,1652,1101,424,96,13174
POA2572,83,60,51,50,48,44,50,70,89,539,1064,693,734,592,642,623,590,359,178,5484
POA2573,90,61,57,40,57,21,33,19,13,387,1339,709,848,691,765,561,499,283,91,5777
POA2574,109,82,54,63,62,56,33,19,9,490,1185,765,613,717,847,732,631,358,91,5934
POA2575,247,154,143,153,167,149,135,77,25,1257,3390,1888,2115,2115,2358,2285,2087,1229,395,17846
POA2576,150,84,32,78,122,118,139,158,163,1044,2015,1202,757,1192,1726,1860,2473,2105,859,14189
POA2577,241,144,108,147,186,216,194,141,88,1464,2818,1685,1599,1668,2221,2542,2443,1373,369,16724
POA2578,19,11,11,5,20,25,33,32,22,177,328,210,163,223,299,460,649,374,129,2846
POA2579,100,24,65,52,42,64,61,32,11,450,873,403,473,514,569,709,661,375,67,4646
POA2580,625,379,488,437,455,366,319,163,68,3312,5578,3422,3969,3643,3976,4313,3796,2100,834,31629
POA2581,61,23,27,36,37,37,30,20,0,276,528,221,250,319,399,367,255,132,30,2507
POA2582,196,139,105,121,157,133,106,71,28,1062,2693,1508,1305,1719,2127,1792,1498,747,305,13693
POA2583,75,35,32,47,41,89,79,31,21,443,701,436,382,397,528,865,728,408,166,4604
POA2584,17,4,4,14,0,6,10,0,0,63,106,43,44,73,68,90,66,39,11,550
POA2585,12,9,4,3,3,4,3,9,0,47,31,34,27,21,28,28,39,16,5,235
POA2586,84,33,35,42,53,73,46,35,14,427,500,240,275,259,383,463,429,250,81,2871
POA2587,51,33,21,23,38,48,39,17,6,276,510,253,273,266,348,444,475,279,72,2932
POA2588,11,4,3,0,0,4,4,0,3,26,48,30,20,26,35,61,56,27,7,299
POA2590,115,80,50,58,81,79,108,69,24,662,1168,667,582,638,791,1073,1194,769,275,7153
POA2594,255,144,124,128,133,138,98,94,31,1141,2441,1389,1298,1337,1405,1576,1474,871,357,12150
POA2619,113,66,56,67,84,59,18,12,0,473,2094,1324,935,1378,1743,1244,590,235,55,9601
POA2620,648,468,739,588,478,513,298,121,69,3916,8629,4842,7737,6682,6195,5504,3701,1715,596,45604
POA2621,98,58,54,68,69,58,46,6,0,462,1439,701,705,940,1076,909,599,261,57,6688
POA2622,68,23,35,47,68,76,56,43,8,430,684,276,350,432,617,729,609,364,85,4141
POA2623,13,3,7,11,0,6,5,0,0,46,123,54,87,78,86,89,65,18,7,611
POA2624,4,7,4,5,7,3,0,0,0,27,16,25,49,17,27,19,6,0,0,162
POA2625,5,18,36,22,16,14,6,3,0,123,38,54,96,52,75,56,23,6,5,400
POA2626,13,8,8,16,10,9,8,4,0,59,90,47,58,55,92,100,44,23,4,515
POA2627,63,78,101,59,53,49,44,9,3,457,855,797,946,625,783,617,432,164,43,5263
POA2628,32,27,23,18,25,36,30,10,5,204,385,210,231,235,316,377,272,108,44,2176
POA2629,20,5,7,12,12,21,17,12,5,105,56,31,33,46,66,114,94,71,18,534
POA2630,116,80,155,147,147,114,97,52,32,940,1441,850,1015,1016,1194,1316,1052,707,284,8876
POA2631,6,18,13,4,15,11,12,3,3,78,97,65,64,53,82,112,104,47,10,629
POA2632,32,20,19,16,18,33,30,19,3,192,329,174,191,200,224,281,290,158,52,1892
POA2633,10,3,5,0,3,0,6,0,0,30,51,20,26,28,27,67,61,28,18,321
POA2640,645,435,413,398,411,381,255,175,78,3186,7570,4783,5095,4960,4924,4970,4131,2439,1009,39879
POA2641,357,186,207,176,161,156,147,103,34,1522,3049,2065,2245,1948,1825,1944,1959,1123,385,16550
POA2642,139,72,44,73,89,118,93,33,8,668,1220,623,477,635,740,831,637,247,70,5476
POA2643,54,17,31,24,29,34,34,14,10,249,494,268,281,315,335,412,528,260,99,2997
POA2644,37,28,22,29,30,36,38,19,0,246,406,241,235,242,287,394,372,195,64,2442
POA2645,5,4,5,0,5,10,11,0,0,35,30,31,27,18,38,79,62,35,18,339
POA2646,130,80,70,66,77,100,94,48,28,686,1064,657,609,598,828,1072,1083,674,265,6841
POA2647,53,31,26,26,34,37,68,29,15,312,397,218,206,217,286,363,479,300,79,2557
POA2648,84,52,71,70,49,65,79,28,6,488,410,210,271,248,316,476,448,216,78,2671
POA2649,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,3,4,0,0,30
POA2650,1104,747,713,593,593,542,400,297,169,5160,12546,8161,8821,7491,6976,6908,5699,3387,1524,61511
POA2651,56,179,58,27,25,11,10,3,0,380,664,847,484,413,282,200,131,57,13,3081
POA2652,98,63,40,58,71,81,68,34,6,516,998,481,516,535,615,713,577,249,81,4757
POA2653,48,40,63,85,58,35,33,28,9,391,441,238,266,312,334,373,376,214,80,2636
POA2655,31,13,4,12,13,13,15,3,3,110,328,132,133,153,160,191,174,102,49,1416
POA2656,27,15,7,15,15,18,6,3,0,114,247,136,95,116,150,215,189,114,61,1327
POA2658,15,19,7,13,18,24,20,17,9,149,267,163,112,144,164,230,214,144,55,1488
POA2659,30,21,6,20,18,11,12,3,4,125,157,123,58,91,111,147,87,78,17,871
POA2660,34,19,5,15,20,13,21,12,7,134,339,181,108,191,187,197,237,135,37,1607
POA2661,4,3,7,4,0,0,3,0,0,21,79,150,115,44,15,0,3,0,0,395
POA2663,75,162,288,276,193,111,59,39,9,1217,845,584,798,737,681,666,554,310,102,5281
POA2665,37,24,18,19,23,21,28,15,4,184,385,182,147,210,252,304,329,151,63,2017
POA2666,87,58,37,49,52,76,46,42,16,458,1029,605,497,515,659,837,781,503,231,5636
POA2668,13,5,0,0,10,8,3,3,0,53,84,38,20,35,76,68,54,21,7,404
POA2669,60,20,19,27,24,37,30,12,0,236,322,156,139,172,204,247,184,95,26,1539
POA2671,92,38,45,57,60,55,40,34,28,451,776,407,460,464,433,503,465,314,149,3969
POA2672,51,27,23,18,26,29,18,13,10,212,323,149,175,186,162,197,175,99,44,1511
POA2675,42,17,57,35,38,25,20,17,3,254,312,162,323,206,200,208,130,73,44,1659
POA2678,0,8,0,0,4,0,0,0,0,11,0,401,32,0,3,0,0,0,0,433
POA2680,565,338,385,347,347,311,264,153,96,2805,4921,3019,3817,3216,3171,2985,2207,1331,667,25339
POA2681,25,16,13,17,23,23,16,9,0,139,343,263,211,187,260,239,167,104,20,1793
POA2700,156,64,61,79,72,77,69,47,21,650,978,494,476,525,569,692,587,393,168,4873
POA2701,42,19,24,20,21,20,20,21,11,189,512,279,267,267,288,302,293,179,93,2492
POA2702,9,8,4,4,11,10,5,6,0,60,150,88,66,73,112,110,113,72,17,793
POA2703,7,10,7,0,0,4,3,0,0,41,182,183,67,54,79,65,71,37,5,744
POA2705,290,158,158,158,161,154,84,57,39,1266,2229,1339,1301,1202,1305,1374,987,666,279,10687
POA2706,19,17,23,10,17,18,18,11,0,139,156,125,135,109,138,176,127,55,10,1030
POA2707,26,9,19,16,16,22,16,3,3,132,217,122,127,142,148,187,130,58,40,1167
POA2710,208,120,143,137,131,151,125,90,32,1135,1683,979,973,972,1193,1478,1342,801,323,9743
POA2711,81,53,49,44,49,82,54,36,12,453,516,338,355,292,384,579,372,273,90,3197
POA2712,24,21,16,9,15,18,17,10,7,138,207,131,110,122,153,215,229,137,70,1375
POA2713,84,39,37,38,51,66,53,36,16,417,463,251,241,257,332,422,404,265,113,2746
POA2714,61,33,7,31,33,43,103,51,14,381,409,193,207,253,281,413,679,372,116,2921
POA2715,40,15,21,20,24,34,24,12,4,197,259,126,150,133,186,224,171,88,43,1382
POA2716,29,9,13,16,12,23,26,13,10,136,167,74,119,82,106,160,159,90,30,988
POA2717,46,32,25,25,34,28,19,9,5,216,210,168,104,117,184,168,150,85,25,1205
POA2720,200,95,97,115,115,130,83,77,18,939,1630,905,883,979,1025,1200,1017,636,228,8501
POA2721,11,5,0,6,3,5,6,0,0,30,53,22,18,20,38,33,29,16,0,230
POA2722,86,52,51,50,57,60,53,36,12,456,641,384,357,371,400,482,450,243,89,3418
POA2725,0,0,0,4,4,7,4,3,0,22,54,26,21,26,53,60,70,32,5,347
POA2726,0,4,6,3,3,8,0,3,0,27,47,24,32,33,21,49,29,14,10,255
POA2727,14,4,8,8,6,12,9,5,0,57,76,45,24,46,41,44,40,13,0,348
POA2729,37,8,9,17,15,12,15,8,4,131,299,153,134,191,217,277,196,130,37,1622
POA2730,31,16,17,11,22,17,11,15,3,144,217,116,116,124,186,216,201,106,49,1335
POA2731,105,60,55,62,61,91,86,76,27,623,1275,653,668,746,877,1033,1232,748,219,7446
POA2732,17,5,9,15,31,32,20,16,12,170,264,123,162,134,206,355,321,201,106,1877
POA2733,19,18,11,11,16,23,13,12,4,121,115,48,70,59,58,102,85,41,18,598
POA2734,8,4,6,3,4,9,7,3,0,43,85,57,36,48,58,80,69,32,6,472
POA2735,6,4,4,4,4,0,0,6,0,30,76,47,39,38,52,60,57,22,8,408
POA2736,10,6,12,7,17,8,6,3,0,67,69,39,68,60,69,38,44,29,6,419
POA2737,37,24,19,13,28,28,27,7,4,172,180,97,128,88,93,107,106,27,8,822
POA2738,32,23,17,15,23,21,12,7,3,154,510,247,226,274,270,264,226,91,21,2132
POA2739,45,28,16,27,34,12,9,4,0,180,289,155,199,185,189,182,131,71,17,1414
POA2745,444,283,219,267,262,203,117,50,8,1851,7345,4571,3960,4730,4534,3480,2176,850,203,31847
POA2747,1134,627,782,661,563,358,257,159,58,4586,12826,6704,9227,8874,6178,4649,3723,1704,530,54397
POA2748,14,22,16,6,20,10,7,16,0,113,250,275,169,157,270,298,190,144,40,1798
POA2749,358,175,203,182,151,123,79,41,12,1314,3898,2289,2550,2324,2158,2011,1213,468,118,17029
POA2750,814,546,651,567,476,375,350,333,304,4410,8759,6309,7465,6852,5880,5199,4845,2798,1099,49204
POA2752,71,72,44,52,63,54,16,15,6,386,1278,772,825,745,789,710,420,163,45,5747
POA2753,276,241,215,161,171,167,132,108,97,1569,3017,2352,2445,1979,2334,2206,1683,1063,515,17587
POA2754,103,55,68,71,49,34,41,38,27,478,1335,798,962,840,867,723,794,549,189,7065
POA2756,626,361,373,407,387,364,215,107,22,2862,7414,4655,4778,4491,4748,4529,2925,1421,358,35328
POA2757,11,8,10,6,12,9,10,0,0,63,151,112,103,77,120,118,99,59,22,850
POA2758,101,86,61,51,96,72,30,30,7,536,1578,1130,875,952,1419,1343,978,448,125,8848
POA2759,445,288,329,253,257,208,124,39,17,1960,5382,3449,3781,3597,3271,3726,2353,693,179,26434
POA2760,1013,565,676,612,474,319,244,164,132,4185,8908,4616,5953,5867,4267,3518,2555,1429,514,37632
POA2761,644,413,364,359,344,222,117,42,11,2517,7950,5067,4882,5176,4609,3891,2117,729,285,34702
POA2762,320,185,270,261,140,76,47,13,5,1308,6042,2334,4245,5267,1908,1092,662,188,49,21780
POA2763,444,259,279,322,256,171,128,39,15,1904,7588,3988,4922,6096,4057,3220,2281,800,243,33197
POA2765,727,471,897,866,487,278,205,88,19,4045,11840,4675,8343,9345,4636,3178,2347,1002,245,45613
POA2766,278,180,212,186,150,158,100,114,188,1567,3471,2205,2357,2450,2004,1853,1437,718,564,17047
POA2767,398,230,268,261,242,182,113,50,15,1754,4687,3101,3285,3559,3044,2731,2014,750,220,23384
POA2768,246,363,611,578,349,164,72,42,14,2438,5971,4173,3235,5248,4435,2984,1899,775,145,28864
POA2769,206,85,76,160,64,37,37,12,8,692,4798,1666,1523,4078,2001,905,786,409,142,16315
POA2770,2225,1145,1172,1046,900,611,419,212,53,7784,14823,8777,8632,7909,7325,6462,4720,2361,493,61494
POA2773,65,49,34,32,51,31,32,11,6,308,1106,746,436,691,908,868,720,378,115,5978
POA2774,167,76,82,105,72,84,65,29,15,687,2687,1482,1358,1825,1715,1561,1495,730,157,13010
POA2775,24,10,15,30,32,41,21,9,3,181,164,112,111,156,274,317,225,133,21,1518
POA2776,52,29,24,25,34,23,17,16,4,215,874,447,412,580,581,558,448,198,53,4156
POA2777,210,90,84,133,125,127,75,96,136,1084,3304,2003,1603,2176,2497,2345,2139,1165,581,17816
POA2778,29,13,13,10,11,17,15,6,0,128,395,284,249,277,362,411,318,104,32,2425
POA2779,59,36,27,44,44,34,27,13,5,281,999,581,516,693,735,658,569,271,59,5077
POA2780,113,102,84,96,128,120,130,78,26,888,1730,1187,1225,1517,1938,2094,2224,1070,354,13348
POA2782,96,57,42,48,76,58,55,38,25,493,1075,537,471,692,821,946,1090,568,229,6428
POA2783,27,21,3,28,19,27,11,5,0,150,436,292,254,336,377,467,323,127,40,2651
