POA_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
POA2350,10450,11645,22094,4067,2812,6876,1581,2724,4302,319,461,771,358,307,671,6325,6301,12622,3187,4223,7416,5.7,4.9,5.3,60.5,54.1,57.1,57.1,51.4,54.1,1019,1124,2140,226,438,663,1407,2121,3529,652,1099,1751,2106,1148,3248,142,200,334,143,273,424,2393,1621,4013,9174,9933,19107,2353,2623,4977,5646,6020,11662,5265,5959,11229
POA2352,1100,1224,2325,497,345,843,138,333,471,37,61,96,24,28,49,693,770,1457,352,404,754,3.5,3.8,3.6,62.8,62.8,62.8,60.6,60.5,60.5,4,29,32,11,28,33,60,144,203,62,119,181,388,242,630,13,25,35,16,35,56,417,308,724,1157,1214,2370,174,206,383,795,839,1632,456,523,971
POA2353,485,526,1014,174,138,312,52,111,165,23,15,38,8,12,22,262,278,542,186,216,401,3.4,4.7,4.1,53.9,52.8,53.3,52.1,50.3,51.1,7,19,24,5,9,12,22,69,83,30,52,77,148,88,246,9,8,17,13,18,27,165,117,285,466,501,961,66,73,141,313,327,636,188,226,411
POA2354,1455,1454,2906,687,332,1021,144,356,499,47,55,101,30,17,47,908,758,1667,400,541,941,3.2,2.2,2.8,62.3,52.4,57.3,60.3,51.2,55.7,21,38,57,10,27,38,116,180,298,91,143,237,360,196,553,20,40,65,15,28,46,397,267,661,1403,1379,2777,140,148,288,1029,1006,2037,433,447,877
POA2355,282,252,534,119,59,177,22,39,66,8,11,15,7,12,12,151,121,274,100,114,213,5.3,6.5,5.8,54.1,48.6,51.5,51.2,45.5,48.5,5,10,11,0,12,15,11,32,44,12,22,33,65,38,108,4,4,8,11,12,19,83,49,127,268,232,498,37,29,65,195,188,385,89,68,162
POA2356,62,43,105,15,15,25,4,6,11,4,0,4,4,0,4,23,17,41,27,23,51,8.7,0,5,37.7,37,37.4,34.4,37,35.5,0,0,0,0,0,0,3,3,6,0,3,3,7,0,8,0,0,0,0,0,0,7,3,13,49,47,92,3,0,8,43,34,76,8,11,15
POA2357,1600,1788,3384,516,338,849,175,360,536,35,38,75,51,46,97,780,784,1564,583,713,1294,6.7,5.9,6.3,48.8,43.8,46.2,45.6,41.2,43.3,33,35,69,10,31,45,100,184,282,70,163,238,378,212,591,27,41,66,16,48,67,415,307,731,1411,1489,2898,239,261,497,1065,1117,2189,483,554,1039
POA2358,1439,1624,3069,540,363,905,193,408,598,50,50,102,44,33,77,829,857,1682,523,657,1175,5.3,4.1,4.7,57.3,52.8,54.9,54.2,50.7,52.3,57,74,125,22,46,63,117,232,348,89,183,273,405,235,637,31,34,66,25,43,64,456,304,765,1393,1524,2916,224,281,504,1021,1112,2132,502,607,1115
POA2359,300,278,581,103,33,129,30,67,90,3,3,5,14,10,25,148,109,254,104,131,240,8.9,7.3,8.2,48.7,39.2,44.1,44.3,36.3,40.5,0,0,0,0,0,0,10,21,35,10,28,39,70,52,117,3,6,5,11,7,20,83,62,145,275,247,520,37,42,79,201,171,371,94,96,195
POA2360,5834,6232,12065,2206,1422,3627,641,1349,1988,179,215,390,216,171,386,3238,3151,6391,2030,2536,4565,6.6,5.4,6,55.5,50.6,53,51.9,47.8,49.8,52,97,149,43,108,146,338,651,994,290,536,828,1571,998,2572,60,138,202,70,167,239,1708,1302,3008,5422,5729,11151,1096,1138,2232,3686,3874,7560,2420,2637,5062
POA2361,402,382,783,129,63,183,34,82,119,16,17,40,18,14,28,198,175,374,163,174,341,8.7,8.6,8.6,48.5,45.8,47.2,44.3,41.9,43.1,5,0,7,0,11,11,15,22,38,21,34,46,72,56,125,4,6,11,4,9,19,82,70,154,365,355,721,45,45,92,288,273,564,113,120,232
POA2365,1545,1522,3067,642,358,1004,194,332,520,55,55,108,39,35,74,924,781,1711,420,531,952,4.2,4.6,4.4,59.9,51.4,55.7,57.4,49.1,53.3,35,44,79,18,43,58,104,185,291,80,126,208,358,178,534,19,35,50,22,43,66,395,257,652,1431,1379,2813,220,193,418,1030,1023,2050,540,482,1026
POA2369,365,360,722,99,46,149,23,65,84,8,12,21,17,12,35,145,136,286,178,193,366,13.5,8.1,10.9,40.9,38.1,39.5,35.4,35,35.2,0,0,0,0,0,6,4,13,18,9,18,33,59,55,117,6,6,10,3,8,12,74,70,137,344,347,693,44,39,77,253,259,511,114,110,222
POA2370,3206,3329,6535,991,668,1669,389,678,1064,96,114,213,109,90,195,1585,1548,3136,1300,1433,2732,6.9,5.6,6.3,49.4,46.6,48,46,44,45,41,59,101,25,67,89,196,348,548,165,316,480,758,487,1239,41,83,125,51,77,133,846,651,1495,2859,2949,5807,441,529,967,2013,2067,4074,1124,1275,2398
POA2371,530,507,1037,126,68,197,52,103,155,12,13,23,24,5,28,217,187,407,256,261,519,9.3,4.8,7.2,40.8,37.4,39.1,37.1,35.6,36.3,3,0,9,8,9,17,25,42,70,17,36,55,127,74,204,9,11,21,5,3,13,140,91,233,446,441,885,69,64,135,339,328,667,165,171,332
POA2372,1955,2152,4105,614,378,995,235,439,672,69,81,150,65,44,109,979,950,1928,822,1030,1857,6.3,4.9,5.6,50.1,44.1,46.9,47,41.9,44.3,38,35,71,15,45,62,128,244,379,128,191,324,497,294,785,22,47,67,39,50,88,555,387,944,1775,1924,3700,303,323,626,1277,1356,2634,707,817,1519
POA2379,132,114,241,72,38,105,10,24,36,10,3,13,0,3,3,97,67,158,16,38,55,3.2,3,3.1,74.2,58.3,66.7,71.9,56.5,64.6,0,3,4,0,3,3,14,21,31,6,13,19,30,16,40,0,0,0,0,8,7,29,20,54,112,95,206,21,24,47,91,75,168,35,35,75
POA2380,4195,4402,8600,2060,1190,3254,408,1046,1451,142,169,312,112,117,222,2725,2520,5244,1070,1512,2585,4,4.5,4.3,64.9,57.2,60.9,62.3,54.6,58.3,73,87,164,29,85,108,273,516,788,172,389,562,1218,733,1950,45,80,121,62,123,188,1333,931,2254,4144,4217,8359,752,820,1566,2669,2664,5334,1914,2067,3981
POA2381,551,493,1041,246,125,370,35,95,135,21,23,43,12,17,29,324,259,582,152,183,332,4,6.2,5,58.9,52.3,55.8,56.5,49.1,53,0,11,14,0,5,5,27,39,69,21,53,70,98,62,161,3,9,17,6,14,16,115,86,197,508,457,964,91,89,179,375,325,698,179,192,373
POA2382,579,556,1129,267,130,404,35,95,132,23,21,44,18,12,31,343,265,607,153,219,365,5,4.9,4.9,59.7,47.7,53.8,56.7,45.3,51.1,6,8,14,0,5,9,17,53,65,18,43,61,136,87,219,6,12,23,10,11,16,148,110,259,500,495,994,82,95,173,343,346,685,206,205,405
POA2386,134,115,244,71,28,104,5,29,33,0,3,10,0,0,0,79,58,144,32,34,60,1.3,0,0.7,61.5,53.5,57.8,60.8,53.5,57.4,0,0,0,0,0,0,8,19,28,8,8,14,23,11,36,3,0,3,3,5,7,27,15,45,125,105,227,11,5,17,107,83,182,23,23,46
POA2387,93,71,158,51,24,73,7,14,22,6,0,6,0,0,0,66,36,100,14,18,30,1.6,0,1,68.9,52.8,61.7,67.8,52.8,61.1,0,0,0,0,0,0,7,11,19,8,5,12,13,12,26,0,0,0,0,0,0,18,18,29,76,57,134,15,11,20,57,47,102,26,20,43
POA2388,1008,998,2007,467,225,696,92,222,310,33,35,67,24,22,55,621,501,1123,230,346,577,4.5,5,4.7,61.6,50.6,56.1,58.8,48.1,53.5,6,4,13,8,16,18,53,100,156,35,61,98,207,121,330,6,23,26,15,25,43,226,174,398,943,917,1862,134,122,252,691,657,1347,315,318,633
POA2390,3395,3439,6838,1676,995,2674,351,793,1142,108,144,256,87,68,154,2215,2004,4224,857,1138,1996,3.7,3.5,3.6,65.3,58.3,61.8,62.8,56.3,59.5,79,74,152,20,58,79,204,397,599,164,292,461,855,562,1415,37,56,91,47,84,132,939,702,1641,3318,3310,6630,473,538,1011,2384,2386,4766,1186,1263,2449
POA2395,339,277,619,88,44,125,37,41,78,17,9,28,17,15,28,151,104,260,143,133,274,9.7,12.4,10.8,45.2,37.9,41.9,40.8,33.2,37.4,4,0,3,0,0,8,14,25,33,14,14,31,65,43,103,0,7,9,3,6,12,70,49,125,301,255,560,20,23,38,233,197,430,84,67,148
POA2396,345,343,683,115,70,186,28,70,100,6,7,11,7,10,16,160,150,316,131,142,276,6.1,5.8,6,47.4,45.2,46.3,44.5,42.5,43.5,0,7,12,0,4,4,10,32,35,8,16,21,73,39,112,5,8,15,0,4,6,72,57,133,315,312,626,43,51,90,250,238,483,95,102,196
POA2397,126,100,229,68,30,98,6,16,23,0,3,3,3,0,4,85,52,131,28,34,60,4.9,1.9,3.8,64.8,51,58.6,61.6,50,56.4,0,4,4,0,0,0,11,11,21,7,15,18,15,10,28,3,0,6,0,0,3,14,17,34,124,104,229,13,10,18,99,86,180,28,29,60
POA2398,98,96,196,40,22,63,14,21,38,3,0,5,0,0,0,62,51,107,6,16,24,1.6,2.1,1.8,63.3,49,56.2,62.2,47.9,55.2,0,0,0,0,5,5,4,4,15,0,10,15,21,12,26,0,0,4,0,0,0,20,13,30,84,68,152,6,9,20,68,60,135,15,11,32
POA2399,254,239,500,112,54,172,11,50,62,14,13,24,0,0,4,138,118,261,62,75,131,0.7,0.8,0.8,55.7,49.8,52.8,55.3,49.4,52.4,3,3,0,0,4,4,10,21,34,11,17,30,53,38,85,4,4,4,0,5,12,53,47,104,219,210,426,36,26,61,153,146,301,79,78,159
POA2400,3822,3884,7697,1698,1101,2803,316,745,1059,104,148,257,91,70,157,2210,2060,4271,834,1082,1910,4,3.2,3.6,57.9,53.1,55.5,55.6,51.4,53.5,47,68,116,27,72,94,264,481,749,186,335,520,796,438,1231,29,70,98,27,74,103,854,583,1435,3200,3218,6416,580,581,1162,2257,2224,4480,1264,1374,2636
POA2401,117,118,236,70,45,116,12,26,36,6,3,5,0,0,0,83,71,160,31,41,73,0,0,0,71.2,63.6,67.4,71.2,63.6,67.4,0,0,0,0,3,3,5,16,22,6,10,16,30,22,52,4,0,5,0,0,4,34,23,61,139,132,271,8,9,17,101,96,199,45,42,85
POA2402,715,724,1439,246,149,401,65,140,205,19,23,40,21,16,37,349,325,679,309,329,640,6.2,4.6,5.5,49.4,45,47.1,46.3,42.9,44.6,4,7,15,4,11,13,25,80,105,24,59,84,167,100,266,11,12,24,5,19,30,179,131,309,698,684,1376,84,85,169,514,517,1034,237,227,456
POA2403,289,275,567,130,69,193,15,65,81,7,9,17,10,3,8,159,140,298,74,86,165,4.4,1.4,3,55.2,51.1,53.2,52.8,50.4,51.6,0,0,5,0,0,4,10,28,42,10,23,25,63,45,110,3,0,7,3,4,4,71,58,125,263,235,496,31,39,69,209,178,386,77,83,157
POA2404,686,762,1447,217,121,339,62,158,219,21,22,37,16,15,37,321,317,635,311,407,715,6,5.7,5.8,46.6,41.2,43.7,43.8,38.8,41.2,9,18,27,6,3,12,38,72,106,20,74,98,163,95,256,10,15,21,19,18,35,189,121,311,636,713,1347,93,110,202,449,516,967,247,283,528
POA2405,214,200,417,88,41,132,6,38,44,5,4,11,0,4,6,107,85,197,41,46,84,0.9,5.8,3.1,49.5,43.2,46.5,49.1,40.7,45.1,0,0,5,0,4,4,6,20,26,9,20,24,29,17,44,0,0,0,4,3,4,30,23,49,140,134,276,33,28,60,120,103,219,48,46,90
POA2406,282,288,569,136,79,215,20,61,82,11,14,26,5,0,7,170,154,323,63,89,154,3.5,0.7,2.2,60.9,52.6,56.6,58.7,52.2,55.4,0,0,0,0,9,15,15,41,55,21,24,44,54,31,90,0,4,4,6,4,3,59,36,99,225,242,473,59,57,115,162,168,332,100,119,219
POA2408,126,113,238,86,33,120,4,30,30,0,9,6,0,0,4,89,71,162,9,22,28,1.1,1.5,1.3,72.2,60.7,66.8,71.4,59.8,66,0,0,4,0,3,4,5,18,26,12,13,21,15,7,25,0,0,0,7,0,8,21,13,31,112,107,218,9,12,20,85,79,162,28,26,52
POA2409,407,424,834,103,61,162,22,56,81,8,7,20,25,18,37,160,144,301,127,146,274,13.5,13.1,13.3,38.2,34,36.1,33.1,29.6,31.3,0,3,5,0,8,8,13,25,42,17,19,35,44,32,70,3,8,10,0,3,8,52,45,91,339,331,673,30,39,70,265,255,515,98,98,194
POA2410,114,88,204,44,23,67,12,21,31,0,0,3,6,6,9,59,47,108,33,28,61,5.1,10,7.3,52.2,54.9,53.4,49.6,49.5,49.5,0,3,3,0,0,0,5,14,24,8,5,6,24,13,30,0,0,4,0,0,4,22,15,34,100,77,178,5,9,17,83,67,145,19,27,44
POA2411,40,44,84,27,17,38,0,7,12,5,4,5,0,0,0,33,24,55,0,12,8,0,0,0,75.6,58.5,67.1,75.6,58.5,67.1,0,0,0,0,0,0,8,13,18,0,3,5,7,5,13,0,0,0,0,0,0,7,7,15,37,33,66,4,10,14,23,24,48,9,12,22
POA2415,185,176,358,68,41,110,26,51,68,7,3,16,4,0,7,104,95,196,58,68,120,3.8,1.1,2.6,57.1,51.4,54.3,54.9,50.8,52.9,4,7,13,0,4,4,14,19,30,12,11,27,55,22,81,5,0,3,0,3,6,62,32,85,160,161,319,24,22,49,124,123,254,49,54,102
POA2420,1660,1717,3381,603,329,930,232,429,660,72,67,142,38,30,70,938,854,1798,640,770,1407,4,3.6,3.8,56.6,49.8,53.2,54.3,48,51.1,48,61,113,18,45,59,128,217,346,96,191,287,496,248,744,14,24,39,25,51,78,535,328,856,1639,1670,3306,224,242,466,1225,1236,2463,561,603,1169
POA2421,818,828,1647,383,198,584,106,245,354,43,45,81,18,15,29,547,508,1055,235,275,514,2.9,2.8,2.8,66.7,61.2,64,64.8,59.5,62.2,19,29,46,8,13,19,81,129,211,60,106,169,309,154,460,6,20,24,8,22,32,320,193,517,889,852,1743,96,111,205,618,575,1189,325,344,672
POA2422,2376,2456,4833,740,347,1089,283,539,829,87,102,191,67,53,125,1186,1050,2232,1033,1255,2291,5.9,5.1,5.5,49.7,42.7,46.2,46.8,40.5,43.6,43,52,97,20,55,77,152,253,406,146,243,393,721,345,1069,19,54,72,59,72,126,796,472,1265,2225,2220,4442,340,384,725,1555,1547,3103,930,988,1914
POA2423,1462,1378,2840,375,181,561,187,335,521,55,61,116,44,38,78,665,616,1282,661,653,1310,6.7,5.9,6.3,45.6,44.6,45.1,42.5,42,42.2,27,33,55,11,22,31,99,132,233,86,139,222,413,194,610,9,28,41,21,39,60,445,261,710,1309,1236,2549,197,201,396,927,834,1760,519,561,1086
POA2424,223,194,412,53,16,71,26,43,67,6,6,18,9,6,14,94,79,175,103,93,196,10.3,5.3,8.1,44.1,39.1,41.7,39.5,37,38.3,4,3,8,3,8,7,10,15,26,9,28,35,58,28,87,0,5,12,6,9,12,64,39,107,191,175,368,31,26,56,128,111,241,89,77,162
POA2425,832,820,1654,347,156,503,83,208,289,35,34,68,18,22,44,492,414,907,255,328,586,4.4,4.3,4.4,59.6,50.4,55,56.9,48.2,52.6,14,15,30,8,8,16,50,89,134,58,83,132,260,136,393,7,19,23,16,18,28,279,164,447,803,778,1585,95,107,200,577,549,1125,280,288,571
POA2426,358,341,702,103,69,178,41,77,121,17,17,32,13,8,22,179,169,349,149,149,303,7.8,4.1,6,50.1,50,50.1,46.2,48,47.1,0,6,8,3,3,8,9,18,30,21,38,53,111,64,177,4,4,9,6,15,16,114,86,201,349,341,687,51,49,102,241,228,469,139,141,278
POA2427,1595,1589,3184,249,179,429,148,240,386,44,39,77,37,24,68,482,480,960,1027,1043,2066,8.3,5.4,6.9,30.2,30.1,30.1,27.6,28.4,28,30,34,64,14,23,41,91,136,225,95,158,255,524,210,740,10,36,51,30,64,96,572,309,882,1387,1385,2767,222,230,452,876,875,1746,698,705,1405
POA2428,10432,11615,22044,2435,1637,4068,1329,2429,3756,296,368,666,312,199,511,4371,4631,9009,5304,6041,11347,7.2,4.3,5.7,41.9,39.9,40.8,38.9,38.2,38.5,215,244,458,105,198,308,791,1195,1982,731,1133,1862,3090,1584,4669,103,239,346,199,370,563,3393,2191,5580,9341,10225,19573,1741,1897,3640,6234,6730,12967,4452,4995,9451
POA2429,3945,4125,8076,1273,778,2051,514,958,1471,149,125,278,124,116,244,2053,1986,4045,1606,1850,3459,6,6,6,52.1,48.1,50,48.9,45.2,47,67,97,165,28,74,104,258,423,680,210,439,649,1183,687,1866,53,81,136,76,133,209,1312,902,2211,3870,3936,7805,518,551,1067,2742,2800,5542,1430,1502,2936
POA2430,14660,15944,30602,4203,2751,6958,1854,3396,5253,467,541,1005,554,402,954,7080,7090,14170,6429,7691,14123,7.8,5.7,6.7,48.3,44.5,46.3,44.5,41.9,43.2,309,354,666,150,294,448,1008,1700,2710,927,1618,2539,4154,2422,6575,189,327,515,241,460,698,4584,3204,7788,13735,14697,28430,2381,2604,4979,9013,9522,18535,6339,6958,13294
POA2431,2387,2515,4905,547,389,933,292,490,784,69,89,158,77,45,123,980,1013,1998,1279,1359,2637,7.7,4.6,6.2,41.1,40.3,40.7,37.9,38.4,38.2,42,58,93,30,49,78,173,280,451,143,277,424,779,335,1111,21,36,61,40,85,130,842,457,1300,2220,2292,4507,354,373,721,1465,1485,2945,1001,1081,2085
POA2439,1661,1768,3427,505,284,786,198,412,613,51,52,102,36,28,61,785,782,1561,793,904,1698,4.3,3.5,3.9,47.1,44.2,45.6,45.1,42.6,43.8,25,39,61,22,50,65,126,197,333,110,204,320,587,293,879,16,31,51,31,58,81,641,376,1013,1636,1706,3345,221,232,452,989,1009,1998,790,871,1660
POA2440,9642,9459,19097,2523,1696,4218,1175,2054,3226,302,358,658,378,269,651,4373,4375,8755,4496,4266,8757,8.7,6.2,7.4,45.4,46.3,45.8,41.5,43.4,42.4,83,143,230,71,147,223,447,876,1324,415,829,1242,2579,1587,4169,107,211,314,129,261,394,2818,2057,4873,8573,8991,17560,1264,1296,2556,5950,6146,12099,3324,3634,6960
POA2441,1826,1758,3581,534,343,877,270,458,722,77,63,141,71,56,120,946,920,1865,751,711,1461,7.1,5.9,6.5,51.8,52.3,52,48.1,49.2,48.6,19,51,71,15,36,55,125,220,347,118,219,340,561,295,853,30,37,64,26,44,73,621,369,995,1822,1723,3549,191,193,386,1365,1215,2587,569,625,1198
POA2443,3813,4015,7832,825,498,1324,367,739,1105,90,107,198,118,79,198,1393,1426,2821,2196,2378,4576,8.5,5.4,7,36.5,35.5,36,33.4,33.6,33.5,74,92,161,31,80,115,248,408,660,238,395,633,1255,548,1801,31,90,121,79,125,202,1366,760,2124,3437,3604,7037,509,564,1077,2374,2446,4824,1463,1622,3081
POA2444,20020,22898,42920,6826,4908,11734,3052,5537,8585,588,783,1372,607,490,1095,11065,11713,22786,7891,10004,17895,5.5,4.2,4.8,55.3,51.2,53.1,52.3,49,50.5,809,860,1665,323,586,908,2317,3450,5772,1670,2604,4276,5358,3286,8640,208,452,655,402,720,1122,5965,4450,10419,18916,21048,39965,3822,4263,8085,11464,12625,24088,10215,11749,21965
POA2445,2996,3207,6201,1015,624,1641,398,797,1195,86,124,210,66,68,139,1573,1615,3188,1328,1502,2826,4.4,4.3,4.4,52.5,50.3,51.4,50.2,48.1,49.1,86,96,182,39,92,131,298,475,767,266,398,669,1002,514,1521,30,64,97,82,97,171,1110,674,1787,2964,3132,6095,466,502,964,1945,2078,4020,1374,1450,2819
POA2446,5793,6358,12155,2245,1351,3600,754,1675,2428,176,202,376,163,144,302,3336,3368,6705,2128,2666,4797,4.8,4.2,4.5,57.5,53,55.2,54.8,50.8,52.7,94,117,208,50,145,199,349,754,1105,383,730,1108,1894,1117,3016,67,151,222,111,210,329,2077,1484,3560,5865,6218,12085,954,1030,1986,3761,3944,7702,2679,2939,5613
POA2447,3167,3292,6462,896,523,1417,437,791,1232,102,106,209,109,67,174,1543,1484,3029,1388,1580,2969,7.1,4.4,5.7,48.7,45.1,46.9,45.3,43.1,44.2,50,59,116,17,78,98,232,390,622,177,340,519,950,517,1469,37,78,114,37,90,124,1023,687,1713,3096,3159,6255,436,451,888,2090,2102,4194,1270,1333,2599
POA2448,3920,4348,8271,864,638,1505,544,883,1425,118,138,251,134,100,233,1665,1750,3419,1952,2261,4213,7.9,5.6,6.8,42.4,40.4,41.3,39,38.1,38.5,89,108,198,51,104,151,310,457,773,239,438,681,1077,625,1695,43,104,146,59,133,194,1176,857,2036,3602,3930,7536,522,597,1121,2354,2570,4922,1585,1779,3361
POA2449,886,905,1790,212,131,340,123,199,323,29,33,63,55,31,78,419,389,803,375,419,787,12.2,7.2,9.8,47,43,44.9,41.2,39.8,40.5,8,13,23,7,16,28,55,93,152,39,93,128,234,129,359,18,25,44,14,24,36,266,179,447,848,838,1683,85,128,218,600,579,1178,295,325,619
POA2450,18652,20365,39011,6513,4366,10882,2979,5293,8272,624,732,1353,641,484,1130,10756,10876,21638,6566,7998,14565,6,4.5,5.2,57.7,53.4,55.5,54.2,51,52.6,584,678,1258,266,532,800,1977,2958,4938,1366,2327,3691,5021,2991,8012,215,374,588,348,579,925,5580,3949,9526,17742,18954,36696,3270,3562,6835,11170,11875,23047,8766,9610,18382
POA2452,5888,6638,12526,2013,1345,3357,913,1716,2625,199,226,427,200,166,371,3326,3453,6780,2197,2820,5012,6.1,4.9,5.5,56.5,52,54.1,53.1,49.4,51.1,159,209,366,69,200,270,569,960,1525,428,712,1142,1627,1021,2649,85,133,214,124,194,322,1840,1345,3188,5830,6456,12284,901,1002,1904,3923,4358,8283,2492,2771,5263
POA2453,1152,1211,2362,365,203,570,173,288,458,32,38,72,29,20,50,591,547,1143,468,564,1028,4.5,3.6,4.1,51.4,45.4,48.3,49.1,43.7,46.3,36,41,76,21,43,63,94,165,260,71,132,207,303,148,450,3,31,33,13,36,48,323,211,532,1121,1119,2244,125,154,279,795,800,1597,407,436,837
POA2454,3070,3412,6477,909,605,1517,600,1016,1611,97,120,217,113,96,210,1715,1835,3551,1106,1306,2413,6.6,5.2,5.9,55.9,53.9,54.9,52.2,51.1,51.6,135,198,337,61,167,224,449,723,1174,255,439,696,801,398,1198,24,52,73,48,77,131,866,533,1399,3028,3279,6307,456,501,958,2045,2191,4239,1276,1446,2722
POA2455,1351,1394,2738,365,216,580,177,310,493,41,51,95,44,26,66,629,606,1230,619,689,1318,6.4,4.5,5.4,46.6,43.4,44.9,43.6,41.4,42.5,29,44,74,24,33,60,115,188,298,85,129,213,421,200,622,10,25,36,18,41,63,452,271,724,1271,1265,2535,165,206,372,819,845,1658,543,560,1102
POA2456,6779,7228,14003,2424,1594,4019,1036,1971,3010,206,271,475,239,195,437,3905,4034,7935,2480,2814,5288,6.2,4.9,5.5,57.6,55.8,56.7,54,53.1,53.5,173,268,444,101,188,293,761,1161,1927,521,908,1432,1896,982,2880,53,110,166,112,167,271,2067,1254,3321,6540,6753,13288,1317,1464,2776,4149,4150,8296,3273,3636,6909
POA2460,12908,12849,25759,3893,2518,6407,1496,2776,4270,395,426,822,479,337,817,6261,6051,12313,5734,5878,11619,7.6,5.6,6.6,48.5,47.1,47.8,44.8,44.5,44.6,187,199,387,111,239,349,662,1270,1932,644,1184,1825,3402,2141,5546,178,321,498,219,373,592,3796,2837,6630,11690,12151,23844,1751,1876,3628,8099,8160,16258,4571,5117,9689
POA2462,1117,1053,2168,321,193,512,156,232,387,39,31,73,33,30,63,550,494,1041,481,502,979,6.6,6.1,6.3,49.2,46.7,48,46,43.8,45,19,18,37,15,29,43,63,88,149,59,95,154,323,196,518,11,26,40,18,36,62,357,258,615,1069,1005,2072,135,143,274,780,706,1486,379,392,767
POA2463,3409,3595,7003,1022,592,1612,437,817,1253,103,112,214,97,86,182,1659,1601,3260,1530,1774,3304,5.8,5.3,5.6,48.7,44.6,46.6,45.8,42.2,44,71,80,153,45,78,120,270,400,669,223,365,582,1023,559,1588,37,77,114,61,127,185,1118,763,1880,3246,3313,6555,526,607,1133,2216,2212,4433,1390,1540,2930
POA2464,2910,3235,6142,753,511,1270,380,715,1103,94,103,198,62,48,105,1288,1378,2666,1420,1651,3066,4.5,3.3,3.9,44.3,42.7,43.4,42.3,41.3,41.8,87,93,180,51,85,133,316,460,778,219,370,584,779,389,1172,37,54,93,64,104,171,878,551,1432,2579,2834,5413,535,591,1130,1692,1810,3499,1308,1509,2814
POA2465,143,142,281,54,17,73,23,44,63,5,5,10,8,3,8,87,70,161,43,56,102,5.6,5.6,5.6,62.2,51.4,56.9,58.7,48.6,53.7,0,4,3,4,0,5,3,14,18,11,4,17,41,24,69,0,5,0,6,10,10,53,33,84,128,133,259,19,18,42,89,89,176,60,58,118
POA2466,830,775,1601,125,89,218,91,113,200,23,11,36,23,22,50,265,241,502,515,490,1008,9.5,10.4,9.9,31.7,31.1,31.4,28.7,27.8,28.3,5,16,18,4,13,17,40,65,106,42,76,122,250,104,354,11,14,20,16,17,37,278,139,414,721,690,1410,125,93,217,491,442,936,331,319,648
POA2469,1963,1809,3771,457,247,701,225,369,594,51,39,88,75,40,116,810,693,1503,899,884,1785,9.1,5.8,7.6,41.2,38.3,39.8,37.5,36.1,36.8,28,34,62,15,27,45,96,176,273,105,175,282,499,261,760,24,49,72,46,47,93,573,353,927,1685,1625,3310,244,210,455,1250,1160,2409,595,588,1187
