POA_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
POA2720,482,541,589,458,376,299,365,595,72,3765
POA2721,41,9,3,4,9,0,9,5,0,79
POA2722,296,156,186,132,143,113,105,311,31,1479
POA2725,38,11,16,14,11,11,17,16,0,136
POA2726,46,15,9,9,4,8,8,26,8,125
POA2727,64,26,16,14,10,8,5,28,7,168
POA2729,182,77,89,62,81,55,95,106,26,782
POA2730,87,43,52,56,45,18,70,141,9,534
POA2731,584,560,490,409,379,286,178,330,59,3273
POA2732,206,99,101,67,91,59,62,128,23,818
POA2733,87,12,15,26,18,10,20,47,4,246
POA2734,101,46,20,25,31,16,12,23,3,272
POA2735,58,17,35,14,25,8,10,27,8,199
POA2736,56,14,26,9,13,3,11,54,0,194
POA2737,95,26,42,24,46,18,30,63,10,355
POA2738,210,187,151,131,142,81,52,109,26,1086
POA2739,115,100,92,70,77,55,37,103,8,655
POA2745,2526,3140,2444,1722,2898,1456,1370,1234,286,17065
POA2747,2663,4539,3245,2995,3974,2051,2980,2368,522,25339
POA2748,150,148,126,67,159,66,77,79,13,887
POA2749,984,1323,1363,890,1372,737,807,745,156,8369
POA2750,2683,4558,3229,2642,3704,1929,2058,2023,446,23266
POA2752,374,398,570,281,513,212,341,287,48,3017
POA2753,1124,1307,1459,973,1140,674,824,797,171,8464
POA2754,401,587,566,392,475,290,250,278,61,3309
POA2756,2494,2470,3437,1765,2682,1332,1644,1694,335,17851
POA2757,74,77,72,43,55,31,29,32,6,422
POA2758,747,855,899,460,668,320,297,369,76,4690
POA2759,1258,1810,1882,1281,2328,1144,1683,1234,253,12885
POA2760,1250,2196,1700,1762,2363,1177,2453,1705,360,14963
POA2761,1428,2922,1870,1701,2578,1331,2263,1707,326,16122
POA2762,1515,3701,1044,964,1606,721,744,608,228,11137
POA2763,1969,4337,1723,1630,2583,1380,1326,1107,339,16390
POA2765,3007,5877,2676,2004,3397,1525,1738,1413,394,22024
POA2766,548,1334,755,780,1094,495,1062,758,163,6990
POA2767,929,2246,1059,1094,1578,707,1248,1010,253,10130
POA2768,2193,4524,1215,1176,2267,1108,764,687,238,14178
POA2769,1379,2808,570,562,1245,523,328,286,122,7836
POA2770,1286,2436,2125,2361,2632,1647,3801,2712,545,19546
POA2773,569,994,305,283,395,200,88,151,40,3023
POA2774,898,1985,802,684,872,373,255,410,71,6362
POA2775,93,123,109,58,65,40,67,75,10,637
POA2776,255,642,269,205,269,154,75,125,32,2031
POA2777,1160,2478,1156,1015,1098,602,392,594,109,8614
POA2778,162,381,163,175,138,70,51,68,15,1217
POA2779,296,673,371,303,309,157,124,175,25,2425
POA2780,770,1738,643,782,604,399,205,441,84,5664
POA2782,358,838,293,314,307,201,81,153,45,2592
POA2783,146,365,148,181,149,95,59,106,13,1273
POA2784,89,161,105,78,72,35,26,41,13,628
POA2785,284,645,259,239,210,114,76,143,36,2016
POA2786,69,135,66,56,52,33,20,34,10,483
POA2787,341,238,308,203,185,124,285,253,64,1990
POA2790,696,883,973,845,810,480,659,683,110,6141
POA2791,52,22,18,18,18,0,14,9,0,150
POA2792,58,22,24,16,16,7,15,31,4,199
POA2793,97,40,54,40,35,23,33,48,3,364
POA2794,692,570,576,571,475,423,285,610,81,4282
POA2795,2625,4013,2997,3135,2499,1804,1434,2296,373,21174
POA2797,41,15,29,17,27,4,24,44,7,206
POA2798,226,244,140,104,120,67,53,79,18,1061
POA2799,242,231,301,237,214,138,218,274,33,1895
POA2800,2885,5142,3344,2882,2872,1812,1559,2204,360,23066
POA2803,42,16,15,7,8,7,12,21,3,130
POA2804,278,176,145,138,108,83,81,155,14,1186
POA2805,48,21,27,9,16,9,18,39,0,177
POA2806,77,43,45,34,23,15,50,74,5,367
POA2807,50,12,15,10,11,10,9,28,5,161
POA2808,19,8,9,9,8,3,3,13,0,72
POA2809,34,12,4,4,10,3,0,12,0,84
POA2810,369,162,140,129,111,85,106,175,21,1286
POA2817,98,23,13,15,3,3,14,20,4,191
POA2818,91,58,63,70,56,23,29,35,4,421
POA2820,391,313,291,431,252,185,187,363,60,2480
POA2821,356,264,274,249,201,135,207,251,40,1972
POA2822,39,22,26,20,20,21,19,28,3,201
POA2823,174,69,61,53,43,31,74,73,11,582
POA2824,198,87,110,67,88,48,91,120,19,832
POA2825,201,155,136,123,81,46,153,139,24,1069
POA2826,40,6,3,15,10,3,11,19,0,101
POA2827,319,200,186,202,135,129,105,173,27,1468
POA2828,125,37,19,32,29,4,10,47,14,325
POA2829,236,158,109,153,108,53,81,158,25,1079
POA2830,2494,4155,3085,3241,2761,2047,1307,2197,400,21682
POA2831,275,104,106,73,79,46,54,102,17,857
POA2832,175,95,69,130,52,26,35,80,14,678
POA2833,48,19,9,30,19,6,34,26,0,198
POA2834,95,79,47,116,64,46,44,65,10,565
POA2835,234,199,344,135,175,105,315,192,31,1721
POA2836,87,36,9,30,22,3,17,36,4,252
POA2838,18,14,0,8,0,0,3,11,3,64
POA2839,81,62,33,63,32,12,33,48,11,362
POA2840,256,153,95,166,105,38,63,114,31,1016
POA2842,88,34,15,17,19,12,24,40,4,250
POA2843,120,62,70,40,42,27,50,70,17,491
POA2844,152,64,61,44,38,25,40,76,12,508
POA2845,90,83,157,143,116,58,125,87,11,865
POA2846,20,8,24,8,9,8,4,16,6,100
POA2847,63,93,174,140,109,68,123,130,20,916
POA2848,33,39,69,58,40,42,55,51,6,391
POA2849,149,86,99,70,45,39,64,85,19,653
POA2850,1204,1345,1550,987,884,708,1099,981,158,8915
POA2852,229,155,296,155,143,111,262,202,25,1582
POA2864,106,46,53,34,48,18,27,56,9,391
POA2865,92,52,57,37,40,19,50,80,12,433
POA2866,292,213,217,148,170,92,95,176,28,1433
POA2867,79,31,13,20,27,11,23,48,7,263
POA2868,63,35,25,23,15,15,25,39,11,240
POA2869,181,56,54,71,40,21,54,52,18,549
POA2870,746,828,781,611,624,476,641,570,90,5367
POA2871,745,618,527,446,387,358,306,501,81,3969
POA2873,117,27,27,23,19,6,12,22,5,257
POA2874,60,26,13,17,9,3,7,15,0,147
POA2875,118,54,32,30,27,16,21,40,11,350
POA2876,78,23,32,18,16,8,11,16,5,209
POA2877,346,169,169,179,155,91,183,151,23,1469
POA2878,48,16,5,5,6,3,4,21,0,124
POA2879,38,30,7,32,15,3,13,30,3,173
POA2880,824,1207,1127,1190,764,650,737,789,164,7442
POA2898,63,24,37,14,30,17,4,44,11,241
