POA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA2128,..,0,67,144,79,56,44,13,4,421,..,3,38,12,9,6,6,0,0,70,..,0,0,0,5,7,0,0,0,18,232,..,..,..,..,..,..,..,..,232,..,48,..,..,..,..,..,..,..,48,..,41,39,10,0,3,0,0,0,97,..,11,8,6,6,6,4,5,0,38,..,0,7,0,0,0,0,0,0,16,..,3,32,18,9,4,4,0,0,66,..,3,30,23,18,20,11,6,0,113,3,0,4,5,0,0,0,0,0,16,240,109,231,219,137,100,70,24,6,1128,..,6,94,142,85,56,27,10,0,418,..,4,35,12,12,3,4,0,0,73,..,0,3,23,26,11,3,0,0,73,209,..,..,..,..,..,..,..,..,209,..,60,..,..,..,..,..,..,..,60,..,31,27,5,0,4,0,0,0,68,..,4,9,8,0,4,7,0,0,33,..,0,0,0,0,0,0,0,0,6
POA2130,..,5,133,274,212,165,120,49,11,972,..,34,250,120,87,37,23,9,0,552,..,0,0,12,21,9,3,4,3,53,476,..,..,..,..,..,..,..,..,476,..,137,..,..,..,..,..,..,..,137,..,53,44,21,12,6,3,0,0,134,..,13,11,3,6,6,4,4,4,53,..,0,22,0,0,4,0,0,0,28,..,32,119,25,13,10,4,3,0,208,..,9,101,96,77,83,53,14,7,445,11,6,19,11,4,4,4,0,0,57,482,295,698,556,434,329,213,83,32,3117,..,7,170,313,207,152,87,37,4,978,..,49,272,123,69,38,16,4,0,569,..,0,3,40,75,47,24,16,13,210,486,..,..,..,..,..,..,..,..,486,..,126,..,..,..,..,..,..,..,126,..,43,42,12,8,6,0,0,0,119,..,12,28,7,8,5,9,8,6,84,..,8,23,3,3,0,0,0,0,37
POA2131,..,36,623,887,564,549,421,272,109,3461,..,84,566,249,137,93,48,10,0,1190,..,0,0,24,39,36,19,10,13,144,1303,..,..,..,..,..,..,..,..,1303,..,429,..,..,..,..,..,..,..,429,..,191,210,69,73,27,0,0,0,578,..,104,109,35,30,37,24,12,4,349,..,110,191,43,33,12,9,5,0,404,..,301,466,126,78,74,60,25,5,1136,..,71,293,205,203,201,175,106,38,1300,15,25,49,29,18,14,8,3,0,157,1322,1353,2515,1672,1175,1039,768,444,165,10454,..,72,794,866,560,526,402,216,40,3473,..,120,566,217,110,86,41,3,0,1140,..,6,36,128,211,154,67,43,32,678,1270,..,..,..,..,..,..,..,..,1270,..,417,..,..,..,..,..,..,..,417,..,132,157,53,50,30,5,0,0,427,..,76,81,43,22,60,65,54,24,424,..,83,114,46,19,7,3,4,0,281
POA2132,..,6,193,370,468,413,283,207,69,1996,..,21,131,85,63,33,20,6,0,358,..,0,0,5,32,20,11,7,13,90,763,..,..,..,..,..,..,..,..,763,..,305,..,..,..,..,..,..,..,305,..,162,167,51,42,25,8,0,0,444,..,21,22,8,7,16,14,5,9,103,..,16,32,15,8,9,0,4,0,90,..,37,64,47,33,25,19,8,0,232,..,6,48,42,58,53,58,27,18,319,5,10,12,5,9,9,0,3,0,52,772,589,668,630,720,597,403,272,103,4758,..,16,240,439,444,411,278,144,26,2001,..,22,129,86,56,31,15,3,0,356,..,0,13,58,103,68,32,23,27,326,855,..,..,..,..,..,..,..,..,855,..,373,..,..,..,..,..,..,..,373,..,116,114,25,28,12,0,0,0,296,..,26,16,0,13,23,60,36,30,205,..,13,22,8,0,9,4,0,0,57
POA2133,..,6,181,405,470,437,325,184,54,2063,..,9,87,64,42,37,28,5,0,280,..,0,0,14,19,20,8,8,5,78,924,..,..,..,..,..,..,..,..,924,..,366,..,..,..,..,..,..,..,366,..,207,196,81,57,12,6,0,0,563,..,23,33,11,13,20,25,9,13,149,..,9,17,8,9,3,0,0,0,53,..,12,40,23,20,18,9,4,3,136,..,7,44,50,55,87,76,55,14,394,14,3,15,4,14,3,4,0,0,63,936,647,613,664,707,649,489,269,90,5067,..,14,228,463,544,415,305,107,16,2090,..,16,101,61,61,43,17,0,0,299,..,3,23,76,117,70,45,36,21,394,897,..,..,..,..,..,..,..,..,897,..,358,..,..,..,..,..,..,..,358,..,149,155,41,30,17,3,0,0,395,..,14,15,9,12,25,27,39,23,161,..,3,12,5,4,3,0,0,0,34
POA2134,..,33,583,586,377,481,343,180,92,2675,..,131,423,87,39,28,17,3,6,726,..,0,10,13,27,27,13,3,7,103,782,..,..,..,..,..,..,..,..,782,..,299,..,..,..,..,..,..,..,299,..,127,173,63,41,15,3,0,0,421,..,140,123,23,19,14,25,6,6,358,..,187,257,83,70,34,3,4,0,642,..,544,622,146,70,49,36,9,0,1471,..,88,227,125,65,92,83,53,25,756,14,18,35,15,14,12,8,0,5,109,795,1555,2449,1133,720,757,524,265,144,8345,..,65,713,546,441,432,316,135,30,2674,..,170,426,78,36,19,13,3,0,746,..,0,26,98,171,118,57,34,27,524,864,..,..,..,..,..,..,..,..,864,..,377,..,..,..,..,..,..,..,377,..,97,163,57,38,34,11,0,0,401,..,128,118,23,28,59,41,50,35,481,..,186,188,48,42,17,7,0,0,492
POA2135,..,85,683,794,807,979,665,381,139,4533,..,92,328,104,48,45,24,5,0,644,..,0,4,9,20,30,19,10,8,98,1415,..,..,..,..,..,..,..,..,1415,..,690,..,..,..,..,..,..,..,690,..,292,476,119,66,31,9,0,0,992,..,243,179,24,17,28,25,15,13,555,..,241,270,44,18,12,3,3,0,602,..,948,851,150,46,40,19,8,8,2066,..,53,216,126,84,92,93,72,36,772,11,18,36,12,13,13,9,6,5,112,1428,2668,3047,1394,1114,1266,862,501,198,12483,..,148,818,834,930,911,603,269,53,4563,..,119,336,83,40,34,15,4,0,636,..,0,22,95,146,145,55,53,48,559,1338,..,..,..,..,..,..,..,..,1338,..,775,..,..,..,..,..,..,..,775,..,258,361,88,53,22,10,0,0,797,..,152,148,30,27,53,68,68,60,615,..,210,159,33,9,15,3,0,0,434
POA2136,..,6,140,328,315,326,212,134,46,1502,..,10,85,41,25,15,11,8,0,195,..,0,3,8,19,19,8,8,4,63,595,..,..,..,..,..,..,..,..,595,..,247,..,..,..,..,..,..,..,247,..,142,162,68,33,13,0,0,0,425,..,18,15,7,15,17,9,11,0,89,..,9,23,10,8,11,5,0,0,59,..,15,55,19,18,11,9,7,4,130,..,5,56,32,42,55,32,24,15,268,5,4,14,3,0,0,5,3,0,34,599,449,553,526,476,469,272,187,70,3604,..,11,198,351,326,310,204,101,9,1515,..,26,80,39,24,21,8,0,0,197,..,0,18,48,97,48,25,32,21,295,627,..,..,..,..,..,..,..,..,627,..,262,..,..,..,..,..,..,..,262,..,96,105,28,18,15,4,0,0,257,..,18,21,3,11,18,34,25,27,150,..,8,15,7,3,4,0,0,0,41
POA2137,..,13,465,1195,1230,1141,1001,594,175,5822,..,40,336,208,130,117,57,20,7,909,..,0,9,34,50,36,18,14,19,175,2197,..,..,..,..,..,..,..,..,2197,..,748,..,..,..,..,..,..,..,748,..,388,386,100,108,42,6,0,0,1026,..,64,58,11,14,27,27,16,10,231,..,34,63,32,15,3,5,4,0,157,..,100,202,58,19,41,23,8,0,454,..,50,135,144,126,156,121,85,54,878,16,17,27,21,12,17,20,3,3,141,2216,1463,1689,1808,1715,1582,1275,747,259,12749,..,29,678,1260,1309,1146,919,424,80,5854,..,58,385,210,124,98,48,17,0,933,..,0,48,163,264,175,74,65,40,826,2071,..,..,..,..,..,..,..,..,2071,..,826,..,..,..,..,..,..,..,826,..,328,328,86,55,36,6,0,0,836,..,47,50,19,22,51,91,77,46,409,..,45,42,6,7,6,4,0,0,115
POA2138,..,13,770,1169,605,504,401,195,37,3701,..,89,602,171,74,47,35,8,0,1026,..,0,7,12,31,24,10,7,5,96,1395,..,..,..,..,..,..,..,..,1395,..,371,..,..,..,..,..,..,..,371,..,172,209,53,37,22,3,0,0,495,..,65,97,19,9,14,11,5,7,225,..,35,90,30,7,7,4,0,6,177,..,154,351,84,29,22,24,8,4,672,..,66,258,208,102,79,71,37,12,839,7,20,34,10,9,18,0,3,0,100,1399,981,2408,1772,909,730,565,272,68,9102,..,32,1055,1040,592,506,374,119,10,3729,..,137,586,158,69,44,21,7,0,1021,..,0,24,89,141,132,49,22,35,509,1347,..,..,..,..,..,..,..,..,1347,..,398,..,..,..,..,..,..,..,398,..,136,200,55,23,19,10,0,0,439,..,61,61,26,26,64,61,27,19,331,..,46,101,23,11,3,6,0,0,190
POA2140,..,34,1063,1291,478,368,234,96,32,3601,..,90,467,153,40,21,12,0,0,794,..,0,3,17,20,29,15,3,7,91,1511,..,..,..,..,..,..,..,..,1511,..,363,..,..,..,..,..,..,..,363,..,116,188,42,20,17,0,0,0,385,..,162,200,42,14,30,21,15,0,482,..,119,253,46,18,11,4,0,0,461,..,397,909,138,44,44,11,9,0,1545,..,81,349,184,97,77,57,28,12,886,11,15,30,23,6,11,10,0,0,100,1526,1377,3460,1936,743,609,365,148,53,10221,..,87,1461,1056,425,336,181,67,10,3615,..,131,487,123,29,25,9,0,0,810,..,8,31,114,168,115,37,22,17,512,1459,..,..,..,..,..,..,..,..,1459,..,328,..,..,..,..,..,..,..,328,..,112,145,32,14,7,3,0,0,321,..,102,131,41,29,69,45,38,10,463,..,79,135,24,12,5,6,0,0,259
POA2141,..,65,1091,1313,984,1170,788,374,93,5876,..,69,426,150,80,65,34,7,0,835,..,4,11,23,53,71,29,16,11,220,2254,..,..,..,..,..,..,..,..,2254,..,768,..,..,..,..,..,..,..,768,..,424,679,212,112,34,6,0,0,1456,..,174,193,71,73,73,41,21,17,666,..,191,430,163,119,72,17,4,0,1002,..,326,741,267,152,99,49,8,0,1641,..,30,261,154,110,149,120,65,33,931,33,38,63,27,27,11,15,9,0,217,2288,2088,3892,2380,1712,1750,1096,502,155,15872,..,127,1341,1294,1111,1098,658,236,36,5897,..,104,437,122,88,53,31,3,0,835,..,5,86,195,253,264,119,63,54,1037,2130,..,..,..,..,..,..,..,..,2130,..,788,..,..,..,..,..,..,..,788,..,310,490,125,60,36,10,0,0,1032,..,151,129,50,58,125,129,84,61,791,..,154,238,69,34,30,11,5,0,543
POA2142,..,74,1135,1257,728,643,487,236,57,4614,..,61,222,107,58,50,18,9,3,518,..,0,11,33,36,34,34,16,11,176,2383,..,..,..,..,..,..,..,..,2383,..,585,..,..,..,..,..,..,..,585,..,426,429,167,100,26,8,0,0,1158,..,196,236,66,48,31,37,17,9,648,..,184,273,79,38,19,17,5,0,614,..,471,648,197,87,73,32,4,0,1512,..,66,242,194,200,215,151,75,28,1173,19,22,46,27,15,14,11,0,5,160,2402,2097,3237,2122,1321,1097,789,359,112,13549,..,184,1505,1139,708,574,380,125,21,4638,..,83,221,91,63,35,9,6,3,500,..,15,118,199,185,180,95,43,25,857,2275,..,..,..,..,..,..,..,..,2275,..,599,..,..,..,..,..,..,..,599,..,292,333,91,66,23,6,0,0,813,..,104,117,26,32,70,78,38,26,487,..,138,152,34,21,16,6,3,0,372
POA2143,..,17,245,359,347,384,253,130,26,1748,..,12,52,30,24,24,15,5,0,166,..,0,4,3,11,17,13,0,6,62,903,..,..,..,..,..,..,..,..,903,..,305,..,..,..,..,..,..,..,305,..,205,238,70,30,19,3,0,0,557,..,43,50,16,28,28,10,6,3,174,..,21,66,30,15,13,6,0,0,150,..,22,128,57,30,35,11,0,0,278,..,0,50,40,41,61,67,25,15,311,6,8,17,14,9,6,6,0,3,65,908,640,847,622,534,582,375,168,47,4723,..,36,338,402,346,349,213,70,8,1761,..,21,59,39,20,17,7,0,0,174,..,6,32,68,91,80,36,20,22,356,863,..,..,..,..,..,..,..,..,863,..,350,..,..,..,..,..,..,..,350,..,143,148,33,16,14,0,0,0,363,..,29,38,9,15,39,37,33,24,223,..,9,20,9,7,10,3,0,0,66
POA2144,..,136,1495,1529,1081,1108,721,378,91,6531,..,60,170,77,42,45,12,11,0,423,..,0,24,23,57,57,34,17,13,223,3296,..,..,..,..,..,..,..,..,3296,..,930,..,..,..,..,..,..,..,930,..,584,653,197,109,37,3,0,0,1591,..,282,296,86,59,69,46,15,8,860,..,408,614,213,168,70,18,3,0,1489,..,882,1425,527,347,180,45,13,0,3424,..,68,180,164,149,183,129,64,44,979,29,45,68,39,31,16,20,10,6,256,3321,3395,4916,2865,2041,1772,1016,510,156,19992,..,340,1915,1409,1067,975,595,219,29,6558,..,85,179,73,39,33,15,4,0,428,..,15,125,214,250,183,115,65,27,1000,3129,..,..,..,..,..,..,..,..,3129,..,1017,..,..,..,..,..,..,..,1017,..,371,446,119,73,38,10,0,0,1044,..,187,152,32,52,120,93,78,37,756,..,297,310,72,38,32,8,4,0,765
POA2145,..,60,2517,6087,3239,2436,1927,1140,268,17669,..,114,585,322,245,174,69,28,3,1548,..,6,30,75,143,123,74,49,29,525,8833,..,..,..,..,..,..,..,..,8833,..,2233,..,..,..,..,..,..,..,2233,..,1277,1393,435,264,130,18,0,0,3499,..,295,432,126,96,110,98,70,31,1260,..,173,368,104,78,40,20,7,0,791,..,451,1095,299,148,110,80,28,4,2214,..,80,385,427,364,447,373,240,106,2419,50,48,70,49,53,37,25,14,6,348,8882,4731,6871,7918,4622,3598,2691,1575,452,41340,..,180,4148,5590,2890,2271,1752,776,104,17709,..,177,575,318,227,159,43,26,0,1524,..,42,262,610,674,432,245,181,112,2562,8481,..,..,..,..,..,..,..,..,8481,..,2316,..,..,..,..,..,..,..,2316,..,984,889,203,152,84,14,0,0,2325,..,176,202,66,116,219,286,212,89,1363,..,118,167,51,16,26,14,3,6,391
POA2146,..,7,551,1197,788,628,479,274,67,3991,..,31,121,78,64,47,24,7,0,375,..,0,9,20,35,31,15,6,4,119,1891,..,..,..,..,..,..,..,..,1891,..,536,..,..,..,..,..,..,..,536,..,318,275,87,83,17,3,0,0,793,..,62,104,26,21,24,34,8,14,296,..,45,101,34,22,9,14,0,0,223,..,90,238,83,47,41,24,11,0,541,..,14,65,85,77,105,67,53,21,488,13,21,18,5,6,9,10,7,0,89,1906,1130,1486,1630,1149,915,674,359,108,9345,..,38,805,1191,729,566,430,196,31,3978,..,39,135,71,59,42,18,0,0,368,..,14,56,145,166,102,57,63,21,613,1864,..,..,..,..,..,..,..,..,1864,..,537,..,..,..,..,..,..,..,537,..,198,196,41,35,24,4,0,0,499,..,50,54,20,15,70,73,41,23,347,..,40,50,7,3,3,0,0,0,111
POA2147,..,27,819,1722,1466,1271,1133,558,110,7114,..,83,336,219,196,116,44,13,0,1014,..,3,21,50,70,74,51,25,13,309,3443,..,..,..,..,..,..,..,..,3443,..,970,..,..,..,..,..,..,..,970,..,787,604,249,130,56,19,0,0,1846,..,141,144,61,43,71,52,36,12,581,..,61,120,57,36,15,12,3,0,316,..,121,218,87,68,60,44,23,6,623,..,21,139,168,233,313,242,141,52,1313,33,37,23,30,14,30,13,4,4,198,3479,2256,2426,2642,2266,2019,1617,804,208,17712,..,68,1124,1853,1410,1228,1050,347,51,7136,..,119,342,250,182,98,31,6,0,1027,..,40,142,284,353,252,135,86,70,1363,3275,..,..,..,..,..,..,..,..,3275,..,1040,..,..,..,..,..,..,..,1040,..,493,392,113,71,38,9,0,0,1113,..,96,75,23,43,103,151,103,49,638,..,65,89,22,18,6,6,0,0,204
POA2148,..,83,2033,3511,2134,1951,1555,804,178,12242,..,171,629,354,265,184,80,20,0,1697,..,9,24,71,130,122,70,43,26,495,6302,..,..,..,..,..,..,..,..,6302,..,1685,..,..,..,..,..,..,..,1685,..,1278,1079,399,230,125,15,0,0,3123,..,345,405,143,113,139,110,40,12,1313,..,205,349,120,83,38,16,7,3,814,..,433,582,217,158,116,89,19,3,1624,..,92,342,340,384,478,351,185,91,2264,71,60,80,61,35,35,15,12,3,377,6375,4357,5516,5218,3549,3184,2298,1131,316,31934,..,227,2850,3354,2113,1806,1372,521,71,12315,..,270,630,325,258,172,45,18,0,1715,..,68,323,527,626,408,229,180,94,2450,5918,..,..,..,..,..,..,..,..,5918,..,1628,..,..,..,..,..,..,..,1628,..,883,710,190,123,75,14,0,0,1996,..,206,206,60,98,234,259,167,73,1293,..,216,279,58,29,11,13,6,0,618
POA2150,..,64,1961,2703,649,480,378,173,43,6455,..,107,561,227,87,45,27,10,0,1069,..,0,13,58,31,54,17,9,0,187,2638,..,..,..,..,..,..,..,..,2638,..,379,..,..,..,..,..,..,..,379,..,167,215,96,46,14,3,0,0,543,..,238,264,58,29,24,10,8,0,631,..,153,280,55,12,14,3,4,0,514,..,626,1416,315,103,65,33,6,4,2568,..,130,602,430,272,239,174,69,15,1931,22,28,68,43,28,10,18,4,0,213,2657,1892,5372,3974,1260,952,663,284,73,17121,..,165,2810,2029,533,440,325,104,20,6429,..,157,550,172,85,34,16,0,0,1013,..,8,67,197,194,143,73,46,20,740,2681,..,..,..,..,..,..,..,..,2681,..,394,..,..,..,..,..,..,..,394,..,117,176,68,36,10,0,0,0,420,..,148,189,45,16,87,64,45,24,614,..,163,194,38,15,11,0,0,0,429
POA2151,..,12,410,1122,865,659,538,320,62,3983,..,45,217,146,99,60,28,12,0,619,..,0,8,19,42,41,18,9,9,140,1871,..,..,..,..,..,..,..,..,1871,..,558,..,..,..,..,..,..,..,558,..,274,298,102,58,23,5,0,0,767,..,42,54,34,15,30,22,16,9,217,..,26,34,27,11,21,6,3,0,120,..,74,146,60,43,49,26,3,0,410,..,25,143,185,168,196,140,71,31,962,40,58,27,26,14,6,5,4,0,184,1909,1112,1333,1729,1322,1073,793,439,110,9830,..,21,617,1177,795,630,489,210,26,3980,..,62,230,137,94,52,20,4,0,605,..,4,52,143,199,169,57,48,24,699,1760,..,..,..,..,..,..,..,..,1760,..,584,..,..,..,..,..,..,..,584,..,228,196,45,38,18,13,0,0,540,..,27,35,18,19,64,70,61,21,323,..,13,32,12,8,12,0,0,0,73
POA2152,..,3,240,603,467,318,252,228,76,2181,..,25,106,90,66,48,16,3,0,359,..,0,0,18,28,20,11,3,4,81,1067,..,..,..,..,..,..,..,..,1067,..,312,..,..,..,..,..,..,..,312,..,151,140,52,35,20,0,0,0,393,..,23,30,17,11,4,12,8,4,108,..,10,20,7,4,8,0,0,0,50,..,18,66,30,29,10,13,3,0,163,..,11,66,55,71,61,53,48,36,402,13,0,10,3,3,3,5,5,4,45,1079,552,669,865,713,496,362,295,122,5155,..,11,345,592,456,294,271,173,39,2178,..,44,125,85,63,32,18,0,0,366,..,4,28,104,115,74,43,16,14,406,1013,..,..,..,..,..,..,..,..,1013,..,301,..,..,..,..,..,..,..,301,..,106,88,22,13,8,4,0,0,240,..,10,17,6,12,28,31,13,15,137,..,9,8,3,5,3,0,0,0,28
POA2153,..,13,987,3862,3120,2539,2159,1283,230,14195,..,59,408,293,255,152,82,24,6,1274,..,0,9,59,137,102,42,33,14,390,6508,..,..,..,..,..,..,..,..,6508,..,2116,..,..,..,..,..,..,..,2116,..,1133,959,314,187,57,6,0,0,2651,..,77,90,39,39,69,51,47,32,448,..,38,78,49,24,24,10,4,0,231,..,125,155,57,63,45,36,14,5,495,..,37,156,183,199,184,222,177,82,1239,43,55,33,36,29,19,21,7,0,240,6551,3650,2883,4889,4044,3182,2623,1590,376,29789,..,44,1480,4198,3151,2426,2012,876,105,14293,..,96,453,298,239,128,61,19,0,1296,..,10,78,331,498,326,151,91,62,1551,6061,..,..,..,..,..,..,..,..,6061,..,2026,..,..,..,..,..,..,..,2026,..,778,712,150,84,51,9,0,0,1789,..,89,69,36,40,142,242,156,106,877,..,36,56,25,16,9,13,6,0,160
POA2154,..,4,470,2083,2247,1910,1612,828,214,9366,..,39,175,174,130,85,45,18,0,669,..,5,9,36,73,59,21,19,7,231,3792,..,..,..,..,..,..,..,..,3792,..,1622,..,..,..,..,..,..,..,1622,..,734,708,166,89,36,8,0,0,1746,..,63,54,29,29,38,30,39,27,311,..,28,57,31,19,17,7,5,0,162,..,42,81,29,28,18,23,3,4,234,..,16,63,84,99,103,153,108,81,711,31,35,29,14,8,19,12,5,0,157,3817,2594,1655,2648,2725,2287,1915,1023,334,18995,..,13,728,2428,2246,1866,1425,620,108,9432,..,65,204,150,129,91,34,12,0,686,..,8,36,193,349,214,101,62,38,998,3667,..,..,..,..,..,..,..,..,3667,..,1564,..,..,..,..,..,..,..,1564,..,516,462,113,62,30,11,0,0,1202,..,56,46,23,37,90,165,118,66,602,..,27,61,21,15,14,16,3,0,161
POA2155,..,27,1454,5347,4644,2800,1678,778,125,16859,..,129,567,324,291,151,42,9,3,1514,..,0,19,73,153,90,34,15,4,388,8980,..,..,..,..,..,..,..,..,8980,..,2920,..,..,..,..,..,..,..,2920,..,1662,1157,229,85,24,0,0,0,3159,..,146,147,58,39,53,70,45,22,585,..,77,86,41,31,14,10,5,0,275,..,88,163,60,33,38,33,14,0,432,..,48,207,191,175,115,98,48,29,908,34,64,56,37,26,15,14,4,0,254,9013,5172,3849,6367,5477,3296,1993,918,185,36275,..,61,2256,5825,4392,2442,1409,524,44,16954,..,203,589,335,266,99,41,0,0,1546,..,32,156,489,606,273,101,64,20,1735,8491,..,..,..,..,..,..,..,..,8491,..,3159,..,..,..,..,..,..,..,3159,..,1198,789,150,63,35,6,0,0,2230,..,125,109,33,36,221,267,183,79,1062,..,65,62,38,18,14,7,0,0,191
POA2156,..,4,101,438,769,724,628,423,100,3191,..,15,45,34,40,39,23,8,5,211,..,3,3,8,22,20,6,4,0,68,1215,..,..,..,..,..,..,..,..,1215,..,521,..,..,..,..,..,..,..,521,..,396,264,72,36,19,6,0,0,786,..,23,12,7,16,14,16,8,7,93,..,11,22,6,11,8,0,5,0,60,..,5,12,3,0,5,10,3,0,35,..,0,8,21,25,37,41,44,29,197,16,17,16,4,5,7,3,3,0,71,1229,1003,473,587,929,866,735,492,144,6464,..,3,138,550,824,717,584,333,65,3208,..,23,53,33,46,37,19,6,0,208,..,5,11,40,65,48,25,20,13,237,1007,..,..,..,..,..,..,..,..,1007,..,591,..,..,..,..,..,..,..,591,..,233,153,38,13,16,0,0,0,456,..,13,3,0,0,4,31,35,28,125,..,16,12,9,13,6,7,3,0,56
POA2157,..,5,37,166,202,197,154,87,19,862,..,4,29,18,27,18,16,4,0,116,..,0,0,5,11,8,0,3,0,27,417,..,..,..,..,..,..,..,..,417,..,118,..,..,..,..,..,..,..,118,..,114,77,18,20,9,0,0,0,231,..,7,5,3,8,3,11,7,6,51,..,4,5,0,3,4,0,0,0,21,..,0,8,3,4,11,0,0,0,27,..,0,4,3,13,24,16,16,8,85,4,6,5,3,5,6,3,0,0,29,423,262,166,229,287,276,205,112,34,1993,..,7,59,178,232,178,145,58,4,866,..,8,32,22,24,11,12,3,4,110,..,3,5,23,37,18,6,12,4,108,359,..,..,..,..,..,..,..,..,359,..,161,..,..,..,..,..,..,..,161,..,77,48,9,5,4,3,0,0,145,..,0,0,0,3,4,19,18,10,63,..,4,3,0,4,5,0,0,0,19
