POA_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
POA2735,..,0,4,10,20,17,20,11,0,82,..,0,7,0,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,4,42,..,..,..,..,..,..,..,..,42,..,6,..,..,..,..,..,..,..,6,..,8,7,4,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,5,..,0,0,0,4,9,5,8,0,18,0,3,0,0,0,0,0,0,0,5,42,27,14,18,23,32,33,15,0,200,..,0,3,11,21,20,18,4,0,83,..,0,5,5,7,0,0,0,0,15,..,0,0,3,0,0,0,0,0,8,31,..,..,..,..,..,..,..,..,31,..,6,..,..,..,..,..,..,..,6,..,13,4,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2736,..,0,10,9,16,9,10,8,3,60,..,0,4,5,6,0,0,0,0,16,..,0,0,0,4,0,0,0,0,6,32,..,..,..,..,..,..,..,..,32,..,3,..,..,..,..,..,..,..,3,..,9,0,0,3,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,11,10,3,0,5,0,0,25,..,0,5,0,4,4,0,3,0,22,0,0,0,0,0,0,0,0,0,4,32,23,31,29,36,11,17,11,7,193,..,0,14,13,11,14,9,5,3,60,..,3,4,6,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,3,32,..,..,..,..,..,..,..,..,32,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
POA2737,..,0,19,15,22,29,24,9,3,129,..,3,10,8,6,5,4,0,0,40,..,0,0,0,0,0,0,0,0,4,74,..,..,..,..,..,..,..,..,74,..,15,..,..,..,..,..,..,..,15,..,21,0,0,0,0,0,0,0,25,..,4,3,0,0,0,0,0,0,8,..,0,0,0,3,0,0,0,0,4,..,0,4,0,0,0,5,0,0,3,..,0,0,3,5,4,4,4,0,25,0,9,6,4,0,0,0,0,0,13,74,45,46,28,39,44,42,11,4,340,..,4,24,20,31,28,19,3,0,126,..,4,10,4,4,6,7,0,0,32,..,0,4,10,0,0,0,0,0,17,74,..,..,..,..,..,..,..,..,74,..,15,..,..,..,..,..,..,..,15,..,3,5,0,5,0,0,0,0,12,..,0,4,0,0,0,0,0,0,6,..,0,0,3,0,0,0,0,0,3
POA2738,..,0,46,100,83,89,90,43,5,452,..,5,31,13,10,17,3,0,0,81,..,0,0,0,8,0,0,0,0,8,259,..,..,..,..,..,..,..,..,259,..,46,..,..,..,..,..,..,..,46,..,45,7,0,4,0,0,0,0,57,..,10,0,0,0,0,0,0,0,7,..,6,0,0,0,0,0,0,0,7,..,0,5,0,3,3,0,0,0,10,..,4,3,8,7,19,13,9,7,66,0,7,3,3,5,0,0,0,0,23,266,118,95,131,117,127,108,47,13,1017,..,0,66,105,97,90,74,30,6,464,..,16,31,16,14,16,0,0,0,86,..,5,3,5,6,3,0,3,0,24,232,..,..,..,..,..,..,..,..,232,..,47,..,..,..,..,..,..,..,47,..,32,4,0,0,0,0,0,0,39,..,6,0,0,3,0,3,0,0,11,..,6,0,0,0,0,0,0,0,6
POA2739,..,0,24,30,46,49,46,23,3,225,..,0,26,15,11,12,3,3,0,70,..,0,0,4,6,9,5,0,0,18,134,..,..,..,..,..,..,..,..,134,..,33,..,..,..,..,..,..,..,33,..,23,8,6,0,0,0,0,0,41,..,9,0,4,0,0,0,0,0,15,..,3,6,4,0,0,0,0,0,15,..,0,6,4,3,0,0,0,0,14,..,3,8,9,13,14,5,14,0,61,5,0,4,0,0,0,3,0,0,12,138,66,83,76,79,80,65,39,7,637,..,0,31,34,45,52,40,17,3,230,..,9,33,13,16,8,5,0,0,77,..,0,6,12,10,7,0,0,0,44,109,..,..,..,..,..,..,..,..,109,..,28,..,..,..,..,..,..,..,28,..,15,7,0,0,0,0,0,0,26,..,0,0,0,0,5,0,0,0,12,..,4,0,3,0,0,0,0,0,9
POA2745,..,17,718,1534,1565,1294,788,293,37,6242,..,103,380,266,182,105,52,8,0,1104,..,4,14,43,73,54,22,6,9,232,3599,..,..,..,..,..,..,..,..,3599,..,949,..,..,..,..,..,..,..,949,..,986,481,121,69,15,4,0,0,1678,..,83,55,38,41,48,30,26,10,331,..,26,36,28,20,21,15,0,0,152,..,19,37,9,23,30,20,0,0,143,..,19,68,83,98,107,84,58,16,534,28,32,27,8,22,8,9,3,0,135,3626,2230,1818,2143,2097,1682,1016,399,74,15089,..,34,930,1668,1638,1154,664,193,22,6296,..,148,414,280,148,121,39,0,0,1150,..,27,172,279,317,143,70,30,23,1064,3470,..,..,..,..,..,..,..,..,3470,..,1143,..,..,..,..,..,..,..,1143,..,657,333,72,31,19,3,0,0,1118,..,38,33,20,34,73,102,70,37,404,..,59,35,18,14,9,0,0,0,132
POA2747,..,41,1514,2740,1734,1244,1114,489,93,8971,..,282,921,478,284,146,55,22,3,2191,..,8,55,109,131,86,49,32,10,484,6150,..,..,..,..,..,..,..,..,6150,..,1092,..,..,..,..,..,..,..,1092,..,1190,659,267,126,39,3,0,0,2287,..,209,184,108,70,83,84,28,10,781,..,103,132,59,38,29,18,0,0,381,..,103,200,86,100,107,54,17,7,669,..,80,289,351,325,325,271,132,32,1805,65,58,58,47,31,23,9,10,0,304,6218,3156,4017,4239,2840,2078,1665,737,160,25113,..,87,2102,2682,1623,1228,958,348,34,9067,..,378,978,462,239,134,48,7,0,2245,..,114,503,547,582,319,156,77,44,2333,5899,..,..,..,..,..,..,..,..,5899,..,1237,..,..,..,..,..,..,..,1237,..,809,401,114,62,36,9,0,0,1441,..,159,115,49,81,149,201,99,50,904,..,74,55,23,11,11,6,3,0,187
POA2748,..,0,15,46,78,113,75,52,14,392,..,0,11,11,6,13,0,0,0,43,..,0,3,0,5,6,0,0,0,19,137,..,..,..,..,..,..,..,..,137,..,60,..,..,..,..,..,..,..,60,..,90,42,17,11,8,0,0,0,171,..,0,8,0,3,6,6,4,0,31,..,5,0,0,0,0,0,0,0,9,..,0,3,0,0,3,0,0,0,4,..,0,4,9,17,12,3,4,0,42,0,0,6,0,8,7,5,0,0,16,134,165,93,81,126,161,98,64,15,929,..,0,27,49,100,99,76,36,7,391,..,3,11,7,9,10,0,0,0,46,..,0,5,9,9,10,4,14,0,50,109,..,..,..,..,..,..,..,..,109,..,48,..,..,..,..,..,..,..,48,..,42,28,5,0,0,0,0,0,83,..,6,0,0,0,3,5,12,7,37,..,0,3,0,0,0,0,0,0,7
POA2749,..,10,398,642,643,647,413,136,37,2916,..,74,307,157,128,62,28,15,0,772,..,3,10,39,38,20,20,7,0,142,1871,..,..,..,..,..,..,..,..,1871,..,417,..,..,..,..,..,..,..,417,..,496,288,88,32,10,0,0,0,918,..,41,32,15,26,21,30,11,5,178,..,30,37,9,19,6,9,0,0,110,..,19,19,25,13,22,10,3,0,112,..,13,53,70,77,74,65,29,8,400,35,18,16,15,8,8,6,3,0,117,1912,1114,1166,1056,989,874,575,207,54,7940,..,19,513,681,631,657,338,99,9,2955,..,105,309,140,134,61,26,4,0,779,..,27,135,208,180,112,34,21,14,735,1749,..,..,..,..,..,..,..,..,1749,..,466,..,..,..,..,..,..,..,466,..,342,176,38,16,16,0,0,0,587,..,32,21,10,21,45,63,33,22,244,..,33,10,8,6,10,0,5,0,72
POA2750,..,48,882,1698,1433,1297,1387,745,157,7643,..,347,891,429,320,187,67,28,4,2272,..,4,47,114,157,93,49,27,11,498,4330,..,..,..,..,..,..,..,..,4330,..,942,..,..,..,..,..,..,..,942,..,1085,591,247,157,73,6,0,0,2165,..,165,148,57,38,76,79,27,7,595,..,74,81,54,45,27,13,4,0,300,..,162,236,94,98,92,56,22,4,762,..,140,436,427,477,481,396,249,87,2693,52,56,74,44,42,22,16,10,0,316,4380,3012,3385,3163,2778,2349,2060,1110,270,22516,..,88,1157,1786,1436,1333,1321,513,59,7710,..,454,929,446,258,166,54,19,3,2316,..,89,354,553,560,290,177,121,60,2212,3895,..,..,..,..,..,..,..,..,3895,..,1008,..,..,..,..,..,..,..,1008,..,710,361,108,67,43,18,0,0,1309,..,125,91,31,43,103,147,93,43,678,..,79,56,24,9,13,4,5,0,185
POA2752,..,4,157,261,264,240,147,58,10,1135,..,24,99,39,40,28,9,4,0,250,..,0,0,11,13,9,5,0,0,49,653,..,..,..,..,..,..,..,..,653,..,122,..,..,..,..,..,..,..,122,..,200,92,21,25,4,0,0,0,344,..,11,9,0,10,3,7,6,0,49,..,11,10,0,0,5,0,0,0,30,..,0,3,3,4,9,4,0,0,25,..,3,21,14,23,36,23,14,9,139,7,16,0,5,5,9,6,0,0,39,660,393,399,354,380,347,203,83,17,2843,..,3,204,254,290,219,131,31,3,1140,..,30,107,44,34,34,9,6,0,262,..,5,20,34,31,29,15,8,4,149,582,..,..,..,..,..,..,..,..,582,..,166,..,..,..,..,..,..,..,166,..,107,42,13,0,5,0,0,0,165,..,6,4,0,7,7,13,8,10,56,..,5,4,0,0,3,0,0,0,10
POA2753,..,10,361,503,632,637,499,253,57,2945,..,61,255,152,141,79,38,19,3,748,..,0,9,27,49,60,17,18,6,186,1464,..,..,..,..,..,..,..,..,1464,..,353,..,..,..,..,..,..,..,353,..,513,274,88,70,30,5,0,0,983,..,49,42,18,24,23,31,11,11,200,..,27,34,19,21,13,15,3,0,136,..,30,56,19,18,31,13,12,0,184,..,27,72,87,125,177,119,79,38,719,22,17,31,15,17,20,10,3,0,135,1486,1091,1137,926,1090,1076,748,393,114,8059,..,32,442,544,668,603,464,191,21,2976,..,83,274,143,120,78,25,13,0,740,..,17,90,115,187,97,46,42,30,618,1353,..,..,..,..,..,..,..,..,1353,..,443,..,..,..,..,..,..,..,443,..,324,143,33,22,17,0,0,0,547,..,27,15,7,11,35,51,39,22,209,..,36,36,9,7,12,4,0,0,93
POA2754,..,4,176,241,245,208,240,182,38,1327,..,20,115,48,38,32,13,11,0,276,..,0,5,14,18,10,3,4,0,59,644,..,..,..,..,..,..,..,..,644,..,135,..,..,..,..,..,..,..,135,..,174,85,29,22,6,0,0,0,317,..,11,4,3,3,6,13,6,7,49,..,12,10,0,0,5,3,0,0,34,..,4,20,8,16,5,9,0,0,59,..,9,21,27,37,29,46,27,14,213,3,13,11,5,7,3,0,4,0,52,647,378,447,376,391,307,330,225,56,3163,..,10,218,244,252,230,241,131,16,1338,..,29,113,57,44,27,8,8,0,286,..,9,38,78,92,39,25,13,6,301,621,..,..,..,..,..,..,..,..,621,..,164,..,..,..,..,..,..,..,164,..,122,52,20,11,10,0,0,0,213,..,12,5,0,5,13,19,15,11,84,..,13,8,5,0,0,0,4,0,31
POA2756,..,26,818,1276,1376,1365,934,440,71,6304,..,166,556,289,255,194,72,27,0,1567,..,0,25,67,105,76,29,12,11,331,3638,..,..,..,..,..,..,..,..,3638,..,746,..,..,..,..,..,..,..,746,..,1171,462,144,90,46,4,0,0,1922,..,71,61,53,39,38,45,44,17,375,..,51,63,38,34,31,19,11,0,242,..,35,76,34,41,64,49,16,0,314,..,43,134,138,206,279,204,112,29,1142,44,54,59,40,24,31,16,10,0,272,3684,2354,2254,2075,2173,2124,1373,676,132,16845,..,54,1028,1345,1489,1304,829,287,36,6372,..,235,562,304,246,180,60,13,0,1602,..,25,219,300,365,192,77,57,30,1274,3382,..,..,..,..,..,..,..,..,3382,..,850,..,..,..,..,..,..,..,850,..,710,249,80,39,27,7,0,0,1107,..,50,40,13,35,72,96,72,46,416,..,60,41,15,19,20,8,7,0,167
POA2757,..,0,14,23,42,38,43,19,3,178,..,5,10,0,5,3,0,0,0,30,..,0,0,4,0,5,0,0,0,6,74,..,..,..,..,..,..,..,..,74,..,15,..,..,..,..,..,..,..,15,..,25,17,4,0,3,0,0,0,47,..,0,0,0,0,0,0,0,0,4,..,0,6,0,0,5,0,0,0,10,..,0,0,0,0,0,0,0,0,5,..,0,3,0,4,3,6,3,0,21,0,0,0,0,0,0,0,0,0,4,74,50,48,34,59,57,47,28,5,399,..,0,12,32,37,45,33,15,0,177,..,5,12,0,7,0,0,0,0,33,..,0,0,4,7,8,0,0,0,22,66,..,..,..,..,..,..,..,..,66,..,27,..,..,..,..,..,..,..,27,..,19,8,0,0,0,0,0,0,29,..,0,0,0,0,0,3,4,9,15,..,0,0,0,0,0,0,0,0,7
POA2758,..,3,149,315,460,476,360,144,26,1932,..,24,77,72,77,62,29,6,4,358,..,4,4,11,12,16,9,4,0,56,805,..,..,..,..,..,..,..,..,805,..,208,..,..,..,..,..,..,..,208,..,286,138,41,17,9,0,0,0,492,..,8,8,6,12,20,9,5,5,72,..,14,19,3,3,9,3,0,0,58,..,0,3,0,7,9,18,4,0,43,..,0,8,9,32,54,55,36,11,214,8,15,9,6,13,9,6,3,0,63,810,567,425,458,636,664,490,202,47,4298,..,7,193,353,529,457,304,99,16,1950,..,39,76,62,88,58,27,9,0,363,..,0,26,29,57,38,13,15,0,183,729,..,..,..,..,..,..,..,..,729,..,270,..,..,..,..,..,..,..,270,..,183,83,14,17,0,0,0,0,289,..,10,0,0,5,18,26,37,13,107,..,10,12,0,8,5,4,0,0,37
POA2759,..,13,514,1020,1025,1266,928,243,29,5026,..,71,341,216,157,127,41,3,0,957,..,0,27,54,78,57,37,13,4,270,2627,..,..,..,..,..,..,..,..,2627,..,704,..,..,..,..,..,..,..,704,..,760,656,185,69,24,4,0,0,1690,..,82,80,28,37,45,36,25,7,339,..,35,60,22,24,8,6,0,0,156,..,10,32,28,39,38,31,3,0,175,..,17,62,125,95,144,101,39,6,579,25,29,36,20,18,14,3,3,0,145,2648,1717,1800,1696,1543,1706,1183,331,53,12683,..,24,727,1145,1040,1341,684,135,12,5098,..,113,338,201,169,111,26,3,0,967,..,34,172,235,236,162,79,35,17,973,2468,..,..,..,..,..,..,..,..,2468,..,760,..,..,..,..,..,..,..,760,..,500,388,74,37,17,10,0,0,1016,..,53,41,17,22,95,104,74,47,455,..,35,40,7,3,4,0,0,5,92
POA2760,..,39,814,1590,1035,811,637,395,75,5381,..,180,472,284,223,135,45,17,0,1356,..,0,42,83,82,95,52,26,9,385,4191,..,..,..,..,..,..,..,..,4191,..,798,..,..,..,..,..,..,..,798,..,729,569,200,131,58,7,0,0,1696,..,141,144,82,85,81,58,26,15,628,..,52,92,65,41,29,13,0,0,298,..,84,136,81,79,94,66,19,7,562,..,43,240,255,313,328,209,133,37,1560,72,51,57,33,28,22,6,5,4,278,4262,2116,2578,2675,2024,1645,1086,624,142,17148,..,74,1187,1648,954,724,603,240,35,5474,..,227,528,272,195,133,35,10,0,1395,..,80,426,458,415,253,142,93,49,1920,3903,..,..,..,..,..,..,..,..,3903,..,821,..,..,..,..,..,..,..,821,..,564,340,90,64,36,4,0,0,1106,..,120,105,33,56,126,133,66,32,683,..,50,42,23,16,14,6,4,0,157
POA2761,..,20,706,1753,1621,1459,752,229,34,6583,..,87,291,178,154,88,23,11,0,827,..,7,29,51,80,51,23,3,4,249,3898,..,..,..,..,..,..,..,..,3898,..,1132,..,..,..,..,..,..,..,1132,..,1011,840,199,61,26,3,0,0,2133,..,128,131,56,51,71,39,21,11,518,..,40,42,26,29,13,14,0,0,168,..,24,73,32,27,27,25,11,3,214,..,23,78,86,114,125,74,23,5,525,27,24,41,26,24,11,9,5,0,165,3928,2500,2231,2402,2153,1868,968,305,59,16415,..,55,1102,1849,1627,1302,591,107,18,6648,..,115,308,189,149,66,29,0,0,862,..,60,203,271,288,216,88,49,23,1198,3577,..,..,..,..,..,..,..,..,3577,..,1243,..,..,..,..,..,..,..,1243,..,660,537,81,38,24,3,0,0,1351,..,94,104,33,37,124,151,88,37,678,..,44,43,25,10,11,0,5,0,128
POA2762,..,15,903,2281,715,363,236,61,7,4584,..,83,311,151,61,21,15,0,0,647,..,5,11,42,33,32,8,8,0,137,2969,..,..,..,..,..,..,..,..,2969,..,487,..,..,..,..,..,..,..,487,..,320,190,36,7,7,3,0,0,561,..,92,112,25,13,17,24,3,3,294,..,33,51,29,18,4,5,0,0,131,..,74,114,24,25,12,3,0,0,252,..,23,104,76,57,23,26,13,0,332,29,15,18,12,0,3,3,0,0,87,2996,1153,1817,2679,930,481,321,87,15,10478,..,42,1462,1978,558,329,164,32,7,4577,..,107,331,137,54,13,5,0,0,645,..,14,80,172,165,73,15,11,3,533,2853,..,..,..,..,..,..,..,..,2853,..,513,..,..,..,..,..,..,..,513,..,206,121,27,14,9,0,0,0,371,..,55,57,18,28,73,82,28,10,358,..,29,32,8,3,4,0,0,0,80
POA2763,..,18,869,2359,1443,1125,835,263,35,6959,..,67,320,150,130,80,25,5,0,782,..,0,10,50,73,54,32,8,5,233,3796,..,..,..,..,..,..,..,..,3796,..,888,..,..,..,..,..,..,..,888,..,708,571,188,76,21,4,0,0,1564,..,103,143,53,30,31,36,23,4,436,..,53,86,42,22,15,6,3,0,229,..,105,131,34,24,30,24,8,0,355,..,32,88,86,105,124,87,39,10,567,32,25,26,27,7,3,8,5,0,132,3821,2000,2253,2993,1916,1473,1049,365,60,15930,..,44,1387,2269,1351,1085,679,156,20,6984,..,108,325,168,132,62,16,4,0,820,..,28,113,232,312,194,96,43,17,1036,3480,..,..,..,..,..,..,..,..,3480,..,917,..,..,..,..,..,..,..,917,..,509,381,99,37,18,5,0,0,1042,..,82,87,19,42,92,118,70,41,555,..,67,48,14,3,9,7,0,0,141
POA2765,..,27,1743,3719,1627,984,782,326,47,9256,..,127,664,280,187,89,45,9,0,1395,..,4,24,54,73,49,32,14,11,254,5816,..,..,..,..,..,..,..,..,5816,..,978,..,..,..,..,..,..,..,978,..,807,480,140,80,23,5,0,0,1531,..,137,185,67,43,58,57,26,16,582,..,67,112,35,25,28,8,0,0,275,..,49,87,42,36,48,22,8,0,299,..,28,141,142,116,128,99,67,23,744,23,26,35,20,10,12,16,0,0,143,5844,2246,3464,4502,2196,1415,1069,453,98,21289,..,54,2580,3449,1387,985,637,200,22,9316,..,211,686,263,176,66,26,5,0,1434,..,36,201,279,278,156,64,39,24,1078,5567,..,..,..,..,..,..,..,..,5567,..,984,..,..,..,..,..,..,..,984,..,537,351,54,46,29,0,0,0,1016,..,102,120,29,40,160,152,89,38,736,..,52,44,16,9,6,11,0,0,140
POA2766,..,8,355,793,642,580,468,160,33,3037,..,26,92,68,68,46,15,4,0,324,..,0,14,30,35,36,15,9,4,140,1666,..,..,..,..,..,..,..,..,1666,..,483,..,..,..,..,..,..,..,483,..,429,378,131,70,13,0,0,0,1019,..,59,72,36,25,39,35,13,7,285,..,31,53,37,15,16,3,0,0,148,..,26,48,22,30,14,18,12,0,165,..,11,27,49,60,83,61,40,10,346,20,8,21,18,5,8,13,4,0,90,1680,1066,1056,1179,952,837,629,246,60,7705,..,22,546,812,625,550,380,102,12,3059,..,36,101,92,68,33,12,0,0,353,..,15,94,120,134,125,57,39,14,594,1620,..,..,..,..,..,..,..,..,1620,..,551,..,..,..,..,..,..,..,551,..,296,246,46,28,14,3,0,0,636,..,58,59,14,21,54,80,40,29,359,..,28,39,14,9,4,3,0,0,91
POA2767,..,13,434,1115,1010,919,687,244,41,4460,..,33,128,88,86,64,30,8,0,427,..,9,14,40,53,41,21,12,7,192,2248,..,..,..,..,..,..,..,..,2248,..,740,..,..,..,..,..,..,..,740,..,561,582,174,93,27,5,0,0,1445,..,82,112,45,42,47,37,9,5,390,..,30,86,31,22,26,18,0,0,214,..,51,128,50,37,49,24,13,0,342,..,8,64,58,87,96,91,37,17,458,26,21,34,23,19,6,3,4,0,135,2269,1550,1571,1620,1439,1273,917,328,71,11054,..,39,670,1252,957,838,573,135,21,4483,..,48,143,86,82,54,18,4,0,436,..,20,127,237,215,182,95,57,24,965,2132,..,..,..,..,..,..,..,..,2132,..,775,..,..,..,..,..,..,..,775,..,363,371,86,44,26,3,0,0,897,..,81,70,25,44,89,113,69,33,523,..,36,49,11,11,9,5,0,0,120
POA2768,..,0,410,1876,1731,1199,735,250,39,6247,..,23,131,110,108,60,24,9,0,463,..,4,7,31,49,33,14,4,0,152,3009,..,..,..,..,..,..,..,..,3009,..,1227,..,..,..,..,..,..,..,1227,..,645,533,109,48,4,0,0,0,1348,..,60,71,30,16,37,29,32,6,286,..,34,40,26,14,10,0,0,0,125,..,31,54,30,18,21,8,4,0,168,..,6,31,51,59,50,52,55,7,308,7,11,16,9,10,9,11,5,0,87,3016,2047,1293,2266,2066,1433,876,356,61,13417,..,18,677,2125,1673,1042,571,151,7,6259,..,39,136,117,107,54,20,0,0,479,..,9,36,141,236,137,61,38,11,654,2863,..,..,..,..,..,..,..,..,2863,..,1207,..,..,..,..,..,..,..,1207,..,487,395,62,24,14,0,0,0,985,..,48,34,13,21,73,133,91,38,459,..,16,42,9,3,8,4,0,0,84
POA2769,..,6,283,1713,922,365,276,135,21,3716,..,11,70,85,52,17,3,3,0,243,..,0,5,28,19,9,4,4,0,60,2426,..,..,..,..,..,..,..,..,2426,..,548,..,..,..,..,..,..,..,548,..,220,184,35,12,0,0,0,0,460,..,27,37,21,12,8,12,13,8,136,..,14,13,10,3,0,0,0,0,48,..,12,26,0,7,13,12,0,0,66,..,0,12,20,15,10,10,9,10,90,16,5,9,6,3,8,6,0,0,48,2434,846,640,1915,1055,428,317,163,38,7844,..,8,531,1822,728,292,248,82,6,3729,..,21,65,92,42,11,5,0,0,241,..,3,28,83,84,54,17,15,4,288,2260,..,..,..,..,..,..,..,..,2260,..,557,..,..,..,..,..,..,..,557,..,133,123,17,18,6,0,0,0,298,..,30,28,9,3,42,95,39,16,255,..,13,17,8,4,0,0,0,0,40
POA2770,..,55,971,1850,1750,1717,1294,652,110,8399,..,191,500,337,309,212,82,33,0,1665,..,15,58,115,186,151,85,65,19,696,6616,..,..,..,..,..,..,..,..,6616,..,1585,..,..,..,..,..,..,..,1585,..,1653,1263,437,300,106,6,0,0,3774,..,280,253,138,122,150,115,56,8,1127,..,98,143,96,74,59,21,7,0,496,..,80,189,102,131,121,64,19,8,720,..,76,217,295,385,456,384,202,47,2059,97,76,90,78,73,30,13,12,0,477,6712,4115,3689,3453,3329,3001,2068,1046,194,27616,..,127,1529,1983,1755,1549,1097,406,38,8490,..,263,494,360,283,179,66,26,0,1672,..,227,781,793,776,525,299,185,61,3654,6520,..,..,..,..,..,..,..,..,6520,..,1676,..,..,..,..,..,..,..,1676,..,1120,764,220,107,71,14,0,0,2301,..,216,129,56,104,224,266,158,66,1221,..,74,76,42,25,18,11,0,0,252
