POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA2192,437,892,323,39,1690,352,45,2085,31,38,24,4,93,38,10,142,53,115,47,3,222,88,9,313,90,155,68,4,315,121,16,453,263,296,208,33,796,514,89,1405,64,79,58,6,208,121,24,341,112,80,43,7,246,122,28,395,0,0,0,0,0,0,0,0,9,28,9,0,43,12,0,50,443,484,313,53,1291,766,139,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,11,7,0,16,3,4,3,0,11,7,0,16,0,4,0,0,4,4,0,3,976,1531,707,96,3312,1248,203,4760
POA2193,756,1312,405,45,2516,485,92,3097,60,91,33,0,185,71,14,270,78,118,29,5,229,53,8,289,138,214,64,9,414,131,19,563,139,101,57,5,299,258,30,586,147,118,55,8,326,235,49,612,291,223,72,16,603,221,80,904,274,157,62,25,520,177,76,776,11,10,0,0,20,5,0,21,865,597,254,62,1773,882,236,2894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,10,0,52,37,16,104,28,17,10,0,52,37,16,104,8,4,0,0,8,6,4,16,1781,2145,729,109,4768,1533,367,6667
POA2194,407,759,309,50,1519,315,130,1970,56,70,31,3,156,56,29,237,176,278,96,14,564,110,50,722,229,343,125,17,716,169,68,962,560,528,262,82,1433,578,235,2248,455,473,225,55,1218,513,175,1902,532,449,210,37,1241,492,129,1858,13,6,4,3,31,8,0,37,7,5,0,0,16,6,4,23,1570,1468,717,183,3938,1596,546,6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,15,0,0,0,0,4,4,4,15,3,3,0,3,10,17,11,36,2217,2576,1148,254,6194,2103,767,9058
POA2195,350,1074,284,39,1747,291,115,2146,15,44,11,0,68,24,0,90,36,136,41,6,216,39,19,274,48,181,49,6,286,60,17,362,486,1362,330,96,2272,844,382,3501,208,669,176,28,1075,351,118,1540,65,202,37,0,307,60,18,383,0,0,0,0,0,0,0,0,14,15,4,0,30,4,3,36,761,2245,547,127,3683,1257,517,5460,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,5,12,0,4,0,3,4,7,5,21,0,0,0,0,5,8,6,15,1164,3505,877,172,5726,1624,664,8013
POA2196,1018,2925,849,111,4906,805,143,5848,49,88,47,8,195,95,6,296,245,657,277,7,1185,258,18,1468,292,749,321,19,1383,353,22,1762,123,197,120,19,461,397,68,920,85,145,87,16,328,198,44,574,156,220,83,16,468,195,41,703,0,0,0,0,0,0,0,0,17,35,5,4,62,21,3,87,377,595,301,54,1323,806,159,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33,6,5,58,28,5,92,14,33,6,5,58,28,5,92,4,0,3,0,10,4,0,11,1711,4306,1479,185,7678,1993,335,10006
POA2197,363,947,338,33,1677,274,26,1975,27,67,27,0,122,48,0,172,53,182,82,3,326,49,7,385,79,255,113,5,452,97,11,558,17,16,19,5,45,93,7,143,6,7,6,0,15,17,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,5,0,23,11,0,36,21,36,26,0,85,113,7,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,0,0,0,3,3,3,0,8,0,4,0,0,7,0,0,5,468,1239,475,42,2221,487,48,2754
POA2198,502,1121,360,37,2016,308,25,2343,6,14,7,0,28,10,0,40,45,115,55,3,214,35,5,258,52,133,60,3,246,43,4,297,19,0,0,0,26,32,0,58,0,0,0,0,4,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,24,5,5,0,33,44,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,9,5,0,16,3,5,7,0,9,5,0,16,0,0,0,0,0,0,0,0,578,1259,432,38,2306,400,32,2739
POA2199,675,1754,588,60,3079,518,84,3682,25,73,30,0,125,52,4,186,110,340,122,6,576,85,7,676,132,411,150,9,705,143,12,860,52,59,63,3,176,272,5,455,39,66,49,8,162,83,3,250,67,108,58,4,232,95,13,341,0,0,0,0,0,0,0,5,12,38,13,0,68,14,5,81,176,260,186,16,636,462,27,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,3,16,0,0,4,0,3,7,3,16,0,7,0,0,7,5,3,11,987,2433,920,91,4435,1143,131,5700
POA2200,1031,2618,956,95,4694,757,171,5618,63,163,75,5,306,72,17,391,294,832,342,20,1487,276,43,1810,360,999,414,26,1793,348,60,2202,68,115,71,11,265,195,12,472,513,1015,495,73,2092,906,101,3100,357,514,219,39,1136,446,88,1669,240,448,135,29,847,191,82,1116,24,41,22,8,90,29,3,122,1203,2130,941,149,4427,1768,289,6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,19,9,94,33,10,133,22,46,19,9,94,33,10,133,5,9,12,0,26,17,4,43,2622,5804,2337,270,11035,2918,531,14480
POA2203,430,703,213,20,1363,283,73,1722,105,174,49,0,325,109,28,466,46,67,13,0,136,39,10,185,153,244,62,4,464,150,37,650,179,96,88,15,376,545,74,996,273,105,95,9,486,507,73,1063,311,211,87,13,625,399,97,1113,89,25,5,0,121,84,9,214,0,11,5,0,17,10,0,28,854,440,290,41,1621,1541,251,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,22,22,8,91,77,16,185,40,22,22,8,91,77,16,185,3,0,0,0,7,4,3,10,1483,1401,587,72,3544,2060,391,5990
POA2204,795,1250,450,67,2560,525,317,3400,435,492,144,29,1102,297,126,1525,96,154,38,5,286,66,65,420,528,649,182,26,1392,362,192,1941,272,134,108,22,540,615,143,1298,487,213,173,31,907,901,154,1958,523,169,89,15,797,605,120,1519,77,27,0,3,110,38,14,161,16,6,5,0,29,43,5,78,1382,543,373,71,2372,2197,443,5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,21,5,111,91,30,236,52,40,21,5,111,91,30,236,3,5,0,0,3,8,0,15,2761,2484,1029,172,6443,3184,980,10610
POA2205,456,878,290,32,1660,327,79,2063,82,119,41,3,249,81,22,347,38,73,12,5,133,22,10,165,124,189,57,6,382,102,30,513,29,32,14,8,77,91,23,192,130,111,68,14,318,172,34,531,517,283,66,29,900,354,179,1431,1802,715,175,127,2815,1184,691,4692,5,5,4,0,17,4,0,23,2484,1141,326,185,4131,1813,933,6874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,9,10,5,20,4,7,0,3,9,11,5,22,16,3,0,0,22,21,11,54,3082,2223,672,227,6203,2263,1057,9524
POA2206,1244,2413,612,58,4327,875,120,5328,31,38,17,0,77,33,0,109,114,163,80,4,356,123,14,495,139,198,96,9,435,153,14,606,47,49,20,0,120,106,13,235,33,35,26,0,93,64,5,167,65,54,39,5,158,96,8,264,14,9,0,0,19,9,0,27,7,7,0,0,17,6,3,26,165,153,84,3,411,288,26,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,1552,2766,798,73,5184,1312,168,6666
POA2207,1304,2623,697,74,4707,816,117,5640,273,421,164,14,876,335,19,1235,171,360,109,12,646,159,19,822,445,784,273,22,1524,494,42,2058,43,46,19,3,113,126,9,243,159,193,107,13,477,286,45,804,110,95,43,6,250,146,22,418,0,0,0,0,0,0,0,0,25,20,15,0,59,33,4,98,339,359,181,23,900,592,73,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,9,0,43,40,4,88,17,10,9,0,43,40,4,88,0,0,0,0,9,4,0,14,2108,3779,1166,124,7181,1955,232,9367
POA2208,833,1526,491,45,2895,559,70,3520,21,35,35,5,89,26,3,123,40,81,44,0,165,52,5,221,60,118,81,5,258,82,5,343,23,33,18,5,83,90,8,178,12,3,12,0,28,16,0,41,36,28,13,4,83,31,6,121,0,0,0,0,0,0,0,0,13,16,5,0,34,9,0,41,78,86,51,7,219,147,16,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,20,20,3,39,10,4,3,0,20,20,3,39,0,0,0,0,0,7,0,6,979,1737,625,53,3386,804,97,4292
POA2209,751,1549,380,56,2740,502,90,3333,73,103,54,3,233,103,5,348,107,200,101,9,405,170,19,599,176,300,148,12,644,274,25,945,87,69,50,3,210,196,10,415,93,91,64,6,249,180,11,444,60,67,39,4,167,64,0,237,0,0,0,0,0,0,0,0,5,18,8,3,34,17,0,53,248,245,157,21,667,457,25,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,23,18,8,43,3,8,3,3,23,18,8,43,0,0,0,0,0,10,0,8,1185,2098,699,89,4068,1263,145,5474
POA2210,1600,3099,779,87,5568,982,139,6688,98,80,52,5,237,269,7,512,288,487,180,11,961,293,27,1287,382,571,236,12,1197,566,32,1795,44,26,27,3,96,362,8,465,314,313,301,23,941,504,65,1517,149,122,81,5,356,192,40,587,130,68,44,6,246,204,14,469,16,14,9,0,44,12,0,60,660,537,452,39,1683,1280,131,3097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,12,3,46,26,7,74,12,17,12,3,46,24,7,76,0,0,4,0,4,10,4,19,2653,4221,1486,137,8499,2862,311,11674
POA2211,1020,1738,542,63,3355,682,103,4143,46,72,26,4,154,136,7,292,242,477,138,16,873,240,16,1128,287,553,169,23,1023,375,27,1422,18,15,9,0,43,66,0,119,56,25,19,0,90,158,5,258,12,3,6,0,20,12,0,35,0,0,0,0,0,0,0,0,8,6,3,0,17,21,0,43,88,50,37,0,181,261,11,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,6,3,0,8,4,7,0,0,6,3,0,8,4,4,0,0,8,0,0,5,1400,2341,740,87,4570,1326,140,6037
POA2212,750,1522,550,49,2871,613,89,3577,73,103,45,3,222,111,6,335,227,614,169,21,1030,222,23,1276,295,716,215,24,1250,331,31,1614,29,10,17,0,57,115,6,171,16,4,6,0,26,15,0,39,19,14,11,3,50,43,3,95,0,0,0,0,0,0,0,0,9,10,8,0,24,15,3,50,74,36,43,0,156,189,7,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,19,3,7,30,5,4,9,0,19,3,7,30,0,6,3,0,13,6,0,16,1132,2284,820,74,4302,1149,135,5588
POA2213,1314,2520,631,77,4542,908,107,5553,129,125,62,10,324,174,6,512,255,656,211,18,1129,213,17,1358,387,783,268,22,1457,386,23,1874,16,12,15,0,36,196,4,235,5,3,0,0,12,0,0,16,19,8,9,0,28,35,3,66,0,0,0,0,0,0,0,0,22,7,0,0,29,13,0,43,56,25,23,4,107,239,12,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,5,0,22,26,5,52,9,10,5,0,22,26,5,52,0,3,0,0,12,5,0,8,1760,3339,930,101,6137,1566,145,7844
POA2214,334,563,141,18,1049,194,15,1254,0,10,0,0,7,0,0,10,11,25,10,0,44,18,0,62,16,35,10,0,52,15,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,343,593,151,18,1108,212,15,1330
POA2216,862,1429,485,50,2833,565,128,3528,113,128,45,10,296,139,20,451,71,96,30,3,203,45,9,253,180,221,75,15,492,186,28,706,106,52,35,10,197,232,52,486,212,189,94,32,527,343,67,942,763,615,290,53,1722,995,261,2974,496,428,128,37,1079,427,179,1679,11,7,3,0,27,18,6,45,1582,1287,553,125,3546,2012,563,6126,4,0,3,4,13,52,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,8,8,35,26,12,77,18,9,6,6,46,76,20,140,10,7,0,0,12,10,4,26,2654,2960,1125,196,6936,2843,736,10516
POA2217,892,1670,419,49,3027,583,81,3690,173,175,74,11,428,246,25,710,131,183,52,4,373,85,18,471,308,360,125,13,799,333,44,1180,79,53,32,7,175,161,29,363,243,279,140,29,689,405,65,1160,944,915,319,81,2273,1142,225,3635,146,148,31,13,332,130,45,506,7,15,0,0,28,14,3,42,1426,1412,524,130,3491,1854,358,5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,9,0,37,24,9,70,19,9,9,0,37,24,9,70,7,3,3,0,13,12,0,26,2646,3454,1073,194,7368,2803,495,10663
POA2218,525,982,250,27,1790,305,68,2159,34,32,5,0,72,34,3,110,44,100,31,0,176,20,7,203,83,130,39,5,249,52,17,321,55,73,38,0,165,95,19,277,253,271,112,19,656,318,41,1023,487,541,224,49,1305,515,127,1947,0,0,0,0,0,0,0,0,9,8,4,0,28,11,3,38,801,895,383,73,2152,944,195,3289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,9,0,40,44,3,84,21,9,9,0,40,44,3,84,0,0,0,0,0,0,0,4,1429,2012,679,109,4231,1345,288,5853
POA2219,636,1095,261,24,2013,379,39,2433,186,149,78,16,430,319,22,767,176,201,80,6,462,158,6,624,357,352,157,20,888,479,24,1393,31,13,13,0,52,59,0,110,110,85,78,3,270,296,14,581,186,110,79,8,383,374,31,786,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,327,207,167,11,708,735,48,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,4,0,11,13,0,32,3,3,4,0,12,12,0,29,0,4,3,0,5,5,0,10,1335,1659,588,53,3628,1607,116,5351
POA2220,868,1792,487,68,3228,503,145,3874,61,98,40,6,206,104,16,326,134,295,53,13,489,92,19,604,191,393,93,16,698,198,36,932,78,91,25,11,201,64,41,299,293,262,147,40,739,243,126,1105,699,600,275,86,1664,449,247,2358,906,602,244,78,1836,563,253,2650,20,17,5,0,43,24,3,74,1999,1574,693,217,4483,1339,671,6491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,5,0,13,5,0,0,0,10,5,0,13,0,3,0,0,9,14,4,25,3071,3771,1281,308,8422,2059,862,11338
POA2221,956,2080,429,47,3516,552,56,4124,51,67,32,7,150,99,5,261,89,173,67,6,337,109,11,449,142,239,98,8,493,210,10,712,45,68,36,7,154,106,5,258,22,38,21,4,88,41,7,135,70,36,23,0,128,65,5,204,0,0,0,0,0,0,0,0,0,10,0,0,15,6,3,20,137,155,80,12,380,221,21,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,10,0,3,0,0,7,3,0,10,0,6,0,0,3,6,0,7,1237,2484,609,68,4395,988,89,5472
POA2222,457,919,182,25,1573,258,42,1880,76,86,33,3,197,81,4,280,79,130,43,3,250,73,8,331,155,213,70,6,442,159,12,609,39,34,23,8,98,83,9,188,209,169,101,28,501,271,41,814,237,249,122,23,628,381,52,1064,0,0,0,0,0,0,0,0,14,12,4,0,29,8,0,36,490,462,251,59,1255,737,104,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,4,0,3,0,0,0,0,0,9,0,12,1102,1589,502,89,3281,1156,157,4599
POA2223,1096,2167,383,37,3681,583,63,4331,101,84,44,0,225,166,10,405,156,299,77,4,538,110,19,659,261,385,119,9,766,272,26,1061,54,30,18,0,108,100,18,223,256,183,118,13,575,342,35,951,255,167,106,16,551,431,35,1019,0,0,0,0,0,0,0,0,11,11,3,0,24,6,0,32,570,397,256,42,1264,876,92,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,3,27,15,4,42,6,12,0,3,27,15,4,42,5,0,0,0,5,7,0,10,1937,2957,752,87,5740,1760,184,7679
POA2224,911,1617,314,30,2874,440,47,3360,35,35,24,0,95,67,3,169,317,214,136,3,674,305,14,995,348,251,158,5,769,378,21,1164,0,7,4,0,14,8,3,22,61,58,44,0,157,108,12,280,36,30,24,0,92,173,0,271,0,0,0,0,0,0,0,0,3,4,4,0,11,7,0,15,104,98,71,0,274,294,17,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,3,6,0,18,3,0,18,6,3,6,0,18,5,0,19,0,0,0,0,3,0,0,0,1376,1975,554,39,3932,1118,79,5136
POA2225,371,787,107,8,1264,156,11,1436,16,93,17,5,126,21,0,143,27,65,14,0,108,13,0,129,45,160,30,5,234,33,0,268,12,0,0,0,15,21,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,5,12,3,0,0,19,23,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,427,948,134,7,1524,207,14,1750
POA2226,805,1646,264,29,2747,380,35,3164,81,126,63,3,275,104,9,386,90,109,42,4,247,115,8,368,169,243,106,10,521,228,11,762,51,25,36,0,111,142,7,264,36,15,18,3,72,59,6,141,67,30,11,0,104,45,4,155,0,0,0,0,0,0,0,0,8,0,0,0,4,8,0,17,156,77,61,5,300,257,25,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,6,0,14,4,0,0,0,9,5,0,18,0,0,0,0,0,5,0,7,1142,1964,435,41,3582,870,67,4515
POA2227,894,1791,309,20,3015,418,37,3469,30,30,11,3,75,50,0,127,204,277,112,13,606,190,20,806,236,314,123,17,683,235,15,940,30,22,24,4,80,82,8,168,176,89,94,14,371,305,25,705,59,22,17,4,102,57,7,163,0,0,0,0,0,0,0,0,4,4,0,0,8,0,0,12,267,135,139,18,557,453,39,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,14,3,4,21,7,7,4,0,14,3,4,21,3,0,0,0,0,0,0,6,1401,2245,575,49,4271,1113,99,5477
POA2228,922,1735,412,40,3102,522,65,3686,75,64,37,0,171,148,5,326,207,296,107,3,621,305,25,951,279,360,139,9,787,457,30,1274,96,40,26,5,166,204,7,383,156,139,108,16,414,234,35,686,476,250,123,27,880,564,64,1506,103,56,37,5,202,130,13,348,4,4,4,0,18,3,0,23,837,493,300,44,1679,1138,130,2945,10,0,3,0,18,39,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,18,39,3,60,8,3,5,0,15,3,0,18,2051,2598,861,90,5603,2159,228,7990
POA2229,1554,3163,532,51,5293,748,82,6126,182,96,53,0,335,293,10,639,541,610,228,6,1390,559,40,1986,723,707,276,12,1723,850,44,2622,40,24,15,0,79,112,12,198,296,162,173,16,644,601,52,1302,265,95,71,7,439,361,29,827,54,42,25,6,126,132,15,269,8,6,0,0,12,9,0,26,656,334,287,29,1301,1211,110,2622,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,5,0,15,2935,4199,1099,88,8330,2816,239,11383
POA2230,1411,2339,372,37,4163,657,75,4895,24,25,7,3,60,51,4,115,280,237,76,4,598,221,11,832,307,267,81,11,666,270,15,953,376,161,114,6,662,855,88,1610,849,350,256,23,1471,1069,176,2719,499,172,111,15,800,498,70,1360,343,100,81,5,532,390,30,947,9,12,6,0,23,3,0,30,2079,791,564,57,3488,2816,359,6662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,4,0,37,28,12,77,24,13,4,0,37,28,15,81,4,3,0,0,9,8,0,23,3825,3410,1028,100,8363,3780,462,12608
POA2231,174,346,98,7,629,116,14,756,0,0,0,0,3,0,0,6,0,5,3,0,14,11,0,19,5,4,3,0,10,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,8,0,0,0,0,8,4,0,8,0,0,0,0,0,0,0,0,181,356,108,8,653,126,16,794
POA2232,1854,3357,639,35,5889,940,92,6914,93,69,54,0,212,200,7,424,288,380,166,13,847,368,30,1249,379,448,220,16,1063,572,41,1673,99,109,62,3,279,308,6,600,530,372,266,27,1194,914,119,2229,599,285,159,19,1061,706,85,1853,67,28,32,3,130,67,6,201,4,9,0,0,11,6,3,20,1301,803,518,53,2675,2000,226,4905,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,8,3,4,20,4,0,5,0,7,9,4,20,4,4,0,0,5,20,3,27,3542,4610,1386,106,9640,3537,364,13544
POA2233,2285,4176,764,48,7285,899,73,8251,58,40,27,3,130,123,0,252,132,160,71,5,372,122,4,503,189,206,95,12,503,249,9,759,91,40,50,0,184,185,4,378,101,78,80,3,264,217,17,494,53,18,23,0,92,55,6,153,0,0,0,0,0,0,0,0,7,4,3,0,13,10,0,26,250,137,154,3,545,473,31,1046,0,0,0,0,0,3,0,3,5,3,0,0,8,21,0,30,0,0,0,0,0,0,0,0,0,0,7,0,7,5,0,17,4,8,7,0,16,31,0,49,6,0,0,0,4,10,0,12,2737,4526,1019,70,8349,1653,115,10120
POA2234,2439,4388,713,47,7588,769,68,8425,10,22,13,0,46,11,0,58,211,384,234,4,836,214,15,1063,229,404,250,7,886,231,17,1123,0,0,0,0,0,0,0,0,41,19,20,0,75,97,3,171,16,5,8,0,27,9,3,40,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,12,62,29,22,0,107,110,5,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2726,4819,990,52,8587,1107,84,9779
