POA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA2387,24,17,0,0,43,14,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,43,14,3,62
POA2388,213,230,109,4,554,213,25,796,3,6,3,0,9,42,0,57,0,0,0,0,0,0,0,0,3,6,3,0,9,42,0,57,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,4,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,0,0,0,5,8,0,15,0,0,3,0,6,0,0,7,220,233,112,5,580,272,31,875
POA2390,897,836,325,31,2081,605,69,2756,32,10,19,0,66,213,12,287,9,4,0,0,12,16,0,25,36,16,16,0,76,223,15,314,6,0,0,0,5,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,13,0,22,5,0,0,0,5,3,0,7,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,5,0,19,0,0,0,0,0,0,0,3,946,854,349,34,2178,851,88,3111
POA2395,96,50,26,5,174,115,8,295,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,51,26,5,176,120,8,303
POA2396,90,58,31,3,182,100,11,289,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,9,0,0,10,94,68,35,3,195,112,11,312
POA2397,26,26,7,0,62,34,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,31,26,7,0,63,33,3,103
POA2398,23,20,5,0,48,9,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,5,0,43,10,0,58
POA2399,62,41,17,0,114,36,3,154,8,9,3,0,15,3,0,22,0,0,0,0,0,0,0,0,8,9,3,0,15,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,8,0,0,0,8,0,0,8,66,48,21,4,137,42,3,186
POA2400,777,774,362,44,1956,627,80,2660,67,42,29,0,139,191,17,343,9,3,3,0,20,44,3,64,76,44,31,4,161,231,20,409,6,0,5,3,20,47,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,8,3,17,46,4,67,5,3,0,0,6,5,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,0,0,10,14,0,22,9,3,0,0,9,7,0,19,873,830,402,46,2150,930,102,3184
POA2401,28,35,14,0,84,25,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,14,0,84,26,0,109
POA2402,213,140,74,7,433,212,21,663,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,216,142,78,7,442,232,23,688
POA2403,87,63,31,0,180,53,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,63,31,0,179,53,0,236
POA2404,256,107,80,8,452,213,18,679,0,0,4,0,3,8,0,14,0,0,0,0,0,0,0,0,0,0,4,0,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,7,0,14,0,0,0,0,4,5,0,4,267,112,82,8,463,231,18,720
POA2405,38,43,5,0,84,42,4,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,34,42,10,0,86,46,4,136
POA2406,68,46,31,3,154,81,4,242,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,71,50,31,9,159,99,9,266
POA2408,33,30,4,0,74,22,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,33,30,4,0,74,25,0,100
POA2409,46,64,56,3,172,60,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,10,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,4,0,0,0,4,0,0,4,50,64,60,3,185,69,5,256
POA2410,32,20,3,3,56,23,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,3,3,53,25,0,84
POA2411,9,9,0,0,23,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,17,0,0,21,5,0,29
POA2415,55,46,11,0,105,34,4,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,46,11,0,105,34,4,146
POA2420,509,378,162,13,1067,446,34,1542,7,5,10,0,15,31,0,46,0,0,0,0,0,0,0,0,7,5,10,0,15,31,0,46,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,5,3,0,0,0,3,4,0,5,0,6,0,0,7,5,0,9,524,384,170,18,1095,490,33,1616
POA2421,246,280,51,7,575,130,7,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,280,54,7,575,133,7,713
POA2422,841,437,230,20,1528,616,52,2196,8,4,0,0,14,60,0,75,3,0,0,0,9,5,0,9,16,4,4,0,19,58,0,82,3,0,3,0,4,27,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,27,0,36,0,0,0,0,0,3,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,14,0,0,0,0,8,11,0,22,0,0,0,0,0,4,3,9,865,443,240,20,1560,717,58,2342
POA2423,463,235,147,10,861,357,45,1257,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,3,3,0,6,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,14,0,21,0,0,0,0,0,0,0,0,474,238,150,10,872,370,44,1288
POA2424,48,40,25,3,117,48,6,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,5,48,43,31,3,120,50,6,171
POA2425,225,221,48,3,505,188,12,700,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,233,219,50,11,513,195,12,717
POA2426,93,72,40,9,211,74,14,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,92,81,40,9,216,76,20,306
POA2427,694,175,101,16,980,328,19,1327,12,0,0,0,17,28,0,51,29,7,9,0,49,29,0,73,44,10,13,0,68,53,3,120,8,0,10,0,18,42,3,66,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,24,46,3,74,13,0,3,0,12,22,0,44,21,0,0,0,21,36,0,57,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,39,0,5,0,47,57,0,105,0,0,0,0,0,3,0,3,783,183,129,13,1108,496,29,1629
POA2428,2936,1528,812,63,5338,1842,192,7378,450,72,147,11,682,723,42,1447,60,24,39,7,123,123,8,258,514,94,190,11,805,844,47,1702,162,41,78,6,282,577,36,896,83,13,31,5,129,245,19,393,113,23,18,4,153,204,15,371,43,0,3,0,46,28,0,75,0,3,0,0,6,0,0,8,394,80,128,10,619,1049,72,1742,13,3,0,0,25,46,0,72,24,4,8,0,36,72,3,112,0,0,0,0,0,0,0,0,9,12,6,0,18,28,4,50,51,14,14,0,74,146,9,228,10,3,0,0,14,23,0,41,3901,1724,1142,89,6858,3906,324,11086
POA2429,1198,850,469,31,2554,955,95,3600,4,3,7,0,21,64,5,82,0,5,0,0,6,5,0,12,6,9,10,0,24,75,5,94,5,6,11,0,15,40,5,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,15,40,5,61,6,3,0,0,8,9,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,7,0,0,12,11,0,17,5,0,0,0,5,3,0,10,1218,859,493,32,2604,1077,100,3789
POA2430,4279,2927,1671,134,9012,2870,339,12220,194,43,112,11,356,708,44,1104,33,19,23,0,73,69,3,142,227,60,132,13,426,772,47,1250,89,32,57,3,197,491,28,714,14,0,0,0,13,34,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,13,106,35,66,3,215,534,27,777,8,0,3,0,11,41,0,51,44,4,8,0,58,83,11,146,5,0,0,0,3,0,0,5,7,0,0,4,6,10,0,21,61,4,9,3,74,140,9,233,12,5,0,0,19,36,0,55,4681,3032,1878,153,9746,4358,427,14527
POA2431,885,370,184,19,1454,498,58,2006,14,7,13,0,37,56,8,92,3,4,6,0,10,9,4,23,17,13,16,0,46,58,10,116,64,10,28,0,100,135,8,240,10,0,5,0,11,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,68,15,29,0,109,155,7,272,3,0,3,0,5,5,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,3,0,10,13,0,19,0,3,0,0,3,0,0,5,980,394,225,19,1624,729,71,2421
POA2439,643,367,160,8,1179,323,38,1534,6,0,4,0,9,5,0,17,0,0,0,0,0,0,0,0,7,0,4,0,14,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,656,372,165,8,1196,330,34,1566
POA2440,2225,1789,1210,109,5338,1913,229,7479,18,13,13,0,50,50,4,102,10,3,13,3,30,39,0,69,35,20,28,3,77,81,7,175,30,12,42,10,85,240,7,336,4,0,7,0,7,15,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,7,35,17,46,10,101,258,13,368,9,5,4,0,15,35,5,49,14,0,0,0,11,17,12,47,4,0,0,0,4,0,0,0,5,0,3,0,5,4,0,10,26,5,7,0,33,60,21,112,6,6,9,0,20,13,0,32,2320,1825,1301,128,5573,2324,269,8170
POA2441,501,400,190,15,1103,394,55,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,21,4,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,11,4,0,8,5,0,0,0,0,5,0,8,512,406,192,15,1117,419,55,1595
POA2443,1264,511,272,19,2065,783,75,2923,145,13,16,0,177,307,9,494,21,4,9,0,39,31,0,69,166,21,28,0,215,337,10,566,38,5,25,0,77,124,11,206,3,0,0,0,6,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,48,6,29,0,81,129,11,224,16,0,0,0,18,16,0,32,47,3,3,0,48,107,0,162,0,0,0,0,0,3,0,4,0,5,3,0,7,12,0,20,57,9,9,0,74,134,6,214,10,0,0,0,12,10,5,27,1542,545,342,23,2448,1399,103,3949
POA2444,4799,4221,1625,131,10768,2917,397,14082,691,172,295,19,1175,1365,95,2641,275,119,154,12,565,357,56,974,968,293,454,28,1743,1723,153,3618,249,67,121,11,446,802,62,1312,145,45,42,5,238,320,19,575,277,45,68,3,398,522,54,972,58,7,8,0,74,58,0,134,4,9,3,0,12,5,0,22,738,178,243,21,1178,1703,136,3012,4,0,0,0,8,11,0,21,25,5,3,0,26,71,0,98,0,0,0,0,0,0,0,0,4,3,3,0,13,7,0,21,28,10,9,0,45,87,7,135,15,0,3,0,17,28,5,52,6544,4702,2328,174,13754,6451,695,20893
POA2445,1115,726,262,14,2112,546,45,2705,18,5,3,0,32,39,0,67,14,0,8,0,24,12,0,36,31,6,14,0,52,51,0,109,4,0,4,0,21,39,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,21,39,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,4,0,6,1156,736,275,16,2190,638,52,2883
POA2446,1677,1521,670,48,3918,972,119,5009,64,25,55,0,138,150,9,301,8,4,0,0,9,23,4,35,64,27,52,0,147,183,12,335,0,4,4,0,7,28,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,12,0,5,6,0,14,27,5,47,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,9,4,4,0,0,12,14,3,22,0,7,0,0,6,9,0,13,1753,1560,731,47,4098,1193,134,5426
POA2447,917,690,349,33,1983,708,83,2774,10,10,8,0,28,45,0,72,0,0,0,0,4,7,0,16,15,13,11,0,34,47,0,90,10,5,0,0,13,20,0,41,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,6,0,0,21,32,0,48,5,0,0,0,3,3,0,9,19,0,3,0,17,36,0,54,0,0,0,0,0,0,0,0,3,4,3,0,8,9,0,15,26,0,8,0,33,40,0,77,7,0,0,0,10,3,0,11,969,712,371,31,2080,828,82,2998
POA2448,1062,621,387,24,2095,1062,107,3266,62,20,23,5,106,150,8,268,30,12,16,4,65,94,0,156,93,33,37,10,169,237,11,421,35,16,22,3,69,116,4,196,21,3,9,0,35,65,3,96,9,0,0,0,13,16,0,28,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,11,63,16,36,10,119,203,13,334,7,0,0,0,11,17,0,30,10,0,0,4,19,18,0,32,0,0,0,0,0,0,0,0,6,4,3,0,9,11,0,20,21,7,5,4,33,44,0,80,10,0,0,0,16,27,6,45,1250,682,463,43,2433,1581,132,4144
