POA_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA2425,292,4,0,3,0,298,287,0,0,0,0,287,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,34,6,0,0,0,0,6,0,0,0,0,0,0,87,0,0,4,0,92,19,0,0,0,0,19,22,0,0,0,0,22,700,3,0,3,0,717
POA2426,138,0,0,4,0,139,107,0,0,0,0,103,22,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,41,0,0,0,0,47,9,0,0,0,0,7,10,0,0,0,0,10,300,0,6,5,0,306
POA2427,890,71,18,84,0,1057,222,11,0,4,0,235,148,34,45,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,30,8,6,0,0,41,5,0,0,10,0,14,0,0,0,0,0,5,188,40,53,11,0,296,13,0,0,0,0,18,22,0,0,4,0,27,1327,120,74,105,3,1629
POA2428,3998,868,493,149,7,5524,1901,187,146,7,3,2245,780,299,608,26,8,1719,28,82,72,0,0,179,43,65,69,0,0,177,325,100,100,10,6,546,34,13,19,20,0,83,4,5,7,0,0,22,1213,569,877,56,13,2733,114,39,172,4,5,338,151,40,55,5,3,251,7378,1702,1742,228,41,11086
POA2429,1799,25,13,12,6,1852,1112,12,3,0,0,1126,282,44,32,4,0,364,34,3,0,0,0,37,20,0,0,0,0,27,173,6,0,0,0,178,18,0,0,6,0,23,4,0,0,0,0,0,535,52,42,7,0,635,71,0,3,0,4,76,85,9,0,0,0,94,3600,94,61,17,10,3789
POA2430,5669,389,100,109,6,6277,3541,110,33,9,3,3687,1569,401,378,16,8,2369,209,54,78,0,0,344,100,74,85,0,0,260,562,70,51,3,3,694,53,25,13,22,0,116,19,20,3,0,0,40,2514,648,609,39,12,3829,242,56,15,8,0,318,259,39,24,66,25,419,12220,1250,777,233,55,14527
POA2431,1172,43,82,8,0,1307,451,7,32,0,0,496,230,37,135,0,0,407,7,0,0,0,0,10,6,12,3,0,0,21,75,9,13,0,0,100,11,0,0,0,3,18,4,0,0,0,0,3,337,56,154,8,3,555,13,0,0,3,0,16,35,3,6,0,0,44,2006,116,272,19,5,2421
POA2439,814,6,0,0,0,826,425,5,0,0,0,432,106,0,0,0,0,106,0,0,0,0,0,4,5,0,0,0,0,5,53,0,0,0,0,57,13,0,0,0,0,14,4,0,0,0,0,4,180,4,0,0,0,188,21,0,0,0,0,24,92,7,0,0,0,95,1534,22,3,0,4,1566
POA2440,3358,19,51,26,9,3466,2288,25,17,10,7,2347,747,87,170,6,0,1013,138,14,30,0,0,177,144,12,51,0,3,211,432,16,34,0,5,489,63,0,9,27,0,101,19,0,0,0,0,21,1539,124,293,40,10,2010,120,0,4,20,0,148,168,4,8,16,7,200,7479,175,368,112,32,8170
POA2441,732,0,0,10,0,741,509,0,0,0,3,517,123,0,9,0,0,129,3,0,0,0,0,3,0,0,0,0,0,0,98,0,0,0,0,104,12,0,0,4,0,17,0,0,0,0,0,0,241,0,11,3,0,262,37,0,0,0,0,40,37,0,0,0,0,39,1554,0,21,8,8,1595
POA2443,1708,211,67,88,7,2081,670,42,13,5,0,728,297,103,80,16,0,500,0,4,27,0,0,33,5,5,19,0,0,29,105,25,13,4,3,147,17,6,0,20,5,45,0,5,0,0,0,9,427,150,139,42,9,765,48,44,0,6,0,104,75,113,10,79,7,276,2923,566,224,214,27,3949
POA2444,6178,1135,700,60,8,8085,4560,488,277,7,10,5331,2028,1025,1274,19,6,4364,113,117,122,0,0,357,138,199,165,0,0,506,602,195,190,15,4,1005,66,39,27,24,6,167,11,19,15,0,0,40,2953,1606,1795,62,20,6433,201,292,172,4,3,665,186,94,74,10,9,375,14082,3618,3012,135,52,20893
POA2445,1434,33,14,0,0,1485,802,17,0,0,0,824,283,41,35,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,96,4,5,0,0,111,13,0,0,0,0,17,0,0,0,0,0,3,392,49,42,0,3,489,36,0,7,0,0,42,37,4,0,0,0,40,2705,109,60,3,6,2883
POA2446,2196,74,3,3,8,2282,1755,47,4,3,0,1806,498,125,30,6,0,664,67,9,0,0,0,70,77,27,0,0,0,105,248,21,3,4,0,279,26,0,0,0,0,31,9,0,0,0,0,7,918,186,32,13,0,1157,65,29,0,0,3,92,76,11,3,0,0,88,5009,335,47,22,13,5426
POA2447,1411,24,16,48,3,1507,814,13,5,6,0,838,219,23,21,9,0,271,23,5,0,0,0,26,44,9,0,0,0,43,159,3,7,0,0,166,9,4,0,7,0,12,3,0,0,0,0,3,452,42,26,13,0,531,50,0,4,0,0,58,42,9,3,6,0,66,2774,90,48,77,11,2998
POA2448,1693,107,80,47,29,1959,782,39,22,3,0,845,347,135,176,6,0,671,64,14,5,0,0,78,84,51,13,0,0,152,143,26,23,4,0,194,45,7,4,6,3,68,0,3,7,0,0,13,682,240,228,16,11,1177,33,17,4,5,5,69,70,16,3,4,0,92,3266,421,334,80,45,4144
POA2449,362,10,0,4,0,382,220,3,0,0,0,230,45,5,5,0,0,50,11,4,0,0,0,18,19,0,0,0,0,18,55,0,0,0,0,63,5,0,0,0,0,10,0,0,0,0,0,0,142,8,6,0,0,160,17,0,0,0,0,22,27,0,0,0,0,25,776,13,11,10,0,815
POA2450,5224,540,489,216,27,6497,4538,380,255,19,9,5199,1488,742,1039,3,15,3297,175,151,174,3,0,508,90,86,89,0,0,266,712,156,193,18,8,1093,82,24,18,59,6,196,18,12,12,0,0,44,2572,1175,1530,91,33,5402,195,26,41,12,5,280,170,39,62,14,9,298,12706,2164,2372,352,84,17675
POA2452,1696,258,117,43,4,2113,1595,149,60,0,0,1801,580,222,274,9,0,1085,173,61,18,0,0,247,84,31,18,0,0,141,209,73,50,0,0,335,16,3,8,11,5,34,12,3,0,0,0,17,1072,388,366,22,5,1856,48,134,32,0,0,212,44,37,15,0,0,99,4452,967,591,62,4,6085
POA2453,640,7,3,7,0,655,241,5,0,0,0,244,76,7,9,5,0,92,5,0,0,0,0,9,0,0,0,0,0,0,86,0,4,4,0,94,21,0,0,0,0,17,0,0,0,0,0,0,186,13,9,10,0,219,42,0,0,0,0,40,23,0,0,4,0,27,1132,22,10,22,0,1187
POA2454,1255,32,4,32,11,1330,868,19,5,0,3,893,248,26,0,0,0,272,16,0,0,0,0,19,13,6,0,0,0,18,226,16,5,4,0,248,16,3,0,10,0,26,0,0,0,0,0,0,524,50,4,12,8,600,58,3,0,0,0,63,34,0,0,0,0,38,2740,97,17,43,16,2914
POA2455,557,23,32,20,0,648,269,15,5,4,0,289,124,20,62,0,0,206,30,10,19,0,0,53,4,3,0,0,0,6,60,0,14,0,5,82,5,0,0,4,0,16,0,0,0,0,0,0,231,39,91,5,4,363,13,0,0,0,0,15,11,5,0,8,0,24,1085,77,135,36,10,1341
POA2456,2438,92,8,48,14,2600,1883,39,8,8,0,1946,678,150,39,0,7,870,18,5,7,0,0,27,24,18,9,0,0,55,361,42,23,7,9,445,87,10,0,22,7,120,12,0,0,0,0,13,1175,227,87,32,17,1531,72,12,6,0,0,91,101,8,6,10,6,131,5672,378,112,102,33,6304
POA2460,4416,107,110,96,16,4734,3401,47,20,48,0,3520,1007,208,311,10,3,1538,179,44,33,0,0,253,39,71,22,0,0,134,654,66,73,12,6,804,64,19,21,32,3,134,24,12,4,0,0,36,1961,408,466,54,12,2906,138,7,21,5,7,177,178,20,17,9,9,226,10088,595,631,206,44,11563
POA2462,483,4,0,54,4,544,236,0,0,3,0,238,73,4,8,0,0,81,0,0,0,0,0,0,0,12,0,0,0,12,86,0,13,3,0,95,10,0,0,3,0,17,0,0,0,0,0,0,166,19,18,8,0,206,15,0,0,0,0,16,19,0,0,0,0,21,916,19,20,66,5,1030
POA2463,1499,34,10,37,4,1581,876,22,8,7,3,909,275,36,21,3,0,335,16,4,0,0,0,18,39,8,0,0,0,46,138,3,12,6,0,161,16,0,0,23,0,36,4,0,0,0,0,5,481,50,37,31,4,601,49,0,0,4,4,56,54,6,4,4,0,66,2958,112,57,78,12,3215
POA2464,1314,155,39,23,5,1542,507,64,17,7,3,599,296,154,82,10,9,548,9,11,0,0,0,17,8,21,0,0,0,32,99,50,16,0,0,170,24,0,0,4,0,25,0,6,0,0,0,6,431,245,102,11,6,798,25,9,4,3,6,39,41,16,6,3,0,63,2327,487,166,46,16,3042
POA2465,58,0,0,0,0,56,36,0,0,0,0,36,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,135
POA2466,359,34,3,62,0,455,87,17,0,0,0,108,89,51,12,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,51,18,8,0,0,78,4,3,0,4,0,13,0,0,0,0,0,0,149,69,22,11,0,256,8,0,0,5,0,14,15,6,0,0,0,23,613,126,37,73,4,854
POA2469,853,0,4,53,11,918,373,0,4,0,0,387,72,0,0,0,0,70,6,0,0,0,0,6,17,0,0,0,0,17,114,0,0,5,3,120,19,0,0,20,0,41,3,0,0,0,0,9,233,0,0,29,4,261,70,0,0,0,0,78,47,0,0,3,0,49,1571,5,9,94,20,1696
POA2470,2105,68,41,29,6,2247,1755,17,9,9,4,1794,563,148,114,5,0,831,148,12,13,0,0,175,20,23,16,0,0,55,284,28,20,4,3,342,43,8,4,19,0,80,3,8,3,0,0,13,1072,225,168,29,0,1491,66,26,0,0,0,102,114,12,8,3,0,139,5110,348,229,74,13,5773
POA2471,368,6,0,3,8,383,330,8,0,4,0,338,57,0,0,0,0,66,4,0,0,0,0,4,3,0,0,0,0,3,55,0,0,0,0,59,6,0,0,0,0,6,0,0,0,0,0,0,133,3,0,0,0,141,12,5,0,0,0,17,26,0,0,0,0,23,871,18,4,11,8,907
POA2472,243,4,0,29,10,284,259,0,0,5,3,268,50,9,0,0,0,58,0,0,0,0,0,0,0,3,0,0,0,7,44,3,0,0,5,54,10,0,0,27,0,34,3,0,0,0,0,4,109,12,0,26,0,154,12,0,0,3,0,18,16,0,0,4,0,17,637,22,0,63,11,740
POA2473,436,125,19,41,3,619,184,53,10,0,0,244,96,158,47,0,0,304,6,10,0,0,0,17,9,18,0,0,0,26,55,37,7,0,0,102,9,3,7,4,0,20,0,7,0,0,0,7,175,228,60,5,5,474,17,10,0,0,0,25,17,7,9,0,0,26,828,428,90,50,4,1390
POA2474,1230,3,21,16,8,1278,660,0,0,0,0,664,210,7,39,4,0,259,27,0,3,0,0,32,3,0,0,0,0,3,188,0,18,5,0,211,17,0,0,0,0,15,0,0,0,0,0,3,445,8,57,12,0,521,83,0,6,5,0,90,48,0,6,0,4,54,2467,10,87,32,7,2611
POA2475,86,0,0,0,0,87,28,0,0,3,0,34,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,19,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,40,3,0,0,0,0,3,10,0,0,0,0,10,161,0,0,3,0,166
POA2476,155,0,0,11,0,168,76,0,0,0,0,79,16,0,0,0,0,16,0,0,3,0,0,6,9,0,0,0,0,9,37,0,0,0,0,32,8,0,0,0,0,8,0,0,0,0,0,0,61,0,3,0,0,67,21,0,0,3,0,16,17,0,0,0,0,17,327,4,3,17,0,345
POA2477,1877,224,29,25,0,2150,1342,103,19,0,0,1466,452,178,75,3,0,701,36,18,0,0,0,51,22,7,0,0,0,32,228,53,13,7,4,303,24,7,0,10,0,38,6,0,0,0,0,10,760,262,91,19,0,1132,78,64,0,5,0,148,68,18,0,5,0,92,4123,665,143,55,5,4988
POA2478,3882,951,167,184,14,5191,2644,571,124,8,0,3347,922,859,276,20,4,2070,169,258,48,0,0,477,32,63,15,0,0,109,416,254,75,17,0,763,66,12,6,71,24,184,15,8,0,0,0,27,1621,1451,421,106,34,3635,273,77,52,11,0,410,122,60,11,36,5,234,8537,3108,774,336,61,12824
POA2479,738,10,8,0,5,760,609,10,0,5,0,626,195,8,5,0,0,209,5,0,0,0,0,5,3,0,0,0,0,3,203,0,10,6,0,228,11,0,0,0,0,17,4,0,0,0,0,9,425,10,12,9,0,462,51,0,0,0,0,56,26,0,0,0,0,22,1847,28,23,15,5,1923
POA2480,6117,323,125,108,22,6701,5328,201,91,7,6,5629,1388,598,371,6,10,2382,235,146,53,0,0,429,63,136,40,3,0,242,1171,143,90,23,7,1439,84,14,16,94,0,214,22,18,4,3,0,46,2959,1053,583,131,17,4752,259,88,5,8,3,369,217,34,15,8,0,275,14877,1706,816,273,55,17725
POA2481,1339,242,62,70,11,1730,923,214,53,5,5,1197,372,293,80,5,12,766,21,13,16,0,0,53,36,29,22,0,0,86,401,144,53,33,12,647,61,7,8,54,6,134,5,3,3,0,0,11,903,499,189,92,25,1703,66,23,5,8,6,101,54,24,7,11,4,99,3282,1003,320,180,48,4831
POA2482,950,22,18,14,3,1002,645,18,9,5,0,679,197,14,16,0,0,237,15,0,0,0,0,13,14,3,10,0,0,24,301,14,30,8,5,361,13,0,0,5,0,22,6,0,0,0,0,6,540,33,61,19,8,661,53,0,0,9,0,58,32,0,0,0,0,33,2229,66,96,34,17,2439
POA2483,1426,69,55,72,3,1623,1231,66,46,7,4,1344,386,87,122,17,0,611,5,0,12,0,0,19,8,0,19,0,0,31,392,34,68,17,3,512,16,0,0,10,0,39,7,0,3,0,0,13,815,131,224,40,8,1221,63,7,11,0,3,83,73,3,7,0,0,86,3603,273,343,121,14,4356
POA2484,2756,37,127,29,9,2962,2254,24,20,9,4,2312,531,81,170,9,4,792,68,37,21,0,0,127,21,15,5,0,0,47,454,25,76,14,4,577,53,0,15,9,3,80,12,0,3,0,0,11,1131,163,291,28,12,1622,147,0,60,6,4,228,100,6,19,4,4,128,6393,237,515,79,35,7250
POA2485,1199,630,898,7,10,2752,825,398,349,0,3,1570,185,399,690,0,0,1272,38,83,73,0,0,195,6,29,12,0,0,48,143,159,196,0,3,505,49,62,51,3,6,164,4,7,6,0,0,16,422,734,1023,3,8,2200,39,37,60,3,0,141,46,30,57,0,5,135,2531,1835,2389,20,26,6799
POA2486,3745,1526,192,76,4,5545,3261,675,131,3,3,4074,703,451,199,3,0,1357,75,185,77,0,0,340,25,68,31,0,0,122,348,223,52,3,4,627,66,88,10,11,0,175,9,13,0,0,0,19,1216,1024,376,16,5,2638,107,139,66,0,3,316,145,82,16,0,0,240,8474,3440,784,95,18,12816
POA2487,1633,246,272,340,7,2500,1271,198,119,12,0,1609,348,237,317,0,0,899,46,17,26,0,0,91,8,6,0,0,0,14,175,75,51,8,4,313,39,10,11,59,3,119,3,3,0,0,0,8,628,339,409,66,9,1445,53,5,8,8,0,78,42,14,13,8,0,84,3623,812,819,437,23,5711
POA2488,287,79,25,0,0,384,324,97,27,0,0,445,113,62,34,0,0,216,10,29,11,0,0,42,7,0,0,0,0,6,62,44,20,0,0,121,3,8,0,0,0,13,0,0,0,0,0,0,195,135,68,4,4,405,5,4,0,0,0,10,10,6,0,0,0,12,817,321,122,0,0,1261
POA2489,907,134,36,55,0,1131,841,117,30,0,0,990,230,145,66,0,0,441,0,18,0,0,0,18,0,3,0,0,0,3,77,40,14,3,0,140,10,5,4,6,0,28,0,0,0,0,0,0,316,212,86,11,0,633,15,3,47,0,0,74,21,4,5,0,0,25,2098,469,207,72,4,2850
POA2490,81,0,0,0,0,81,109,0,0,0,0,109,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,34,0,0,0,0,34,5,0,0,0,0,7,3,0,0,0,0,0,234,0,0,0,0,236
POA2500,2603,425,1797,16,6,4846,2047,418,1438,42,5,3955,1007,684,4420,63,11,6180,133,130,664,0,0,931,12,19,71,3,7,114,336,141,576,5,20,1078,31,8,74,0,8,129,11,0,24,0,0,35,1536,981,5832,80,49,8470,78,47,226,0,0,347,82,19,107,0,12,225,6346,1891,9398,134,61,17838
POA2502,1599,38,80,3,0,1716,965,62,52,0,0,1080,584,67,288,6,4,950,123,191,78,0,0,398,5,7,4,0,0,17,168,17,59,0,0,249,31,0,12,0,0,43,8,4,3,0,0,12,916,297,451,6,4,1666,54,6,19,0,0,84,57,13,23,0,0,88,3595,409,618,14,5,4637
POA2505,705,20,31,4,0,757,469,24,23,0,0,519,239,55,141,3,4,430,9,17,86,0,0,117,6,8,0,0,0,18,65,10,22,0,0,98,9,0,3,0,0,12,0,0,0,0,0,0,329,88,252,0,0,675,17,0,0,0,0,25,17,4,7,0,0,29,1540,133,316,10,5,2008
POA2506,873,11,17,0,0,904,752,18,18,0,0,782,318,17,27,0,0,358,437,21,123,0,0,584,13,0,15,0,0,31,78,5,10,0,0,86,13,0,7,0,0,16,5,0,4,0,0,10,858,45,182,0,0,1085,28,0,17,0,0,44,44,0,4,0,0,53,2553,79,243,0,0,2875
POA2508,913,27,81,0,3,1016,1342,34,133,0,4,1511,186,15,81,11,7,297,30,0,0,0,0,30,0,0,0,0,0,0,82,12,26,3,5,125,10,0,0,0,0,12,0,0,0,0,0,0,308,23,111,14,9,464,26,12,6,0,0,54,18,0,5,0,0,25,2610,96,327,16,16,3066
POA2515,1502,137,97,3,0,1736,1369,95,68,3,0,1540,282,121,126,7,0,539,0,28,0,0,0,28,0,0,3,0,0,4,145,15,25,5,4,195,5,0,0,0,0,4,0,3,0,0,0,8,432,168,153,13,6,777,33,7,13,0,0,54,24,13,6,0,0,48,3367,417,337,17,13,4146
POA2516,744,26,42,9,0,823,897,54,50,0,0,1001,132,45,54,0,0,231,56,65,56,0,0,181,0,10,0,0,0,12,36,14,16,0,0,64,0,0,0,0,0,4,0,0,0,0,0,0,229,129,135,0,0,498,9,6,3,0,0,23,19,0,0,0,0,18,1892,216,231,12,0,2354
POA2517,1442,234,251,0,0,1923,1436,266,187,10,0,1897,215,213,231,18,0,674,153,119,115,0,0,384,13,10,9,0,0,33,84,29,50,3,0,158,3,3,3,0,0,11,0,0,4,0,0,3,465,370,409,18,0,1272,20,4,51,0,0,71,25,7,16,0,0,54,3388,879,916,26,4,5213
POA2518,1886,426,174,19,0,2507,1632,382,209,3,5,2245,473,613,390,14,3,1500,325,511,90,0,0,928,20,81,49,0,0,151,180,110,54,7,0,347,11,7,3,8,0,25,5,8,3,0,0,20,1013,1336,590,28,8,2971,50,82,66,4,0,201,59,33,15,0,0,110,4653,2255,1059,58,9,8036
POA2519,2111,330,147,3,4,2591,1488,231,100,4,0,1825,480,319,386,22,4,1213,151,260,43,0,0,454,11,41,4,0,0,55,155,56,55,10,0,276,22,0,0,0,0,22,0,5,0,0,0,8,828,676,493,30,4,2031,42,7,13,0,0,63,47,20,13,0,0,81,4518,1261,763,38,6,6592
POA2525,1516,95,24,111,0,1747,1574,78,38,5,0,1695,288,128,91,7,0,508,13,33,0,0,0,56,9,14,0,0,0,19,89,25,15,10,0,144,3,7,0,13,0,23,0,0,0,0,0,3,400,204,108,32,5,748,24,35,4,5,0,63,26,7,6,8,0,42,3535,417,181,154,6,4290
POA2526,1931,44,50,0,0,2026,2146,98,15,5,0,2267,491,125,26,6,7,645,350,57,79,0,0,500,13,7,23,0,0,45,128,20,3,0,0,149,10,3,0,0,0,18,7,0,0,0,0,7,1001,208,137,8,7,1358,37,6,55,0,0,101,51,9,13,0,0,81,5169,372,271,17,5,5834
POA2527,2351,338,4,0,0,2693,3899,379,15,0,4,4295,801,330,29,0,4,1172,154,106,0,0,0,259,17,10,0,0,0,32,271,72,5,0,4,350,21,4,0,0,0,25,6,0,0,0,0,10,1272,524,32,8,11,1847,38,45,0,0,4,90,74,23,0,0,0,96,7636,1305,60,5,15,9018
POA2528,2992,221,81,279,8,3577,2122,132,89,4,0,2351,899,298,363,9,3,1567,811,119,118,3,0,1047,35,28,17,0,0,73,270,60,71,9,0,412,39,10,7,39,0,94,7,4,5,0,0,20,2065,507,580,60,5,3214,64,36,8,9,0,117,131,17,21,18,5,190,7372,914,783,364,14,9443
POA2529,3156,435,111,3,5,3711,3203,438,78,0,4,3728,1059,599,143,10,4,1813,97,155,41,0,0,294,19,30,28,0,0,75,222,92,24,5,0,340,15,8,0,3,0,27,9,0,4,0,0,5,1416,877,244,12,4,2558,84,43,60,0,0,189,68,32,9,0,0,107,7930,1826,501,20,13,10287
POA2530,4024,328,22,4,7,4375,4887,281,32,6,0,5206,1162,319,108,0,0,1590,350,165,21,0,0,539,21,20,8,0,0,46,411,40,18,0,4,470,42,6,6,0,0,58,15,8,0,0,0,24,1999,566,156,0,3,2726,78,76,7,0,0,163,101,30,9,0,0,135,11085,1279,223,3,15,12603
POA2533,2435,377,236,15,4,3070,1687,233,60,0,0,1984,360,230,174,4,3,780,23,14,7,0,0,41,13,3,4,0,0,22,163,44,46,8,0,256,12,4,5,6,0,22,3,0,0,0,0,9,575,298,234,14,4,1126,57,38,121,0,0,211,40,10,21,0,4,72,4786,964,670,37,13,6464
POA2534,871,72,25,12,6,985,567,45,10,4,0,616,151,77,35,0,0,265,0,13,7,0,0,21,5,15,3,0,0,19,75,4,3,0,0,82,4,0,6,0,0,8,0,0,0,0,0,4,235,114,46,0,3,398,23,39,8,0,0,67,19,8,0,0,0,30,1720,270,87,18,4,2099
POA2535,1437,166,4,163,49,1817,750,31,10,3,0,801,177,86,3,7,0,270,3,14,0,0,0,18,5,0,0,0,0,6,105,19,4,3,0,133,16,3,0,22,0,43,0,0,0,0,0,3,306,122,3,33,0,464,106,51,4,5,3,161,35,6,3,11,3,61,2636,375,27,216,55,3305
POA2536,3086,256,182,63,11,3600,1709,83,58,0,0,1855,700,211,291,7,0,1221,93,46,55,0,0,191,47,21,21,0,0,88,346,41,67,0,0,461,39,3,11,31,0,86,13,4,0,0,0,18,1238,335,449,41,4,2067,88,52,26,3,7,171,96,20,10,4,4,134,6216,747,726,115,29,7833
POA2537,2498,114,13,70,4,2694,1312,40,8,3,0,1359,332,70,30,11,0,451,39,33,0,0,0,71,13,18,0,0,0,30,322,32,8,7,5,375,27,3,0,23,3,59,9,4,0,0,0,12,741,164,42,37,8,993,84,75,0,0,0,160,86,14,0,8,0,116,4716,406,60,119,20,5322
POA2538,467,8,4,18,0,495,268,0,0,0,0,266,51,8,0,0,0,61,0,5,0,0,0,5,4,0,0,0,0,5,39,4,0,0,0,45,5,0,0,0,0,3,0,0,0,0,0,0,92,17,3,6,0,116,20,0,6,0,0,26,12,0,0,0,0,15,856,30,20,16,5,925
POA2539,3967,173,30,243,19,4427,1959,47,20,7,7,2034,714,151,47,4,0,915,50,41,14,0,0,101,67,57,19,0,0,148,394,35,15,5,3,450,39,0,4,22,7,75,4,3,0,0,0,11,1275,292,96,30,9,1701,92,9,3,14,0,117,105,9,0,16,0,135,7398,527,143,312,33,8411
POA2540,7812,399,87,173,23,8495,5076,92,38,13,6,5226,2172,265,122,10,4,2569,63,17,11,0,6,94,114,26,6,0,0,145,799,55,26,16,3,894,267,18,6,43,18,350,16,3,0,0,4,20,3430,384,165,71,27,4074,226,269,12,5,20,534,250,27,8,10,65,359,16797,1170,315,270,141,18694
POA2541,3203,199,55,9,0,3471,2873,140,24,0,0,3042,1458,545,157,4,0,2169,416,142,22,0,0,583,275,167,52,0,3,492,422,61,28,0,0,508,153,16,6,0,0,177,16,14,3,0,0,33,2738,939,264,6,9,3962,77,31,12,0,0,125,136,39,7,0,4,183,9038,1348,364,21,14,10785
POA2545,227,0,0,4,0,235,115,0,0,0,0,115,15,0,0,0,0,15,10,0,0,0,0,10,4,0,0,0,0,4,23,0,0,4,0,25,7,0,0,0,0,7,0,0,0,0,0,0,54,0,0,4,0,61,22,0,0,0,0,22,3,0,0,0,0,3,425,0,0,11,0,433
POA2546,2069,146,69,113,6,2409,813,18,15,3,0,854,243,52,114,0,0,417,42,30,4,15,0,85,33,13,0,0,0,45,200,33,22,9,5,260,21,3,0,8,3,31,3,3,0,0,0,10,545,129,142,30,4,850,67,6,0,6,3,81,66,0,9,4,0,80,3558,303,240,151,20,4270
POA2548,1378,247,119,3,10,1762,703,91,78,0,11,874,222,117,205,0,4,550,8,22,4,0,0,33,13,11,4,0,0,29,110,48,48,0,3,214,23,0,0,0,0,23,3,0,0,0,0,5,379,194,263,4,10,857,57,27,9,0,0,95,28,3,10,0,6,49,2542,568,487,13,35,3642
POA2549,738,61,11,7,0,818,471,20,0,0,0,490,62,44,10,0,0,117,8,0,0,0,0,8,4,0,0,0,0,6,69,5,0,0,0,82,7,3,0,0,0,16,0,0,0,0,0,0,149,49,13,3,0,218,27,0,4,0,0,35,14,3,0,0,0,14,1404,127,27,12,3,1574
POA2550,3026,78,4,53,6,3165,1894,31,0,13,0,1944,469,90,49,3,0,611,85,37,10,0,0,130,18,25,0,0,0,43,381,31,11,6,0,432,46,3,0,3,0,63,8,3,0,0,0,18,1008,190,75,16,5,1295,130,22,3,13,0,163,118,11,0,0,3,130,6171,334,85,91,15,6700
