POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA2170,252,352,225,224,356,118,158,116,36,1829,478,468,371,714,694,287,223,153,59,3435,609,350,2146,938,889,405,759,585,115,6802,31,25,47,77,134,57,53,49,9,490,84,72,76,142,226,72,112,112,10,899,42,71,39,36,70,25,29,30,3,350,67,120,73,92,137,53,98,95,139,866,3202,7848,3637,3327,4181,1618,1903,1519,582,27805
POA2171,122,152,91,98,171,51,55,43,10,785,208,219,132,278,307,86,84,63,20,1383,312,149,913,287,435,164,275,178,34,2742,14,8,19,20,53,25,20,16,5,185,36,29,35,57,119,43,44,25,10,404,20,19,22,15,25,10,15,10,0,132,32,47,22,26,59,18,25,28,34,284,1547,3120,1438,1051,1811,579,631,458,186,10823
POA2172,26,25,19,9,17,0,3,3,0,101,29,16,10,28,20,8,0,3,0,123,49,23,94,24,30,17,15,12,3,266,0,0,0,0,4,0,0,3,0,10,9,3,0,0,16,9,0,0,0,37,0,8,0,0,0,0,0,0,0,12,0,5,9,4,3,0,0,0,0,19,254,392,153,111,169,50,28,22,11,1193
POA2173,60,77,42,55,68,13,17,7,4,338,114,95,62,151,133,52,25,20,7,659,155,87,512,240,202,53,99,76,18,1442,17,6,8,16,36,4,3,4,5,99,18,9,23,19,32,15,11,15,0,139,4,10,3,3,11,0,6,0,0,36,12,25,11,19,24,13,3,0,17,119,784,1742,763,704,890,220,212,172,96,5589
POA2174,20,34,30,22,49,12,19,17,6,215,84,66,36,90,75,42,25,21,3,434,63,42,175,86,85,38,56,40,9,597,12,0,4,11,15,4,5,7,0,44,3,4,6,7,10,8,14,13,4,74,7,15,4,3,7,0,3,4,0,42,13,11,7,12,11,6,7,5,13,90,578,1549,394,454,625,223,198,166,72,4266
POA2175,3,3,0,0,12,3,0,0,0,29,13,9,11,11,6,0,0,0,0,48,28,5,64,8,30,8,15,12,0,164,0,0,0,0,8,6,0,0,0,14,5,0,0,3,13,0,0,0,0,25,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,3,11,80,96,84,33,86,14,19,19,12,443
POA2176,97,121,77,82,146,45,43,43,8,660,159,180,128,237,305,96,67,63,26,1267,256,138,890,335,374,164,265,228,50,2704,20,14,19,17,58,27,25,23,3,206,51,33,35,63,120,46,34,37,6,428,17,28,9,9,18,10,7,8,0,114,28,45,29,25,57,31,36,34,38,320,1220,3035,1435,1054,1688,624,581,524,184,10341
POA2177,30,37,28,28,36,18,23,24,0,225,58,42,42,83,103,39,45,29,9,454,70,40,285,116,124,42,93,61,13,836,3,5,5,16,16,9,16,11,0,82,12,10,12,16,21,10,19,17,0,115,3,3,4,8,7,0,3,4,0,32,7,14,15,15,13,3,12,10,20,112,330,886,456,365,521,181,256,210,68,3262
POA2178,20,9,8,6,18,0,6,0,0,64,27,9,6,19,25,5,8,5,0,120,86,14,160,23,44,23,43,39,8,440,0,0,0,6,10,0,0,0,0,14,4,0,3,0,17,9,0,4,0,43,0,4,4,0,3,0,0,0,0,14,3,3,0,0,7,0,0,3,4,29,209,249,199,85,182,54,58,54,19,1109
POA2179,33,37,22,40,50,12,25,13,0,236,74,108,64,105,114,57,49,30,11,606,124,62,427,100,152,78,114,72,21,1145,0,3,6,8,22,11,5,4,0,67,17,8,4,27,35,12,21,20,4,147,11,11,4,4,11,6,4,4,3,48,10,14,10,15,11,10,15,17,17,114,654,1659,652,504,777,307,304,211,99,5168
POA2190,58,53,29,54,75,26,21,15,8,341,83,63,66,106,133,59,33,22,12,588,128,49,389,118,141,51,93,97,20,1080,13,4,3,6,32,8,3,7,0,78,25,8,12,25,49,11,11,19,4,171,10,15,4,14,21,6,12,7,0,79,13,18,13,13,30,7,3,17,31,146,742,1676,650,548,874,308,276,250,134,5463
POA2191,23,19,12,18,35,15,5,5,3,138,28,22,27,30,51,27,9,17,0,216,36,12,127,54,50,22,25,23,3,361,7,3,3,0,9,3,0,0,0,30,3,3,3,10,25,12,0,11,0,73,7,6,0,0,7,0,0,0,4,30,8,3,0,4,8,3,0,0,4,36,286,554,239,181,300,118,53,64,24,1816
POA2192,30,23,22,33,34,16,14,13,3,190,43,53,39,80,59,42,28,29,5,390,65,33,226,129,95,33,53,42,12,703,3,3,6,9,18,5,0,11,0,66,14,9,14,26,53,15,9,10,4,141,4,11,11,12,11,7,4,5,0,68,8,15,17,7,10,0,9,12,21,108,415,1048,446,479,523,231,201,172,84,3598
POA2193,81,92,43,55,65,31,27,21,0,417,106,105,58,100,115,42,23,39,10,592,98,71,300,107,149,62,44,74,16,919,8,6,9,12,16,10,9,8,0,74,25,14,20,25,45,15,14,8,3,166,4,20,4,7,12,6,8,4,0,67,14,23,9,11,16,7,7,14,18,120,1082,2650,627,575,933,362,190,292,116,6829
POA2194,48,62,59,60,70,53,43,45,7,454,73,77,127,188,119,95,45,109,8,842,77,52,258,175,93,71,70,95,20,917,5,6,11,9,22,18,10,4,5,90,22,7,13,27,31,21,15,19,0,157,8,11,12,20,16,7,6,13,0,84,16,22,21,18,17,23,3,29,46,189,695,1948,780,1038,854,577,382,653,155,7092
POA2195,22,38,42,63,36,32,47,25,0,309,35,53,58,147,67,51,62,44,20,539,33,48,193,125,64,50,86,61,16,677,3,5,3,18,8,9,0,12,3,61,7,12,8,21,24,18,15,12,0,123,8,23,6,9,7,10,16,11,3,91,13,17,16,22,13,15,22,18,38,172,433,1353,589,825,616,607,582,442,146,5592
POA2196,68,91,50,68,100,44,40,27,8,502,107,102,104,186,159,83,72,61,14,881,157,85,531,204,196,110,124,120,36,1567,10,4,10,20,22,19,11,14,0,106,22,20,16,45,64,28,33,32,4,257,7,18,3,11,13,5,11,10,0,91,18,27,20,37,39,24,23,15,40,244,866,2049,887,870,1127,549,504,402,180,7428
POA2197,16,32,9,14,25,8,4,7,0,133,38,39,16,44,49,19,13,21,4,243,53,25,156,54,54,32,51,43,7,479,4,0,0,4,3,4,0,0,0,25,4,4,11,10,19,10,10,7,0,77,5,8,3,0,3,4,3,0,0,31,5,8,5,10,9,0,6,3,17,62,243,539,239,202,257,120,100,94,40,1830
POA2198,33,31,14,9,32,6,0,3,0,127,53,45,30,45,70,19,9,9,8,292,59,23,224,61,67,31,36,49,7,560,5,0,3,0,11,0,0,5,0,33,12,16,0,14,30,14,5,3,0,93,4,9,5,3,8,0,3,3,0,32,8,10,4,13,12,3,8,3,18,73,331,625,327,220,343,107,73,83,55,2159
POA2199,37,46,31,30,51,12,13,16,4,243,55,54,47,110,89,35,32,30,5,454,78,49,270,124,115,53,67,88,24,865,6,5,12,13,22,5,8,11,0,83,3,7,18,18,35,13,15,13,7,123,5,12,7,7,10,6,3,9,0,53,9,12,3,16,18,6,6,10,21,115,434,1190,497,439,608,237,216,249,83,3951
POA2200,80,77,80,78,109,49,41,37,15,566,146,154,148,283,207,98,78,101,16,1228,140,78,532,283,202,108,146,190,35,1707,15,9,14,24,36,20,23,21,3,160,25,14,27,48,75,27,29,35,6,294,9,22,20,13,34,10,10,13,7,132,28,34,25,33,40,24,34,31,55,304,1031,3077,1194,1253,1492,664,597,653,251,10209
POA2203,68,103,41,38,41,24,7,13,4,338,91,126,68,70,88,41,8,20,5,515,84,59,247,79,97,41,41,36,4,697,8,5,3,6,17,8,0,3,0,54,25,24,3,9,34,12,4,5,0,121,10,23,8,0,8,0,0,0,0,53,13,10,7,4,13,8,0,9,14,79,1176,2933,551,410,748,297,110,151,75,6458
POA2204,110,172,52,70,83,39,17,21,4,564,147,224,105,126,153,64,35,39,12,894,161,131,489,154,164,78,73,99,30,1367,15,18,10,13,16,12,3,6,6,98,32,39,15,23,48,19,4,21,5,203,14,22,10,14,11,7,0,3,3,81,14,32,16,12,15,8,6,13,26,144,2020,5403,1018,792,1261,488,218,337,181,11716
POA2205,93,73,92,58,85,41,33,43,9,525,133,119,131,144,151,82,45,77,19,896,116,95,375,138,172,55,77,80,20,1121,6,4,11,16,19,9,9,18,0,84,18,18,17,16,45,24,11,22,5,173,19,23,19,21,12,16,10,15,0,131,15,40,26,20,21,16,17,24,36,216,1421,3953,1060,840,1459,669,389,642,220,10654
POA2206,84,109,39,44,93,26,15,8,8,421,142,122,55,89,131,63,11,18,11,642,160,59,437,95,149,70,52,73,23,1125,12,5,7,10,34,11,6,7,0,101,32,23,12,22,75,32,14,8,5,219,16,20,4,4,20,11,5,0,0,76,25,24,8,14,24,9,11,12,25,151,1275,2412,687,433,909,350,152,175,126,6508
POA2207,106,136,60,64,122,44,28,26,14,603,135,144,92,140,200,91,46,55,18,913,173,85,564,179,229,104,123,104,31,1587,19,9,13,14,33,16,9,12,3,130,35,29,24,38,88,30,16,18,3,279,11,15,14,4,12,13,5,14,0,88,16,32,24,9,20,13,12,14,31,173,1343,3068,1005,719,1310,526,357,361,157,8840
POA2208,60,61,20,21,55,27,18,19,6,285,84,70,47,41,84,53,10,12,3,406,96,31,243,77,91,63,56,53,15,735,3,8,0,3,18,13,6,4,0,50,20,15,17,20,37,17,14,10,3,147,3,8,0,6,6,4,0,4,0,29,15,8,7,5,22,5,3,9,19,86,654,1310,435,296,613,264,140,151,68,3936
POA2209,54,63,41,47,58,31,14,21,3,326,81,75,52,77,100,49,16,27,9,486,88,42,262,113,106,54,67,60,14,806,10,5,5,15,26,9,6,3,0,75,18,8,13,29,38,17,6,24,5,160,3,15,5,4,15,5,3,3,0,60,14,22,3,10,15,11,10,11,17,108,672,1639,507,478,738,314,195,225,84,4848
POA2210,108,147,64,74,150,47,39,28,15,667,173,180,95,180,230,93,53,50,17,1055,240,88,686,231,278,126,121,143,35,1946,14,18,16,17,48,17,10,16,0,164,38,22,33,39,83,34,25,19,8,305,12,35,17,16,26,9,8,10,5,123,25,38,21,19,37,14,22,16,26,233,1477,3334,1176,894,1563,596,391,393,176,10001
POA2211,62,76,27,45,79,16,20,23,0,361,86,99,57,83,125,63,17,14,11,555,134,77,414,130,168,64,87,96,21,1195,8,13,7,14,20,13,4,9,0,87,28,15,11,16,38,20,17,16,7,177,4,17,8,8,20,9,0,8,0,72,6,17,10,21,26,3,11,10,19,115,780,1792,653,495,854,307,227,228,98,5437
POA2212,59,57,30,41,64,18,13,15,0,302,97,80,63,101,122,48,25,21,13,568,128,56,374,117,144,65,93,80,30,1082,9,5,4,9,24,12,4,8,0,73,22,12,15,16,49,17,15,12,4,161,3,16,4,3,22,6,0,3,0,57,11,33,9,12,24,9,14,5,20,136,750,1645,599,472,789,281,235,206,100,5081
POA2213,98,92,58,58,104,27,25,10,8,494,157,150,77,139,214,62,20,15,21,857,232,81,614,216,308,84,124,130,38,1822,14,11,4,9,37,13,10,9,5,112,31,14,23,16,83,24,22,21,4,234,10,17,4,10,19,10,9,3,0,79,21,21,11,11,35,12,7,9,18,151,1256,2417,936,669,1254,391,263,268,146,7606
POA2214,13,14,12,6,22,3,0,6,0,80,24,24,9,31,40,12,4,3,3,150,53,23,174,34,52,22,24,25,6,411,0,5,0,3,8,3,0,0,0,34,13,3,3,9,23,5,0,4,0,48,0,3,0,4,5,0,0,0,0,13,8,7,0,0,4,0,0,0,0,21,196,338,210,128,202,65,42,49,16,1243
POA2216,113,89,102,96,102,52,33,70,11,662,136,142,132,221,144,125,44,105,26,1072,144,89,499,222,178,94,133,123,27,1502,6,8,15,21,32,18,10,15,6,128,27,20,24,42,69,32,16,32,4,265,13,26,12,15,19,15,10,18,5,141,22,46,31,24,32,22,22,30,36,271,1264,2908,1170,1163,1284,759,441,776,224,9994
POA2217,93,111,83,75,117,69,31,55,13,660,149,155,110,196,170,100,45,100,19,1038,189,102,518,171,212,75,106,136,25,1536,13,0,11,19,34,28,8,13,0,123,35,15,26,40,76,24,26,24,8,277,17,26,6,10,30,13,6,20,0,133,14,46,32,38,33,24,12,26,33,260,1442,3641,1136,1080,1380,678,382,674,184,10598
POA2218,50,60,42,52,70,29,32,40,4,381,67,87,75,114,107,56,23,63,9,603,79,40,259,131,124,51,57,64,12,828,11,6,3,15,16,6,7,9,0,62,13,4,6,17,33,16,12,12,0,125,3,20,14,9,13,5,5,8,0,80,9,12,13,13,14,10,5,15,19,114,695,1884,619,640,826,434,244,429,118,5878
POA2219,72,75,24,26,82,35,10,11,0,334,95,77,61,69,124,58,14,15,4,509,129,50,370,101,120,63,47,71,9,976,16,8,0,5,18,11,3,5,0,76,26,13,21,14,67,29,4,8,4,191,11,14,0,6,15,5,0,4,0,57,13,35,8,9,26,6,8,9,19,141,856,1427,564,348,675,316,108,148,83,4535
POA2220,82,89,106,112,97,92,38,105,13,738,101,102,161,293,123,136,58,168,16,1160,103,46,309,225,140,78,86,103,11,1114,11,3,10,6,23,19,6,12,3,100,27,17,21,42,65,29,16,19,3,234,14,32,15,19,27,21,8,28,3,164,12,37,30,34,20,24,15,51,66,299,1276,3637,1218,1598,1467,1054,448,1104,255,12062
POA2221,91,86,20,45,98,30,14,12,7,395,116,90,48,72,111,50,19,18,13,537,151,44,304,82,118,73,56,51,14,893,5,3,9,5,32,11,7,9,0,75,32,12,19,11,56,16,10,9,0,175,3,12,3,0,15,7,3,0,0,46,21,36,11,13,22,8,5,3,16,136,1105,2124,536,353,923,349,159,137,111,5801
POA2222,28,52,39,34,60,17,13,20,3,275,51,59,64,91,79,46,23,48,7,453,60,43,230,96,101,46,47,52,3,675,12,4,3,11,11,4,8,13,0,62,15,8,14,15,32,7,4,12,0,111,0,14,7,4,13,0,3,3,0,44,7,13,8,11,16,13,9,6,11,93,551,1578,495,492,681,312,168,298,59,4628
POA2223,76,101,60,66,107,31,11,21,7,478,138,124,69,112,156,62,19,33,15,719,178,73,444,151,189,81,77,83,20,1289,13,5,11,16,36,22,0,5,0,112,29,21,13,33,71,26,13,5,0,218,15,27,5,8,12,5,3,3,7,86,19,28,8,13,18,6,13,10,23,137,1466,3130,802,659,1189,442,196,258,145,8287
POA2224,81,74,21,43,86,32,8,12,9,370,122,89,43,75,104,52,13,17,7,515,182,59,424,80,143,75,56,56,33,1114,8,5,5,7,14,14,4,6,0,53,29,20,15,17,52,19,12,10,3,178,15,23,3,3,14,3,5,0,3,59,22,18,13,13,33,14,10,3,16,122,1015,1449,580,344,705,306,127,133,105,4759
POA2225,33,43,13,20,32,12,6,3,0,163,46,56,18,22,35,13,5,5,0,205,104,33,164,40,63,19,16,24,12,467,4,0,0,6,12,8,0,0,0,34,11,7,3,6,25,7,0,3,0,68,0,5,0,0,3,0,0,0,0,12,7,5,6,3,6,0,3,0,4,38,507,796,234,141,281,99,34,43,30,2173
POA2226,57,80,38,40,71,17,0,11,4,325,100,117,66,82,139,32,6,13,7,555,174,72,397,105,152,69,52,55,9,1094,3,6,6,6,24,8,0,5,0,68,34,16,12,14,51,20,0,9,0,157,9,17,8,3,11,7,0,3,0,44,13,18,7,4,10,9,0,0,10,70,1036,1865,601,380,734,242,91,125,56,5134
POA2227,88,96,25,63,94,29,5,17,0,427,160,118,66,112,148,60,15,9,14,701,240,81,635,143,199,78,76,87,16,1552,18,8,10,8,32,15,0,3,0,94,35,21,22,24,62,17,4,9,4,203,9,12,15,7,9,0,4,0,0,56,18,22,5,12,27,9,0,10,7,112,1220,1888,864,532,858,314,123,156,83,6037
POA2228,87,112,33,82,88,28,12,15,5,467,177,143,76,162,164,81,14,32,16,873,287,124,725,206,235,126,77,115,32,1929,13,12,9,16,31,7,8,7,0,95,38,24,23,29,71,27,11,22,0,243,15,16,3,10,13,9,0,3,0,69,25,34,12,19,19,10,10,8,23,158,1372,2414,1001,756,1000,478,175,266,126,7597
POA2229,195,198,55,127,143,63,25,28,9,842,281,203,120,226,271,96,16,21,12,1238,524,170,1169,287,365,169,134,173,48,3038,20,10,17,27,46,28,7,11,0,166,80,44,27,40,117,57,11,19,4,392,25,24,14,17,32,16,0,3,0,122,38,41,15,21,60,11,14,9,20,240,2407,3594,1551,1020,1572,633,250,332,167,11520
POA2230,206,252,62,131,171,78,13,23,12,945,276,253,109,257,287,106,23,27,20,1356,522,211,1248,327,347,190,135,186,44,3208,27,13,10,23,48,18,7,12,0,160,70,53,34,48,118,41,10,22,3,389,25,39,8,14,27,10,3,9,9,136,33,39,14,26,57,32,8,10,23,240,2570,4322,1640,1214,1621,679,243,347,182,12809
POA2231,15,22,10,14,7,0,4,7,0,74,21,16,9,23,27,9,3,4,0,114,54,16,168,39,41,9,30,25,3,377,0,4,0,5,8,4,0,3,0,19,3,0,0,0,10,3,0,5,0,30,0,3,0,0,4,0,0,0,0,8,5,0,3,8,4,0,0,6,0,25,126,189,192,103,120,36,34,42,10,849
POA2232,165,248,82,145,180,57,14,24,12,923,293,301,149,266,341,102,28,42,13,1529,430,239,1404,394,470,194,196,241,46,3617,29,21,24,23,58,29,8,13,5,208,54,48,34,57,136,34,17,36,0,416,18,42,3,6,27,13,5,8,3,123,28,32,12,34,44,16,10,10,32,221,2319,5010,1932,1364,1998,673,341,470,171,14276
POA2233,119,169,47,153,187,34,7,20,11,742,240,252,117,321,290,100,31,40,13,1401,497,233,1508,390,462,196,178,248,56,3764,14,24,12,20,54,31,5,6,0,173,47,33,21,54,127,37,10,27,8,348,15,21,8,10,30,6,0,6,0,104,12,18,17,29,51,10,10,18,16,182,1744,3330,1847,1317,1602,539,280,414,131,11202
POA2234,183,246,76,108,164,53,20,24,13,883,259,220,109,188,302,93,32,34,14,1248,455,185,1247,277,444,195,159,176,33,3162,27,9,16,13,64,24,11,14,0,182,83,50,36,51,167,44,15,35,4,484,26,32,12,7,22,10,6,9,0,121,34,44,8,25,39,17,11,15,22,213,2200,3770,1653,983,1775,597,274,352,140,11747
POA2250,266,371,121,245,254,100,41,64,16,1487,436,472,254,565,476,192,66,130,29,2618,819,496,2455,1040,955,461,491,638,118,7467,55,38,42,63,98,71,36,67,8,467,111,86,77,120,171,62,50,87,16,774,26,52,22,30,42,19,16,24,4,230,50,65,52,47,92,37,29,47,68,484,3205,7182,3397,2887,3031,1270,843,1277,351,23453
POA2251,150,215,47,124,141,41,16,33,11,781,186,214,112,245,235,75,15,44,19,1150,479,237,1276,440,452,188,144,243,57,3529,20,12,12,32,52,20,4,19,0,173,45,42,38,67,77,28,15,27,3,340,12,24,12,4,30,6,5,0,0,91,25,31,17,33,32,19,15,18,30,213,1704,3574,1617,1239,1412,504,229,459,168,10913
POA2256,43,79,21,37,60,12,8,7,3,276,74,90,51,116,76,36,15,18,9,488,124,96,496,248,201,96,100,130,15,1510,6,7,16,13,16,22,3,23,0,104,13,20,13,23,32,9,8,12,4,135,6,12,4,4,15,3,5,0,0,48,11,11,11,11,15,8,6,10,10,99,595,1248,675,569,582,244,164,232,70,4381
POA2257,115,145,61,71,106,33,11,16,3,559,132,195,92,196,171,61,17,36,3,903,371,184,1061,465,367,198,173,278,48,3153,15,12,15,26,35,18,5,10,0,133,47,38,28,64,73,29,15,36,8,332,14,22,9,6,21,5,0,0,3,81,24,28,16,29,43,28,25,30,26,237,1326,2380,1395,1077,1103,446,291,427,127,8566
POA2258,18,27,5,18,21,3,4,6,0,111,37,50,19,40,33,18,3,6,0,205,94,33,216,100,95,44,46,46,13,679,7,0,8,4,7,9,4,5,0,45,10,9,3,11,18,5,4,5,0,59,4,4,0,0,6,0,0,0,0,18,0,4,6,0,0,3,4,0,7,32,318,545,284,245,255,104,74,76,30,1922
POA2259,159,241,96,250,162,65,42,53,16,1076,368,346,166,648,373,122,70,104,34,2237,835,444,2761,1313,1002,531,651,731,138,8403,41,30,36,75,96,82,38,77,5,467,70,48,56,126,155,79,62,65,11,671,25,26,11,18,33,13,6,15,4,153,41,54,36,72,78,22,47,53,44,458,2264,4015,3340,3033,2317,1083,983,1204,294,18530
POA2260,152,179,45,88,119,45,7,12,8,661,205,208,76,179,198,74,7,28,14,999,365,149,863,301,250,151,100,168,39,2377,21,13,9,12,32,14,10,12,3,132,40,23,29,30,90,40,5,9,3,272,12,29,9,5,18,7,0,3,0,90,19,39,17,29,26,14,4,3,16,163,1663,3409,1178,928,1099,451,162,285,113,9277
POA2261,157,236,73,173,151,61,21,44,10,925,330,312,167,491,344,141,35,71,22,1909,721,338,2404,998,816,411,406,564,105,6770,26,21,31,44,85,53,27,48,5,343,51,43,39,112,145,56,43,62,7,564,12,25,19,21,33,6,10,16,0,147,41,57,32,67,58,33,24,41,49,402,2071,4019,2919,2360,2032,932,625,928,248,16130
POA2262,40,48,13,49,37,18,10,6,3,222,71,96,59,206,117,46,27,31,4,649,222,121,878,529,332,165,255,274,36,2823,7,3,16,24,33,25,11,18,4,148,14,17,18,40,29,29,31,39,0,219,0,11,6,11,9,5,0,4,0,48,16,13,18,31,18,14,9,17,18,153,526,950,1046,985,658,330,369,418,83,5368
POA2263,45,69,31,59,53,14,6,10,0,291,83,75,58,204,110,48,25,34,10,647,211,156,944,545,327,182,213,304,36,2918,20,7,20,31,36,23,17,27,0,185,16,11,14,35,39,23,25,21,0,180,5,4,9,9,5,6,0,8,0,50,13,19,20,28,23,18,9,24,25,174,563,1169,1148,1058,694,353,318,460,85,5850
POA2264,44,49,18,44,44,9,8,5,0,231,71,74,34,137,83,33,18,23,6,479,222,114,687,293,213,111,161,171,33,2006,16,8,9,23,31,20,3,28,0,140,12,17,8,28,38,15,17,19,0,148,0,11,3,4,6,7,0,5,4,29,15,8,13,15,15,8,10,6,17,111,547,1007,809,652,535,236,234,281,85,4378
POA2265,23,28,13,26,16,3,3,5,0,117,26,52,35,68,25,16,9,10,0,252,87,49,334,121,120,40,60,80,21,907,9,3,4,9,9,5,5,5,0,52,6,0,6,11,23,3,9,8,0,75,4,6,0,3,3,0,6,3,0,21,0,7,4,3,8,4,7,4,3,41,270,726,436,292,251,99,98,131,39,2348
POA2267,7,13,3,4,8,3,0,3,0,47,14,12,8,34,20,3,3,4,0,97,27,19,124,46,32,23,27,30,11,339,0,0,3,7,3,3,0,0,0,9,0,0,0,5,7,5,0,3,0,17,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,16,105,210,160,109,105,35,28,50,14,811
POA2278,9,11,3,4,0,0,0,5,0,29,12,13,6,29,16,4,10,3,0,91,46,12,201,59,66,23,59,38,7,513,0,0,0,3,0,0,3,5,0,24,0,0,4,3,8,0,7,5,0,26,3,0,0,0,0,0,0,0,0,4,0,5,5,0,3,0,3,4,3,21,92,126,224,120,120,37,77,61,12,869
POA2280,105,140,43,70,97,28,13,12,10,515,135,172,101,225,171,44,26,21,7,901,349,157,1274,479,455,191,232,281,44,3471,12,5,19,31,49,26,11,21,3,194,22,22,14,49,82,35,11,21,4,255,5,10,5,10,7,0,0,4,3,49,20,22,17,30,12,14,15,18,23,166,1143,2493,1578,1098,1143,404,335,409,99,8712
POA2281,42,84,28,62,49,17,0,11,4,290,73,89,44,105,86,30,10,17,11,464,207,102,683,265,194,79,130,156,26,1841,8,0,6,7,28,10,4,15,5,84,18,17,9,31,37,19,7,13,0,157,5,12,4,4,8,3,3,8,0,35,11,14,14,13,19,9,3,17,11,111,596,1170,837,604,519,201,171,243,65,4414
POA2282,71,118,30,55,63,19,11,12,8,381,97,109,62,129,122,32,12,10,7,584,198,114,603,208,255,94,131,100,23,1723,13,9,8,22,25,23,4,3,0,99,19,13,13,26,51,7,13,13,0,165,4,21,3,3,16,0,0,3,0,52,14,17,0,10,11,0,3,9,5,74,823,2032,791,578,748,236,192,172,60,5634
POA2283,88,117,47,78,72,28,9,9,3,440,115,139,97,179,145,47,32,28,9,786,270,148,1045,452,339,174,276,237,48,2996,10,8,19,25,39,26,11,20,0,158,22,23,13,27,70,21,23,16,6,208,0,11,8,7,14,6,4,4,6,54,17,28,16,37,27,16,18,13,14,183,849,1801,1331,977,880,375,397,356,99,7071
POA2284,35,62,21,41,40,15,3,4,6,234,79,69,51,122,70,22,9,9,8,434,135,100,581,257,200,95,156,116,23,1666,5,5,11,17,19,12,7,13,0,82,11,3,14,26,34,12,7,12,0,130,3,7,4,0,6,0,0,0,0,24,11,9,6,12,14,10,8,4,17,92,441,1077,718,578,480,205,198,189,59,3954
POA2285,86,133,62,105,96,21,13,13,3,535,175,204,137,382,259,70,34,40,17,1320,438,236,1754,718,658,301,427,347,58,4924,30,8,38,35,62,48,26,44,0,293,37,25,24,58,88,35,26,32,4,328,11,20,9,17,17,12,7,3,3,90,13,28,17,49,29,20,25,25,34,235,1285,3078,2187,1689,1546,609,593,564,140,11703
POA2286,9,12,11,11,14,3,0,0,0,62,13,29,20,58,30,8,9,5,0,158,49,40,293,135,90,50,74,79,11,820,3,0,5,9,4,9,6,4,0,41,0,3,0,8,5,6,0,4,0,35,4,4,0,0,0,0,0,5,0,12,4,4,3,9,8,7,9,0,8,43,113,305,346,251,175,79,100,107,24,1499
POA2287,91,167,78,100,115,35,25,24,6,638,208,240,169,347,266,72,59,53,20,1431,397,260,1674,770,642,260,438,322,67,4830,25,10,17,55,61,37,24,40,3,271,31,24,25,74,100,35,28,39,4,361,11,40,12,21,12,0,8,10,3,104,12,43,21,38,45,19,10,23,46,262,1448,4387,2230,1858,1688,623,665,625,199,13718
