POA_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
POA2086,99,117,22,32,73,20,7,10,7,395,111,85,52,73,80,31,12,7,6,459,145,77,349,102,108,66,47,62,17,966,6,9,8,0,26,9,0,0,0,60,31,27,13,14,55,19,9,11,0,165,14,15,8,5,11,0,0,0,3,55,17,25,7,3,6,5,0,3,8,82,1324,2002,567,380,680,267,100,132,57,5508
POA2087,75,100,25,39,72,22,8,8,0,349,71,79,27,48,68,25,8,10,4,335,82,41,220,85,65,29,18,32,3,583,11,4,11,0,13,3,4,0,0,57,22,25,6,12,34,16,3,5,3,119,15,15,6,5,7,10,0,0,0,51,15,29,9,0,8,3,4,4,14,85,1184,1932,371,324,572,228,73,102,53,4841
POA2088,160,187,36,35,115,69,6,14,14,640,158,175,65,75,106,82,11,17,13,699,134,73,185,74,94,71,21,50,10,710,6,14,3,5,11,12,0,0,0,51,39,39,11,10,42,21,8,5,3,185,35,42,8,0,12,8,0,0,11,118,31,47,8,10,25,15,0,3,34,175,3146,5477,473,492,1198,648,85,159,281,11950
POA2089,79,102,22,38,59,28,8,7,4,340,84,73,33,58,67,32,6,9,10,374,74,46,119,46,53,42,12,4,4,403,15,4,4,3,9,8,0,0,0,39,17,20,11,3,33,11,4,0,0,101,13,26,3,3,13,8,0,0,9,74,14,16,3,9,11,4,0,0,14,71,1408,2793,309,301,635,318,55,69,94,5977
POA2090,76,118,21,32,59,36,6,14,3,367,106,104,38,51,69,44,3,11,6,426,76,57,130,40,63,22,6,22,9,421,9,3,4,0,11,0,0,3,0,30,23,32,3,6,25,7,7,3,3,115,8,21,0,10,10,0,0,3,0,54,15,17,4,3,13,5,0,4,12,87,1684,3061,314,322,679,304,43,98,101,6608
POA2092,54,52,11,17,26,17,3,5,0,184,52,46,7,15,29,21,3,0,5,178,64,29,81,26,32,24,11,7,0,270,3,5,0,6,4,0,0,0,0,23,19,5,4,9,19,3,0,3,0,64,10,4,5,3,3,0,0,0,0,27,13,15,0,5,10,4,0,0,14,60,878,1153,149,146,272,141,23,27,44,2824
POA2093,137,164,48,57,100,46,11,11,4,585,179,171,71,84,136,67,13,20,13,746,178,96,398,125,111,61,46,56,13,1093,16,15,4,14,27,8,0,0,0,82,46,38,16,19,48,31,3,6,0,205,24,19,17,6,19,8,5,0,0,95,33,31,9,14,21,9,7,7,26,159,2548,3963,728,628,1048,530,144,163,138,9891
POA2094,36,56,11,9,32,0,0,9,3,162,40,53,19,25,38,7,4,12,4,202,55,24,90,25,33,16,4,15,0,252,6,6,0,0,7,4,0,0,0,25,10,5,7,6,17,10,5,0,0,57,0,4,0,3,4,5,0,0,0,23,6,10,0,6,4,6,3,0,9,40,741,1293,170,169,277,146,33,50,45,2918
POA2095,97,118,19,26,47,27,6,4,6,361,109,116,49,55,58,42,7,4,4,453,120,53,228,53,63,33,11,25,3,590,9,5,4,14,5,5,0,0,0,45,26,26,4,11,32,18,3,9,8,132,28,37,10,9,7,9,5,0,0,98,26,34,10,9,12,8,4,5,22,125,2113,3731,450,394,668,430,86,108,131,8112
POA2096,102,124,36,54,69,30,13,18,6,437,93,121,62,86,89,41,6,10,8,511,183,69,436,89,77,56,33,45,11,998,10,7,10,8,13,6,0,3,0,62,36,22,14,21,40,19,3,7,0,168,17,30,12,8,7,7,0,3,0,78,13,22,11,11,11,7,9,4,22,112,1739,2858,731,497,659,353,92,131,112,7177
POA2097,108,122,40,59,74,43,13,20,10,480,164,136,73,86,120,58,22,6,10,676,230,90,609,118,170,72,65,82,16,1436,14,7,9,11,28,12,7,5,0,90,38,36,13,25,44,13,4,9,0,189,12,12,5,6,12,5,5,0,0,58,23,17,11,6,24,12,7,10,13,122,1419,2070,873,507,775,348,140,160,74,6370
POA2099,234,322,122,167,209,96,47,63,14,1277,322,338,190,312,273,161,62,101,23,1780,450,205,1420,464,369,218,182,285,46,3650,27,21,22,33,58,22,16,37,10,249,68,53,42,88,137,43,25,32,7,495,37,43,24,18,31,17,10,16,0,185,48,69,32,32,55,36,22,25,56,381,3261,5528,2278,1897,1991,1063,556,845,271,17689
POA2100,150,157,52,66,134,53,17,13,4,663,161,160,82,139,137,71,15,33,8,801,265,111,681,163,157,89,78,112,11,1668,15,21,5,19,42,8,4,13,6,128,44,40,16,37,76,37,10,11,8,284,10,15,8,10,23,9,0,3,3,83,24,33,19,22,41,8,7,10,13,175,1953,2854,1022,707,1064,490,189,276,108,8661
POA2101,159,151,38,71,85,40,11,16,0,583,156,178,73,116,150,41,18,17,3,762,285,125,810,187,196,110,75,90,20,1906,14,13,10,11,22,15,8,5,0,89,33,40,17,28,75,23,16,12,6,241,13,24,19,9,12,11,0,0,0,94,16,24,18,16,37,10,10,7,14,147,1604,2487,1121,672,887,398,183,210,103,7657
POA2102,70,58,14,27,45,17,9,4,0,250,73,58,25,50,78,28,5,8,4,335,116,59,277,86,86,44,29,41,11,736,7,3,7,8,11,3,0,0,0,34,20,18,4,9,21,14,0,8,4,102,8,3,4,3,3,4,4,0,0,30,3,15,3,4,8,3,0,0,6,50,685,995,375,287,405,177,55,80,44,3118
POA2103,73,92,25,41,72,29,14,10,8,352,72,71,39,65,78,30,10,10,7,384,131,65,403,85,95,44,42,56,12,933,7,6,5,8,20,10,0,3,0,53,24,16,14,20,44,19,4,7,0,146,13,13,4,0,9,6,0,0,0,46,12,14,8,10,11,5,0,7,14,84,820,1266,567,336,485,237,84,108,70,3978
POA2104,37,26,6,12,16,4,0,0,5,110,27,13,9,10,16,3,0,0,0,81,41,17,55,14,23,10,9,14,6,195,0,0,0,0,3,4,0,0,0,12,7,5,4,3,11,3,0,6,0,37,3,0,0,0,5,0,0,0,0,10,7,3,4,5,0,3,0,0,0,18,320,361,97,71,128,56,19,27,23,1105
POA2105,16,12,9,4,9,5,0,3,0,57,10,20,7,12,12,3,0,0,0,55,31,11,37,14,6,7,5,7,0,111,0,7,0,0,0,0,0,4,0,7,4,9,0,0,6,4,0,4,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,9,0,0,3,18,198,287,70,44,67,34,7,17,23,753
POA2106,84,91,25,42,52,35,4,8,4,350,88,71,38,44,71,34,5,9,0,367,159,69,347,64,72,40,21,45,9,828,7,10,5,0,10,0,0,0,0,35,28,15,8,16,29,13,3,0,3,120,10,6,0,4,11,3,0,0,0,46,12,18,6,11,13,10,0,5,11,70,942,1351,515,271,433,232,55,106,61,3966
POA2107,119,161,39,55,72,29,6,13,6,508,106,115,43,65,83,39,12,22,14,496,198,86,423,84,99,56,35,54,15,1051,15,11,3,14,15,15,0,0,0,73,51,29,18,18,47,23,5,16,0,213,14,17,8,4,12,8,0,0,4,67,15,16,12,8,20,12,0,3,13,114,1381,2054,634,366,573,304,90,155,92,5643
POA2108,8,18,3,0,10,4,0,0,4,48,10,6,4,7,5,5,0,0,0,40,18,10,36,5,6,10,0,5,4,91,0,0,0,0,0,4,0,0,0,3,5,0,0,0,0,4,0,0,0,15,0,3,0,0,0,0,0,0,0,10,7,4,0,4,5,0,0,0,5,22,160,235,57,24,62,47,0,16,22,618
POA2110,51,53,10,14,34,10,3,0,4,188,54,42,17,19,60,25,4,7,0,223,62,22,85,28,30,29,10,12,5,286,7,4,0,0,11,9,0,0,0,29,15,4,4,3,22,13,0,3,0,73,12,17,0,3,7,0,0,0,0,40,18,12,0,0,10,4,0,0,4,58,968,1535,173,133,418,179,29,42,58,3536
POA2111,114,94,36,38,82,20,10,13,3,410,139,103,54,65,114,45,18,21,4,561,158,75,301,68,105,58,30,40,7,832,9,13,8,4,21,4,0,0,0,61,30,31,14,11,34,22,4,6,0,152,9,23,3,9,17,4,0,0,0,64,13,28,3,10,23,6,6,3,9,104,1591,2702,539,388,823,347,90,136,82,6702
POA2112,178,197,100,92,153,63,24,27,16,841,197,205,141,175,218,121,38,46,18,1152,267,146,703,202,266,129,82,110,26,1929,25,12,17,16,45,24,9,4,3,153,51,34,35,44,113,33,10,26,5,346,26,44,23,14,32,7,10,10,0,166,26,58,23,20,35,20,9,12,50,254,2731,6255,1503,1089,2120,908,308,413,249,15579
POA2113,111,110,47,44,104,34,10,17,5,490,121,146,101,102,139,85,24,40,7,784,127,78,352,113,141,83,49,75,20,1041,4,9,0,3,17,16,4,7,0,76,30,29,27,25,60,14,10,11,0,195,24,31,8,13,15,10,9,10,8,132,21,35,11,10,18,13,7,6,37,161,1977,5680,965,661,1527,704,216,332,197,12249
POA2114,88,111,76,68,91,37,18,39,8,528,127,145,119,139,137,64,22,49,10,827,132,87,353,133,176,66,63,82,14,1111,10,10,8,6,20,9,3,9,3,83,33,31,19,24,50,11,10,8,0,185,14,33,14,10,19,9,3,7,0,119,18,35,15,21,36,15,4,13,31,180,1680,4748,974,800,1478,556,234,379,181,11032
POA2115,59,53,43,25,44,19,9,8,7,270,85,60,60,70,93,27,10,21,3,440,104,44,311,98,92,37,47,49,11,796,10,3,10,6,24,8,0,4,0,66,12,13,9,13,28,8,10,5,0,99,13,11,5,5,9,0,0,0,0,53,8,18,8,8,15,3,3,13,15,97,722,1447,601,345,632,227,132,161,66,4333
POA2116,24,34,18,12,36,11,13,0,0,148,31,31,33,42,46,25,20,10,4,232,57,32,178,54,56,25,29,27,9,466,0,0,0,5,7,0,0,0,0,22,9,4,5,0,15,3,9,4,5,55,3,3,3,3,4,4,0,0,5,24,10,3,4,3,8,0,0,3,14,54,391,800,312,207,379,150,100,89,48,2483
POA2117,74,71,45,47,86,27,12,21,8,395,121,111,77,93,136,50,25,27,11,647,142,54,399,145,143,91,65,87,23,1146,12,5,11,15,27,10,9,7,0,104,17,17,18,40,55,21,15,14,0,200,17,10,11,8,17,0,3,0,12,75,16,16,10,15,30,4,6,7,27,147,1222,2604,808,620,1125,412,233,267,155,7444
POA2118,88,120,48,61,117,47,25,32,3,536,117,109,87,118,120,59,32,48,9,689,120,54,344,143,118,64,58,63,11,978,12,9,15,5,13,5,9,6,3,79,24,13,25,22,53,21,8,10,0,177,16,28,9,7,14,10,11,0,7,93,18,33,15,7,22,10,5,13,42,159,1512,4078,897,749,1430,546,262,309,193,9971
POA2119,55,57,14,23,57,18,3,10,4,246,71,51,21,30,57,21,6,7,4,264,76,34,105,26,54,16,12,28,3,356,0,7,5,3,15,3,0,0,0,37,10,19,6,10,37,9,5,5,0,90,13,24,5,0,6,0,0,0,0,47,10,16,0,3,11,3,0,0,3,56,1063,2342,271,232,621,206,45,79,54,4910
POA2120,97,127,51,49,109,29,6,25,4,488,97,114,53,106,129,46,20,26,6,599,147,73,314,108,125,65,29,55,17,931,18,7,9,8,27,14,3,10,0,102,28,30,15,17,57,21,6,9,7,185,15,16,4,8,12,4,0,7,3,74,12,26,14,10,12,6,8,8,12,109,1697,3775,689,578,1120,372,119,204,88,8653
POA2121,100,141,49,59,119,38,18,26,4,564,117,138,122,143,123,79,28,46,3,813,118,72,274,135,110,73,34,48,9,877,7,6,8,19,28,9,6,9,0,88,36,24,13,21,46,26,9,12,3,184,21,47,11,10,21,11,3,6,5,129,19,39,15,9,29,5,3,12,35,173,2225,7014,942,836,1767,731,239,339,203,14295
POA2122,83,125,64,59,91,45,31,35,8,550,112,140,105,138,143,66,27,46,13,798,111,78,369,131,140,56,69,58,13,1016,10,7,5,11,21,12,0,15,0,84,14,33,19,32,66,24,12,15,3,212,14,28,13,12,14,9,0,6,3,114,13,31,26,9,29,10,3,9,43,176,1744,5068,1027,858,1579,700,285,389,216,11866
POA2125,88,107,24,36,91,25,5,9,5,396,76,89,32,38,86,31,3,15,3,374,106,67,219,54,92,61,24,33,9,670,7,3,7,6,13,4,0,0,0,44,35,32,15,19,44,19,5,8,0,172,6,22,0,7,8,7,0,3,0,65,11,17,9,7,19,5,0,0,15,86,1468,2910,430,315,881,304,86,120,102,6613
POA2126,99,110,43,30,116,29,10,6,0,445,83,107,37,54,90,43,9,7,11,452,88,53,213,88,95,44,35,37,13,661,16,5,7,10,20,8,0,0,0,59,25,28,16,12,44,26,0,8,4,173,20,30,3,5,7,6,6,3,0,66,17,21,3,0,12,7,0,0,10,81,1541,3350,504,437,1101,330,117,135,127,7643
POA2127,116,76,59,56,88,34,23,24,5,485,170,158,121,109,133,66,39,43,21,854,163,101,245,94,132,78,50,53,13,919,10,12,8,14,17,4,3,3,0,75,31,21,10,14,35,19,5,9,7,161,20,34,8,10,14,8,4,4,4,111,21,22,13,11,18,13,10,11,42,161,2055,4693,813,683,1478,651,240,293,199,11096
POA2128,6,4,5,4,6,3,0,4,0,38,15,5,12,17,24,7,7,3,0,93,20,6,43,11,22,10,7,12,3,130,0,0,0,0,4,0,0,0,0,9,0,0,0,0,4,0,0,3,0,11,0,0,0,0,3,4,0,5,0,10,4,0,5,0,0,0,0,5,11,21,113,257,109,77,110,34,44,35,19,802
POA2130,33,53,21,12,18,7,0,3,6,159,28,54,37,32,35,19,5,13,8,218,39,40,111,46,33,26,16,18,3,326,8,3,0,0,7,4,3,3,0,27,11,9,7,6,16,7,0,3,0,53,4,4,3,3,0,0,0,0,0,15,8,14,0,5,4,4,0,0,11,42,634,1844,247,220,408,156,53,80,60,3694
POA2131,58,87,83,74,73,38,23,64,0,504,100,113,108,179,106,78,25,72,11,801,89,81,259,161,137,79,62,78,17,958,5,13,0,17,18,3,8,16,5,77,15,17,21,30,35,19,3,11,0,158,11,28,5,12,13,5,3,8,8,101,16,30,12,18,12,12,7,20,43,177,1216,4086,867,946,1189,545,252,553,156,9813
POA2132,36,52,20,26,31,17,3,10,4,202,40,64,34,42,57,21,8,17,5,282,68,27,132,50,63,31,21,28,7,436,9,4,0,9,14,14,0,0,0,53,10,12,7,10,30,7,3,4,0,76,5,12,4,0,10,10,0,5,0,43,14,10,4,6,10,6,3,5,12,75,678,1726,305,256,547,246,72,120,66,4022
POA2133,38,49,20,26,62,21,3,10,9,233,64,73,37,65,76,30,16,17,9,378,102,54,222,59,84,38,40,39,11,646,3,6,0,6,10,6,0,3,0,48,17,15,11,12,38,14,0,0,5,111,3,9,4,0,10,3,3,0,0,42,7,16,5,0,16,9,9,7,13,85,608,1364,390,295,560,193,109,111,70,3702
POA2134,38,53,61,52,41,46,16,80,8,401,59,44,90,134,73,60,28,84,12,584,47,27,143,92,53,29,31,66,9,497,6,0,4,6,9,6,0,12,6,54,8,4,8,15,19,3,10,5,4,82,4,13,6,12,3,9,7,11,5,76,9,19,15,17,15,13,9,27,57,172,765,2407,578,689,820,493,209,544,166,6661
POA2135,85,65,88,76,87,68,18,152,5,650,112,79,129,209,106,100,26,182,12,956,101,46,219,125,83,63,39,55,13,751,7,3,7,12,16,4,6,13,0,66,14,10,17,23,38,20,7,18,0,151,15,72,14,12,25,5,6,20,5,170,18,47,18,12,24,15,11,33,49,228,1397,4151,829,956,1195,736,258,904,206,10626
POA2136,25,32,18,16,38,20,10,13,0,172,36,25,26,38,53,15,6,13,3,226,54,18,145,36,55,24,30,23,9,401,0,5,4,5,3,4,3,5,0,29,11,10,9,9,23,4,7,16,0,85,4,15,0,0,3,0,0,3,0,27,4,8,3,4,10,4,0,7,8,57,438,1034,266,215,424,147,89,105,63,2784
POA2137,203,163,52,67,145,57,17,26,12,733,198,183,88,128,228,93,18,32,16,986,258,115,580,158,203,112,73,106,27,1628,23,9,11,15,44,10,0,5,5,120,60,27,23,26,83,45,11,19,8,306,20,32,6,9,17,6,4,3,4,103,20,34,18,11,45,15,3,10,49,195,2303,4199,948,690,1560,626,179,298,187,11007
POA2138,76,45,39,34,58,22,8,27,10,311,105,87,94,95,93,48,13,28,15,579,89,56,251,72,87,34,30,46,9,676,12,4,5,8,14,6,9,4,0,56,17,26,12,12,35,17,7,22,3,139,17,26,9,9,15,4,3,4,0,93,13,32,6,8,12,12,5,8,26,119,1533,4036,677,530,1168,483,159,260,151,9009
POA2140,43,32,80,58,63,50,24,51,9,413,55,73,91,149,96,66,50,110,10,702,58,30,227,149,74,44,44,65,9,703,0,0,6,7,8,7,0,6,0,35,15,5,13,18,22,8,14,13,0,108,3,36,13,8,9,6,14,25,4,110,10,32,17,17,12,8,4,24,61,178,914,3454,837,865,1081,645,414,680,238,9137
POA2141,79,82,87,81,97,48,48,82,3,608,103,120,190,221,141,102,68,123,29,1099,84,65,342,188,152,50,108,110,35,1139,9,8,5,12,31,12,8,13,0,88,17,19,20,31,49,32,26,23,8,232,18,26,23,15,20,6,12,16,7,142,22,40,46,28,27,19,18,49,81,331,1101,3376,1090,1091,1277,649,517,807,288,10192
POA2142,50,45,70,57,61,24,40,71,5,432,74,84,96,198,129,75,76,122,20,876,55,61,272,173,125,50,110,127,24,990,7,4,14,9,14,8,7,16,3,91,13,12,17,36,25,5,13,17,4,148,8,22,16,12,3,12,10,19,0,105,12,16,18,24,14,16,14,35,56,202,692,2177,819,1058,950,570,593,817,202,7872
POA2143,16,23,22,21,25,8,8,12,5,130,26,39,28,40,58,23,14,25,5,253,38,13,123,51,52,15,35,42,9,380,0,0,3,10,15,0,5,4,0,39,3,5,3,10,15,0,10,10,0,64,0,4,6,4,4,3,0,5,0,25,0,11,12,9,6,0,0,10,22,73,272,755,264,255,359,121,134,143,59,2372
POA2144,38,45,85,84,58,61,50,117,11,555,69,76,162,308,114,119,96,223,32,1206,59,31,306,193,86,65,89,93,23,948,4,3,5,25,18,12,14,19,0,102,3,7,22,37,23,9,13,27,0,155,9,21,14,22,12,6,22,31,5,142,19,21,36,44,22,24,37,44,91,335,631,2021,1026,1471,877,704,698,1159,271,8857
POA2145,190,261,164,146,272,83,110,78,21,1325,353,347,277,452,466,194,216,157,45,2506,361,234,1273,492,582,232,389,341,82,3976,21,17,23,31,101,33,31,31,3,292,61,62,47,76,168,69,39,59,11,592,32,144,24,37,63,19,46,22,11,403,49,109,42,61,89,32,57,39,135,619,3792,11540,2809,2448,4315,1538,1677,1363,647,30130
POA2146,59,75,49,49,57,29,33,22,3,373,77,89,87,109,115,56,52,36,7,627,103,54,377,148,139,49,104,89,16,1074,11,0,5,10,33,8,12,13,0,86,24,11,14,19,53,18,8,13,0,165,15,25,0,6,17,7,14,13,0,96,12,32,3,13,19,11,19,20,25,146,814,2314,777,616,980,363,435,365,123,6802
POA2147,113,145,74,80,115,38,46,44,8,665,166,200,147,225,221,72,95,63,18,1213,310,150,1026,376,408,143,237,184,41,2875,16,10,14,24,53,29,17,25,0,201,39,38,33,49,88,32,26,37,5,342,18,39,14,9,23,9,15,10,9,145,31,37,13,30,33,9,20,25,49,242,1590,3758,1597,1216,1689,554,688,571,201,11875
POA2148,128,158,149,162,184,84,193,74,13,1140,263,259,225,452,379,163,346,169,49,2311,341,220,1394,611,579,249,543,390,75,4410,21,18,31,30,89,25,48,55,5,323,34,38,58,88,131,56,76,70,10,556,17,47,18,25,41,23,51,26,10,263,43,78,49,64,79,38,67,64,90,574,1979,5421,2577,2402,2973,1168,2221,1428,466,20645
POA2150,70,76,64,73,71,43,58,64,12,525,120,143,127,235,144,90,88,120,15,1077,99,105,223,179,137,64,80,91,16,995,0,9,3,14,21,6,6,5,0,65,16,23,18,11,23,14,16,15,3,134,29,110,19,18,27,25,28,14,11,276,18,62,26,22,24,11,20,33,52,273,1652,7262,1074,1286,1765,848,756,902,328,15886
POA2151,79,94,45,51,69,25,24,15,6,402,107,121,76,129,138,63,40,32,8,713,129,102,371,134,153,81,68,52,18,1111,25,4,9,10,17,15,6,9,0,94,22,20,21,18,70,18,11,15,5,198,17,23,0,6,11,8,0,9,0,75,17,17,8,0,13,12,5,13,16,111,1220,3127,769,660,1160,415,258,226,126,7956
POA2152,48,75,17,32,34,14,9,10,0,244,57,69,37,52,83,24,16,9,6,358,90,51,229,79,122,43,57,39,8,718,7,0,5,4,26,9,0,3,0,61,22,12,9,17,35,15,4,5,0,113,3,12,0,0,0,4,0,3,0,34,6,15,3,6,13,4,4,3,19,76,685,1613,392,328,628,195,139,121,75,4174
POA2153,298,363,120,163,294,75,45,54,17,1443,386,396,168,274,409,180,44,65,16,1945,569,261,1199,377,495,239,193,222,57,3605,33,27,23,34,68,33,13,17,6,246,107,70,47,55,183,58,20,35,5,586,38,91,24,25,47,14,8,9,3,257,65,93,25,39,52,21,9,15,54,380,4617,9717,2171,1630,3421,1192,521,636,364,24268
POA2154,213,235,77,118,183,71,21,32,12,971,228,234,116,148,227,99,24,26,19,1119,321,140,605,156,262,165,76,104,21,1853,27,13,9,16,47,22,6,14,0,145,66,48,30,29,95,45,12,13,6,333,23,53,13,13,28,10,4,5,5,143,46,39,12,17,41,22,13,13,42,244,3280,6273,1214,978,2115,857,239,355,220,15539
POA2155,425,453,166,206,350,135,58,48,14,1857,593,586,267,474,606,248,60,71,33,2935,774,334,1549,528,630,322,247,258,65,4711,43,23,20,47,105,60,10,24,0,340,128,84,68,86,190,79,44,43,3,733,62,123,20,20,57,30,14,3,9,331,67,108,40,52,79,37,16,21,96,505,6172,11640,2847,2333,4305,1683,693,719,444,30841
POA2156,82,96,30,29,75,28,4,12,4,356,120,89,52,52,92,34,3,15,7,455,257,63,461,83,119,69,38,69,14,1171,11,4,3,4,26,3,0,4,0,58,35,16,16,16,47,28,7,6,4,173,3,12,3,0,5,4,0,3,6,33,22,15,9,7,15,0,0,0,10,72,1146,1517,646,284,645,249,68,144,72,4776
POA2157,36,25,11,4,21,8,0,5,0,107,25,29,23,22,29,7,6,4,0,150,81,24,184,16,49,29,26,34,3,449,8,0,6,0,8,5,3,0,0,26,9,9,8,4,7,6,3,3,0,57,8,8,0,0,0,3,0,0,0,19,9,4,3,0,3,0,0,0,0,27,339,394,258,79,180,75,39,57,16,1442
POA2158,65,60,28,23,41,15,7,6,12,253,71,38,36,39,48,24,5,6,6,270,113,31,223,45,78,39,33,33,17,613,9,0,3,3,13,0,0,3,0,33,21,10,20,10,32,11,3,10,4,112,7,13,3,0,8,4,0,0,0,41,15,9,0,3,12,3,0,4,7,52,717,1062,374,190,453,158,58,87,61,3159
POA2159,37,33,13,20,20,8,3,6,0,139,41,37,11,26,44,15,0,6,0,185,98,26,199,39,42,28,28,40,5,501,6,3,0,0,5,3,0,0,0,29,14,7,4,9,10,14,0,5,0,70,9,7,0,4,3,0,0,0,0,30,4,3,4,0,3,6,0,0,0,21,413,564,257,141,215,100,35,76,17,1824
POA2160,53,61,72,60,105,38,37,36,11,482,137,137,153,237,198,91,74,71,16,1114,139,94,521,223,209,90,150,155,49,1627,15,8,11,22,27,20,15,16,0,136,27,21,21,35,76,24,28,24,9,252,8,38,9,16,12,12,12,14,3,125,23,33,21,30,27,19,23,31,46,264,945,2447,1078,1066,1306,570,546,594,212,8765
POA2161,45,58,48,49,51,22,27,31,7,333,96,111,85,193,174,61,69,57,21,865,96,67,450,187,172,55,130,119,31,1310,13,4,11,18,31,6,16,18,0,107,14,13,32,34,49,14,15,19,6,197,11,11,9,8,15,3,3,3,5,71,13,17,26,19,30,12,7,16,62,200,612,1582,868,780,946,307,385,369,196,6047
POA2162,26,32,18,26,34,15,21,21,0,201,45,65,56,93,97,31,29,22,7,453,72,31,270,114,124,40,89,63,18,814,3,0,7,19,18,14,8,13,0,88,14,11,17,18,28,16,12,14,3,125,4,9,8,4,14,3,11,6,0,53,8,14,12,14,23,10,11,17,27,128,400,1104,475,421,552,214,238,219,94,3719
POA2163,9,17,15,28,15,4,10,7,5,104,18,24,17,45,36,14,27,5,8,187,15,14,98,52,44,20,39,32,8,321,0,0,10,9,5,7,8,5,0,41,3,0,7,8,10,5,15,8,4,64,6,0,0,5,0,0,0,5,0,21,4,10,3,8,11,6,5,7,12,65,112,393,179,230,203,95,157,96,50,1510
POA2164,31,40,30,36,51,25,22,12,0,238,61,63,64,102,104,34,31,35,10,501,97,39,413,162,130,60,105,100,17,1125,6,7,11,8,20,4,13,8,0,80,8,14,15,23,53,10,23,14,0,158,3,9,3,5,14,0,9,3,3,46,6,8,13,14,21,8,21,9,20,113,423,978,616,479,613,213,270,227,76,3899
POA2165,50,45,44,59,78,41,35,40,3,397,70,109,107,160,160,84,64,57,17,826,98,76,439,241,227,98,190,160,32,1560,4,3,10,12,31,20,26,22,3,138,13,14,27,41,56,17,29,21,0,221,0,15,12,7,12,3,6,11,0,77,19,19,22,29,32,16,29,39,53,255,525,1693,845,792,1036,424,510,455,166,6442
POA2166,63,64,57,62,94,36,51,41,10,477,91,104,122,221,214,94,118,82,23,1065,110,69,475,325,206,129,225,207,46,1779,9,10,20,32,40,17,29,41,0,200,15,16,27,56,22,19,48,49,3,260,13,31,11,11,13,11,13,12,0,104,9,32,27,40,34,11,37,73,85,349,670,2337,963,1042,1237,537,684,684,246,8394
POA2167,12,42,36,26,33,18,25,15,3,219,28,37,41,78,52,14,23,15,14,295,45,33,184,108,76,24,81,65,7,625,0,0,0,5,11,9,9,12,0,43,4,8,8,15,18,0,10,19,6,85,4,14,6,9,11,0,5,3,5,44,3,11,4,11,11,5,7,0,7,69,379,1204,392,438,545,162,216,187,79,3594
POA2168,51,68,61,67,122,19,32,30,9,460,126,98,112,256,232,76,81,59,18,1054,168,109,774,346,300,125,288,227,59,2396,20,5,18,21,38,22,27,31,0,184,33,14,24,63,68,23,44,37,3,307,5,13,10,6,15,4,11,7,0,83,20,32,17,24,32,21,38,29,59,283,713,1751,1157,1054,1185,438,652,509,196,7651
