POA_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
POA2032,0,0,0,14,3,4,13,5,0,33,0,3,136,218,59,65,30,21,9,546,0,0,0,5,0,0,4,0,0,10,0,0,0,0,0,0,9,9,5,23,4,3,19,68,34,23,18,9,0,184,0,0,0,3,3,4,3,0,0,18,0,6,7,19,12,0,0,0,3,37,0,0,4,11,8,0,0,5,0,27,0,0,0,0,4,11,43,95,45,200,0,3,17,32,11,24,18,3,0,110,0,9,39,69,15,4,4,0,0,147,0,3,56,98,39,43,31,17,4,291,0,0,4,20,0,5,0,0,0,38,0,0,0,5,0,3,0,0,0,8,0,0,5,57,3,9,3,0,0,79,0,0,0,11,0,6,9,16,10,53,0,3,0,22,8,7,0,9,0,44,0,0,8,25,18,4,0,0,0,61,0,0,0,7,0,6,3,0,0,28,0,0,43,52,21,22,27,7,7,182
POA2033,0,0,0,19,4,0,0,0,0,26,0,10,109,158,26,32,16,9,3,372,0,0,0,6,0,0,0,4,0,5,0,4,3,8,4,0,0,5,3,17,4,3,24,57,24,19,12,7,5,150,0,0,0,8,5,0,0,0,0,16,0,0,6,19,5,4,0,0,0,31,0,0,0,12,0,6,6,0,0,22,0,0,0,7,0,5,5,40,35,90,0,0,27,24,6,20,11,3,3,103,0,6,44,78,11,3,0,0,4,148,0,0,36,70,27,25,17,3,0,170,0,0,3,14,3,4,0,0,0,20,0,0,0,6,0,0,0,0,0,10,0,0,0,44,0,0,0,0,0,53,0,0,0,13,0,4,8,6,10,35,0,5,4,18,10,3,0,0,0,45,0,3,7,22,15,3,0,0,0,49,0,0,0,0,0,7,4,0,0,14,0,0,49,29,11,14,9,6,0,122
POA2034,0,0,3,21,8,0,4,6,0,40,0,6,4,26,17,22,17,3,5,98,0,0,0,4,0,4,8,4,0,12,0,0,0,6,3,0,5,8,4,18,9,31,54,522,132,74,41,32,7,897,0,0,0,3,6,3,5,0,0,19,0,16,7,72,13,3,0,0,0,112,0,0,5,48,19,11,12,6,0,100,0,0,0,0,4,6,14,22,9,48,0,3,6,13,0,7,9,3,0,47,0,0,0,16,3,6,5,0,3,44,0,3,3,18,11,5,5,0,0,41,0,0,0,11,7,0,3,0,0,20,0,0,0,6,5,6,0,0,0,16,0,4,18,336,33,14,7,3,0,422,0,0,5,28,4,3,4,4,0,60,0,0,5,10,13,9,0,0,0,27,0,0,0,6,13,0,3,0,0,25,0,0,0,0,7,4,11,5,0,31,0,0,5,26,15,8,17,5,0,75
POA2035,0,3,0,35,8,13,14,6,3,88,0,6,70,209,90,138,70,57,38,682,0,0,0,0,5,6,10,18,6,48,0,0,0,3,5,11,32,39,16,111,6,21,34,267,103,79,63,42,22,640,0,0,3,10,9,21,10,4,3,63,4,31,22,118,41,8,9,0,0,230,0,3,9,42,12,6,8,9,0,97,0,0,0,8,5,28,72,144,69,320,0,7,17,63,33,46,44,12,9,226,0,0,7,59,14,8,21,17,3,135,5,4,32,153,77,59,58,32,12,432,0,0,0,19,6,3,4,0,0,41,0,0,5,3,6,9,5,7,4,37,0,4,9,214,34,16,3,13,3,296,0,0,3,40,8,13,48,31,23,168,0,3,5,35,18,20,5,0,0,86,0,4,5,28,13,12,4,0,0,61,3,0,0,11,11,18,13,12,8,77,0,0,17,71,37,43,51,22,3,247
POA2036,0,0,0,16,14,10,21,14,4,86,3,14,88,275,87,98,63,33,24,683,0,0,0,4,5,3,10,17,7,33,0,0,0,3,0,7,26,36,20,97,0,22,26,188,114,70,71,52,17,555,0,0,3,7,14,20,17,12,0,66,0,14,13,50,31,8,9,3,0,132,0,6,0,19,9,4,8,9,8,67,0,0,0,3,5,14,28,32,17,105,0,9,14,54,29,40,32,0,4,180,0,5,12,69,32,15,17,6,0,164,0,6,34,82,76,53,31,10,3,285,0,0,0,29,4,10,3,4,0,50,0,8,15,38,36,22,12,8,0,145,0,0,13,261,26,11,23,3,7,353,0,0,4,20,7,10,28,24,14,110,0,6,3,21,14,10,5,0,0,57,0,0,0,16,10,9,8,0,0,52,0,0,0,16,3,12,13,4,0,47,0,0,4,37,18,33,44,15,0,158
POA2037,0,0,0,10,0,8,0,0,0,25,4,8,129,217,48,49,20,20,7,494,0,0,0,4,0,3,0,0,0,11,0,0,0,0,3,4,5,0,0,12,0,5,27,134,57,54,35,19,12,352,0,0,0,0,0,3,3,5,0,17,0,0,4,19,4,3,5,0,0,46,0,0,5,24,9,3,13,11,0,63,0,0,0,6,5,5,3,4,0,25,0,0,7,32,4,5,10,3,0,66,0,4,15,60,9,3,5,0,0,97,0,0,12,27,4,10,6,0,6,60,0,0,0,22,0,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6,21,8,5,0,4,5,51,0,0,5,23,4,8,5,0,0,53,0,0,3,33,22,7,4,0,0,70,0,3,15,38,10,6,0,0,0,73,0,0,0,8,0,6,6,0,0,20,0,0,7,43,23,6,13,0,0,93
POA2038,0,0,0,3,6,0,0,0,0,12,0,0,0,31,7,6,12,4,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,17,8,78,39,37,24,21,0,225,0,0,0,3,0,0,0,0,0,12,0,0,3,9,0,0,0,0,0,14,0,0,0,8,5,0,3,3,0,21,0,0,0,0,0,0,0,4,5,13,0,3,0,9,6,3,0,0,0,24,0,0,0,19,3,0,0,4,5,22,0,0,3,10,5,4,3,0,0,30,0,0,0,6,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,17,7,4,7,0,0,32,0,0,0,0,0,5,13,7,3,35,0,0,0,3,6,0,0,0,0,16,0,0,0,12,5,0,4,0,0,19,0,0,0,0,5,4,0,6,0,8,0,0,0,10,6,5,4,0,0,29
POA2039,0,0,0,0,0,0,0,0,0,6,0,0,5,36,13,5,3,3,0,72,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,11,9,120,76,55,34,16,0,322,0,0,0,0,3,4,4,5,0,14,0,3,0,12,4,0,7,0,0,21,0,0,0,6,0,4,3,0,0,21,0,0,0,0,0,3,0,8,5,15,0,3,0,14,3,5,0,0,0,19,0,0,3,9,3,12,0,0,0,24,0,0,0,5,3,0,0,0,0,10,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,8,4,6,0,44,0,0,0,6,3,3,0,0,5,18,0,0,3,6,4,4,3,0,0,22,0,0,0,10,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,0,0,0,0,17
POA2040,0,0,0,11,3,0,9,3,0,21,4,0,11,93,22,21,14,9,3,177,0,0,0,3,4,3,6,3,0,28,0,0,0,6,0,0,5,10,0,20,10,22,29,163,127,97,67,18,10,543,0,0,0,12,6,7,0,8,0,27,0,0,0,16,3,0,5,0,0,35,0,3,5,25,17,5,8,12,0,68,0,0,0,0,3,4,14,32,14,71,0,3,9,25,16,6,3,4,0,69,0,0,3,46,9,6,0,8,0,71,0,0,4,22,8,0,3,0,0,42,0,0,0,23,4,0,3,0,0,29,0,0,0,0,0,0,0,0,0,5,0,7,0,44,27,14,4,0,0,91,0,0,4,30,17,34,53,76,42,264,0,3,0,21,18,6,0,5,0,57,0,0,0,16,6,0,3,0,3,37,0,0,0,9,6,4,6,5,0,23,0,0,4,24,17,4,6,4,0,58
POA2041,0,0,0,3,5,0,0,0,0,6,0,0,6,62,13,16,7,0,8,115,0,0,0,0,0,0,5,0,0,9,0,0,0,4,0,5,0,0,0,7,3,43,23,171,131,113,90,41,7,623,0,0,0,5,5,4,4,0,0,19,0,0,0,21,0,0,5,0,0,28,0,3,0,16,12,5,12,9,0,67,0,0,0,0,0,7,3,7,6,18,3,5,6,9,4,0,5,0,0,35,0,0,0,25,9,4,8,3,0,45,0,0,0,9,3,0,3,0,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,42,31,9,6,0,0,93,0,0,0,16,4,7,3,14,15,61,0,0,0,9,9,4,0,0,0,26,0,0,0,18,7,3,0,0,0,32,0,0,0,4,0,3,0,0,0,9,0,0,0,7,12,3,4,0,0,31
POA2042,0,0,0,12,3,5,0,0,0,19,0,4,40,62,12,21,8,3,5,156,0,0,0,3,0,0,0,0,3,9,0,0,0,4,0,0,0,0,0,4,0,11,36,228,78,58,27,9,0,453,0,0,0,7,0,5,7,0,5,19,0,0,8,49,0,0,0,0,0,69,0,5,8,24,13,6,6,6,0,68,0,0,0,0,0,8,19,40,20,85,0,3,10,25,0,11,5,0,0,60,0,0,10,28,5,9,0,0,0,44,0,0,14,17,5,9,0,0,0,44,0,0,0,7,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,41,15,8,0,0,0,67,0,0,0,31,0,3,3,0,0,41,0,0,6,32,9,7,4,0,0,60,0,0,4,26,4,3,0,0,0,45,0,0,0,0,4,0,0,5,0,11,0,0,3,31,9,7,3,0,0,69
POA2043,0,0,0,5,0,0,0,0,0,7,0,7,27,122,16,7,8,5,0,199,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,14,187,58,30,19,7,0,315,0,0,0,5,3,0,0,0,0,7,0,0,0,23,0,0,0,0,0,28,0,0,4,19,7,6,0,0,0,32,0,0,0,3,0,0,3,0,3,13,0,0,3,23,4,8,3,0,0,37,0,0,0,35,0,4,3,0,0,42,0,0,3,22,0,3,0,0,0,27,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,4,0,5,0,49,0,0,0,9,3,0,0,5,0,14,0,0,0,15,9,0,0,0,0,24,0,0,6,22,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,31,8,4,4,0,0,48
POA2044,0,0,0,3,0,0,0,0,0,6,0,0,5,27,8,18,12,9,4,88,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,3,0,3,0,4,8,66,30,11,7,6,0,132,0,0,0,10,3,0,0,0,0,15,0,0,4,13,0,0,0,0,0,15,0,0,0,11,0,5,3,0,0,16,0,0,0,4,4,5,20,30,10,61,0,0,0,5,8,4,5,0,0,20,0,3,6,23,3,0,0,0,0,41,0,0,0,21,10,4,0,0,0,35,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,24,0,3,4,0,0,30,0,0,0,7,4,5,0,5,0,17,0,0,0,8,5,3,0,0,0,22,0,0,0,10,3,0,0,0,0,15,0,0,3,4,5,0,4,3,0,17,0,0,3,14,4,0,4,0,0,28
POA2045,0,0,0,6,6,0,5,0,0,11,0,0,4,12,9,8,0,0,0,43,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,4,0,0,4,0,5,6,19,18,14,21,3,3,90,0,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,13,6,28,0,0,0,3,8,3,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,0,21,0,0,0,6,4,32,89,125,109,370,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,3,0,0,0,18
POA2046,0,0,0,6,10,9,12,3,0,40,0,8,27,202,87,96,46,35,15,525,0,0,0,5,3,4,12,6,0,27,0,4,0,8,8,19,25,10,8,77,3,13,16,105,90,76,50,31,8,387,0,0,0,9,0,10,0,5,3,32,0,0,0,9,3,3,0,4,0,15,0,0,0,12,14,5,13,7,3,51,0,0,0,0,0,14,24,56,6,102,0,6,4,37,19,26,29,8,0,130,0,8,0,60,14,13,11,6,0,120,0,0,0,21,7,11,9,0,0,50,0,0,0,26,8,8,3,0,0,54,0,0,3,3,4,0,0,0,0,12,0,3,4,47,12,6,12,7,0,94,0,3,8,49,32,110,244,282,199,933,0,0,0,15,17,3,0,0,0,43,4,0,4,31,24,19,12,4,0,97,0,0,0,9,12,15,12,8,0,63,0,0,0,30,18,7,21,3,0,91
POA2047,0,0,0,5,0,4,0,0,0,9,0,4,3,55,8,32,11,8,0,134,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,6,12,4,3,32,0,10,7,63,52,40,29,9,6,216,0,0,0,0,7,4,6,4,0,17,0,0,0,16,0,6,0,0,0,18,0,3,0,13,4,0,4,8,0,33,0,0,0,0,9,4,14,28,10,69,0,3,3,9,3,5,9,0,0,38,0,6,4,32,7,4,11,8,0,60,0,6,6,6,8,3,5,0,0,26,0,0,0,13,5,5,0,0,0,25,0,0,0,5,0,0,0,0,0,4,0,0,0,20,10,14,0,5,3,57,0,3,3,14,8,17,25,33,30,134,0,0,0,13,6,6,4,0,0,25,0,0,0,16,8,0,0,0,0,33,0,0,0,3,7,3,0,0,0,12,0,0,0,13,8,6,14,0,0,55
POA2048,0,0,0,5,3,0,0,5,0,14,0,0,4,29,9,12,4,6,4,63,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,7,5,62,27,25,11,0,0,160,0,0,0,5,5,0,0,0,0,15,0,0,0,7,0,0,0,0,0,6,0,0,0,8,5,0,0,5,0,19,0,0,0,0,0,5,10,19,11,49,0,0,0,10,3,0,3,0,0,16,0,0,5,12,3,5,0,0,0,28,0,0,0,10,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,7,0,0,0,0,22,0,0,0,4,4,5,8,4,17,37,0,0,0,11,4,0,0,0,0,17,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,0,0,0,17,12,0,0,0,0,26
POA2049,0,0,0,12,5,4,3,4,0,22,0,0,12,84,15,24,18,3,3,161,0,0,0,0,6,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,4,3,21,100,50,31,24,10,11,255,0,0,0,7,0,0,3,0,0,19,0,0,0,16,0,0,6,0,0,22,0,0,4,7,5,6,5,0,0,22,0,0,0,0,0,4,12,33,9,60,0,0,4,25,4,3,5,0,0,41,0,0,0,26,6,3,4,0,0,46,0,0,7,15,0,4,0,0,0,29,0,0,0,4,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,6,0,0,0,14,3,6,3,4,7,33,0,0,4,21,8,4,14,14,16,83,0,0,3,18,4,5,0,0,0,32,0,0,4,16,11,0,0,0,0,29,0,0,0,0,3,0,6,5,0,24,0,0,5,15,3,9,5,0,0,33
POA2050,0,0,0,10,0,0,0,0,0,9,0,0,57,102,14,10,12,7,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,30,100,34,25,12,8,0,213,0,0,0,6,0,0,0,0,0,8,0,0,3,13,0,6,0,0,0,23,0,0,8,13,4,0,3,0,0,30,0,0,0,0,0,0,0,0,0,6,0,0,14,21,3,6,4,0,0,48,0,0,18,49,0,3,0,3,0,77,0,0,6,15,4,0,5,0,0,36,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,8,0,0,0,32,0,0,5,7,4,0,0,0,0,21,0,4,4,21,4,3,3,0,0,42,0,0,5,28,3,7,0,0,0,38,0,0,0,0,0,0,4,0,0,4,0,0,10,31,11,4,4,5,0,57
POA2060,0,0,0,4,0,4,9,0,0,14,0,13,25,266,59,48,27,7,3,455,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,5,0,0,0,10,0,3,22,132,67,67,48,37,16,398,0,0,0,8,7,4,5,0,0,22,0,0,5,26,3,0,0,0,0,37,0,0,0,28,3,8,0,9,0,50,0,0,0,0,0,0,4,5,0,8,3,3,13,62,21,17,24,4,0,151,6,20,13,178,15,10,5,3,5,254,0,0,4,21,6,4,0,0,0,39,0,0,0,41,5,0,4,0,0,55,0,0,0,3,0,0,0,0,0,6,0,0,0,25,0,3,3,5,0,46,0,0,0,20,3,0,0,0,0,35,0,4,5,64,25,13,5,5,0,111,0,5,0,51,27,6,3,7,0,94,0,0,0,3,0,5,0,0,0,3,0,0,4,38,18,17,12,7,0,99
POA2061,0,0,0,0,0,0,0,0,0,0,0,0,8,70,25,35,19,23,16,191,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,6,0,0,6,0,5,5,51,34,19,19,12,5,142,0,0,0,4,0,0,3,0,0,7,0,0,0,15,0,0,0,0,0,16,0,0,0,16,0,3,9,5,0,25,0,0,0,0,0,0,4,0,0,9,0,3,5,16,7,14,19,3,0,73,0,0,0,53,6,14,11,0,0,83,0,0,4,9,3,4,9,0,0,24,0,0,6,14,3,0,5,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,6,0,0,26,0,0,0,12,3,5,0,0,0,30,0,0,0,22,3,4,0,0,0,31,0,0,0,16,5,0,9,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,16,4,13,17,8,0,55
POA2062,0,0,0,4,6,4,0,0,0,11,0,3,4,47,9,16,8,3,3,86,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,5,0,7,0,21,11,61,38,35,26,16,4,212,0,0,0,0,3,0,3,0,0,6,0,0,0,5,0,0,0,0,0,13,0,0,0,3,3,0,3,4,0,17,0,0,0,4,0,0,0,0,0,9,0,4,8,16,7,9,10,0,0,37,0,8,5,38,5,5,0,3,0,54,0,0,0,5,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,6,10,6,3,0,0,22,0,0,0,5,0,5,3,0,0,16,0,6,0,21,13,3,4,0,0,49,0,0,0,23,0,0,0,0,0,23,0,0,0,0,5,0,0,0,0,6,0,3,3,10,9,4,5,0,0,26
POA2063,0,0,0,0,0,0,0,0,0,5,0,4,5,51,21,33,18,8,3,148,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,7,0,14,14,16,41,26,23,11,4,150,0,0,0,0,3,0,6,0,0,12,0,0,0,8,0,0,0,0,4,16,0,0,0,8,0,0,7,3,0,16,0,0,0,0,0,0,4,7,0,15,0,12,3,16,16,10,13,3,3,76,0,3,0,7,0,3,4,0,0,29,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,3,0,4,0,5,4,16,0,0,4,21,12,18,7,0,0,61,0,0,0,5,3,3,0,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,3,7,9,9,3,0,34
POA2064,0,0,0,6,0,4,0,0,0,8,0,30,11,287,84,68,43,28,6,558,0,0,0,0,4,0,0,0,0,9,0,0,0,5,0,0,0,4,0,12,3,13,13,19,21,17,11,11,3,100,0,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,4,0,0,18,0,0,0,3,3,0,3,0,0,11,0,0,0,0,0,5,0,0,0,3,3,9,3,53,28,27,24,8,4,164,4,62,5,228,16,12,8,6,0,340,0,0,6,29,11,4,0,0,0,46,0,0,0,13,12,4,4,7,4,44,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,0,0,0,18,0,0,0,0,4,3,0,3,0,15,0,8,0,50,40,14,4,0,0,118,0,3,0,24,11,13,10,0,0,70,0,0,0,0,4,0,0,0,0,7,0,5,0,39,14,15,7,10,0,91
POA2065,0,0,7,16,4,3,0,0,0,26,0,16,49,500,130,125,95,42,13,972,0,0,0,0,0,5,8,6,0,24,0,4,0,9,0,5,3,5,4,27,6,31,35,268,143,102,84,71,13,745,0,0,0,22,0,3,6,6,0,44,0,5,7,58,6,5,4,0,0,84,0,0,4,36,18,5,13,7,0,82,0,0,0,5,0,0,5,9,0,17,0,23,26,190,75,62,71,8,0,450,7,40,17,324,38,27,13,10,0,467,0,0,9,65,23,8,5,8,0,115,0,0,0,84,12,11,15,3,4,129,0,0,4,5,0,4,0,0,0,11,0,0,4,41,24,7,6,9,0,95,0,0,5,36,4,8,3,6,11,67,7,20,15,193,78,41,10,6,0,369,0,0,8,129,40,18,9,7,0,212,0,0,0,5,6,10,6,5,4,37,0,0,12,107,35,38,28,15,0,231
POA2066,0,0,0,11,0,6,3,8,3,39,0,30,38,483,134,140,89,47,27,996,0,0,0,4,4,3,14,8,0,37,0,3,0,7,0,6,11,5,3,37,0,68,57,188,121,99,67,68,30,698,0,0,0,20,0,6,0,4,0,35,0,0,0,29,8,8,6,0,4,58,0,4,0,36,14,6,8,9,3,80,0,0,0,4,0,7,7,12,7,37,9,16,22,107,56,67,46,6,4,334,4,39,16,283,38,24,21,7,0,434,0,3,5,47,20,13,14,3,4,105,0,11,7,134,28,27,21,11,0,240,0,0,0,5,0,0,0,0,0,9,0,0,7,38,18,20,7,4,3,97,0,3,0,15,11,13,19,8,13,73,3,3,8,102,57,22,11,0,5,204,0,3,5,106,36,18,13,6,0,183,0,0,0,8,0,3,16,3,3,37,0,0,14,89,62,42,45,18,0,269
POA2067,0,0,0,6,0,3,0,0,0,14,20,144,232,1316,550,356,303,134,62,3127,0,0,0,5,5,6,14,17,8,47,0,3,0,3,0,0,6,3,3,25,3,18,21,46,51,34,30,22,19,240,0,0,0,4,6,8,4,0,3,32,0,0,0,10,0,0,0,0,0,17,0,0,0,5,4,0,4,7,9,25,0,0,0,0,0,0,3,8,3,17,3,58,64,241,119,126,154,42,19,828,8,57,33,309,49,17,15,8,6,492,0,4,34,139,43,20,17,13,5,272,0,8,0,44,10,11,12,13,5,111,0,0,0,0,3,0,0,0,0,4,0,3,0,7,0,9,3,6,0,27,0,0,0,19,3,6,14,18,14,72,11,43,17,152,94,44,4,10,0,373,0,25,67,299,137,65,33,11,6,641,0,0,0,0,6,7,12,6,8,38,0,12,23,123,73,36,39,17,8,339
POA2068,0,0,0,4,0,3,0,0,0,9,0,20,33,191,97,89,51,22,13,512,0,0,0,0,0,12,22,17,8,60,0,0,0,0,0,0,6,11,5,21,0,44,28,65,78,66,50,20,10,360,0,0,0,9,0,4,0,0,0,12,0,5,0,4,6,0,0,0,0,23,0,0,0,12,4,6,10,0,0,37,0,0,0,0,4,4,9,16,7,36,3,26,16,68,31,36,36,14,5,240,0,14,8,38,12,12,6,6,5,98,0,0,0,29,9,7,4,0,3,48,0,0,0,21,13,16,12,0,6,64,0,0,0,0,0,0,0,0,0,3,0,0,0,5,11,5,0,0,3,25,0,0,0,4,0,6,27,36,19,100,0,20,12,28,38,24,11,7,0,138,0,3,6,37,19,7,6,0,0,83,0,0,3,6,12,5,14,7,0,44,0,3,4,22,32,16,17,9,0,100
POA2069,0,0,0,0,0,0,5,0,0,3,5,41,37,318,116,121,81,35,9,769,0,0,0,0,0,0,5,5,0,12,0,0,0,0,0,0,6,0,0,9,0,27,35,36,63,56,31,20,9,278,0,0,0,3,0,0,4,0,0,9,0,0,0,6,6,0,0,6,0,18,0,0,0,7,6,4,0,5,4,29,0,0,0,0,0,0,5,3,0,10,4,23,15,70,43,36,44,10,7,247,0,3,4,42,15,12,10,6,0,93,0,0,0,17,5,7,7,4,0,52,0,0,0,20,7,3,11,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,8,6,0,4,0,0,26,0,0,0,5,0,4,12,11,5,27,0,8,8,28,15,13,6,4,0,83,0,10,6,51,27,15,7,3,0,113,0,0,0,6,0,6,3,0,0,21,0,3,0,34,16,21,15,11,0,105
