POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA2021,13,11,5,5,4,0,38,0,0,4,0,0,0,4,5,3,0,0,0,0,11,4,4,0,0,0,0,10,4,0,0,0,0,0,8,5,0,5,0,0,0,12,7,7,0,3,0,0,20,9,3,3,0,5,0,19,10,7,6,6,0,0,23,13,0,4,0,0,0,20,7,3,6,0,0,0,18,24,23,8,0,13,0,57,4,10,6,0,3,0,24,17,9,5,0,0,0,31,15,12,6,3,0,0,41,43,66,17,14,7,0,143,55,52,11,4,0,0,128,183,252,53,24,15,0,531,16,35,11,5,4,0,67,442,501,130,71,53,9,1209
POA2022,17,18,8,3,8,0,54,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,4,3,0,0,6,3,0,0,0,0,0,4,9,0,4,0,0,0,8,15,7,0,0,0,0,19,3,3,7,4,0,0,8,7,4,0,0,0,0,12,4,3,3,0,0,0,14,9,7,0,0,0,0,10,12,22,7,5,3,0,51,8,5,5,0,0,0,21,6,12,0,0,0,0,18,14,21,3,0,0,0,38,38,56,13,16,3,0,136,21,61,17,7,0,0,103,64,226,33,12,7,0,336,18,40,15,0,0,0,76,248,484,118,45,37,3,933
POA2023,32,26,15,3,3,0,74,0,4,0,0,0,0,6,3,0,0,0,0,0,12,9,0,0,0,0,0,9,0,4,0,0,4,0,6,5,0,4,0,0,0,14,6,6,0,0,4,0,16,3,9,0,0,0,0,12,8,3,0,0,0,0,12,3,0,0,0,0,0,15,8,5,0,0,0,0,11,13,21,4,0,0,0,38,3,9,0,0,0,0,11,4,10,0,0,0,0,14,18,16,5,3,0,0,34,54,45,6,3,5,0,118,36,43,19,3,5,0,106,64,210,78,15,11,0,385,17,33,15,3,7,0,74,288,428,153,44,40,6,963
POA2024,14,17,13,3,6,0,43,3,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,4,3,0,0,0,12,8,3,3,3,0,0,18,4,0,3,0,0,0,17,6,5,0,0,0,0,16,0,9,3,0,3,0,19,4,9,5,0,0,0,23,0,4,0,3,0,0,10,11,15,10,0,3,0,45,6,0,0,0,0,0,10,7,10,0,4,4,0,24,12,18,3,3,5,0,45,46,72,21,11,9,0,148,23,62,17,3,0,0,108,42,268,44,19,4,3,380,15,41,12,5,0,0,81,217,538,140,52,38,4,994
POA2025,14,13,12,3,8,4,46,3,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,3,0,0,0,0,18,3,0,3,0,0,0,9,4,0,0,0,0,0,5,6,4,0,0,0,0,10,3,0,0,0,0,0,6,4,7,4,3,0,0,15,4,3,0,0,0,0,5,3,0,0,0,0,0,4,9,0,5,3,0,0,17,32,22,7,8,4,0,69,30,30,4,3,5,0,72,56,135,26,8,5,0,234,11,19,3,4,0,4,41,196,239,66,33,39,9,573
POA2026,40,39,9,0,3,0,98,11,3,4,0,0,0,10,3,0,3,3,0,0,17,3,9,0,0,0,0,17,8,9,7,0,4,0,28,8,10,5,5,0,0,32,20,15,13,3,4,4,56,11,13,7,5,3,0,42,14,11,8,4,3,0,45,21,14,9,5,8,0,51,16,12,0,3,5,0,37,34,46,17,4,12,0,121,9,15,3,3,4,0,33,14,25,3,5,9,0,55,44,41,15,13,8,4,120,122,158,47,15,13,0,358,87,146,25,20,7,0,286,107,481,69,25,13,3,698,41,87,25,15,15,0,179,613,1130,280,136,98,17,2271
POA2027,20,10,3,0,0,0,39,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,7,4,0,0,0,0,6,0,5,0,0,0,0,5,8,4,0,0,3,0,20,0,0,0,0,0,0,0,4,5,0,0,0,0,12,6,0,0,6,5,0,20,22,18,3,3,3,0,48,20,15,9,3,0,0,43,66,73,32,6,6,0,180,16,11,3,0,0,0,31,192,147,55,26,23,5,448
POA2028,14,6,3,3,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,0,0,4,3,5,3,0,0,0,12,7,0,0,0,0,0,9,4,0,0,0,0,0,5,7,4,0,3,0,0,9,0,0,0,0,0,0,0,8,3,6,0,0,0,13,3,9,0,3,0,0,18,15,8,9,3,6,0,39,22,16,3,0,3,0,45,21,31,13,3,5,0,79,9,11,0,3,5,0,27,116,94,36,18,19,4,295
POA2029,17,17,8,3,0,0,54,0,4,0,0,0,0,3,4,3,7,0,0,0,9,6,0,0,0,0,0,9,0,0,0,0,0,0,0,5,4,0,0,0,0,7,5,4,3,0,0,0,10,6,9,7,3,4,0,20,6,5,0,0,0,0,13,4,8,0,5,5,0,21,3,3,7,0,0,0,11,7,8,10,0,4,0,36,3,10,0,0,0,0,14,7,17,7,0,0,0,34,15,20,5,5,0,0,42,38,52,12,8,3,0,115,25,41,19,0,0,0,84,47,148,36,16,9,0,253,27,26,14,0,0,0,68,234,376,130,38,34,3,810
POA2030,36,35,13,4,4,0,90,0,0,0,0,4,0,0,4,0,0,0,0,0,4,5,5,0,0,0,0,3,0,0,0,0,0,0,4,3,3,4,3,0,0,13,9,8,9,0,0,0,24,3,0,6,5,0,0,17,7,4,6,0,6,0,26,8,5,0,0,0,0,15,6,11,4,0,0,0,20,14,33,13,3,3,0,71,5,10,5,0,3,0,16,6,8,10,0,3,0,26,17,11,7,6,0,0,39,39,78,28,3,4,3,157,39,75,28,16,5,0,158,78,357,113,25,16,0,593,22,73,35,3,0,0,139,287,714,288,66,63,5,1427
POA2031,39,41,18,0,11,3,118,5,0,3,0,0,0,13,7,3,6,0,6,0,21,10,3,3,4,0,0,19,6,8,3,0,0,0,21,13,13,5,0,6,0,37,13,11,9,3,4,0,47,20,14,17,5,6,0,56,11,12,16,4,11,0,56,18,14,13,7,7,0,59,9,13,6,8,4,0,48,44,46,26,10,10,0,140,14,20,8,3,0,0,50,19,34,9,4,0,0,70,56,51,23,8,10,0,148,151,204,38,20,25,5,451,71,170,36,6,3,3,293,123,559,86,25,17,3,801,46,74,29,9,11,4,177,673,1304,347,129,131,18,2609
POA2032,4,15,5,4,9,0,39,0,3,0,0,0,0,3,3,0,0,0,0,0,4,3,3,5,0,0,0,11,3,4,4,0,0,3,13,11,6,11,0,0,0,24,5,4,12,0,0,0,22,12,10,7,3,0,0,27,3,9,0,0,0,0,22,8,11,4,0,0,0,26,3,8,4,0,0,0,13,11,23,10,0,3,0,57,7,10,0,0,0,0,20,7,12,4,3,0,0,23,14,19,8,0,5,0,47,28,81,22,3,6,0,143,22,80,25,0,0,0,135,35,142,32,3,5,0,212,9,31,13,3,4,4,57,189,462,172,29,44,13,911
POA2033,15,5,9,0,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,7,4,3,3,0,8,0,15,8,3,0,3,3,0,15,8,4,0,0,0,0,20,3,0,3,5,3,0,14,7,0,0,0,3,0,9,20,16,3,5,3,0,46,4,9,0,0,0,0,14,10,8,9,0,0,0,24,21,21,3,8,3,0,53,38,39,10,4,4,0,94,16,26,3,4,7,0,61,24,100,28,9,0,0,158,9,23,10,0,4,0,50,183,278,87,27,47,4,627
POA2034,23,18,25,6,0,0,71,0,0,4,0,0,0,3,6,4,0,0,0,0,14,0,3,0,0,0,6,8,5,4,3,0,0,0,9,8,6,9,0,0,0,29,7,11,7,0,3,0,24,11,8,7,3,0,0,28,6,8,5,0,0,0,26,11,8,7,5,4,0,30,7,3,3,0,0,0,19,19,29,18,4,3,0,78,12,7,0,9,0,0,23,14,19,3,6,5,0,38,23,26,12,7,0,0,76,64,124,37,21,8,4,255,51,97,21,6,8,0,184,68,272,56,20,6,0,427,26,53,23,0,0,3,113,356,693,248,86,50,14,1457
POA2035,52,40,37,3,20,0,154,6,0,6,5,0,0,17,12,12,9,0,5,0,26,5,3,7,0,5,0,24,9,4,6,4,0,0,32,19,18,9,3,8,0,53,21,21,16,0,12,0,72,14,31,18,3,0,0,67,16,29,14,0,4,0,76,19,27,17,8,10,0,76,14,15,16,3,6,0,53,38,83,41,4,16,0,182,15,39,3,0,0,0,59,17,47,18,3,11,0,94,47,82,36,11,7,0,185,101,250,98,17,25,3,490,57,222,67,11,16,3,374,100,438,105,16,23,0,681,37,93,60,5,14,0,210,607,1451,583,106,174,11,2928
POA2036,37,35,34,4,11,5,119,0,7,6,0,0,0,14,8,3,8,0,5,0,25,3,0,14,0,4,0,26,8,14,21,4,11,0,57,9,11,14,5,12,0,49,13,14,29,5,13,0,79,20,21,15,8,3,0,67,18,32,20,11,5,0,87,24,37,36,6,8,0,116,23,23,15,9,8,0,75,60,85,45,14,13,0,222,22,40,19,7,10,0,102,33,52,23,8,6,0,119,75,99,41,11,18,0,239,98,268,104,25,24,0,524,65,218,62,13,13,3,377,72,326,78,18,7,3,502,40,92,44,16,23,0,214,638,1382,629,153,182,22,3015
POA2037,16,10,6,0,3,0,47,0,0,0,0,0,0,5,3,0,0,0,0,0,10,0,3,3,0,6,0,12,5,0,0,0,0,0,5,5,6,0,0,6,0,16,8,3,6,0,0,0,15,8,5,4,0,0,0,18,11,7,0,0,0,0,20,11,10,8,0,5,0,29,8,4,0,0,0,0,10,30,12,4,3,0,0,52,14,0,0,0,0,0,17,18,12,3,0,0,0,35,19,20,10,3,0,0,49,70,73,22,7,4,0,178,52,56,15,5,3,0,130,82,111,23,10,11,0,238,18,17,0,9,4,0,49,383,345,105,41,44,5,931
POA2038,13,10,4,0,6,0,31,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,4,6,4,0,0,0,0,12,6,4,0,0,0,0,9,10,3,4,0,6,0,25,7,4,4,3,3,0,23,3,3,0,0,0,0,8,3,4,0,4,0,0,15,9,5,4,0,5,0,26,14,18,8,4,0,0,46,0,6,5,0,0,0,7,13,15,4,3,4,0,31,14,20,5,0,3,0,47,50,94,13,5,7,5,172,38,85,17,5,3,0,148,85,163,17,3,7,0,274,23,14,9,0,0,0,51,301,465,86,40,52,3,947
POA2039,18,9,5,0,0,0,29,0,3,0,0,0,0,3,0,3,3,0,0,0,9,3,0,0,0,0,0,7,5,0,0,0,0,0,4,4,0,0,0,0,0,13,7,9,5,0,3,0,25,10,7,8,0,0,0,21,5,3,4,0,0,0,17,4,11,6,5,0,0,20,6,0,3,0,0,0,11,15,17,7,6,4,0,44,3,4,0,3,0,0,19,7,16,8,0,0,0,26,9,22,3,5,7,0,50,62,80,22,9,0,0,169,50,82,12,10,0,0,164,78,175,14,3,4,0,277,15,9,3,0,3,0,40,305,446,104,36,38,4,942
POA2040,26,23,14,5,5,3,71,5,0,0,0,0,0,6,3,8,4,3,0,0,10,6,0,3,0,0,0,11,6,4,4,0,6,0,22,7,11,4,3,4,0,40,12,10,11,8,0,0,48,19,8,10,0,3,0,48,7,29,7,0,6,0,50,15,23,10,3,12,0,53,13,30,12,3,3,0,55,42,43,19,10,12,0,128,22,21,6,9,3,0,56,21,38,10,4,0,0,74,35,79,25,14,4,4,161,131,299,68,31,13,0,541,129,272,32,20,3,0,459,154,428,49,26,7,3,678,33,47,16,8,10,0,115,685,1386,304,151,96,10,2634
POA2041,30,19,9,3,3,0,69,5,0,0,0,0,0,7,5,3,0,0,0,0,13,4,0,3,0,0,0,13,6,6,0,0,0,0,10,13,8,9,0,0,0,31,12,4,3,4,3,0,24,7,6,9,0,0,0,26,10,3,0,0,0,0,12,11,3,6,0,0,0,24,11,10,3,0,0,0,23,12,19,3,3,3,0,37,8,6,0,0,0,0,21,11,16,3,3,0,0,38,24,20,7,9,4,0,63,76,94,31,9,11,6,219,84,96,28,8,4,0,221,150,342,73,25,8,4,597,22,37,14,5,8,3,95,484,704,207,67,60,17,1534
POA2042,24,17,5,0,3,0,43,0,0,0,0,0,0,0,3,5,6,0,0,0,20,10,5,4,0,0,0,15,6,4,0,0,0,0,13,10,10,7,0,3,0,28,6,10,4,0,0,0,25,13,9,8,0,0,0,32,17,11,0,8,5,0,46,11,12,5,0,5,0,33,23,11,3,6,0,0,43,37,20,8,4,9,0,75,18,11,8,0,0,0,39,20,32,5,0,0,0,59,48,45,11,9,0,0,108,129,118,23,10,4,9,296,102,105,20,7,3,0,231,129,150,15,7,3,7,305,23,20,7,3,4,0,54,641,585,128,54,51,10,1478
POA2043,12,0,3,0,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,4,0,0,0,0,0,9,9,4,5,0,0,0,12,10,8,4,3,0,0,29,20,6,4,3,0,0,38,6,6,0,0,0,0,16,10,6,0,3,3,0,24,12,4,0,0,0,0,21,31,21,3,4,6,0,71,25,11,0,0,0,0,40,25,21,0,6,5,0,49,51,26,4,6,0,0,89,149,94,8,6,0,0,260,77,65,8,3,0,0,153,59,45,3,0,0,0,111,22,10,0,0,5,0,41,533,343,53,43,30,4,1008
