SA3_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
10304,3296,417,242,3954,1959,775,76,34,2846,41,39,77,2919,390,195,3497,2250,730,72,43,3105,63,29,86,3190,434,219,3843,2051,739,101,24,2917,41,17,62,2978,528,195,3710,1746,741,103,30,2619,40,33,76,2697,733,225,3646,1273,799,99,25,2190,41,28,68,2256,1221,183,3667,492,514,62,22,1100,5,15,15,1118,1924,164,3201,209,304,30,8,554,0,13,12,567,2362,209,3135,110,188,10,19,325,0,0,0,332,4187,507,5021,18268,9117,1238,452,29064,536,481,1021,30091,15129,2985,48201
10401,1814,659,203,2680,1076,640,74,48,1837,61,28,89,1924,528,219,2672,1331,650,82,35,2101,71,45,114,2214,673,221,3117,1338,742,104,36,2217,54,40,92,2309,823,212,3345,1291,868,113,39,2317,79,55,129,2448,1232,258,3935,939,870,118,33,1955,71,63,138,2095,2040,249,4386,374,451,52,14,893,16,18,30,921,3147,238,4311,115,198,16,11,345,0,3,3,346,3384,240,3977,66,97,13,15,195,0,0,7,198,5654,595,6444,10519,7679,978,435,19616,754,533,1290,20908,21018,3176,45096
10402,4288,765,357,5404,2362,1372,133,71,3931,108,90,194,4125,727,358,5213,2773,1454,158,66,4443,119,74,191,4638,775,346,5757,2636,1505,149,68,4359,114,72,182,4541,1003,349,5899,2198,1588,235,45,4063,119,66,187,4250,1586,337,6167,1575,1644,195,49,3468,85,109,192,3661,2781,315,6757,620,899,112,20,1651,19,35,59,1704,4561,304,6574,165,395,34,16,606,0,7,7,612,4837,333,5784,77,159,16,20,264,0,7,6,272,8164,1089,9523,20683,16288,1857,752,39577,1190,1047,2231,41808,29306,5086,76197
10501,841,155,230,1230,463,162,18,14,654,22,7,32,690,160,194,1043,548,149,26,22,747,26,7,27,772,211,178,1163,699,191,31,21,934,29,14,39,978,236,252,1461,679,196,19,15,906,18,21,37,943,350,244,1537,561,227,43,20,852,21,15,40,881,456,230,1575,271,140,22,19,444,6,7,14,460,581,200,1240,111,92,11,10,228,0,0,3,229,700,190,1112,78,62,9,24,173,0,3,3,177,1278,357,1812,5757,2165,363,255,8536,281,162,438,8973,5345,2953,17273
10502,787,220,109,1117,468,167,31,17,676,30,9,36,716,195,112,1022,525,168,35,13,740,31,14,44,787,224,99,1112,553,182,30,15,779,26,11,39,814,293,107,1217,552,241,47,21,860,29,18,45,902,364,110,1379,452,235,50,15,757,19,18,40,796,627,91,1510,199,122,27,8,358,3,14,16,370,882,103,1356,62,58,11,0,139,0,0,0,139,931,83,1152,37,35,5,4,76,0,0,0,76,1670,278,2024,5026,2354,433,184,7994,284,182,460,8458,6446,1563,16461
10503,3463,633,444,4539,2114,750,77,47,2983,70,31,98,3083,521,424,4025,2162,683,84,46,2971,80,24,104,3077,626,405,4106,2258,787,93,56,3190,70,32,106,3294,692,426,4412,2148,810,120,55,3131,60,30,90,3226,896,442,4565,1619,891,118,53,2686,63,40,102,2788,1496,373,4657,728,580,83,23,1413,17,29,44,1452,2279,359,4092,332,277,29,23,658,0,10,11,672,2647,352,3670,205,214,20,29,471,0,3,3,471,5189,864,6529,21095,9790,1375,713,32969,829,537,1368,34335,18671,5932,58936
10601,4936,1130,278,6351,2734,1223,213,70,4240,110,49,158,4395,1018,294,5705,2870,1298,210,92,4471,117,50,165,4639,1103,275,6021,2895,1352,262,79,4583,100,64,164,4747,1301,303,6346,2335,1204,271,51,3865,98,54,157,4017,1782,293,6094,1499,1089,244,46,2878,65,71,139,3017,2869,287,6175,526,569,105,27,1235,19,23,40,1272,3867,241,5382,167,252,46,19,490,0,9,9,499,3861,257,4623,89,155,24,13,281,0,3,3,282,5705,525,6521,25518,14335,3014,849,43723,1260,956,2214,45937,28124,4163,78236
10602,5135,726,266,6135,3054,1247,166,50,4516,98,56,152,4668,697,221,5577,2939,1153,162,35,4290,70,43,116,4407,762,168,5341,2713,1118,188,33,4065,96,46,148,4206,865,166,5248,2184,955,190,30,3353,77,41,115,3470,1168,175,4808,1343,929,161,33,2464,60,46,105,2565,1979,168,4707,415,440,96,11,957,17,20,36,995,3063,119,4181,88,206,16,4,323,0,6,6,325,3198,156,3683,27,83,20,18,144,0,0,0,148,5024,438,5617,25171,13818,2506,557,42055,1112,891,2001,44054,21587,2791,68430
10603,3009,576,178,3761,1784,956,150,55,2946,80,46,126,3063,608,194,3873,2242,1098,147,60,3552,95,48,140,3691,706,237,4636,2157,1095,196,47,3495,92,40,131,3628,888,217,4737,2030,1280,261,54,3623,85,49,132,3758,1408,242,5409,1260,1153,227,32,2679,79,62,141,2821,2826,251,5894,459,599,101,14,1174,18,14,35,1210,4397,264,5869,104,290,46,11,455,0,14,17,471,5062,285,5812,55,157,22,16,248,0,4,7,255,7980,931,9169,16519,11532,2248,606,30904,946,696,1648,32550,27798,3561,63908
10604,1547,301,114,1957,978,367,52,25,1427,36,11,46,1473,271,117,1861,1049,359,57,28,1493,39,11,54,1544,299,134,1979,987,352,58,18,1409,27,15,39,1455,361,108,1923,907,368,76,20,1381,42,22,63,1438,486,131,2059,574,327,62,17,984,26,20,40,1027,726,101,1855,287,217,31,15,555,3,8,15,567,1001,108,1673,100,112,6,9,222,0,3,3,223,1102,97,1426,58,99,8,20,186,0,3,0,190,1921,240,2351,9062,4117,640,312,14141,375,251,627,14762,8088,1631,24478
10701,3947,917,230,5094,2251,1074,282,45,3647,74,49,122,3770,819,210,4798,2315,1086,270,40,3717,101,34,129,3852,958,224,5032,2083,965,280,40,3369,77,48,132,3495,1144,166,4807,1849,974,279,24,3125,57,35,96,3221,1596,168,4985,1129,820,216,28,2194,52,44,94,2282,2388,176,4849,314,345,112,13,788,7,9,17,801,3179,165,4148,63,138,31,6,238,0,5,7,246,3429,176,3856,28,48,16,9,100,4,0,5,109,6775,620,7502,18541,11224,3520,526,33809,1030,752,1777,35588,25993,3059,64634
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4
10703,5013,789,248,6051,2845,1416,333,51,4642,86,42,133,4774,744,247,5763,3108,1481,349,59,4998,98,56,150,5149,936,243,6329,2750,1430,388,52,4629,83,39,128,4755,1138,208,6096,2484,1436,388,49,4352,89,59,143,4500,1735,220,6454,1516,1199,327,34,3069,46,63,108,3178,3213,238,6627,482,606,177,20,1282,17,18,38,1324,4472,240,6037,109,241,46,9,396,5,3,7,403,4684,284,5366,43,99,24,13,179,0,0,5,178,7665,1062,8904,24231,15264,4543,670,44698,1080,846,1925,46628,30232,3990,80850
10704,6964,1169,344,8477,4112,2018,484,70,6676,151,78,223,6899,1157,322,8371,4489,1948,453,66,6960,149,80,227,7188,1210,350,8746,4134,1672,433,59,6291,118,60,178,6469,1500,282,8251,3380,1781,456,53,5665,130,84,214,5882,2136,282,8300,1940,1459,395,36,3832,72,87,156,3983,3690,257,7929,642,794,179,19,1641,18,28,49,1687,4873,273,6836,180,363,56,8,610,3,22,21,628,5200,245,6071,59,163,35,8,263,4,4,10,266,10163,1129,11564,34683,21964,6789,783,64220,1602,1643,3242,67465,39563,5207,112228
10801,1068,221,89,1383,604,375,57,24,1063,36,14,53,1112,261,108,1473,729,432,53,33,1251,34,20,55,1304,329,121,1757,762,521,81,33,1398,48,25,74,1465,421,118,2006,720,568,89,22,1407,39,32,70,1476,741,146,2355,528,626,81,21,1257,45,55,100,1357,1472,157,2983,208,344,40,15,609,11,16,23,635,2337,203,3178,79,135,18,9,242,0,4,3,250,2702,239,3189,38,96,11,19,164,0,0,0,161,4677,728,5566,5685,4959,673,299,11611,419,272,694,12304,14283,2273,28862
10802,1597,600,208,2411,910,603,52,41,1608,73,28,101,1710,536,199,2441,1091,657,61,37,1845,52,37,95,1937,623,214,2778,1133,704,88,43,1974,65,45,113,2088,787,234,3113,1139,868,136,57,2202,78,59,139,2340,1214,272,3829,810,929,123,37,1902,64,71,131,2030,2105,283,4417,338,465,62,19,881,21,31,51,933,3086,264,4280,134,195,16,10,352,0,7,5,361,3337,247,3949,71,133,20,22,247,0,0,0,254,5157,571,5979,8916,7424,952,480,17776,775,573,1345,19118,20416,3326,42862
10803,25,0,0,28,17,8,3,5,31,3,0,3,33,8,0,39,5,10,0,0,23,0,0,0,20,0,0,24,8,3,0,0,18,0,0,0,18,3,3,18,13,14,3,0,34,0,0,0,32,4,4,42,8,13,0,0,26,0,0,0,26,14,3,43,5,10,5,0,17,0,0,0,17,8,5,28,7,3,0,0,7,0,0,0,7,14,5,25,3,5,0,0,9,0,0,0,9,35,9,52,98,108,27,9,241,3,4,6,245,96,36,379
10804,3451,571,228,4255,2214,1156,112,43,3534,59,45,103,3632,573,186,4397,2690,1200,121,53,4062,82,49,130,4194,686,187,5070,2558,1316,148,47,4072,87,63,151,4220,941,216,5382,2167,1434,217,50,3865,89,66,158,4024,1453,240,5721,1452,1473,179,39,3135,69,105,173,3306,2810,242,6360,548,752,107,8,1412,25,35,60,1467,4705,269,6447,158,358,29,18,566,0,20,18,584,5834,323,6743,57,193,16,38,306,4,10,13,319,10806,983,12104,19261,14060,1726,553,35601,887,902,1789,37391,31829,3702,72918
10805,1917,462,194,2569,1066,594,82,49,1791,72,42,110,1903,536,196,2631,1325,774,75,34,2211,77,36,108,2323,614,210,3145,1413,819,105,49,2384,70,46,118,2501,790,221,3516,1368,939,111,52,2467,83,46,132,2597,1271,260,4130,1037,937,148,36,2165,81,55,137,2300,2299,312,4906,405,506,80,20,1014,22,29,50,1063,3565,280,4911,153,251,27,23,446,0,3,5,449,4028,305,4786,80,128,10,30,248,0,0,0,248,6435,721,7399,10914,8222,1069,546,20749,866,582,1448,22192,22515,3468,48177
10901,3380,511,274,4162,1977,951,91,35,3044,81,44,125,3175,552,214,3943,2040,897,92,29,3065,92,30,120,3182,528,221,3933,2114,876,115,41,3143,53,31,88,3232,658,249,4139,1824,899,121,40,2883,64,47,112,2990,905,236,4136,1358,964,138,24,2480,65,50,118,2593,1504,240,4337,533,602,79,18,1232,13,23,41,1270,2460,240,3963,144,295,21,8,473,0,4,8,481,2839,204,3525,76,129,15,28,253,3,0,5,258,5118,510,5885,18396,11030,1348,481,31254,807,667,1475,32729,18176,3374,54274
10902,525,86,107,716,308,144,15,9,477,9,4,16,488,68,96,654,410,145,16,17,585,12,6,19,602,91,114,806,433,141,25,11,605,17,6,20,627,127,107,863,478,181,18,9,687,22,4,31,722,187,124,1029,338,182,30,5,559,10,14,25,581,306,94,973,154,112,23,3,293,4,5,5,301,462,106,862,71,57,5,0,131,0,0,0,134,515,104,742,36,33,10,10,89,0,0,0,89,921,146,1147,3571,1718,245,141,5673,155,80,236,5910,3325,1399,10636
10903,1632,215,149,1996,1089,485,45,24,1641,25,13,38,1677,242,188,2105,1321,477,71,35,1904,32,18,47,1949,273,199,2415,1380,553,80,26,2047,36,16,51,2100,379,178,2655,1259,686,94,27,2066,39,23,60,2129,597,236,2956,1064,775,126,34,1988,41,37,85,2074,1241,270,3580,507,484,80,24,1098,8,19,24,1120,2181,253,3553,201,237,31,18,483,0,5,5,487,2735,282,3505,128,169,22,27,345,0,0,4,343,4547,771,5659,10937,6316,973,393,18620,352,274,628,19252,13873,3221,36343
11001,1635,303,166,2108,953,426,38,19,1437,30,16,54,1496,256,136,1883,1086,422,58,16,1578,35,25,56,1642,314,158,2112,1156,390,58,25,1623,30,17,53,1673,348,165,2186,1114,507,76,20,1717,32,22,58,1771,547,181,2501,763,521,86,28,1402,31,21,54,1452,796,154,2405,360,350,46,15,772,11,10,21,792,1225,140,2156,183,209,17,14,422,0,4,4,425,1413,137,1983,91,153,21,20,290,0,0,0,290,2772,446,3503,9694,5881,775,289,16638,442,419,857,17496,10401,2934,30827
11002,1300,353,213,1862,857,374,35,27,1301,46,27,77,1374,332,180,1884,988,450,39,27,1508,59,27,87,1595,429,228,2246,1084,432,54,22,1593,68,30,101,1695,535,252,2474,951,537,79,38,1599,59,26,83,1681,758,224,2663,858,554,69,37,1516,62,37,101,1612,1230,267,3104,400,375,39,17,821,9,16,25,854,1821,216,2889,232,200,20,21,466,0,0,0,470,2102,262,2838,169,177,21,39,408,0,0,0,407,3689,513,4613,8690,5128,590,405,14814,600,372,970,15787,13239,3091,32125
11003,1020,162,242,1422,684,236,24,26,969,19,9,26,992,160,255,1409,707,249,15,19,998,28,6,38,1038,174,247,1459,793,223,22,13,1059,36,7,47,1104,220,283,1606,765,278,34,33,1107,23,14,36,1145,312,310,1763,623,273,46,27,967,18,11,32,999,455,254,1712,312,185,18,10,521,10,3,13,532,580,173,1288,127,111,10,10,264,0,0,0,263,729,199,1192,84,67,7,9,172,0,0,0,172,1393,281,1841,7158,2891,397,281,10726,284,138,426,11150,5279,3220,19647
11004,4069,599,415,5088,2548,916,101,47,3619,83,47,126,3742,582,347,4675,2642,936,118,52,3747,95,41,132,3884,621,387,4883,2680,925,125,52,3776,97,41,140,3918,779,360,5053,2353,1025,156,41,3577,78,45,118,3697,1103,353,5156,1756,1024,156,44,2979,80,63,140,3117,1829,339,5286,810,683,80,26,1602,18,21,34,1637,2880,342,4857,274,347,47,23,690,4,6,10,695,3329,335,4361,138,206,30,42,411,0,8,8,423,6530,906,7857,24007,11633,1633,694,37966,1053,758,1810,39777,22265,5414,67450
11101,6821,886,287,7994,3959,2066,232,57,6317,121,76,197,6511,884,255,7659,4432,1930,243,56,6662,126,57,176,6841,1038,267,8150,4152,1946,286,58,6442,135,84,223,6669,1246,217,8134,3452,1910,314,33,5711,122,68,184,5895,1917,244,8059,2120,1622,303,34,4081,87,89,180,4262,3701,243,8205,621,862,147,16,1641,25,37,62,1708,5581,267,7558,150,368,55,4,584,6,14,15,603,6153,286,7033,53,195,37,16,294,0,5,4,301,11323,1034,12654,33163,21530,3530,672,58889,1427,1268,2698,61587,37806,4178,103573
11102,4196,646,213,5051,2341,1128,175,57,3701,90,45,133,3834,673,204,4721,2607,1141,176,53,3976,103,43,145,4122,780,200,5098,2505,1191,213,54,3966,83,32,109,4075,849,156,5082,2142,1173,208,41,3557,86,34,124,3681,1372,187,5240,1404,1026,223,39,2688,66,67,128,2812,2562,182,5563,433,555,106,9,1114,21,30,48,1159,3995,225,5378,91,243,36,8,377,5,14,11,396,4366,230,4993,40,114,9,4,168,0,5,4,167,8024,838,9036,21279,13035,2509,575,37394,1095,823,1922,39318,27200,3216,69737
11103,10342,1414,537,12294,5719,2648,330,81,8780,170,112,290,9069,1301,460,10829,5883,2444,283,88,8698,227,130,353,9048,1478,479,11005,5396,2416,335,70,8219,210,115,328,8542,1770,407,10721,4321,2364,369,50,7103,170,113,280,7386,2553,450,10389,2579,2087,365,53,5086,143,116,262,5343,4275,363,9979,860,1105,153,23,2147,47,42,89,2232,6198,419,8846,203,457,48,6,711,0,24,28,740,6694,427,7860,67,255,29,23,376,3,4,8,380,12555,1569,14503,50780,32910,5269,1090,90050,2307,2316,4619,94671,47118,7801,149592
