SA3_CODE_2021,C21_P_35_39_Tot_LF,C21_P_35_39_Not_LF,C21_P_35_39_LF_NS,C21_P_35_39_Tot,C21_P_40_44_Em_FT,C21_P_40_44_Em_PT,C21_P_40_44_Em_AFW,C21_P_40_44_Em_Hrs_NS,C21_P_40_44_Em_Tot,C21_P_40_44_Unem_Look_FT,C21_P_40_44_Unem_Look_PT,C21_P_40_44_Unem_Tot,C21_P_40_44_Tot_LF,C21_P_40_44_Not_LF,C21_P_40_44_LF_NS,C21_P_40_44_Tot,C21_P_45_49_Em_FT,C21_P_45_49_Em_PT,C21_P_45_49_Em_AFW,C21_P_45_49_Em_Hrs_NS,C21_P_45_49_Em_Tot,C21_P_45_49_Unem_Look_FT,C21_P_45_49_Unem_Look_PT,C21_P_45_49_Unem_Tot,C21_P_45_49_Tot_LF,C21_P_45_49_Not_LF,C21_P_45_49_LF_NS,C21_P_45_49_Tot,C21_P_50_54_Em_FT,C21_P_50_54_Em_PT,C21_P_50_54_Em_AFW,C21_P_50_54_Em_Hrs_NS,C21_P_50_54_Em_Tot,C21_P_50_54_Unem_Look_FT,C21_P_50_54_Unem_Look_PT,C21_P_50_54_Unem_Tot,C21_P_50_54_Tot_LF,C21_P_50_54_Not_LF,C21_P_50_54_LF_NS,C21_P_50_54_Tot,C21_P_55_59_Em_FT,C21_P_55_59_Em_PT,C21_P_55_59_Em_AFW,C21_P_55_59_Em_Hrs_NS,C21_P_55_59_Em_Tot,C21_P_55_59_Unem_Look_FT,C21_P_55_59_Unem_Look_PT,C21_P_55_59_Unem_Tot,C21_P_55_59_Tot_LF,C21_P_55_59_Not_LF,C21_P_55_59_LF_NS,C21_P_55_59_Tot,C21_P_60_64_Em_FT,C21_P_60_64_Em_PT,C21_P_60_64_Em_AFW,C21_P_60_64_Em_Hrs_NS,C21_P_60_64_Em_Tot,C21_P_60_64_Unem_Look_FT,C21_P_60_64_Unem_Look_PT,C21_P_60_64_Unem_Tot,C21_P_60_64_Tot_LF,C21_P_60_64_Not_LF,C21_P_60_64_LF_NS,C21_P_60_64_Tot,C21_P_65_69_Em_FT,C21_P_65_69_Em_PT,C21_P_65_69_Em_AFW,C21_P_65_69_Em_Hrs_NS,C21_P_65_69_Em_Tot,C21_P_65_69_Unem_Look_FT,C21_P_65_69_Unem_Look_PT,C21_P_65_69_Unem_Tot,C21_P_65_69_Tot_LF,C21_P_65_69_Not_LF,C21_P_65_69_LF_NS,C21_P_65_69_Tot,C21_P_70_74_Em_FT,C21_P_70_74_Em_PT,C21_P_70_74_Em_AFW,C21_P_70_74_Em_Hrs_NS,C21_P_70_74_Em_Tot,C21_P_70_74_Unem_Look_FT,C21_P_70_74_Unem_Look_PT,C21_P_70_74_Unem_Tot,C21_P_70_74_Tot_LF,C21_P_70_74_Not_LF,C21_P_70_74_LF_NS,C21_P_70_74_Tot,C21_P_75over_Emp_Wor_ft,C21_P_75over_Em_Work_pt,C21_P_75over_Em_Aw_fr_w,C21_P_75over_Emp_Hou_w_ns,C21_P_75over_Em_Tot,C21_P_75over_Unem_Lo_ft_w,C21_P_75over_Unem_Lo_pt_w,C21_P_75over_Unemp_Tot,C21_P_75over_Tot_lab_for,C21_P_75over_N_lab_forc,C21_P_75over_LF_NS,C21_P_75over_Tot,C21_P_Tot_Em_FT,C21_P_Tot_Em_PT,C21_P_Tot_Em_AFW,C21_P_Tot_Em_Hrs_NS,C21_P_Tot_Em_Tot,C21_P_Tot_Unem_Look_FT,C21_P_Tot_Unem_Look_PT,C21_P_Tot_Unem_Tot,C21_P_Tot_Tot_labo_for,C21_P_Tot_Not_LF,C21_P_Tot_LF_NS,C21_P_Tot_Tot
12503,6923,4006,1228,12159,3347,1463,759,145,5709,290,98,389,6094,3649,939,10683,3142,1336,661,131,5263,228,93,325,5589,3315,802,9707,2698,1156,649,130,4632,226,111,336,4967,3550,701,9215,2351,1061,671,103,4189,209,101,309,4504,3703,639,8842,1577,881,490,68,3018,131,96,232,3251,4070,555,7864,616,438,218,28,1307,29,35,64,1369,4740,488,6597,160,152,84,11,409,7,3,13,421,4713,409,5541,29,55,31,18,135,0,4,5,140,8086,1303,9526,27762,16213,8028,1754,53754,2987,1826,4813,58568,59101,11572,129241
12504,13396,2646,1019,17066,6396,1797,591,149,8939,326,125,451,9390,1824,648,11856,4322,1404,515,84,6325,203,85,290,6610,1635,453,8695,3341,1161,480,53,5039,196,70,262,5303,1600,388,7285,2759,1003,491,76,4326,148,77,222,4544,1944,326,6815,1695,835,374,38,2947,118,82,194,3141,2623,353,6116,675,476,186,21,1359,42,35,78,1437,3490,269,5197,197,226,83,7,516,12,11,26,541,3770,246,4556,50,114,39,18,216,3,0,7,227,7432,731,8390,45028,18920,6948,1518,72415,2955,1875,4822,77246,38395,7585,123226
12601,3536,547,144,4226,2366,765,177,33,3347,100,51,153,3499,560,112,4164,2134,708,153,38,3032,71,41,109,3142,570,91,3803,1781,679,180,17,2660,82,42,123,2781,555,72,3405,1620,667,166,26,2480,51,23,79,2557,743,85,3388,947,595,166,7,1717,42,45,87,1802,1200,74,3071,408,378,82,12,876,14,24,42,916,1798,69,2786,126,196,23,4,346,5,8,9,355,1806,47,2208,48,120,23,6,198,0,3,3,200,3506,231,3939,16389,7713,2268,308,26674,751,643,1392,28070,14972,1351,44393
12602,10669,1835,560,13067,5814,1977,468,104,8360,226,100,331,8691,1442,393,10526,4965,1681,400,79,7122,221,86,307,7427,1395,304,9120,4329,1651,434,62,6471,180,72,251,6730,1553,306,8585,3599,1676,441,62,5776,172,76,244,6023,2197,320,8540,2230,1429,387,52,4093,118,106,226,4319,3138,272,7729,896,915,233,21,2062,40,39,82,2142,4340,232,6718,311,455,87,12,870,8,21,31,894,4573,256,5729,99,242,47,12,398,0,9,9,408,9299,1255,10963,45291,20820,6709,1107,73919,2193,1642,3836,77755,39780,5682,123220
12701,8434,2825,616,11873,4208,1640,663,130,6636,204,101,308,6942,2390,496,9828,3658,1504,651,87,5899,193,104,297,6194,2220,428,8841,3043,1330,653,105,5133,147,72,223,5356,2376,355,8084,2505,1141,614,87,4352,154,92,242,4598,2741,369,7705,1584,820,434,65,2906,109,75,183,3085,3090,322,6496,526,393,203,23,1146,22,24,44,1192,3615,288,5089,113,151,46,7,320,4,3,8,329,3237,224,3793,42,53,22,6,124,0,5,4,127,4413,540,5088,32977,16466,8144,1364,58947,2067,1438,3501,62451,40237,5735,108424
12702,6380,4648,780,11806,3120,1543,777,142,5579,284,166,444,6022,4694,761,11485,3411,1774,963,165,6323,331,182,510,6832,4985,727,12547,3355,1661,997,177,6189,293,188,486,6670,5693,707,13069,3176,1565,993,117,5852,240,212,455,6306,6279,778,13364,2339,1248,796,90,4480,223,197,425,4901,7522,684,13106,851,614,351,30,1850,64,57,119,1965,8161,569,10693,181,193,115,8,499,5,11,14,516,7424,555,8495,47,71,47,8,174,0,7,4,172,11831,1630,13638,31066,17577,10283,1682,60601,3184,2446,5623,66225,84135,10243,160601
12703,7352,2676,789,10817,3899,1513,669,113,6195,240,107,346,6539,2458,657,9652,3662,1384,622,113,5780,243,87,328,6106,2282,510,8901,3226,1160,607,94,5087,177,82,261,5346,2293,434,8081,2547,954,579,72,4154,157,82,240,4394,2693,422,7512,1623,773,400,41,2851,133,70,200,3046,3127,354,6535,574,352,201,21,1148,24,30,58,1206,3552,295,5052,146,141,54,15,361,0,8,14,370,3460,299,4128,37,68,25,7,137,0,6,0,139,5752,1054,6947,30387,14431,7451,1202,53471,2336,1497,3835,57306,41497,7606,106411
12801,6589,816,309,7717,4019,1745,425,70,6255,91,47,139,6395,809,288,7487,4389,1946,474,54,6868,128,49,176,7045,942,287,8274,4058,1814,437,66,6376,138,56,190,6564,1059,274,7901,3246,1810,526,69,5644,125,67,184,5834,1551,217,7597,2114,1631,443,45,4229,92,73,160,4400,2629,186,7215,829,976,283,29,2115,18,50,69,2180,3887,189,6257,278,523,99,8,905,3,14,19,926,4511,209,5646,107,311,68,17,506,0,5,7,513,10167,870,11543,33816,18940,6096,725,59583,1072,897,1967,61548,31795,3877,97216
12802,6580,691,217,7485,4368,1920,384,56,6729,85,50,131,6865,776,161,7803,4692,1853,435,54,7041,90,49,141,7181,829,169,8185,4213,1648,406,40,6306,88,38,126,6435,861,162,7457,3395,1556,443,46,5437,89,62,154,5595,1225,142,6960,2168,1433,367,21,3988,52,66,117,4109,2445,140,6696,790,832,213,18,1849,11,23,33,1888,3808,131,5827,203,348,98,4,655,9,3,10,665,4332,161,5158,66,147,43,9,255,3,4,8,267,7465,1000,8725,33608,17715,5641,555,57516,900,866,1768,59283,27827,2872,89982
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,344,221,388,954,123,64,27,7,221,47,20,71,293,223,384,902,117,62,26,3,219,49,14,62,282,247,341,877,90,72,23,13,195,36,16,56,247,263,290,801,98,71,26,11,207,21,14,37,245,313,283,844,55,63,14,6,134,23,20,46,174,456,175,808,22,36,5,3,68,11,3,10,79,418,142,637,3,15,0,0,19,0,0,5,21,337,54,415,4,0,0,5,6,0,0,4,8,248,73,323,1229,910,284,87,2511,419,224,647,3161,3630,3319,10112
