SA3_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
12002,20267,23148,43411,21583,24220,45797,21917,24467,46391,11620,9651,21275,11864,9499,21364,11175,9687,20863,2267,4920,7186,2562,5293,7856,2876,4904,7787,604,937,1538,541,805,1340,1061,1514,2573,701,554,1261,639,625,1259,625,603,1226,15190,16070,31260,15598,16223,31816,15741,16704,32445,3720,5742,9464,4167,6138,10300,5112,6734,11849,4.6,3.5,4,4.1,3.8,4,4,3.6,3.8,74.9,69.4,72,72.3,67,69.5,71.8,68.3,69.9,71.5,67,69.1,69.3,64.4,66.7,69,65.8,67.3,2299,2787,5089,2800,3459,6259,3287,4202,7489,546,1000,1551,603,1074,1676,683,1220,1906,5570,7041,12607,6092,7474,13571,6830,8236,15061,1735,2405,4141,1770,2421,4190,1883,2401,4286,2323,1099,3418,2263,1077,3338,2258,1096,3348,112,179,292,104,160,267,125,191,314,223,347,572,282,449,731,313,437,746,2662,1626,4288,2649,1683,4332,2697,1717,4412,18273,20398,38671,19066,21048,40116,20753,22645,43395,4464,5221,9687,4667,4967,9627,4698,5208,9899,10371,11755,22128,11443,12864,24300,12725,14260,26990,10565,12083,22643,11197,12115,23310,11287,12269,23555
12003,56281,59600,115878,63566,66447,130012,68938,70876,139818,25403,17729,43140,28662,20151,48817,25964,20948,46907,8170,12093,20254,9835,14180,24018,11336,14380,25716,1789,1983,3769,1619,1860,3485,4862,4774,9631,2289,2176,4463,2709,2547,5254,2924,2176,5101,37654,33982,71629,42829,38738,81571,45087,42278,87362,14421,21686,36109,16561,23672,40233,20034,24983,45016,6.1,6.4,6.2,6.3,6.6,6.4,6.5,5.1,5.8,66.9,57,61.8,67.4,58.3,62.7,65.4,59.6,62.5,62.8,53.4,58,63.1,54.5,58.7,61.2,56.6,58.8,5403,4917,10318,6891,6946,13837,8760,9239,17997,881,1465,2344,1118,1761,2886,1328,2265,3597,11511,13239,24752,14993,16910,31904,18216,20022,38232,4855,5894,10746,5140,6284,11424,6684,7469,14153,6339,2978,9326,6547,3295,9844,6543,3714,10257,350,563,912,310,503,806,343,566,917,580,967,1543,802,1265,2066,920,1251,2175,7267,4508,11778,7648,5058,12713,7807,5532,13348,51884,54561,106443,54083,56934,111014,58891,61219,120105,10075,10536,20614,13896,13904,27799,16495,16118,32611,32412,34929,67344,33456,35989,69448,35059,37705,72765,25922,26680,52606,32395,32775,65165,37050,36557,73608
12101,38550,42720,81271,43399,47652,91055,45759,49986,95751,20996,13777,34765,23000,15726,38735,22508,16827,39336,4678,9432,14110,5467,10397,15857,6399,10107,16506,1097,1461,2559,930,1423,2355,2120,2904,5019,1168,1127,2304,1436,1437,2872,1335,1268,2599,27937,25795,53737,30833,28978,59815,32362,31100,63456,8738,15023,23762,10349,16279,26622,11790,16990,28776,4.2,4.4,4.3,4.7,5,4.8,4.1,4.1,4.1,72.5,60.4,66.1,71,60.8,65.7,70.7,62.2,66.3,69.4,57.7,63.3,67.7,57.8,62.5,67.8,59.7,63.6,5105,4373,9479,6672,6393,13066,8173,8291,16467,929,1434,2361,1060,1659,2714,1320,1958,3277,11702,12653,24358,13614,15033,28647,15469,17131,32605,3232,4851,8084,3474,4944,8423,3632,5096,8725,3368,1665,5028,3260,1785,5044,3302,1812,5114,187,328,519,160,316,472,182,348,538,449,788,1235,570,1039,1608,640,999,1639,4005,2781,6785,3990,3136,7123,4128,3160,7283,37755,40772,78526,40332,43170,83507,44203,47204,91404,7778,8360,16145,9664,10322,19987,10267,10708,20973,23010,25295,48306,23955,26080,50035,26922,29132,56051,19476,20851,40330,23945,25430,49383,24782,26161,50937
12102,29532,31355,60890,30984,33176,64158,34062,36178,70237,15857,9017,24880,16313,9672,25987,15951,10887,26839,3846,8212,12058,4170,8744,12915,4883,8541,13415,940,1116,2055,746,1012,1752,1798,2276,4069,967,941,1910,1002,1093,2096,1009,858,1873,21612,19290,40902,22230,20522,42753,23640,22557,46196,6872,11096,17969,7610,11444,19058,9441,12551,21991,4.5,4.9,4.7,4.5,5.3,4.9,4.3,3.8,4,73.2,61.5,67.2,71.7,61.9,66.6,69.4,62.4,65.8,69.9,58.5,64,68.5,58.6,63.4,66.4,60,63.1,2713,2142,4854,3563,3193,6758,4739,4638,9374,621,995,1612,687,1154,1842,852,1424,2279,6304,7237,13537,7221,8458,15685,8907,10343,19249,2916,3918,6838,2975,3952,6927,3264,4228,7489,5137,2188,7322,4845,2255,7103,4879,2511,7386,261,396,659,219,347,571,237,374,613,453,846,1302,576,1029,1609,581,994,1574,5856,3432,9287,5643,3632,9276,5700,3878,9575,31413,32666,64079,31621,33101,64720,35552,36769,72327,4470,4726,9198,5226,5517,10738,5928,6022,11952,21067,21889,42956,21605,22610,44213,23459,24367,47825,12309,13175,25485,13642,14480,28126,15825,16373,32194
12103,40882,46125,87007,44483,49936,94418,47520,52628,100149,20050,10617,30677,21489,12903,34383,21107,14149,35256,5408,11855,17262,6103,12437,18537,6831,11583,18415,1104,1396,2504,929,1218,2147,2093,2953,5044,1259,1077,2330,1451,1262,2716,1434,1134,2575,27822,24950,52771,29974,27814,57792,31473,29822,61291,11590,19505,31089,12838,20069,32903,14881,21394,36276,4.5,4.3,4.4,4.8,4.5,4.7,4.6,3.8,4.2,68.1,54.1,60.6,67.4,55.7,61.2,66.2,56.7,61.2,65,51.7,58,64.1,53.2,58.3,63.2,54.5,58.6,5932,3958,9889,7444,5897,13339,9324,8241,17566,923,1520,2441,1133,1803,2939,1383,2178,3567,12539,12794,25328,13829,15123,28949,15511,17109,32620,3530,5798,9328,3521,5485,9005,3657,5666,9328,3069,1492,4561,3025,1596,4620,2973,1657,4624,197,366,567,164,300,464,202,353,556,531,1006,1541,692,1333,2025,687,1228,1916,3800,2869,6665,3888,3226,7110,3860,3243,7103,43438,47354,90795,45883,49592,95473,50304,53932,104242,6722,7490,14213,7520,8127,15653,7899,8517,16421,29604,32323,61928,30188,32995,63183,34216,36851,71064,17924,19928,37853,21535,23221,44752,21487,23173,44663
12104,35785,40713,76497,37333,43419,80745,37650,44066,81717,20357,15942,36300,21041,17051,38089,19678,17152,36830,4117,7505,11618,4484,8328,12815,5015,7842,12868,1014,1351,2367,838,1314,2149,1580,2302,3877,968,960,1928,992,1079,2072,986,966,1951,26455,25759,52212,27350,27772,55125,27258,28267,55520,6154,11858,18006,7008,12433,19439,8817,13981,22797,3.6,3.7,3.7,3.6,3.9,3.8,3.6,3.4,3.5,73.9,63.3,68.3,73.3,64,68.3,72.4,64.1,67.9,71.2,60.9,65.7,70.6,61.5,65.7,69.8,62,65.6,4860,4560,9417,5983,6034,12017,7011,7322,14333,888,1531,2418,1020,1726,2744,1173,2029,3207,11758,12879,24642,12670,14550,27214,13679,15981,29657,3195,4907,8103,3141,4804,7948,3073,4778,7855,2546,1507,4048,2541,1485,4022,2565,1538,4103,155,278,432,128,293,423,151,251,402,352,784,1133,495,947,1436,498,917,1416,3045,2569,5608,3160,2722,5888,3217,2709,5924,29245,33180,62424,30911,35358,66271,32775,37342,70116,8420,9356,17777,8290,9371,17662,9221,10653,19870,15256,18118,33373,16495,19599,36100,18552,21881,40428,20477,22428,42905,21651,24225,45878,21622,24386,46004
12201,15597,16630,32233,16456,17557,34016,17069,18376,35449,8396,5211,13605,8997,5732,14724,8641,6081,14725,2023,3969,5986,2135,4358,6503,2465,4127,6597,470,608,1075,415,559,971,735,1102,1840,402,368,776,403,443,846,422,395,816,11287,10147,21440,11953,11089,23038,12265,11718,23981,3188,5444,8635,3389,5306,8693,4139,5991,10133,3.6,3.7,3.6,3.4,4,3.7,3.4,3.4,3.4,72.4,61,66.5,72.6,63.2,67.7,71.8,63.7,67.6,69.8,58.8,64.1,70.2,60.7,65.3,69.4,61.6,65.3,1623,1321,2948,2042,1840,3878,2537,2375,4907,342,519,854,405,630,1035,443,708,1147,4456,4681,9140,5168,5423,10594,5900,6338,12240,1483,2184,3667,1439,2127,3562,1439,2071,3508,1757,776,2529,1704,777,2483,1583,774,2356,98,154,251,68,138,203,77,172,247,215,326,539,272,464,737,281,470,748,2069,1250,3320,2042,1382,3426,1939,1416,3358,14275,15164,29435,15051,15833,30879,16184,17221,33402,3583,3751,7337,3366,3562,6935,3763,4012,7779,8259,8957,17217,8979,9635,18611,9902,10769,20671,8367,8746,17110,8815,9180,17990,9140,9510,18655
12202,22065,23668,45728,23407,25280,48689,25128,26911,52040,11161,5803,16966,11479,6212,17689,10509,6204,16715,3128,6975,10103,3447,7712,11155,4258,7116,11372,771,842,1614,647,702,1350,1314,1855,3170,513,517,1035,520,510,1031,566,453,1016,15578,14142,29716,16090,15142,31227,16650,15622,32269,5480,8491,13972,6155,8730,14887,7389,9984,17374,3.3,3.7,3.5,3.2,3.4,3.3,3.4,2.9,3.2,70.6,59.8,65,68.7,59.9,64.1,66.2,58.1,62,68.3,57.6,62.7,66.5,57.9,62,64,56.4,60.1,1243,976,2223,1584,1341,2923,1999,1870,3872,313,658,968,402,739,1145,441,929,1369,3936,4390,8328,4507,5346,9850,5471,6591,12057,2342,3490,5835,2419,3771,6194,2548,4049,6601,4989,1730,6721,5232,1875,7114,5258,2008,7269,169,309,478,140,291,433,126,329,463,368,731,1098,539,949,1489,612,923,1536,5524,2774,8299,5911,3117,9026,5996,3265,9266,22792,24073,46863,23644,24737,48383,25731,26960,52683,3628,3839,7465,3513,3743,7262,3724,3890,7614,15391,16138,31529,15890,16676,32569,18019,19028,37044,9395,10030,19426,10334,11023,21359,10147,10549,20698
12203,54446,57990,112432,57984,62339,120319,61656,65679,127337,29363,16907,46273,30455,18415,48872,28361,19186,47545,6825,15377,22206,7819,17183,25000,9831,16298,26125,1744,2064,3810,1448,1966,3417,3383,4751,8129,1410,1202,2608,1440,1323,2767,1482,1191,2675,39340,35546,74890,41166,38891,80054,43063,41419,84479,12776,20156,32940,13829,20132,33963,16519,21909,38427,3.6,3.4,3.5,3.5,3.4,3.5,3.4,2.9,3.2,72.3,61.3,66.6,71,62.4,66.5,69.8,63.1,66.3,69.7,59.2,64.3,68.5,60.3,64.2,67.4,61.3,64.2,2961,2582,5543,3969,3836,7807,5243,5293,10537,843,1408,2255,994,1766,2762,1226,2290,3519,10031,11436,21465,11635,14027,25655,14138,17296,31435,5500,7813,13311,5795,8277,14075,6115,8656,14771,11460,4175,15635,11578,4692,16269,11645,4825,16476,420,799,1223,411,684,1095,423,803,1226,906,1615,2522,1232,2123,3351,1215,2058,3276,12786,6591,19385,13222,7496,20718,13284,7686,20969,55802,58164,113963,58443,61091,119538,63514,65900,129419,9680,10011,19683,9228,9614,18846,10194,10653,20842,36674,38701,75373,38940,40820,79763,42904,44716,87620,24280,25247,49522,26105,27269,53377,27125,28302,55423
12301,18894,20328,39225,22745,24776,47518,27005,29139,56141,11765,6423,18184,13769,7848,21618,13147,8528,21676,1772,5439,7213,2353,6746,9100,3871,7119,10989,679,873,1557,669,965,1636,2180,2694,4877,548,565,1114,667,739,1409,600,581,1178,14765,13311,28070,17464,16295,33756,19791,18928,38714,3534,6444,9977,4415,7478,11896,6368,9239,15609,3.7,4.3,4,3.8,4.5,4.2,3,3.1,3,78.1,65.5,71.6,76.8,65.8,71,73.3,64.9,69,75.2,62.7,68.7,73.8,62.8,68.1,71.1,63,66.9,426,441,860,635,789,1421,993,1338,2330,184,332,515,246,501,743,319,737,1052,1598,2538,4134,2114,3484,5599,2765,4587,7355,1503,2153,3653,2046,2986,5030,2440,3643,6087,5832,2188,8026,6946,3072,10017,8230,4057,12285,159,390,549,165,445,612,207,491,695,237,561,795,410,700,1113,514,820,1338,6225,3137,9367,7523,4221,11744,8951,5370,14319,20702,21767,42468,24219,25621,49831,29805,31426,61229,3638,3891,7531,3989,4248,8240,4484,4656,9137,12984,13670,26652,14855,15677,30537,18833,19624,38456,9443,10177,19624,11838,12717,24552,13043,14059,27105
12302,55541,59439,114977,60350,64046,124392,67483,71395,138878,27991,16259,44252,28882,17182,46064,24162,16875,41033,5471,11639,17113,6830,12816,19648,8064,12632,20694,2123,1998,4121,1801,1799,3592,6471,5020,11489,2664,2522,5187,2832,3050,5883,2591,2352,4946,38252,32427,70678,40343,34853,75191,41284,36878,78166,14204,23654,37856,16441,25243,41686,22091,30035,52128,7,7.8,7.3,7,8.8,7.8,6.3,6.4,6.3,68.9,54.6,61.5,66.8,54.4,60.4,61.2,51.7,56.3,64.1,50.3,57,62.2,49.7,55.7,57.3,48.4,52.7,1378,1200,2584,2409,2270,4674,3977,3878,7863,346,542,884,476,733,1210,656,1163,1822,4185,5621,9810,5651,7570,13216,8294,10875,19172,3402,4685,8091,4345,6179,10530,5316,7123,12443,13162,5907,19065,13699,7219,20924,13855,8374,22230,612,1177,1790,545,1139,1687,591,1218,1804,672,1388,2053,1108,1780,2896,1052,1746,2800,14448,8464,22915,15357,10147,25505,15501,11334,26833,59526,62077,121604,60819,63020,123841,70657,73260,143921,7879,8322,16199,9931,10257,20184,10444,10655,21100,41844,43389,85240,41747,43152,84901,45047,46463,91507,20677,22328,43008,25418,26699,52121,30651,32209,62857
12303,13911,14226,28135,15835,16343,32174,17766,18163,35926,7684,3771,11454,8500,4476,12980,7930,4582,12515,1321,3841,5158,1641,4357,6000,2375,4540,6911,553,533,1088,546,622,1170,1326,1423,2749,390,418,812,397,471,864,351,330,682,9948,8568,18515,11081,9929,21010,11984,10878,22864,3330,5053,8384,3826,5468,9294,4833,6316,11146,4,4.9,4.4,3.6,4.7,4.1,2.9,3,3,71.5,60.2,65.8,70,60.8,65.3,67.4,59.9,63.6,68.7,57.3,62.9,67.5,57.9,62.6,65.5,58.1,61.7,233,284,526,317,474,798,392,651,1048,114,217,326,127,288,415,149,378,523,806,1432,2236,1031,1791,2824,1196,2306,3503,786,1332,2116,1070,1886,2955,1266,2177,3441,4744,1600,6341,5561,2222,7786,6448,2780,9228,115,306,415,128,342,466,131,356,484,166,386,555,300,527,823,313,560,875,5022,2290,7311,5985,3087,9076,6895,3696,10592,15314,15233,30544,16513,16561,33078,18975,18882,37863,1951,2115,4062,2406,2515,4925,2498,2585,5082,10992,10916,21911,11178,11011,22192,13052,12872,25921,5050,5299,10352,6665,7063,13732,7022,7294,14315
12401,29011,31916,60927,29801,32851,62650,30815,33518,64330,13472,7561,21035,13099,7861,20962,11566,7607,19172,3924,8528,12451,4255,8872,13135,4776,8016,12788,938,1111,2049,759,951,1711,1890,2371,4265,1019,833,1851,938,844,1776,863,592,1452,19351,18035,37382,19053,18520,37578,19097,18588,37680,8207,12378,20583,9343,12864,22212,10676,13789,24467,5.3,4.6,5,4.9,4.6,4.7,4.5,3.2,3.9,66.7,56.5,61.4,63.9,56.4,60,62,55.5,58.6,63.2,53.9,58.3,60.8,53.8,57.1,59.2,53.7,56.3,1525,1582,3110,1926,2254,4179,2528,3256,5782,645,1060,1705,706,1325,2027,843,1583,2426,4081,5801,9887,4502,6506,11010,5333,7458,12793,2697,3795,6490,3037,4313,7349,3105,4347,7455,7036,3057,10095,7190,3431,10629,7270,3660,10934,310,510,817,264,438,709,280,478,757,493,888,1382,665,1047,1714,626,954,1585,7843,4456,12291,8126,4924,13048,8182,5086,13271,30409,32640,63046,30048,32316,62369,32038,34233,66274,4001,4399,8399,4076,4305,8382,4077,4259,8338,21332,22775,44109,21374,23009,44381,23049,24695,47739,11037,12240,23277,11645,12675,24325,11419,12143,23561
12402,0,5,8,5,0,5,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,33.3,0,20,25,0,25,75,0,42.9,33.3,0,20,25,0,25,75,0,42.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,5,9,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,5,0,3,0,0,6,3,0,3,3,0,3
12403,47018,50147,97165,53197,56465,109652,60582,64499,125085,26552,15173,41731,29343,17362,46699,27270,18805,46072,4523,11919,16441,5493,13436,18931,8265,13483,21747,1879,1960,3843,1505,1968,3481,4532,5270,9800,1720,1599,3318,1925,1944,3866,1760,1612,3375,34674,30661,65335,38266,34708,72975,41832,39170,81001,10152,17354,27503,12075,18843,30922,15541,21886,37429,5,5.2,5.1,5,5.6,5.3,4.2,4.1,4.2,73.7,61.1,67.2,71.9,61.5,66.6,69,60.7,64.8,70.1,57.9,63.8,68.3,58,63,66.1,58.2,62.1,941,927,1867,1598,1874,3464,2543,3143,5689,374,611,981,442,843,1288,633,1291,1925,3312,4983,8299,4375,6809,11182,6156,9464,15619,3042,4245,7291,3970,5814,9783,4681,6978,11660,13178,5686,18866,14725,7361,22089,16532,9235,25762,486,1049,1541,405,998,1395,559,1134,1701,591,1245,1837,960,1572,2529,996,1511,2514,14256,7978,22236,16089,9924,26018,18088,11882,29971,50815,52766,103581,53485,55670,109156,63047,65066,128110,6902,7347,14253,9084,9449,18538,10122,10875,21001,34885,36167,71049,35332,36480,71813,39687,40901,80593,18562,19813,38380,24015,25641,49665,28531,30459,58986
12404,13880,14278,28154,14571,15044,29612,15312,15804,31115,7312,3851,11161,7171,4096,11271,6019,3865,9887,1282,3393,4677,1557,3473,5030,2053,3332,5375,552,499,1049,430,448,882,1067,1158,2221,458,511,969,432,478,917,381,317,699,9595,8257,17856,9589,8499,18095,9520,8668,18189,3608,5421,9033,4120,5633,9751,4916,6261,11172,4.7,6.2,5.4,4.5,5.7,5,4,3.7,3.8,69.1,57.9,63.4,65.8,56.5,61.1,62.2,54.8,58.4,65.9,54.3,60,62.9,53.3,58,59.7,52.8,56.2,228,220,448,285,334,620,440,575,1022,77,160,242,93,219,309,135,324,461,708,1274,1981,759,1496,2258,1026,1808,2829,818,1236,2049,917,1441,2356,1039,1710,2741,3939,1715,5656,4238,2083,6321,4355,2321,6674,143,327,471,120,278,396,122,320,447,137,363,501,247,452,700,243,409,650,4217,2405,6623,4603,2812,7410,4710,3056,7766,13893,14518,28406,13562,14267,27831,14469,15046,29518,2294,2302,4594,2202,2273,4477,2377,2484,4856,9215,9682,18895,9327,9709,19032,9551,9906,19452,5780,6060,11840,5793,6221,12010,6259,6685,12946
12405,20195,20677,40874,21065,21809,42864,22124,22605,44725,10840,6146,16986,10842,6443,17284,8544,5806,14342,1831,4317,6153,2228,4436,6665,2791,4136,6931,866,748,1614,622,667,1291,1758,1535,3298,859,852,1708,930,943,1870,797,687,1486,14404,12054,26458,14620,12493,27110,13891,12167,26059,4688,7593,12277,5107,7854,12961,6627,8746,15373,6,7.1,6.5,6.4,7.5,6.9,5.7,5.7,5.7,71.3,58.3,64.7,69.4,57.3,63.2,62.8,53.8,58.3,67.1,54.2,60.6,65,53,58.9,59.2,50.8,54.9,280,268,545,448,451,901,670,714,1380,78,148,229,104,206,308,128,297,423,1191,1671,2860,1472,2051,3523,1926,2721,4652,1063,1496,2561,1258,1960,3216,1440,2150,3590,5013,2199,7209,5148,2848,7997,5217,3069,8288,204,410,618,202,392,595,212,391,606,207,479,688,373,573,947,340,596,935,5427,3095,8523,5719,3808,9528,5773,4059,9830,21519,21834,43349,21102,21302,42407,22879,22888,45768,2744,2930,5677,3160,3326,6487,3107,3159,6268,15574,15836,31407,15239,15258,30492,15634,15583,31215,6948,7213,14167,7823,8277,16107,8638,8875,17512
