SA3_CODE_2021,C21_P_NatPhy_sci_15_19,C21_P_NatPhy_sci_20_24,C21_P_NatPhy_sci_25_34,C21_P_NatPhy_sci_35_44,C21_P_NatPhy_sci_45_54,C21_P_NatPhy_sci_55_64,C21_P_NatPhy_sci_65_74,C21_P_NatPhy_sci_75_84,C21_P_NatPhy_sci_85over,C21_P_NatPhy_sci_Tot,C21_P_InfTec_15_19,C21_P_InfTec_20_24,C21_P_InfTec_25_34,C21_P_InfTec_35_44,C21_P_InfTec_45_54,C21_P_InfTec_55_64,C21_P_InfTec_65_74,C21_P_InfTec_75_84,C21_P_InfTec_85over,C21_P_InfTec_Tot,C21_P_EngRT_15_19,C21_P_EngRT_20_24,C21_P_EngRT_25_34,C21_P_EngRT_35_44,C21_P_EngRT_45_54,C21_P_EngRT_55_64,C21_P_EngRT_65_74,C21_P_EngRT_75_84,C21_P_EngRT_85over,C21_P_EngRT_Tot,C21_P_ArchBuild_15_19,C21_P_ArchBuild_20_24,C21_P_ArchBuild_25_34,C21_P_ArchBuild_35_44,C21_P_ArchBuild_45_54,C21_P_ArchBuild_55_64,C21_P_ArchBuild_65_74,C21_P_ArchBuild_75_84,C21_P_ArchBuild_85over,C21_P_ArchBuild_Tot,C21_P_AgEnv_RS_15_19,C21_P_AgEnv_RS_20_24,C21_P_AgEnv_RS_25_34,C21_P_AgEnv_RS_35_44,C21_P_AgEnv_RS_45_54,C21_P_AgEnv_RS_55_64,C21_P_AgEnv_RS_65_74,C21_P_AgEnv_RS_75_84,C21_P_AgEnv_RS_85over,C21_P_AgEnv_RS_Tot,C21_P_Health_15_19,C21_P_Health_20_24,C21_P_Health_25_34,C21_P_Health_35_44,C21_P_Health_45_54,C21_P_Health_55_64,C21_P_Health_65_74,C21_P_Health_75_84,C21_P_Health_85over,C21_P_Health_Tot,C21_P_Educ_15_19,C21_P_Educ_20_24,C21_P_Educ_25_34,C21_P_Educ_35_44,C21_P_Educ_45_54,C21_P_Educ_55_64,C21_P_Educ_65_74,C21_P_Educ_75_84,C21_P_Educ_85over,C21_P_Educ_Tot,C21_P_MngtCom_15_19,C21_P_MngtCom_20_24,C21_P_MngtCom_25_34,C21_P_MngtCom_35_44,C21_P_MngtCom_45_54,C21_P_MngtCom_55_64,C21_P_MngtCom_65_74,C21_P_MngtCom_75_84,C21_P_MngtCom_85over,C21_P_MngtCom_Tot,C21_P_Soc_cult_15_19,C21_P_Soc_cult_20_24,C21_P_Soc_cult_25_34,C21_P_Soc_cult_35_44,C21_P_Soc_cult_45_54,C21_P_Soc_cult_55_64,C21_P_Soc_cult_65_74,C21_P_Soc_cult_75_84,C21_P_Soc_cult_85over,C21_P_Soc_cult_Tot,C21_P_Creative_art_15_19,C21_P_Creative_art_20_24,C21_P_Creative_art_25_34,C21_P_Creative_art_35_44,C21_P_Creative_art_45_54,C21_P_Creative_art_55_64,C21_P_Creative_art_65_74,C21_P_Creative_art_75_84,C21_P_Creative_art_85over,C21_P_Creative_art_Tot,C21_P_FoodHos_PS_15_19,C21_P_FoodHos_PS_20_24,C21_P_FoodHos_PS_25_34,C21_P_FoodHos_PS_35_44,C21_P_FoodHos_PS_45_54,C21_P_FoodHos_PS_55_64,C21_P_FoodHos_PS_65_74,C21_P_FoodHos_PS_75_84,C21_P_FoodHos_PS_85over,C21_P_FoodHos_PS_Tot,C21_P_MixFld_pr_15_19,C21_P_MixFld_pr_20_24,C21_P_MixFld_pr_25_34,C21_P_MixFld_pr_35_44,C21_P_MixFld_pr_45_54,C21_P_MixFld_pr_55_64,C21_P_MixFld_pr_65_74,C21_P_MixFld_pr_75_84,C21_P_MixFld_pr_85over,C21_P_MixFld_pr_Tot,C21_P_FldStu_ID_15_19,C21_P_FldStu_ID_20_24,C21_P_FldStu_ID_25_34,C21_P_FldStu_ID_35_44,C21_P_FldStu_ID_45_54,C21_P_FldStu_ID_55_64,C21_P_FldStu_ID_65_74,C21_P_FldStu_ID_75_84,C21_P_FldStu_ID_85over,C21_P_FldStu_ID_Tot,C21_P_FldStu_NS_15_19,C21_P_FldStu_NS_20_24,C21_P_FldStu_NS_25_34,C21_P_FldStu_NS_35_44,C21_P_FldStu_NS_45_54,C21_P_FldStu_NS_55_64,C21_P_FldStu_NS_65_74,C21_P_FldStu_NS_75_84,C21_P_FldStu_NS_85over,C21_P_FldStu_NS_Tot,C21_P_Tot_15_19,C21_P_Tot_20_24,C21_P_Tot_25_34,C21_P_Tot_35_44,C21_P_Tot_45_54,C21_P_Tot_55_64,C21_P_Tot_65_74,C21_P_Tot_75_84,C21_P_Tot_85over,C21_P_Tot_Tot
10304,0,34,131,145,146,121,84,36,5,713,0,24,90,116,74,64,38,11,0,413,21,207,847,766,734,647,482,240,75,4008,32,163,332,333,303,261,167,92,24,1705,14,46,213,225,284,235,203,112,20,1348,23,206,889,801,660,676,479,228,55,4019,10,92,466,521,486,437,509,189,50,2752,39,188,898,1068,1121,904,570,219,45,5046,28,196,692,703,656,506,329,93,21,3229,3,54,198,180,123,91,59,38,9,754,43,158,447,362,267,163,105,34,14,1594,0,15,11,5,4,4,4,4,0,49,6,15,54,64,73,49,40,19,7,325,259,262,550,550,573,556,568,443,266,4029,469,1648,5810,5838,5497,4718,3652,1751,591,29975
10401,0,8,41,54,51,71,83,26,6,344,0,20,55,55,65,60,36,9,0,296,13,124,418,431,530,801,830,404,104,3654,25,74,211,230,255,391,367,125,39,1709,22,42,126,152,166,162,103,36,8,807,27,89,399,408,459,591,503,203,45,2735,3,53,260,341,349,476,500,176,55,2212,31,142,446,559,695,797,680,250,61,3672,21,155,473,514,611,652,389,112,24,2944,6,26,91,110,86,96,90,51,9,576,41,146,300,293,288,232,139,61,6,1505,7,4,0,0,0,3,6,0,0,26,3,15,34,47,58,79,54,26,7,317,276,345,908,849,781,761,779,592,338,5628,474,1237,3770,4034,4404,5168,4564,2079,700,26424
10402,3,33,132,176,208,171,204,81,19,1031,9,42,166,166,111,128,87,24,4,742,35,188,712,738,880,1157,1167,626,168,5668,21,141,462,514,550,626,507,222,62,3107,21,61,291,327,358,290,193,48,23,1606,35,233,924,979,1084,1175,838,354,88,5692,9,108,597,803,803,908,1058,418,83,4784,71,251,1104,1359,1545,1458,1156,429,97,7475,29,202,870,1052,1197,1151,862,234,47,5651,19,68,279,336,298,255,195,61,17,1524,68,206,594,589,521,378,255,104,16,2734,8,7,17,3,7,7,14,15,14,91,10,32,87,101,134,126,102,34,7,632,441,343,916,929,933,868,907,873,606,6833,777,1911,7145,8069,8628,8699,7540,3536,1255,47568
10501,0,3,21,19,25,25,3,3,0,99,0,4,8,11,3,8,5,0,0,47,13,64,269,188,190,253,151,57,17,1208,5,21,65,59,56,61,47,24,5,333,12,29,102,89,110,121,45,19,6,544,7,46,202,121,116,148,89,40,5,778,9,35,196,165,178,148,70,20,3,823,10,35,232,190,196,172,78,28,5,948,12,40,183,163,131,125,60,14,0,725,0,6,17,15,19,21,21,4,0,101,12,17,91,71,62,43,29,7,3,330,6,0,0,0,0,0,0,0,0,13,3,7,14,14,30,19,16,4,0,107,260,222,499,490,497,552,478,342,129,3467,340,536,1917,1600,1612,1695,1091,556,177,9532
10502,0,4,11,18,15,19,10,9,6,85,0,3,27,38,31,28,14,6,0,142,15,77,263,240,240,278,246,101,24,1495,3,24,65,43,44,79,72,34,4,366,4,16,45,33,35,38,26,3,0,194,15,70,225,180,134,249,113,43,9,1027,9,22,180,112,139,118,72,20,8,673,5,35,188,197,219,225,117,35,12,1031,6,43,182,149,173,175,100,20,5,842,0,6,29,14,6,12,11,4,3,94,12,36,108,84,82,58,49,16,6,446,0,0,6,0,0,3,3,0,0,11,5,4,8,22,24,17,14,4,0,88,150,145,300,284,279,274,281,207,153,2069,216,487,1627,1405,1412,1569,1125,506,223,8574
10503,0,16,113,94,79,62,39,22,8,437,0,27,143,123,52,54,34,3,0,421,45,222,900,707,728,769,575,288,77,4295,22,136,396,315,269,310,178,88,27,1742,25,112,324,326,337,331,228,126,28,1829,26,211,969,690,554,653,474,217,76,3868,16,117,589,649,604,492,435,170,40,3107,17,194,1335,1125,1027,929,536,201,30,5414,32,225,827,728,682,589,306,72,19,3471,0,38,145,103,83,53,46,24,6,503,36,141,435,356,276,201,140,60,8,1668,0,9,18,6,7,6,0,3,0,58,4,12,85,63,73,57,41,28,3,375,509,522,1486,1267,1128,1075,968,816,406,8176,741,1992,7767,6550,5893,5582,3992,2122,736,35359
10601,0,18,109,136,123,122,112,43,8,659,7,31,139,125,111,100,47,8,0,568,80,476,2073,1833,1865,1820,1237,481,96,9955,32,180,452,427,400,403,265,132,32,2323,33,97,208,261,239,192,90,23,4,1157,37,238,801,759,737,842,615,197,47,4277,7,158,556,617,514,469,481,135,29,2963,85,441,1565,1553,1432,1223,684,196,43,7211,74,332,1010,885,846,711,433,105,15,4405,19,94,199,188,150,122,108,45,8,930,97,249,828,678,527,302,155,59,5,2909,7,5,13,3,6,3,8,0,0,45,11,23,99,97,124,93,53,23,5,528,455,580,1382,1213,1109,950,868,610,273,7435,936,2929,9437,8758,8168,7351,5162,2056,567,45371
10602,0,42,152,178,156,110,104,35,6,777,3,48,222,211,103,80,47,6,0,720,52,378,1715,1619,1406,1366,976,457,85,8055,36,211,488,417,322,298,226,110,32,2141,24,52,154,184,146,117,67,26,8,773,38,242,1100,968,815,740,489,185,46,4619,17,161,706,684,637,531,478,186,52,3448,76,405,1699,1887,1615,1173,653,247,56,7800,61,375,1172,1101,889,644,343,109,23,4715,29,115,297,223,154,75,69,24,5,997,70,254,736,590,435,236,128,53,13,2524,8,12,11,7,0,7,3,0,0,43,3,21,93,104,104,76,51,18,7,478,231,266,720,668,507,488,457,424,254,4006,644,2583,9256,8846,7291,5931,4093,1880,586,41110
10603,5,21,77,113,134,150,156,64,16,734,0,19,81,98,106,107,79,22,0,520,42,205,819,938,1225,1597,1540,857,192,7426,23,138,325,370,442,500,416,249,50,2514,17,47,113,150,200,134,93,64,11,837,19,130,504,541,684,838,699,315,73,3796,13,74,323,462,466,567,742,280,61,2990,42,227,813,1104,1273,1411,1195,570,92,6727,37,216,547,706,728,822,585,213,30,3885,29,55,138,154,146,147,107,62,17,864,82,177,459,443,441,306,271,126,11,2320,0,5,0,5,3,0,6,7,0,29,7,15,57,85,104,101,91,52,9,506,258,234,531,517,662,720,868,891,479,5162,590,1554,4778,5697,6618,7388,6849,3791,1049,38309
10604,0,8,38,32,29,19,20,8,6,157,0,3,21,19,19,16,7,0,0,94,28,170,655,605,588,567,304,130,39,3095,9,36,134,101,114,102,93,26,3,616,11,82,186,151,138,112,61,36,10,783,19,70,265,224,210,230,180,67,17,1287,4,32,195,199,190,175,132,46,14,991,14,104,424,422,441,333,177,66,15,1995,11,54,206,220,236,187,109,20,7,1048,4,17,50,41,31,31,15,8,0,198,8,74,166,160,145,97,48,23,0,719,3,0,6,0,0,3,0,0,0,19,5,8,45,54,46,28,14,0,0,198,172,139,431,403,370,342,323,220,144,2550,282,804,2816,2642,2551,2232,1492,670,254,13737
10701,0,58,176,142,118,115,88,46,3,752,12,45,239,287,130,102,37,7,0,857,33,233,1073,1072,1241,1443,1061,520,149,6833,38,237,594,440,426,335,225,146,42,2479,8,28,123,110,108,73,41,12,6,509,25,250,803,723,631,537,356,135,31,3490,10,134,636,575,443,413,409,143,50,2815,67,369,1273,1478,1343,1016,589,195,35,6367,54,395,1069,996,901,749,324,95,16,4585,25,129,271,213,148,105,59,31,7,973,68,248,528,512,368,234,139,69,12,2182,9,6,5,0,6,8,5,12,20,75,13,26,85,95,96,71,43,28,13,468,258,242,664,609,587,526,499,575,382,4339,615,2398,7544,7239,6544,5724,3875,2012,770,36722
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10703,0,73,173,173,175,147,161,59,10,975,4,38,172,223,164,111,68,15,0,792,35,304,1257,1276,1490,1799,1522,671,207,8556,74,385,781,713,664,557,340,194,57,3758,12,71,150,180,172,121,72,39,5,828,61,263,1131,1010,908,966,663,245,61,5308,17,169,849,813,752,869,980,292,70,4809,83,401,1512,1877,1763,1643,1148,361,106,8899,77,423,1214,1329,1212,998,640,194,39,6123,25,151,359,306,207,144,112,43,10,1360,78,274,651,536,518,302,201,110,18,2696,0,7,7,5,0,8,3,6,3,40,4,25,79,112,119,93,77,34,7,557,287,322,706,694,660,651,743,795,598,5452,763,2898,9037,9252,8805,8422,6735,3065,1195,50154
10704,4,260,640,476,440,390,287,140,14,2651,13,238,603,587,363,253,111,18,3,2188,54,553,2229,1739,2016,2288,1770,1013,294,11956,56,371,982,851,785,611,373,221,90,4339,4,89,257,265,230,161,97,28,4,1142,49,576,2107,1624,1368,1255,791,300,107,8168,20,229,1312,1346,1309,1356,1241,459,124,7395,92,835,2593,2862,2818,2193,1399,530,152,13472,85,789,2024,1948,1767,1495,985,333,87,9504,56,463,977,824,620,363,210,77,20,3613,73,373,644,627,589,392,206,110,11,3029,9,18,12,15,7,10,14,12,12,106,15,61,180,171,199,159,90,48,18,932,432,652,1058,901,863,770,759,867,680,6981,957,5510,15621,14234,13374,11689,8337,4149,1610,75475
10801,0,0,20,29,34,48,53,26,8,227,0,7,21,32,39,52,57,11,0,229,11,54,150,208,342,532,662,426,107,2491,11,47,137,178,249,268,272,133,47,1334,4,18,51,58,102,93,66,32,3,439,12,61,239,242,298,433,340,144,42,1813,0,24,147,186,181,280,361,152,38,1371,10,79,235,349,408,595,596,255,71,2609,10,63,177,273,300,352,266,92,14,1541,6,22,55,60,67,55,68,35,8,381,21,70,170,184,194,163,149,53,12,1019,0,3,0,0,5,5,3,0,0,20,0,0,17,17,32,62,52,21,4,203,154,104,219,269,339,436,667,597,367,3164,247,542,1659,2093,2581,3391,3607,1974,729,16829
10802,0,11,33,41,58,72,81,32,9,338,5,11,43,43,48,50,57,14,6,271,17,110,342,336,454,781,835,411,100,3387,9,56,212,211,251,402,335,151,23,1651,15,32,97,117,157,179,119,39,13,771,12,78,322,343,407,635,473,171,48,2486,3,40,257,292,354,488,502,168,43,2154,39,116,437,539,589,751,579,201,60,3318,17,127,396,443,583,628,398,116,15,2721,4,19,72,98,77,125,104,34,10,534,31,111,260,266,259,223,175,43,14,1371,3,9,4,0,0,4,3,3,0,36,3,15,49,32,35,68,46,22,7,285,376,340,848,764,684,846,808,597,310,5571,538,1066,3370,3527,3960,5256,4526,2004,649,24901
10803,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,11,6,5,0,43,0,0,0,6,0,0,9,0,0,12,0,0,5,7,3,3,0,0,0,18,0,0,4,3,7,7,5,0,0,23,0,0,0,3,5,8,0,0,0,15,0,0,7,11,5,9,5,0,0,37,0,0,0,0,0,9,0,0,0,20,0,0,4,3,0,0,0,0,0,9,0,0,9,13,6,3,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,4,7,7,11,13,9,6,44,0,5,50,56,31,56,43,25,4,269
10804,0,23,69,109,141,142,171,93,25,765,12,39,141,159,129,125,103,28,0,738,33,181,584,722,953,1191,1375,903,270,6206,36,172,426,478,500,520,538,259,72,2996,10,43,127,186,219,189,143,65,14,992,43,252,980,923,966,1097,864,397,136,5666,15,88,518,662,830,838,941,461,108,4464,71,244,890,1249,1613,1622,1427,695,177,7982,52,284,769,946,1086,1004,726,266,62,5189,17,67,177,194,181,161,150,65,30,1036,70,188,531,537,444,391,335,154,44,2696,10,23,9,5,4,4,3,5,6,65,7,24,43,88,92,100,78,39,18,487,299,274,536,571,623,745,893,877,655,5474,672,1897,5800,6817,7783,8123,7753,4296,1621,44749
