SA3_CODE_2021,C21_P_NatPhy_sci_15_19,C21_P_NatPhy_sci_20_24,C21_P_NatPhy_sci_25_34,C21_P_NatPhy_sci_35_44,C21_P_NatPhy_sci_45_54,C21_P_NatPhy_sci_55_64,C21_P_NatPhy_sci_65_74,C21_P_NatPhy_sci_75_84,C21_P_NatPhy_sci_85over,C21_P_NatPhy_sci_Tot,C21_P_InfTec_15_19,C21_P_InfTec_20_24,C21_P_InfTec_25_34,C21_P_InfTec_35_44,C21_P_InfTec_45_54,C21_P_InfTec_55_64,C21_P_InfTec_65_74,C21_P_InfTec_75_84,C21_P_InfTec_85over,C21_P_InfTec_Tot,C21_P_EngRT_15_19,C21_P_EngRT_20_24,C21_P_EngRT_25_34,C21_P_EngRT_35_44,C21_P_EngRT_45_54,C21_P_EngRT_55_64,C21_P_EngRT_65_74,C21_P_EngRT_75_84,C21_P_EngRT_85over,C21_P_EngRT_Tot,C21_P_ArchBuild_15_19,C21_P_ArchBuild_20_24,C21_P_ArchBuild_25_34,C21_P_ArchBuild_35_44,C21_P_ArchBuild_45_54,C21_P_ArchBuild_55_64,C21_P_ArchBuild_65_74,C21_P_ArchBuild_75_84,C21_P_ArchBuild_85over,C21_P_ArchBuild_Tot,C21_P_AgEnv_RS_15_19,C21_P_AgEnv_RS_20_24,C21_P_AgEnv_RS_25_34,C21_P_AgEnv_RS_35_44,C21_P_AgEnv_RS_45_54,C21_P_AgEnv_RS_55_64,C21_P_AgEnv_RS_65_74,C21_P_AgEnv_RS_75_84,C21_P_AgEnv_RS_85over,C21_P_AgEnv_RS_Tot,C21_P_Health_15_19,C21_P_Health_20_24,C21_P_Health_25_34,C21_P_Health_35_44,C21_P_Health_45_54,C21_P_Health_55_64,C21_P_Health_65_74,C21_P_Health_75_84,C21_P_Health_85over,C21_P_Health_Tot,C21_P_Educ_15_19,C21_P_Educ_20_24,C21_P_Educ_25_34,C21_P_Educ_35_44,C21_P_Educ_45_54,C21_P_Educ_55_64,C21_P_Educ_65_74,C21_P_Educ_75_84,C21_P_Educ_85over,C21_P_Educ_Tot,C21_P_MngtCom_15_19,C21_P_MngtCom_20_24,C21_P_MngtCom_25_34,C21_P_MngtCom_35_44,C21_P_MngtCom_45_54,C21_P_MngtCom_55_64,C21_P_MngtCom_65_74,C21_P_MngtCom_75_84,C21_P_MngtCom_85over,C21_P_MngtCom_Tot,C21_P_Soc_cult_15_19,C21_P_Soc_cult_20_24,C21_P_Soc_cult_25_34,C21_P_Soc_cult_35_44,C21_P_Soc_cult_45_54,C21_P_Soc_cult_55_64,C21_P_Soc_cult_65_74,C21_P_Soc_cult_75_84,C21_P_Soc_cult_85over,C21_P_Soc_cult_Tot,C21_P_Creative_art_15_19,C21_P_Creative_art_20_24,C21_P_Creative_art_25_34,C21_P_Creative_art_35_44,C21_P_Creative_art_45_54,C21_P_Creative_art_55_64,C21_P_Creative_art_65_74,C21_P_Creative_art_75_84,C21_P_Creative_art_85over,C21_P_Creative_art_Tot,C21_P_FoodHos_PS_15_19,C21_P_FoodHos_PS_20_24,C21_P_FoodHos_PS_25_34,C21_P_FoodHos_PS_35_44,C21_P_FoodHos_PS_45_54,C21_P_FoodHos_PS_55_64,C21_P_FoodHos_PS_65_74,C21_P_FoodHos_PS_75_84,C21_P_FoodHos_PS_85over,C21_P_FoodHos_PS_Tot,C21_P_MixFld_pr_15_19,C21_P_MixFld_pr_20_24,C21_P_MixFld_pr_25_34,C21_P_MixFld_pr_35_44,C21_P_MixFld_pr_45_54,C21_P_MixFld_pr_55_64,C21_P_MixFld_pr_65_74,C21_P_MixFld_pr_75_84,C21_P_MixFld_pr_85over,C21_P_MixFld_pr_Tot,C21_P_FldStu_ID_15_19,C21_P_FldStu_ID_20_24,C21_P_FldStu_ID_25_34,C21_P_FldStu_ID_35_44,C21_P_FldStu_ID_45_54,C21_P_FldStu_ID_55_64,C21_P_FldStu_ID_65_74,C21_P_FldStu_ID_75_84,C21_P_FldStu_ID_85over,C21_P_FldStu_ID_Tot,C21_P_FldStu_NS_15_19,C21_P_FldStu_NS_20_24,C21_P_FldStu_NS_25_34,C21_P_FldStu_NS_35_44,C21_P_FldStu_NS_45_54,C21_P_FldStu_NS_55_64,C21_P_FldStu_NS_65_74,C21_P_FldStu_NS_75_84,C21_P_FldStu_NS_85over,C21_P_FldStu_NS_Tot,C21_P_Tot_15_19,C21_P_Tot_20_24,C21_P_Tot_25_34,C21_P_Tot_35_44,C21_P_Tot_45_54,C21_P_Tot_55_64,C21_P_Tot_65_74,C21_P_Tot_75_84,C21_P_Tot_85over,C21_P_Tot_Tot
11904,0,217,713,521,417,405,186,81,26,2569,15,690,1716,1526,687,310,100,11,0,5064,14,363,2289,1659,1472,1667,1052,632,245,9394,27,254,933,757,644,401,260,167,56,3506,3,19,129,146,98,81,52,30,3,565,15,506,2225,1307,944,808,505,208,70,6593,10,209,1086,870,784,629,543,232,101,4462,64,1324,7091,5692,3663,2428,1233,407,128,22016,41,570,2411,1944,1472,1147,639,190,50,8461,37,365,1201,871,492,280,134,74,20,3473,45,321,1021,954,701,393,269,108,28,3829,8,25,31,15,16,14,20,10,3,145,7,64,250,272,218,209,86,49,14,1166,356,770,2317,1635,1170,1021,893,939,835,9937,639,5693,23417,18159,12784,9790,5965,3145,1570,81161
12001,0,122,398,343,331,299,211,82,24,1799,4,154,700,929,495,240,70,13,0,2614,14,162,1196,1047,945,977,769,406,104,5614,21,157,577,514,462,360,228,128,29,2483,0,19,76,80,63,61,39,9,7,345,4,208,1265,911,779,669,533,251,86,4709,7,90,634,541,602,607,646,272,65,3462,25,621,3813,4014,3103,2243,1232,452,107,15617,21,297,1401,1394,1237,1002,668,203,44,6268,33,251,814,699,464,262,133,34,17,2706,20,137,413,448,345,254,159,62,11,1853,0,6,7,4,4,18,11,3,0,58,6,26,120,156,177,119,80,39,13,732,138,290,872,731,525,448,435,412,447,4285,290,2543,12279,11809,9527,7564,5222,2364,944,52544
12002,0,90,270,300,329,215,158,61,10,1434,4,34,204,380,317,139,52,5,0,1145,9,54,517,550,505,426,324,172,40,2598,5,54,367,411,406,296,175,70,18,1805,0,9,76,83,83,61,46,11,4,383,8,110,732,672,550,487,385,146,20,3107,5,26,330,352,400,416,513,186,27,2251,12,247,1576,2651,2243,1212,625,173,29,8764,5,259,1265,1581,1475,1005,794,286,43,6712,22,237,1010,970,731,455,228,86,10,3739,8,50,199,176,199,120,56,34,8,847,0,5,4,0,0,6,3,3,0,21,8,28,117,142,162,109,76,25,6,667,97,142,474,492,415,324,270,237,183,2635,177,1348,7140,8756,7806,5272,3719,1493,400,36108
12003,0,366,1019,706,585,577,286,143,38,3731,20,1550,2682,1926,902,461,117,13,4,7681,14,390,2685,1634,1272,1534,954,522,200,9209,17,258,943,693,655,480,261,128,50,3486,3,41,222,124,115,122,61,23,3,722,28,785,2846,1528,1296,1207,817,366,135,9018,7,259,1292,958,915,988,794,376,123,5701,61,1907,8197,5640,3917,2650,1324,364,136,24206,25,874,3452,2643,2294,1766,1026,360,115,12543,60,698,2475,1503,902,547,221,73,23,6497,42,442,1112,845,561,372,184,77,18,3654,8,46,50,10,17,31,18,6,4,193,15,128,492,402,293,211,124,58,24,1741,287,1085,2748,1607,1026,917,806,722,737,9936,598,8828,30208,20223,14752,11851,6993,3239,1617,98313
12101,3,218,601,674,593,471,396,251,62,3270,10,217,947,1866,944,466,210,28,3,4696,6,160,1325,1616,1071,1062,788,521,183,6745,8,100,509,524,455,354,236,127,56,2379,0,24,126,138,115,77,48,30,10,574,11,287,1636,1496,1172,1006,764,475,229,7080,8,78,689,636,641,655,753,373,148,3973,14,800,4737,6588,5158,3068,1800,726,223,23125,18,387,1957,2435,2322,1644,1158,498,155,10572,39,361,1052,1078,737,406,240,97,51,4050,23,125,423,491,365,224,133,45,17,1845,9,12,6,0,13,4,16,10,6,72,11,29,181,238,229,175,101,64,27,1049,165,236,921,983,662,459,449,339,398,4621,321,3035,15110,18769,14472,10076,7107,3587,1563,74048
12102,0,114,353,493,509,422,292,155,48,2382,5,180,689,1770,926,425,138,22,5,4170,10,149,825,1596,1301,1187,916,593,184,6756,16,135,330,400,442,361,200,107,29,2021,15,32,110,172,177,119,76,41,6,743,20,288,1037,1079,982,734,481,254,88,4959,11,91,577,704,821,709,610,351,90,3967,44,424,2057,3611,2805,1935,1215,541,155,12790,18,311,957,1445,1412,946,626,275,63,6052,35,249,538,646,485,278,150,67,21,2474,54,114,326,385,342,199,116,47,19,1606,0,15,11,7,8,14,15,6,0,74,5,34,108,189,176,110,89,43,9,770,112,163,378,548,416,285,350,316,362,2935,354,2297,8304,13053,10790,7730,5266,2821,1089,51708
12103,0,238,343,574,790,727,573,417,141,3799,3,142,408,1427,1120,641,207,55,6,4006,11,156,675,1343,1445,1417,999,791,375,7215,11,140,286,397,498,409,304,173,65,2277,0,36,78,124,171,140,96,52,20,721,19,300,899,1366,1760,1483,1093,816,386,8134,5,89,462,667,947,944,1010,693,243,5063,26,758,2640,5754,6083,4061,2491,1405,527,23741,29,416,1152,1887,2560,1945,1399,781,240,10400,59,338,671,797,707,508,245,136,78,3534,29,72,213,298,300,184,128,78,32,1322,6,13,8,6,12,17,16,8,0,88,3,38,123,217,296,189,150,82,40,1137,192,192,362,549,521,462,414,421,513,3643,401,2925,8316,15393,17206,13132,9127,5910,2672,75087
12104,3,148,610,497,429,410,345,199,44,2683,3,110,619,920,529,319,113,33,0,2655,4,121,1222,1000,703,686,550,419,136,4838,3,89,602,469,339,304,235,169,57,2260,0,25,134,116,88,83,52,40,19,564,10,196,1350,1018,818,851,812,551,236,5847,3,63,636,514,472,607,794,456,98,3648,12,689,4609,4890,4094,2974,1979,996,232,20465,14,427,2684,2312,2107,1764,1535,808,190,11832,20,297,1377,1191,723,468,301,112,46,4533,9,76,347,364,266,176,93,62,20,1418,0,7,3,5,5,8,9,5,0,42,4,44,202,229,230,194,152,84,35,1168,147,195,859,789,586,533,461,486,286,4343,238,2491,15258,14304,11384,9378,7442,4413,1399,66304
12201,0,61,220,218,228,192,107,54,16,1093,0,32,129,261,236,178,37,14,0,889,0,47,392,376,379,412,257,202,54,2119,4,47,318,288,227,216,109,66,17,1300,0,13,79,62,59,51,24,21,0,308,8,77,466,420,401,400,278,172,75,2297,0,34,231,233,260,334,312,173,31,1606,5,254,1638,2022,2077,1430,751,406,99,8679,4,139,893,964,984,712,438,202,41,4379,8,115,574,538,344,192,98,47,12,1934,3,32,140,134,154,82,64,27,7,657,0,0,3,0,0,0,3,4,0,14,0,3,66,79,117,53,40,18,3,382,66,96,329,319,284,224,150,146,113,1722,117,951,5483,5916,5753,4470,2663,1558,479,27384
12202,4,68,110,160,271,271,228,126,31,1256,3,32,88,167,226,184,87,13,4,817,22,120,387,505,777,905,742,503,166,4127,19,180,416,549,629,531,321,168,55,2869,0,38,80,137,182,138,82,40,9,697,18,137,379,520,612,706,556,348,108,3392,6,62,333,450,564,716,666,329,101,3210,18,285,831,1567,2231,1810,1298,626,160,8824,21,148,486,737,959,866,715,302,54,4277,26,191,456,557,525,370,243,98,27,2493,30,67,177,262,342,225,142,99,16,1355,0,0,0,0,0,6,9,12,17,46,0,10,59,106,124,104,82,33,20,541,157,136,266,388,430,380,344,468,407,2998,325,1471,4065,6107,7879,7217,5508,3167,1165,36911
12203,4,166,456,604,739,519,352,191,41,3072,5,210,492,911,872,502,164,35,0,3199,22,241,1386,1628,2009,1912,1391,988,371,9953,36,352,1163,1219,1228,805,466,286,132,5686,15,82,244,287,299,220,87,49,20,1292,42,351,1545,1509,1477,1257,730,455,210,7565,8,179,1084,1269,1359,1117,1018,556,156,6746,54,818,3961,5843,6190,3683,2209,1178,357,24291,43,535,1912,2492,2716,1660,960,454,124,10891,58,427,1281,1396,1100,536,265,140,40,5251,46,244,678,764,787,490,265,151,42,3471,9,10,13,15,11,16,10,4,7,82,8,52,190,268,352,186,101,88,32,1276,256,319,979,1016,991,709,667,752,737,6430,600,3994,15386,19214,20117,13613,8691,5316,2271,89200
12301,4,40,156,164,146,85,70,18,3,691,10,61,178,313,163,58,25,7,0,809,27,231,974,1099,1208,970,658,269,77,5521,53,278,642,588,497,260,143,59,13,2535,9,44,124,137,101,58,46,13,4,545,36,229,745,677,694,415,215,110,30,3152,6,153,803,986,821,460,340,111,27,3705,58,367,1328,1886,1701,1082,548,142,37,7139,49,350,1081,1075,853,460,250,57,15,4199,35,155,348,219,115,69,43,10,3,997,60,179,461,436,347,185,94,47,13,1815,3,8,8,3,6,0,0,0,0,34,4,28,65,91,101,57,40,13,0,396,143,184,484,502,391,279,258,258,216,2721,492,2317,7389,8172,7139,4441,2735,1124,442,34252
12302,0,184,476,521,405,291,174,55,20,2127,13,263,1012,1714,602,248,91,13,0,3965,54,496,1884,2232,2010,2325,1698,700,96,11485,74,379,891,744,572,445,374,161,41,3679,9,66,184,202,146,143,77,24,4,852,67,554,2098,1761,1150,928,597,172,36,7376,20,237,1321,1104,862,797,652,205,49,5251,128,826,3998,5198,3026,2395,1409,379,52,17405,93,737,2330,2420,1661,1366,666,150,21,9448,51,310,756,490,230,177,103,46,16,2171,80,329,1077,1065,572,381,250,88,9,3852,13,26,25,20,14,28,30,50,27,225,13,71,229,370,290,226,137,40,10,1377,776,832,2053,2131,1536,1315,1142,884,438,11099,1396,5305,18339,19971,13083,11054,7388,2983,821,80328
12303,0,18,76,78,74,60,64,19,0,383,0,29,55,72,40,36,24,3,0,258,40,193,718,719,971,750,610,264,65,4325,56,216,469,436,395,247,165,59,17,2057,9,48,127,132,99,79,41,16,0,539,35,127,386,348,344,369,213,83,18,1929,5,81,405,419,377,311,287,77,19,1990,19,174,603,829,783,618,411,128,20,3580,38,175,557,531,477,343,176,44,6,2344,18,71,147,106,84,55,53,11,0,550,45,113,284,238,221,112,87,21,8,1124,0,4,5,0,0,4,3,0,0,22,5,21,46,47,42,33,36,16,0,238,204,144,355,390,395,300,310,313,221,2628,460,1420,4231,4348,4301,3310,2479,1048,375,21978
12401,0,44,194,254,343,314,337,138,25,1641,3,45,154,247,233,178,101,22,5,992,19,132,568,748,979,1149,941,569,137,5249,16,151,363,461,452,379,307,128,43,2303,6,54,233,237,283,213,128,57,7,1219,39,160,570,873,994,1045,858,368,129,5036,9,102,609,958,1098,1276,1372,491,119,6024,34,213,800,1293,1546,1485,1224,470,121,7183,45,270,914,1285,1395,1459,1215,449,88,7118,42,165,529,702,620,531,378,103,33,3111,62,164,365,394,324,214,138,67,14,1749,3,7,9,3,8,12,4,9,0,55,10,17,73,157,157,125,119,53,14,722,177,125,329,433,486,428,449,442,312,3172,458,1651,5696,8056,8928,8811,7579,3370,1040,45581
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
12403,4,147,395,369,270,209,137,43,7,1579,12,176,625,1118,354,163,75,14,0,2538,62,541,2204,2334,2131,1939,1370,594,134,11317,87,608,1246,982,776,524,324,161,24,4734,26,110,336,235,197,133,43,21,8,1117,64,561,1866,1553,1114,825,558,220,55,6814,22,294,1536,1312,1043,815,637,193,41,5894,128,834,3360,4225,3071,2056,1267,358,56,15356,95,776,2400,2089,1576,1084,547,130,26,8718,58,330,841,538,290,191,102,42,10,2388,133,422,1188,1000,626,407,195,70,15,4058,13,9,16,13,14,19,8,8,0,93,19,80,203,261,214,143,86,38,7,1050,517,723,1719,1564,1215,935,817,821,530,8840,1226,5622,17932,17590,12887,9423,6178,2721,915,74496
12404,0,36,105,55,52,39,21,23,5,332,4,45,155,90,67,48,25,7,0,428,14,144,551,438,530,560,354,184,48,2831,25,139,326,230,212,171,117,44,14,1266,11,54,138,94,71,67,28,15,4,478,30,118,371,249,257,257,136,94,28,1540,9,71,350,260,211,205,176,83,15,1382,26,158,743,603,646,520,302,108,28,3142,27,184,491,392,372,278,147,58,12,1959,16,60,172,101,63,41,29,15,0,492,29,107,281,181,162,76,54,22,4,918,3,0,7,3,0,0,3,0,0,21,3,10,60,51,48,44,19,12,0,247,175,285,741,682,470,345,299,280,207,3490,366,1413,4489,3438,3165,2656,1701,938,367,18528
12405,3,38,143,100,80,72,49,16,6,504,7,51,241,292,136,64,30,0,0,825,15,142,641,729,716,826,505,185,32,3792,28,151,407,255,225,187,115,39,4,1426,4,30,72,71,33,40,18,0,0,271,15,149,525,371,297,273,175,39,11,1846,4,84,399,302,239,223,129,41,13,1427,34,299,1171,1312,850,816,426,80,10,4991,27,221,740,618,531,385,177,29,3,2732,21,81,228,136,66,54,23,18,0,621,43,140,364,345,199,154,73,21,3,1337,4,3,3,8,6,4,3,0,0,32,4,20,67,84,54,52,27,6,0,315,302,336,858,723,589,474,410,238,170,4093,512,1735,5848,5341,4007,3613,2171,709,249,24206
12501,4,167,581,353,249,203,137,62,10,1765,19,874,1684,1158,475,213,50,5,0,4484,14,235,1828,1087,719,805,482,185,56,5414,13,149,576,371,253,204,90,42,15,1708,0,16,83,49,53,48,17,6,6,275,21,499,1982,875,459,334,212,78,28,4486,8,191,804,515,368,311,230,104,26,2551,38,1117,5901,3560,1637,1030,513,118,28,13961,18,460,1646,1262,861,605,311,88,17,5273,6,184,795,454,204,133,65,12,3,1858,23,234,837,649,269,142,67,25,6,2252,8,40,40,27,18,10,12,5,4,167,8,60,250,192,131,79,52,22,7,800,283,1002,2882,1849,1107,859,539,289,190,8999,458,5226,19888,12414,6806,4970,2773,1049,399,53992
12502,4,115,319,391,304,272,178,109,20,1715,10,117,432,1018,598,276,95,20,0,2566,9,150,820,1202,960,1108,671,413,140,5480,20,146,357,372,368,270,123,75,34,1770,8,16,65,78,74,64,37,24,9,371,11,227,848,723,584,526,348,162,55,3486,0,100,486,465,494,439,381,224,69,2648,33,432,2050,3173,2133,1523,857,343,100,10646,16,266,836,998,922,741,375,188,33,4373,24,165,441,367,281,151,85,29,9,1561,22,92,334,389,263,161,67,40,16,1379,0,9,8,3,4,7,15,10,35,98,8,23,101,151,122,81,69,35,12,596,165,204,666,738,517,497,378,284,192,3646,327,2062,7761,10074,7633,6115,3683,1945,726,40331
12503,13,220,524,437,332,272,163,49,10,2015,16,522,1122,1158,493,213,63,9,0,3595,34,370,1704,1481,1433,1468,1044,500,179,8209,50,403,1009,860,657,430,229,110,31,3783,0,29,91,92,106,88,46,18,4,477,38,542,1771,974,721,547,322,126,50,5079,9,287,1173,869,632,573,373,208,43,4161,90,1111,4357,3981,2436,1653,831,284,76,14823,76,686,2089,1638,1293,936,445,133,27,7331,30,196,567,369,247,143,73,32,0,1647,86,326,768,799,545,272,160,66,19,3045,10,26,47,25,24,27,10,5,6,172,7,66,248,238,189,132,89,27,13,1017,916,1291,3254,2783,1946,1501,1156,845,614,14298,1371,6077,18733,15693,11058,8250,4990,2405,1069,69642
12504,0,252,1008,1036,613,404,281,100,22,3717,23,741,4369,4633,974,311,97,13,0,11161,30,430,3883,3601,1610,1499,915,619,188,12777,22,207,625,618,515,307,199,117,37,2642,3,29,161,157,119,106,63,20,10,665,22,582,2660,1681,960,761,489,233,64,7453,6,173,1034,927,790,662,569,272,96,4527,71,1213,6668,6921,3386,1971,1207,457,124,22018,43,560,2045,2010,1348,1038,623,211,53,7929,34,266,827,626,375,204,105,61,14,2516,48,283,811,807,426,218,132,65,12,2809,3,20,15,21,15,12,19,4,0,116,10,60,431,467,216,193,122,47,16,1552,325,820,2612,2101,1057,927,718,604,459,9624,632,5641,27147,25605,12406,8616,5537,2821,1094,89510
12601,0,117,261,296,334,358,266,134,48,1808,0,106,520,1171,613,383,103,20,0,2926,0,86,665,914,764,801,601,312,122,4268,5,88,178,185,200,159,101,56,22,994,0,13,52,55,53,63,36,25,4,300,9,177,671,636,537,552,439,216,92,3329,0,64,302,332,404,442,487,263,74,2368,16,371,1876,2479,1938,1362,864,350,123,9370,9,206,654,805,818,656,502,212,43,3909,17,185,332,318,262,139,66,44,13,1375,14,59,155,157,145,91,45,15,3,685,0,10,4,8,10,5,3,5,6,44,5,21,73,102,94,67,49,16,13,446,74,114,351,368,245,250,191,190,153,1919,153,1609,6104,7825,6408,5321,3750,1863,711,33743
12602,3,274,1046,803,646,652,419,206,59,4107,10,324,1717,2279,1006,633,176,28,0,6179,18,328,2457,2231,1563,1794,1288,694,305,10680,15,196,764,712,608,490,300,170,54,3312,0,41,168,164,142,153,81,40,13,806,28,424,2204,1558,1216,1129,864,423,176,8016,12,170,1023,907,830,905,826,462,180,5302,51,1418,7147,6798,4644,3129,1858,638,260,25948,28,567,2349,2342,1809,1475,1003,404,129,10109,37,468,1314,1071,655,388,220,79,37,4262,45,244,737,745,516,338,215,78,27,2935,14,21,19,12,9,26,25,17,4,144,16,63,243,276,246,152,133,66,28,1222,222,463,1535,1299,859,836,676,692,798,7389,493,4995,22725,21195,14744,12095,8087,4001,2078,90422
12701,3,148,369,345,254,202,88,22,8,1439,18,167,733,1173,388,122,30,4,0,2638,51,358,1697,1719,1652,1542,836,330,57,8252,68,398,1099,800,617,370,177,104,15,3643,6,32,120,117,83,87,41,14,0,500,52,453,1623,1251,799,526,252,70,18,5049,21,347,1662,1123,770,452,301,111,17,4807,104,712,3564,3995,2370,1415,675,140,25,13006,63,573,2134,1686,1062,686,259,64,18,6545,26,227,611,379,206,89,53,20,6,1614,98,258,908,888,551,268,140,44,0,3153,9,6,18,9,4,17,0,6,0,73,16,46,156,232,182,103,61,24,4,826,577,617,1502,1536,1078,963,666,448,214,7607,1122,4347,16198,15261,10015,6835,3582,1399,392,59154
12702,9,257,478,338,315,282,169,58,6,1908,9,256,780,854,452,218,62,13,0,2641,60,384,1416,1219,1717,2017,1399,637,166,9004,56,433,851,617,654,526,292,173,31,3614,8,27,81,78,77,66,63,23,0,417,37,605,1578,689,647,559,435,130,41,4716,23,341,1180,766,676,606,530,224,47,4396,131,1157,3723,3248,2503,1744,905,257,47,13723,75,706,1845,1441,1313,1023,518,113,26,7051,22,310,653,376,264,139,83,38,11,1904,87,333,837,857,717,448,247,77,14,3617,10,25,51,29,36,26,24,17,4,213,13,73,188,166,208,205,98,34,9,996,872,902,2068,2012,1892,1886,1429,1074,760,12892,1407,5800,15717,12684,11460,9738,6247,2866,1162,67091
12703,4,180,466,432,365,239,166,40,6,1901,8,225,794,1200,530,207,45,9,0,3024,48,338,1580,1785,1703,1617,950,428,93,8534,34,292,668,598,498,356,180,83,19,2735,4,40,90,113,102,84,51,15,0,501,44,497,1763,1256,969,565,271,95,31,5482,25,257,1150,947,822,558,375,154,37,4328,90,709,3340,3974,2737,1701,795,218,48,13603,73,624,1886,1685,1246,840,362,105,16,6836,21,234,600,405,198,105,56,33,3,1650,63,217,684,700,466,283,141,59,8,2623,3,17,19,24,17,14,4,0,0,109,7,83,191,217,200,172,73,31,16,990,593,748,1959,1874,1296,1090,852,716,518,9660,1009,4461,15195,15204,11144,7843,4327,1987,801,61972
12801,0,101,295,292,345,321,244,129,32,1765,6,74,268,529,365,232,99,16,0,1590,33,342,1329,1309,1749,1904,1493,962,394,9522,54,415,1106,991,982,731,414,222,94,5010,10,58,146,148,142,122,72,27,7,732,27,353,1218,1089,1064,1035,655,343,131,5917,12,197,948,956,1024,1137,1044,413,129,5847,54,663,2644,3657,3558,2787,1874,873,331,16435,59,421,1608,1543,1446,1039,714,262,73,7165,41,365,828,670,442,207,168,78,24,2822,54,195,544,608,663,386,260,128,39,2878,5,3,8,3,7,5,10,3,3,53,3,27,134,169,178,127,84,46,11,779,246,251,820,839,808,610,570,671,658,5482,600,3458,11901,12793,12794,10641,7699,4173,1926,65982
12802,0,128,315,402,395,322,264,99,16,1941,14,99,325,686,430,254,106,15,0,1944,20,366,1209,1514,1894,1958,1550,847,249,9606,54,366,760,824,822,544,351,196,81,3996,6,58,144,182,175,138,56,36,7,784,30,349,1058,1108,1024,899,502,212,68,5255,15,194,1115,1099,1154,1098,931,316,62,5987,74,551,2176,3508,3378,2591,1716,622,165,14773,54,477,1427,1710,1515,1029,621,190,38,7053,41,306,697,694,404,191,141,79,24,2579,68,213,481,561,506,311,202,102,19,2462,3,4,9,7,11,17,10,44,118,218,4,31,102,179,164,120,83,42,22,734,149,172,475,575,551,465,425,502,397,3710,542,3305,10289,13041,12420,9927,6960,3291,1267,61047
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,3,46,24,17,17,6,5,0,120,0,13,37,27,13,17,11,0,0,119,0,22,130,93,81,129,107,25,3,602,0,16,75,36,38,49,32,4,0,256,4,8,27,17,24,24,13,9,0,126,4,13,97,71,83,66,43,12,0,395,0,7,39,27,40,48,41,10,0,217,5,40,170,141,131,132,74,23,0,714,3,29,144,95,92,114,66,4,0,551,9,32,88,49,26,26,17,3,0,245,7,28,82,49,48,38,25,0,0,265,0,0,3,0,0,0,0,0,0,8,0,3,17,19,11,19,13,0,0,80,184,279,780,809,676,484,226,71,21,3539,221,494,1736,1449,1281,1165,680,173,28,7237
