SA3_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
11004,16,3,17,48,43,206,580,400,141,217,70,41,1792,3,0,13,46,44,115,75,26,4,9,9,8,346,10,0,17,47,51,286,396,146,53,84,23,22,1125,4,0,8,13,15,52,59,25,13,18,7,14,223,7,0,11,50,126,266,197,29,54,16,0,31,792,0,0,27,152,114,164,53,19,4,6,0,13,549,0,0,3,25,19,28,24,4,9,6,0,6,117,0,0,4,4,5,22,15,11,4,0,0,11,83,39,5,151,1351,438,545,175,37,19,13,13,139,2926,7,0,5,38,4,20,8,0,0,0,0,521,608,81,10,257,1764,859,1699,1584,685,311,368,121,805,8555,13,3,14,12,19,140,495,381,223,265,108,213,1875,0,0,5,10,9,56,90,29,9,15,8,23,255,6,8,7,26,46,340,865,434,206,201,44,226,2400,0,0,3,4,0,47,112,72,33,43,8,48,374,5,0,10,32,102
11101,10,0,6,5,11,92,572,609,278,467,151,33,2222,4,0,8,31,29,113,101,47,11,32,10,10,390,5,0,4,14,36,265,537,256,122,192,36,24,1480,0,0,6,5,3,29,78,61,25,44,13,10,273,5,0,11,43,82,294,322,65,168,42,4,39,1074,4,4,47,139,133,225,126,35,19,19,10,24,785,0,0,3,19,5,33,36,12,21,3,0,3,145,0,0,0,3,0,4,23,22,12,13,9,3,84,79,6,242,2165,994,1305,453,74,38,27,27,209,5615,4,0,6,41,21,12,5,3,0,0,4,674,769,102,15,326,2464,1312,2374,2249,1172,694,831,263,1030,12828,5,3,0,0,9,54,415,483,377,659,390,274,2680,3,0,3,8,15,79,122,81,42,44,14,33,446,9,0,3,14,31,313,1366,980,652,898,207,361,4839,0,0,0,4,8,54,171,136,100,159,54,58,756,4,0,13,24,57
11102,0,0,3,3,13,83,385,357,161,198,70,17,1292,0,0,5,21,21,87,66,30,9,12,4,0,260,3,0,0,4,19,170,331,160,77,77,15,13,881,0,0,0,5,0,28,49,26,17,16,11,7,148,3,0,6,24,59,200,253,44,98,21,6,23,738,0,0,24,116,76,127,82,20,17,3,0,6,479,0,0,0,15,10,34,25,7,20,0,0,6,123,0,0,3,3,3,8,13,11,5,3,0,6,58,59,5,189,1351,640,845,255,48,13,12,14,117,3544,0,0,4,30,8,14,5,3,0,0,0,432,495,68,12,249,1564,853,1593,1471,694,417,349,122,635,8022,0,0,0,4,10,52,272,326,212,296,145,159,1485,0,0,3,14,12,54,78,36,14,17,9,38,264,3,4,7,9,17,245,795,483,285,345,68,214,2469,0,0,0,6,9,33,110,96,49,68,18,35,423,3,4,5,21,61
11103,7,0,9,8,14,140,852,972,496,739,297,37,3574,3,0,8,42,37,159,139,38,19,28,19,12,519,9,6,7,23,37,364,783,383,162,237,44,17,2060,0,0,0,7,13,48,99,66,37,58,17,13,353,4,0,9,47,120,365,457,87,226,60,25,38,1437,0,8,61,191,144,263,128,43,26,25,6,17,925,4,0,0,23,17,44,47,4,27,5,0,14,194,0,0,0,4,6,13,34,26,13,17,8,12,127,81,9,251,2197,849,1222,425,86,36,39,30,182,5399,5,0,9,43,8,12,10,0,0,0,5,880,973,117,17,361,2582,1240,2618,2969,1715,1048,1208,457,1222,15559,4,0,0,4,13,76,452,566,475,684,392,270,2937,0,0,3,17,19,112,167,104,34,48,29,45,587,4,9,6,14,35,371,1403,1076,724,1016,309,340,5307,0,0,0,3,7,70,220,206,107,160,67,75,920,3,6,17,30,82
11201,9,0,8,27,35,158,339,247,82,147,61,19,1128,4,0,19,37,42,162,130,40,17,22,13,3,499,7,0,6,40,26,301,352,144,60,98,22,9,1065,0,0,0,6,11,38,58,35,17,18,3,16,206,3,0,9,44,96,194,170,37,43,22,6,30,657,3,0,33,117,118,197,105,25,14,6,6,21,653,0,0,10,10,15,32,13,8,15,0,5,4,113,4,0,3,6,7,14,24,0,7,12,3,9,83,68,5,147,1183,549,799,338,64,39,28,19,117,3361,7,0,4,22,10,24,6,0,0,0,0,478,548,100,15,237,1492,916,1912,1540,611,295,360,134,706,8315,3,4,7,12,15,78,311,212,116,172,83,155,1172,4,0,6,27,24,150,168,53,21,34,12,53,543,5,0,6,25,38,333,746,339,155,190,55,187,2085,0,0,4,6,12,54,92,56,28,36,16,35,339,5,0,14,34,74
11202,6,0,13,33,45,221,476,257,69,103,24,22,1268,5,0,22,39,45,141,109,26,8,8,10,6,412,4,0,8,49,42,273,370,131,47,45,13,25,1008,0,0,4,13,10,39,55,31,12,11,3,4,175,4,8,14,62,105,229,174,30,39,5,6,19,685,4,3,34,170,125,150,73,17,5,3,0,16,602,0,3,6,23,13,21,21,5,4,0,0,4,96,0,0,0,6,0,8,24,6,0,4,0,12,66,35,12,150,1187,418,523,158,23,10,10,7,107,2640,0,0,5,35,9,17,5,0,0,0,4,397,472,59,19,254,1610,812,1641,1462,525,190,189,62,602,7423,5,0,9,25,18,118,429,294,154,150,61,138,1409,0,0,0,16,34,106,110,44,16,16,5,22,365,0,0,8,27,34,341,723,289,121,123,24,116,1808,3,4,0,0,8,68,117,49,19,21,6,22,319,3,0,10,47,98
11203,9,0,17,20,26,106,425,303,95,136,54,21,1211,0,0,9,38,51,147,110,27,3,12,7,7,410,3,0,6,34,58,274,439,165,58,66,10,14,1123,0,0,0,10,8,44,59,37,8,18,4,13,202,3,0,12,45,83,205,215,39,57,20,3,23,702,0,0,37,160,158,195,93,21,19,4,3,16,713,4,5,5,22,14,30,20,8,9,0,0,6,122,0,0,3,0,3,14,18,13,7,8,0,11,81,78,8,232,2038,902,1146,399,72,30,21,15,176,5101,0,0,4,50,16,24,15,0,0,0,0,663,775,105,14,322,2408,1320,2179,1790,690,285,279,100,956,10445,6,4,9,5,10,82,299,252,165,205,63,135,1239,0,0,3,25,17,139,170,56,21,18,12,43,500,5,5,13,18,57,351,868,420,208,194,56,182,2381,0,0,0,0,10,53,134,65,39,38,10,31,391,3,0,7,35,81
11301,29,5,15,27,26,126,445,214,78,89,33,16,1096,10,0,12,24,28,50,46,12,3,7,0,0,183,9,0,7,31,43,171,242,69,36,26,13,16,661,0,0,4,6,3,34,55,20,8,14,0,0,148,8,3,9,35,72,98,70,24,29,7,3,22,388,5,0,29,52,41,50,26,8,3,0,0,14,240,0,0,7,9,8,19,14,3,0,0,0,4,67,0,0,0,5,0,9,15,6,0,3,0,3,52,35,5,123,638,207,259,62,22,3,5,8,68,1441,4,0,11,19,7,13,5,0,0,0,0,229,281,95,14,206,840,442,840,980,378,164,155,60,370,4559,21,0,3,15,17,80,331,237,128,150,55,164,1204,0,0,5,6,9,44,38,17,8,9,4,18,167,8,3,18,30,31,286,637,304,116,124,34,166,1756,0,0,4,3,3,36,88,38,20,15,11,28,255,3,3,17,37,92
11302,6,0,3,7,12,50,106,64,26,29,14,5,318,0,0,3,13,5,19,24,4,0,3,0,3,72,0,0,9,8,10,53,95,21,16,17,3,4,242,0,0,3,0,0,8,12,7,6,3,0,5,43,0,0,7,15,31,48,57,6,15,5,5,8,190,0,0,14,13,8,17,17,6,4,0,3,7,90,0,0,7,3,0,3,10,0,0,0,0,5,20,0,0,0,0,0,3,5,0,0,0,0,0,16,12,6,30,283,101,123,17,9,4,0,0,19,595,0,0,3,8,0,3,0,0,0,0,0,114,130,23,5,71,355,172,323,330,117,73,56,26,171,1719,0,0,5,3,12,16,72,78,33,47,23,48,333,0,0,0,0,0,12,15,0,4,0,0,0,36,0,0,0,6,14,75,193,91,44,44,3,51,529,0,0,0,0,3,5,21,11,10,4,0,11,67,0,3,0,6,21
11303,30,3,26,25,50,244,767,522,203,215,81,29,2185,0,0,13,41,35,115,72,24,12,13,6,12,339,15,0,14,27,67,349,491,219,67,115,28,24,1413,0,0,4,14,8,53,71,32,17,23,4,16,232,10,0,13,59,132,277,234,43,70,21,14,34,896,6,7,22,149,108,120,68,21,13,9,4,16,534,5,0,5,20,10,29,24,4,9,4,0,8,113,0,0,8,9,4,16,24,6,7,6,0,15,101,49,5,161,1278,477,603,223,27,22,18,12,127,3001,3,0,5,35,11,22,7,0,0,0,0,603,691,109,16,265,1648,906,1820,1982,896,410,424,152,886,9513,11,0,15,13,20,121,542,472,284,362,156,251,2253,0,0,5,8,8,56,82,31,26,16,6,23,265,7,9,9,33,56,387,1035,613,279,305,69,249,3056,0,0,0,5,9,41,171,108,60,55,13,40,499,12,7,14,46,117
11401,11,0,19,13,23,157,450,308,91,149,43,18,1283,0,0,18,51,58,176,122,30,12,20,6,10,502,4,0,11,38,44,313,378,171,71,87,17,36,1171,0,0,7,14,11,46,65,39,15,16,4,3,223,3,3,14,45,122,226,217,40,80,24,4,28,810,0,5,31,204,146,192,107,25,16,14,5,20,770,0,0,8,25,17,32,28,6,4,0,0,13,129,0,0,0,4,4,16,21,10,9,5,4,10,82,80,17,320,2569,1001,1412,484,85,26,31,25,236,6275,3,0,10,63,23,22,9,0,0,0,4,727,864,106,27,418,3020,1436,2589,1883,721,326,351,117,1108,12109,0,5,3,19,16,101,358,264,186,237,90,170,1456,0,3,4,23,18,117,153,47,13,24,13,43,456,3,0,13,31,50,376,882,436,198,220,39,214,2450,0,0,0,6,11,62,113,62,38,34,9,39,382,4,0,17,43,108
11402,4,0,10,17,15,65,250,164,84,115,69,25,810,0,0,4,17,27,91,57,32,16,17,5,4,267,0,0,7,5,11,152,235,107,53,59,22,14,659,0,0,0,3,3,29,22,18,12,11,9,6,119,4,0,6,25,47,120,116,21,60,18,4,22,438,0,0,18,68,57,147,79,23,25,18,8,9,446,0,0,4,5,3,20,15,6,12,4,3,0,68,0,0,0,0,0,5,12,7,5,4,8,8,58,40,8,95,625,360,588,303,76,38,37,34,87,2295,0,0,0,7,8,12,10,0,0,0,0,360,399,50,8,147,782,535,1211,1095,450,299,284,149,525,5551,5,0,3,3,3,58,215,168,121,182,107,127,986,3,0,4,3,3,47,50,27,8,16,8,20,193,4,0,0,8,27,178,472,293,178,192,46,138,1540,0,0,5,0,0,26,64,38,18,31,11,24,214,0,0,0,11,30
11501,6,0,5,3,10,62,332,530,376,702,463,30,2508,3,0,3,23,27,105,119,48,27,48,18,9,425,4,0,6,7,14,136,360,245,156,283,58,16,1288,0,0,0,9,3,21,36,39,30,49,20,5,204,6,0,7,24,67,223,320,92,357,98,31,34,1259,4,8,37,93,102,208,162,57,32,25,11,18,761,0,0,3,3,14,29,33,9,17,8,5,3,115,0,0,0,0,3,4,13,12,5,15,16,7,92,212,20,215,841,505,996,486,118,61,48,28,107,3629,5,0,9,20,8,15,5,0,5,0,0,538,598,235,24,286,1031,744,1796,1860,1143,1069,1269,643,778,10889,14,4,14,8,11,96,443,681,667,1676,1755,518,5885,4,0,8,12,21,93,149,70,67,97,51,76,640,13,5,12,14,26,315,1109,1005,1029,1927,766,449,6667,3,0,0,0,8,37,120,116,149,242,153,86,912,17,0,22,50,97
11502,3,0,3,0,4,38,98,76,46,98,64,13,438,0,0,9,9,6,30,27,18,8,20,3,6,144,0,0,0,5,12,54,87,56,37,63,18,8,342,0,0,0,3,4,7,15,3,0,13,11,3,57,0,0,0,11,6,44,50,14,73,19,10,13,238,4,0,11,24,22,42,35,17,9,17,6,5,179,0,0,0,0,5,5,5,0,4,0,4,3,20,0,0,0,0,0,3,0,3,5,3,3,4,17,43,0,51,192,97,180,101,25,20,17,5,28,758,4,0,0,5,0,0,0,0,0,0,0,124,143,61,0,73,254,163,398,420,221,195,251,119,199,2343,0,0,5,4,4,30,104,100,103,195,272,90,902,0,0,0,4,0,19,37,23,13,24,13,15,154,0,0,4,9,11,80,220,189,150,313,135,105,1224,0,0,0,0,0,9,26,19,23,21,22,18,138,0,3,4,8,15
11503,0,0,0,9,13,36,150,144,60,103,40,14,570,0,0,6,9,12,28,18,13,5,7,3,0,100,4,0,4,13,19,61,124,63,28,41,7,7,372,0,0,4,0,0,12,13,10,4,8,0,6,64,0,0,3,10,15,60,68,18,44,3,3,10,240,0,0,7,26,27,52,29,9,3,4,0,3,170,0,0,0,0,0,10,8,0,0,0,0,0,22,0,0,0,0,0,4,13,3,0,5,0,4,30,20,0,45,197,91,145,61,15,10,13,3,15,626,0,0,0,5,0,0,0,0,0,0,0,121,129,26,3,75,267,174,407,492,276,167,187,58,181,2312,0,3,0,5,5,26,115,152,115,191,105,100,818,0,0,0,4,9,19,44,12,16,14,6,12,126,0,0,5,8,16,87,350,238,134,187,49,122,1195,0,0,0,0,6,10,33,32,27,20,15,19,152,5,0,5,5,18
11504,3,0,0,0,3,20,114,151,83,143,60,6,586,0,0,3,8,4,20,15,14,5,3,0,0,73,0,0,3,8,6,47,100,53,31,38,4,9,297,0,0,0,0,4,4,12,13,4,10,0,0,49,0,0,4,8,19,45,60,12,42,8,0,6,206,0,0,9,17,11,29,22,9,4,0,0,4,112,0,0,0,5,0,8,11,0,0,0,3,0,24,0,0,0,0,0,0,0,6,0,0,4,3,18,30,6,36,155,68,87,58,14,0,5,3,23,486,0,0,0,4,5,0,0,0,0,0,0,83,96,32,3,60,200,123,274,393,269,164,208,83,134,1940,10,0,0,0,8,27,131,191,180,342,237,102,1216,0,0,0,3,7,15,38,19,17,16,12,5,131,0,0,7,9,8,96,340,296,235,307,100,83,1488,0,0,0,0,0,11,41,39,32,54,27,20,224,6,0,5,16,28
11601,9,0,4,3,11,121,777,789,356,362,111,38,2578,3,0,7,20,40,103,66,28,9,3,3,5,290,7,0,0,12,30,250,448,182,65,80,14,10,1091,0,0,4,10,10,37,60,42,17,18,10,11,214,8,0,8,68,164,473,357,43,86,29,0,54,1297,9,10,68,109,84,131,60,16,7,4,4,12,511,0,0,5,15,19,28,17,9,11,5,3,16,121,0,0,0,0,5,5,16,8,7,4,0,11,61,191,14,252,1372,413,490,125,25,11,5,0,108,3010,9,0,7,45,13,22,4,0,4,0,0,465,577,232,23,367,1658,786,1661,1931,1140,561,504,145,741,9747,18,4,4,4,14,119,868,983,683,808,395,320,4223,0,0,7,24,29,109,136,44,26,26,16,31,448,10,8,4,23,41,385,1249,832,402,482,118,218,3770,3,4,0,4,10,64,194,163,105,101,35,52,732,16,8,32,130,237
11602,3,0,4,7,13,57,398,545,343,477,158,28,2027,0,0,8,12,14,39,41,11,3,9,0,5,136,0,3,0,8,8,82,223,126,55,80,20,9,626,0,0,0,0,3,10,30,32,19,18,14,6,131,7,4,10,36,47,164,182,29,74,13,3,8,584,0,4,29,40,35,43,22,5,0,0,0,4,184,0,0,0,3,6,11,8,0,3,0,0,12,42,0,0,0,0,0,4,9,5,11,7,3,9,52,110,10,88,426,133,186,48,10,0,0,0,32,1050,0,0,3,9,0,0,6,0,0,0,0,220,245,133,18,136,539,272,602,971,767,510,600,190,340,5070,7,0,12,4,9,66,415,769,575,1008,521,195,3583,0,0,3,5,7,57,86,65,21,29,10,17,302,6,0,13,15,28,257,941,716,465,615,142,167,3366,4,0,4,0,3,48,131,138,106,141,52,39,669,3,3,7,53,112
11603,0,0,0,0,10,103,554,427,131,126,24,26,1396,0,0,5,7,21,50,34,7,3,3,0,5,131,0,0,5,4,15,155,225,93,26,13,7,5,551,0,0,0,0,4,24,43,32,7,8,0,4,128,0,0,12,56,140,301,233,34,47,4,4,36,866,3,3,27,78,60,73,23,3,5,3,0,6,289,3,0,9,16,12,37,16,0,0,0,0,17,103,0,0,0,0,0,0,13,12,0,0,0,3,36,95,14,185,1007,251,250,45,7,0,0,6,70,1927,10,0,10,36,9,13,7,0,0,0,0,310,388,115,16,247,1207,521,1008,1193,607,223,159,35,477,5813,14,4,7,6,12,81,820,853,510,497,182,257,3239,6,0,0,10,17,71,97,41,18,17,10,31,309,6,3,12,12,16,313,909,479,193,189,52,137,2320,0,0,3,5,11,71,151,118,53,51,19,59,528,6,16,32,125,215
11701,0,0,0,0,4,31,198,232,107,217,89,11,899,0,0,6,14,17,54,36,6,0,0,0,0,136,0,0,0,3,8,66,118,61,21,35,14,6,332,0,0,0,3,0,8,22,13,7,3,9,3,75,0,0,4,23,68,105,98,13,23,17,4,4,354,0,3,13,51,28,40,24,3,3,0,0,9,176,0,0,0,0,3,16,6,0,0,0,0,4,33,0,0,0,0,0,5,4,11,0,3,4,0,29,57,4,77,485,112,140,55,6,7,0,0,47,992,0,0,4,14,4,4,4,0,0,0,0,202,232,65,17,113,588,239,473,564,339,180,278,116,284,3252,4,0,0,0,6,36,226,222,167,251,165,98,1178,0,0,0,8,7,43,50,20,11,8,0,11,168,0,5,3,6,10,130,333,208,152,228,66,87,1234,3,0,0,6,4,25,54,36,35,54,26,22,247,0,0,16,50,80
11702,4,0,0,3,3,56,283,418,260,531,366,21,1951,5,0,0,21,30,63,64,22,13,9,0,0,231,0,0,0,9,9,101,224,130,50,104,30,0,667,0,0,0,3,3,12,30,28,18,34,17,5,146,0,0,4,30,43,108,124,36,82,30,15,10,478,3,0,15,41,33,38,33,9,3,8,0,3,187,0,0,0,4,0,9,8,3,0,3,0,0,40,0,0,0,0,0,3,6,12,0,4,8,4,45,36,7,81,495,125,125,43,13,0,0,0,31,958,0,0,0,8,5,5,0,0,0,0,0,327,352,60,10,109,611,252,530,815,669,424,727,444,406,5054,0,0,0,0,6,21,118,146,118,238,255,64,967,0,0,4,13,7,28,40,29,20,31,11,13,192,4,0,0,3,6,69,199,228,183,375,119,49,1243,0,0,0,0,4,17,43,47,41,76,39,5,266,3,5,5,35,45
11703,27,0,11,17,17,190,1075,1858,1182,2957,2518,69,9923,9,0,26,82,96,268,174,73,46,81,49,11,909,4,0,8,29,35,346,749,510,296,616,233,18,2846,4,0,5,16,3,59,95,73,52,110,75,21,513,4,3,14,67,166,441,619,153,544,228,155,34,2433,9,23,101,133,93,162,107,46,54,41,30,27,815,4,0,7,6,9,21,16,8,20,15,7,12,129,0,0,0,4,3,16,29,36,18,67,51,13,247,309,24,180,674,198,281,195,81,57,49,58,72,2173,9,0,8,13,8,5,3,4,5,0,0,1565,1613,378,51,348,1045,630,1791,3063,2832,2270,4175,3179,1832,21599,5,0,0,4,7,52,162,199,152,467,607,104,1759,0,0,10,12,4,43,40,43,23,44,38,25,283,0,6,3,8,14,121,282,282,276,567,239,87,1895,0,0,0,0,7,15,63,71,46,159,126,29,513,4,0,14,37,71
11801,16,0,5,6,3,73,426,747,511,1331,1458,53,4628,0,0,5,22,27,119,148,94,50,80,75,10,624,8,0,3,11,7,140,352,263,201,418,223,30,1648,0,0,0,0,3,25,59,39,26,79,68,15,320,4,3,8,15,50,184,243,82,313,176,134,38,1248,5,4,34,75,69,103,129,64,72,90,72,24,730,3,0,0,8,3,20,21,6,15,15,13,10,111,3,0,0,0,4,8,8,10,10,37,44,15,142,106,7,91,337,191,373,356,160,133,164,190,121,2226,3,0,4,17,3,8,8,3,0,7,4,925,984,145,19,147,494,364,1042,1757,1468,1334,2391,2269,1235,12661,4,6,4,8,12,32,144,196,189,486,962,205,2241,0,0,3,10,3,48,87,59,44,85,73,43,455,4,4,9,14,16,100,360,357,447,1049,728,292,3390,4,0,0,4,0,17,61,58,76,167,213,45,639,13,0,14,28,46
11802,12,0,4,4,14,88,489,812,523,1069,759,38,3813,0,0,17,30,33,156,84,61,28,33,24,4,470,4,0,4,11,18,181,366,254,140,232,83,22,1320,0,0,0,4,8,36,57,62,33,63,23,12,302,0,0,11,40,87,239,314,91,179,99,43,34,1140,8,17,39,88,82,163,109,29,26,32,0,12,609,5,0,5,13,13,15,23,8,13,7,3,8,102,0,0,0,0,3,6,15,27,6,23,13,6,104,189,20,216,861,350,567,306,93,42,45,41,114,2834,8,3,3,23,10,4,12,6,7,0,0,757,833,230,47,307,1072,612,1454,1778,1435,997,1600,996,1003,11533,3,0,8,3,3,62,274,395,299,718,970,215,2961,0,0,5,17,17,66,99,83,54,66,45,46,492,10,0,5,6,15,189,596,528,543,1121,551,288,3853,0,0,5,0,0,18,83,111,93,200,151,44,701,10,0,12,29,78
11901,5,0,3,9,7,130,610,636,242,360,146,30,2182,0,0,5,26,39,86,61,31,10,11,3,5,276,3,0,9,22,35,241,362,146,73,71,13,22,984,3,0,3,3,11,26,55,28,26,28,8,9,199,6,3,17,83,196,406,304,57,103,21,3,46,1256,3,13,70,187,119,167,74,14,12,10,0,18,683,0,0,11,23,17,47,34,3,10,0,0,5,153,3,0,3,4,9,11,22,8,8,7,6,11,92,205,35,401,2067,662,739,214,23,16,11,9,178,4552,7,0,14,54,8,25,7,0,0,0,0,579,697,239,56,533,2467,1101,1882,1754,950,494,514,190,903,11074,9,4,3,8,12,192,757,785,515,783,476,312,3856,3,6,6,27,38,152,181,68,39,50,14,63,650,12,6,14,44,60,434,1225,792,475,634,197,277,4171,3,3,3,12,21,68,189,114,105,130,42,66,758,18,20,60,244,332
