SA3_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
11002,7181,104,25,9,134,220,7536,3695,52,7,0,57,137,3895,3116,91,34,0,123,158,3396,4127,107,19,4,123,169,4416,4965,92,8,0,96,214,5277,5130,99,8,0,108,207,5440,4180,81,3,4,91,161,4429,2298,50,4,7,52,121,2476,839,15,12,0,20,40,902,35532,680,108,18,804,1424,37758,6308,150,26,9,187,548,7035,3535,87,11,0,98,325,3960,2935,129,31,3,163,354,3453,3419,154,21,0,175,382,3974,4293,114,14,0,133,408,4834,5142,97,11,5,112,538,5792,4719,92,5,0,102,489,5300,2547,68,5,0,74,321,2939,845,15,4,0,16,184,1049,33738,901,130,25,1058,3549,38344,5782,151,22,14,184,637,6610,3398,101,0,0,106,353,3856,3058,215,31,4,250,384,3694,3092,208,31,6,246,408,3746,4088,141,13,0,155,478,4723,5171,106,16,0,126,473,5768,5164,79,15,0,97,467,5731,3074,57,4,0,61,303,3436,1008,37,4,0
11003,5389,70,34,0,105,389,5877,2836,44,3,0,49,196,3084,2800,114,7,0,122,208,3125,3123,78,12,0,93,225,3435,3347,69,7,5,80,189,3616,2768,65,13,3,80,183,3027,1897,28,3,0,33,134,2060,976,18,3,3,28,88,1085,330,10,0,0,15,30,372,23453,494,92,12,597,1635,25686,4837,117,21,3,142,597,5574,2511,48,3,0,48,308,2872,2618,148,13,0,162,330,3105,2616,137,6,3,149,326,3091,3005,83,15,0,98,395,3498,2911,72,10,5,79,358,3350,2086,60,6,0,67,284,2440,1081,17,3,0,23,201,1302,308,8,0,0,9,90,404,21964,681,81,10,769,2891,25626,4114,111,17,4,135,813,5062,2236,74,0,0,72,462,2772,2491,195,10,0,204,487,3175,2213,139,16,0,152,472,2839,2470,81,13,0,95,504,3066,2841,72,16,3,84,545,3474,2082,42,10,0,51,350,2482,1192,23,6,0,30,170,1386,391,3,0,0
11004,15145,175,62,9,242,647,16038,8805,123,32,6,154,434,9385,7540,230,32,0,265,376,8176,8793,238,15,0,254,413,9456,9822,219,21,5,244,439,10512,9346,122,17,3,142,369,9855,6901,98,10,5,113,326,7335,4027,81,10,0,94,276,4395,1443,28,5,0,33,166,1646,71817,1308,209,20,1541,3439,76806,14819,327,100,13,439,1005,16264,8193,249,99,3,355,664,9207,8104,584,149,12,746,716,9563,8115,433,33,4,470,670,9258,9187,326,40,3,366,740,10291,9501,173,40,4,208,820,10533,7628,108,22,5,128,671,8427,4393,83,6,3,96,495,4990,1720,30,7,0,35,210,1969,71661,2309,495,46,2847,5991,80498,15010,678,160,48,888,1227,17124,8536,334,32,0,368,768,9671,8391,1126,256,7,1388,784,10560,8104,785,113,4,896,758,9762,8787,388,47,5,442,714,9937,9495,218,63,4,280,664,10440,8448,121,37,5,155,618,9223,5135,69,8,3,78,497,5713,1848,27,6,0
11101,20539,489,133,28,645,557,21744,13764,425,25,8,459,407,14635,11314,646,40,7,698,329,12335,14210,645,40,3,687,430,15323,15252,657,68,11,730,496,16482,14118,607,61,9,685,446,15247,10183,373,64,12,446,373,10998,6596,269,76,3,353,374,7317,2407,128,43,0,178,189,2777,108385,4239,560,78,4875,3605,116868,20484,666,168,29,861,622,21969,13185,414,41,9,464,444,14089,11905,739,55,8,807,496,13206,13134,851,64,8,921,497,14551,14877,710,61,12,784,600,16262,14500,631,72,4,710,619,15829,11988,537,62,7,603,608,13189,6784,297,75,13,384,473,7643,2724,148,44,0,196,369,3285,109573,4988,655,83,5727,4713,120014,20994,954,219,67,1241,687,22921,13221,498,16,0,510,442,14174,12357,982,77,7,1067,530,13956,13816,1243,84,3,1335,496,15650,14910,844,84,3,935,437,16282,15095,621,79,5,713,460,16266,13475,541,99,4,650,468,14591,8194,315,60,3,375,463,9036,3101,183,60,0
11102,12260,326,93,15,437,317,13022,8432,226,10,5,247,248,8929,6546,319,14,0,333,186,7067,8097,331,20,3,354,234,8687,9031,301,23,6,331,243,9599,8909,256,35,6,293,223,9430,6404,233,28,0,265,200,6867,4021,161,27,3,187,196,4409,1719,59,26,0,85,195,2008,65424,2213,282,43,2541,2045,70000,12710,395,141,15,546,423,13682,8256,247,23,0,269,300,8834,7465,473,36,6,514,313,8293,7924,518,36,3,557,300,8776,8781,374,23,6,404,369,9551,9249,329,42,8,376,418,10044,8080,282,25,8,317,467,8858,4293,175,27,3,203,331,4835,1913,77,24,3,107,307,2335,68674,2874,378,51,3302,3234,75207,13826,710,156,50,914,551,15291,8880,351,17,3,370,315,9565,8986,596,53,0,650,379,10014,8464,879,66,0,945,360,9773,9266,542,44,0,589,321,10181,9990,410,56,0,465,350,10800,9611,306,46,0,359,398,10368,5812,208,35,0,242,357,6413,2233,95,29,4
11103,23727,1365,521,57,1943,1072,26746,19893,1735,200,18,1953,955,22799,19395,2219,175,16,2414,1019,22827,18143,1734,154,13,1907,783,20830,18352,1305,147,24,1480,820,20651,15710,1017,178,11,1201,645,17552,10448,723,244,11,982,475,11900,7171,547,294,13,859,444,8477,3274,265,148,12,426,251,3953,136109,10918,2068,178,13168,6456,155732,24356,1842,662,65,2568,838,27768,20027,2177,299,16,2493,887,23404,20359,2993,322,20,3337,1145,24838,17688,2271,194,13,2478,838,21004,17982,1538,207,14,1752,1024,20754,16891,1145,204,15,1358,1017,19276,12402,805,201,12,1019,805,14222,6651,556,318,9,884,765,8301,3023,236,163,0,394,898,4315,139380,13555,2565,169,16287,8217,163881,25242,2484,570,155,3208,959,29411,21519,2176,123,5,2309,1311,25129,22905,3599,317,8,3927,1190,28022,18776,3088,342,3,3438,907,23119,18823,1827,245,10,2086,814,21725,18145,1254,228,8,1486,734,20370,14826,908,257,10,1172,718,16713,8462,550,248,6,802,607,9872,3608,285,174,13
11201,12162,500,92,23,614,507,13282,6677,301,26,5,332,347,7351,5738,426,25,5,457,303,6501,8778,597,33,8,639,384,9800,10665,516,28,0,547,449,11655,10409,347,22,0,372,426,11204,6377,170,14,3,183,262,6826,4155,118,19,5,143,226,4521,1867,56,9,0,66,158,2089,66815,3038,271,46,3350,3059,73228,11262,610,95,25,723,1018,13002,6333,280,20,4,304,584,7225,6023,598,32,5,629,703,7356,8034,699,19,14,734,850,9611,9645,596,22,5,624,1010,11283,11088,427,24,7,459,1183,12731,8464,267,12,9,285,827,9573,4262,130,10,6,147,510,4913,2090,75,14,0,97,400,2584,67198,3674,255,74,4004,7076,78281,11975,932,168,55,1156,1063,14188,6928,427,15,3,443,613,7984,7380,1310,50,5,1368,813,9561,8846,1185,41,0,1229,882,10956,10249,683,36,4,721,831,11801,11223,508,35,3,548,797,12569,11019,332,13,0,351,719,12094,5471,133,12,3,150,407,6029,2170,95,17,0
11202,12975,296,94,13,406,529,13916,7995,269,17,5,298,337,8627,6172,243,28,10,281,254,6706,7801,324,32,0,359,300,8462,9751,342,30,8,377,372,10506,9294,319,15,3,335,332,9962,5433,183,14,9,200,222,5860,3373,149,38,8,191,163,3733,1317,66,27,0,89,113,1517,64112,2193,288,59,2544,2631,69285,11502,346,98,3,448,797,12752,7315,221,15,4,243,663,8221,5758,321,39,0,361,510,6631,6863,414,23,0,445,582,7887,8634,353,33,9,399,752,9785,9723,317,33,3,346,866,10933,6907,240,19,5,261,584,7754,3559,155,19,3,180,363,4103,1564,81,28,6,109,203,1877,61837,2452,301,44,2798,5315,69949,10773,533,81,29,637,1139,12550,6912,244,14,0,256,641,7813,6186,490,38,0,528,622,7335,6628,539,38,4,585,661,7875,8150,415,26,0,442,664,9265,9814,320,25,10,353,755,10913,8641,248,26,0,270,619,9529,4219,124,7,0,133,372,4723,1572,64,24,0
11203,14073,384,113,15,513,571,15157,8187,267,25,10,301,384,8871,6753,447,22,7,475,338,7564,9312,513,48,8,574,414,10295,11221,418,29,5,449,489,12167,10736,351,30,5,389,462,11578,8720,288,25,0,309,370,9403,6457,210,39,4,257,454,7162,2535,73,17,0,95,272,2902,77989,2948,352,64,3361,3755,85103,13756,564,139,26,727,837,15321,8089,309,18,3,333,500,8916,7080,561,47,3,608,528,8218,8898,678,43,7,723,641,10269,10592,510,42,8,560,770,11919,12176,388,35,8,438,975,13589,10832,322,30,6,356,843,12023,6624,242,25,8,284,633,7536,3016,90,31,3,128,441,3583,81053,3667,412,72,4148,6170,91374,14103,798,129,46,976,1004,16084,8252,348,15,5,374,590,9217,7376,807,43,3,855,635,8868,9373,972,53,4,1025,764,11161,10673,617,59,0,673,766,12115,12737,457,50,4,508,773,14018,12502,374,31,0,408,697,13616,7603,208,35,4,250,615,8467,3191,91,30,3
11301,9019,675,190,25,890,580,10492,5095,514,55,10,575,346,6009,4120,697,127,9,833,329,5284,4782,754,89,10,855,314,5951,5381,744,75,10,823,309,6513,4322,587,97,7,695,256,5274,2847,509,125,7,646,188,3677,1812,344,200,5,548,140,2499,610,114,98,3,220,70,900,37985,4934,1060,86,6084,2526,46599,8154,723,191,26,941,841,9943,4878,519,89,10,609,461,5948,4202,933,265,11,1205,516,5922,4215,780,134,23,932,490,5637,4891,761,136,16,918,533,6339,4729,596,124,9,731,581,6041,3289,434,94,14,542,464,4299,1949,370,182,3,560,297,2805,783,153,123,7,282,151,1211,37092,5270,1336,111,6721,4327,48140,7803,912,237,43,1194,822,9815,4792,653,38,5,697,448,5937,4439,1451,255,8,1715,542,6694,3959,1222,224,8,1449,476,5889,4615,777,265,14,1049,508,6178,5000,584,241,4,828,444,6275,3737,410,125,8,534,388,4660,2147,315,112,7,428,254,2832,844,119,134,0
11302,2666,75,10,0,81,99,2843,1406,27,3,0,32,78,1516,1263,53,9,0,58,109,1429,1643,73,8,0,84,78,1801,1932,68,0,0,66,69,2075,1833,40,13,0,51,69,1950,1367,45,9,0,60,60,1483,798,23,8,0,31,40,870,314,14,7,0,25,17,349,13232,418,57,4,475,618,14324,2367,65,3,0,78,169,2610,1290,31,7,0,35,110,1434,1174,84,23,0,109,165,1441,1360,91,5,0,99,175,1631,1687,60,4,0,64,195,1938,1906,53,8,6,62,207,2170,1590,31,12,0,42,155,1785,831,36,3,4,38,121,988,315,8,5,0,17,97,430,12510,457,68,11,533,1387,14437,2406,99,12,0,116,223,2752,1326,44,0,0,45,106,1483,1198,107,15,0,119,156,1469,1390,116,12,0,126,174,1689,1589,88,11,0,96,156,1845,1985,85,4,0,84,154,2223,1761,45,3,0,53,115,1919,1004,30,4,0,34,111,1150,361,12,3,0
11303,17411,501,153,23,676,521,18609,11936,449,25,10,479,572,12986,9018,608,134,15,764,515,10296,9994,464,85,8,554,522,11071,10935,352,42,9,396,477,11807,10054,181,33,5,220,347,10619,6914,105,17,5,127,278,7323,4266,103,17,0,114,229,4607,1711,45,5,0,51,116,1878,82235,2807,505,72,3380,3574,89194,16574,769,250,19,1040,927,18537,11176,467,61,4,538,811,12528,9538,961,200,8,1167,908,11611,9021,865,134,9,1007,887,10914,10250,481,64,5,557,798,11603,10464,259,51,3,314,837,11614,8123,164,25,4,195,651,8968,4716,97,11,0,116,441,5269,2036,48,9,0,61,211,2306,81897,4114,810,66,4992,6472,93359,16779,1290,323,65,1676,984,19434,11331,763,72,0,836,907,13069,10275,1358,273,8,1647,882,12801,9080,1325,232,7,1564,829,11477,9821,610,155,0,770,735,11324,10800,365,106,0,474,652,11928,9613,169,79,0,246,603,10453,5522,98,29,0,127,462,6117,2221,50,9,0
11401,15242,246,78,13,336,783,16362,9197,177,14,3,188,621,10004,6975,262,15,0,280,567,7815,9306,358,33,3,396,584,10289,11766,413,41,10,460,676,12903,12591,480,50,6,535,545,13669,10583,553,68,12,632,477,11692,6452,350,59,3,408,451,7309,2210,97,12,0,113,243,2568,84336,2936,361,54,3350,4942,92619,14868,404,124,10,539,885,16291,8908,219,22,5,244,760,9916,7926,479,40,8,522,850,9304,8687,519,49,5,569,818,10073,10892,469,46,10,517,865,12278,13751,520,53,9,583,985,15313,13238,616,66,12,690,1015,14951,7068,419,68,3,493,640,8206,2658,114,35,0,153,352,3155,88000,3762,494,53,4315,7182,99489,15294,668,154,39,863,1152,17311,9098,326,17,8,343,754,10200,9236,758,46,5,809,972,11007,9247,908,65,5,978,888,11112,10836,572,62,0,640,811,12278,14619,547,64,8,614,803,16036,15644,572,80,9,659,751,17051,8766,437,55,7,494,556,9819,3021,154,44,0
11402,8007,233,46,8,294,287,8585,4426,167,13,5,184,162,4763,2988,175,6,4,186,129,3305,4867,297,20,5,324,203,5390,5787,297,23,6,321,220,6317,5852,298,11,3,308,233,6392,4988,222,18,0,244,213,5452,2681,129,20,3,158,167,3002,951,37,3,9,45,165,1171,40543,1866,159,39,2060,1780,44380,7566,275,69,9,363,473,8397,4345,251,80,4,328,240,4917,3314,410,21,3,433,221,3966,4355,360,24,4,382,325,5068,5704,324,21,9,354,410,6467,5942,298,33,3,331,378,6651,6330,319,29,7,354,425,7111,3436,160,30,7,196,240,3867,1260,65,14,0,84,82,1427,42252,2454,319,46,2821,2794,47873,7825,464,93,23,582,384,8788,4627,226,27,3,262,222,5109,3819,714,31,0,740,180,4741,4402,658,37,3,703,236,5335,5967,444,28,0,473,294,6739,6542,351,40,5,391,305,7240,7111,326,37,3,371,313,7792,4653,194,30,0,223,301,5175,1420,72,14,4
11501,20266,5309,1108,102,6522,571,27359,14004,4857,96,44,4999,387,19392,8682,4351,149,27,4517,346,13549,12166,6395,461,35,6893,368,19424,12629,6888,701,54,7639,416,20682,11375,4649,678,30,5356,318,17045,6852,1814,595,13,2428,189,9474,3361,695,411,6,1108,127,4594,1857,203,161,11,373,79,2310,91198,35155,4359,321,39835,2791,133823,19459,7128,1705,132,8973,565,28997,13458,5344,132,18,5496,355,19313,8032,5792,306,29,6130,401,14563,10683,8791,580,55,9424,470,20580,11945,7502,845,42,8387,493,20829,10503,5559,1372,43,6972,382,17857,8371,2998,1012,18,4024,350,12746,3987,1026,583,21,1631,327,5949,1849,310,256,9,571,485,2904,88285,44452,6800,367,51618,3835,143739,17446,10346,1370,434,12151,617,30207,13211,5995,89,11,6091,339,19638,7084,6108,274,7,6388,327,13800,8946,13061,668,19,13747,454,23147,11808,8806,845,9,9659,355,21822,10186,6558,1563,12,8128,297,18612,8788,4348,1990,12,6355,288,15426,5748,1540,855,17,2406,356,8512,2308,411,397,8
11502,4403,426,68,11,505,93,5006,3131,346,15,0,363,73,3568,1624,303,15,5,315,40,1982,2664,553,25,6,585,88,3338,3248,648,40,3,686,103,4037,2905,454,44,5,502,105,3514,1872,304,57,4,361,56,2287,823,177,71,0,252,46,1124,416,35,28,0,60,17,491,21078,3248,353,28,3636,619,25337,4270,445,87,7,535,152,4957,3094,382,16,0,396,157,3651,1796,304,9,7,318,89,2198,2305,540,34,9,580,120,3013,3184,689,59,3,749,189,4124,2690,510,68,0,578,170,3442,2279,377,58,0,436,142,2854,1051,207,66,0,275,59,1381,445,88,47,0,130,29,610,21115,3535,440,36,4008,1107,26228,4120,617,79,19,714,158,4995,3250,455,9,0,466,104,3824,1777,361,27,0,390,78,2239,2153,638,37,0,678,93,2925,3296,813,50,4,869,123,4291,3056,665,81,0,743,96,3894,2513,372,96,0,470,78,3071,1556,244,81,5,333,60,1945,532,104,57,0
11503,4727,87,15,3,110,251,5089,3146,65,0,0,72,165,3382,1971,88,0,0,89,103,2152,3281,142,15,0,153,212,3645,3551,202,11,4,222,194,3969,2774,148,6,0,154,182,3112,1548,123,10,3,140,133,1812,572,49,12,0,63,45,679,193,11,4,0,18,20,234,21751,917,78,14,1013,1309,24075,4469,113,29,0,146,264,4879,3015,78,0,0,77,209,3306,2255,106,5,0,107,141,2509,2748,134,3,4,142,189,3079,3480,218,14,4,238,302,4020,2946,153,12,0,156,252,3350,1988,149,16,3,173,187,2347,697,74,12,0,81,57,839,215,11,5,0,17,24,259,21821,1030,99,15,1149,1621,24590,4430,124,22,3,157,146,4738,3049,92,4,0,96,96,3235,2538,125,7,0,133,111,2781,2570,161,9,0,170,90,2830,3402,208,19,0,231,115,3753,3308,205,23,0,227,115,3650,2277,130,27,0,159,78,2518,1030,90,21,0,107,58,1193,257,30,7,0
11504,6099,651,113,11,778,208,7079,2785,513,15,6,532,111,3423,2249,567,16,4,589,114,2949,3879,921,31,12,961,152,4995,2712,822,67,9,894,124,3729,2052,549,74,5,626,128,2810,1120,281,52,8,337,58,1510,389,88,35,3,121,25,532,112,19,12,0,33,10,156,21401,4405,417,53,4876,909,27182,6694,998,180,32,1211,220,8124,3657,715,18,5,739,121,4523,2625,893,39,5,937,131,3695,3905,1372,61,8,1439,174,5516,3486,1117,84,9,1211,173,4865,2294,723,155,9,882,115,3290,1557,398,97,0,499,93,2145,542,140,72,0,213,41,794,156,38,24,0,62,11,226,24918,6392,725,65,7179,1082,33181,9545,3447,511,190,4152,330,14027,5576,1523,23,0,1545,140,7272,4428,2333,91,4,2427,202,7062,4921,4980,163,3,5149,246,10322,5187,2343,198,3,2543,164,7894,3055,1461,342,5,1814,116,4983,1957,790,400,3,1191,119,3267,962,283,140,0,420,89,1470,195,68,42,3
11601,16751,6615,1758,218,8587,1048,26381,10179,5691,196,79,5963,562,16703,10053,8598,499,92,9196,654,19896,9297,7274,601,55,7936,511,17745,9056,5850,915,51,6820,540,16415,8050,4302,1026,32,5363,399,13811,4595,2029,823,26,2881,241,7722,2803,977,699,23,1694,226,4725,792,350,328,16,696,115,1611,71582,41682,6855,592,49136,4299,125015,16401,7737,1958,195,9893,1173,27469,10276,6258,218,47,6516,705,17499,9348,11087,614,104,11805,920,22070,8595,9609,734,83,10425,756,19770,8224,6382,991,56,7428,684,16342,7701,5007,1415,68,6487,633,14818,5324,2923,1063,34,4023,481,9828,2680,1163,770,15,1950,330,4948,941,444,382,15,838,214,2000,69488,50606,8141,622,59366,5893,134750,14925,9089,1828,504,11418,1607,27951,9358,7400,169,21,7590,1013,17965,8523,12009,607,24,12638,1379,22535,7926,12612,813,20,13445,1115,22493,7925,7063,1049,11,8126,789,16835,7472,5468,1485,22,6975,590,15037,5929,3807,1590,22,5422,428,11781,2953,1593,939,8,2537,295,5792,1061,528,451,11
11602,13835,3727,788,98,4610,504,18949,6518,2750,50,29,2823,401,9742,7534,4380,112,43,4535,562,12626,7943,4617,173,40,4832,461,13240,5203,3567,310,25,3900,307,9416,3553,2217,359,20,2598,192,6345,1671,830,335,7,1171,102,2943,651,302,199,3,502,36,1193,192,56,57,5,114,12,325,47111,22444,2380,266,25092,2575,74775,15411,5430,1074,147,6654,759,22819,7700,3633,50,22,3704,475,11871,7274,5678,175,34,5884,868,14022,8317,7647,274,54,7978,866,17160,6248,4813,374,27,5223,522,11999,4054,3025,645,23,3695,346,8094,2517,1446,492,22,1962,201,4680,855,482,270,9,761,70,1684,256,110,84,0,194,33,485,52626,32265,3454,331,36048,4144,92820,19543,12681,1891,683,15254,1174,35969,10168,5980,77,10,6063,769,17003,9467,10358,266,12,10640,1277,21381,9140,18838,478,9,19326,1248,29706,7926,8054,548,5,8608,641,17173,4917,4529,1086,12,5625,340,10885,3247,2529,1143,9,3683,202,7138,1455,762,465,7,1235,109,2801,365,177,136,0
11603,17236,6248,1454,239,7938,1516,26698,10218,5044,149,64,5251,727,16197,7432,5974,343,73,6391,634,14459,7419,5970,502,64,6533,592,14545,6739,5360,666,58,6082,480,13296,5361,3216,723,39,3975,407,9747,3359,1277,608,12,1902,272,5530,1295,517,446,14,981,129,2405,446,167,206,11,379,34,857,59503,33764,5095,574,39433,4794,103731,16945,6680,1516,173,8370,1727,27034,10302,5599,168,55,5825,884,17017,7968,7257,421,60,7732,923,16624,6371,7182,552,90,7828,775,14972,6781,5668,710,67,6442,779,14008,5194,4237,906,60,5199,624,11019,3923,2028,727,36,2794,493,7206,1690,604,535,6,1149,253,3099,532,207,283,7,497,64,1083,59718,39459,5820,559,45833,6514,112066,15803,7412,1314,335,9059,2300,27163,9384,5592,137,16,5745,1100,16233,7861,6785,352,18,7150,1295,16308,5930,8398,604,19,9020,1176,16127,6337,5939,783,27,6743,858,13940,5545,4948,1050,13,6020,614,12177,3990,2817,1039,27,3875,466,8326,2118,902,609,10,1523,307,3950,562,259,328,7
11701,4290,1863,517,59,2438,420,7146,2449,1977,118,21,2112,243,4806,2644,3144,177,18,3341,334,6319,3190,2505,185,24,2712,319,6230,2589,1918,315,16,2252,228,5071,1991,1469,438,23,1927,216,4137,1343,999,556,16,1575,155,3072,874,485,436,12,935,95,1908,400,101,134,0,236,45,672,19775,14466,2874,192,17530,2051,39360,4883,1948,571,73,2593,444,7923,3017,2782,253,24,3053,375,6451,3737,4107,291,28,4425,618,8777,3420,3038,236,31,3303,428,7159,3110,2135,291,11,2437,308,5859,2153,1567,431,24,2027,258,4436,1493,1112,483,18,1611,171,3274,800,625,495,7,1131,121,2058,344,174,191,9,375,44,759,22954,17479,3245,229,20954,2779,46692,5345,2317,593,198,3106,424,8879,3960,3400,179,6,3582,439,7979,5885,6636,421,5,7067,805,13753,4165,4046,333,6,4389,467,9023,3646,2522,281,5,2803,261,6713,2722,1811,499,4,2318,246,5287,1784,1292,587,11,1882,188,3857,953,758,576,7,1337,151,2435,290,196,228,4
