LGA_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
LGA14400,3,10,0,26,38,12,5,15,5,8,130,0,0,0,0,0,11,9,3,0,0,4,9,33,0,0,0,0,0,3,3,3,3,0,4,3,26,0,0,0,12,17,32,58,17,13,7,0,27,187,0,0,0,0,0,0,3,0,0,0,0,148,152,0,0,8,30,30,156,464,352,300,430,366,377,2522,0,0,5,14,7,33,66,30,12,10,6,29,207,0,0,8,37,30,58,31,6,0,0,3,14,199,0,0,3,4,0,3,3,0,0,0,0,0,17,0,0,7,11,4,3,3,0,0,0,0,0,29,5,3,14,36,28,57,38,10,6,0,0,31,234,0,0,0,0,0,0,0,0,0,0,0,6,7,11,4,41,97,65,148,144,50,22,13,17,83,690,33,27,67,314,390,892,1204,681,516,630,527,680,5957,0,0,0,0,0,3,29,48,51,94,113,3,336,0,0,0,0,3,14,48
LGA14500,16,43,31,86,125,98,44,109,156,81,795,0,0,0,6,3,7,16,7,8,20,29,35,128,0,0,0,0,0,3,3,8,4,17,31,23,99,87,22,27,57,41,108,197,117,89,148,169,135,1188,0,0,0,0,0,0,0,0,0,0,3,1293,1298,125,29,53,165,143,589,1440,1396,1224,3021,7826,2699,18711,0,4,0,18,23,133,297,186,81,187,138,165,1227,0,4,36,82,49,136,152,55,28,34,32,62,677,0,0,7,7,0,11,13,8,4,5,4,13,66,13,8,13,19,7,19,6,3,5,5,3,10,103,161,36,80,97,74,189,221,85,61,52,49,134,1235,0,0,0,0,0,3,3,0,0,0,0,4,11,177,57,137,214,151,489,683,337,185,283,220,382,3319,605,200,296,773,780,2250,3869,2813,2320,4479,10052,3872,32309,0,0,0,0,3,4,41,127,192,430,999,12,1817,0,0,0,6,13,47,126
LGA14550,0,3,10,15,16,4,0,0,0,4,54,0,0,0,4,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,21,11,42,19,4,0,3,0,17,117,0,0,0,0,0,0,0,0,0,0,0,35,35,7,7,7,28,42,139,181,89,48,37,31,100,717,0,0,0,5,9,23,8,8,0,3,0,10,56,4,0,11,29,14,12,14,0,0,0,0,5,81,0,0,0,8,0,0,0,0,0,0,0,5,16,4,0,3,9,0,5,0,0,0,0,0,8,36,0,0,23,66,34,51,15,3,6,0,0,22,224,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,38,111,54,94,44,7,5,7,3,49,424,22,25,64,261,332,490,453,171,91,69,58,249,2286,0,0,0,6,12,16,46,31,17,23,15,0,170,0,0,0,6,5,23,19
LGA14600,0,4,0,8,3,0,0,0,0,0,21,0,0,0,0,0,4,0,0,0,0,0,8,14,0,0,0,0,0,0,10,3,0,0,0,3,18,5,0,3,12,6,14,10,5,0,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,27,28,7,0,11,25,21,90,160,80,44,34,27,98,593,0,0,0,4,4,17,15,6,0,0,0,10,54,0,3,0,19,0,17,10,4,0,0,0,3,58,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,5,7,4,4,0,0,0,0,0,5,28,3,0,14,34,21,25,13,3,0,0,0,21,131,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,22,62,34,63,44,12,0,0,0,40,284,27,12,41,135,160,276,308,173,79,64,54,222,1538,3,4,0,7,3,15,35,31,19,29,20,5,159,0,0,0,3,9,10,8
LGA14650,16,51,84,274,293,105,86,55,44,113,1114,0,0,0,12,6,41,71,33,15,20,14,44,255,0,0,0,0,0,7,34,36,25,22,16,39,186,30,19,36,136,172,491,572,188,83,76,31,236,2074,0,0,0,0,5,6,15,3,4,6,0,1195,1235,47,32,74,257,391,1912,5092,3730,3053,3232,2369,2893,23094,6,3,10,50,135,613,832,324,130,91,40,279,2507,0,16,90,435,324,647,375,96,37,19,9,191,2253,0,0,12,43,26,44,38,25,6,3,0,39,247,19,8,87,187,59,76,34,4,0,3,0,40,515,76,29,299,904,548,910,537,126,36,25,32,403,3932,0,0,5,0,4,14,11,3,0,0,0,69,105,99,63,509,1622,1100,2305,1831,575,212,139,83,1026,9569,352,239,811,3313,5080,8461,11342,6628,4704,4590,3236,5619,54373,4,0,6,0,8,39,320,843,772,1057,742,14,3797,0,5,3,19,31,167,365
LGA14700,3,14,6,27,29,18,14,26,49,18,199,0,0,0,0,0,3,6,3,0,7,11,6,39,0,0,0,0,0,0,4,4,4,4,9,15,37,18,0,7,11,7,24,45,20,16,19,20,15,207,0,0,0,0,0,0,0,0,0,0,0,262,264,18,0,12,37,24,150,424,418,341,746,1967,577,4722,3,0,0,5,9,59,100,77,33,71,37,43,444,0,0,8,19,23,54,39,19,6,14,7,22,222,0,0,0,0,0,4,4,0,0,0,3,4,16,7,0,0,7,3,5,3,3,0,0,0,3,32,24,4,10,39,18,49,55,21,21,4,15,27,288,0,0,0,0,0,0,0,0,0,0,0,9,9,32,6,26,71,50,165,205,121,58,98,65,116,1003,98,39,52,186,200,613,1186,1042,833,1450,2817,974,9488,0,0,0,0,0,5,30,98,180,371,775,5,1463,0,0,0,0,0,18,49
LGA14750,0,4,7,14,9,3,0,0,0,0,41,0,0,0,0,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,5,0,3,0,0,0,6,3,3,0,5,11,21,27,3,0,0,0,10,83,0,0,0,0,0,0,0,0,0,0,0,53,60,7,5,7,19,36,152,289,189,127,98,63,144,1131,0,0,0,7,13,26,33,17,6,0,0,10,114,0,0,11,20,16,22,11,3,0,0,0,13,93,0,0,0,0,4,6,0,0,0,0,0,0,10,0,0,7,12,0,0,0,0,0,0,0,3,23,4,3,28,41,23,41,20,0,0,0,0,24,191,0,0,0,0,0,4,0,0,0,0,0,10,11,4,4,46,75,60,105,65,21,3,8,0,57,443,29,19,65,180,252,458,617,355,190,156,80,294,2693,0,0,0,0,0,7,54,65,59,59,24,6,271,0,0,0,0,0,8,21
LGA14850,3,27,34,104,67,22,3,4,0,21,286,0,0,0,7,3,11,10,6,0,0,4,8,43,0,0,0,0,0,0,16,3,4,0,0,8,28,4,0,18,36,43,91,90,27,3,9,0,36,366,0,0,4,0,5,0,0,0,0,0,3,198,210,14,6,23,87,119,563,1171,630,387,357,193,487,4039,0,0,0,23,40,182,191,65,18,11,11,55,590,0,4,32,155,102,152,84,16,5,3,0,57,603,0,0,3,15,9,9,6,5,0,0,0,6,63,4,6,30,51,16,13,4,0,0,0,0,22,147,11,11,84,248,131,207,96,20,10,4,0,110,937,0,0,0,6,0,0,0,0,0,0,0,17,25,21,19,145,504,306,559,383,100,29,23,11,265,2367,73,53,222,914,1061,2041,2619,1183,623,540,327,1104,10746,3,0,0,5,11,20,136,215,171,131,114,13,818,0,0,0,9,9,65,139
LGA14870,5,10,17,27,24,6,0,0,6,10,102,0,0,0,0,0,7,7,4,0,3,0,3,27,0,0,0,0,0,4,3,4,3,5,4,3,25,3,0,11,33,40,57,38,10,8,5,7,30,231,0,0,0,0,0,0,4,4,0,0,0,87,100,10,5,16,51,72,213,423,256,208,225,193,279,1941,0,0,0,11,15,43,53,19,9,9,3,25,186,0,0,20,75,30,35,23,10,0,6,0,15,212,0,0,0,3,0,8,0,6,0,0,0,3,24,0,6,15,16,4,8,3,0,0,0,0,7,70,13,0,49,98,93,100,48,11,7,0,3,59,490,0,0,0,4,0,0,0,0,0,0,0,13,23,14,11,94,207,146,199,131,48,19,10,4,124,1003,47,42,142,447,597,867,940,530,312,340,271,607,5147,0,0,0,0,0,11,36,57,50,77,72,3,314,0,0,0,0,5,14,25
LGA14900,71,244,191,531,433,141,87,82,33,133,1970,4,4,13,28,26,88,124,48,20,22,28,79,482,4,0,0,0,4,14,37,29,30,30,25,65,238,154,46,149,602,411,932,976,371,190,181,109,491,4606,6,0,0,4,3,15,16,18,10,4,6,1249,1341,186,70,269,1060,960,3454,6592,4316,3226,3501,2531,3318,29485,4,4,10,73,130,567,777,338,168,164,88,232,2547,0,12,122,251,190,385,284,79,35,31,4,125,1526,0,6,7,20,15,46,35,22,10,7,0,49,216,34,8,83,132,55,60,55,7,3,3,0,34,475,187,56,441,867,517,896,697,192,103,75,40,459,4530,3,0,3,4,4,9,9,0,0,0,0,124,150,227,87,659,1334,905,1963,1854,632,318,289,132,1031,9437,808,355,1148,3451,3582,7189,10618,6371,4436,4595,3040,5340,50943,5,0,0,0,0,13,190,474,472,696,539,15,2407,0,0,0,10,14,49,141
LGA14920,0,3,0,7,9,5,0,0,0,4,26,0,0,0,3,4,0,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,6,15,13,5,4,0,4,12,76,0,0,0,0,0,0,0,0,0,0,0,35,37,5,4,4,19,17,102,192,99,69,55,38,123,715,3,0,3,3,7,16,29,0,3,0,0,14,83,0,0,6,17,12,19,3,0,0,0,0,7,61,0,0,0,3,0,3,0,0,0,0,0,0,7,0,3,6,13,3,7,0,0,0,0,0,4,30,3,0,18,44,27,39,18,4,5,0,0,10,167,0,0,0,0,0,0,0,0,0,0,0,6,8,6,6,42,69,44,75,52,6,10,4,3,43,360,19,11,57,158,222,350,427,184,121,90,65,261,1957,3,0,0,3,7,13,32,48,19,35,17,0,172,0,0,0,0,7,15,11
LGA14950,0,3,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,5,0,0,0,0,8,25,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,8,9,45,81,46,28,23,15,59,323,0,0,0,0,0,7,0,0,0,0,0,6,24,0,0,0,4,0,6,4,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,0,15,8,0,0,0,0,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,24,9,29,18,9,0,0,0,18,107,4,5,12,59,70,135,191,81,52,36,40,113,796,0,0,0,4,0,0,15,20,11,22,3,0,76,0,0,0,0,4,0,9
LGA15050,13,40,38,100,104,37,18,13,12,37,412,0,0,0,3,8,25,29,26,6,11,3,18,125,0,0,0,0,0,5,13,9,7,9,15,13,70,11,7,17,56,70,169,160,60,24,23,11,72,677,0,0,0,0,0,5,6,8,0,0,0,564,580,24,9,35,133,152,770,2214,1544,1236,1233,967,1214,9536,0,0,4,29,53,266,362,153,50,36,13,114,1076,0,4,46,166,163,220,130,31,8,4,5,75,858,0,5,5,21,18,19,21,3,3,0,0,17,103,6,3,42,87,42,47,16,0,0,5,0,16,269,38,18,139,347,231,356,196,37,11,0,9,125,1504,0,0,0,0,0,5,0,0,0,0,0,20,32,47,28,238,645,507,919,723,228,76,51,22,362,3837,142,90,337,1301,1749,3018,4549,2709,1873,1737,1253,2168,20929,0,0,0,5,3,15,182,502,412,530,315,20,1983,0,0,3,9,15,62,146
LGA15240,6,55,59,199,149,33,10,8,5,49,588,0,0,0,4,12,35,41,11,3,5,4,22,131,0,0,0,4,0,14,16,9,6,4,9,15,72,19,8,13,106,136,311,246,52,15,4,5,127,1048,0,0,0,0,0,14,5,0,0,3,6,422,460,32,19,29,229,299,1244,2113,928,614,454,267,1131,7355,0,0,10,28,67,246,203,63,16,12,4,118,760,3,10,62,222,147,245,141,16,4,4,0,101,963,0,0,5,13,10,13,16,6,0,0,0,24,93,5,7,65,111,35,37,6,0,0,3,4,33,305,30,17,227,537,333,504,193,34,13,11,9,246,2159,0,0,3,4,3,3,0,0,0,0,0,38,57,47,41,367,917,595,1056,566,119,33,28,19,552,4346,243,188,571,2448,3778,5155,5065,1846,1079,783,536,2825,24514,5,7,0,9,15,59,230,344,210,230,174,15,1300,0,3,4,20,25,141,264
LGA15270,3,18,17,29,27,10,0,3,0,17,117,0,0,0,0,7,6,6,5,0,4,0,10,36,0,0,0,0,0,6,0,3,8,4,7,3,32,7,3,7,25,29,65,37,10,3,3,0,28,219,0,0,0,0,0,0,0,0,0,0,0,132,138,7,5,14,64,81,288,518,346,267,288,222,380,2482,0,3,0,6,18,59,50,23,8,3,0,27,207,0,0,18,61,36,45,22,4,0,3,3,16,210,0,0,3,4,0,3,0,5,0,0,0,5,13,3,0,11,25,8,9,6,0,0,0,0,13,63,4,7,59,103,62,80,52,13,6,4,6,45,432,0,0,0,0,4,0,0,0,0,0,0,13,24,5,9,93,205,132,190,118,47,7,7,7,116,947,56,42,134,485,615,927,1139,631,426,429,359,741,6002,9,0,0,3,11,21,74,99,86,128,141,13,564,0,0,0,6,8,30,63
LGA15300,0,0,3,8,5,4,0,0,0,5,31,0,0,0,0,0,4,3,0,0,0,0,3,15,0,0,0,0,0,3,0,3,4,0,0,3,19,0,3,6,19,17,25,13,0,3,3,3,14,102,0,0,0,0,0,0,0,0,0,0,0,66,72,4,6,8,28,35,130,283,193,107,108,82,233,1221,0,0,4,6,12,46,46,15,7,7,0,27,167,0,0,4,21,18,21,13,0,0,0,0,16,93,0,0,0,6,0,0,0,0,0,0,0,5,15,8,5,11,18,7,0,0,0,0,0,0,7,49,9,9,59,82,46,60,25,5,0,3,0,47,349,0,0,0,3,0,0,0,0,0,0,0,20,19,18,19,84,127,86,130,90,20,11,7,3,111,690,40,31,102,218,243,431,650,366,199,187,147,481,3084,6,0,0,0,0,12,49,83,74,68,48,7,359,0,0,0,0,0,10,7
LGA15350,0,6,7,10,16,12,13,25,55,28,169,0,0,0,0,0,0,0,3,5,8,11,8,34,0,0,0,0,0,0,0,0,0,5,14,5,21,7,0,3,4,8,9,18,6,18,30,69,29,196,0,0,0,0,0,0,0,0,0,0,0,278,279,14,3,7,16,18,80,168,191,154,530,1758,584,3513,0,0,0,3,0,30,72,49,14,65,35,49,322,0,0,9,18,18,33,35,11,14,14,9,29,184,0,0,0,4,0,0,0,0,0,3,4,3,21,0,0,9,3,4,5,4,3,0,0,0,4,36,25,5,15,21,11,25,49,14,11,16,18,32,236,0,0,0,0,0,0,0,0,0,0,0,3,8,29,7,33,45,32,99,155,78,38,105,64,122,807,67,21,46,117,111,382,716,622,485,1078,2793,986,7437,0,0,0,0,0,0,5,46,69,186,529,0,834,0,0,0,0,0,12,33
LGA15520,0,6,5,9,9,0,0,0,3,9,41,0,0,0,0,0,5,4,0,0,0,0,3,16,0,0,0,0,0,0,6,0,0,4,0,0,12,0,0,0,4,3,8,13,6,0,0,0,4,49,0,0,0,0,0,0,4,0,0,0,0,69,82,13,0,5,24,27,123,312,158,121,94,65,170,1115,0,0,0,4,6,33,22,9,0,0,0,10,91,0,0,6,20,13,16,9,3,0,0,0,13,91,0,0,0,0,4,4,0,0,0,0,0,5,15,0,0,0,0,0,5,0,0,0,0,0,0,6,3,0,14,26,10,30,14,4,0,3,0,16,119,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,18,64,30,91,47,17,5,5,0,47,337,47,24,42,244,336,553,671,333,199,142,99,384,3084,0,4,0,3,4,21,56,62,45,52,34,6,288,0,0,0,4,6,11,32
LGA15560,0,0,0,3,7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,7,12,0,0,0,0,5,10,7,0,4,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,19,22,0,0,0,0,8,43,124,57,37,26,14,87,398,0,0,0,3,4,15,10,5,0,0,0,4,31,0,0,4,15,0,8,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,5,15,10,17,3,0,0,5,0,9,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,13,41,7,7,0,5,0,14,140,0,4,18,62,78,155,232,101,66,41,32,140,933,4,0,0,0,0,5,32,26,15,15,13,3,114,0,0,0,0,0,6,3
LGA15650,4,0,3,19,14,13,6,3,0,5,69,0,0,0,3,0,5,11,7,4,5,0,0,38,0,0,0,0,0,0,0,3,6,0,4,8,22,0,0,3,16,18,41,24,11,8,4,0,12,141,0,0,0,0,0,0,0,0,0,0,0,85,94,3,0,6,28,44,162,346,305,218,224,175,231,1740,0,0,3,8,7,48,49,31,4,13,3,20,184,0,0,11,32,29,27,16,0,0,0,0,20,145,0,0,0,4,4,3,3,5,0,0,0,0,15,7,3,18,32,9,3,0,0,0,0,0,7,80,12,4,49,101,52,58,28,3,4,3,3,47,358,0,0,4,0,0,0,0,0,0,0,0,10,9,17,13,78,176,102,140,93,36,11,15,3,104,793,49,30,103,310,316,544,736,507,353,362,257,492,4052,4,0,0,4,0,0,36,62,60,103,86,0,369,0,0,0,3,3,4,13
LGA15700,4,15,15,52,43,8,3,3,0,16,160,0,0,0,0,0,5,7,0,0,0,0,3,21,0,0,0,0,0,5,3,3,0,0,0,0,12,7,7,3,19,26,74,46,11,4,0,0,32,235,0,0,0,0,0,3,5,0,0,0,0,69,79,8,3,8,50,64,263,437,223,110,93,48,221,1540,0,0,3,3,14,47,42,12,4,4,0,14,154,0,4,12,58,41,39,33,4,0,0,0,26,221,0,0,3,0,3,3,4,0,0,0,0,4,23,0,0,11,28,8,6,0,0,0,0,0,5,64,7,4,54,126,89,122,45,6,0,0,0,70,515,0,0,4,4,0,3,0,0,0,0,0,15,21,14,8,84,220,155,225,123,19,9,13,3,134,998,57,48,129,507,803,1031,1017,395,202,153,92,574,5015,0,0,0,5,7,16,40,57,39,42,24,5,240,0,0,0,6,15,36,54
LGA15750,0,3,4,8,21,6,0,0,0,3,39,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,5,0,7,23,0,0,3,11,9,19,19,3,0,0,0,14,93,0,0,0,0,0,3,4,0,0,0,0,66,68,11,0,7,28,22,122,354,190,132,139,91,214,1315,0,0,0,6,11,46,27,16,3,3,4,27,138,0,0,3,26,15,26,13,8,0,0,0,16,106,0,0,3,0,0,4,0,0,0,0,0,3,19,0,0,8,15,4,0,5,0,0,0,0,7,36,7,5,46,70,27,44,21,4,0,0,0,25,252,0,0,0,3,0,0,0,0,0,0,0,12,12,11,4,62,116,61,124,70,25,7,4,4,81,564,34,17,83,240,248,480,706,377,233,238,147,432,3244,0,0,0,3,0,19,49,89,65,70,65,5,365,0,0,0,0,0,13,22
LGA15800,0,3,3,6,7,0,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,5,0,0,0,0,8,0,0,0,3,7,15,5,3,0,0,0,8,48,0,0,0,0,0,0,0,0,0,0,0,29,33,0,0,0,16,17,70,148,92,56,42,21,92,557,0,0,0,0,5,16,16,3,3,0,0,6,47,0,0,3,26,13,8,7,0,0,0,0,5,58,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,4,0,0,0,0,0,0,11,5,0,17,28,19,24,12,5,0,0,0,11,112,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,19,58,38,52,33,7,3,0,0,26,251,13,10,25,132,133,229,320,157,80,64,38,194,1413,0,0,0,3,0,6,20,21,19,24,17,7,133,0,0,0,6,3,8,5
LGA15850,0,0,5,0,9,0,0,0,0,3,26,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,11,10,10,7,4,0,0,0,8,48,0,0,0,0,0,0,0,0,0,0,0,45,51,5,5,3,17,20,60,153,81,63,55,31,112,605,0,0,0,0,4,13,28,4,4,0,0,9,75,0,0,3,23,5,10,8,0,0,0,0,9,48,0,0,0,0,0,3,6,0,0,0,0,0,5,0,0,5,8,4,4,0,0,0,0,0,3,25,6,0,17,46,21,26,10,0,0,3,0,24,157,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,25,78,40,64,47,9,3,3,0,48,319,18,14,39,138,167,241,331,170,103,93,50,243,1610,0,0,0,0,0,10,24,40,19,23,21,3,140,0,0,0,0,0,0,4
LGA15900,7,59,59,184,198,94,43,24,39,71,787,0,0,3,5,4,32,52,20,7,19,7,22,174,0,0,0,0,0,4,25,21,16,24,11,20,123,36,12,33,118,104,308,321,112,59,48,29,130,1302,0,0,0,5,4,3,11,6,3,3,0,949,980,45,21,50,230,250,1221,3202,2429,2071,2436,2104,1993,16040,5,0,13,51,96,405,745,273,123,97,45,208,2069,0,3,87,289,231,449,301,75,26,21,6,143,1631,0,0,5,12,25,41,33,3,7,7,6,28,162,21,7,93,137,29,44,23,0,0,0,0,39,401,73,25,241,600,396,697,424,90,27,14,17,267,2873,0,0,0,3,4,0,7,0,0,0,0,47,59,100,40,437,1100,774,1637,1528,447,190,138,74,727,7199,301,136,634,2193,2879,5233,7734,4795,3546,3800,3046,3965,38257,3,0,0,0,5,18,238,757,735,1186,984,17,3942,0,5,0,14,32,151,375
