LGA_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
LGA10800,0,4,6,5,6,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,0,0,6,12,0,0,0,3,3,15,3,0,0,0,0,12,38,0,0,0,0,0,0,0,0,0,0,0,34,34,5,0,10,16,16,86,125,69,41,58,32,107,557,0,0,0,4,4,17,21,10,3,4,4,4,71,0,0,0,16,4,0,6,0,0,0,0,7,42,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,21,17,31,8,0,0,5,0,9,95,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,44,34,53,34,10,3,8,4,28,231,16,8,37,112,138,276,298,142,81,97,68,207,1478,0,0,0,0,0,7,16,26,25,23,15,10,132,0,0,0,0,0,10,5
LGA10850,0,3,0,12,13,6,0,0,0,7,30,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,4,9,10,13,3,0,3,0,3,54,0,0,0,0,0,0,0,0,0,0,0,43,44,0,0,0,13,16,58,206,133,92,117,61,110,807,0,0,0,3,11,18,23,12,5,0,0,12,77,0,0,4,19,14,17,0,3,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,8,0,3,0,0,0,0,0,0,20,3,0,19,18,18,32,14,3,0,4,0,14,121,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,28,50,38,72,39,16,5,4,0,43,301,12,12,45,115,160,280,419,233,150,161,95,227,1906,3,0,0,4,3,6,37,36,37,44,26,8,195,0,0,0,0,0,5,12
LGA10900,6,27,34,109,113,46,26,27,18,29,434,4,0,0,6,0,13,25,17,12,9,0,15,95,0,0,0,0,0,4,10,12,7,12,14,11,62,14,4,8,36,33,131,151,52,30,23,14,90,573,0,0,0,0,0,5,0,0,0,6,0,446,461,19,10,14,104,108,636,1744,1428,1251,1475,1211,1158,9151,0,0,4,21,24,190,323,163,79,49,26,116,1011,0,0,37,173,105,243,151,43,22,11,0,67,849,0,0,0,10,4,11,26,4,0,3,0,8,69,3,0,9,36,20,19,7,3,0,0,0,9,99,22,14,93,207,172,257,156,52,24,8,12,102,1129,0,0,0,0,0,0,0,0,0,0,0,19,18,25,19,145,448,322,724,659,273,130,77,39,323,3187,123,68,238,1006,1323,2944,4209,2638,2044,2215,1702,2071,20581,0,0,0,0,4,0,83,147,219,417,460,8,1340,0,0,3,12,14,72,172
LGA10950,0,5,0,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,4,4,22,53,34,23,27,12,77,268,0,0,0,0,0,4,6,5,0,4,0,0,26,0,0,3,5,0,5,4,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,3,10,14,7,3,3,0,0,0,6,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,21,18,14,3,0,5,4,15,105,7,0,14,47,60,85,106,75,48,47,29,117,647,3,0,0,5,0,3,4,14,12,17,15,0,84,0,0,0,0,0,0,0
LGA11150,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,3,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,0,5,6,19,43,26,28,29,8,56,214,0,0,0,0,6,8,14,0,0,6,0,0,42,0,0,0,0,3,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,4,6,9,7,3,0,0,0,15,62,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,16,16,14,29,26,4,0,6,0,29,133,3,5,13,26,39,74,108,56,47,45,20,122,556,3,0,0,0,4,4,8,16,4,4,8,0,57,0,0,0,0,3,0,5
LGA11200,0,0,0,4,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,3,6,19,22,8,8,6,3,34,113,0,0,0,0,0,9,0,0,0,0,0,6,20,0,0,0,7,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,7,0,0,0,0,0,0,0,0,3,11,5,3,15,19,13,10,0,0,0,0,0,14,84,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,24,24,19,23,7,4,0,0,0,30,142,8,9,23,47,35,62,61,25,16,11,5,75,380,3,0,0,0,0,3,4,6,9,9,5,0,41,0,0,0,0,0,0,0
LGA11250,0,8,12,31,13,0,4,5,0,13,96,0,0,0,4,0,6,8,3,0,0,0,9,33,0,0,0,0,0,0,6,3,0,0,0,0,15,0,0,0,25,14,60,34,6,0,0,0,25,171,0,0,0,0,0,0,0,0,0,0,0,112,121,0,0,0,42,35,187,331,177,153,177,109,262,1478,0,0,3,13,18,49,65,25,7,10,7,34,224,0,0,24,68,28,58,26,5,0,0,0,16,224,0,0,0,5,3,12,6,0,0,0,0,4,42,4,9,25,17,4,13,4,0,0,0,0,7,80,5,7,45,116,62,104,43,14,0,0,4,61,467,0,0,0,0,0,0,0,0,0,0,0,19,24,11,15,90,227,118,233,152,42,12,9,12,142,1056,27,23,108,446,511,756,806,417,298,281,177,617,4461,0,0,0,0,0,8,44,66,71,96,58,9,347,0,0,0,0,4,15,20
LGA11300,10,32,22,69,49,23,13,11,21,13,271,0,3,0,0,0,7,10,3,3,3,7,9,44,0,0,0,0,0,0,5,5,5,0,6,13,35,23,7,16,38,35,71,102,47,36,34,22,37,476,0,0,0,0,0,0,0,0,0,0,3,218,220,25,13,35,94,100,394,742,515,378,508,759,460,4028,0,0,6,9,18,70,99,52,23,34,9,24,342,0,3,21,42,31,51,65,15,8,9,3,12,248,0,0,3,6,0,6,3,0,5,3,0,7,35,7,0,10,14,3,9,4,0,0,0,0,0,48,59,19,49,77,54,116,105,43,30,21,12,54,622,0,0,0,0,0,0,0,0,0,0,0,8,11,67,23,82,144,109,254,280,103,60,62,22,102,1310,279,88,187,491,545,1096,1617,944,646,775,955,797,8434,0,0,0,0,0,6,39,95,102,178,256,6,685,0,0,3,3,0,44,89
LGA11350,0,23,23,69,69,10,8,8,11,30,252,0,0,0,0,0,12,13,0,3,8,0,3,46,0,0,0,0,0,0,10,9,7,5,3,3,40,11,0,9,32,15,55,47,20,3,7,10,33,236,0,0,0,0,0,3,5,4,0,0,0,222,241,14,5,16,90,87,375,691,409,242,227,226,488,2857,0,0,10,18,21,76,82,28,17,9,5,43,302,0,7,43,153,65,144,78,10,0,0,5,86,584,0,0,4,4,5,8,11,0,0,0,0,4,32,5,0,13,44,8,15,9,0,0,0,0,7,97,15,14,41,129,72,114,50,16,7,4,4,71,535,0,0,0,0,0,4,0,0,0,0,0,10,15,22,14,110,346,174,352,225,59,26,14,13,225,1564,63,38,170,618,604,1300,1647,743,433,391,393,1031,7430,0,0,0,0,5,9,55,72,65,102,126,5,441,0,0,0,11,12,57,137
LGA11400,0,5,3,15,9,0,0,0,3,7,48,0,0,0,0,0,5,0,3,0,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,3,10,7,21,18,7,0,0,3,16,87,0,0,0,0,0,0,0,0,0,0,0,101,104,5,4,6,23,33,150,343,252,184,198,150,243,1596,0,0,3,6,5,25,36,11,5,7,0,21,118,0,3,5,18,21,11,11,0,0,0,0,5,71,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,5,7,5,0,3,0,0,0,0,3,25,9,3,13,37,30,37,28,3,8,0,0,25,195,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,30,77,60,84,79,15,8,7,3,61,422,32,18,46,206,309,489,737,414,266,290,218,462,3490,4,0,0,7,0,16,53,68,60,74,64,8,347,5,0,0,7,0,28,27
LGA11450,9,20,29,65,104,40,23,21,11,27,357,3,0,0,4,4,12,24,17,10,13,4,21,112,0,0,0,0,0,7,20,20,18,23,19,20,124,19,3,11,36,26,106,155,49,29,28,20,71,568,0,0,0,5,0,3,8,4,4,0,0,434,455,35,12,31,98,130,638,2296,1972,1717,2085,1503,1233,11747,3,0,10,19,44,207,398,181,103,79,34,113,1185,0,6,26,120,88,176,115,44,12,13,0,66,671,0,0,0,6,9,20,25,10,0,5,3,16,89,5,0,15,33,19,20,13,0,0,4,0,9,122,32,5,66,167,93,196,149,53,27,13,10,87,898,0,0,0,6,0,0,0,0,0,0,0,13,20,44,13,124,344,251,619,695,287,142,117,50,302,2988,185,58,193,755,1020,2089,4161,3320,2604,2859,1871,1981,21095,0,0,0,0,0,8,110,413,535,823,560,12,2463,0,0,0,8,3,29,96
LGA11500,29,130,128,340,316,90,67,46,29,99,1285,3,0,11,15,13,69,94,30,11,17,6,49,312,4,0,0,0,0,11,28,34,19,23,10,27,152,69,21,72,227,190,478,509,191,107,77,31,318,2291,4,0,0,5,9,9,18,3,8,4,0,795,856,98,30,128,521,539,2446,5073,3293,2231,2325,1418,2292,20396,3,0,8,64,146,572,821,330,180,125,44,278,2568,0,14,70,292,223,382,286,94,38,28,16,136,1567,0,5,6,33,18,36,37,12,3,10,4,41,208,19,12,108,183,63,69,48,14,0,4,6,46,574,117,34,381,940,539,807,545,121,62,41,26,419,4033,3,0,0,6,4,8,3,0,0,0,0,103,125,147,65,576,1508,996,1873,1740,579,282,209,91,1024,9088,501,175,855,2892,3071,6242,9475,5439,3383,3163,1767,4157,41123,0,0,0,0,0,6,207,519,449,663,417,12,2278,0,0,0,9,3,59,164
LGA11520,9,43,23,82,102,50,32,43,60,25,482,5,0,0,6,0,4,17,13,9,12,11,14,94,0,0,0,0,0,0,5,9,8,12,22,11,70,52,14,15,46,43,136,209,101,69,66,49,104,899,0,0,3,0,0,6,3,3,0,4,0,538,564,65,18,40,140,143,603,1333,1258,1014,1857,3046,1225,10743,0,0,12,6,30,178,305,194,74,123,60,105,1080,0,0,29,85,55,133,108,49,26,32,6,56,591,0,0,3,7,6,11,13,8,3,3,0,12,58,11,5,13,19,10,11,10,9,4,0,3,12,102,88,17,84,110,76,221,192,92,52,35,26,112,1113,0,0,0,0,0,0,0,0,0,0,0,13,19,102,25,141,235,170,554,629,352,158,200,98,306,2963,454,139,282,873,1024,2180,3429,2670,1998,3276,4544,2246,23113,0,0,0,0,0,5,51,238,322,759,1371,16,2771,0,3,4,0,7,55,122
LGA11570,202,658,507,1145,871,304,166,155,94,296,4430,15,3,23,87,68,210,157,58,30,41,21,166,875,0,0,0,5,10,24,61,28,35,44,42,113,353,388,92,338,961,680,1455,1647,666,326,326,217,826,7925,4,0,6,29,21,38,52,13,14,12,4,2188,2380,464,131,645,2246,2064,6760,10251,5913,3963,4721,3816,5336,46314,8,4,33,129,228,741,1136,512,244,271,117,345,3767,11,31,238,562,316,585,487,131,71,46,23,205,2700,3,3,28,54,19,73,60,30,10,9,5,69,370,70,25,157,239,71,116,93,23,10,8,5,70,877,419,124,709,1395,918,1625,1304,384,221,125,79,765,8071,5,0,3,4,9,17,11,0,0,0,0,146,194,516,182,1164,2387,1566,3154,3089,1084,561,452,234,1603,15987,1883,647,2323,7151,7400,13731,17523,9276,5835,6407,4807,8942,85918,0,0,0,0,4,25,233,541,606,946,977,19,3347,0,0,0,6,22,124,306
LGA11600,0,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,17,21,4,0,0,3,0,40,76,49,22,13,18,56,284,0,0,0,0,0,6,3,4,0,0,0,8,24,0,0,4,7,4,6,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,7,13,0,10,0,0,0,0,0,8,41,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,22,8,24,7,3,0,0,0,17,90,7,4,8,37,49,105,156,87,41,34,29,107,674,5,0,0,0,0,6,25,24,14,10,8,4,96,0,0,0,0,0,3,3
LGA11650,37,105,118,466,522,175,78,81,52,187,1827,3,0,4,12,15,83,142,65,21,37,13,78,474,3,7,0,0,0,15,63,55,42,53,33,79,338,53,25,56,219,210,685,784,241,136,94,51,374,2937,0,0,3,7,3,24,25,10,4,11,4,1821,1908,83,60,125,465,578,3266,8665,5979,4428,4642,3225,4793,36311,10,6,25,122,224,977,1502,601,232,197,52,570,4520,5,23,190,779,521,1118,683,165,51,44,25,385,3984,0,4,17,72,38,96,85,25,9,11,3,70,439,34,9,161,291,117,140,63,12,7,9,4,104,956,186,70,533,1472,893,1608,913,217,77,50,42,721,6784,6,0,0,7,6,17,15,4,4,0,0,127,182,232,112,928,2746,1801,3964,3260,1021,388,309,122,1981,16864,759,411,1395,5503,7913,13620,18779,10491,6883,6769,4541,9618,86673,0,0,0,7,6,51,459,1070,932,1377,1247,37,5194,4,11,10,35,42,206,589
LGA11700,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,11,3,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,3,10,10,28,25,12,3,5,10,31,138,0,0,0,0,5,4,6,5,0,0,0,5,19,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,6,3,0,11,19,3,16,6,0,0,0,0,13,71,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,24,8,24,15,5,0,0,0,19,105,4,4,17,37,37,67,62,22,10,12,10,71,363,5,0,0,0,0,4,0,5,7,7,8,0,40,0,0,0,0,0,0,0
LGA11720,7,21,24,97,90,26,10,5,5,42,326,0,0,4,4,3,20,19,11,6,4,0,13,83,0,0,0,0,0,0,14,11,4,5,10,12,66,12,3,22,53,88,201,188,34,23,14,4,72,712,0,0,0,0,3,4,0,4,3,0,0,274,291,15,4,38,103,149,685,1530,905,661,630,429,730,5872,0,0,0,16,45,147,201,61,22,20,7,67,598,0,4,40,158,120,167,76,23,0,5,0,65,662,0,0,0,9,12,22,17,8,0,3,0,7,86,8,4,38,79,34,28,19,3,0,0,0,25,237,32,10,159,375,215,309,137,24,11,7,5,164,1441,0,0,0,0,0,3,0,0,0,0,0,24,31,38,22,238,640,437,676,451,113,34,35,10,354,3053,119,65,339,1187,1521,2294,3044,1606,994,911,604,1514,14187,0,0,0,0,0,10,133,293,241,286,164,7,1134,0,0,0,4,11,40,87
LGA11730,3,32,29,87,92,19,11,0,0,36,314,0,0,0,0,4,24,21,10,5,6,0,12,78,0,0,0,0,0,6,9,6,5,3,0,12,42,14,9,18,58,59,169,129,27,13,12,9,69,583,0,0,0,0,0,4,0,3,0,0,0,248,264,17,15,29,133,159,725,1244,556,350,301,149,670,4345,0,0,8,31,36,139,141,32,14,7,3,57,467,0,5,31,130,88,129,60,13,0,0,0,47,504,0,0,0,20,0,6,10,0,0,0,0,6,47,9,0,37,56,21,22,4,0,0,0,0,20,172,23,14,122,288,190,303,105,23,3,9,5,126,1217,0,0,0,0,0,3,3,0,0,0,0,22,34,25,19,203,534,339,601,322,67,23,24,8,284,2444,111,100,313,1336,1944,2763,2810,1098,607,491,266,1512,13343,3,4,0,0,15,36,168,217,135,141,114,9,832,0,0,0,11,24,81,125
LGA11750,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,5,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,9,3,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,24,26,0,0,4,16,3,25,74,78,66,75,52,63,462,0,0,0,0,0,4,14,8,6,0,0,8,56,0,0,4,3,7,9,3,0,0,0,0,4,27,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,10,6,0,6,10,13,9,6,0,0,0,0,10,58,0,0,0,0,0,0,0,0,0,0,0,6,9,7,0,13,25,22,29,28,16,11,0,0,25,166,6,8,18,59,85,111,189,152,108,118,85,140,1085,0,5,0,0,0,5,11,14,23,25,21,5,95,0,0,0,0,0,0,3
LGA11800,6,29,41,115,131,26,17,14,4,39,432,0,0,4,6,6,18,18,7,6,4,0,15,74,0,0,0,0,0,4,16,8,4,12,4,9,50,20,7,12,64,63,187,164,36,17,15,13,88,689,5,0,0,3,0,13,7,0,5,0,0,391,413,35,14,29,139,196,894,1929,1102,722,721,386,980,7139,0,0,6,42,72,241,278,91,26,19,5,99,878,0,10,53,204,171,274,138,28,3,5,3,92,985,0,0,3,11,10,18,16,6,7,5,0,16,93,7,3,32,85,21,38,8,0,0,0,0,26,222,36,17,125,338,229,356,157,29,8,4,12,170,1479,0,0,0,0,3,7,6,0,0,0,0,30,46,48,27,218,681,504,933,605,153,42,29,17,434,3696,174,81,329,1495,2084,3568,4376,2012,1179,1058,624,2076,19065,5,0,0,0,6,32,211,329,254,292,187,10,1328,0,0,0,13,16,118,190
LGA12000,0,0,0,6,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,5,5,0,0,3,10,43,0,0,0,0,0,0,0,0,0,0,0,28,31,0,0,12,3,11,51,111,64,42,42,31,75,448,0,0,0,3,0,10,12,5,0,0,3,4,36,0,0,4,9,0,5,6,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,0,0,0,0,11,3,0,6,15,18,16,13,0,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,26,21,35,28,7,0,0,3,17,138,7,3,22,78,116,172,241,117,64,80,48,145,1083,3,0,0,0,0,4,15,40,23,23,12,5,131,0,0,0,0,0,6,8
LGA12150,0,0,4,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,5,9,0,0,3,0,5,9,8,0,0,0,0,12,37,0,0,0,3,0,0,3,0,0,0,0,11,18,0,0,5,9,12,41,74,33,18,17,11,67,296,0,0,0,6,0,10,4,6,0,4,0,5,33,0,0,0,7,0,8,4,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,6,21,3,4,14,42,11,20,15,0,5,3,0,19,122,0,0,0,0,0,0,0,0,0,0,0,5,9,3,5,15,56,21,41,20,12,6,7,3,41,223,11,7,20,100,100,146,171,83,40,42,20,143,889,4,0,0,5,3,5,19,23,16,20,18,0,99,0,0,0,0,0,4,8
LGA12160,0,4,0,14,12,0,0,4,0,5,39,0,0,0,0,0,9,8,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,24,8,23,18,3,4,0,4,10,106,0,0,0,0,0,0,0,0,0,0,0,64,64,4,0,0,35,21,130,270,156,96,74,49,184,1026,0,0,0,4,8,25,32,9,7,5,0,10,103,0,0,9,18,13,23,18,4,0,0,0,7,90,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,12,0,0,4,0,0,0,0,0,28,7,4,23,47,30,47,11,5,4,5,5,30,198,0,0,4,0,0,0,0,0,0,0,0,3,8,10,4,41,84,53,104,55,15,6,8,3,58,441,26,17,65,217,362,531,623,295,155,132,97,396,2919,0,0,0,4,0,9,43,60,34,32,39,5,229,0,0,0,0,6,12,28
LGA12350,4,4,7,17,9,3,0,0,3,5,46,0,0,0,0,0,9,4,0,0,0,0,0,19,0,0,0,0,0,3,0,5,0,0,0,3,12,0,0,5,11,12,37,28,8,0,0,4,18,128,0,0,0,0,0,0,3,0,0,0,0,45,54,0,0,12,30,30,174,326,174,97,92,52,165,1162,0,0,0,11,7,32,32,8,0,0,5,12,110,0,0,15,31,16,32,13,0,0,0,0,7,115,0,0,0,3,0,5,3,0,0,0,0,0,10,0,0,9,15,0,3,3,0,0,0,0,5,33,6,0,27,67,49,64,14,6,0,0,0,25,264,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,53,124,73,141,62,13,3,4,6,51,541,21,16,93,274,404,637,694,323,156,145,87,362,3222,0,0,0,6,6,14,47,63,52,34,32,4,259,0,0,0,0,0,16,27
