LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA14300,448,646,259,245,128,82,1808,43,6,0,0,0,0,52,0,0,0,0,0,0,0,43,6,0,0,0,0,54,10,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,10,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,4,0,0,0,0,7,3,3,0,0,0,0,9,506,663,261,246,137,86,1888,466,653,264,228,141,74,1823,26,5,5,0,0,0,37,0,0,0,0,0,0,7,21,11,4,0,0,0,44,30,7,4,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,31,3,4,0,0,0,40,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA14350,2392,3753,1369,1020,553,373,9469,182,153,51,48,26,12,467,28,16,0,3,6,3,54,208,173,54,54,24,17,525,263,107,30,8,10,3,411,19,9,0,0,0,0,30,0,0,0,0,0,0,0,..,..,..,..,..,..,..,8,3,0,0,0,0,8,287,113,36,5,10,3,451,86,33,5,5,0,5,133,7,3,3,0,0,0,19,3,6,0,0,0,0,7,100,44,7,6,0,7,168,0,3,0,0,0,0,9,2990,4079,1462,1093,589,401,10617,2446,3734,1394,1059,551,361,9539,245,100,18,6,0,0,370,38,4,10,0,0,0,61,283,111,31,8,0,0,430,230,103,29,7,3,6,376,16,13,3,0,0,0,35,13,3,0,0,0,0,13,..,..,..,..,..,..,..,3,3,0,0,0,0,0,259,121,29,8,3,5,430,56,25,0,0,0,0,82,3,3,0,0,0,0,9,10,4,7,0
LGA14400,986,2336,949,1067,520,164,6030,110,97,23,18,8,0,252,136,197,41,27,5,4,412,244,296,67,49,13,4,664,183,94,19,13,3,0,315,80,60,7,3,0,0,153,110,61,0,0,0,0,166,..,..,..,..,..,..,..,21,5,0,0,0,0,26,395,216,26,17,0,0,654,11,8,0,0,0,0,22,0,0,0,0,0,0,0,21,10,10,0,0,0,40,28,16,11,0,0,0,66,0,0,0,0,0,0,0,1645,2872,1052,1130,540,171,7416,961,2400,925,1065,509,200,6064,85,100,29,17,7,0,233,213,293,92,46,9,3,655,298,392,120,58,17,3,888,213,113,34,18,3,0,377,43,32,7,0,0,0,86,121,70,0,0,0,0,187,..,..,..,..,..,..,..,0,0,0,0,0,0,0,375,219,37,15,3,0,651,11,8,0,5,4,0,31,0,0,0,0,0,0,0,8,12,7,0
LGA14500,3135,7953,4944,7528,3583,1212,28352,195,174,31,35,9,0,441,298,439,154,152,29,6,1079,494,620,189,186,37,9,1527,764,584,151,79,14,6,1600,643,494,192,100,22,9,1456,728,1091,505,342,61,11,2735,..,..,..,..,..,..,..,22,12,6,4,3,0,36,2154,2180,853,526,88,16,5829,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,7,0,4,0,0,20,7,7,4,4,0,0,19,20,12,9,5,5,0,52,5815,10772,5992,8244,3715,1237,35778,2929,7460,4915,8001,3634,1332,28272,131,121,24,16,5,4,295,394,477,159,167,53,3,1255,523,596,175,186,68,8,1555,709,511,141,98,18,10,1490,621,560,239,131,32,9,1590,1330,2039,1215,696,146,37,5462,..,..,..,..,..,..,..,0,0,0,0,0,0,0,2657,3112,1607,926,193,50,8541,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,6,0,5
LGA14550,966,1319,464,367,216,117,3449,12,5,6,0,0,0,17,11,3,0,0,0,0,12,22,6,3,0,0,0,26,36,14,9,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,5,34,18,8,0,0,0,68,23,5,0,0,0,0,33,10,3,0,0,0,0,9,7,0,0,0,0,0,16,42,6,0,0,0,0,56,0,0,0,0,0,0,0,1063,1353,481,371,221,121,3600,1025,1331,414,308,187,85,3354,14,5,0,0,0,0,19,0,0,0,0,0,0,0,15,5,0,0,0,0,22,41,15,4,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,46,15,4,0,0,0,66,25,7,0,0,0,0,34,4,0,0,0,0,0,9,12,10,0,0
LGA14600,623,871,340,291,179,88,2393,30,7,0,0,0,0,37,0,0,0,0,0,0,0,30,7,0,0,0,0,37,38,13,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,38,13,0,0,0,0,54,10,3,0,0,0,0,12,6,0,0,0,0,0,7,6,0,0,0,0,0,8,14,3,0,0,0,0,21,0,4,0,0,0,0,4,698,899,342,291,184,85,2502,572,731,270,253,154,81,2056,9,3,0,0,0,0,7,0,0,0,0,0,0,0,8,3,0,0,0,0,9,48,9,4,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,48,12,4,0,0,0,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0
LGA14650,11653,22112,10233,10713,4477,1781,60967,2053,1315,263,124,49,20,3829,439,499,192,104,34,13,1289,2487,1809,463,234,83,39,5119,1980,871,172,76,22,17,3136,117,82,22,6,0,0,218,119,126,27,11,0,0,284,..,..,..,..,..,..,..,61,27,11,4,0,0,102,2270,1106,230,101,28,17,3745,348,191,31,5,0,7,580,3,0,0,0,0,0,9,49,37,14,9,0,0,113,401,225,42,16,5,10,698,14,13,4,3,0,0,31,16834,25270,10967,11057,4591,1841,70553,11827,22352,10716,11162,4460,1874,62393,2766,1712,314,128,41,16,4981,893,753,271,135,49,21,2125,3666,2465,583,264,91,40,7101,1289,573,119,58,18,8,2052,157,88,10,9,0,0,262,195,179,34,16,0,0,423,..,..,..,..,..,..,..,22,16,0,5,0,0,45,1655,856,169,87,17,8,2788,359,127,18,6,4,0,508,5,11,0,6,0,0,22,34,37,12,11
LGA14700,778,1649,1007,1555,736,203,5914,82,67,24,25,7,0,201,121,192,91,88,13,4,509,199,259,109,117,16,4,706,447,353,128,67,14,0,1014,867,842,320,137,21,6,2187,693,824,310,96,27,13,1959,..,..,..,..,..,..,..,13,8,5,0,0,0,19,2013,2019,755,304,63,24,5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,4,0,0,31,16,3,3,4,0,0,36,19,9,7,8,4,0,43,3025,3949,1884,1981,822,228,11880,675,1574,1002,1549,703,210,5718,44,59,41,50,13,3,210,186,154,91,83,20,7,542,234,216,124,133,31,10,751,422,313,131,72,15,8,959,938,978,466,227,42,7,2660,1093,1437,526,209,37,16,3322,..,..,..,..,..,..,..,16,18,0,4,0,0,41,2463,2748,1126,518,95,34,6987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,6
LGA14750,753,1146,560,499,271,138,3368,81,34,11,4,5,0,135,19,4,0,0,0,0,27,104,37,18,3,5,0,164,125,64,17,10,4,0,217,0,0,0,0,0,0,0,3,0,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,0,126,64,17,10,4,0,215,11,9,0,0,0,0,22,0,0,0,0,0,0,0,4,4,0,0,0,0,12,18,11,4,0,0,0,33,0,0,0,0,0,0,5,1001,1257,590,515,278,143,3789,786,1240,503,473,255,126,3383,115,44,8,12,4,0,178,16,0,5,0,0,0,19,132,40,11,12,4,0,198,124,49,16,14,0,0,208,5,0,0,0,0,0,8,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,4,135,47,19,14,0,0,217,15,4,0,0,0,0,26,4,0,0,0,4,0,10,3,0,0,0
LGA14850,3019,5199,2184,2090,933,449,13880,381,187,55,20,11,0,656,116,82,34,21,3,0,251,503,268,90,42,9,0,904,610,304,85,39,9,0,1046,54,20,0,0,0,0,81,33,5,5,0,0,0,40,..,..,..,..,..,..,..,37,10,3,0,0,0,53,741,340,94,40,9,0,1218,169,48,15,3,6,0,235,19,5,3,0,0,0,29,39,17,3,5,4,0,66,224,66,21,10,8,3,330,6,8,0,5,0,0,15,4484,5878,2389,2178,961,459,16346,3146,4962,2124,1887,875,410,13405,660,300,84,29,10,0,1079,253,143,37,20,11,0,462,909,441,123,38,20,3,1543,394,174,71,14,9,5,666,56,28,0,0,0,0,88,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,0,0,0,0,0,6,455,204,72,16,11,5,758,157,40,10,8,0,0,215,21,4,0,0,4,0,34,22,58,20,22
LGA14870,1921,2584,959,973,431,169,7048,231,117,32,8,5,0,395,12,12,5,0,0,0,26,247,126,33,8,5,6,425,142,30,6,3,0,0,186,26,9,0,0,0,0,36,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,3,0,0,0,0,3,167,40,6,3,3,0,228,21,6,0,0,0,0,28,4,0,0,0,0,0,4,21,8,4,3,3,0,42,50,18,4,3,4,0,81,7,6,0,0,0,0,11,2392,2775,1003,998,442,183,7786,1987,2432,953,867,364,176,6768,300,104,26,17,5,0,453,47,29,6,0,0,0,87,347,130,39,22,5,0,537,76,30,3,9,0,0,115,17,0,0,0,0,0,21,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,91,34,7,9,0,0,134,27,0,0,0,5,0,31,3,0,0,0,0,0,9,77,121,46,39
LGA14900,4492,9284,7607,9868,5348,3756,40344,702,607,379,384,166,106,2338,787,1027,752,786,414,253,4018,1488,1633,1127,1173,579,357,6355,827,277,168,102,56,31,1462,1024,763,452,340,92,42,2710,692,741,508,402,147,47,2542,..,..,..,..,..,..,..,14,18,7,3,3,0,45,2553,1800,1140,851,299,115,6761,31,11,3,3,0,0,47,3,0,0,0,0,0,3,14,9,7,3,0,0,34,47,22,13,3,0,0,88,18,9,11,4,0,0,43,8600,12740,9891,11893,6232,4234,53593,4783,9495,8296,10822,6243,4758,44395,450,329,155,156,72,39,1198,1096,1226,1004,969,454,216,4967,1548,1555,1159,1124,520,253,6162,831,353,172,114,42,14,1528,1338,1063,716,512,155,49,3834,507,747,503,372,142,70,2348,..,..,..,..,..,..,..,23,20,14,7,0,0,65,2694,2176,1410,1014,344,137,7776,23,5,0,0,0,0,30,5,0,0,4,0,0,7,28,15,15,12
LGA14920,760,1117,385,324,176,69,2821,27,11,4,0,0,0,45,0,0,0,0,0,0,4,31,12,4,0,0,0,42,39,10,4,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,39,10,4,0,0,0,51,3,4,0,0,0,0,7,0,0,0,0,0,0,3,0,9,5,0,0,0,16,12,15,6,0,0,0,24,3,0,0,3,0,0,7,835,1149,390,333,176,69,2950,790,1055,356,337,164,75,2776,5,5,0,0,0,0,19,0,0,0,0,0,0,0,5,7,0,0,0,0,18,65,14,4,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,65,14,4,0,0,0,82,5,0,0,0,0,0,6,0,0,0,0,0,0,5,6,10,0,5
LGA14950,284,419,149,121,84,43,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,7,0,0,0,0,15,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,8,4,4,5,0,0,0,8,7,0,0,0,0,0,5,302,422,153,121,84,48,1127,284,421,116,152,68,45,1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
LGA15050,3636,7218,3817,4035,1746,807,21256,598,422,108,53,20,6,1205,130,98,32,12,4,0,285,725,525,146,61,27,8,1484,719,314,95,33,9,5,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,10,3,0,0,0,0,14,724,314,95,31,9,6,1187,58,15,3,4,0,0,80,0,0,0,0,0,0,0,36,28,6,5,0,0,73,96,42,11,5,5,0,157,7,0,0,0,0,0,3,5182,8100,4063,4139,1782,823,24098,3954,8198,4317,4494,1982,910,23852,944,650,190,88,22,13,1904,316,144,44,22,12,0,532,1258,787,234,105,31,13,2433,405,126,26,11,0,0,572,0,0,0,0,0,0,0,24,10,0,0,0,0,31,..,..,..,..,..,..,..,0,0,0,0,0,0,6,426,135,30,11,0,0,601,33,7,6,0,0,0,46,3,4,0,0,3,0,9,15,19,12,3
LGA15240,6518,12243,3725,3304,1619,797,28215,1223,907,148,75,18,12,2372,197,224,74,34,12,8,550,1422,1126,224,108,27,13,2925,1255,491,120,29,11,0,1905,148,108,22,12,0,0,292,169,119,14,9,0,0,316,..,..,..,..,..,..,..,27,8,4,0,6,0,44,1601,730,156,49,16,3,2553,322,209,21,7,5,0,564,14,10,4,3,5,0,34,57,54,16,11,9,0,140,389,272,36,22,12,3,738,3,15,12,0,0,0,32,9942,14391,4156,3476,1674,823,34467,7097,12779,3887,3293,1564,793,29414,1584,1070,181,68,18,6,2929,192,226,52,26,11,3,510,1779,1293,234,90,28,8,3431,1019,404,112,44,8,3,1592,228,123,31,4,3,0,392,187,173,30,14,0,0,411,..,..,..,..,..,..,..,4,0,0,0,0,0,4,1437,701,176,63,15,6,2396,327,194,30,17,4,0,573,17,11,4,0,0,0,34,53,51,13,10
LGA15270,1802,2917,1104,999,554,241,7610,166,85,29,19,0,3,303,0,0,0,0,0,0,0,166,85,29,19,0,3,303,207,68,11,5,0,0,290,7,0,0,0,0,0,7,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,217,67,11,5,0,0,301,69,18,3,0,0,0,95,8,0,0,0,0,0,9,17,11,5,0,0,0,35,97,34,7,3,3,0,143,0,0,0,0,0,0,7,2269,3110,1163,1023,552,244,8360,2063,2941,1143,1081,536,239,8009,197,79,35,10,5,0,320,13,0,6,0,0,0,18,212,77,43,12,5,0,340,137,47,14,4,4,0,214,7,0,0,0,0,0,7,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,146,47,14,4,4,0,224,68,11,0,0,0,0,83,3,0,0,5,0,0,11,7,12,0,6
LGA15300,981,1363,613,592,308,217,4074,40,33,8,19,9,0,113,13,6,4,0,0,0,22,53,39,11,22,9,0,132,242,96,27,8,3,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,242,96,27,13,3,0,379,35,14,0,0,0,0,54,0,0,0,0,0,0,0,4,6,6,3,0,0,19,39,19,6,3,0,0,67,0,0,0,0,0,0,6,1313,1524,661,626,315,218,4660,908,1283,614,521,274,160,3758,84,64,30,24,14,3,225,11,10,0,0,0,0,18,86,75,33,29,14,4,242,286,113,28,9,4,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,5,288,111,34,9,4,0,435,34,12,0,0,0,0,47,5,0,0,0,0,0,5,9,16,0,0
LGA15350,532,1163,700,1045,582,143,4176,167,219,105,131,24,5,647,178,286,96,109,34,5,702,343,499,197,233,56,13,1348,469,513,158,75,10,0,1235,1076,749,198,75,14,0,2112,953,633,150,64,8,0,1800,..,..,..,..,..,..,..,0,4,0,0,0,0,4,2502,1896,513,209,38,4,5158,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,9,7,4,0,0,0,0,16,16,20,3,7,0,0,46,3401,3587,1417,1502,682,160,10746,464,1044,678,1033,539,150,3898,135,231,147,173,32,4,723,123,249,106,108,37,3,619,262,484,253,275,63,11,1341,548,573,198,114,26,4,1467,1141,1009,307,143,15,0,2610,794,586,130,52,8,0,1577,..,..,..,..,..,..,..,17,19,6,0,0,0,43,2494,2181,646,311,57,13,5700,3,0,0,0,0,0,4,0,0,0,0,0,0,0,16,20,5,4
LGA15520,874,1644,454,457,246,83,3761,17,8,3,0,0,0,28,5,4,0,0,0,0,4,25,8,4,0,0,0,37,205,85,12,7,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,202,86,12,7,0,0,311,37,24,6,3,0,0,66,4,0,0,0,0,0,0,7,9,3,6,3,0,19,43,34,8,4,3,0,92,3,5,0,0,0,0,17,1152,1780,478,475,249,83,4219,964,1646,476,465,247,90,3901,103,54,4,4,0,0,173,4,4,0,0,0,0,7,112,61,4,9,0,0,179,151,71,13,3,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,151,71,13,3,0,0,246,44,31,3,0,0,0,85,0,4,0,0,0,0,6,3,16,3,10
LGA15560,318,488,154,179,108,48,1294,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,37,10,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,37,10,3,0,0,0,57,11,3,0,0,0,0,14,4,0,0,0,0,0,4,4,0,0,0,0,0,6,17,3,0,0,0,0,23,0,3,0,0,0,0,3,379,508,162,181,115,46,1383,326,452,184,154,95,45,1267,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,11,4,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,45,11,4,0,0,0,63,3,3,0,0,0,0,6,0,0,0,0,0,0,0,4,3,0,0
LGA15650,1040,1719,763,800,435,171,4923,105,42,17,11,0,0,173,21,14,0,3,0,0,40,122,55,14,13,0,0,217,208,72,24,14,4,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,211,72,24,14,4,0,319,34,13,4,0,0,0,49,0,0,0,0,0,0,3,3,0,0,0,0,0,9,38,17,7,0,4,0,60,12,4,0,0,0,0,15,1415,1869,803,823,447,170,5531,1115,1760,831,807,374,167,5060,260,105,39,11,6,0,421,100,35,8,5,5,0,151,357,137,49,20,6,0,577,35,7,5,4,0,0,53,5,0,0,0,0,0,5,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,42,7,7,3,0,0,57,14,5,0,0,0,0,19,0,0,0,0,0,0,3,0,4,0,0
LGA15700,1730,2697,821,716,371,215,6552,165,91,11,5,4,3,286,33,19,6,0,3,0,67,202,115,21,11,4,3,348,298,118,20,9,7,0,448,24,10,3,0,0,0,38,18,22,4,0,0,0,45,..,..,..,..,..,..,..,3,0,0,0,0,0,10,341,152,31,4,7,0,536,87,32,0,0,0,0,117,3,4,0,0,0,0,9,24,12,10,7,0,0,49,111,53,7,10,0,0,182,0,0,0,0,0,0,0,2385,3011,874,735,381,218,7614,1775,2626,852,697,367,204,6521,150,66,12,6,7,0,241,16,19,8,3,0,0,47,165,86,13,8,9,0,287,250,105,27,9,8,0,395,25,16,8,0,0,0,46,15,13,0,0,0,0,18,..,..,..,..,..,..,..,3,0,0,0,0,0,3,289,131,33,5,10,0,472,186,118,7,3,0,0,316,7,3,0,0,0,0,12,21,11,4,3
LGA15750,952,1575,616,633,341,155,4279,9,13,5,0,0,0,32,3,3,0,0,0,0,3,16,17,4,0,0,0,36,264,88,16,8,3,0,385,3,3,0,0,0,0,8,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,270,92,16,8,3,0,387,32,13,5,0,0,0,50,0,0,0,0,0,0,8,3,6,4,0,0,0,13,43,19,3,0,0,0,68,0,8,0,0,0,0,16,1275,1709,645,649,345,155,4781,942,1537,577,587,324,151,4119,100,25,9,3,0,0,138,11,9,4,0,0,0,20,107,39,6,5,0,0,159,177,52,13,4,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,177,52,13,4,0,0,250,40,10,0,0,0,0,50,5,0,0,0,0,0,3,0,10,6,0
