LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA12350,1164,1669,564,518,282,135,4332,89,34,5,0,0,0,129,4,7,0,0,0,0,16,95,39,3,0,0,3,142,153,33,6,0,0,0,199,10,0,0,0,0,0,10,3,0,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,0,165,36,6,0,0,0,213,13,9,0,0,0,0,26,0,0,0,0,0,0,5,10,9,0,0,4,0,17,27,12,0,0,4,0,44,9,0,0,0,0,0,9,1460,1756,579,516,290,140,4741,1182,1698,607,490,235,136,4334,90,54,14,7,6,0,162,0,3,0,0,0,0,6,91,55,14,7,6,0,171,167,41,4,3,0,0,217,10,0,0,0,0,0,10,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,174,41,6,3,0,0,228,16,0,0,0,0,0,19,0,0,0,0,0,0,0,4,4,0,5
LGA12380,5766,9158,6572,7332,4288,3853,36968,1304,1080,752,673,274,191,4275,678,964,878,870,411,307,4098,1989,2041,1624,1543,681,495,8371,1806,1678,1158,830,334,164,5976,1525,1921,1362,975,354,175,6314,432,694,577,437,177,134,2443,..,..,..,..,..,..,..,64,35,22,11,10,10,145,3819,4331,3116,2260,872,477,14875,11,0,0,0,0,0,12,0,0,0,0,0,0,0,49,36,23,16,10,14,145,57,38,22,16,13,14,159,27,16,11,5,3,0,64,11657,15580,11346,11145,5865,4846,60435,5106,8280,6273,7225,4576,4636,36099,1182,751,502,560,195,122,3309,1112,1532,1480,1548,804,655,7119,2293,2277,1980,2106,995,775,10424,1438,1309,1053,876,344,189,5212,1631,1801,1549,1200,519,255,6956,921,1311,1123,884,408,319,4964,..,..,..,..,..,..,..,40,39,20,18,8,9,144,4028,4462,3745,2973,1283,774,17273,0,0,3,0,3,0,7,3,6,3,7,0,0,20,58,64,60,64
LGA12390,3053,5245,2393,2258,1200,648,14794,440,247,75,39,9,4,813,17,16,8,3,6,0,44,458,263,81,41,11,4,857,900,288,55,18,4,0,1267,11,6,0,0,0,0,19,5,8,3,0,0,0,14,..,..,..,..,..,..,..,5,0,0,0,0,0,4,916,302,59,21,4,0,1303,44,20,0,0,0,0,66,3,5,0,0,0,0,8,21,20,16,5,0,6,66,71,41,13,6,0,6,139,0,5,0,0,0,0,7,4499,5856,2546,2327,1219,656,17098,3149,5113,2555,2209,1153,617,14789,539,302,89,49,15,5,997,32,18,8,0,0,0,58,567,320,94,46,15,5,1051,743,326,89,38,0,5,1195,9,6,0,0,0,0,15,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,748,333,89,38,0,5,1213,31,16,0,0,0,5,54,0,3,0,0,0,0,6,75,96,36,39
LGA12700,677,1154,455,443,193,93,3015,38,10,0,0,0,0,48,0,0,0,0,0,0,0,38,11,0,0,0,0,50,15,11,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,12,11,3,0,0,0,25,4,4,0,0,0,0,6,0,0,0,0,0,0,3,4,0,0,0,0,0,4,8,6,3,0,0,0,18,0,0,0,0,0,0,0,741,1175,464,445,194,98,3116,717,1189,468,459,210,92,3130,18,3,0,0,0,0,21,0,0,0,0,0,0,0,18,3,0,0,0,0,21,27,9,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,27,9,3,0,0,0,35,9,4,3,0,0,3,28,0,7,5,0,0,0,12,4,0,0,0
LGA12730,836,1187,423,379,185,97,3110,128,33,5,4,0,0,158,0,0,0,0,0,0,0,126,33,5,4,0,0,160,97,20,5,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,3,100,20,5,0,0,0,128,31,4,0,0,0,0,36,5,0,0,0,0,0,5,5,11,0,0,0,0,18,41,18,0,0,0,0,58,0,3,0,0,0,0,3,1097,1260,427,387,191,99,3464,850,1169,383,362,186,67,3009,36,9,3,3,0,0,53,0,0,4,0,0,0,9,41,9,9,3,0,0,62,160,61,5,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,160,61,5,0,0,0,230,14,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,0,0
LGA12750,2914,5383,1610,1248,602,337,12087,364,244,51,19,7,0,693,174,124,26,12,9,0,341,534,369,79,34,15,0,1034,477,250,47,18,9,4,802,30,19,3,5,0,0,54,0,0,0,0,0,0,0,..,..,..,..,..,..,..,33,5,0,0,0,0,46,534,278,51,20,9,4,898,149,86,18,3,0,0,249,5,0,0,0,0,0,8,15,23,4,6,0,0,48,172,111,16,11,0,0,312,4,0,4,0,0,0,13,4157,6134,1764,1312,621,344,14335,3179,5686,1484,1231,556,315,12450,430,248,44,16,4,4,751,217,175,36,15,4,0,450,649,417,80,33,11,7,1197,539,240,57,31,10,9,879,35,17,4,0,0,0,53,15,14,0,0,0,0,24,..,..,..,..,..,..,..,3,0,0,0,0,0,7,594,268,58,33,7,9,964,186,82,10,4,0,0,284,5,6,0,0,0,0,16,8,6,4,5
LGA12850,5135,9579,7709,8766,5551,4603,41347,722,726,572,568,293,210,3087,667,946,988,985,573,341,4501,1388,1669,1559,1556,870,550,7590,901,647,423,268,108,52,2390,820,849,603,419,131,65,2891,349,384,237,182,60,21,1240,..,..,..,..,..,..,..,63,46,26,10,16,14,170,2125,1932,1283,882,318,150,6686,50,17,0,0,0,0,71,0,0,0,0,0,0,4,24,26,21,12,6,13,90,73,38,20,13,6,13,162,11,19,0,10,3,3,58,8734,13239,10574,11232,6743,5321,55837,5003,9238,7492,8499,5521,5456,41202,504,444,288,237,104,92,1673,859,1250,1162,1234,692,521,5719,1361,1692,1453,1473,797,608,7394,1078,674,422,352,135,85,2750,806,924,586,414,151,58,2944,497,662,435,317,107,47,2063,..,..,..,..,..,..,..,34,30,19,18,3,3,107,2415,2293,1458,1100,398,191,7858,58,13,0,0,0,0,79,12,5,8,3,3,0,34,71,79,63,54
LGA12870,1030,1805,495,528,261,118,4237,67,51,8,0,0,0,134,5,3,0,0,0,0,7,73,57,7,0,0,0,139,250,111,22,7,3,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,3,248,111,22,7,3,0,396,36,25,0,0,0,0,69,0,0,0,0,0,0,0,6,4,4,0,0,0,14,42,32,6,0,3,0,81,0,3,0,0,4,0,7,1390,2008,528,544,266,118,4858,1157,1748,525,489,245,97,4268,112,64,3,0,0,0,185,0,3,0,0,0,0,3,116,68,3,0,0,0,189,170,78,18,11,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,170,78,18,11,0,0,276,40,28,0,0,0,0,74,0,0,0,0,0,0,0,3,0,0,0
LGA12900,846,1237,409,385,248,101,3231,80,23,4,0,6,0,120,0,5,0,0,0,0,9,81,31,4,0,6,0,124,128,29,3,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,3,0,0,0,0,6,128,33,3,0,0,0,167,20,8,0,0,0,0,24,0,0,4,0,0,0,5,0,4,0,0,0,0,4,18,11,4,0,0,0,31,0,3,0,0,0,0,3,1081,1320,421,391,254,101,3562,813,1217,426,379,241,103,3170,84,25,6,0,4,0,113,0,0,0,0,0,0,0,84,30,6,0,4,0,117,113,20,3,0,0,0,137,4,0,0,0,0,0,4,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,114,20,3,0,0,0,142,16,7,3,0,0,0,26,4,5,3,0,0,0,15,9,13,4,0
LGA12930,4031,7505,5072,6193,2872,1490,27160,1029,727,328,252,87,48,2469,491,693,564,495,181,100,2528,1520,1425,893,751,269,144,4993,1036,895,519,327,98,32,2903,1911,2106,1400,830,243,97,6585,1162,1734,1148,679,186,70,4976,..,..,..,..,..,..,..,10,10,11,10,0,0,48,4127,4741,3074,1838,524,198,14508,0,3,6,0,0,0,3,0,0,0,0,0,0,0,65,75,29,27,9,4,213,66,79,34,27,9,4,218,9,10,8,3,7,0,28,9755,13764,9075,8811,3675,1836,46908,3651,6985,4730,6061,2958,1849,26235,875,630,308,307,98,51,2267,648,890,663,747,280,192,3423,1515,1519,969,1058,380,248,5691,746,573,389,219,87,37,2042,1308,1679,1156,816,251,117,5333,1938,2757,2121,1394,451,241,8904,..,..,..,..,..,..,..,26,18,9,7,0,0,64,4020,5035,3675,2438,791,389,16339,0,0,3,0,0,0,7,0,0,0,0,0,0,4,81,68,44,44
LGA12950,382,578,213,182,104,44,1509,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,60,29,5,6,6,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,59,29,5,6,6,5,112,11,5,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,3,0,0,11,12,11,0,3,0,0,23,0,0,0,0,0,0,0,456,620,226,193,114,41,1646,428,592,177,168,111,43,1518,5,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,34,11,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,34,11,0,0,0,0,45,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA13010,906,1329,401,342,201,73,3255,85,17,4,0,0,0,106,10,0,0,0,0,0,12,96,19,4,0,0,0,121,48,16,6,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,51,16,6,0,0,0,71,9,0,0,0,0,0,10,4,0,0,0,0,0,4,0,0,0,0,0,0,5,15,0,0,0,0,0,18,7,0,0,0,0,0,7,1070,1371,407,347,201,73,3465,976,1263,387,305,181,65,3174,27,3,0,0,0,0,33,0,0,0,0,0,0,0,30,3,0,0,0,0,34,95,20,6,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,95,20,6,0,0,0,127,11,9,5,0,0,0,23,0,0,0,0,0,0,3,0,5,0,0
LGA13310,2293,3430,1431,1236,570,264,9231,290,139,47,27,14,3,521,22,27,4,0,4,4,63,312,166,55,27,18,7,580,276,75,20,6,0,0,376,24,9,6,0,0,0,32,31,8,0,0,0,0,33,..,..,..,..,..,..,..,6,3,0,0,0,0,3,333,95,19,6,0,0,453,53,23,5,0,0,0,85,8,5,3,4,0,0,19,24,17,8,3,0,4,53,86,44,12,9,0,4,155,10,6,3,6,3,5,27,3036,3745,1523,1288,588,275,10457,2350,3521,1455,1286,606,327,9554,452,190,52,24,6,7,734,64,30,15,5,3,0,126,512,218,68,33,17,6,861,206,58,17,6,4,0,290,50,14,3,0,0,0,68,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,4,260,69,20,6,4,0,363,42,15,5,5,0,0,58,3,5,0,4,3,0,18,24,9,4,0
LGA13340,854,1313,487,463,259,139,3519,32,5,0,0,0,0,38,0,0,0,0,0,0,0,32,5,0,0,0,0,38,14,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,16,5,3,0,0,0,24,6,0,0,0,0,0,7,0,0,0,0,0,0,3,3,3,0,0,0,0,13,14,11,0,0,0,0,22,0,5,0,0,0,0,4,916,1337,493,466,258,139,3612,862,1352,451,482,271,143,3559,31,6,0,3,0,0,45,0,0,0,0,0,0,0,31,6,0,3,0,0,45,29,6,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,29,6,0,0,0,0,39,5,5,0,0,0,0,9,0,0,0,0,0,0,4,6,5,0,0
LGA13450,1514,2470,1085,1159,730,338,7294,215,130,53,40,19,4,458,21,18,12,11,0,0,60,227,151,65,46,20,9,523,281,142,54,60,26,9,576,3,0,0,0,0,0,3,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,3,287,144,57,60,26,9,585,32,13,0,0,0,0,45,0,0,3,0,0,0,4,0,0,4,0,0,0,5,32,9,9,0,0,0,57,0,0,0,0,0,0,0,2061,2782,1215,1268,776,356,8450,1375,2406,1060,1237,681,333,7090,213,111,32,30,7,0,394,0,4,5,0,0,0,17,218,115,36,32,6,0,409,361,227,110,74,32,13,810,9,3,3,0,0,0,16,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,3,0,0,0,0,3,377,234,112,74,32,11,840,34,8,5,0,0,0,49,7,4,4,0,0,0,15,8,10,4,5
LGA13550,920,1440,613,592,302,147,4010,78,29,3,0,0,0,115,0,7,0,0,0,0,9,78,39,6,0,0,0,124,198,66,16,5,0,0,287,4,0,0,0,0,0,4,0,3,0,0,0,0,9,..,..,..,..,..,..,..,3,0,0,0,0,0,8,205,72,19,8,0,0,302,21,4,0,0,0,0,31,0,0,0,0,0,0,0,3,12,7,4,0,0,18,27,16,7,4,0,0,50,0,0,0,0,0,0,3,1231,1564,637,601,305,152,4489,986,1442,630,594,271,137,4062,66,44,15,5,3,0,125,19,10,0,0,0,0,30,84,49,10,5,3,0,156,135,39,10,0,0,0,188,12,7,0,0,0,0,21,31,8,0,3,0,0,37,..,..,..,..,..,..,..,0,0,0,0,0,0,0,176,53,12,4,0,0,247,14,3,3,0,0,0,16,0,0,0,0,0,0,0,4,3,0,0
LGA13660,549,745,235,231,116,45,1926,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,32,7,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,34,7,4,0,0,0,42,12,7,0,0,0,0,21,3,0,0,0,0,0,3,4,9,0,0,0,0,16,23,16,0,0,0,0,40,0,0,0,0,0,0,0,609,770,237,231,121,51,2017,532,777,222,194,124,44,1896,17,5,0,0,0,0,23,0,0,0,0,0,0,0,17,5,0,0,0,0,23,23,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,23,3,0,0,0,0,26,13,12,0,0,3,0,29,3,5,0,0,0,0,9,0,0,0,0
LGA13800,2815,5531,3241,3504,1803,987,17883,639,404,168,91,36,15,1344,209,206,104,55,13,9,600,850,611,267,145,45,20,1943,360,168,53,19,16,0,613,37,20,12,0,0,0,74,24,11,0,0,0,0,40,..,..,..,..,..,..,..,30,4,6,0,0,0,43,444,203,68,30,13,0,763,94,52,4,9,0,0,156,4,3,0,5,0,0,11,48,16,10,6,0,0,73,147,66,13,12,3,5,244,0,6,0,3,0,0,12,4259,6422,3586,3693,1869,1013,20840,2924,5643,3300,3576,1830,1031,18304,815,461,209,110,46,15,1649,201,172,91,53,22,3,541,1021,631,295,165,70,20,2191,244,109,28,10,9,4,402,36,25,5,8,0,0,77,0,0,0,0,0,0,3,..,..,..,..,..,..,..,4,0,0,0,0,0,6,287,131,38,19,9,4,488,76,16,5,0,0,0,102,9,3,4,0,3,0,16,18,9,7,5
LGA13850,311,378,153,129,70,41,1077,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,7,46,17,4,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,46,17,4,0,0,0,70,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,10,0,0,0,0,0,0,0,366,402,164,133,70,41,1167,292,379,131,106,62,28,994,18,10,0,0,0,0,21,0,0,0,0,0,0,0,18,10,0,0,0,0,23,28,19,9,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,28,19,9,3,0,0,57,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
LGA13910,1670,2396,834,836,445,246,6427,162,50,13,8,3,0,228,5,0,6,0,0,0,3,163,50,17,10,3,0,237,173,45,6,6,3,0,234,0,0,0,0,0,0,0,8,0,0,0,0,0,8,..,..,..,..,..,..,..,4,0,0,0,0,0,0,174,45,6,6,3,0,241,26,8,0,0,0,0,34,0,0,0,0,0,0,3,12,5,0,0,0,0,27,40,20,4,0,0,3,60,0,4,0,0,0,0,6,2046,2509,863,855,449,252,6976,1685,2448,825,766,414,211,6351,185,90,21,13,5,5,310,0,0,0,0,0,0,5,193,90,22,13,5,5,318,211,65,15,4,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,211,65,15,4,0,0,308,13,7,0,0,0,0,24,0,4,0,0,0,0,9,3,10,4,3
LGA14000,4242,9950,6622,8833,3904,1474,35026,738,472,116,85,33,11,1451,466,670,455,460,120,35,2208,1208,1141,571,537,158,46,3655,780,283,107,66,15,5,1263,862,838,370,232,36,23,2363,978,1134,727,408,62,19,3333,..,..,..,..,..,..,..,72,34,9,9,6,5,128,2690,2287,1216,720,121,50,7085,57,18,10,6,4,0,93,4,0,0,0,0,0,0,24,14,6,10,7,0,64,78,36,16,12,10,0,154,8,9,7,3,0,0,32,8225,13429,8434,10114,4190,1569,45966,3986,9454,6437,8989,3905,1714,34487,515,305,95,101,25,13,1066,718,840,623,641,156,57,3031,1227,1153,716,744,179,75,4097,765,379,133,100,15,6,1397,1209,1116,641,326,82,27,3400,838,1049,768,517,95,28,3293,..,..,..,..,..,..,..,24,13,7,4,0,0,43,2837,2545,1554,942,194,56,8133,28,21,7,6,0,0,70,0,0,0,0,0,0,0,20,19,6,12
LGA14100,445,838,483,668,350,129,2925,24,25,16,8,3,0,76,99,146,61,47,11,0,367,126,170,82,56,9,0,440,201,161,42,22,0,0,432,201,136,42,24,3,0,401,172,60,13,4,0,0,256,..,..,..,..,..,..,..,3,0,0,0,0,0,3,583,356,102,48,5,5,1089,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,13,8,0,0,0,33,17,9,8,0,0,0,38,0,0,0,0,0,0,0,1163,1372,670,776,368,137,4493,363,753,468,713,380,131,2811,23,30,10,14,3,0,83,164,255,116,83,21,3,638,187,288,132,96,28,3,728,196,107,33,24,0,0,357,133,95,32,8,4,0,279,219,110,24,11,0,0,369,..,..,..,..,..,..,..,4,0,0,0,0,0,4,552,318,92,43,6,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
LGA14170,4207,7382,4701,4676,1659,800,23432,2439,3763,1843,1326,315,86,9773,1762,3030,1611,1266,312,103,8075,4197,6792,3455,2584,632,188,17850,4089,3137,1146,513,155,47,9088,4162,3668,1248,638,140,45,9899,2209,2082,615,243,76,21,5237,..,..,..,..,..,..,..,113,69,23,14,7,4,226,10575,8956,3032,1410,366,111,24453,4,0,0,0,0,0,6,3,0,0,0,0,0,7,212,259,120,85,42,17,725,213,257,120,85,40,17,735,41,44,17,15,4,0,118,19238,23440,11323,8771,2698,1113,66587,2793,5005,3452,3847,1412,736,17252,2727,4308,2470,2210,562,148,12423,1908,3441,2110,1998,540,166,10159,4631,7748,4581,4211,1102,314,22583,3784,3264,1265,603,159,62,9138,4313,4114,1587,771,200,60,11039,2662,2690,903,414,93,30,6792,..,..,..,..,..,..,..,139,145,48,26,8,8,373,10894,10207,3805,1811,464,156,27346,4,0,0,0,0,0,8,0,7,0,0,0,0,3,293,378,190,99
LGA14220,1347,2228,868,755,415,240,5854,31,21,6,3,5,0,64,11,0,0,0,0,0,10,37,21,6,3,5,0,70,332,85,21,10,3,0,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,6,0,0,0,0,0,4,343,85,21,14,3,0,465,31,14,0,0,0,0,51,6,0,0,0,0,0,11,3,3,3,0,0,3,19,48,17,9,0,0,3,70,0,0,0,0,0,0,3,1770,2352,901,773,417,244,6465,1381,2239,821,704,390,203,5743,82,43,9,9,6,0,151,12,12,5,0,0,0,23,91,56,10,9,6,0,170,256,61,22,15,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,259,61,22,15,0,0,356,30,13,0,0,0,3,50,0,4,0,0,0,0,8,7,8,0,5
