LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA17420,1130,5032,3494,30932,602,41193,0,5,0,63,0,67,11311,213,337,342,194,12394,866,156,74,238,30,1369,1084,320,160,421,23,2014,9680,3928,2651,23107,629,40004,2652,72,148,18,48,2935,306,55,58,228,8,654,1338,345,253,1829,40,3811,1110,256,116,661,40,2180,361,56,36,70,9,530,5755,109,95,59,108,6126,2077,901,643,8212,160,11990,3265,1025,439,2455,110,7299,2473,10,38,10,48,2585,1589,306,171,588,56,2712,111,18,6,16,0,154,1243,347,191,811,32,2629,243,51,37,21,10,362,683,239,204,71,9,1206,898,105,107,177,17,1296,446,55,34,113,11,660,58,19,9,0,0,84,2078,928,650,6109,123,9885,315,57,26,45,14,446,1277,83,73,36,13,1479,735,102,53,68,22,976,1543,39,36,17,22,1655,504,19,16,12,16,567,281,83,48,279,6,683,12760,1154,789,1057,269,16036,864,128,119,1001,3196,5305,61714,9996,6844,58070,5373,141992,1525,5158
LGA17550,374,2895,2141,27873,851,34131,0,15,5,317,15,351,367,36,35,193,18,647,89,19,7,28,5,145,558,193,126,296,22,1197,7268,2933,2031,23104,898,36237,273,4,103,11,18,410,191,36,23,229,12,491,767,280,167,2333,56,3606,124,80,18,184,5,413,112,29,13,32,0,178,308,26,29,24,12,406,1249,677,419,8532,242,11123,511,257,97,903,38,1811,31,0,4,0,0,40,28,25,6,53,3,123,18,3,0,19,0,44,135,38,25,60,10,266,392,72,49,48,7,570,526,182,131,49,25,918,187,37,20,76,3,327,97,27,26,58,0,212,50,20,4,0,13,83,1674,667,472,6114,163,9087,22,3,3,0,0,33,155,34,19,11,4,222,108,17,13,94,0,232,23,9,10,4,0,37,20,5,8,3,0,45,262,70,40,247,13,623,1867,528,366,1074,94,3925,245,90,76,1460,3730,5604,14901,5739,4012,54711,5741,85103,475,3341
LGA17620,17,282,236,5825,150,6502,0,0,0,25,0,24,57,0,0,18,0,83,3,0,0,0,0,5,48,20,16,26,0,109,443,278,221,4677,151,5766,36,0,0,0,6,44,11,6,3,28,0,43,46,26,23,382,7,491,3,0,0,14,0,17,3,0,0,0,0,7,0,0,0,0,3,9,118,55,33,1240,15,1455,32,13,6,93,0,146,6,0,0,0,0,10,16,0,5,8,0,25,0,0,0,0,0,0,13,7,6,17,0,39,25,3,4,0,5,40,59,16,23,9,0,103,7,4,0,9,0,16,6,0,0,0,0,12,0,0,0,0,0,0,120,86,61,1126,17,1413,0,0,0,0,0,3,19,5,0,0,0,21,3,3,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,15,15,3,36,0,70,163,28,31,63,5,294,25,9,3,346,611,1002,1097,515,417,10795,925,13755,25,278
LGA17640,12,150,114,2722,62,3062,0,0,0,16,0,16,14,3,0,11,0,30,9,0,0,4,0,18,34,12,13,32,0,88,297,151,105,2479,69,3101,4,0,0,0,0,9,4,0,0,20,0,26,52,7,11,150,8,229,24,7,11,7,0,45,4,3,0,3,0,18,5,0,0,0,0,5,70,36,26,1171,19,1316,22,3,0,36,3,59,0,0,0,0,0,0,0,8,0,0,0,10,4,0,0,0,0,5,14,7,0,16,0,33,6,0,0,0,0,3,16,8,4,0,0,28,9,6,0,0,0,15,0,0,0,0,0,5,0,0,0,0,0,0,95,50,35,650,20,846,3,0,0,0,0,3,5,0,0,0,0,12,6,0,0,5,0,10,0,0,0,0,0,3,0,0,0,0,0,0,11,4,0,18,0,31,82,26,13,41,8,166,15,9,3,145,268,442,664,302,206,5609,414,7195,12,168
LGA17650,13,155,115,2554,58,2895,0,0,0,24,0,28,16,6,0,17,0,36,0,0,0,0,0,0,35,11,6,21,0,75,225,157,103,1990,49,2516,3,0,0,0,0,10,10,3,3,14,0,26,41,15,11,185,3,253,4,3,0,3,0,12,0,3,0,0,0,9,3,0,4,0,0,8,42,34,14,692,19,804,17,14,0,39,0,69,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,5,7,0,5,0,21,11,0,9,0,0,16,10,13,7,5,0,31,10,0,0,10,0,20,0,0,0,12,0,10,0,0,0,0,0,0,51,36,32,496,9,630,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,7,0,9,0,0,0,0,0,4,3,0,0,0,0,3,8,0,0,20,0,34,76,30,12,37,3,161,7,3,10,112,211,342,492,302,206,4707,324,6028,13,174
LGA17750,144,1311,1021,23903,637,27013,0,6,0,286,21,318,440,17,31,119,7,608,39,3,4,12,0,61,252,118,82,278,8,741,1545,1257,859,18789,605,23056,158,0,36,10,3,207,65,16,17,156,0,246,297,153,107,2608,38,3200,80,45,13,124,5,261,43,7,3,30,0,81,321,9,5,5,10,352,357,283,212,7164,172,8184,195,114,33,664,22,1030,48,0,0,6,0,58,14,10,3,32,0,64,7,4,0,5,0,15,45,20,16,82,6,165,52,20,9,25,6,109,119,70,54,39,7,291,91,16,12,71,3,189,29,4,3,16,0,54,6,8,0,0,8,20,434,305,261,4917,102,6009,31,3,0,3,0,41,112,14,18,8,0,160,43,0,4,63,0,119,50,0,4,0,0,55,48,0,0,0,0,50,40,28,12,153,4,233,1509,258,184,447,75,2464,127,53,39,1230,1839,3294,5778,2541,1835,46104,3207,59462,162,1405
LGA17850,3,52,49,1331,30,1476,0,0,0,9,0,9,7,0,0,0,0,12,0,0,0,0,0,0,3,3,0,6,0,15,69,47,54,1134,29,1334,3,0,0,0,0,4,5,0,0,3,0,10,16,10,4,120,9,153,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,11,9,323,6,367,8,5,0,17,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,7,4,0,0,0,0,4,7,4,3,5,0,20,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,11,317,4,369,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14,0,26,23,5,8,22,0,59,6,3,0,51,63,117,169,104,88,2534,128,3019,3,59
LGA17900,19,105,85,2387,115,2715,0,4,0,352,6,363,16,0,0,27,0,43,42,0,0,5,0,54,31,5,7,11,0,53,207,83,77,1628,77,2073,39,0,0,0,0,41,6,0,0,18,0,20,67,13,4,170,0,263,15,0,3,11,0,32,24,3,0,13,0,41,17,0,0,3,0,20,54,22,16,506,11,610,15,8,0,33,0,57,7,0,0,0,0,7,3,0,0,3,0,10,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,4,0,26,13,3,4,3,0,22,12,0,0,0,0,24,0,0,0,0,0,5,0,0,0,0,0,0,46,22,13,345,9,433,43,5,0,0,0,55,16,0,0,0,0,11,8,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,20,4,29,175,27,13,35,8,259,35,12,0,214,520,781,807,209,155,4555,729,6454,21,108
LGA17950,0,48,29,1259,26,1365,0,0,0,24,0,23,3,0,0,9,0,13,0,0,0,0,0,0,8,3,4,5,0,21,48,40,32,963,21,1112,0,0,0,0,0,0,0,0,0,7,0,10,7,6,0,38,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,11,362,7,409,5,0,0,12,0,12,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,3,0,0,4,0,7,4,0,0,0,0,9,3,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,21,17,10,219,4,271,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,21,4,4,17,0,44,8,3,4,86,88,186,135,78,60,2336,142,2759,0,46
LGA18020,14,186,152,4091,111,4564,0,3,0,93,8,108,20,4,4,27,0,58,0,0,0,0,0,0,40,15,8,19,0,86,282,208,129,3288,111,4021,13,0,9,3,0,21,3,0,0,14,0,21,56,23,11,272,6,373,16,4,0,3,0,21,15,9,0,6,0,19,3,5,0,0,0,9,30,19,23,880,25,986,16,10,3,56,3,90,3,0,0,0,0,0,9,0,5,9,0,18,0,0,0,0,0,0,13,3,0,5,4,27,8,5,6,0,0,15,16,6,5,3,0,30,19,5,0,3,0,29,0,0,0,4,0,3,0,0,0,0,0,0,73,37,45,800,15,979,5,0,0,0,0,3,3,0,5,5,0,10,10,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,12,4,7,27,0,50,76,17,14,59,8,169,18,14,6,205,522,762,660,366,263,7532,771,9584,29,182
LGA18050,609,2513,1771,8210,257,13358,0,6,9,26,0,41,1329,100,106,124,32,1693,206,30,20,36,6,302,374,119,68,115,7,683,7046,1862,1248,6837,374,17367,352,4,48,4,9,419,725,70,43,132,9,985,1302,226,141,740,41,2448,844,150,64,401,31,1492,854,99,60,101,15,1126,361,33,36,13,0,444,2745,516,382,3968,137,7752,1362,306,137,552,48,2402,284,0,10,10,5,307,228,49,14,75,14,375,53,5,0,0,4,63,147,36,24,38,10,251,226,35,16,8,5,292,617,103,101,21,15,859,934,151,83,160,30,1354,1523,73,65,107,31,1798,30,4,5,0,0,35,1404,461,303,2294,70,4523,136,11,3,12,10,170,1760,146,92,16,42,2052,443,17,33,40,12,545,62,16,11,6,8,99,99,4,10,0,0,112,262,38,24,111,3,439,8508,1031,765,774,183,11255,483,61,56,282,6583,7469,29662,5067,3480,17617,7669,63485,638,2708
LGA18100,3,79,66,1547,50,1742,0,0,0,3,0,4,4,3,0,5,4,10,0,0,0,0,0,0,15,0,13,9,0,36,113,77,66,1330,44,1631,8,0,4,0,0,8,0,0,0,3,0,6,18,3,3,103,4,126,6,0,0,0,0,3,5,0,0,0,0,4,0,0,0,3,0,6,18,18,13,414,14,476,10,5,0,21,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,3,6,0,0,14,3,0,0,5,0,4,3,0,0,0,0,5,0,0,0,0,0,0,28,23,16,324,13,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,6,3,0,3,0,16,26,10,9,28,4,74,6,8,0,74,132,217,240,144,122,2921,230,3660,7,64
LGA18200,18,107,72,2542,81,2819,0,0,7,183,8,202,5,0,0,12,0,15,8,0,3,12,0,29,25,11,12,8,0,59,181,99,109,2140,79,2607,7,0,0,0,0,9,4,4,0,13,0,26,20,15,11,344,8,399,7,7,0,12,0,27,10,0,0,4,0,17,6,0,0,0,0,3,25,23,23,551,20,637,133,31,8,158,5,338,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,10,0,13,8,0,0,9,0,17,16,4,3,8,0,31,12,4,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,32,24,26,516,18,611,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,12,0,27,62,20,6,45,5,136,18,4,3,143,312,479,529,233,179,5178,487,6610,18,105
LGA18250,547,2498,1953,10565,213,15770,0,3,0,12,0,18,11531,203,341,202,164,12438,487,53,33,68,5,649,394,127,87,96,9,711,5221,2025,1345,8748,277,17611,683,10,55,0,12,759,267,55,40,112,3,480,706,175,120,723,26,1743,476,103,43,223,18,863,304,47,17,56,0,424,1519,17,32,26,30,1623,1146,567,372,4140,106,6330,1163,269,149,612,29,2215,2429,11,32,12,41,2520,348,69,28,85,19,552,110,16,8,8,0,142,70,24,19,43,0,157,82,5,8,0,5,97,546,127,111,20,10,814,342,48,51,59,8,506,305,22,21,37,9,390,9,9,0,0,0,21,1092,451,348,2846,51,4791,140,6,8,14,0,171,392,53,24,7,4,479,271,20,20,22,3,340,156,10,10,3,0,186,198,7,15,0,6,230,185,43,34,118,3,382,6998,593,606,508,147,8846,413,36,37,301,2794,3577,34475,4608,3591,20921,3764,67356,578,2483
LGA18350,190,1844,1356,14237,397,18027,0,0,5,74,4,89,226,15,16,42,10,307,94,17,16,25,0,157,409,122,78,182,17,803,3818,1841,1328,11866,404,19260,80,9,24,3,4,119,79,27,7,106,7,232,481,149,100,999,39,1771,162,39,13,116,9,338,135,16,7,23,9,189,112,9,10,4,3,136,687,428,220,4387,130,5858,428,169,68,414,31,1107,22,0,0,0,0,28,39,20,4,38,5,116,51,12,0,0,0,68,109,27,27,71,3,237,64,17,13,13,0,106,175,64,57,31,3,333,195,43,29,71,3,338,56,11,11,34,6,120,29,4,0,0,0,40,936,448,323,3469,82,5260,41,0,0,0,0,44,119,22,12,11,3,161,76,13,5,37,0,133,14,0,4,0,0,26,15,0,3,0,0,18,120,44,28,144,8,334,1127,306,252,413,51,2143,105,66,52,595,1802,2613,8374,3512,2455,27327,2727,44399,231,2025
LGA18400,234,1812,1246,15844,370,19506,0,6,6,88,0,94,144,20,19,58,7,250,196,33,10,77,3,318,316,108,51,162,4,643,3003,1615,1178,10645,325,16767,97,10,25,4,7,139,74,17,21,76,4,185,426,133,99,825,16,1503,162,54,30,101,11,356,94,26,3,54,7,178,56,13,6,9,0,83,625,321,247,3262,76,4527,634,240,97,687,23,1688,15,0,0,0,0,21,180,23,15,41,0,260,28,10,0,5,0,50,532,150,109,383,15,1191,71,22,21,8,0,117,161,82,61,31,12,344,155,35,19,66,7,275,73,17,9,33,0,133,12,8,0,0,0,24,668,341,242,2245,53,3553,85,9,14,33,0,147,82,22,16,13,3,126,63,10,4,36,4,119,11,0,0,3,5,23,26,9,0,4,3,44,116,47,29,91,0,288,1166,278,184,373,30,2030,156,51,44,670,1514,2441,8122,3364,2296,27176,2300,43261,274,2127
LGA18450,1206,7512,5353,52375,1600,68041,0,26,28,478,22,555,3668,76,109,266,87,4202,1250,168,76,233,31,1759,1622,551,307,838,47,3380,13215,6691,5051,38669,1553,65173,935,43,179,29,55,1234,323,78,63,391,15,874,2266,680,456,3375,119,6896,1745,327,158,760,74,3057,453,91,25,101,8,680,1106,54,43,37,18,1261,2282,1339,965,13578,342,18517,5974,1372,621,3316,229,11510,230,3,14,17,3,271,1075,190,125,183,69,1642,4960,481,204,628,175,6453,895,277,126,511,46,1849,469,118,68,63,27,749,580,271,204,109,24,1186,940,182,112,286,31,1553,244,36,27,87,9,412,94,21,10,6,7,130,3772,1829,1394,10012,279,17286,1480,148,61,143,56,1884,282,62,48,16,4,410,1133,143,98,213,29,1610,192,22,11,8,9,247,748,27,22,10,17,820,730,243,187,571,23,1752,10965,1590,1061,1680,340,15636,1259,282,184,2270,7080,11074,58372,15277,10623,96804,11335,192417,1468,8194
LGA18500,423,2274,1553,7857,242,12357,0,0,0,9,0,11,1468,93,114,107,30,1810,148,24,12,37,3,221,355,86,46,81,11,590,5519,1749,1251,7644,290,16447,185,3,18,0,3,219,473,53,49,142,9,721,907,191,112,668,19,1892,725,188,106,501,18,1546,773,119,73,97,10,1069,411,32,24,22,17,502,1413,466,347,3957,106,6300,818,236,95,519,31,1696,156,5,4,3,3,176,174,67,51,175,9,470,25,8,8,9,0,43,80,37,11,32,4,165,87,6,3,3,0,104,459,88,62,16,9,628,831,135,84,161,27,1235,654,72,49,89,17,878,13,0,3,0,0,20,1226,449,301,2748,83,4814,131,9,12,5,3,159,1260,107,66,6,17,1460,220,22,15,36,11,307,66,8,5,4,0,77,82,8,8,6,0,93,151,20,17,96,3,287,5240,677,548,748,117,7332,265,60,47,257,5211,5834,20379,4515,3126,18114,6031,52163,512,2396
LGA18710,60,517,401,5553,140,6664,0,0,6,17,0,20,40,3,8,21,0,76,60,3,3,36,0,106,125,57,40,77,3,301,840,436,372,4371,114,6136,31,8,4,0,3,37,18,15,8,32,0,70,136,56,54,384,7,636,24,12,0,22,4,64,23,6,3,9,4,41,28,3,4,4,0,43,149,123,67,1623,29,1991,61,40,14,143,17,263,5,4,0,0,0,10,14,0,7,6,5,31,5,0,0,0,0,3,28,10,0,26,0,70,12,5,8,0,0,17,48,20,12,7,0,88,46,13,9,21,0,95,16,0,0,18,0,34,4,0,0,0,0,7,221,119,125,1203,30,1703,16,5,0,0,0,23,25,9,4,0,0,36,6,8,5,6,4,23,4,0,0,4,0,8,27,0,5,0,0,29,32,9,9,51,5,110,293,78,67,140,15,585,24,8,19,213,765,1025,1968,912,759,10321,1058,15020,77,582
LGA19399,0,24,25,424,13,489,0,0,0,4,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,12,40,16,20,340,10,421,0,0,0,0,0,0,0,0,0,4,0,4,7,3,0,60,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,105,4,132,3,3,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,10,0,0,0,5,0,5,0,0,0,0,0,4,0,0,0,0,0,0,17,8,8,92,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,12,4,4,19,0,34,0,4,0,20,25,49,95,46,41,830,46,1055,0,26
LGA19499,81,371,238,3022,118,3831,0,5,3,116,9,137,347,10,8,19,10,389,29,3,0,0,0,40,101,19,16,19,0,165,889,301,232,2155,107,3685,58,0,9,0,0,72,45,8,3,20,9,87,126,35,24,237,5,425,48,12,4,17,3,88,18,11,5,3,3,38,104,0,3,4,4,117,255,82,53,800,26,1216,107,33,20,96,16,268,52,0,0,0,0,51,71,24,7,13,5,121,12,0,4,0,0,15,31,12,8,16,0,66,68,7,3,4,5,91,82,17,17,8,3,121,40,14,5,10,0,62,31,6,3,6,0,45,47,0,4,0,3,55,228,69,72,559,21,953,15,0,0,0,0,18,38,0,3,0,0,44,44,6,5,14,3,68,11,0,0,0,0,16,93,0,0,0,3,101,40,6,8,37,4,86,770,98,72,126,36,1100,81,7,9,148,2555,2791,3365,688,512,5471,2882,12915,69,302
LGA19799,3,0,3,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,3,22,5,3,13,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,4,4,11,54,4,7,41,3,115,8,19
