LGA_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
LGA16350,1435,874,999,872,700,628,406,145,41,6108,28,21,15,19,22,28,11,5,4,148,21946,13963,13889,15415,16181,15864,12781,6206,1880,118115,1969,619,1164,2048,677,402,262,84,21,7248,2016,819,1183,1179,650,423,270,101,15,6656,8,4,12,12,12,14,13,3,0,69,13,5,8,9,6,0,0,0,0,38,810,240,537,686,169,123,97,19,10,2681,71,109,128,113,105,74,54,25,5,679,895,349,670,800,280,196,153,48,9,3402,15762,10271,12884,9261,6829,4839,2732,961,228,63770,3178,2093,2848,2446,1844,1270,1018,719,550,15969,46117,28321,32976,31767,26855,23332,17418,8164,2713,217664
LGA16380,410,254,181,250,304,308,308,128,33,2169,6,3,5,4,5,9,10,9,8,54,5551,3703,2491,3849,5847,7312,8753,6403,2529,46445,70,29,117,92,32,28,16,7,0,392,52,18,43,48,22,5,7,4,0,207,4,4,3,6,9,9,17,5,6,61,3,0,6,0,5,0,3,0,0,12,18,3,43,10,7,0,0,0,0,82,32,35,39,39,39,44,21,13,4,260,47,43,88,51,50,47,26,10,4,354,7218,4379,4271,3917,3793,3871,3466,1668,532,33113,872,587,555,587,588,694,795,557,345,5586,13860,8803,7637,8655,10452,12073,13187,8690,3417,86762
LGA16400,359,184,167,196,206,232,166,93,18,1627,4,6,4,5,5,3,4,3,0,28,5023,3288,2322,3648,5162,6648,7507,4890,1369,39852,47,28,81,40,14,7,8,3,0,235,37,23,43,34,22,15,7,0,0,196,10,0,3,0,7,11,3,9,0,47,0,5,3,0,3,0,0,0,0,18,9,0,20,17,4,4,0,0,0,50,10,18,23,31,36,24,21,10,0,172,19,29,44,48,44,31,21,10,0,244,6947,4056,4021,3490,3368,3339,2750,1158,305,29436,747,466,464,512,567,621,718,475,184,4751,12890,7935,7049,7877,9271,10759,11058,6564,1860,75276
LGA16490,287,181,198,260,224,182,152,59,13,1559,4,3,0,3,7,9,10,6,0,41,5315,3135,3146,3906,4974,4671,3293,1748,583,30768,310,98,604,306,73,39,15,7,0,1450,262,53,262,158,63,30,24,7,0,861,13,0,3,9,5,5,4,3,0,51,3,0,0,0,3,4,0,0,0,12,187,51,285,151,27,20,8,0,0,732,14,26,52,36,48,27,13,0,5,225,207,69,336,192,81,50,23,6,3,968,5485,3039,4236,3758,3396,2583,1492,503,103,24597,715,401,669,547,509,567,373,188,75,4051,12359,6836,9347,9004,9200,8022,5281,2475,777,63304
LGA16550,279,245,399,332,276,250,173,90,12,2054,3,4,0,3,4,7,8,3,0,46,9536,6684,8584,8218,8605,7470,5981,4531,2172,61776,175,323,486,276,124,88,63,49,8,1591,263,366,439,307,180,169,106,45,7,1888,1147,663,440,708,846,607,554,375,122,5467,3,3,0,3,4,0,0,0,0,24,22,8,32,29,11,15,4,3,0,137,30,39,80,90,51,24,33,5,5,356,58,52,116,127,67,46,38,13,9,513,8029,6602,11974,8557,5971,4330,2756,1176,367,49767,1282,1159,2027,1606,1193,948,753,574,630,10175,20665,16173,24573,20345,17468,14085,10665,6904,3371,134252
LGA16610,129,60,41,74,63,87,76,21,7,564,16,26,3,15,5,13,6,3,0,93,1645,1121,843,1099,1586,2075,2317,1405,588,12677,5,3,27,3,5,0,0,0,0,48,3,0,12,7,3,0,0,0,0,23,0,0,0,0,3,0,0,0,0,12,5,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,6,7,18,14,9,18,12,4,0,84,10,9,15,8,15,15,12,4,0,96,2096,1124,1115,886,860,906,663,257,69,7982,543,312,271,311,318,306,278,187,102,2633,4316,2571,2296,2336,2811,3330,3296,1857,765,23565
LGA16700,570,354,656,652,440,422,276,156,58,3576,10,5,10,14,15,17,13,8,0,80,9006,6051,7183,7931,7811,7312,5791,3903,2080,57071,999,602,1695,1296,381,281,206,92,24,5577,921,492,1011,930,317,172,151,46,10,4052,97,37,46,77,51,42,53,35,20,457,4,0,3,0,0,0,0,0,0,6,82,55,127,117,45,38,28,4,0,492,58,68,109,117,64,65,39,18,8,549,139,124,241,233,107,102,64,18,13,1045,8163,6014,10947,8395,4982,4638,3167,1124,468,47899,1169,796,1503,1237,807,783,527,386,405,7604,20967,14501,23722,21266,15232,13994,10500,5836,3111,129123
LGA16900,436,275,230,300,316,269,266,108,22,2215,0,4,3,0,4,7,9,0,0,30,6583,4239,3784,4609,5806,6277,5599,3355,1133,41380,58,16,48,75,28,25,10,0,3,267,235,97,114,159,115,72,51,35,5,890,5,3,3,3,5,0,7,5,0,28,3,0,0,7,0,0,0,0,0,13,17,0,21,10,0,3,0,0,0,47,30,22,35,32,41,27,11,9,0,207,42,26,53,49,45,31,14,9,0,266,6708,4490,4926,3794,3134,2721,1652,651,181,28252,940,488,576,577,461,461,438,381,367,4677,14618,9409,9585,9343,9674,9667,7827,4452,1695,76271
LGA16950,420,230,218,291,258,381,358,165,50,2364,0,8,0,4,6,7,15,13,0,50,5789,3494,3174,4174,5899,9096,10903,6975,2625,52124,119,25,200,117,36,19,19,4,0,537,76,27,64,76,26,21,21,12,0,311,13,4,8,8,16,13,34,20,7,121,6,9,5,5,9,0,0,0,0,35,31,0,23,23,0,0,4,0,0,97,26,39,58,61,59,58,31,11,4,353,69,49,90,95,71,59,43,11,4,483,9728,5574,6198,5386,5033,5656,4917,2098,579,45161,1457,955,1185,1121,1042,1100,1062,687,292,8902,17341,10221,11029,11131,12301,16093,17085,9829,3504,108531
LGA17000,102,47,46,56,56,49,37,17,0,411,9,7,5,9,10,3,13,12,0,73,2411,1549,1300,1607,2085,2062,1608,821,304,13739,15,10,38,13,8,5,0,0,0,83,10,9,12,10,8,8,3,0,0,60,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,11,8,6,11,8,7,0,0,0,56,6,8,14,12,10,7,0,0,0,65,2318,1391,1591,1134,976,747,396,132,30,8719,298,321,240,211,228,235,137,71,23,1764,5076,3295,3219,3030,3337,3079,2153,1033,353,24577
LGA17040,92,27,31,53,46,44,38,7,0,345,0,0,0,0,0,0,3,0,0,3,1341,807,721,959,1453,1774,1530,973,373,9927,11,5,29,20,6,0,5,0,0,73,27,4,24,20,8,11,5,0,0,100,0,0,0,0,3,3,6,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,23,7,11,19,16,18,12,12,0,0,93,11,12,22,24,18,12,11,0,0,112,1885,1287,1584,1128,1197,1067,677,256,59,9136,263,220,387,296,292,285,199,110,47,2107,3553,2353,2807,2473,3013,3182,2449,1349,483,21666
LGA17080,47,29,24,40,44,41,28,12,0,274,0,0,0,0,0,0,5,0,0,6,1294,737,641,868,1108,1523,1375,866,305,8722,21,0,16,16,4,0,0,0,0,67,3,0,3,5,5,5,0,0,0,30,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,11,4,0,7,0,0,0,0,0,0,11,0,3,0,3,9,4,3,4,0,31,10,7,8,10,9,4,0,4,0,56,1141,594,591,554,508,463,379,141,34,4401,264,140,188,201,190,206,151,131,60,1526,2745,1483,1465,1693,1837,2210,1915,1141,398,14891
LGA17100,134,130,230,162,136,103,58,31,26,1012,9,14,0,9,12,0,3,0,0,41,2414,2005,2596,2068,2133,2075,1532,1044,530,16404,1375,1722,2951,1528,511,401,307,153,94,9046,781,427,691,464,258,143,93,38,9,2904,5,0,4,7,0,3,6,3,0,32,0,0,0,0,0,0,0,0,0,3,44,35,89,43,19,8,18,7,0,252,15,18,38,31,14,13,11,0,0,151,59,57,127,73,37,26,25,9,0,411,1465,1607,3281,1610,998,1153,647,241,103,11097,471,489,790,454,238,203,142,104,48,2940,6767,6662,11081,6639,4535,4388,2971,1717,826,45593
LGA17150,870,530,568,720,656,603,473,180,58,4656,19,17,11,23,26,35,25,17,8,185,22491,15315,11637,15647,19585,18764,16019,10485,4597,134532,239,141,248,310,191,120,100,40,9,1395,487,272,285,364,255,193,135,62,18,2068,53,35,26,43,58,53,54,30,11,362,0,0,0,0,0,0,0,0,0,6,31,21,35,27,22,11,8,8,3,163,38,55,72,75,76,64,36,18,4,439,65,76,109,108,95,78,44,21,8,607,17146,9972,12441,12196,9911,7882,5317,2266,866,78005,1807,1012,1362,1370,1295,1067,955,874,904,10645,42528,26981,26420,30575,31902,28567,22941,13859,6435,230211
LGA17200,261,559,1324,751,355,287,205,85,32,3854,0,10,19,20,21,19,11,8,4,114,4669,5623,14776,10264,7472,6611,5030,2876,979,58306,226,645,1653,768,190,127,91,27,4,3738,343,435,1317,730,285,178,131,54,10,3483,213,160,517,330,209,232,316,181,85,2265,7,7,9,13,0,4,0,0,0,48,10,41,120,60,8,9,3,0,0,250,47,106,257,205,101,73,47,14,0,865,66,157,388,278,113,82,54,21,0,1165,8693,15576,38486,20230,11257,8341,5045,1947,540,110110,1312,2555,5877,3377,2005,1550,1109,641,332,18747,16033,26862,68112,39461,22838,17940,12378,5972,2037,211632
LGA17310,318,174,166,191,168,150,140,66,10,1374,0,3,0,4,6,6,9,4,3,41,5901,3509,3169,3934,4858,5414,5133,3341,1265,36520,107,27,246,99,18,12,8,0,0,526,88,24,108,65,31,7,3,0,0,323,0,0,0,0,0,5,0,0,0,12,5,7,7,7,0,0,0,0,0,30,39,8,85,33,4,4,0,0,0,172,21,20,34,33,31,18,8,9,0,180,73,35,129,74,41,28,4,9,0,381,5438,3146,3534,2456,1884,1593,1151,473,126,19807,1043,635,712,636,572,536,449,343,184,5101,12705,7414,7984,7352,7452,7638,6768,4178,1579,63070
LGA17350,15,4,5,8,11,11,15,6,0,72,0,0,0,0,0,0,0,0,0,0,616,366,283,359,517,635,675,436,190,4075,6,4,6,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,0,4,0,0,3,0,0,0,0,11,4,4,3,4,5,0,0,0,0,20,397,229,193,162,151,166,151,50,20,1500,70,47,31,35,34,56,46,48,32,394,1100,643,520,562,710,862,866,530,236,6034
LGA17400,39,7,16,14,22,30,33,20,10,196,0,4,0,0,5,0,0,5,0,17,365,250,190,269,443,625,845,446,148,3575,6,0,7,5,0,3,3,0,0,25,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,6,0,0,0,8,0,0,0,4,3,8,0,0,0,16,0,4,7,5,9,11,0,0,0,32,452,231,214,210,265,399,384,108,39,2304,119,68,59,78,111,145,149,68,23,812,955,555,479,569,825,1194,1392,633,211,6810
LGA17420,1088,681,667,861,731,621,378,153,51,5229,26,26,15,20,27,23,13,13,3,162,18747,13286,8106,12243,15208,12357,10360,6373,1977,98653,4029,1326,1386,4273,1949,1053,715,256,75,15064,2550,1007,904,1992,953,572,355,140,30,8504,40,13,27,30,34,30,26,5,6,211,0,0,4,0,0,0,0,0,0,4,659,299,394,577,332,240,170,73,29,2787,212,125,163,275,170,182,102,45,9,1280,875,420,558,852,500,426,276,124,41,4072,11915,7080,6795,9059,6551,4964,3900,1246,379,51882,1674,858,938,1184,920,737,587,385,285,7570,40664,24508,19325,30834,27125,21006,16849,8724,2845,191876
LGA17550,416,188,181,273,254,313,308,115,44,2092,9,3,5,6,13,10,19,0,7,71,5616,3346,2608,4187,5516,7412,8093,5746,2566,45087,145,62,141,107,86,96,74,15,0,722,17,6,15,17,22,9,17,3,0,105,26,9,5,22,11,17,28,13,3,138,0,3,4,3,6,4,0,0,0,29,53,30,87,53,19,13,20,7,3,289,28,27,47,65,54,69,56,15,3,361,83,64,133,123,86,86,78,22,8,680,8703,4850,5002,5489,5129,5101,4177,1804,611,40868,1423,803,876,1039,1068,1109,1009,833,641,8805,16084,9217,8868,11161,12115,14018,13616,8467,3844,97392
LGA17620,33,11,31,20,21,32,15,9,0,164,0,0,0,0,0,0,0,0,0,0,1342,801,797,984,1178,1392,1260,749,303,8814,17,4,15,17,5,0,0,0,0,61,14,4,15,6,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,3,10,7,0,0,0,33,4,5,8,7,10,7,3,0,0,33,1072,590,667,562,452,382,269,114,29,4142,190,91,139,127,130,138,107,79,67,1069,2647,1499,1659,1707,1789,1934,1651,942,406,14229
LGA17640,10,8,8,13,12,12,21,5,0,91,0,0,3,0,0,5,0,0,0,13,692,439,357,438,692,959,854,506,194,5123,3,0,3,0,0,0,0,0,0,16,0,0,5,4,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,3,8,4,0,0,0,31,0,0,6,6,8,9,0,0,0,34,553,272,276,299,310,377,232,95,18,2444,159,64,70,82,102,152,135,62,19,847,1412,782,723,837,1123,1510,1229,667,229,8514
LGA17650,23,13,10,13,20,22,20,10,0,116,0,0,0,0,0,4,0,0,0,4,431,273,221,269,449,593,540,305,95,3179,0,0,0,0,0,0,0,0,0,6,0,8,0,3,0,3,0,0,0,15,0,0,0,0,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,11,3,5,7,5,3,0,0,34,6,11,3,5,7,5,3,0,0,36,526,270,256,266,279,270,234,71,11,2189,83,47,51,55,78,82,57,39,7,493,1057,605,547,602,821,952,845,422,118,5971
LGA17750,326,186,196,214,150,155,94,47,17,1387,3,6,0,3,3,3,3,7,0,24,6760,4586,4102,4359,4804,5161,4639,2872,1258,38544,172,65,240,177,60,24,7,7,0,752,211,59,140,142,60,30,10,0,0,653,0,7,0,0,0,4,0,0,5,18,0,0,3,0,0,3,0,0,0,14,46,17,98,45,9,3,0,0,0,216,297,224,184,124,97,50,30,7,5,1015,345,244,280,172,106,51,36,9,5,1247,5361,4001,4209,2741,1966,1660,1010,349,116,21418,831,795,635,537,485,424,378,285,182,4553,13755,9801,9689,8230,7554,7394,6105,3524,1567,67609
LGA17850,14,3,10,7,3,0,3,0,0,44,0,0,0,0,0,0,0,0,0,0,225,134,135,155,234,315,359,245,69,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,11,219,97,105,79,81,87,80,43,10,800,57,34,27,22,40,57,46,35,8,329,509,265,271,265,361,461,486,324,81,3016
LGA17900,3,3,6,6,9,10,11,7,0,54,0,0,0,0,0,0,0,0,0,3,286,162,199,194,312,401,388,204,47,2203,7,0,5,5,0,0,0,0,0,19,7,4,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,8,0,0,17,371,201,237,155,154,217,143,53,10,1552,291,144,176,159,169,209,164,90,25,1422,973,504,633,520,644,834,711,353,83,5253
LGA17950,0,0,0,5,0,4,0,3,0,14,0,0,0,0,0,0,0,0,0,0,279,164,148,157,227,306,223,168,56,1731,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,153,66,86,47,36,42,33,8,0,482,55,29,25,35,36,33,40,34,31,312,496,254,271,244,303,387,303,212,87,2550
LGA18020,31,17,11,13,25,29,27,20,9,180,0,0,0,0,0,0,0,3,0,7,736,408,376,435,660,888,945,629,237,5320,4,0,8,3,0,0,3,0,0,19,7,0,3,0,3,0,4,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,21,0,0,9,6,4,8,0,0,0,33,602,303,342,253,269,295,253,96,28,2443,207,128,122,115,163,209,217,143,75,1370,1551,846,858,824,1099,1408,1425,873,345,9225
LGA18050,80,43,184,148,82,64,49,12,13,668,3,0,3,7,4,4,3,0,0,22,3161,1721,4433,3585,3060,2227,1658,1207,622,21676,39,19,88,89,33,21,14,11,0,311,45,24,78,69,45,22,22,12,0,315,2264,1281,1157,1305,1463,1249,1231,754,309,11009,0,0,0,0,0,0,0,0,0,5,4,0,8,13,8,4,3,0,0,38,10,11,41,37,19,16,3,3,0,151,16,11,52,48,23,18,12,10,0,188,4547,2661,8772,5398,3477,2049,1264,510,164,28841,701,458,1390,922,590,431,350,315,275,5436,10813,6218,16114,11614,8858,6127,4621,2849,1381,68605
LGA18100,8,0,11,4,4,17,7,0,5,54,0,0,0,0,0,0,0,0,0,0,290,177,147,193,278,400,426,269,115,2298,0,0,4,0,0,4,0,0,0,3,5,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,217,117,114,110,127,123,112,50,14,993,51,22,29,25,32,57,44,32,12,301,561,316,290,340,439,587,588,354,143,3608
LGA18200,41,17,12,26,23,15,13,9,0,158,0,0,0,0,0,0,0,0,0,0,458,249,240,289,444,604,549,318,99,3245,0,0,7,0,0,0,0,0,0,12,6,0,5,3,5,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,5,0,0,0,0,0,0,13,0,4,4,0,0,0,0,0,0,10,0,0,7,6,0,3,0,0,0,28,769,400,408,395,377,363,277,87,18,3088,185,119,136,128,125,115,125,51,24,1015,1428,777,804,828,963,1098,942,464,136,7453
LGA18250,236,142,232,263,189,173,153,77,48,1503,0,0,0,3,0,5,0,0,8,26,5608,3092,2436,4178,4784,3790,3071,2118,1215,30283,672,248,533,890,242,88,52,23,7,2757,226,92,171,252,91,57,54,20,6,979,96,49,57,92,93,97,143,65,39,730,0,0,0,0,0,0,0,0,0,0,32,7,26,42,10,9,5,3,0,133,45,39,39,73,52,50,43,12,3,351,72,46,67,118,61,57,52,17,3,493,6535,3996,4974,5744,4468,3339,2472,1026,390,32948,745,389,594,646,518,350,338,217,235,4036,14285,8145,9375,12731,10832,8161,6527,3611,1954,75613
LGA18350,226,137,114,154,197,167,179,116,21,1307,4,12,4,6,13,17,5,14,7,77,3869,2372,1820,2406,3707,4214,4814,3557,1156,27918,138,44,282,150,37,20,7,6,0,695,73,14,45,46,26,16,4,0,0,232,12,10,6,20,14,20,56,21,0,162,4,0,6,0,0,0,0,0,0,4,37,8,50,25,4,3,0,0,0,124,10,18,23,22,22,33,23,15,3,171,49,25,70,51,29,36,27,15,3,300,4057,2314,2180,2223,2461,2412,2288,1164,323,19431,545,316,275,336,414,451,498,380,272,3485,8797,5134,4747,5332,6753,7235,7778,5167,1764,52709
LGA18400,194,132,107,114,138,116,86,25,6,916,6,9,0,9,11,17,11,6,0,68,6286,3787,3158,3979,4761,4349,3698,1890,483,32391,22,5,21,24,7,5,0,0,0,88,116,55,55,85,59,20,23,0,0,406,3,3,3,0,3,4,0,5,3,27,9,0,0,0,0,0,0,0,0,12,3,6,6,9,4,0,0,0,7,40,12,12,25,20,16,14,11,0,5,112,21,23,36,26,23,17,16,0,3,161,4628,2629,2857,2309,2044,1581,937,329,88,17398,606,373,373,417,375,298,308,228,183,3168,11725,6902,6537,6900,7346,6311,5005,2462,766,53961
LGA18450,1087,785,710,845,855,772,646,316,100,6113,13,12,11,9,20,21,14,21,4,128,15910,11867,9400,11836,14545,15910,14135,9897,4302,107809,302,298,655,323,170,94,77,49,3,1970,1556,789,1019,908,572,352,222,166,27,5604,21,20,20,20,22,19,23,6,6,155,8,0,3,7,3,5,5,0,0,31,47,30,151,35,15,6,4,0,0,288,61,108,134,110,105,85,43,14,6,663,116,138,291,146,125,97,47,16,6,980,17427,13707,14876,11488,9588,8040,5161,2203,725,83214,2126,1718,1800,1550,1412,1179,1016,897,670,12369,37709,28813,28419,26758,26838,26064,20904,13310,5754,214564
LGA18500,74,58,88,88,82,61,57,37,9,555,0,0,5,0,3,11,0,6,0,16,2912,2049,2629,2579,2962,2610,2274,1865,740,20616,46,26,42,72,46,34,22,26,7,315,39,24,54,67,40,20,10,9,0,260,1169,721,606,710,778,993,1403,801,336,7509,0,0,0,0,0,0,0,0,0,0,8,3,6,9,8,7,0,0,0,33,16,9,19,27,24,21,14,4,0,136,21,11,21,38,30,22,14,5,0,163,3194,2325,4409,3108,2569,2033,1397,820,228,20083,515,402,560,492,434,353,358,312,405,3835,7956,5583,8405,7215,6990,6173,5573,3876,1724,53496
LGA18710,81,43,29,49,62,34,28,14,0,338,3,0,0,0,0,3,6,0,0,13,1469,825,652,1034,1382,1330,1181,634,252,8774,7,0,19,14,4,5,0,0,0,51,13,7,8,8,5,8,0,0,0,59,3,0,0,5,5,5,3,0,0,18,0,0,0,0,0,0,0,0,0,3,6,0,6,0,3,0,0,0,0,18,5,11,8,8,19,11,0,3,0,58,8,12,12,13,18,10,0,3,0,78,1694,942,793,952,1093,774,554,217,41,7063,218,112,96,138,174,149,142,70,49,1151,3424,1909,1591,2181,2709,2300,1897,935,338,17281
LGA19399,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,62,20,31,58,66,96,75,36,15,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,31,73,75,62,50,38,11,3,451,14,3,10,14,10,17,19,9,4,106,181,57,119,150,136,164,135,55,20,1016
LGA19499,38,22,35,37,42,27,13,6,0,222,0,0,0,3,0,0,0,0,0,5,251,225,377,422,478,625,511,145,28,3064,4,11,29,17,0,0,0,0,0,64,18,26,64,30,12,3,3,0,0,163,0,0,0,8,0,5,5,3,0,16,0,0,0,3,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,6,8,16,15,15,12,0,0,65,0,4,14,15,15,15,15,0,0,79,417,590,877,530,481,487,288,61,0,3736,552,488,792,807,684,493,223,56,15,4113,1260,1357,2187,1859,1678,1648,1055,277,49,11371
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
