LGA_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
LGA12380,112,94,66,69,36,34,21,0,0,449,5,7,13,10,11,18,30,34,9,137,170,89,188,125,96,90,79,42,4,883,120,94,118,123,127,95,56,24,17,772,481,283,319,343,288,178,70,40,0,2013,379,359,488,388,462,448,334,209,106,3177,30,13,20,28,21,32,29,19,17,206,85,67,55,76,64,52,36,12,5,452,456,361,411,352,365,389,333,142,89,2899,968,653,957,664,589,432,200,94,29,4594,78,36,37,44,35,32,22,3,0,287,15287,10352,11746,11300,11205,10204,8527,5105,2414,86143,4921,2661,6707,4330,1614,1023,468,236,55,22024,13993,8002,10301,6877,4182,2324,1138,386,85,47290,5,0,10,6,12,10,7,5,4,52,3,0,0,0,3,0,0,0,0,8,405,357,991,313,67,54,40,10,0,2242,220,123,214,196,124,94,68,37,4,1072,630,481,1206,505,198,147,103,45,5,3319,4926,4752,6886,3810,3844,3529,1458,704,273,30185
LGA12390,4,0,4,7,7,5,4,0,0,30,39,23,24,17,27,25,21,11,0,185,16,0,18,6,9,0,0,0,0,44,16,10,8,12,18,17,15,14,0,110,115,66,79,64,58,63,28,15,0,485,236,140,163,204,266,374,302,186,77,1952,36,14,18,27,29,26,30,15,4,206,25,4,8,18,13,18,16,18,0,131,377,222,229,275,370,415,360,223,130,2598,262,112,143,121,109,121,69,33,11,991,0,0,0,3,0,5,0,0,0,11,6876,3863,3670,3812,4655,4666,3619,2227,873,34266,82,27,218,80,29,19,3,4,0,456,74,17,79,53,13,0,3,0,0,244,3,0,4,0,0,5,0,0,0,23,16,9,3,10,4,3,0,0,0,51,12,5,49,9,8,0,0,0,0,82,9,16,15,13,17,9,6,3,0,94,38,31,73,31,25,17,13,3,0,228,2345,1546,1636,1142,879,783,429,160,65,8984
LGA12700,0,0,0,0,0,0,0,0,0,4,3,5,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,9,3,14,0,44,11,9,0,0,3,4,7,0,0,35,36,52,24,48,79,81,80,48,14,462,0,0,0,4,0,3,0,0,0,13,7,0,0,0,0,8,3,0,0,24,64,52,32,56,95,96,75,35,15,524,23,17,12,17,24,30,12,0,0,135,0,0,0,0,0,0,3,0,0,6,974,565,474,627,921,961,787,427,142,5864,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,4,0,3,0,23,3,6,0,3,7,4,0,3,0,25,532,259,259,273,266,324,174,67,23,2166
LGA12730,0,0,0,0,0,0,0,0,0,5,9,0,5,5,0,3,4,0,0,35,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,11,0,0,5,0,3,0,0,0,24,43,23,13,27,49,87,71,55,26,402,0,0,6,5,5,8,4,0,5,20,0,0,0,0,0,0,0,0,0,0,101,56,37,87,111,191,119,106,53,858,37,15,19,22,14,21,14,7,0,138,0,0,0,0,0,0,0,0,0,0,824,483,401,569,726,927,709,501,213,5353,4,0,11,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,5,0,4,0,0,3,0,0,0,13,3,3,5,0,0,5,0,0,0,19,607,383,347,293,251,252,148,72,25,2376
LGA12750,4,6,0,5,8,5,8,0,3,45,13,3,4,10,21,44,38,31,10,176,5,0,4,0,0,0,0,0,0,6,0,0,0,3,21,27,26,9,9,90,39,11,24,25,22,57,39,12,0,237,50,43,24,64,135,276,295,190,113,1188,14,7,3,9,10,20,28,8,6,109,7,11,5,5,9,13,8,3,0,58,88,76,49,98,140,242,303,163,89,1239,99,54,61,55,90,110,108,51,13,636,0,0,0,0,7,3,6,3,0,24,2346,1393,1132,1723,2586,3994,4350,2416,1000,20951,14,3,9,13,11,14,6,0,0,72,5,11,9,9,7,4,0,0,0,42,0,0,0,3,0,9,7,4,0,27,7,0,0,3,6,4,0,0,0,20,0,0,13,0,0,0,4,0,0,16,14,4,9,18,19,28,24,5,4,123,21,5,21,23,25,32,26,5,4,164,2366,1282,1114,1227,1498,1968,1520,568,229,11775
LGA12850,309,223,111,97,114,52,28,13,7,949,9,12,4,15,21,37,46,45,27,212,223,181,171,151,162,164,100,66,22,1243,147,131,78,103,111,122,62,41,14,817,404,278,218,212,212,150,72,42,5,1596,113,94,130,93,149,205,153,117,52,1100,20,15,9,4,16,24,21,4,5,120,127,98,84,61,79,73,56,21,13,623,250,202,158,119,177,186,119,75,30,1318,1475,1097,1111,932,912,818,502,269,87,7203,26,21,21,15,12,21,12,11,10,145,18632,14030,12605,12157,13695,13196,9777,6135,2351,102584,256,205,286,214,194,197,73,32,11,1471,3772,1948,2083,1692,1144,707,345,92,19,11791,4,5,3,6,7,0,5,0,0,21,0,0,4,0,6,0,0,0,0,5,32,15,84,21,8,4,0,0,0,158,374,254,286,209,224,176,113,65,14,1703,395,266,368,227,234,185,112,65,14,1873,5315,5042,4491,3044,2791,2645,1264,536,232,25361
LGA12870,0,0,0,0,6,3,0,0,0,7,9,8,7,9,13,25,14,15,5,101,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,6,3,5,0,25,16,4,8,0,3,11,0,4,0,54,61,61,43,58,131,143,181,128,53,854,0,0,0,0,0,5,3,5,0,11,0,0,0,0,5,7,4,0,0,13,59,55,50,54,89,144,132,82,33,693,19,10,3,12,18,30,35,5,0,142,0,0,0,0,0,0,0,0,0,10,1108,694,530,711,1042,1340,1346,825,281,7875,8,0,11,8,0,0,0,0,0,22,6,0,0,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,5,4,0,3,6,5,0,0,0,15,4,6,7,3,11,0,0,0,0,29,749,370,347,348,337,357,328,134,37,3009
LGA12900,0,0,0,0,0,0,0,0,0,0,5,0,4,0,12,8,6,4,5,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,14,22,10,8,5,10,15,0,7,0,71,27,16,25,37,60,67,93,44,23,390,0,0,0,0,4,8,6,3,0,33,0,0,3,0,0,4,3,0,0,9,46,42,38,38,84,70,85,45,24,458,19,11,16,5,18,19,19,4,4,109,0,0,0,0,0,0,0,0,0,0,1279,783,651,719,951,937,894,586,228,7030,0,0,8,0,0,4,0,0,0,15,3,0,5,7,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,4,6,3,0,0,0,0,0,0,18,470,207,231,153,149,133,98,32,10,1489
LGA12930,56,51,43,33,36,17,20,3,4,266,5,8,11,22,23,18,28,29,18,156,382,186,261,235,198,186,127,72,22,1663,120,98,119,124,121,99,59,36,27,808,261,132,168,177,170,103,69,36,7,1124,278,213,236,271,357,401,322,217,176,2470,22,23,18,20,29,28,47,25,14,231,29,13,25,26,23,12,8,3,0,135,247,271,238,190,327,398,338,252,195,2464,678,453,565,563,512,388,254,156,55,3626,23,15,34,32,21,38,22,13,7,203,13086,8875,8011,9773,10762,9036,7612,5076,2846,75074,895,1252,2994,874,254,230,134,53,8,6704,1534,959,1196,803,534,334,187,66,30,5645,28,11,21,23,28,45,31,22,5,212,0,0,0,3,0,0,0,0,0,6,48,27,72,29,25,15,11,0,3,238,47,36,69,74,57,41,27,13,3,372,98,68,143,107,86,60,36,15,7,620,6531,6776,8569,5130,5104,4755,2286,1136,439,40734
LGA12950,0,0,0,0,0,0,0,0,0,5,3,8,4,8,4,12,8,3,0,57,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,3,3,0,0,24,26,11,7,3,20,18,11,6,5,115,47,15,26,42,64,83,66,49,31,426,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,29,25,21,20,32,41,34,17,13,232,13,9,4,5,8,10,8,0,3,63,4,3,0,0,3,0,0,0,0,10,542,302,268,299,422,491,409,277,109,3130,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,11,198,97,96,84,72,58,54,35,10,708
LGA13010,3,0,0,4,0,0,0,0,0,8,4,0,0,3,0,5,10,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,13,12,8,7,10,11,7,12,6,0,70,19,17,10,23,72,69,97,42,23,364,13,8,7,5,5,13,4,0,0,57,3,8,4,4,3,9,3,0,0,39,39,26,33,33,61,85,95,68,26,459,23,16,11,17,17,36,35,11,9,175,0,0,0,0,0,0,0,0,0,0,932,511,401,535,743,965,953,541,199,5790,5,0,8,8,0,0,0,0,0,29,9,3,4,4,0,0,0,0,0,22,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,7,3,7,4,3,8,10,3,0,0,43,3,7,8,7,10,10,3,0,0,54,390,235,227,198,177,230,156,60,7,1687
LGA13310,10,3,7,8,8,6,0,0,0,38,0,0,7,5,11,14,12,7,8,66,0,0,4,0,0,3,0,0,0,16,0,0,4,5,14,12,10,9,6,52,18,25,11,11,25,15,8,6,3,127,53,31,23,51,110,128,143,74,44,650,18,7,4,6,4,24,12,10,0,92,19,7,14,9,5,14,14,6,5,92,133,106,72,97,171,201,214,151,55,1197,80,60,44,54,74,72,45,23,0,456,8,0,0,0,8,9,0,3,0,30,3142,2074,1869,2183,2790,2879,2476,1420,598,19428,19,8,64,10,6,5,5,0,0,116,31,11,28,20,10,4,8,0,0,112,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,22,3,0,6,0,0,0,46,7,5,11,14,18,8,0,0,0,76,17,4,36,16,24,14,0,0,0,118,1676,909,1000,790,721,649,423,153,60,6384
LGA13340,3,0,0,4,0,0,0,3,0,17,181,94,48,95,122,134,148,83,37,947,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,4,3,0,3,27,99,29,20,41,28,21,10,3,0,257,54,33,15,38,80,100,118,56,29,515,3,5,0,3,0,5,0,4,0,22,3,4,0,0,3,7,8,0,3,23,72,65,34,55,106,146,92,53,24,651,73,36,27,28,37,42,30,8,4,276,0,0,0,0,0,3,0,0,0,3,1448,703,507,726,1031,1144,967,438,205,7174,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,3,6,3,3,0,0,0,22,6,0,3,4,3,3,0,0,0,22,620,286,294,256,283,275,150,66,22,2243
LGA13450,36,14,15,10,12,12,0,0,0,104,17,10,13,5,20,13,8,6,0,98,7,0,4,5,3,4,0,0,0,20,42,19,24,19,24,15,12,0,0,153,67,39,36,24,34,30,14,0,0,257,63,59,57,74,109,135,127,73,36,727,17,9,5,3,7,17,4,0,0,61,64,46,28,26,24,25,5,5,0,224,260,140,144,180,192,183,134,99,55,1385,89,65,60,24,58,46,23,12,0,378,3,0,0,0,0,0,0,3,0,14,3375,2006,1952,1939,2424,2248,1610,1165,533,17250,110,45,139,112,54,27,9,0,0,487,145,55,118,97,70,17,8,0,0,506,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,197,69,161,135,85,70,25,13,4,756,3,0,8,5,10,4,3,0,0,33,202,69,171,143,98,74,30,13,4,797,943,628,708,466,340,316,140,76,28,3651
LGA13550,0,0,0,0,0,0,5,0,0,0,7,6,13,4,4,3,7,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,14,16,5,7,15,3,14,4,3,0,64,52,49,37,52,87,120,99,77,30,601,12,8,11,11,15,7,9,0,4,71,7,5,9,0,3,8,0,0,0,39,55,35,35,47,67,66,74,54,17,455,41,12,17,19,24,27,12,13,6,171,0,0,0,0,0,0,0,0,0,4,1546,854,922,946,1119,1196,956,667,283,8484,0,0,0,4,0,0,0,0,0,10,12,4,4,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,21,0,5,9,3,6,3,0,0,0,35,752,370,451,288,248,220,103,42,14,2488
LGA13660,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,5,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,10,3,0,0,0,0,6,0,0,0,11,26,15,13,27,65,62,64,48,15,339,5,0,0,3,4,0,5,4,0,22,0,4,0,6,0,0,3,0,0,13,23,17,12,21,34,30,36,20,3,206,15,6,0,12,6,9,11,3,5,77,0,0,0,0,0,0,0,0,0,6,650,311,283,398,549,547,621,359,110,3836,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,225,110,101,67,88,87,83,29,15,802
LGA13800,34,35,18,23,21,16,10,3,6,169,5,13,9,19,25,32,23,19,14,152,0,0,0,4,0,0,3,0,0,13,15,5,12,15,28,20,30,18,6,156,204,116,127,103,115,107,31,20,9,837,100,102,82,147,284,327,248,136,50,1477,8,23,6,12,29,35,7,13,0,137,22,9,14,16,13,12,21,4,4,130,355,268,191,221,300,314,275,168,61,2153,239,201,173,147,200,175,108,37,7,1298,6,4,4,4,15,8,7,0,6,54,8151,5505,4527,5336,6550,5451,4167,2100,798,42581,17,8,23,16,12,12,8,3,0,102,53,23,41,32,23,17,14,0,0,211,0,3,5,3,13,9,8,6,4,55,8,0,0,5,4,0,0,0,0,13,6,3,8,10,7,0,0,0,0,39,20,20,22,35,34,22,11,7,0,169,34,23,33,45,41,28,18,8,0,227,3672,2625,2635,1998,2048,1578,774,258,87,15679
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,8,5,4,0,4,0,0,0,0,17,9,6,5,11,40,37,38,28,4,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,9,15,20,19,11,16,3,105,0,3,0,4,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,334,197,160,195,336,320,279,181,39,2040,3,0,5,5,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,6,0,7,0,4,0,0,0,0,15,130,87,73,43,63,55,23,7,4,487
LGA13910,0,0,0,0,0,0,0,0,0,3,0,0,3,14,5,16,8,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,9,3,0,27,3,9,5,6,7,4,7,3,0,34,54,27,42,54,88,122,121,71,28,622,9,0,5,9,15,7,12,9,0,72,8,9,4,8,3,8,0,5,0,49,101,67,62,80,115,142,154,93,34,845,55,29,28,35,39,51,27,15,6,278,0,0,0,0,0,0,0,4,0,15,2372,1391,1104,1444,1859,1961,1926,1058,446,13556,4,0,16,6,4,0,0,0,0,25,131,31,45,33,16,14,8,0,0,270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,12,4,8,10,9,9,6,4,0,0,49,4,12,11,9,9,6,4,0,0,56,801,434,361,352,333,324,224,89,30,2946
LGA14000,56,30,30,25,36,31,11,15,0,246,60,36,20,40,79,49,66,61,26,431,74,35,42,61,44,55,26,26,8,375,120,91,66,108,127,121,75,38,22,767,330,322,180,243,306,229,112,44,17,1767,579,337,241,524,597,580,512,355,203,3933,27,17,15,24,22,17,20,6,0,158,131,113,90,119,126,125,111,51,24,883,877,609,356,583,825,817,720,565,288,5644,580,459,362,499,525,495,294,134,58,3404,21,26,5,22,28,25,20,9,5,162,14227,9182,5773,9654,11677,9833,7894,5012,2616,75858,1463,741,1221,1409,861,453,241,103,32,6516,456,266,369,386,263,179,103,38,14,2076,60,25,27,44,51,63,48,23,26,373,0,0,0,0,0,0,0,0,0,6,140,76,136,126,65,44,21,13,4,637,80,80,70,111,109,78,47,19,17,625,226,157,209,241,184,126,70,35,17,1265,9086,6073,5387,6662,5846,4736,2577,1071,435,41871
LGA14100,0,0,0,0,0,0,0,0,0,0,10,3,0,7,7,4,6,6,0,43,11,9,7,9,10,8,3,3,5,61,9,3,3,4,10,3,6,0,0,41,21,13,14,16,18,13,4,3,0,99,29,15,9,25,52,43,61,33,26,293,0,0,0,0,0,0,0,5,0,3,8,0,5,3,7,3,7,5,0,23,26,25,15,31,44,41,52,33,17,289,16,4,7,33,19,16,22,15,5,135,5,0,5,0,3,5,0,0,0,17,1753,1189,554,961,1289,998,884,542,410,8573,18,6,18,23,20,8,10,3,0,106,18,11,16,17,21,14,6,11,0,114,9,0,0,11,0,17,17,58,199,310,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,4,0,0,15,3,6,3,8,6,7,0,0,0,46,10,8,3,14,12,7,0,0,0,63,655,469,391,505,466,417,352,145,83,3477
LGA14170,19,12,15,22,19,12,0,0,5,112,33,11,36,63,74,57,44,30,15,358,54,25,70,51,30,32,35,24,14,341,48,51,103,79,78,53,32,25,20,497,128,111,173,132,91,69,38,17,0,771,265,180,265,345,399,388,258,157,81,2345,11,12,12,13,16,35,15,9,3,137,15,19,43,19,26,21,9,6,4,165,287,195,290,347,365,345,237,104,61,2229,314,245,535,398,315,232,174,99,52,2364,10,3,24,24,10,18,16,0,3,114,11210,5992,10064,11447,10907,8305,6880,4996,2405,72209,619,734,1896,724,219,123,77,23,7,4410,427,339,624,460,264,209,143,51,16,2534,139,66,115,143,99,94,73,17,11,770,0,0,9,6,8,5,0,0,0,34,21,13,65,21,12,11,0,0,0,137,56,75,187,138,113,94,46,21,6,736,84,95,260,166,130,100,45,21,6,904,12175,9528,18008,13986,10036,6740,3345,961,328,75098
LGA14220,4,0,3,3,0,0,0,0,0,11,0,0,4,3,8,8,3,4,0,25,0,0,0,0,0,0,0,0,0,3,5,0,6,5,3,0,8,0,0,23,37,19,9,21,16,26,13,7,3,154,107,85,72,93,164,213,222,122,49,1121,61,39,14,41,22,44,21,14,7,266,6,9,3,5,6,17,21,11,3,72,135,84,55,76,110,140,138,84,22,846,115,58,59,65,58,56,48,18,3,480,8,3,5,3,5,4,3,0,0,40,2046,1226,1030,1243,1648,1747,1622,1035,361,11959,6,0,0,0,0,6,0,0,0,6,4,0,5,3,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,14,3,4,6,0,0,0,0,33,3,10,10,10,6,5,0,0,0,47,1060,597,528,391,312,321,202,83,16,3508
LGA14300,0,0,0,0,0,5,0,0,0,4,0,0,0,0,8,8,4,0,5,22,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,11,7,0,3,0,4,0,0,0,0,16,17,3,28,17,29,59,38,24,12,237,0,0,0,0,0,3,0,0,0,13,4,0,0,6,0,3,0,0,0,11,28,9,33,17,28,54,39,14,12,234,11,3,6,8,12,13,13,3,0,70,0,0,0,0,0,0,0,0,0,0,708,387,349,415,546,594,483,222,96,3790,0,0,3,4,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,285,163,177,96,102,99,51,25,11,1016
LGA14350,11,5,3,3,3,3,3,0,0,32,0,0,4,5,4,3,12,13,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,17,14,6,75,46,26,30,33,35,47,28,18,4,264,38,23,41,46,94,197,207,112,44,803,27,17,17,16,23,31,23,12,4,173,148,79,55,50,74,58,38,18,16,535,180,128,100,132,227,315,338,179,103,1702,78,56,41,49,65,67,37,13,10,423,0,0,0,0,0,0,0,0,0,7,2496,1554,1239,1588,2323,3016,2886,1534,679,17311,3,4,5,13,8,4,4,0,0,36,11,4,4,3,6,0,0,0,0,33,0,0,0,4,0,0,0,0,0,0,5,5,0,0,3,0,0,4,0,15,0,0,7,0,3,0,0,0,0,9,3,0,5,9,15,16,3,4,0,59,11,8,15,9,18,22,3,3,0,84,1889,993,882,826,875,1083,656,204,96,7497
