LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA14000,1130,4,0,0,8,16,45,76,42,34,35,46,19,311,0,0,0,0,3,16,47,38,28,49,62,35,282,51,13,34,74,66,220,370,228,143,171,140,95,1601,0,0,0,0,0,0,11,4,0,3,11,493,525,62,20,47,151,151,715,2117,2279,2148,4582,9829,1334,23434,0,0,0,15,15,131,417,385,141,202,252,138,1706,0,5,17,51,82,216,304,107,61,53,43,65,1004,0,0,10,18,28,35,63,21,15,19,10,23,246,18,8,11,29,9,13,20,4,3,0,5,10,130,118,24,94,182,108,355,350,154,105,72,59,116,1733,0,0,0,0,0,3,3,4,0,0,0,12,23,138,30,135,300,249,755,1159,683,319,348,359,367,4841,699,210,377,1108,1414,3266,5903,4559,3640,6637,12230,2246,42294
LGA14100,98,0,0,0,0,0,0,3,0,0,8,3,5,19,0,0,0,0,0,0,3,5,0,6,14,0,19,0,0,0,0,0,13,12,13,10,18,40,12,116,0,0,0,0,0,0,0,0,4,0,0,45,43,0,5,0,3,3,31,79,82,88,186,1182,126,1800,0,0,0,0,0,3,20,24,3,17,42,9,131,0,0,0,8,6,10,15,7,5,6,14,3,75,0,0,0,0,0,0,5,3,5,0,0,0,13,0,0,0,6,6,0,0,0,0,0,0,0,18,11,0,9,16,10,28,21,7,10,8,10,9,142,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,7,27,10,47,63,50,21,35,72,23,383,49,9,18,71,75,194,326,270,211,380,1691,211,3500
LGA14170,863,5,0,0,6,5,34,66,51,29,38,47,20,301,0,0,0,0,3,13,38,23,25,46,71,26,240,42,13,22,54,75,228,379,189,113,146,117,92,1467,0,0,0,0,0,3,0,0,0,0,6,387,411,57,25,31,111,132,561,1495,1483,1435,3056,9865,943,19189,4,0,5,12,14,141,503,550,144,278,527,165,2341,0,4,22,80,69,212,323,150,54,66,55,70,1106,3,0,10,23,17,62,60,46,11,12,20,26,296,12,4,22,46,22,24,27,16,4,5,14,19,207,102,27,117,303,168,532,537,196,110,92,67,149,2402,0,0,0,0,0,3,4,0,0,0,0,29,48,125,40,176,455,295,977,1446,957,325,450,678,466,6391,516,174,308,1015,1380,2906,5607,4651,3792,6995,16324,2238,45911
LGA14220,85,0,0,0,0,0,8,9,4,0,0,0,0,22,0,0,0,0,0,0,3,3,0,0,0,4,17,3,0,6,6,16,39,50,20,3,0,6,12,148,0,0,0,0,0,0,4,0,0,0,0,90,91,10,5,4,16,35,136,424,272,158,215,114,186,1574,0,0,0,7,11,60,57,27,9,4,3,16,189,0,0,7,36,33,65,30,8,0,0,0,12,192,0,0,0,9,0,9,7,0,0,0,0,6,26,0,4,10,20,9,10,8,0,0,0,4,0,61,13,3,21,88,41,108,67,13,4,0,0,31,390,3,0,0,0,0,0,0,0,0,0,0,11,15,14,10,37,158,86,256,167,49,13,8,8,68,880,74,32,59,290,480,761,1035,578,288,345,192,397,4530
LGA14300,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,10,3,0,0,0,3,8,34,0,0,0,0,5,62,0,0,0,0,0,0,3,0,0,0,0,22,21,3,0,0,5,3,34,124,76,73,96,77,60,564,0,0,0,0,0,6,30,14,9,7,0,7,70,0,0,0,5,3,14,6,0,5,0,0,3,42,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,16,4,0,9,22,5,38,18,5,0,0,0,12,107,0,0,0,0,0,0,0,0,0,0,0,9,6,4,0,10,37,9,70,54,19,12,9,5,19,247,23,3,17,78,105,212,319,171,142,162,107,131,1463
LGA14350,212,0,0,0,0,0,6,14,4,3,0,5,0,37,0,0,0,0,0,0,5,0,3,5,0,8,28,6,0,8,28,23,89,102,29,15,8,0,40,350,0,0,0,0,0,0,3,6,4,0,3,98,113,15,0,10,42,49,234,593,421,286,327,187,245,2405,0,0,0,7,15,77,123,42,21,15,0,28,336,0,0,12,51,51,89,88,27,6,5,0,23,352,0,0,3,14,5,14,16,0,6,0,0,13,74,0,0,9,21,15,12,13,0,0,0,0,9,81,14,10,50,163,100,233,117,37,5,9,8,70,796,0,0,0,0,0,4,5,0,0,0,0,34,49,19,10,70,263,190,423,362,102,32,24,8,182,1686,99,53,129,535,944,1482,1768,840,500,505,311,642,7800
LGA14400,138,0,0,0,0,0,5,5,4,5,0,0,4,27,0,0,0,0,0,0,3,4,0,4,7,0,29,7,0,4,3,11,27,57,26,11,9,18,12,188,0,0,0,0,0,0,4,0,0,0,0,110,116,7,0,3,17,20,85,308,321,326,573,737,248,2635,0,0,0,0,3,21,63,44,18,25,12,22,216,0,0,5,17,17,49,56,19,3,9,10,20,198,0,0,3,11,7,5,8,0,0,0,5,4,43,0,0,0,6,0,4,0,0,0,0,0,0,16,6,5,4,24,24,57,53,22,11,6,9,13,225,0,0,0,0,0,0,0,0,0,0,0,6,4,14,8,17,58,46,134,181,83,33,35,30,72,703,69,30,48,192,367,781,1229,814,618,888,1087,468,6592
LGA14500,918,3,0,7,12,15,25,37,30,19,35,44,26,250,0,0,0,3,5,6,29,24,18,31,54,21,186,78,17,57,67,57,167,238,154,117,171,284,93,1496,0,0,0,0,0,0,5,3,0,0,9,596,622,104,26,75,135,137,480,1203,1239,1110,2569,11171,1370,19610,0,0,0,5,16,71,265,286,93,170,356,124,1380,9,0,14,46,48,129,196,98,52,44,71,55,749,5,0,5,12,6,31,30,16,16,10,5,19,161,11,0,15,27,10,16,22,6,4,11,11,5,132,200,43,81,133,77,202,247,135,78,88,102,83,1463,0,0,0,0,0,0,0,0,0,0,0,19,24,226,44,111,219,157,445,761,542,246,318,548,302,3914,774,209,301,771,819,2022,3899,3021,2292,4282,14502,2125,35018
LGA14550,59,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,5,12,33,16,8,0,0,0,12,101,0,0,0,0,0,3,0,0,0,0,0,29,34,5,3,7,12,17,84,194,113,82,65,54,74,719,0,0,0,0,0,23,25,6,5,5,5,11,77,0,0,5,27,15,16,22,4,0,0,0,13,94,0,0,0,8,3,5,4,0,0,0,0,4,17,0,0,0,8,0,7,0,0,0,0,0,0,23,11,0,17,46,25,77,33,9,0,8,0,22,236,0,0,3,0,0,0,0,0,0,0,0,7,12,11,0,23,89,38,121,84,17,4,11,4,52,459,35,18,55,185,274,476,551,254,129,124,110,225,2437
LGA14600,11,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,7,6,10,12,0,3,5,0,6,52,0,0,0,0,0,0,4,0,0,0,0,27,30,8,0,3,15,6,54,146,87,67,63,55,82,593,0,0,0,0,6,9,18,11,0,0,0,7,49,0,0,0,17,9,16,9,3,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,6,0,0,0,0,4,16,0,0,11,17,15,34,16,5,0,0,0,6,102,0,0,3,5,0,0,0,0,0,0,0,4,10,0,0,14,35,36,62,44,17,0,0,0,23,239,36,23,21,83,152,198,321,164,112,110,89,160,1469
LGA14650,1141,0,0,0,5,6,48,75,52,36,36,24,31,311,5,0,0,5,0,10,46,33,41,58,57,29,286,35,16,25,79,118,361,556,278,125,139,92,155,1968,0,0,0,0,0,7,8,12,0,8,7,867,911,53,19,38,137,214,982,3528,3663,3476,5395,5100,2006,24611,0,3,3,26,54,497,1034,574,270,230,125,255,3080,7,4,59,238,303,707,611,202,96,69,29,160,2486,9,4,16,45,51,82,100,40,22,13,11,57,452,19,4,36,99,38,65,45,15,4,11,0,21,354,102,35,202,692,381,1128,807,222,122,46,37,276,4050,5,0,0,7,0,9,7,0,0,0,0,67,100,133,49,317,1105,833,2494,2605,1054,514,370,206,841,10523,585,238,594,2275,4070,7806,11239,7658,6023,8074,6931,3997,59486
LGA14700,231,0,0,0,0,0,11,21,8,0,8,15,0,65,0,0,0,0,0,6,5,8,12,5,19,5,55,10,0,10,8,8,19,48,23,24,26,46,12,237,0,0,0,0,0,0,0,0,0,0,4,110,118,15,0,10,20,15,88,317,294,289,721,3088,282,5142,0,0,0,0,0,29,107,122,33,60,128,35,523,0,0,6,13,7,42,50,28,14,14,20,17,221,0,0,3,0,6,11,7,6,6,0,3,7,63,0,0,3,8,3,9,9,6,0,0,3,9,45,17,7,22,49,21,54,74,42,20,15,20,13,338,0,0,0,0,0,0,0,0,0,0,0,9,11,21,5,33,67,43,144,252,198,76,96,178,87,1198,101,35,67,166,172,481,1146,988,840,1515,4622,542,10695
LGA14750,53,0,0,0,0,3,0,4,5,3,0,0,4,16,0,0,0,0,0,0,4,0,0,0,0,0,12,3,0,7,7,4,14,23,7,0,0,0,5,77,0,0,0,0,0,0,0,0,0,0,0,49,55,8,3,10,14,20,58,237,201,139,192,132,104,1122,0,0,0,0,5,29,48,23,11,11,0,13,149,3,0,3,22,15,32,27,4,0,0,0,4,115,0,0,0,4,4,6,0,0,0,0,0,0,12,0,0,3,10,3,5,0,0,0,0,0,0,26,6,0,24,50,19,45,24,9,6,3,0,17,184,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,28,80,47,110,102,38,15,12,3,38,488,47,14,48,151,189,357,604,393,265,307,193,218,2780
LGA14850,241,0,0,0,0,4,16,16,9,3,5,0,4,64,0,0,0,0,0,0,5,5,4,9,6,6,40,6,0,7,18,20,78,114,50,15,22,3,22,359,0,0,0,0,0,5,3,0,4,0,0,124,132,11,5,15,42,54,309,911,760,561,668,445,342,4109,0,0,0,13,20,133,232,91,62,40,24,59,679,0,7,14,77,84,190,150,43,16,10,9,50,648,4,0,0,8,7,15,24,8,6,6,0,7,87,6,3,10,33,15,15,12,0,0,0,4,7,91,18,11,56,176,110,227,190,43,18,10,8,69,942,0,0,0,0,0,3,0,0,0,0,0,25,33,25,16,81,313,237,581,610,190,104,68,40,215,2472,87,44,150,550,840,1745,2647,1570,1056,1036,729,790,11250
LGA14870,106,0,0,0,0,0,4,11,5,3,3,0,4,34,0,0,0,0,0,0,12,0,7,0,0,4,19,5,6,0,10,19,37,45,23,11,9,6,19,195,0,0,0,0,0,0,4,3,0,0,0,88,96,5,6,5,17,31,112,344,292,244,312,306,214,1890,0,0,0,3,4,48,70,35,15,13,7,19,223,0,0,5,33,36,66,45,13,5,3,4,11,231,0,0,0,5,3,10,12,0,0,0,3,0,38,0,0,12,16,0,3,0,0,0,0,0,4,39,11,3,25,93,60,132,82,23,9,11,3,34,482,0,0,0,0,0,0,0,0,0,0,0,15,18,13,4,44,153,109,259,207,70,34,31,27,77,1037,58,37,71,314,499,798,1042,615,430,512,486,443,5306
LGA14900,2529,7,0,19,41,49,261,486,224,146,155,106,96,1595,3,0,0,4,5,51,179,150,129,165,130,83,909,279,40,170,507,569,1459,1860,772,464,476,292,362,7259,0,3,4,11,6,27,29,11,16,11,9,968,1100,303,47,226,730,854,2972,6263,4689,3859,5550,5498,2179,33171,3,0,11,18,61,333,722,443,227,280,163,162,2430,0,0,36,151,147,340,376,157,79,73,54,67,1477,5,0,23,58,55,138,168,79,55,41,30,64,708,29,3,45,91,40,63,60,19,18,6,11,24,409,294,47,325,919,584,1276,1120,414,224,183,101,340,5837,5,0,3,0,7,3,3,3,0,0,0,150,174,329,59,446,1241,896,2165,2449,1120,598,587,357,804,11047,1245,231,880,2720,3661,7113,11404,7582,5723,7487,6791,3732,58565
LGA14920,25,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,8,5,14,16,0,4,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,35,37,5,0,0,16,17,53,147,107,67,93,78,87,672,0,0,0,0,0,16,31,9,3,0,0,18,71,0,0,4,17,16,17,11,5,0,0,3,3,67,0,0,0,0,0,6,0,0,0,0,0,3,7,0,0,3,7,3,0,6,0,0,0,0,0,23,7,0,5,35,19,51,19,4,0,6,0,16,160,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,14,59,41,82,55,21,4,5,5,41,336,29,8,20,133,184,312,384,239,112,171,120,182,1890
LGA14950,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,4,3,10,21,76,46,38,45,33,55,325,0,0,0,0,0,3,7,3,6,0,0,3,23,0,0,0,6,5,3,9,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,10,19,12,0,0,0,0,3,69,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,25,14,33,33,5,6,3,0,9,124,9,9,9,45,67,124,199,100,65,77,56,98,853
LGA15050,455,0,0,0,5,8,22,40,23,21,12,9,20,162,0,0,0,0,0,3,11,14,23,24,18,17,113,11,5,15,37,50,134,191,86,45,35,26,47,680,0,0,0,0,0,0,3,5,3,0,5,530,553,18,7,24,69,101,446,1821,1756,1600,2235,2015,1019,11109,0,0,0,9,31,236,492,276,114,97,57,94,1398,4,0,22,97,146,371,214,96,41,24,14,59,1085,0,0,8,12,29,45,45,17,4,8,0,28,206,0,4,25,47,38,29,21,4,0,0,0,10,183,34,11,89,348,172,454,307,71,27,16,17,103,1654,0,0,0,4,0,0,3,0,0,0,0,27,44,41,22,137,508,412,1139,1084,469,183,150,92,321,4562,206,76,223,929,1622,3015,4751,3562,2616,3355,2712,1827,24892
LGA15240,516,3,0,4,5,9,24,49,19,5,6,3,8,128,0,0,0,3,0,6,14,20,6,11,13,20,101,23,0,19,43,91,254,315,71,37,30,19,92,999,4,0,0,0,0,8,7,0,0,5,6,304,334,38,8,28,93,177,706,1945,1241,849,988,668,787,7531,6,0,9,14,46,207,323,123,50,26,20,88,894,3,3,35,160,160,351,233,51,18,9,12,86,1126,5,3,9,37,17,49,45,10,4,5,4,15,200,3,3,18,47,32,39,14,7,0,0,0,16,183,42,21,116,388,224,663,327,64,20,20,15,233,2131,0,0,0,0,3,14,6,0,0,0,0,59,89,56,32,188,652,491,1328,940,246,98,65,50,496,4633,406,189,435,1593,3323,5168,5992,2750,1618,1681,1226,2222,26601
LGA15270,112,0,0,0,0,0,3,8,9,3,6,0,9,44,0,0,0,0,0,4,3,9,7,9,9,4,40,3,3,3,11,23,35,58,13,8,8,3,21,185,0,0,0,0,0,0,0,0,0,3,5,134,144,6,7,8,28,46,130,443,407,351,486,476,304,2692,0,0,0,5,7,41,75,57,19,18,12,15,257,0,0,12,44,47,78,48,10,6,6,6,19,269,0,0,3,0,9,13,8,0,0,0,0,0,38,0,0,0,0,10,5,3,0,0,0,0,3,35,10,4,33,77,35,122,51,15,6,5,0,45,408,0,0,0,4,0,0,0,0,0,0,0,10,19,15,11,54,135,103,256,193,83,35,32,19,94,1025,69,43,77,305,519,837,1227,853,633,777,759,615,6717
LGA15300,28,0,0,0,0,0,5,5,4,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,8,0,11,0,0,0,9,3,20,16,3,4,0,0,4,53,0,0,0,0,0,0,6,0,0,0,0,46,52,3,0,0,19,10,64,181,161,140,151,174,148,1056,0,0,0,0,5,33,40,33,7,11,4,19,139,0,0,4,20,10,27,23,0,4,0,0,5,100,0,0,0,0,6,0,4,0,0,0,0,3,19,0,0,0,8,3,5,0,0,0,0,0,0,21,6,0,16,61,36,71,33,6,0,4,3,34,261,0,0,0,0,0,0,0,0,0,0,0,22,23,6,0,25,92,51,137,103,36,14,18,3,80,561,40,6,29,158,172,339,499,357,260,287,263,342,2759
LGA15350,197,0,0,0,0,0,4,9,5,0,4,14,3,42,0,0,0,0,0,0,3,0,3,6,8,3,30,10,4,8,5,3,15,18,20,21,21,63,15,199,0,0,0,0,0,0,0,0,0,0,7,104,108,19,4,8,5,12,50,143,143,130,286,2312,278,3388,0,0,0,0,3,16,70,58,12,40,143,34,371,0,0,4,11,3,23,36,29,6,13,20,14,153,0,0,0,0,8,6,12,0,0,0,3,8,27,7,0,0,5,0,6,0,4,3,0,6,3,35,32,3,8,31,18,49,39,25,25,11,24,11,265,0,0,0,0,0,0,0,0,0,0,0,7,7,32,3,9,45,29,98,153,112,42,61,190,74,862,101,30,33,112,110,342,694,592,467,863,3822,477,7631
LGA15520,49,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,7,14,0,0,3,5,3,16,20,7,0,4,0,4,68,0,0,0,0,0,0,0,0,0,0,0,64,63,0,0,9,12,12,75,284,188,148,221,150,161,1268,0,5,0,3,6,19,32,17,3,7,0,14,105,0,0,5,12,10,28,25,5,5,0,0,10,106,0,0,0,3,6,0,4,0,0,0,0,3,16,0,0,4,0,0,4,0,0,0,0,0,0,11,8,0,3,19,13,29,20,3,0,0,6,19,129,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4,12,45,38,81,78,27,13,13,3,41,370,60,34,46,153,335,543,723,399,253,348,240,337,3466
LGA15560,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,4,3,21,73,60,29,42,25,46,312,0,0,0,0,0,14,11,4,0,5,0,8,39,0,0,0,3,4,4,5,3,4,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,8,6,17,11,3,0,0,4,8,48,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,9,33,24,13,6,3,5,11,130,12,4,10,29,55,113,212,125,66,74,57,103,859
LGA15650,71,0,0,0,0,0,0,10,0,0,3,3,10,36,0,0,0,0,0,0,4,0,0,8,0,0,16,7,0,5,15,12,26,31,5,3,3,0,16,117,0,0,0,0,0,0,0,3,0,0,0,97,103,7,0,5,17,21,88,283,241,211,330,313,198,1715,0,0,0,3,10,48,65,51,11,19,8,19,240,0,0,6,30,19,55,34,5,3,0,0,11,168,0,0,0,5,0,11,8,4,0,6,0,6,40,0,0,3,15,4,6,3,0,0,0,0,0,33,6,3,22,80,39,79,41,10,5,3,4,27,310,0,0,0,0,0,0,0,0,0,0,0,4,9,8,4,32,133,70,202,148,69,21,28,13,71,803,57,23,60,229,276,493,712,509,366,559,485,386,4168
LGA15700,144,0,0,0,0,8,7,4,0,0,6,0,3,17,0,0,0,0,0,3,4,0,0,3,0,3,21,0,3,3,11,22,64,62,21,8,9,0,16,226,0,0,0,0,0,0,3,0,3,0,0,72,79,5,3,14,15,60,181,428,240,182,212,135,172,1642,0,0,0,13,5,30,64,23,10,9,10,15,174,0,0,9,25,38,77,45,10,6,0,0,25,237,0,0,0,7,9,9,3,4,0,0,0,8,36,0,0,5,11,8,7,5,0,0,0,0,4,48,18,8,27,103,64,139,53,19,7,4,10,62,512,0,0,0,0,0,5,0,0,0,0,0,22,26,17,7,37,167,125,267,173,50,19,15,17,135,1037,66,33,95,363,705,1014,1175,504,317,350,228,466,5313
LGA15750,32,0,0,0,0,0,0,0,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,4,6,18,0,0,0,4,11,22,17,7,3,0,0,8,71,0,0,0,0,0,0,0,0,0,0,0,60,63,8,0,0,7,17,68,189,212,150,254,170,150,1233,0,0,0,0,7,35,51,28,3,0,12,14,151,4,0,8,16,15,36,12,8,10,0,0,6,99,0,0,0,3,3,4,4,0,0,0,0,0,19,0,0,4,9,0,9,5,0,0,0,0,0,27,7,0,14,52,18,56,23,12,3,0,0,27,217,0,0,0,0,0,0,0,0,0,0,0,7,7,13,5,28,80,45,131,91,53,16,3,10,54,524,47,20,42,162,216,410,566,430,287,390,278,318,3148
LGA15800,21,0,0,0,0,0,0,4,3,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,7,13,4,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,25,27,0,0,0,7,12,44,112,87,53,63,41,64,493,0,0,0,3,0,13,23,10,0,4,4,4,59,0,0,0,16,14,27,9,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,5,0,0,3,0,0,0,0,18,3,3,3,28,12,33,24,3,0,0,0,13,125,0,0,0,0,0,0,0,0,0,0,0,6,9,9,0,7,50,34,71,50,14,0,6,4,26,278,17,10,14,85,149,209,315,176,101,116,80,137,1397
LGA15850,21,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,8,10,3,0,5,0,4,38,0,0,0,0,0,0,0,0,0,0,0,27,33,5,0,6,7,4,39,110,94,71,87,78,82,586,0,0,0,0,5,14,29,9,6,3,0,14,85,0,0,4,8,12,19,18,4,0,0,0,5,58,0,0,0,3,0,4,6,0,0,0,0,4,10,3,0,5,4,0,0,0,0,0,0,0,0,18,0,0,8,21,11,38,17,8,5,0,0,8,112,0,0,0,0,0,0,4,0,0,0,0,0,3,3,6,15,30,29,67,66,19,11,3,5,37,286,22,14,21,80,119,208,290,208,130,140,111,182,1521
LGA15900,817,4,0,4,10,0,14,35,44,18,21,33,16,193,0,0,0,0,0,5,22,26,29,42,38,11,177,41,4,13,71,63,226,301,130,62,98,65,74,1149,0,0,0,5,0,6,3,4,0,6,5,609,640,52,11,30,135,141,651,2163,2164,2157,3773,4586,1271,17135,0,0,0,22,34,307,822,504,180,202,144,208,2428,8,4,31,146,198,497,484,157,64,51,35,105,1775,0,0,6,34,36,42,71,24,20,16,5,30,278,9,3,42,59,37,40,24,10,10,4,0,14,251,80,12,124,412,261,746,520,149,70,49,29,180,2628,0,0,3,0,0,17,0,3,0,0,0,49,76,98,23,211,677,563,1647,1922,841,343,322,209,585,7440,364,131,370,1364,2240,4577,7497,5386,4282,6281,6693,2743,41927
