LGA_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
LGA12350,1430,1183,428,38,3071,1164,96,217,4554,28,3,11,0,39,89,0,3,134,0,0,4,0,6,4,0,0,16,24,8,12,0,45,95,3,3,146,22,4,12,4,33,153,13,26,224,0,0,0,0,0,10,0,0,10,0,0,0,0,0,3,0,0,3,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,22,4,12,4,33,165,10,25,235,11,0,0,0,11,13,0,27,50,0,0,0,0,4,0,0,0,6,5,5,0,0,6,10,0,0,17,10,0,0,0,18,27,0,29,74,0,0,0,0,0,9,0,41,50,1485,1196,449,40,3166,1460,115,317,5059,1399,1112,494,59,3071,1182,87,333,4665,44,20,11,0,75,90,3,18,187,0,0,0,0,0,0,0,4,8,45,20,13,0,74,91,4,20,193,22,10,8,5,45,167,6,37,257,0,0,0,0,0,10,0,4,13,0,0
LGA12380,7234,17460,5029,634,30362,5766,842,1394,38359,763,1488,536,72,2852,1304,113,206,4478,707,1866,611,84,3261,678,157,225,4326,1464,3351,1145,154,6117,1989,274,433,8807,1242,1714,707,164,3817,1806,347,500,6480,1363,2015,873,189,4438,1525,343,595,6907,653,777,264,93,1786,432,226,247,2696,..,..,..,..,..,..,..,..,..,15,36,18,3,79,64,9,10,155,3275,4550,1864,436,10124,3819,927,1356,16231,0,0,0,0,3,11,0,0,13,0,0,0,0,0,0,0,14,16,16,39,16,0,79,49,20,23,173,15,44,17,0,82,57,20,43,204,6,9,6,3,26,27,9,0,65,11998,25416,8065,1236,46713,11657,2066,3228,63667,6817,17496,4648,714,29669,5106,1329,1473,37573,518,1084,347,56,2005,1182,124,241,3550,1296,3378,937,109,5722,1112,284,303,7421,1815,4460,1288,162,7730,2293,408,541,10968,1017,1706,493,97,3314,1438,455,378,5588,1361,2430,857,167,4813,1631,511,480,7438,1172,1680
LGA12390,4192,4894,2073,172,11333,3053,402,477,15272,133,66,131,8,334,440,38,31,848,8,10,14,0,29,17,0,6,50,146,73,140,8,367,458,39,36,897,161,53,84,10,314,900,56,92,1357,7,0,0,0,7,11,0,9,21,7,0,5,0,6,5,0,0,14,..,..,..,..,..,..,..,..,..,0,0,0,0,3,5,0,0,4,179,54,86,10,333,916,54,99,1402,9,5,0,0,18,44,4,159,221,5,0,0,0,5,3,0,0,8,17,19,4,0,44,21,5,7,79,31,26,8,0,64,71,6,166,302,5,0,0,0,6,0,0,5,6,4547,5044,2305,197,12097,4499,508,776,17877,4144,4773,2135,181,11231,3149,411,923,15708,179,92,116,16,399,539,56,100,1095,9,5,3,4,20,32,7,28,82,189,92,124,20,420,567,56,128,1179,252,81,68,11,407,743,44,140,1335,0,0,0,4,0,9,3,4,23,0,0
LGA12700,994,974,309,19,2294,677,45,119,3136,5,0,4,0,15,38,0,6,51,0,0,0,0,0,0,0,0,0,5,0,4,0,12,38,0,6,54,4,0,4,0,9,15,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,4,4,0,4,0,12,12,0,0,25,0,0,0,0,0,4,0,0,13,0,0,0,0,5,0,0,0,7,0,0,0,0,0,4,0,0,6,4,0,0,0,8,8,0,3,21,0,0,0,0,0,0,0,0,0,1009,981,314,14,2322,741,51,127,3239,1035,984,322,20,2359,717,55,209,3341,5,0,0,0,6,18,0,4,26,0,0,0,0,0,0,0,0,0,5,0,0,0,6,18,0,4,26,3,0,5,4,13,27,0,0,35,0,0,0,0,0,0,0,0,0,0,0
LGA12730,958,858,365,30,2212,836,61,145,3255,13,6,9,3,31,128,4,13,176,0,0,0,0,0,0,0,0,0,13,6,9,3,31,126,4,13,175,17,8,3,0,22,97,0,12,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,17,8,3,0,22,100,0,12,137,4,0,0,0,4,31,0,29,69,0,0,0,0,0,5,0,0,5,11,0,0,0,14,5,0,0,22,18,0,0,0,20,41,0,28,92,0,0,0,0,5,0,0,8,10,1007,871,379,33,2293,1097,73,201,3665,951,773,334,28,2090,850,76,329,3341,6,8,6,0,17,36,0,18,73,0,3,0,0,4,0,0,0,4,5,7,4,0,23,41,0,20,80,35,6,21,0,59,160,10,46,276,0,0,0,0,0,0,0,0,0,0,0
LGA12750,4666,2830,1330,77,8909,2914,272,632,12721,190,40,67,7,306,364,19,53,741,88,26,37,5,153,174,17,24,364,276,66,104,12,459,534,31,77,1108,175,40,83,4,302,477,19,78,879,15,7,5,0,24,30,0,4,57,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,5,0,5,0,10,33,0,4,50,196,50,88,6,338,534,25,93,983,73,16,4,0,101,149,9,183,435,0,0,0,0,4,5,0,7,15,18,6,10,0,33,15,5,5,54,94,20,15,0,129,172,6,192,501,0,0,0,0,5,4,0,4,18,5232,2973,1540,96,9841,4157,337,1002,15338,4907,2627,1353,94,8973,3179,301,873,13330,203,36,61,3,304,430,15,69,818,129,33,47,5,217,217,12,52,501,332,66,110,5,523,649,22,119,1320,145,58,97,10,303,539,37,126,1003,11,6,3,0,17,35,3,15,70,14,0
LGA12850,7410,20112,7260,738,35513,5135,700,1205,42551,498,1130,620,57,2307,722,56,85,3170,585,1991,1066,97,3738,667,96,133,4635,1086,3117,1686,155,6047,1388,154,217,7801,370,533,442,51,1391,901,105,141,2535,475,813,579,75,1937,820,130,181,3068,234,351,211,38,841,349,48,62,1298,..,..,..,..,..,..,..,..,..,23,43,34,0,105,63,4,11,182,1109,1744,1262,169,4278,2125,288,391,7079,11,4,3,0,14,50,4,3,74,0,0,0,0,0,0,0,0,4,18,33,16,3,61,24,6,8,100,23,37,15,3,82,73,6,8,171,10,18,9,0,39,11,0,0,56,9639,25022,10233,1064,45958,8734,1141,1825,57665,7342,20042,7247,786,35424,5003,777,1444,42654,248,477,381,41,1143,504,28,104,1776,770,2416,1411,125,4721,859,142,203,5918,1014,2892,1789,170,5863,1361,165,303,7696,399,634,490,57,1576,1078,93,212,2960,531,745,591,101,1962,806,169,210,3147,395,647
LGA12870,1544,1150,383,30,3108,1030,98,143,4383,47,9,9,0,58,67,3,8,138,0,0,0,0,5,5,0,0,8,45,3,11,0,64,73,4,7,144,89,22,15,0,125,250,15,31,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,89,22,15,0,131,248,15,27,421,17,4,0,0,23,36,0,44,110,0,0,0,0,0,0,0,4,10,3,6,0,0,9,6,0,0,18,18,6,0,0,34,42,3,48,129,3,3,0,0,7,0,0,0,7,1710,1192,408,27,3338,1390,122,228,5085,1501,1076,420,34,3030,1157,80,317,4587,53,4,11,5,71,112,8,17,209,3,0,0,0,3,0,0,11,15,52,4,11,5,68,116,8,35,219,54,20,16,0,88,170,18,50,323,0,0,0,0,0,0,0,0,0,0,0
LGA12900,1017,880,382,32,2312,846,68,91,3321,25,4,6,0,36,80,0,0,118,0,0,0,0,9,0,0,0,12,28,7,5,0,39,81,0,4,127,11,0,12,0,33,128,3,6,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,0,0,3,0,0,0,6,15,0,12,0,33,128,3,6,176,8,0,0,0,9,20,0,42,73,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,4,11,0,0,0,12,18,0,41,75,3,0,0,0,4,0,0,0,8,1074,891,403,37,2410,1081,77,142,3700,998,881,373,32,2285,813,77,244,3417,19,4,14,0,30,84,0,11,126,0,0,0,0,0,0,0,3,3,21,4,14,0,33,84,0,12,125,11,5,6,0,25,113,3,13,150,0,0,0,0,0,4,0,3,9,0,0
LGA12930,6289,13056,2926,368,22640,4031,490,606,27759,560,551,235,25,1374,1029,64,74,2544,555,1051,297,49,1951,491,88,83,2610,1115,1603,536,77,3327,1520,151,157,5157,674,678,305,57,1717,1036,151,176,3080,1602,1702,834,140,4275,1911,400,371,6954,1383,1233,578,114,3307,1162,503,200,5179,..,..,..,..,..,..,..,..,..,7,18,4,0,34,10,0,7,50,3665,3622,1723,317,9329,4127,1052,750,15257,3,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,3,3,52,50,18,10,130,65,19,20,227,51,53,26,10,128,66,19,18,237,3,11,0,0,20,9,0,7,35,11123,18338,5211,776,35445,9755,1716,1535,48449,6030,12737,2831,403,22005,3651,581,776,27007,472,568,255,30,1332,875,63,117,2387,726,1457,442,38,2656,648,119,124,3551,1197,2026,698,68,3985,1515,183,247,5936,453,462,231,29,1174,746,121,175,2212,1338,1547,681,116,3683,1308,346,330,5664,2483,2377
LGA12950,498,415,180,14,1104,382,22,67,1575,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,21,19,16,0,47,60,0,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,21,19,16,0,47,59,0,3,114,6,0,0,0,5,11,0,32,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,8,0,0,0,12,12,0,32,60,0,0,0,0,0,0,0,0,0,524,434,194,17,1164,456,28,98,1748,491,360,186,21,1062,428,27,90,1607,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,5,5,3,0,10,34,0,7,49,0,0,0,0,0,0,0,0,0,0,0
LGA13010,1097,759,367,37,2262,906,85,134,3383,8,4,5,0,22,85,3,9,113,0,0,0,0,0,10,0,0,12,9,4,5,0,18,96,4,9,129,7,0,3,0,17,48,4,6,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,7,0,3,0,17,51,4,6,75,0,0,0,0,0,9,0,7,19,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,0,8,33,0,0,0,0,0,7,0,0,7,1123,765,376,45,2306,1070,92,158,3627,1034,694,347,30,2105,976,90,269,3441,0,0,4,0,5,27,0,4,36,0,0,0,0,0,0,0,0,0,0,0,4,0,5,30,0,4,38,13,5,7,0,28,95,0,19,137,0,0,0,0,0,0,0,0,0,0,0
LGA13310,2713,2755,1160,89,6717,2293,217,309,9541,81,59,62,8,203,290,19,17,537,15,12,12,0,40,22,3,5,66,101,71,74,8,246,312,25,26,609,36,11,43,4,90,276,16,34,411,3,0,6,0,6,24,0,6,39,0,0,6,0,8,31,0,3,40,..,..,..,..,..,..,..,..,..,3,0,0,0,3,6,0,0,7,43,11,48,6,107,333,11,44,496,21,5,5,0,29,53,4,44,130,0,7,0,0,7,8,0,5,21,19,17,0,0,27,24,6,9,69,34,24,6,3,66,86,6,57,221,7,10,6,0,19,10,0,0,27,2896,2868,1289,103,7155,3036,264,431,10892,2854,2813,1206,98,6977,2350,228,514,10068,126,64,74,6,267,452,21,47,781,15,15,22,0,56,64,3,7,134,139,81,96,6,316,512,29,52,911,29,17,18,6,73,206,8,42,332,4,0,6,0,14,50,3,11,80,0,0
LGA13340,1092,1151,324,22,2595,854,71,142,3663,7,0,0,0,10,32,3,4,45,0,0,0,0,0,0,0,0,0,7,0,0,0,10,32,3,4,45,3,0,3,0,7,14,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,3,0,3,0,6,16,0,3,29,0,0,0,0,0,6,0,17,27,0,0,0,0,3,0,0,0,3,3,0,0,0,9,3,0,0,13,6,4,5,0,12,14,0,17,37,5,0,0,0,0,0,0,0,5,1109,1158,331,22,2623,916,76,169,3782,1159,1125,336,16,2633,862,61,191,3751,4,3,0,0,13,31,3,0,48,0,0,0,0,0,0,0,0,0,4,3,0,0,13,31,3,0,48,6,0,0,0,7,29,0,6,37,0,0,0,0,0,0,0,0,0,0,0
LGA13450,2038,2746,755,84,5627,1514,156,341,7628,82,81,53,14,230,215,23,42,500,17,15,5,0,36,21,7,9,68,104,96,52,11,266,227,25,45,566,94,123,52,3,269,281,29,82,662,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,7,94,123,53,3,267,287,29,82,665,8,0,0,4,15,32,0,28,75,0,0,0,0,4,0,0,5,4,0,3,0,0,8,0,0,0,5,9,3,4,4,19,32,0,38,93,0,0,0,0,0,0,0,0,0,2243,2976,866,105,6187,2061,208,505,8957,2000,2687,766,80,5535,1375,181,581,7673,75,48,43,4,162,213,19,35,433,0,4,6,0,10,0,0,6,19,77,54,42,5,174,218,19,39,446,160,152,76,12,401,361,50,168,987,0,0,0,0,4,9,0,9,28,0,0
LGA13550,1185,1284,481,43,2992,920,94,181,4190,21,3,11,0,29,78,6,16,132,0,0,4,0,4,0,0,0,9,20,3,12,0,37,78,7,16,137,35,16,24,4,76,198,14,23,314,0,0,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,10,..,..,..,..,..,..,..,..,..,0,0,0,0,3,3,0,0,8,41,17,29,4,85,205,14,25,328,4,0,0,0,10,21,0,43,70,0,0,0,0,0,0,0,0,6,9,9,0,0,14,3,0,0,20,17,6,0,0,22,27,0,46,97,0,0,0,0,3,0,0,0,3,1265,1310,520,42,3131,1231,121,263,4755,1191,1263,477,49,2983,986,99,271,4331,38,20,4,0,56,66,3,13,141,5,0,4,0,9,19,0,3,37,37,16,11,0,67,84,3,20,173,15,5,22,0,45,135,6,26,214,5,3,6,0,7,12,0,0,21,8,0
LGA13660,640,526,158,10,1339,549,35,42,1967,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,6,0,3,0,7,32,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,6,0,3,0,7,34,0,0,44,7,0,0,0,7,12,0,10,29,0,0,0,0,0,3,0,0,3,8,6,0,0,11,4,0,0,16,17,6,3,0,18,23,0,10,47,0,0,0,0,0,0,0,0,0,665,532,165,10,1373,609,39,54,2074,659,467,180,17,1318,532,43,183,2078,3,0,0,0,8,17,0,4,26,0,0,0,0,0,0,0,0,0,3,0,0,0,8,17,0,4,26,0,0,0,0,3,23,0,0,30,0,0,0,0,0,0,0,0,0,0,0
LGA13800,4557,7747,2246,140,14692,2815,370,716,18596,240,175,229,16,658,639,49,54,1401,133,110,101,5,354,209,29,20,617,375,286,336,19,1013,850,78,81,2019,86,46,99,8,226,360,24,31,642,12,3,11,0,31,37,5,10,82,9,6,7,0,15,24,0,4,38,..,..,..,..,..,..,..,..,..,4,9,4,0,19,30,0,7,44,105,55,118,8,287,444,31,46,811,35,7,6,0,56,94,7,25,180,0,3,4,0,6,4,0,34,45,3,10,3,0,22,48,5,10,78,39,22,15,0,85,147,13,61,302,7,9,0,0,7,0,0,0,12,5085,8121,2719,165,16082,4259,498,900,21746,4782,7829,2216,154,14979,2924,400,900,19201,287,224,264,20,791,815,39,133,1782,106,106,99,7,313,201,26,45,589,394,328,364,22,1109,1021,67,171,2366,55,33,44,3,142,244,22,33,437,10,10,9,0,28,36,9,20,94,0,0
LGA13850,311,312,118,10,749,311,18,30,1105,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,8,7,5,4,23,46,3,7,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,8,7,5,4,23,46,3,7,76,0,0,0,0,0,4,0,50,53,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,6,0,0,0,4,4,0,51,60,0,0,0,0,0,0,0,3,3,330,317,129,9,777,366,23,84,1252,310,263,111,7,688,292,14,107,1104,4,0,0,0,10,18,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,9,18,0,0,25,6,4,13,0,20,28,3,18,71,0,0,0,0,0,0,0,0,0,0,0
LGA13910,1956,1890,710,61,4618,1670,137,240,6668,36,13,19,0,63,162,4,13,244,0,4,0,0,4,5,0,0,3,36,15,18,0,71,163,4,13,246,20,14,20,7,55,173,10,21,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,..,..,..,..,..,..,..,..,..,0,0,0,0,0,4,0,0,0,20,14,20,7,55,174,6,21,262,4,0,0,0,8,26,0,16,48,0,0,5,0,5,0,0,0,7,7,3,0,0,14,12,0,3,26,14,3,7,0,27,40,0,22,85,3,0,0,0,6,0,0,0,7,2034,1923,760,64,4773,2046,153,297,7264,1984,1717,742,65,4511,1685,150,396,6741,59,21,33,0,114,185,18,33,344,0,0,0,0,0,0,0,0,5,59,21,33,0,112,193,18,33,350,37,15,24,3,86,211,11,29,333,0,0,0,0,0,0,0,0,0,0,0
LGA14000,8587,18201,3195,301,30294,4242,496,639,35668,387,194,98,11,691,738,17,29,1474,491,853,333,21,1702,466,39,44,2252,883,1056,431,29,2392,1208,58,73,3734,202,138,80,15,442,780,42,56,1317,559,511,267,31,1369,862,131,151,2513,882,983,309,47,2218,978,139,168,3494,..,..,..,..,..,..,..,..,..,24,25,10,0,54,72,0,7,136,1664,1660,666,92,4086,2690,312,380,7470,22,9,8,0,34,57,3,15,102,0,0,0,0,0,4,0,42,44,4,22,9,0,39,24,4,0,63,23,27,12,0,75,78,3,58,213,13,6,4,0,20,8,0,3,35,11177,20956,4308,427,36867,8225,870,1146,47109,8341,18354,3019,302,30005,3986,498,753,35239,254,192,76,10,532,515,19,88,1152,615,1194,429,30,2266,718,49,109,3135,871,1388,501,35,2800,1227,68,197,4293,301,191,104,5,599,765,34,88,1485,783,811,363,64,2017,1209,167,169,3571,838,1177
LGA14100,715,1468,230,23,2430,445,45,83,3005,25,22,7,0,49,24,0,5,81,120,101,29,5,258,99,11,9,377,144,130,33,5,307,126,9,12,460,117,51,32,6,206,201,20,30,461,111,51,31,0,188,201,15,19,421,37,9,24,5,72,172,4,3,255,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,265,108,90,8,472,583,41,53,1137,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,6,4,4,19,11,0,3,33,9,6,4,4,17,17,0,3,36,0,0,0,0,0,0,0,0,0,1124,1713,354,38,3224,1163,98,143,4636,657,1504,215,19,2392,363,51,115,2925,31,23,13,0,65,23,0,6,93,217,180,63,8,463,164,14,27,669,243,209,73,5,533,187,14,30,754,86,41,17,0,154,196,9,33,392,69,35,29,9,132,133,6,30,300,83,24
LGA14170,5651,9162,2548,419,17773,4207,1448,973,24406,2707,2676,872,164,6425,2439,911,527,10303,2279,2303,673,133,5391,1762,929,558,8631,4983,4988,1551,297,11815,4197,1841,1081,18934,2044,1163,724,178,4113,4089,883,900,9989,2429,1356,770,243,4795,4162,942,725,10621,1561,595,285,98,2541,2209,487,517,5751,..,..,..,..,..,..,..,..,..,54,28,10,0,93,113,21,19,246,6081,3142,1790,529,11540,10575,2332,2159,26610,0,0,0,0,0,4,0,0,6,0,0,0,0,3,3,0,18,21,177,127,66,14,390,212,124,100,824,178,131,66,14,395,213,124,114,853,35,22,9,9,70,41,9,3,124,16924,17442,5969,1267,41595,19238,5748,4336,70919,3928,7112,1934,278,13251,2793,1207,786,18039,3246,4092,1056,187,8582,2727,1116,616,13039,2744,3491,869,134,7238,1908,1015,715,10876,5992,7589,1922,319,15822,4631,2131,1330,23917,2217,1236,710,162,4325,3784,1033,1167,10307,2966,1645,807,185,5609,4313,1116,1091,12128,2102,945
LGA14220,1862,1722,736,57,4382,1347,128,153,6008,13,4,13,3,33,31,4,4,64,0,0,0,0,0,11,0,0,15,13,4,13,3,37,37,4,4,75,57,28,26,0,107,332,16,15,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,6,0,0,5,57,25,26,0,111,343,16,17,478,10,0,4,0,11,31,0,47,95,0,0,0,0,0,6,0,6,16,7,0,0,0,8,3,0,5,18,13,7,3,0,26,48,0,52,127,0,0,0,0,0,0,0,0,3,1948,1756,778,62,4549,1770,145,225,6693,1820,1552,769,59,4204,1381,157,406,6146,29,17,13,0,66,82,4,9,155,4,5,8,0,13,12,0,3,23,37,15,17,0,73,91,4,11,185,37,23,31,3,86,256,10,46,403,0,0,0,0,0,0,0,0,0,0,0
