LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA10800,86,36,17,654,250,102,112,115,57,645,25,5,0,0,0,28,772,242,204,156,79,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,6,11,4,3,4,0,21,789,254,209,161,82,1490,4,0,0,0,0,3,5,0,0,0,0,9,73,18,3,0,0,95,342,111,88,29,6,573,275,135,116,100,47,676,6,0,0,0,0,8,705,262,215,126
LGA10850,127,38,19,798,287,172,199,141,70,875,16,3,3,3,0,24,889,355,335,190,91,1853,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,9,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,7,0,0,0,0,7,6,0,0,0,0,3,0,0,0,0,0,0,15,0,0,4,0,24,0,0,0,0,0,3,923,365,336,197,88,1901,3,0,0,0,0,0,20,0,4,0,0,23,116,22,12,3,0,153,439,167,113,38,16,772,348,207,203,153,78,982,11,0,0,4,0,15,939,396,336,198
LGA10900,1617,462,98,8360,3155,1899,2351,1336,654,9399,95,38,29,3,7,179,8793,4099,4139,1838,768,19641,0,0,0,0,0,0,14,0,0,0,0,19,128,21,3,0,0,157,197,67,31,14,0,309,11,10,9,8,8,37,12,0,0,0,0,12,362,101,42,18,7,533,0,0,0,0,0,0,25,0,0,0,0,25,61,13,8,0,0,82,15,7,3,0,0,26,5,0,4,0,0,3,3,0,0,0,0,4,107,21,14,3,0,145,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,6,3,0,0,0,10,7,0,3,0,0,3,0,0,0,0,0,0,13,3,6,0,0,26,29,10,11,3,0,54,9312,4227,4207,1862,780,20395,11,4,0,0,3,14,99,10,4,0,0,120,1153,295,103,19,6,1575,4613,1844,1537,380,81,8448,3919,2048,2554,1375,628,10518,49,20,18,7,7,99,9842,4214,4212,1783
LGA10950,49,20,9,293,99,43,53,36,24,253,9,0,0,3,0,12,309,112,107,63,32,622,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,11,325,117,110,63,38,648,0,0,0,0,0,0,5,0,0,0,0,5,45,6,3,4,0,58,127,60,42,14,10,246,99,47,66,42,24,282,6,0,0,0,0,7,276,118,109,58
LGA11150,28,21,15,226,64,32,48,39,25,213,10,5,3,0,5,20,218,111,84,57,42,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,12,12,0,0,4,0,8,243,112,87,62,42,552,0,0,0,0,0,0,7,0,0,0,0,10,27,10,4,5,0,49,102,48,33,17,4,211,56,40,42,34,30,201,7,7,7,0,0,27,208,105,83,57
LGA11200,26,7,18,152,39,27,20,26,20,137,6,7,5,0,0,11,147,72,59,40,36,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,160,77,58,40,36,368,0,0,0,0,0,0,0,0,0,0,0,0,19,6,7,3,0,24,58,24,18,9,8,116,52,17,17,16,16,110,0,0,0,0,0,3,128,45,35,19
LGA11250,412,109,49,2550,374,230,263,173,87,1130,52,15,5,0,0,80,2296,910,714,291,143,4359,4,0,0,0,0,5,0,0,0,0,0,0,11,4,0,0,0,13,17,3,8,0,0,27,0,0,0,0,0,3,6,0,0,0,0,6,31,13,8,3,0,54,0,0,0,0,0,0,7,0,0,0,0,7,6,3,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,18,3,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,9,11,7,0,0,0,15,2360,932,726,301,144,4465,0,0,0,0,0,0,23,3,0,0,0,25,417,66,32,6,6,527,1443,569,400,100,38,2543,386,258,274,164,98,1183,27,9,8,3,5,48,2300,909,711,276
LGA11300,455,152,63,1667,339,315,475,302,259,1690,23,19,11,4,15,74,1112,810,991,468,348,3731,0,0,0,0,0,3,11,4,0,0,0,15,148,88,60,11,3,304,148,139,172,49,19,532,130,111,194,104,92,628,4,0,6,0,0,14,433,338,428,170,120,1492,11,9,3,0,0,25,270,67,16,6,0,364,712,639,442,115,41,1955,124,140,132,93,34,524,16,5,3,12,8,44,15,12,3,12,4,50,1145,872,616,233,86,2950,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,6,0,4,0,0,0,7,0,0,0,0,5,10,0,0,0,0,0,0,11,7,9,0,5,32,20,10,12,5,4,50,2721,2046,2047,882,560,8254,5,0,0,0,0,7,19,0,0,0,4,18,147,68,35,10,0,260,629,392,383,109,44,1553,450,362,560,344,280,1990,10,8,3,5,6,30,1246,832,982,466
LGA11350,643,180,37,3143,757,499,620,319,149,2342,58,11,9,3,6,85,2930,1432,1362,527,190,6437,0,0,0,0,0,0,20,0,0,0,0,21,81,25,13,0,0,116,114,91,54,3,0,258,10,7,13,0,0,29,7,0,0,0,0,11,228,123,71,11,3,437,0,0,0,0,0,5,18,3,0,0,0,23,96,24,12,0,0,137,37,33,11,3,0,85,3,0,8,0,0,16,0,0,0,0,0,0,163,61,26,10,0,257,11,0,0,0,0,7,40,3,0,0,0,45,22,5,7,3,0,43,5,0,5,4,0,15,4,5,0,3,0,14,0,0,0,0,0,4,87,18,16,8,3,132,46,17,6,7,0,75,3444,1650,1483,554,205,7340,10,4,5,0,0,16,155,35,10,7,6,214,476,154,77,21,3,735,1410,802,616,180,54,3063,995,620,757,412,243,3035,31,24,18,7,4,78,3082,1636,1476,626
LGA11400,249,81,36,1338,633,284,388,313,122,1741,36,10,5,0,0,51,1566,613,674,403,159,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,13,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,7,3,0,7,0,16,9,0,4,3,4,19,1597,624,672,413,167,3475,5,0,0,0,4,11,33,3,0,0,0,37,217,39,22,4,4,290,713,254,178,74,33,1246,689,340,383,293,149,1856,20,3,8,7,3,36,1683,637,592,380
LGA11450,937,244,85,4579,3554,3025,4330,2266,1207,14382,64,39,32,24,29,193,5958,4321,5356,2550,1325,19516,0,0,0,0,0,0,19,0,0,0,0,14,129,26,8,0,0,163,188,104,61,10,6,368,48,44,63,33,18,205,6,4,0,0,0,16,391,171,128,56,23,771,0,0,0,0,0,0,3,0,0,0,0,3,36,7,3,0,0,47,9,4,0,0,0,4,0,0,0,0,0,3,5,0,0,0,0,5,49,9,3,0,0,64,4,0,0,0,0,4,12,0,0,0,0,12,6,0,0,0,0,6,0,0,4,0,0,8,0,0,3,0,0,7,0,0,0,0,0,0,20,0,7,0,0,32,18,9,6,12,0,45,6432,4516,5509,2611,1355,20421,6,5,0,0,0,9,101,8,0,3,0,123,284,97,30,8,3,425,2466,1368,1079,303,106,5326,5870,5105,7187,3747,1864,23768,66,56,66,26,28,231,8797,6636,8361,4089
LGA11500,3905,1404,734,16408,3423,3130,4093,2500,2163,15308,197,98,107,70,74,541,10221,7633,8206,4008,3008,33077,11,3,3,0,0,18,49,12,4,0,0,64,921,394,199,52,17,1592,1057,838,633,261,157,2952,90,101,132,96,115,540,42,31,16,8,8,114,2174,1373,999,432,296,5269,4,0,0,0,0,5,45,11,0,0,0,60,471,185,83,17,6,764,183,67,32,13,12,309,7,0,0,3,0,15,15,6,0,0,0,22,730,272,122,37,16,1166,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,9,6,4,9,3,0,15,4,7,0,0,3,15,0,0,0,0,0,3,15,15,9,7,6,49,38,10,12,0,0,69,13176,9299,9345,4487,3329,39637,6,11,0,0,0,20,63,19,16,4,0,110,627,219,110,31,8,1004,6352,4275,3708,1299,656,16282,4445,4320,5200,2983,2522,19478,118,98,83,41,48,395,11619,8938,9121,4366
LGA11520,1351,359,79,4555,890,849,1622,867,438,4662,58,26,14,10,6,112,3168,2190,3142,1266,534,10296,0,0,0,0,0,0,23,3,0,0,0,25,356,175,99,14,7,649,447,337,350,65,21,1221,63,73,105,38,15,295,14,4,4,0,0,28,903,592,560,125,44,2223,13,0,0,0,0,16,904,166,23,0,0,1095,3345,1767,826,130,26,6097,1173,686,629,175,49,2711,51,24,47,21,5,143,57,24,18,5,3,113,5534,2672,1552,334,88,10181,0,0,0,0,0,0,26,0,0,0,0,29,57,20,0,0,0,88,24,24,9,3,3,60,5,0,6,4,3,18,0,3,0,0,0,5,113,43,15,11,5,192,40,19,19,7,0,89,9753,5518,5285,1744,672,22982,8,0,0,0,0,8,12,0,0,0,0,20,450,156,95,11,3,715,1731,1017,1194,294,64,4295,1292,1033,1727,1010,408,5467,22,13,27,10,8,77,3514,2215,3034,1329
LGA11570,6036,2786,1988,24180,3658,3580,5416,3873,3956,20480,317,152,170,138,179,957,14455,10526,12406,7127,6333,50848,11,7,3,4,3,24,167,15,5,3,0,187,1124,637,402,123,48,2339,1617,1540,1602,797,425,5974,731,873,1256,859,742,4458,82,57,47,33,32,253,3736,3120,3318,1822,1252,13245,43,25,10,3,6,87,761,203,58,18,6,1044,5474,4103,3071,1092,383,14127,512,577,591,346,265,2300,24,39,70,57,53,239,187,103,71,21,13,399,7006,5045,3875,1547,727,18194,0,0,0,0,0,0,20,3,0,0,0,28,77,58,32,8,10,191,26,31,32,20,23,133,13,5,16,12,20,69,3,4,3,0,0,9,142,107,92,46,45,428,83,54,48,45,30,261,25414,18854,19741,10582,8388,82983,31,0,5,6,3,50,129,36,20,10,21,223,2317,1041,617,264,140,4378,7955,5317,5358,2499,1689,22817,4900,4525,6211,4498,4634,24761,208,133,124,95,135,698,15539,11055,12342,7375
LGA11600,47,16,9,284,120,45,64,37,25,292,12,3,0,0,0,15,328,122,112,59,31,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,12,346,129,114,59,31,675,0,0,0,0,0,0,3,0,0,0,0,3,38,10,7,0,0,51,157,56,52,17,8,289,92,46,65,50,22,281,3,0,0,0,0,4,295,116,123,73
LGA11650,6270,1760,518,29905,10802,6986,9700,5562,2996,36043,500,161,141,81,57,946,30042,15404,16665,7541,3623,73273,4,0,0,0,0,6,95,11,8,0,0,105,1902,258,87,17,0,2263,2508,1028,638,163,44,4377,148,91,120,76,30,454,93,20,12,0,0,137,4749,1409,855,255,73,7347,4,3,0,0,0,5,131,14,0,0,0,149,1577,355,105,25,4,2071,888,365,228,60,16,1556,76,45,35,14,15,188,55,9,8,0,0,79,2736,792,378,105,39,4047,6,0,0,0,0,11,43,3,0,0,0,50,136,45,16,0,3,199,64,38,27,10,0,143,13,17,26,8,9,66,6,0,0,0,0,14,278,106,75,16,11,484,125,51,28,18,14,229,37927,17755,18001,7936,3762,85383,35,9,11,0,0,55,332,40,21,5,9,403,4412,1094,437,72,23,6046,14715,7070,5999,1476,470,29725,13490,8236,10978,5984,3198,41892,278,140,113,68,27,626,33257,16592,17558,7601
LGA11700,32,13,12,128,44,34,31,11,22,142,0,0,0,0,3,8,133,75,63,24,43,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,149,80,65,30,43,360,0,0,0,0,0,0,9,0,0,0,0,11,39,3,3,0,0,47,64,20,22,10,5,122,35,21,26,6,23,107,4,0,0,0,4,11,148,49,48,25
LGA11720,1235,449,173,6502,1462,1010,1375,826,442,5123,110,41,29,12,9,202,5631,2890,2756,1317,641,13242,0,0,0,0,0,0,11,0,0,0,0,12,199,51,13,0,0,266,150,80,48,11,0,286,3,7,8,0,0,19,12,4,0,0,0,17,372,139,66,19,0,604,0,0,0,0,0,0,12,0,0,0,0,15,25,6,0,0,0,37,8,4,5,0,0,24,0,0,0,0,0,4,0,0,0,0,0,0,51,13,4,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,4,0,0,0,13,0,7,0,0,0,7,0,0,0,0,0,0,15,3,0,3,0,30,34,16,12,5,0,72,6104,3070,2844,1352,652,14020,15,4,7,5,0,23,74,10,6,0,0,90,877,264,81,24,8,1262,3314,1677,1222,448,170,6833,2215,1446,1908,1044,651,7260,67,35,27,15,4,137,6568,3433,3235,1536
LGA11730,823,339,124,5986,1885,820,942,604,392,4641,112,38,19,7,16,196,6555,2234,1884,969,545,12184,0,0,0,0,0,0,11,0,0,0,0,16,138,14,4,0,0,161,132,52,29,5,0,216,3,10,8,3,0,22,9,0,0,0,0,14,298,78,39,10,0,429,0,0,0,0,0,0,17,3,0,0,0,23,124,25,3,0,0,157,71,22,8,3,0,107,5,8,4,0,0,16,17,0,0,0,0,17,230,58,20,4,3,310,15,0,0,0,0,14,48,4,0,0,4,57,61,12,4,0,0,75,34,10,4,4,0,56,7,3,7,0,3,15,13,0,0,0,0,19,174,32,14,4,5,233,60,16,5,8,0,97,7317,2417,1959,1001,557,13254,24,10,5,0,0,44,124,14,14,5,0,154,942,197,74,18,4,1240,3568,1235,869,304,123,6096,2319,931,1046,615,419,5322,87,31,26,18,14,179,7068,2409,2036,961
LGA11750,73,30,11,469,164,73,116,79,38,462,18,6,6,7,0,31,505,174,200,106,52,1041,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,13,3,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,6,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,17,0,0,0,0,0,4,543,186,202,108,53,1090,0,0,0,0,0,0,4,0,0,0,0,4,34,0,0,0,0,38,217,71,66,13,8,374,151,86,98,53,42,431,6,0,0,3,0,13,412,161,160,73
LGA11800,1242,389,169,6984,2603,1380,1691,1003,595,7269,99,41,39,10,14,201,7175,3137,3065,1423,775,15574,0,0,0,0,0,0,28,0,6,0,0,31,461,125,48,8,0,644,448,208,98,46,16,816,51,30,38,15,9,145,25,4,3,0,0,35,1020,372,189,72,25,1680,4,0,0,0,0,4,25,3,0,0,0,28,440,146,52,16,4,653,182,89,52,15,12,347,14,9,5,3,3,36,14,11,6,4,0,36,683,251,113,37,21,1104,18,0,0,0,0,19,42,3,0,0,0,47,73,16,3,0,0,97,25,10,6,4,0,41,5,0,5,0,0,16,17,0,4,0,0,21,182,26,18,10,3,234,90,19,22,14,9,151,9146,3803,3408,1547,832,18736,18,4,3,0,0,21,106,22,10,0,0,134,774,152,79,26,6,1037,3863,1505,1194,380,159,7105,3169,1695,2046,1112,737,8769,91,35,22,12,12,174,8023,3411,3357,1533
LGA12000,63,39,10,479,155,93,98,68,50,469,15,3,4,0,0,24,513,211,167,109,69,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,4,0,9,525,212,173,111,64,1091,4,0,0,0,0,4,12,0,0,0,0,12,62,20,11,0,0,93,287,83,46,38,8,463,221,91,93,111,46,563,8,3,0,0,0,11,592,197,144,148
LGA12150,62,27,10,383,148,74,54,45,46,365,13,3,5,0,0,29,424,186,130,76,59,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,9,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,4,443,189,130,76,58,894,0,0,0,0,0,0,7,0,0,0,0,4,57,21,4,4,0,82,183,88,45,27,4,355,138,61,66,48,38,352,5,5,0,0,0,17,390,176,116,85
LGA12160,175,66,15,1338,506,199,229,163,100,1195,31,5,3,0,5,43,1570,487,435,239,114,2842,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,13,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,12,0,7,4,0,21,5,5,3,0,0,18,1627,507,442,240,117,2927,3,0,0,0,0,7,14,0,5,0,0,18,183,26,9,3,0,224,784,241,201,64,22,1315,588,211,221,186,87,1295,29,6,0,3,4,40,1597,495,443,254
