LGA_CODE_2021,C16_SH_3b_NPFH_4,C16_SH_3b_NPFH_5,C16_SH_3b_NPFH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPFH_2,C16_SH_4mb_NPFH_3,C16_SH_4mb_NPFH_4,C16_SH_4mb_NPFH_5,C16_SH_4mb_NPFH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPFH_2,C16_SH_NB_NS_NPFH_3,C16_SH_NB_NS_NPFH_4,C16_SH_NB_NS_NPFH_5,C16_SH_NB_NS_NPFH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPFH_2,C16_SH_Tot_NPFH_3,C16_SH_Tot_NPFH_4,C16_SH_Tot_NPFH_5,C16_SH_Tot_NPFH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPFH_2,C16_SDRTHT_0b_s_a_b_NPFH_3,C16_SDRTHT_0b_s_a_b_NPFH_4,C16_SDRTHT_0b_s_a_b_NPFH_5,C16_SDRTHT_0b_s_a_b_NPFH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPFH_2,C16_SDRTHT_1b_NPFH_3,C16_SDRTHT_1b_NPFH_4,C16_SDRTHT_1b_NPFH_5,C16_SDRTHT_1b_NPFH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPFH_2,C16_SDRTHT_2b_NPFH_3,C16_SDRTHT_2b_NPFH_4,C16_SDRTHT_2b_NPFH_5,C16_SDRTHT_2b_NPFH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPFH_2,C16_SDRTHT_3b_NPFH_3,C16_SDRTHT_3b_NPFH_4,C16_SDRTHT_3b_NPFH_5,C16_SDRTHT_3b_NPFH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPFH_2,C16_SDRTHT_4mb_NPFH_3,C16_SDRTHT_4mb_NPFH_4,C16_SDRTHT_4mb_NPFH_5,C16_SDRTHT_4mb_NPFH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPFH_2,C16_SDRTHT_NB_NS_NPFH_3,C16_SDRTHT_NB_NS_NPFH_4,C16_SDRTHT_NB_NS_NPFH_5,C16_SDRTHT_NB_NS_NPFH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPFH_2,C16_SDRTHT_Tot_NPFH_3,C16_SDRTHT_Tot_NPFH_4,C16_SDRTHT_Tot_NPFH_5,C16_SDRTHT_Tot_NPFH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPFH_2,C16_F_a_0b_s_a_b_NPFH_3,C16_F_a_0b_s_a_b_NPFH_4,C16_F_a_0b_s_a_b_NPFH_5,C16_F_a_0b_s_a_b_NPFH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPFH_2,C16_F_a_1b_NPFH_3,C16_F_a_1b_NPFH_4,C16_F_a_1b_NPFH_5,C16_F_a_1b_NPFH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPFH_2,C16_F_a_2b_NPFH_3,C16_F_a_2b_NPFH_4,C16_F_a_2b_NPFH_5,C16_F_a_2b_NPFH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPFH_2,C16_F_a_3b_NPFH_3,C16_F_a_3b_NPFH_4,C16_F_a_3b_NPFH_5,C16_F_a_3b_NPFH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPFH_2,C16_F_a_4mb_NPFH_3,C16_F_a_4mb_NPFH_4,C16_F_a_4mb_NPFH_5,C16_F_a_4mb_NPFH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPFH_2,C16_F_a_NB_NS_NPFH_3,C16_F_a_NB_NS_NPFH_4,C16_F_a_NB_NS_NPFH_5,C16_F_a_NB_NS_NPFH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPFH_2,C16_F_a_Tot_NPFH_3,C16_F_a_Tot_NPFH_4,C16_F_a_Tot_NPFH_5,C16_F_a_Tot_NPFH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPFH_2,C16_OD_0b_s_a_b_NPFH_3,C16_OD_0b_s_a_b_NPFH_4,C16_OD_0b_s_a_b_NPFH_5,C16_OD_0b_s_a_b_NPFH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPFH_2,C16_OD_1b_NPFH_3,C16_OD_1b_NPFH_4,C16_OD_1b_NPFH_5,C16_OD_1b_NPFH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPFH_2,C16_OD_2b_NPFH_3,C16_OD_2b_NPFH_4,C16_OD_2b_NPFH_5,C16_OD_2b_NPFH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPFH_2,C16_OD_3b_NPFH_3,C16_OD_3b_NPFH_4,C16_OD_3b_NPFH_5,C16_OD_3b_NPFH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPFH_2,C16_OD_4mb_NPFH_3,C16_OD_4mb_NPFH_4,C16_OD_4mb_NPFH_5,C16_OD_4mb_NPFH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPFH_2,C16_OD_NB_NS_NPFH_3,C16_OD_NB_NS_NPFH_4,C16_OD_NB_NS_NPFH_5,C16_OD_NB_NS_NPFH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPFH_2,C16_OD_Tot_NPFH_3,C16_OD_Tot_NPFH_4,C16_OD_Tot_NPFH_5,C16_OD_Tot_NPFH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPFH_2,C16_DS_NS_NPFH_3,C16_DS_NS_NPFH_4,C16_DS_NS_NPFH_5,C16_DS_NS_NPFH_6_mor,C16_DS_NS_Tot,C16_Tot_NPFH_2,C16_Tot_NPFH_3,C16_Tot_NPFH_4,C16_Tot_NPFH_5,C16_Tot_NPFH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPFH_2,C21_SH_0b_s_a_b_NPFH_3,C21_SH_0b_s_a_b_NPFH_4,C21_SH_0b_s_a_b_NPFH_5,C21_SH_0b_s_a_b_NPFH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPFH_2,C21_SH_1b_NPFH_3,C21_SH_1b_NPFH_4,C21_SH_1b_NPFH_5,C21_SH_1b_NPFH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPFH_2,C21_SH_2b_NPFH_3,C21_SH_2b_NPFH_4,C21_SH_2b_NPFH_5,C21_SH_2b_NPFH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPFH_2,C21_SH_3b_NPFH_3,C21_SH_3b_NPFH_4,C21_SH_3b_NPFH_5,C21_SH_3b_NPFH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPFH_2,C21_SH_4mb_NPFH_3,C21_SH_4mb_NPFH_4,C21_SH_4mb_NPFH_5,C21_SH_4mb_NPFH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPFH_2,C21_SH_NB_NS_NPFH_3,C21_SH_NB_NS_NPFH_4,C21_SH_NB_NS_NPFH_5,C21_SH_NB_NS_NPFH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPFH_2,C21_SH_Tot_NPFH_3,C21_SH_Tot_NPFH_4,C21_SH_Tot_NPFH_5
LGA17200,140,42,3,512,94,91,153,81,53,473,5,3,5,4,0,25,459,243,313,130,58,1206,18,0,0,3,0,18,495,33,13,3,0,546,2205,671,320,26,4,3236,1625,1072,911,172,40,3823,421,380,516,254,113,1685,67,33,15,11,7,132,4831,2188,1778,466,177,9444,584,44,8,0,4,648,8772,715,143,30,5,9652,8746,3484,1726,383,223,14566,1679,958,760,224,149,3764,85,51,61,35,24,266,254,79,41,28,31,446,20124,5335,2744,705,439,29350,0,0,0,0,0,0,27,3,0,0,0,34,32,13,6,0,0,53,12,9,5,4,6,31,5,5,0,0,0,13,0,0,0,0,0,0,72,25,19,7,7,134,116,45,30,9,3,199,25597,7846,4877,1320,688,40327,9,0,0,0,0,6,32,0,0,0,0,33,152,40,17,3,0,209,279,156,150,32,11,640,177,129,184,97,55,635,3,0,6,0,0,6,644,334,351,134
LGA17310,1016,333,131,6109,2490,1297,1605,956,457,6804,141,33,31,15,6,233,6516,2878,2703,1329,607,14028,3,0,0,0,0,3,26,9,0,0,0,36,266,78,16,5,0,356,76,43,21,0,6,144,9,6,8,3,4,25,15,3,0,0,0,21,394,129,42,8,3,585,0,0,0,0,0,0,6,0,0,0,0,9,60,19,10,0,0,91,12,7,3,0,0,24,0,3,0,0,0,4,0,0,0,0,0,4,79,25,13,5,0,124,9,3,0,0,0,10,8,0,0,0,0,8,10,4,3,0,3,19,77,50,37,4,3,171,21,8,9,3,7,47,4,0,0,0,0,4,130,64,47,11,9,265,43,19,12,3,6,90,7157,3117,2828,1356,635,15097,12,8,0,0,0,23,69,8,9,4,0,88,575,128,53,10,0,769,3357,1404,988,332,145,6220,2938,1536,1889,1028,561,7945,85,30,24,15,8,166,7029,3114,2959,1387
LGA17350,106,46,24,703,267,119,125,96,63,661,7,3,3,0,0,20,796,270,238,142,86,1540,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,4,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,14,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,9,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,4,0,0,0,5,10,835,277,245,143,92,1591,0,0,0,0,0,0,11,3,0,0,0,11,114,14,7,0,0,139,402,112,100,33,19,661,304,113,136,84,84,726,9,0,6,0,0,14,844,249,245,118
LGA17400,100,40,17,745,253,101,106,60,47,565,26,0,0,3,0,30,984,251,219,110,57,1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,18,4,0,0,0,0,9,1013,258,225,112,57,1677,18,4,0,0,0,19,50,0,0,0,0,59,197,24,14,0,0,236,489,128,95,31,4,752,298,105,101,67,35,611,26,7,0,0,3,42,1078,276,215,106
LGA17420,1622,484,126,6325,6665,5619,9120,4665,2328,28398,114,68,64,37,38,321,9626,7362,10894,5208,2510,35599,3,0,0,0,0,3,16,5,0,0,0,25,352,102,54,3,0,516,851,639,608,141,21,2258,284,317,476,229,109,1412,25,10,6,5,0,45,1522,1077,1136,377,140,4254,3,0,4,0,0,4,73,24,4,0,0,101,532,262,122,19,9,947,248,164,125,30,15,583,7,5,4,4,9,25,15,5,0,3,0,26,881,467,260,58,24,1689,0,0,0,0,0,0,10,0,0,0,0,10,3,3,0,0,0,6,0,3,3,0,0,6,3,0,5,0,0,18,0,0,0,0,0,0,21,7,10,0,0,42,26,24,27,9,8,93,12080,8934,12330,5652,2677,41682,7,5,4,0,0,14,62,12,15,0,9,88,422,155,78,19,11,686,2554,1647,1567,405,104,6274,8983,7655,11592,5454,2748,36436,76,63,79,37,23,277,12103,9532,13332,5921
LGA17550,1403,453,159,7654,2622,1473,2101,1227,653,8072,147,38,27,30,19,263,7951,3451,3652,1736,840,17636,4,0,0,0,0,3,47,0,5,0,0,53,763,137,62,5,0,972,1297,513,343,81,25,2263,52,33,48,24,16,168,42,10,6,0,0,67,2207,698,458,113,46,3524,4,0,0,0,0,4,71,0,5,0,0,73,880,171,73,6,3,1140,355,134,70,20,7,583,16,3,9,6,8,31,36,4,0,0,0,41,1361,323,155,29,18,1881,21,0,0,0,0,18,141,8,3,0,0,151,186,20,4,0,0,203,27,14,9,0,0,52,4,3,0,5,9,18,16,0,0,0,0,18,384,38,16,4,11,457,100,25,12,9,3,152,12006,4532,4296,1900,919,23650,35,7,3,5,3,49,195,17,8,4,3,235,1135,210,113,21,11,1482,4004,1644,1381,385,129,7535,3181,1695,2491,1372,745,9481,80,38,27,8,16,174,8618,3614,4024,1802
LGA17620,255,93,34,1487,583,278,365,239,83,1550,29,5,11,3,0,48,1656,623,647,341,119,3389,0,0,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,18,3,5,4,0,0,14,0,0,0,0,0,4,0,0,0,0,0,0,25,8,4,4,0,41,0,0,0,0,0,0,10,0,0,0,0,10,13,10,0,0,0,30,14,4,4,0,0,25,0,4,0,3,0,4,3,0,0,0,0,7,45,17,4,3,0,67,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,17,7,6,5,0,38,1761,660,666,349,123,3555,0,0,0,0,0,4,26,6,4,0,0,34,183,34,24,7,5,249,855,302,240,88,23,1512,707,301,376,255,95,1738,18,4,3,0,0,30,1790,650,639,355
LGA17640,126,43,14,851,372,146,186,121,64,885,19,0,0,0,0,26,1043,335,333,164,83,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,10,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,5,6,0,0,0,3,13,0,0,0,0,0,0,13,6,0,5,0,28,9,4,0,0,0,16,1083,341,334,173,87,2025,7,3,0,0,0,14,40,3,0,0,0,38,152,31,15,0,0,203,536,151,130,45,23,888,479,183,213,123,88,1087,16,9,7,3,3,31,1238,377,361,172
LGA17650,128,38,16,753,241,108,147,103,42,644,8,6,3,3,0,18,817,256,293,148,60,1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,8,0,0,3,0,0,6,0,0,0,0,0,0,10,3,0,0,0,15,3,0,0,0,0,8,843,267,303,146,60,1617,0,0,0,0,0,0,18,0,0,0,0,14,99,15,10,4,0,126,442,134,112,34,15,737,295,118,148,91,49,701,5,0,4,3,0,10,852,271,280,128
LGA17750,1000,368,105,6073,2461,1416,1821,1118,541,7357,104,32,37,20,10,201,6332,2932,2900,1518,659,14350,0,0,0,0,0,0,11,0,0,0,0,8,159,36,12,0,0,209,57,17,16,0,3,93,3,4,3,0,0,13,8,0,0,0,0,6,231,53,34,0,4,325,3,0,0,0,0,5,18,4,5,0,0,30,366,120,50,13,5,546,59,30,18,3,0,106,8,3,6,0,0,16,16,0,7,0,0,21,473,161,74,11,5,719,0,0,0,0,0,0,11,0,0,0,0,11,18,0,0,0,0,18,15,6,10,6,0,31,19,6,10,10,3,57,7,0,0,0,0,5,64,15,17,17,9,120,24,11,10,5,3,49,7130,3171,3033,1554,681,15569,3,0,0,0,0,11,28,7,0,0,0,34,524,102,49,11,3,686,3258,1433,973,351,161,6170,3004,1702,2155,1249,650,8762,64,39,23,19,10,145,6886,3283,3189,1623
LGA17850,47,17,5,344,132,56,71,56,14,330,9,3,0,0,0,19,430,132,125,80,19,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,12,5,4,3,0,0,12,441,133,133,79,19,814,0,0,0,0,0,4,4,0,0,0,0,3,65,8,3,0,0,81,222,71,40,18,5,355,173,53,56,45,18,339,6,0,3,0,0,9,474,135,102,66
LGA17900,85,34,25,488,159,83,107,50,54,455,18,7,0,3,4,40,581,226,210,89,93,1204,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,14,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,28,6,0,0,0,0,6,9,0,0,0,0,10,17,4,0,0,0,16,6,6,5,3,4,20,7,0,0,5,3,11,5,0,0,0,0,4,42,8,3,7,4,65,29,8,4,4,4,52,665,254,222,103,103,1352,7,0,0,0,0,4,8,0,0,0,0,13,77,22,7,0,0,102,195,64,50,20,25,351,117,75,61,47,40,340,11,0,0,0,0,11,411,159,121,74
LGA17950,39,18,13,274,132,55,58,40,25,305,10,0,0,0,0,13,335,118,99,56,39,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,346,118,102,62,38,668,0,0,0,0,0,0,0,0,0,0,0,0,35,4,9,0,0,47,133,60,31,18,8,243,119,39,51,46,32,283,13,0,0,0,0,13,296,102,92,60
LGA18020,159,58,19,1056,379,151,177,127,72,902,17,6,9,0,0,29,1258,366,350,191,95,2259,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,3,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,8,3,0,0,0,0,7,3,0,0,0,0,3,13,3,4,0,0,20,22,9,3,3,0,38,1314,374,354,195,99,2342,9,0,0,0,0,7,26,4,4,0,0,33,164,39,6,0,0,209,591,163,121,57,23,957,377,172,178,107,77,913,14,0,4,5,0,28,1182,378,311,174
LGA18050,334,83,20,1111,449,375,706,465,170,2162,13,16,11,7,6,47,1010,652,1077,554,194,3491,3,4,0,0,0,5,22,0,0,0,0,23,390,192,136,19,3,736,497,421,524,136,21,1597,214,253,487,236,72,1257,17,5,5,0,3,33,1137,877,1148,397,102,3653,100,8,0,0,0,110,1272,92,16,0,0,1385,2912,1348,540,64,7,4878,534,382,316,71,27,1328,38,33,47,35,11,170,69,28,10,3,3,115,4928,1889,934,178,55,7984,0,0,0,0,0,0,26,6,0,0,0,38,44,22,8,3,0,75,15,15,9,9,0,44,0,3,3,4,0,11,0,0,0,0,0,3,93,39,19,16,6,175,27,12,15,8,6,72,7200,3471,3184,1151,358,15369,5,0,0,0,0,4,8,3,0,0,0,14,76,25,27,6,0,132,443,248,267,62,7,1031,538,408,872,555,174,2544,12,6,8,3,5,29,1084,691,1166,629
LGA18100,44,17,6,366,181,68,73,61,22,402,15,0,0,0,0,18,535,142,125,78,37,910,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,6,561,144,124,78,37,948,4,0,0,0,0,4,11,0,0,0,0,11,93,16,11,3,0,112,224,79,47,13,7,370,202,63,75,46,27,419,10,0,0,0,0,7,542,163,129,64
LGA18200,145,57,18,823,214,109,143,92,36,594,16,8,3,4,6,39,785,313,296,160,59,1611,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,20,0,0,0,0,19,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,9,0,0,0,0,7,12,4,0,0,0,7,3,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,26,3,5,0,0,33,12,0,0,5,0,19,862,322,302,163,59,1709,6,5,0,0,0,6,15,4,0,0,0,18,130,26,18,0,0,168,449,164,135,47,11,813,271,133,183,127,52,767,11,14,6,3,0,37,879,344,336,182
LGA18250,1060,228,62,3470,1263,1157,2075,1145,413,6049,44,20,19,14,5,111,2975,2132,3238,1411,486,10245,0,0,0,0,0,0,21,3,0,0,0,19,239,133,70,10,0,461,254,236,260,75,11,837,59,66,88,34,8,253,3,3,0,0,0,10,578,436,420,122,24,1581,61,3,3,0,0,69,979,241,44,6,0,1270,2067,1433,832,152,44,4525,404,399,403,115,43,1371,15,4,23,9,5,57,41,37,12,3,3,98,3570,2117,1321,287,95,7398,0,0,0,0,0,0,4,0,0,0,0,4,12,3,4,0,0,19,4,0,3,0,0,5,0,4,0,0,0,3,0,0,0,0,0,0,23,9,3,0,0,38,11,0,0,3,5,28,7161,4700,4991,1831,606,19289,5,0,0,0,0,8,21,0,5,0,4,26,330,112,67,15,0,523,1323,793,928,175,40,3263,1641,1279,2253,1097,409,6682,18,11,12,4,0,48,3332,2197,3261,1292
LGA18350,767,222,87,4701,2666,1123,1382,847,412,6433,84,18,23,7,3,137,6082,2191,2238,1087,509,12101,0,0,0,0,0,0,7,0,0,0,0,10,151,21,9,3,0,184,136,35,8,6,0,186,22,5,6,4,5,37,0,0,0,0,0,0,317,58,26,13,3,418,0,0,0,0,0,0,12,7,0,0,0,18,44,6,3,0,0,49,16,9,0,0,0,28,7,0,5,0,0,10,0,0,0,0,0,4,76,17,6,4,0,108,3,0,0,0,0,3,5,0,0,0,0,5,6,3,0,0,0,13,4,3,0,0,0,14,5,0,0,0,0,9,0,0,3,0,0,4,23,7,7,3,0,43,42,8,9,3,6,69,6542,2289,2288,1108,521,12740,8,3,3,0,0,12,91,13,9,0,0,123,490,99,73,12,5,680,2742,878,697,181,50,4551,3539,1450,1767,989,485,8234,48,21,19,7,3,101,6922,2468,2571,1191
LGA18400,765,252,116,3617,2047,1437,2134,1344,791,7750,81,39,28,17,13,172,4077,2433,2997,1650,936,12088,0,0,0,0,0,0,6,0,0,0,0,6,148,5,4,0,0,157,93,16,10,0,0,117,8,5,11,15,0,31,7,0,0,0,0,15,262,32,23,13,0,326,0,0,0,0,0,0,3,0,0,0,0,3,18,9,0,0,0,24,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,29,11,4,0,0,47,0,0,0,0,0,0,4,0,0,0,0,4,3,0,4,0,0,11,6,9,0,0,0,15,5,3,4,3,3,15,0,0,0,0,0,0,22,13,10,5,3,53,20,4,8,0,5,38,4409,2483,3046,1666,944,12552,7,0,0,0,0,9,61,0,0,3,0,69,356,94,36,19,9,509,1702,777,671,208,79,3441,2713,1767,2572,1566,968,9587,58,27,26,15,6,126,4891,2669,3304,1809
LGA18450,4440,1241,429,19435,4672,3458,5421,3020,1523,18082,263,104,77,50,38,533,15716,8671,10273,4399,2012,41072,9,0,0,0,0,12,84,10,0,0,0,98,1148,309,122,36,9,1623,1254,695,472,155,60,2644,69,49,92,47,42,303,45,12,11,3,5,74,2613,1076,705,240,113,4747,10,3,0,0,0,12,269,29,12,0,0,302,2205,694,284,68,19,3278,924,393,232,68,20,1631,63,37,35,28,19,178,69,12,7,0,0,91,3538,1159,567,166,67,5500,0,0,0,0,0,0,24,4,0,0,0,29,54,11,19,0,0,91,22,17,20,5,5,74,3,9,13,11,4,38,6,0,0,0,0,6,118,42,54,19,11,245,133,37,29,9,11,219,22115,10990,11623,4831,2211,51779,13,6,0,0,0,20,139,20,14,4,3,186,1760,509,249,53,16,2585,9055,4497,4220,1101,325,19195,5997,4185,6254,3298,1540,21283,131,75,49,35,26,317,17093,9296,10788,4493
LGA18500,211,51,7,825,702,469,828,626,200,2824,16,3,6,6,0,43,1184,699,1063,684,207,3835,0,0,0,0,0,0,33,0,0,0,0,37,507,135,60,7,0,709,711,442,435,65,8,1660,216,184,262,123,35,816,14,3,3,0,0,29,1487,764,756,202,43,3248,33,0,0,0,0,38,646,40,7,0,0,694,2048,743,247,33,4,3074,984,410,368,73,15,1848,81,45,59,36,8,235,50,14,4,0,0,71,3852,1253,680,150,35,5966,0,0,0,0,0,0,12,3,0,0,0,16,22,12,0,0,0,28,4,4,9,4,0,23,4,5,0,0,0,8,0,0,0,0,0,0,38,24,13,4,0,78,30,7,12,4,6,63,6588,2748,2529,1038,290,13197,0,0,0,0,0,0,17,0,0,0,0,21,102,27,13,3,0,139,431,200,188,37,12,872,881,552,905,588,188,3114,11,3,9,5,0,28,1440,783,1112,634
LGA18710,274,102,23,1441,837,420,630,352,140,2377,19,7,5,9,0,47,1804,782,940,464,177,4169,0,0,0,0,0,0,0,0,0,0,0,0,22,4,5,0,0,36,18,9,3,0,0,27,5,0,0,0,0,5,5,0,0,0,0,5,43,13,11,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,8,6,0,0,0,0,8,0,0,0,0,0,0,18,0,4,0,0,24,18,7,7,4,0,28,1892,805,963,471,177,4303,4,0,0,0,0,9,24,0,3,0,0,28,182,47,31,9,3,269,758,307,258,82,28,1427,963,530,670,401,201,2762,16,3,0,3,6,25,1944,888,962,494
LGA19399,15,4,0,72,38,23,23,14,11,109,3,0,3,0,0,3,111,49,43,20,8,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,47,43,20,8,237,3,0,0,0,0,3,9,0,0,0,0,8,14,5,0,0,0,23,45,6,16,5,0,77,29,27,20,16,9,101,0,0,0,0,0,0,104,42,36,21
