LGA_CODE_2021,C11_1_74_1PF_CU15DS,C11_1_74_1PF_CU15NDS,C11_1_74_1PFnCU15DS,C11_1_74_1PF_NDCO,C11_1_74_Tot,C11_75_99_1PF_CU15DS,C11_75_99_1PF_CU15NDS,C11_75_99_1PFnCU15DS,C11_75_99_1PF_NDCO,C11_75_99_Tot,C11_100_149_1PF_CU15DS,C11_100_149_1PF_CU15NDS,C11_100_149_1PFnCU15DS,C11_100_149_1PF_NDCO,C11_100_149_Tot,C11_150_199_1PF_CU15DS,C11_150_199_1PF_CU15NDS,C11_150_199_1PFnCU15DS,C11_150_199_1PF_NDCO,C11_150_199_Tot,C11_200_224_1PF_CU15DS,C11_200_224_1PF_CU15NDS,C11_200_224_1PFnCU15DS,C11_200_224_1PF_NDCO,C11_200_224_Tot,C11_225_274_1PF_CU15DS,C11_225_274_1PF_CU15NDS,C11_225_274_1PFnCU15DS,C11_225_274_1PF_NDCO,C11_225_274_Tot,C11_275_349_1PF_CU15DS,C11_275_349_1PF_CU15NDS,C11_275_349_1PFnCU15DS,C11_275_349_1PF_NDCO,C11_275_349_Tot,C11_350_449_1PF_CU15DS,C11_350_449_1PF_CU15NDS,C11_350_449_1PFnCU15DS,C11_350_449_1PF_NDCO,C11_350_449_Tot,C11_450_549_1PF_CU15DS,C11_450_549_1PF_CU15NDS,C11_450_549_1PFnCU15DS,C11_450_549_1PF_NDCO,C11_450_549_Tot,C11_550_649_1PF_CU15DS,C11_550_649_1PF_CU15NDS,C11_550_649_1PFnCU15DS,C11_550_649_1PF_NDCO,C11_550_649_Tot,C11_650_749_1PF_CU15DS,C11_650_749_1PF_CU15NDS,C11_650_749_1PFnCU15DS,C11_650_749_1PF_NDCO,C11_650_749_Tot,C11_750_849_1PF_CU15DS,C11_750_849_1PF_CU15NDS,C11_750_849_1PFnCU15DS,C11_750_849_1PF_NDCO,C11_750_849_Tot,C11_850_949_1PF_CU15DS,C11_850_949_1PF_CU15NDS,C11_850_949_1PFnCU15DS,C11_850_949_1PF_NDCO,C11_850_949_Tot,C11_950over_1PF_CU15DS,C11_950over_1PF_CU15NDS,C11_950over_1PFnCU15DS,C11_950over_1PF_NDCO,C11_950over_Tot,C11_Rns_1PF_CU15DS,C11_Rns_1PF_CU15NDS,C11_Rns_1PFnCU15DS,C11_Rns_1PF_NDCO,C11_Rns_Tot,C11_Tot_1PF_CU15DS,C11_Tot_1PF_CU15NDS,C11_Tot_1PFnCU15DS,C11_Tot_1PF_NDCO,C11_Tot_Tot,C16_1_74_1PF_CU15DS,C16_1_74_1PF_CU15NDS,C16_1_74_1PFnCU15DS,C16_1_74_1PF_NDCO,C16_1_74_Tot,C16_75_99_1PF_CU15DS,C16_75_99_1PF_CU15NDS,C16_75_99_1PFnCU15DS,C16_75_99_1PF_NDCO,C16_75_99_Tot,C16_100_149_1PF_CU15DS,C16_100_149_1PF_CU15NDS,C16_100_149_1PFnCU15DS,C16_100_149_1PF_NDCO,C16_100_149_Tot,C16_150_199_1PF_CU15DS,C16_150_199_1PF_CU15NDS,C16_150_199_1PFnCU15DS,C16_150_199_1PF_NDCO,C16_150_199_Tot,C16_200_224_1PF_CU15DS,C16_200_224_1PF_CU15NDS,C16_200_224_1PFnCU15DS,C16_200_224_1PF_NDCO,C16_200_224_Tot,C16_225_274_1PF_CU15DS,C16_225_274_1PF_CU15NDS,C16_225_274_1PFnCU15DS,C16_225_274_1PF_NDCO,C16_225_274_Tot,C16_275_349_1PF_CU15DS,C16_275_349_1PF_CU15NDS,C16_275_349_1PFnCU15DS,C16_275_349_1PF_NDCO,C16_275_349_Tot,C16_350_449_1PF_CU15DS,C16_350_449_1PF_CU15NDS,C16_350_449_1PFnCU15DS,C16_350_449_1PF_NDCO,C16_350_449_Tot,C16_450_549_1PF_CU15DS,C16_450_549_1PF_CU15NDS,C16_450_549_1PFnCU15DS,C16_450_549_1PF_NDCO,C16_450_549_Tot,C16_550_649_1PF_CU15DS,C16_550_649_1PF_CU15NDS,C16_550_649_1PFnCU15DS,C16_550_649_1PF_NDCO,C16_550_649_Tot,C16_650_749_1PF_CU15DS,C16_650_749_1PF_CU15NDS,C16_650_749_1PFnCU15DS,C16_650_749_1PF_NDCO,C16_650_749_Tot,C16_750_849_1PF_CU15DS,C16_750_849_1PF_CU15NDS,C16_750_849_1PFnCU15DS,C16_750_849_1PF_NDCO,C16_750_849_Tot,C16_850_949_1PF_CU15DS,C16_850_949_1PF_CU15NDS,C16_850_949_1PFnCU15DS,C16_850_949_1PF_NDCO,C16_850_949_Tot,C16_950over_1PF_CU15_DS,C16_950over_1PF_CU15_NDS,C16_950over_1PFnoCU15_DS,C16_950over_1PF_NDCO,C16_950over_Tot,C16_Rns_1PF_CU15DS,C16_Rns_1PF_CU15NDS,C16_Rns_1PFnCU15DS,C16_Rns_1PF_NDCO,C16_Rns_Tot,C16_Tot_1PF_CU15DS,C16_Tot_1PF_CU15NDS,C16_Tot_1PFnCU15DS,C16_Tot_1PF_NDCO,C16_Tot_Tot,C21_1_74_1PF_CU15DS,C21_1_74_1PF_CU15NDS,C21_1_74_1PFnCU15DS,C21_1_74_1PF_NDCO,C21_1_74_Tot,C21_75_99_1PF_CU15DS,C21_75_99_1PF_CU15NDS,C21_75_99_1PFnCU15DS,C21_75_99_1PF_NDCO,C21_75_99_Tot,C21_100_149_1PF_CU15DS,C21_100_149_1PF_CU15NDS,C21_100_149_1PFnCU15DS,C21_100_149_1PF_NDCO,C21_100_149_Tot,C21_150_199_1PF_CU15DS,C21_150_199_1PF_CU15NDS,C21_150_199_1PFnCU15DS,C21_150_199_1PF_NDCO,C21_150_199_Tot,C21_200_224_1PF_CU15DS,C21_200_224_1PF_CU15NDS,C21_200_224_1PFnCU15DS,C21_200_224_1PF_NDCO,C21_200_224_Tot,C21_225_274_1PF_CU15DS,C21_225_274_1PF_CU15NDS,C21_225_274_1PFnCU15DS,C21_225_274_1PF_NDCO,C21_225_274_Tot,C21_275_349_1PF_CU15DS,C21_275_349_1PF_CU15NDS,C21_275_349_1PFnCU15DS,C21_275_349_1PF_NDCO,C21_275_349_Tot,C21_350_449_1PF_CU15DS,C21_350_449_1PF_CU15NDS,C21_350_449_1PFnCU15DS,C21_350_449_1PF_NDCO,C21_350_449_Tot
LGA14550,0,3,0,0,5,0,0,0,0,3,4,14,3,13,35,3,28,10,6,44,0,25,3,3,28,12,37,4,8,57,4,11,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,19,121,27,29,201,0,4,0,0,3,0,0,0,0,0,0,5,0,4,11,4,19,5,3,30,0,17,0,3,24,3,28,5,7,44,6,28,3,9,46,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,99,15,31,170,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,6,0,3,10,0,10,0,0,16,0,19,0,15,36,11,40,6,14,69,3,19,3,3,29
LGA14600,0,10,0,4,11,0,9,0,0,11,4,58,6,16,87,6,19,0,0,31,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,99,17,30,157,0,4,0,0,3,0,0,0,0,0,4,11,3,9,27,3,45,5,10,74,3,11,4,0,14,4,18,0,0,20,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,101,11,31,155,0,0,0,4,5,0,0,0,0,3,0,4,0,0,5,3,36,0,13,58,0,9,0,4,18,0,14,0,0,11,0,9,0,0,6,5,0,0,0,0
LGA14650,0,19,11,20,46,11,54,21,43,130,42,183,36,81,340,38,219,33,136,420,22,168,34,66,294,68,481,83,197,830,124,753,122,180,1179,83,282,74,80,525,15,65,9,25,114,6,5,0,3,16,0,3,0,0,7,0,0,0,3,3,0,3,0,0,5,0,3,0,0,4,12,73,12,39,132,424,2321,438,865,4052,0,6,3,5,16,0,5,0,7,18,10,110,23,76,222,23,120,22,86,253,16,93,27,79,214,25,181,25,96,327,84,623,129,308,1143,166,815,194,296,1468,45,195,60,79,372,9,34,7,17,68,0,9,0,6,14,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,10,52,6,34,102,391,2247,488,1087,4220,0,5,0,9,18,0,7,0,0,10,3,64,16,59,145,26,134,19,68,251,10,73,8,65,154,25,107,34,95,255,47,324,54,199,624,142,924,201,436,1697
LGA14700,0,0,0,0,3,0,5,6,6,10,0,7,4,4,13,0,10,0,5,15,0,4,0,0,8,0,4,3,4,13,0,18,7,10,28,3,64,16,26,110,4,31,18,14,66,0,15,14,6,36,0,8,3,5,17,0,4,0,0,7,0,3,0,0,3,0,6,0,3,15,0,0,0,6,9,18,180,73,85,351,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,3,0,4,0,3,5,4,8,0,0,0,0,0,0,0,0,5,8,0,19,7,14,43,0,62,21,26,113,5,29,17,20,69,0,25,3,4,35,0,10,5,8,26,3,7,3,4,16,6,3,7,3,27,0,4,0,3,3,19,172,78,97,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,3,4,10,0,9,0,5,4,0,5,0,0,10,0,40,8,18,73
LGA14750,0,0,0,0,0,0,4,0,4,8,5,23,0,10,35,3,60,11,11,86,6,35,3,11,59,4,27,4,4,38,4,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,22,165,18,36,249,0,3,0,0,3,0,0,0,0,0,0,9,0,7,22,6,43,0,14,62,6,28,4,3,45,7,35,5,14,62,0,17,4,3,28,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,26,144,16,43,228,0,0,0,0,0,0,0,0,0,0,0,10,4,5,16,0,10,3,5,19,0,21,0,9,28,4,41,7,14,64,6,55,7,6,71,0,10,0,0,12
LGA14850,0,5,0,6,5,4,21,5,6,34,5,54,10,17,82,13,98,14,28,156,5,83,8,31,131,25,134,27,29,215,42,208,32,38,325,19,57,7,8,84,0,8,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,4,21,3,11,35,119,692,111,167,1092,0,3,0,3,7,0,3,0,9,12,3,20,8,12,50,9,61,4,26,104,8,43,8,26,87,11,125,26,37,198,35,250,62,66,414,27,109,21,29,184,3,17,5,8,34,0,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,11,38,102,654,135,233,1124,0,3,0,0,4,0,5,0,0,3,0,16,7,16,33,3,15,4,15,38,7,22,3,16,45,10,70,8,34,129,19,149,40,70,283,45,183,40,72,336
LGA14870,0,3,0,3,7,0,14,3,0,19,3,52,3,14,77,9,93,11,33,141,5,60,3,16,89,11,43,8,4,71,5,10,0,0,16,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,14,39,287,30,87,436,0,3,0,0,3,0,0,0,0,0,0,26,8,11,43,6,30,5,12,62,3,36,7,17,58,11,62,10,26,102,18,70,16,14,115,12,19,3,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,16,51,255,48,95,443,0,4,0,4,5,0,0,0,3,3,0,26,4,12,39,6,22,0,12,43,0,22,0,12,34,7,44,0,22,79,19,69,17,35,134,9,58,5,14,85
LGA14900,0,19,17,34,63,0,47,25,59,137,56,188,53,75,378,44,171,40,107,361,22,98,23,50,195,27,189,38,113,364,79,442,113,233,867,124,488,116,242,971,54,149,34,73,305,8,30,11,15,55,3,8,0,0,15,0,6,0,4,10,0,3,0,0,3,0,14,3,4,16,11,54,21,63,154,424,1903,501,1072,3899,0,12,0,11,24,0,13,4,18,36,15,108,30,88,247,34,122,49,88,291,19,70,18,73,178,32,105,33,78,242,46,275,94,202,613,128,617,147,361,1249,132,449,155,266,1004,44,128,33,73,281,7,33,17,20,73,0,13,0,0,16,0,3,0,0,4,0,3,0,3,7,15,65,15,45,143,486,2008,594,1319,4406,0,11,0,10,26,0,5,3,17,25,16,77,26,80,191,36,105,30,92,261,18,66,20,64,174,38,147,34,99,318,39,242,79,171,532,124,677,166,450,1412
LGA14920,0,0,0,0,0,0,9,0,0,9,0,32,0,8,38,7,32,6,7,55,0,17,0,0,23,0,15,0,0,18,0,7,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,5,111,15,19,153,0,0,0,0,0,0,0,0,0,0,0,10,0,7,22,8,26,5,7,46,3,21,0,5,27,0,33,10,0,46,0,8,3,9,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,10,22,105,12,36,178,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,0,17,0,6,27,5,16,5,5,33,4,29,0,5,40,3,30,0,3,39,0,7,0,0,6
LGA14950,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,4,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,8,22,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,11,0,0,12,0,8,0,0,9,0,5,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,10,0,11,0,4,12,0,0,0,0,0,0,0,0,0,0
LGA15050,0,7,3,11,25,0,30,9,24,62,24,101,17,27,163,17,83,15,48,157,7,96,14,28,135,20,177,22,60,279,63,256,38,72,424,35,124,26,38,219,0,17,0,0,22,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,5,28,6,23,64,179,927,145,326,1570,0,3,4,9,18,0,6,0,3,12,6,75,12,38,123,18,76,15,34,142,8,45,3,27,83,15,108,16,47,184,50,402,57,117,628,84,415,79,105,691,13,39,3,8,58,0,6,0,3,9,0,5,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,26,0,23,61,197,1197,204,415,2015,0,5,0,4,9,0,0,0,0,3,0,13,0,10,22,5,17,6,25,52,5,41,5,24,74,15,92,11,33,148,37,244,45,123,447,114,609,92,209,1017
LGA15240,0,13,3,7,26,0,19,5,11,39,8,92,13,40,159,33,244,45,107,436,28,204,35,53,320,58,411,58,88,618,58,242,22,64,383,17,40,10,8,75,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,3,0,0,4,8,30,5,9,46,202,1316,203,392,2121,0,5,0,0,8,0,5,0,0,9,8,61,13,31,109,11,89,15,56,169,16,100,32,62,213,37,281,36,100,463,103,418,56,153,734,52,217,39,70,378,9,26,8,3,38,0,0,0,0,4,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,33,9,12,62,237,1243,202,501,2187,0,0,0,4,7,0,5,0,0,3,0,9,0,13,22,3,28,9,24,71,4,41,4,40,83,20,139,23,80,258,48,371,51,150,614,79,431,52,173,734
LGA15270,0,8,0,0,12,0,0,0,0,4,0,23,0,7,33,4,80,0,18,109,3,47,15,10,73,9,65,10,14,103,3,37,3,7,57,5,15,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,3,4,14,25,289,40,70,428,0,3,3,0,5,0,0,0,0,0,0,5,0,8,13,0,33,0,18,45,5,25,5,9,47,0,60,6,12,84,13,99,10,26,154,9,55,12,8,91,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,39,299,38,88,465,0,3,0,0,5,0,0,0,0,3,0,3,0,6,5,0,12,0,6,20,0,9,3,15,31,9,33,0,14,61,9,80,7,22,114,14,103,5,18,136
LGA15300,0,11,0,0,10,0,4,0,11,16,9,89,5,31,139,11,64,9,22,103,8,31,0,4,47,0,30,6,0,37,0,15,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,31,257,19,75,386,0,0,0,0,0,3,4,0,0,8,4,38,0,19,67,8,97,9,27,140,3,35,8,12,60,5,44,0,7,62,5,30,0,3,38,0,11,3,3,15,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,19,36,282,24,84,428,0,0,0,0,0,0,4,0,0,4,0,10,0,6,15,7,46,6,31,89,7,35,0,13,61,6,35,3,20,56,0,24,0,13,40,3,17,0,6,27
LGA15350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,0,0,0,0,0,0,6,0,4,8,0,26,14,22,65,3,28,5,21,53,3,17,12,10,47,0,8,7,0,18,4,9,4,0,16,0,8,0,0,8,5,16,13,4,41,0,3,0,0,4,20,128,63,70,278,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,0,5,8,0,12,7,8,21,5,31,18,16,70,0,15,10,9,44,0,15,13,5,41,3,14,5,6,29,0,13,7,0,25,13,22,31,5,73,0,4,0,5,9,22,140,92,64,323,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,8,4,9,25
LGA15520,0,3,0,3,5,0,0,0,0,4,3,20,3,4,27,0,22,0,6,33,4,11,0,3,12,8,22,10,8,43,0,12,0,4,13,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,14,94,11,27,150,0,0,0,6,6,0,4,0,0,4,0,5,0,0,7,0,8,0,5,17,3,10,0,8,15,0,16,5,4,30,10,21,5,6,40,5,12,5,5,16,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,16,79,17,36,147,0,0,0,0,5,0,0,0,0,0,0,0,5,3,9,0,10,0,4,16,0,7,0,3,10,0,19,0,3,19,0,17,0,6,28,7,18,10,3,36
LGA15560,0,0,0,0,0,0,0,0,0,0,0,11,3,4,16,3,29,4,6,45,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,9,13,78,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,6,25,3,9,37,0,10,0,0,11,0,9,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,5,16,79,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,6,14,0,3,0,4,10,0,4,0,0,11,0,5,0,0,14,0,0,0,3,3
LGA15650,0,0,0,3,3,0,4,0,0,4,3,8,0,5,17,6,60,7,16,92,5,27,4,14,54,3,53,7,12,74,0,43,7,11,60,4,38,0,0,51,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,17,28,244,33,67,374,0,0,0,0,4,0,3,0,0,3,0,8,4,0,14,0,33,0,11,47,5,38,3,11,55,5,111,5,27,143,13,106,13,32,168,0,12,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,9,18,35,333,32,82,481,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,13,0,16,21,0,24,0,9,33,10,41,5,22,76,12,81,7,30,135,17,86,13,24,135
LGA15700,0,4,0,0,8,0,3,5,4,11,7,46,8,15,69,6,50,10,23,93,8,44,4,16,76,18,78,17,13,123,13,63,10,6,89,6,12,4,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,16,55,310,56,91,511,0,0,0,3,4,0,0,0,3,3,8,17,3,11,39,3,31,9,16,56,6,18,0,16,40,11,62,7,32,105,15,109,13,22,151,15,43,6,12,79,0,4,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,3,17,55,295,41,115,507,0,0,0,3,6,0,0,0,0,0,0,5,0,6,8,4,11,3,9,27,5,14,0,11,28,0,19,4,20,40,6,74,9,24,126,28,73,14,39,148
LGA15750,3,5,0,3,9,0,9,0,7,11,8,33,7,9,59,10,58,3,20,92,3,24,0,0,29,3,18,0,0,22,3,14,0,4,19,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,31,172,17,45,272,3,5,0,0,5,0,0,0,3,3,0,15,0,3,26,3,27,6,12,52,6,18,0,15,34,8,32,0,14,55,9,41,4,11,65,0,33,6,7,49,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,10,28,178,26,71,302,0,0,0,0,0,0,0,0,0,0,0,4,0,6,16,0,6,0,5,19,4,20,5,17,40,4,33,6,14,54,7,39,10,11,68,4,31,0,11,50
LGA15800,0,4,0,4,4,0,0,5,0,4,4,18,4,8,32,3,44,3,6,62,0,11,0,0,14,0,8,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,10,88,12,19,130,0,0,0,0,0,0,0,0,0,3,0,17,0,8,17,0,22,3,9,36,8,12,0,3,26,4,18,0,4,25,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,80,4,24,120,0,0,0,0,0,0,0,0,0,0,0,6,0,4,7,0,9,0,3,21,4,16,0,8,27,3,25,6,5,41,3,13,5,0,21,0,3,0,0,6
LGA15850,0,3,0,0,8,0,4,0,0,10,6,27,0,5,39,3,55,7,5,69,3,25,0,5,31,0,12,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,16,124,10,21,180,0,0,0,0,0,0,0,0,3,4,0,10,4,3,17,0,11,0,5,19,0,25,3,0,27,4,37,5,6,52,6,29,6,4,40,5,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,120,14,26,170,0,0,0,0,0,0,0,0,3,0,0,3,0,7,9,0,6,0,0,11,0,6,0,0,9,3,28,0,15,50,3,20,0,4,28,0,4,4,0,13
LGA15900,4,25,3,13,42,0,48,21,41,111,21,171,38,58,284,22,161,31,91,310,11,116,36,60,219,33,326,63,120,543,84,534,120,187,929,54,298,79,105,536,7,53,17,23,100,6,9,10,3,25,0,8,5,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,4,10,10,32,11,27,82,258,1785,432,731,3209,0,12,0,3,19,3,13,4,8,24,9,100,26,73,206,15,100,20,61,193,7,80,22,74,177,24,136,38,69,266,53,387,103,203,737,127,671,179,222,1201,43,180,53,74,349,11,28,15,13,64,4,10,4,6,20,0,3,0,0,7,0,0,0,0,4,0,0,0,0,3,7,49,4,28,87,303,1761,471,829,3364,0,5,0,5,11,0,3,3,4,11,0,60,19,49,127,8,59,11,46,121,6,40,5,44,98,24,90,25,76,205,19,192,43,129,383,95,661,150,325,1231
LGA15950,0,0,4,0,5,0,0,0,0,3,0,5,0,3,13,0,3,0,5,11,0,0,0,0,5,0,0,0,4,10,0,7,6,10,27,3,45,22,25,95,3,68,28,39,142,5,43,28,25,103,4,36,28,19,88,3,29,12,5,49,0,22,7,10,37,3,14,14,5,43,0,10,3,13,24,30,286,156,172,644,0,0,0,0,0,0,0,3,0,6,0,3,0,11,17,0,0,0,6,6,0,3,0,4,7,0,0,3,0,7,0,3,0,3,8,0,28,3,20,59,0,63,22,23,114,3,88,25,34,151,5,60,31,37,133,12,51,21,18,105,6,21,11,14,55,11,37,53,26,127,0,8,5,4,14,42,380,178,203,810,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,5,0,3,3,0,4,0,5,0,5,10,0,9,3,12,23,0,34,10,9,49
LGA15990,0,5,0,5,8,0,7,0,13,21,9,39,15,15,80,9,38,18,23,80,6,25,8,12,52,10,36,11,20,72,9,76,25,40,152,29,306,98,161,590,49,261,77,146,528,49,160,55,79,334,24,109,47,48,229,20,79,31,20,148,10,24,15,15,63,17,39,25,23,102,0,29,12,33,80,233,1222,438,640,2535,0,8,0,5,6,0,0,0,0,4,4,18,3,23,51,5,22,11,17,55,4,13,5,16,42,0,22,12,23,59,0,26,10,28,63,11,92,32,63,203,32,288,89,165,575,38,207,93,114,450,35,148,52,70,299,27,101,47,60,234,20,63,36,32,148,45,104,45,42,245,3,31,11,27,74,223,1139,444,691,2502,0,0,0,0,0,0,0,0,6,6,0,3,4,5,8,0,12,7,10,29,0,9,5,19,33,7,33,13,15,68,9,22,8,30,72,6,62,14,42,121
LGA16100,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,11,0,3,15,4,11,4,7,17,0,16,0,0,16,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,46,4,19,75,0,0,0,0,3,0,0,0,0,0,0,6,0,5,10,0,4,0,0,10,0,5,0,5,9,0,13,8,8,25,0,16,0,0,27,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,45,16,26,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,0,4,0,0,7,0,0,0,5,6,3,21,0,7,33,0,15,0,0,18
