LGA_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
LGA12380,295,24868,89,164,72,1091,28,1436,28597,216,397,292,242,29748,1580,133,88,383,13,2200,229,84,31,120,3,461,8735,1960,1203,9489,318,21713,5297,89,303,68,17,5778,271,18,24,86,0,406,660,149,99,693,16,1609,1384,219,98,564,15,2284,177,47,12,51,0,289,20129,124,91,45,38,20417,930,448,243,3591,43,5261,2641,564,246,1392,47,4890,5383,20,75,5,16,5503,18462,4173,1747,3495,130,28014,173,21,23,41,6,265,1873,278,140,733,19,3045,797,114,65,45,15,1046,352,95,78,41,9,566,536,71,40,130,6,779,571,55,39,92,6,762,949,121,40,33,8,1148,756,344,226,2156,47,3519,492,56,17,52,3,621,167,31,13,16,3,228,904,40,55,62,13,1067,1526,26,13,14,6,1581,4078,69,115,88,11,4358,86,47,20,97,0,250,72745,2771,1588,1892,467,79465,3815,276,135,408,16511,21144,172870,11255,6339,26842,18129,235439
LGA12390,177,22012,12,180,66,7896,115,8272,328,15,26,186,3,559,16,9,3,18,0,46,178,68,68,209,0,527,1140,961,735,16657,216,19705,395,4,62,31,3,493,51,11,12,122,0,196,179,71,49,1385,9,1700,59,18,11,106,0,192,26,13,3,14,0,54,683,18,15,22,0,734,247,232,151,5144,50,5820,138,74,24,509,3,751,60,0,4,0,0,64,48,14,13,46,0,123,13,0,0,0,0,10,25,20,8,102,0,158,87,20,19,28,0,152,64,60,44,55,0,226,62,29,27,95,0,205,42,7,15,17,0,71,8,0,0,0,0,17,318,245,171,3745,27,4501,9,4,0,0,0,12,70,12,8,11,0,104,42,4,5,33,0,83,87,10,14,6,0,109,56,3,10,0,0,65,28,26,13,117,0,183,2580,184,161,541,20,3490,134,19,21,343,5227,5743,6288,1942,1449,39511,5728,54922
LGA12700,66,4614,0,9,19,562,6,595,10,7,0,17,0,27,0,4,0,0,0,15,39,15,5,20,0,80,353,240,184,3441,36,4261,10,0,13,0,0,31,9,4,4,11,0,31,50,26,16,364,6,467,5,8,6,23,0,37,9,3,0,3,0,18,4,0,0,3,0,12,68,37,20,959,18,1106,25,8,11,90,0,134,0,0,0,0,0,3,0,0,3,4,0,6,0,0,0,6,0,11,9,0,0,6,0,23,6,8,0,4,0,21,10,11,13,6,0,41,19,8,0,26,0,55,6,0,3,3,0,11,0,3,0,3,0,9,102,71,44,776,7,1005,7,0,0,0,0,6,3,4,5,0,0,12,5,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,31,0,51,101,44,30,142,0,313,6,6,0,108,354,464,683,459,323,7600,476,9541
LGA12730,41,3706,0,8,7,363,0,385,43,5,0,16,0,63,0,0,0,7,0,8,39,14,5,46,0,109,190,171,140,2867,32,3400,32,0,8,0,0,39,8,3,0,4,0,18,38,12,14,213,3,285,9,4,0,9,0,20,0,0,0,0,0,0,44,0,6,0,0,45,42,39,20,799,3,907,63,21,10,148,0,235,7,0,0,0,0,7,0,0,0,8,0,8,0,0,0,0,0,0,3,0,0,3,0,6,23,0,3,11,0,44,9,7,9,10,0,32,10,0,0,8,0,22,0,0,0,0,0,4,3,0,0,0,0,0,48,60,36,799,6,949,0,0,0,0,0,0,15,0,0,3,0,22,8,0,0,4,0,14,0,0,0,0,0,0,5,0,0,0,0,5,6,10,0,11,0,36,115,22,16,74,0,229,12,4,0,74,743,827,653,348,247,6383,821,8456
LGA12750,225,15409,7,77,22,2179,58,2333,123,13,11,84,0,233,174,30,11,40,4,263,380,86,55,193,3,725,2925,1349,944,11973,252,17441,135,8,37,13,3,200,99,17,17,98,6,234,561,129,92,1009,30,1810,129,19,8,76,0,230,78,19,0,17,0,122,139,8,9,10,0,163,585,319,198,4196,80,5375,310,118,38,411,9,885,7,0,0,0,0,17,19,15,10,22,4,72,22,8,0,3,0,29,109,39,13,77,0,233,43,13,35,25,0,122,113,69,42,49,0,270,172,23,13,73,3,284,72,18,11,35,5,133,16,5,3,3,0,34,717,331,270,3299,40,4657,45,3,5,11,0,65,63,17,12,10,0,106,70,7,5,36,0,122,20,6,6,4,0,29,52,4,0,6,0,69,120,44,14,120,4,293,1104,230,159,475,19,1994,60,26,13,247,2710,3050,6937,2512,1759,26085,3307,40593
LGA12850,289,18410,65,146,60,1181,26,1476,25736,320,417,397,350,27226,2729,210,119,441,23,3527,162,46,16,58,6,285,6694,1142,826,6033,258,14950,3025,87,241,56,16,3421,321,31,17,53,0,423,912,112,89,489,12,1610,890,133,104,390,5,1523,250,29,8,29,5,307,1607,47,30,33,3,1717,567,250,163,1820,21,2826,6530,1076,484,2427,128,10644,193,5,11,12,0,220,3703,1068,380,656,41,5847,1171,104,83,190,15,1555,1526,227,138,628,26,2556,543,85,65,37,0,737,332,57,57,13,3,457,787,78,34,106,5,1011,707,55,17,67,7,850,2129,106,79,48,22,2382,543,203,159,1217,20,2136,3339,200,159,211,28,3941,65,12,3,3,0,88,1943,64,62,52,34,2157,118,12,7,6,0,141,38774,449,686,413,295,40624,57,13,11,48,0,133,68572,1957,1419,1413,506,73870,5348,138,134,241,11514,17376,165055,6965,4921,18107,13431,208475
LGA12870,69,5440,0,6,8,265,4,288,43,0,0,13,0,54,8,3,0,6,0,24,64,17,14,42,3,154,488,314,208,4515,100,5616,83,0,16,4,0,96,10,3,0,34,0,46,86,28,17,435,10,573,12,0,3,25,0,45,12,9,3,10,0,33,23,3,0,0,0,29,89,64,35,1552,18,1754,71,29,10,176,0,289,20,0,0,0,0,16,0,0,0,6,0,7,0,0,0,0,0,0,20,4,0,16,0,40,14,0,6,4,0,26,29,10,10,11,5,65,28,12,0,16,0,57,4,7,0,0,0,8,0,0,0,0,0,0,139,82,58,1252,13,1541,6,4,0,0,0,8,6,3,0,0,0,6,9,0,0,3,0,14,0,0,0,0,0,3,12,0,0,0,0,12,17,8,0,34,0,67,165,51,21,107,3,345,25,6,0,152,793,978,1250,570,369,9728,978,12899
LGA12900,48,4187,0,13,6,1086,17,1119,29,0,0,15,0,41,4,3,0,0,0,5,19,16,3,24,0,64,144,127,118,3271,64,3721,37,0,9,0,0,50,4,0,6,32,0,49,29,18,13,315,0,378,3,0,0,10,0,15,0,0,4,5,0,20,31,4,0,0,0,42,40,35,9,1044,12,1141,25,13,8,90,0,137,0,0,0,0,0,0,0,0,0,8,0,15,6,0,0,3,0,9,10,6,5,14,0,29,4,4,3,5,0,22,8,0,5,3,0,21,7,0,0,12,0,24,0,4,6,0,0,5,3,0,0,0,0,0,38,36,23,696,9,809,3,0,0,0,0,4,7,0,0,0,0,6,3,3,0,8,0,16,4,0,0,7,0,16,0,0,0,0,0,3,3,0,0,19,0,27,85,18,14,111,3,237,13,0,0,82,733,824,493,260,221,7494,857,9319
LGA12930,228,22310,37,104,65,780,6,991,37871,444,773,446,219,39753,1488,163,120,465,17,2246,283,66,60,160,6,573,5956,2322,1712,12980,171,23144,3273,64,275,46,14,3664,303,61,36,156,0,550,720,197,119,1078,5,2116,6513,1049,559,3621,62,11809,269,50,25,61,6,408,2979,114,99,51,4,3240,1196,643,413,5442,45,7742,3135,809,392,2115,32,6487,634,10,40,11,4,704,3444,704,400,990,24,5569,3147,367,224,762,15,4511,513,161,87,360,3,1118,804,116,80,35,7,1044,410,132,92,78,3,716,458,71,41,116,0,690,493,35,29,60,0,624,320,40,17,18,8,397,1050,509,352,3793,31,5730,637,64,49,84,0,830,248,46,34,22,0,356,823,49,46,84,5,1006,180,12,19,15,0,227,1522,40,109,46,3,1719,137,73,34,173,0,417,24963,1451,1337,1771,125,29646,1190,91,36,265,6385,7966,96501,8192,6150,34131,7294,152274
LGA12950,35,1885,0,11,0,539,9,562,9,0,0,8,0,16,0,0,0,0,0,0,20,4,3,3,3,36,67,59,37,1446,33,1643,19,3,4,6,0,32,0,0,0,6,0,7,14,6,7,118,3,146,0,0,0,0,0,11,3,0,0,0,0,10,9,0,0,4,0,16,9,13,7,425,3,463,4,0,0,29,0,34,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,17,0,3,4,3,0,10,7,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,14,19,10,351,3,403,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,22,4,8,41,3,83,7,0,0,38,464,503,186,123,81,3365,542,4295
LGA13010,61,3637,0,15,6,558,18,596,26,0,3,22,0,53,6,0,0,3,0,7,45,15,8,23,0,84,314,182,133,3026,92,3747,28,0,11,5,0,34,12,5,0,16,0,37,38,19,8,367,8,443,3,0,0,7,0,8,0,3,0,0,0,7,39,3,0,6,0,46,51,40,22,910,15,1042,16,15,0,64,0,95,4,0,0,0,0,4,0,0,0,13,0,16,0,0,0,0,0,3,3,0,0,6,0,11,8,4,0,4,0,14,8,7,8,3,0,32,15,4,0,15,0,27,6,0,7,11,0,24,0,0,0,0,0,0,89,52,35,862,15,1054,3,0,0,0,0,3,3,0,0,0,0,7,4,0,0,5,0,8,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,25,0,48,168,26,19,86,8,298,5,6,0,83,926,1019,742,342,225,6516,1099,8931
LGA13310,155,13339,4,30,35,1316,5,1394,261,7,18,83,4,366,43,6,4,18,0,79,150,35,38,130,3,348,1310,831,640,10185,174,13141,220,10,36,10,0,281,51,19,6,67,5,146,184,78,62,779,15,1119,108,47,10,69,7,238,32,16,3,21,0,79,244,6,6,7,0,265,290,220,124,3442,37,4112,186,74,28,268,10,568,49,0,6,0,0,58,60,12,3,25,5,115,23,6,0,3,0,29,78,28,6,113,0,222,58,15,11,7,0,96,67,29,22,31,0,152,71,29,7,50,0,159,22,3,3,22,0,60,23,12,0,0,0,30,329,227,158,2430,14,3159,30,3,5,0,0,38,35,4,12,11,0,63,62,3,12,31,0,104,7,3,0,4,0,16,24,9,5,0,0,36,42,29,15,96,0,180,1251,196,133,309,29,1923,63,13,12,251,2358,2703,4479,1646,1188,21988,2742,32053
LGA13340,41,4836,3,6,8,326,9,355,20,0,0,16,0,34,8,0,0,0,4,12,79,25,18,82,0,202,352,236,206,3447,68,4314,35,0,7,0,0,40,7,4,0,36,0,44,96,34,45,961,7,1143,7,0,0,7,0,19,0,3,0,8,5,13,23,4,0,5,0,32,68,58,57,1152,21,1356,30,20,13,121,0,178,0,0,0,0,0,0,7,5,0,22,0,31,0,0,0,3,0,9,7,0,0,11,0,17,15,3,0,0,0,22,15,16,16,10,0,55,15,0,6,20,0,47,4,0,0,0,0,9,4,3,12,0,0,21,85,61,48,1098,19,1303,7,0,0,0,0,14,6,0,0,0,0,6,12,0,0,8,0,20,3,0,0,0,0,3,8,0,0,0,0,5,7,0,0,25,0,37,153,50,41,121,9,372,8,5,0,97,865,982,893,472,392,8399,999,11157
LGA13450,97,7692,4,59,22,1208,27,1328,283,3,17,34,0,334,13,0,0,11,0,22,62,31,24,56,0,173,883,467,310,5497,80,7237,392,0,37,10,9,437,32,0,3,42,0,81,111,40,32,519,6,702,19,3,8,16,0,48,0,4,0,5,0,10,1317,15,6,5,11,1354,127,89,59,1664,13,1952,2357,706,237,3202,51,6558,16,0,0,3,0,17,25,6,6,26,0,60,10,0,0,0,0,12,28,6,8,28,0,61,84,19,6,6,3,129,58,38,20,16,0,132,9,11,0,22,0,43,3,0,0,6,0,14,383,32,27,4,7,446,110,104,89,1446,22,1771,10,0,0,3,0,22,105,12,3,3,0,124,90,19,11,43,0,164,16,0,0,0,0,15,16,0,0,0,0,16,17,6,5,45,0,65,2912,191,101,184,39,3432,190,14,4,128,1904,2237,8766,1579,844,13693,2200,27086
LGA13550,62,5890,0,32,12,1794,27,1866,58,5,6,25,3,87,4,0,0,8,0,12,38,15,3,46,0,101,247,211,190,4218,48,4911,78,0,16,10,0,106,8,5,9,27,0,44,41,20,25,398,0,487,4,7,3,21,0,31,10,0,0,6,0,13,24,0,0,5,0,23,48,39,43,1226,8,1368,19,7,3,72,0,103,12,0,0,0,0,12,0,3,0,8,0,13,0,0,0,0,0,0,11,3,0,25,0,44,20,12,4,8,0,42,18,12,6,9,0,46,13,3,0,9,0,30,4,0,6,4,0,11,8,0,0,0,0,4,50,42,32,1096,9,1229,0,0,0,0,0,0,35,0,8,7,0,48,14,0,0,3,0,16,7,0,0,0,0,9,3,0,0,0,0,9,11,5,7,26,0,50,186,40,42,144,4,417,9,3,0,119,1089,1215,814,409,369,10116,1222,12929
LGA13660,33,2274,0,8,0,270,5,286,3,4,0,10,0,22,0,0,0,0,0,0,13,6,0,7,0,29,122,78,69,1768,34,2064,5,0,0,0,0,10,0,0,0,9,0,8,21,3,6,152,0,189,0,5,3,3,0,11,0,0,5,6,0,5,8,0,0,0,0,5,19,16,12,461,11,514,4,0,0,35,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,3,0,0,13,0,16,3,8,0,0,0,12,0,0,0,3,0,3,0,0,0,10,0,10,0,4,0,0,0,8,22,23,10,466,8,537,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,5,0,19,47,3,10,38,0,98,0,0,0,46,399,451,247,143,119,3919,483,4910
LGA13800,202,27635,12,145,97,2792,35,3081,584,37,76,120,0,824,233,45,31,149,0,461,523,214,147,422,7,1324,3978,2523,1839,18157,165,26661,408,14,86,54,4,565,114,25,25,147,0,312,614,256,162,1383,22,2436,187,59,31,217,4,493,139,35,19,73,0,263,529,56,23,20,7,630,1006,492,318,5239,35,7093,726,324,136,1299,12,2499,72,0,9,3,0,89,198,110,35,153,0,500,165,22,18,84,3,294,1421,422,226,1821,16,3905,166,53,41,49,0,304,187,125,106,110,5,531,224,64,44,193,3,525,85,24,15,68,0,193,37,18,0,0,0,56,995,570,411,4386,25,6392,84,25,3,42,0,154,188,45,15,15,0,277,142,23,22,42,0,236,44,22,10,9,0,82,80,0,13,0,0,96,155,42,35,183,0,420,2493,552,447,916,43,4452,158,27,26,343,2887,3449,13215,5288,3771,41587,3347,67207
LGA13850,22,1206,0,15,0,203,6,221,6,0,0,5,0,11,0,0,0,0,0,5,10,0,0,0,0,9,63,54,35,999,25,1165,4,3,4,0,0,7,0,0,0,3,0,3,11,5,3,56,5,75,4,6,0,0,0,14,0,0,0,0,0,0,21,0,0,0,0,27,12,5,9,259,0,291,26,16,0,48,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,16,0,0,0,0,17,0,10,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,7,16,226,4,275,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,73,12,5,14,0,102,4,0,0,23,311,342,246,111,61,2100,365,2882
LGA13910,134,8456,4,27,14,849,16,910,115,0,11,28,0,159,19,0,0,22,0,47,60,28,14,58,6,163,562,389,282,6568,116,7917,115,5,14,8,0,140,15,4,3,37,0,59,83,32,35,496,3,649,12,9,3,32,0,47,9,7,0,5,0,16,70,6,0,7,0,85,114,100,72,2402,25,2709,64,31,3,130,7,239,10,0,0,0,0,6,148,66,23,63,0,302,5,0,0,0,0,5,26,8,6,25,0,67,26,7,3,7,0,44,40,15,24,21,0,98,26,0,3,10,0,38,8,0,0,0,0,14,7,4,0,4,0,21,141,90,69,1529,14,1839,49,0,8,6,0,64,12,0,5,3,0,26,19,0,0,3,0,20,5,0,0,0,0,9,14,0,3,0,0,19,23,6,12,34,0,84,429,89,65,172,5,753,28,3,4,201,1238,1474,1925,777,597,14442,1509,19254
LGA14000,203,37112,36,80,35,672,13,837,23970,306,722,459,101,25557,338,74,55,159,8,632,991,291,161,465,6,1912,10947,4561,3283,22801,230,41830,2782,69,224,39,6,3126,514,102,88,265,3,972,1448,408,328,1909,12,4101,476,133,94,344,5,1050,376,61,34,111,4,587,9729,152,125,68,20,10093,2321,1080,695,8218,45,12357,2042,627,270,1756,16,4711,3761,33,105,21,3,3928,1336,238,200,580,9,2352,52,4,12,29,0,108,298,121,68,303,4,794,207,47,30,6,3,298,540,282,182,116,10,1130,845,113,88,211,4,1262,897,42,88,109,3,1134,73,23,8,3,0,114,2415,1088,817,7533,41,11887,188,33,10,43,0,285,1084,148,102,34,0,1367,722,29,42,65,5,861,1102,57,34,43,0,1236,831,30,56,19,4,946,454,103,56,383,0,994,18880,1353,1546,1648,93,23513,720,57,51,272,4041,5139,79921,9754,8056,49348,4733,151811
LGA14100,17,3546,0,3,6,55,6,66,1108,66,79,72,7,1328,76,14,16,53,0,154,84,28,20,35,0,169,874,452,342,2285,22,3979,84,6,12,6,0,111,51,14,6,35,0,102,126,37,30,194,0,388,265,56,21,194,0,538,56,9,3,27,0,96,210,34,14,6,0,267,308,159,126,1306,3,1903,445,159,80,428,0,1113,112,4,8,17,0,138,167,61,24,113,0,359,23,3,7,11,0,42,43,18,8,37,0,112,12,4,4,0,0,12,61,40,16,11,0,121,93,23,9,32,0,163,53,6,7,25,0,87,3,0,0,0,0,4,207,131,86,751,3,1176,40,5,5,13,0,64,51,23,9,0,0,87,75,5,0,11,0,94,23,12,3,0,0,36,89,11,4,0,0,105,40,20,14,50,0,112,1090,186,156,256,15,1700,41,5,4,21,781,852,5033,1288,869,5517,849,13559
LGA14170,369,44681,44,200,97,1708,38,2090,13121,509,860,841,124,15463,911,205,129,359,24,1625,935,442,238,719,9,2346,14715,6979,4842,27778,331,54645,2662,132,363,109,17,3290,1059,193,143,446,12,1848,2058,712,495,2847,42,6153,4799,684,366,1874,65,7792,501,157,91,218,5,970,3016,217,191,102,15,3544,5417,2451,1682,15360,100,25010,6198,1541,739,3806,94,12384,1084,48,113,54,71,1365,1934,396,246,765,37,3373,569,82,32,86,3,772,565,268,136,518,14,1503,476,114,63,56,5,727,1125,335,291,116,8,1883,1064,237,210,426,19,1950,735,119,135,178,12,1167,147,43,21,14,4,232,4032,1819,1348,10343,76,17619,595,95,77,101,5,867,576,151,85,49,11,869,1362,126,97,162,18,1766,406,43,36,38,5,527,3888,109,207,114,30,4345,617,196,137,644,9,1610,21096,2966,2392,3200,222,29878,988,57,66,336,7386,8831,80718,16648,12319,64280,8856,182818
LGA14220,89,7704,3,39,16,1711,14,1782,65,3,4,94,0,162,4,0,0,4,0,8,49,20,20,56,0,144,522,328,233,5880,94,7058,126,7,14,0,9,152,22,3,0,32,0,57,136,41,30,636,3,848,8,3,0,18,0,33,15,0,0,6,0,23,47,0,0,5,0,57,100,56,33,1548,9,1750,54,24,6,147,3,240,14,0,4,0,0,20,10,3,0,4,0,21,0,0,0,0,0,0,3,6,4,23,0,38,29,9,0,10,0,53,24,15,5,8,0,51,11,11,6,29,0,51,8,0,0,9,0,17,27,0,6,3,0,29,133,90,56,1412,11,1694,4,0,0,0,0,8,12,3,0,0,0,21,9,0,0,5,0,16,0,3,0,0,0,3,37,0,3,0,0,37,13,9,3,41,0,67,427,54,68,193,7,751,26,8,0,166,1514,1719,1532,611,441,13547,1715,17853
LGA14300,28,2463,0,11,6,279,0,291,116,0,0,12,0,126,0,0,0,0,0,3,18,0,9,18,0,49,172,119,77,1941,23,2330,16,0,0,3,0,22,5,0,0,10,0,12,15,13,3,189,3,227,0,0,0,8,0,16,0,0,0,0,0,0,5,3,4,0,0,12,27,24,10,695,3,757,10,5,4,43,0,67,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,8,0,3,0,19,9,9,0,0,0,21,12,7,0,10,0,34,12,0,3,6,0,26,0,0,0,0,0,0,4,0,0,6,0,6,27,22,27,416,0,504,4,0,0,0,0,4,3,0,9,0,0,13,3,0,0,3,0,9,0,0,0,0,0,6,7,0,0,0,0,7,0,0,0,13,0,18,147,22,19,46,0,235,8,0,5,52,1144,1207,538,225,161,4293,1201,6415
LGA14350,193,12393,12,79,36,3245,86,3463,132,3,3,50,0,190,21,9,3,17,0,48,142,52,25,56,6,285,1160,758,538,9982,277,12711,171,3,62,5,12,253,34,4,11,79,0,126,225,52,54,737,6,1081,33,8,7,37,0,83,21,4,0,9,0,44,77,12,3,5,0,99,211,180,104,2851,45,3391,78,48,21,222,3,371,8,6,0,0,0,7,10,9,0,20,0,42,3,0,0,0,0,8,64,18,16,76,0,169,31,20,4,22,0,77,64,44,19,42,0,165,53,12,9,28,0,96,19,6,4,18,0,49,9,7,0,0,0,20,283,178,120,2062,37,2678,4,0,0,0,0,8,14,5,0,11,0,42,29,0,0,24,0,56,4,5,0,6,0,10,14,3,0,0,0,23,43,16,6,69,0,134,542,144,99,378,11,1182,29,14,3,244,2881,3173,2832,1459,972,21981,3442,30688
LGA14400,56,8964,5,30,10,460,8,520,149,5,10,57,0,223,55,18,9,43,3,124,150,68,32,112,0,363,1823,937,637,6981,65,10445,55,9,17,11,0,90,60,14,13,78,0,163,252,75,49,535,6,917,87,20,24,75,0,202,27,17,4,22,0,68,53,3,4,14,0,75,418,216,163,2773,19,3585,264,100,31,329,0,728,10,3,5,4,0,19,17,14,0,16,0,42,55,7,8,16,0,90,110,27,29,75,0,239,58,20,22,23,0,123,81,53,37,31,0,204,92,15,5,50,0,176,32,6,3,28,0,69,8,5,0,0,0,14,480,239,179,2094,17,3007,23,12,0,16,0,42,64,15,14,4,0,98,66,8,3,32,0,107,8,0,4,6,0,14,28,0,0,3,0,35,91,29,7,94,0,221,676,217,176,317,7,1399,41,4,11,105,951,1102,4307,1778,1251,14628,1107,23074
