LGA_CODE_2021,C21_Aus_Bplace_NS,C21_Aus_Tot_resp,C21_Aus_Ab_BP_B_OS,C21_Aus_Ab_Fa_O_B_OS,C21_Aus_Ab_Mo_O_B_OS,C21_Aus_Ab_BP_B_Aus,C21_Aus_Abor_Bplace_NS,C21_Aus_Abor_Tot_respons,C21_Chi_BP_B_OS,C21_Chi_Fa_O_B_OS,C21_Chi_Mo_O_B_OS,C21_Chi_BP_B_Aus,C21_Chi_Bplace_NS,C21_Chi_Tot_resp,C21_Cro_BP_B_OS,C21_Cro_Fa_O_B_OS,C21_Cro_Mo_O_B_OS,C21_Cro_BP_B_Aus,C21_Cro_Bplace_NS,C21_Cro_Tot_resp,C21_Dut_BP_B_OS,C21_Dut_Fa_O_B_OS,C21_Dut_Mo_O_B_OS,C21_Dut_BP_B_Aus,C21_Dut_Bplace_NS,C21_Dut_Tot_resp,C21_Eng_BP_B_OS,C21_Eng_Fa_O_B_OS,C21_Eng_Mo_O_B_OS,C21_Eng_BP_B_Aus,C21_Eng_Bplace_NS,C21_Eng_Tot_resp,C21_Fil_BP_B_OS,C21_Fil_Fa_O_B_OS,C21_Fil_Mo_O_B_OS,C21_Fil_BP_B_Aus,C21_Fil_Bplace_NS,C21_Fil_Tot_resp,C21_Fre_BP_B_OS,C21_Fre_Fa_O_B_OS,C21_Fre_Mo_O_B_OS,C21_Fre_BP_B_Aus,C21_Fre_Bplace_NS,C21_Fre_Tot_resp,C21_Ger_BP_B_OS,C21_Ger_Fa_O_B_OS,C21_Ger_Mo_O_B_OS,C21_Ger_BP_B_Aus,C21_Ger_Bplace_NS,C21_Ger_Tot_resp,C21_Gre_BP_B_OS,C21_Gre_Fa_O_B_OS,C21_Gre_Mo_O_B_OS,C21_Gre_BP_B_Aus,C21_Gre_Bplace_NS,C21_Gre_Tot_resp,C21_Hun_BP_B_OS,C21_Hun_Fa_O_B_OS,C21_Hun_Mo_O_B_OS,C21_Hun_BP_B_Aus,C21_Hun_Bplace_NS,C21_Hun_Tot_resp,C21_Ind_BP_B_OS,C21_Ind_Fa_O_B_OS,C21_Ind_Mo_O_B_OS,C21_Ind_BP_B_Aus,C21_Ind_Bplace_NS,C21_Ind_Tot_resp,C21_Iri_BP_B_OS,C21_Iri_Fa_O_B_OS,C21_Iri_Mo_O_B_OS,C21_Iri_BP_B_Aus,C21_Iri_Bplace_NS,C21_Iri_Tot_resp,C21_Ita_BP_B_OS,C21_Ita_Fa_O_B_OS,C21_Ita_Mo_O_B_OS,C21_Ita_BP_B_Aus,C21_Ita_Bplace_NS,C21_Ita_Tot_resp,C21_Kor_BP_B_OS,C21_Kor_Fa_O_B_OS,C21_Kor_Mo_O_B_OS,C21_Kor_BP_B_Aus,C21_Kor_Bplace_NS,C21_Kor_Tot_resp,C21_Leb_BP_B_OS,C21_Leb_Fa_O_B_OS,C21_Leb_Mo_O_B_OS,C21_Leb_BP_B_Aus,C21_Leb_Bplace_NS,C21_Leb_Tot_resp,C21_Mac_BP_B_OS,C21_Mac_Fa_O_B_OS,C21_Mac_Mo_O_B_OS,C21_Mac_BP_B_Aus,C21_Mac_Bplace_NS,C21_Mac_Tot_resp,C21_Mal_BP_B_OS,C21_Mal_Fa_O_B_OS,C21_Mal_Mo_O_B_OS,C21_Mal_BP_B_Aus,C21_Mal_Bplace_NS,C21_Mal_Tot_resp,C21_Mao_BP_B_OS,C21_Mao_Fa_O_B_OS,C21_Mao_Mo_O_B_OS,C21_Mao_BP_B_Aus,C21_Mao_Bplace_NS,C21_Mao_Tot_resp,C21_NZ_BP_B_OS,C21_NZ_Fa_O_B_OS,C21_NZ_Mo_O_B_OS,C21_NZ_BP_B_Aus,C21_NZ_Bplace_NS,C21_NZ_Tot_resp,C21_Pol_BP_B_OS,C21_Pol_Fa_O_B_OS,C21_Pol_Mo_O_B_OS,C21_Pol_BP_B_Aus,C21_Pol_Bplace_NS,C21_Pol_Tot_resp,C21_Rus_BP_B_OS,C21_Rus_Fa_O_B_OS,C21_Rus_Mo_O_B_OS,C21_Rus_BP_B_Aus,C21_Rus_Birthplac_ns,C21_Rus_Tot_resp,C21_Sam_BP_B_OS,C21_Sam_Fa_O_B_OS,C21_Sam_Mo_O_B_OS,C21_Sam_BP_B_Aus,C21_Sam_Birthplac_ns,C21_Sam_Tot_resp,C21_Sco_BP_B_OS,C21_Sco_Fa_O_B_OS,C21_Sco_Mo_O_B_OS,C21_Sco_BP_B_Aus,C21_Sco_Birthplac_ns,C21_Sco_Tot_resp,C21_Ser_BP_B_OS,C21_Ser_Fa_O_B_OS,C21_Ser_Mo_O_B_OS,C21_Ser_BP_B_Aus,C21_Ser_Bplace_NS,C21_Ser_Tot_resp,C21_SAf_BP_B_OS,C21_SAf_Fa_O_B_OS,C21_SAf_Mo_O_B_OS,C21_SAf_BP_B_Aus,C21_SAf_Bplace_NS,C21_SAf_Tot_resp,C21_Span_BP_B_OS,C21_Span_Fa_O_B_OS,C21_Span_Mo_O_B_OS,C21_Span_BP_B_Aus,C21_Span_Bplace_NS,C21_Span_Tot_resp,C21_SriL_BP_B_OS,C21_SriL_Fa_O_B_OS,C21_SriL_Mo_O_B_OS,C21_SriL_BP_B_Aus,C21_SriL_Bplace_NS,C21_SriL_Tot_resp,C21_Viet_BP_B_OS,C21_Viet_Fa_O_B_OS,C21_Viet_Mo_O_B_OS,C21_Viet_BP_B_Aus,C21_Viet_Bplace_NS,C21_Viet_Tot_resp,C21_Wel_BP_B_OS,C21_Wel_Fa_O_B_OS,C21_Wel_Mo_O_B_OS,C21_Wel_BP_B_Aus,C21_Wel_Bplace_NS,C21_Wel_Tot_resp,C21_Oth_BP_B_OS,C21_Oth_Fa_O_B_OS,C21_Oth_Mo_O_B_OS,C21_Oth_BP_B_Aus,C21_Oth_Bplace_NS,C21_Oth_Tot_resp,C21_Anc_ns_BP_B_OS,C21_Anc_ns_Fa_O_B_OS,C21_Anc_ns_Mo_O_B_OS,C21_Anc_ns_BP_B_Aus,C21_Anc_ns_Bplace_NS,C21_Anc_NS_Tot_resp,C21_Tot_P_BP_B_OS,C21_Tot_P_Fa_O_B_OS,C21_Tot_P_Mo_O_B_OS,C21_Tot_P_BP_B_Aus,C21_Tot_P_Bplace_NS,C21_Tot_P_Tot_resp
LGA15990,432,81886,56,150,88,1444,14,1753,7255,392,610,724,47,9028,1452,246,141,646,20,2495,2783,779,528,1191,12,5303,35805,11990,9110,51258,515,108673,2174,96,376,72,10,2734,2466,362,313,781,13,3930,4985,1017,792,4061,49,10906,1273,397,217,1034,14,2934,724,170,79,213,5,1200,2227,148,133,112,10,2626,8264,2686,2035,19838,145,32971,7544,1605,868,4476,72,14565,897,25,86,21,4,1037,484,150,89,348,0,1070,214,35,19,67,5,343,415,158,100,432,5,1117,749,194,122,61,8,1132,1807,689,524,346,13,3378,1520,244,215,428,5,2420,1047,110,136,208,8,1512,229,83,29,18,0,356,8058,2582,2078,15720,110,28545,1379,167,99,216,7,1871,2494,415,253,69,4,3240,1827,107,137,196,7,2270,199,41,39,35,5,315,646,25,80,32,3,785,1488,293,186,749,9,2728,24088,3398,3581,3691,195,34956,840,112,117,647,8172,9882,100201,24190,19426,110176,9565,263554
LGA16100,21,2124,0,14,0,201,0,220,27,0,3,7,0,36,14,3,0,11,0,22,30,13,11,17,0,70,228,140,97,1692,29,2183,13,0,0,0,0,15,7,0,0,12,0,20,59,15,6,120,4,201,10,4,0,11,0,31,8,0,5,4,0,16,29,0,0,0,0,34,45,32,21,696,11,795,25,16,5,48,0,95,0,0,0,0,0,3,9,0,0,6,0,13,3,0,0,0,0,3,7,3,3,14,0,34,12,0,6,7,0,32,14,3,0,3,0,26,13,5,0,5,0,28,9,3,3,3,0,15,0,0,0,0,0,0,64,47,17,389,3,522,5,4,0,0,0,12,20,0,0,0,0,20,7,0,0,0,0,7,5,0,0,0,0,0,6,0,0,0,0,8,10,5,0,6,0,21,187,25,20,68,0,307,11,6,5,58,664,741,730,275,174,3671,727,5580
LGA16150,146,18072,8,70,48,3033,55,3215,390,13,28,85,8,521,68,22,0,59,0,150,224,94,56,242,0,613,1353,1083,763,14196,187,17581,332,14,54,20,0,426,51,11,14,120,0,195,252,99,92,1162,15,1616,76,25,12,71,5,190,39,13,6,25,0,84,551,13,10,20,0,589,289,261,165,4732,35,5486,255,101,48,591,3,1000,82,9,0,4,0,89,29,28,5,57,0,110,18,9,6,6,0,30,23,21,16,69,0,124,79,41,12,34,0,170,96,81,42,78,0,300,110,17,23,122,0,273,77,19,19,33,8,156,27,12,3,0,0,42,371,288,217,3455,26,4359,29,0,3,14,0,52,114,26,7,9,0,148,59,12,0,25,0,97,31,7,0,3,0,45,46,0,4,4,0,50,57,26,24,144,0,248,1831,269,179,579,30,2892,65,5,12,299,2178,2563,5929,2243,1528,31225,2590,43512
LGA16200,84,6425,0,30,21,1710,22,1788,72,0,8,25,0,104,10,4,0,9,0,20,65,23,19,66,5,172,281,287,248,4958,71,5844,84,0,22,3,6,121,3,3,0,47,0,56,40,30,19,452,3,542,0,4,4,15,0,24,0,5,0,3,0,10,18,0,0,9,0,32,54,64,40,1356,14,1533,23,16,4,125,0,176,7,0,0,0,0,9,0,0,0,14,3,17,0,0,0,0,0,0,7,11,4,19,5,40,13,0,0,13,0,30,13,15,8,7,0,44,19,5,0,22,0,50,5,0,0,6,0,18,0,0,0,0,0,0,80,80,49,1023,12,1243,0,0,0,0,0,0,36,7,0,3,0,49,10,0,0,7,0,14,4,0,0,0,0,8,13,0,0,0,0,8,9,6,3,31,0,52,270,60,34,126,5,489,21,0,0,114,981,1126,1014,554,423,11210,1157,14361
LGA16260,282,35559,93,142,70,1414,35,1754,54849,558,1050,594,302,57353,803,126,91,260,7,1286,651,223,139,330,3,1343,10481,3547,2631,19914,317,36891,5985,157,478,99,14,6733,498,72,54,217,4,839,1191,295,239,1701,23,3444,1352,271,150,778,4,2554,363,92,33,124,0,609,28437,183,130,65,49,28867,1971,882,685,8017,47,11599,2768,866,451,2341,30,6460,14805,108,231,55,36,15235,5384,1107,627,1936,41,9091,164,26,19,51,0,260,632,203,108,508,7,1462,713,117,84,49,11,965,558,223,154,113,0,1048,938,86,101,235,4,1373,847,57,54,108,3,1069,476,95,18,15,3,606,1797,885,612,6018,52,9367,605,63,43,72,6,787,520,94,67,22,9,714,1073,63,61,93,4,1297,1483,31,56,40,11,1617,2249,88,125,92,9,2558,224,87,47,329,0,683,48175,2059,1778,2058,235,54307,2393,64,66,355,12047,14919,177173,10501,8503,47194,13356,256729
LGA16350,475,72440,59,663,336,8904,92,10057,3825,121,175,372,36,4531,1355,261,145,556,17,2332,1125,440,303,1189,15,3068,11804,6682,4692,41979,502,65665,6670,277,652,150,23,7772,397,85,53,338,4,871,1687,632,405,3535,56,6311,1202,317,159,984,17,2669,484,84,57,225,8,849,8117,184,129,122,16,8566,2900,1416,901,12462,95,17767,2742,1113,445,3788,40,8127,689,16,25,8,0,740,1679,454,226,627,9,2997,246,53,27,94,0,421,3314,1051,559,3742,28,8692,1593,373,230,202,18,2413,799,382,256,270,13,1717,1011,208,138,627,13,1996,377,62,62,157,8,670,2146,384,118,79,14,2740,2851,1396,1049,9320,64,14682,528,101,67,149,11,849,597,146,112,85,7,945,978,82,56,205,10,1336,670,55,43,40,0,817,566,32,70,31,4,705,377,129,94,387,5,987,24324,2514,1755,3079,176,31844,1296,135,97,954,12377,14863,74785,16400,11083,101643,13759,217664
LGA16380,450,36377,13,146,81,4230,61,4532,435,57,51,180,13,733,92,31,14,61,7,209,590,202,135,345,6,1272,5589,2943,2110,28191,419,39250,421,25,94,23,9,563,180,52,28,253,6,517,745,240,150,2251,34,3418,129,45,21,167,0,365,93,43,16,52,0,203,408,28,21,32,0,499,1143,661,377,8842,109,11124,435,213,80,973,17,1715,67,0,11,4,0,86,37,34,9,95,0,170,13,3,0,14,0,35,179,63,44,197,0,479,139,62,32,63,0,298,226,128,91,101,3,549,206,52,42,135,3,432,86,17,14,58,0,181,21,3,3,6,0,38,1371,681,492,7188,66,9802,46,10,0,15,0,76,223,54,27,15,4,327,148,26,20,91,0,282,48,4,3,8,0,64,106,0,14,5,0,130,218,55,43,258,5,580,2259,604,413,1066,38,4377,137,27,35,594,3548,4349,12861,5508,3886,59984,4520,86762
LGA16400,301,31267,9,160,75,4343,44,4636,322,44,32,140,0,541,206,43,17,104,14,384,504,182,115,375,3,1179,4744,2503,1825,24037,353,33467,311,24,118,25,6,481,162,19,23,184,3,403,645,248,160,2159,20,3234,180,59,21,169,4,441,85,28,11,39,0,164,177,25,5,32,0,235,940,503,300,6705,69,8520,473,209,57,739,13,1497,41,3,9,3,0,55,48,17,9,36,0,110,63,8,5,31,0,106,228,72,40,214,3,559,170,76,45,69,3,363,191,121,72,71,3,456,275,58,51,196,5,583,114,20,10,52,0,195,39,14,13,8,0,79,1217,614,426,6066,62,8378,55,10,0,15,0,76,188,38,29,16,0,272,112,23,16,64,0,211,13,4,0,16,0,37,71,9,9,7,3,91,258,75,42,329,7,704,2018,547,407,1043,34,4039,118,24,25,613,3355,4135,11248,4811,3434,51661,4122,75276
LGA16490,151,24124,9,118,51,1916,31,2125,568,36,63,170,3,837,412,90,35,233,6,774,379,169,114,393,4,1058,3421,2024,1612,15417,153,22625,680,18,105,13,4,821,145,41,34,149,0,361,669,268,215,1669,18,2837,296,64,34,251,11,653,146,45,24,79,3,301,1265,21,32,25,0,1349,724,474,381,5956,40,7577,995,304,144,1263,17,2718,73,7,9,6,0,101,61,20,15,72,0,166,910,149,71,188,14,1328,167,64,40,204,0,479,203,86,57,42,0,392,185,119,74,48,7,432,288,77,65,195,3,633,133,21,18,62,0,239,99,38,7,11,3,157,948,576,416,4629,35,6598,359,70,37,76,8,548,160,34,26,11,5,225,149,27,23,77,0,276,59,13,8,9,0,99,121,0,7,7,0,141,170,57,29,202,5,449,4637,667,549,1035,46,6938,217,24,34,258,2848,3389,15668,4642,3519,36198,3276,63304
LGA16550,242,28419,49,156,100,1791,28,2124,12183,352,525,525,64,13642,550,107,74,219,4,951,620,210,141,327,9,1301,12222,3820,2723,16572,227,35560,1462,57,228,61,11,1812,2039,190,164,244,5,2641,2001,362,296,1586,17,4260,3744,751,375,2066,77,7003,657,104,92,186,8,1046,2138,101,91,63,3,2402,6972,1386,985,9085,108,18539,3579,741,342,1895,34,6595,579,12,56,14,0,665,760,173,166,413,8,1513,123,30,20,36,0,211,579,129,93,391,13,1201,516,120,56,47,4,743,663,208,145,88,3,1114,1277,175,150,264,4,1866,1523,94,111,125,10,1859,130,19,18,7,5,177,2835,876,636,5169,63,9576,469,35,50,35,4,599,1263,175,125,17,5,1585,1385,82,68,105,3,1647,223,29,22,15,0,287,819,33,68,20,0,944,505,54,62,267,0,895,18177,1813,1659,1888,139,23675,813,61,49,298,7501,8729,67682,9884,7782,40528,8378,134252
LGA16610,145,9973,0,38,24,1615,23,1697,51,0,5,30,0,88,8,0,0,4,0,17,99,32,24,66,0,217,669,518,341,8069,166,9761,133,0,30,14,0,189,28,5,0,42,0,82,108,58,42,751,7,961,21,7,0,49,0,80,14,3,4,11,0,27,18,12,8,17,3,64,150,104,93,2533,27,2909,85,47,15,431,9,584,6,0,0,0,0,9,4,12,0,25,0,42,0,0,0,0,0,5,20,13,5,17,0,50,32,13,6,27,0,81,50,33,13,20,0,117,18,5,8,21,0,59,10,0,6,14,0,24,5,4,0,5,0,16,196,118,80,1877,23,2287,6,3,0,0,0,4,24,0,0,9,0,36,15,0,0,30,0,46,0,0,0,0,0,4,5,0,0,0,0,5,13,11,9,62,4,97,289,100,70,282,11,747,21,12,7,250,2082,2370,1694,963,641,17841,2431,23565
LGA16700,116,20800,41,46,26,486,5,606,31855,445,820,455,176,33744,628,91,49,229,0,996,404,129,80,218,7,843,5768,2416,1735,11777,131,21829,3205,66,241,55,14,3575,399,58,41,149,4,646,869,221,170,998,20,2262,1156,204,129,756,13,2250,262,41,24,79,0,414,5928,107,96,46,14,6194,1510,633,478,5161,29,7822,3897,980,440,2564,35,7916,6124,62,129,34,14,6369,1273,288,179,592,4,2341,210,19,14,63,0,304,265,83,77,256,5,680,197,36,23,18,0,275,378,129,95,68,0,670,580,89,68,142,0,876,697,32,56,61,4,850,75,22,3,3,0,103,1251,664,462,3766,23,6169,365,31,32,51,0,482,364,65,42,21,0,492,717,39,41,55,0,852,576,36,29,27,0,664,1423,42,69,35,5,1571,183,73,48,194,0,499,19480,1241,1236,1262,95,23311,828,44,24,154,4814,5866,82662,6800,5583,28654,5421,129123
LGA16900,210,29288,16,202,108,3243,54,3616,410,25,40,114,0,587,450,90,34,242,7,823,479,195,115,462,9,1261,5276,2900,2336,18944,241,29693,484,14,154,40,6,703,119,26,31,149,0,330,1008,326,260,1659,29,3285,408,123,67,375,7,973,174,47,14,86,0,327,433,23,9,18,0,483,908,453,353,5036,48,6798,1164,407,171,1567,26,3338,50,0,9,6,0,59,92,35,15,88,0,239,1638,221,112,580,5,2557,596,185,113,609,6,1509,281,91,47,97,0,509,184,120,96,67,0,469,306,83,54,177,0,624,73,14,14,46,0,160,31,28,15,0,0,82,1277,660,490,4377,45,6847,384,55,33,94,3,568,129,39,36,7,0,212,756,125,98,328,4,1311,29,9,6,12,0,51,170,9,10,8,0,199,326,96,89,244,6,753,3620,802,561,1199,49,6239,216,66,34,421,3168,3906,18389,6231,4555,43311,3785,76271
LGA16950,458,43681,25,248,147,5940,102,6448,536,44,73,236,10,888,308,46,25,127,0,520,735,223,135,426,15,1534,7427,3839,2837,32159,538,46805,577,29,160,57,12,832,223,43,36,270,4,572,1098,314,200,2597,39,4250,379,85,34,291,5,793,201,56,19,82,0,362,520,34,14,39,5,614,1397,734,539,9950,110,12732,865,343,130,1359,22,2712,91,7,11,5,0,110,74,31,12,82,5,201,83,7,5,27,0,121,408,120,58,349,4,942,189,71,48,76,6,390,282,179,116,131,3,717,388,92,37,190,9,715,152,21,25,67,3,264,37,21,8,3,0,71,1841,1008,697,8139,105,11787,98,18,0,48,4,170,171,47,49,25,0,300,197,32,24,92,0,342,30,11,13,8,0,62,106,15,24,5,0,150,340,124,63,327,3,859,3300,791,623,1427,61,6206,181,42,41,645,6622,7528,18305,7296,5322,69746,7850,108531
LGA17000,74,11348,3,52,29,1837,14,1931,98,9,10,32,0,152,15,0,3,11,0,30,132,53,42,133,3,359,930,614,512,8152,72,10283,218,0,40,8,0,265,33,13,6,33,0,90,124,73,51,919,5,1181,10,8,0,35,0,59,16,4,4,22,0,49,91,0,8,5,0,105,219,102,99,2141,20,2580,54,42,13,261,5,364,14,0,4,0,0,15,11,3,0,8,0,26,3,3,0,3,0,9,40,21,9,77,0,145,97,20,9,27,0,156,106,48,49,26,5,231,35,12,11,57,0,115,28,5,4,12,0,45,8,0,0,6,0,5,268,155,131,1916,10,2487,12,5,0,9,0,23,106,14,9,9,0,137,45,0,0,32,0,80,4,7,0,3,0,14,39,0,4,0,0,48,42,15,12,86,0,157,414,116,97,258,7,888,28,8,12,194,1378,1627,2595,1161,1017,18261,1534,24577
LGA17040,83,8620,0,37,10,513,15,569,183,10,18,39,0,249,33,20,4,18,0,85,173,60,47,100,0,377,1198,740,573,6044,70,8629,68,4,12,0,0,84,59,17,13,60,0,148,351,101,80,626,16,1166,32,21,10,56,0,116,46,15,7,30,0,95,79,0,4,7,0,92,273,175,115,2203,19,2780,214,82,26,257,8,592,22,0,4,0,0,26,49,15,3,36,0,105,12,0,0,7,0,19,22,11,3,35,3,80,28,26,16,14,0,87,64,33,28,11,0,141,87,16,16,29,0,137,50,12,0,19,5,82,9,4,0,0,0,12,357,194,176,1977,15,2716,25,7,7,10,4,47,38,0,7,4,0,54,55,0,4,4,0,70,11,0,0,4,0,21,16,0,3,0,0,19,44,21,7,66,0,143,950,180,129,309,18,1582,40,10,5,146,1628,1823,3693,1458,1088,13608,1820,21666
LGA17080,78,6253,0,30,13,857,11,909,66,0,3,38,0,108,23,7,0,5,0,37,82,18,31,40,0,169,486,269,226,4904,82,5962,75,3,11,8,0,101,16,0,0,24,0,47,126,26,24,512,9,699,18,3,4,29,0,59,14,5,0,6,0,26,50,0,0,0,0,54,86,58,44,1514,20,1720,45,23,16,115,0,191,8,0,3,0,0,18,3,0,6,8,0,12,9,0,0,0,0,9,14,7,0,23,0,45,39,21,15,4,0,79,33,20,18,10,0,78,26,6,0,16,0,56,8,0,5,5,0,19,3,0,10,0,0,15,153,67,74,1144,8,1450,0,0,0,5,0,7,74,6,3,6,0,91,6,0,0,11,0,22,3,0,3,0,0,10,15,0,0,0,0,15,14,8,3,16,0,41,385,65,65,124,3,638,24,13,3,167,1159,1362,1566,581,474,10929,1343,14891
LGA17100,24,3757,32,11,10,158,5,209,9219,124,236,133,44,9756,200,21,11,55,0,291,32,13,16,38,0,103,1633,343,274,1766,42,4047,807,5,44,8,7,871,81,3,15,32,0,131,162,28,29,163,3,389,488,68,43,227,5,825,67,7,4,25,0,97,4902,49,32,7,15,5005,303,132,82,912,5,1431,995,198,145,525,6,1868,2963,38,66,21,12,3092,1578,339,186,559,15,2684,20,9,0,11,5,35,72,17,17,49,0,157,95,5,12,4,0,117,57,14,10,0,0,81,131,15,18,17,0,184,181,15,6,27,0,234,63,6,3,5,0,79,166,82,63,541,5,848,90,10,17,12,0,128,32,3,10,0,0,44,176,12,0,22,7,216,497,25,5,9,0,531,1311,26,35,34,7,1417,19,5,3,31,0,60,10955,325,290,311,84,11968,554,11,17,62,2195,2834,34971,1605,1369,5190,2459,45593
LGA17150,338,81912,32,202,135,2839,26,3228,7649,230,514,636,38,9062,1166,209,115,603,8,2104,1259,477,287,1062,6,3087,14720,8654,6121,57461,452,87408,1613,87,433,123,11,2261,804,189,109,638,3,1739,2148,712,513,4221,30,7616,4106,928,493,3076,25,8619,443,109,60,216,6,835,1803,161,113,108,4,2197,4107,2160,1461,20777,97,28604,4179,1445,682,4963,51,11318,361,6,63,20,3,454,1483,399,231,809,10,2923,1416,244,121,482,12,2277,1009,408,191,1145,7,2752,827,268,131,140,9,1374,895,491,376,283,11,2056,1209,167,171,426,11,1989,1401,95,117,180,5,1796,180,81,22,25,3,308,3482,1943,1324,15177,63,21988,608,95,46,141,0,886,832,187,180,79,0,1277,1049,86,101,220,3,1458,176,50,33,38,0,299,697,27,91,33,0,851,634,219,141,724,5,1728,14444,2659,2530,3787,102,23531,669,84,95,872,6894,8605,63088,19031,13976,126156,7958,230211
LGA17200,262,35616,99,213,89,2440,62,2903,33352,501,909,637,167,35562,679,132,78,252,10,1155,1242,381,217,572,8,2418,18755,5446,4134,24318,359,53016,2944,81,370,37,23,3458,2225,206,147,401,12,2993,3080,573,465,2743,36,6906,2030,527,241,1200,21,4016,573,139,74,182,7,979,5114,146,127,77,15,5480,7032,1732,1284,12375,126,22547,4504,986,493,2335,33,8347,2732,42,101,36,16,2923,991,222,130,445,13,1803,341,60,40,54,0,500,362,166,123,344,3,1003,728,110,52,54,10,953,1207,230,194,88,10,1726,1616,211,165,438,15,2452,1834,109,124,210,17,2292,204,26,12,8,8,254,4673,1413,1151,8481,69,15789,732,54,38,87,3,909,807,127,64,25,0,1023,2372,98,61,131,7,2666,521,49,38,15,4,629,2994,66,142,59,23,3281,702,140,108,483,3,1436,36635,2365,2113,2441,245,43801,1490,60,50,303,14162,16070,119769,12769,10286,53389,15417,211632
LGA17310,267,27501,16,174,83,7110,83,7461,553,10,32,165,6,763,19,21,3,19,4,68,207,76,46,214,4,540,1561,1270,931,20956,328,25044,548,16,46,3,9,622,49,14,13,108,0,182,222,121,64,2110,25,2542,36,11,6,79,3,140,28,8,5,29,0,77,459,9,5,8,0,481,307,265,174,5936,54,6738,108,87,25,502,3,726,34,3,5,4,0,47,38,12,3,50,0,105,5,0,0,3,0,12,68,29,11,125,0,231,101,33,15,36,0,195,91,64,52,62,0,266,48,22,6,63,0,135,36,3,14,14,0,68,8,10,0,0,0,18,421,342,236,5081,43,6127,14,3,0,7,0,23,91,12,13,9,0,137,45,11,6,51,0,110,19,0,3,4,0,30,292,0,8,0,3,296,50,30,25,153,4,257,1725,258,186,740,30,2934,149,12,10,509,4001,4689,6279,2415,1773,47910,4693,63070
LGA17350,33,2633,0,0,4,177,6,184,20,0,3,14,0,34,0,0,0,0,0,3,24,9,0,13,0,48,137,106,71,2219,41,2568,43,0,4,0,0,45,9,0,4,3,0,15,20,11,9,542,7,587,5,4,0,11,0,22,3,0,0,4,0,3,13,0,0,0,0,17,29,27,11,709,8,790,15,10,0,32,0,63,3,0,0,0,0,3,0,0,3,4,0,14,0,0,0,0,0,0,0,0,6,8,0,17,8,0,0,0,0,8,6,5,0,4,3,18,11,4,0,6,0,18,3,0,0,0,0,4,0,0,0,0,0,0,32,17,16,576,12,655,0,0,0,0,0,6,0,0,0,0,0,5,4,0,0,4,0,11,3,0,0,0,0,3,12,0,0,0,0,16,4,6,0,11,0,16,100,7,11,41,0,159,7,0,0,67,284,364,434,183,129,4921,376,6034
LGA17400,49,2520,0,19,5,416,17,455,9,0,4,11,0,27,5,0,0,3,0,12,41,14,9,18,0,88,290,160,99,2199,57,2800,18,0,4,0,3,27,4,0,5,16,0,26,67,29,14,387,0,494,5,0,0,3,0,8,4,0,0,0,0,4,20,0,0,4,0,26,54,39,29,845,22,995,47,12,10,77,7,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,8,0,17,8,4,0,6,0,15,18,4,6,0,0,32,14,5,0,4,0,20,3,3,0,0,0,7,4,8,0,0,0,10,84,43,26,664,12,826,0,3,0,0,0,3,7,4,0,0,0,15,4,0,0,6,0,12,0,0,0,5,0,6,0,0,0,0,0,7,4,7,0,25,0,43,124,22,26,78,5,254,3,3,3,86,562,649,686,303,203,4933,691,6810
LGA17420,170,42279,41,90,47,1030,10,1211,26377,335,743,535,155,28141,1027,191,158,464,11,1853,1180,314,167,550,0,2219,10681,4218,3091,25211,199,43397,4619,229,416,139,3,5410,518,68,68,253,10,916,1603,378,272,2143,19,4409,1077,296,163,928,12,2470,367,76,51,131,3,625,16780,272,219,122,33,17423,2615,1078,758,8762,44,13267,3553,1128,535,3504,25,8745,4408,34,122,21,7,4592,2056,552,280,1135,8,4033,141,37,18,68,0,265,1336,429,258,1296,16,3334,340,96,56,56,3,552,563,272,204,132,3,1173,990,138,173,373,10,1676,652,65,86,149,9,949,153,35,20,12,0,221,2311,992,802,7112,29,11244,492,78,64,122,0,758,1638,173,100,55,3,1976,1008,70,69,115,10,1271,1953,71,45,34,6,2112,962,58,77,51,3,1153,385,89,59,352,5,887,29899,1888,1616,2150,114,35673,1144,50,49,385,4217,5846,108116,11377,8701,58691,4987,191876
LGA17550,438,35863,31,222,124,3579,39,3994,448,36,71,242,8,810,135,45,19,98,5,297,638,214,147,436,8,1441,7981,3535,2537,28311,459,42828,566,26,171,44,8,823,318,74,41,269,5,709,1033,305,237,2692,35,4304,140,99,33,225,4,506,126,32,20,43,5,218,544,34,57,52,7,698,1702,828,569,10352,115,13574,807,316,137,1374,23,2667,52,0,11,0,0,71,42,23,12,92,0,164,22,5,0,12,0,38,174,61,42,168,5,440,392,134,74,89,5,692,488,208,162,80,5,945,283,66,56,146,0,551,126,33,37,55,4,258,73,41,15,4,0,140,1978,885,624,7905,80,11479,57,9,4,21,0,88,217,73,34,32,0,353,230,23,23,98,3,373,27,12,9,16,0,67,79,9,21,0,0,111,310,81,46,298,8,731,3257,849,734,1832,61,6729,196,54,46,703,6160,7157,17708,6994,5216,60239,7237,97392
