LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA12380,220,44,2802,0,0,4,32,91,228,182,39,14,14,14,10,624,0,0,3,12,19,257,672,272,145,88,34,24,1521,0,0,4,7,12,29,74,50,30,16,16,11,250,3,0,10,89,195,664,602,187,55,51,34,36,1935,4,13,98,213,178,249,149,30,15,3,4,21,976,3,3,6,27,23,55,26,9,7,0,0,16,179,0,0,0,0,7,14,25,12,8,11,3,14,100,640,164,198,951,1455,869,368,102,29,25,17,213,5021,5,5,8,9,25,19,17,0,0,0,0,751,839,666,184,326,1347,2018,2466,2772,1503,783,695,339,1141,14249,3,0,4,11,19,95,789,984,897,1142,862,273,5069,0,3,7,35,67,209,294,108,78,56,33,69,966,0,0,5,16,51,350,1348,876,674,606,461,235,4621,0,0,0,12,8,70,152,147,122,125,90,54,786,8,8,33,252,356,1649,2261,1036,390,459,280,391,7122,17,13
LGA12390,100,39,1261,0,0,0,5,19,45,53,13,5,5,12,6,161,0,3,0,9,11,104,278,109,75,51,37,13,678,0,0,0,0,0,17,26,17,11,12,11,3,102,6,0,0,12,45,122,129,45,14,20,22,24,444,0,0,13,42,60,106,58,13,4,10,4,6,320,0,0,0,3,5,15,13,3,4,0,0,8,54,0,0,0,0,0,7,13,6,3,5,3,3,40,31,16,29,236,493,321,165,37,15,5,20,72,1446,0,0,0,0,10,7,4,9,0,0,0,308,335,49,24,50,326,667,803,1079,555,341,294,206,480,4850,0,0,4,5,3,37,230,260,264,302,193,139,1441,0,0,3,3,9,29,66,28,16,6,3,18,178,3,0,0,4,12,104,456,290,218,188,99,125,1500,0,0,0,0,0,13,71,42,44,43,19,17,250,0,0,0,21,23,175,275,90,45,34,11,56,736,0,0
LGA12700,17,0,161,0,0,0,4,8,13,19,11,3,0,4,0,63,0,0,0,0,0,29,67,27,16,14,19,0,167,0,0,0,0,0,3,10,5,0,0,4,0,28,0,0,0,4,10,24,36,20,6,11,7,6,103,0,0,5,13,11,23,18,7,0,0,0,0,79,0,0,0,0,0,4,0,3,0,4,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,4,13,8,3,71,133,104,49,8,5,0,6,24,422,0,0,0,0,0,9,3,0,0,0,0,49,55,16,14,11,94,171,218,230,112,43,57,42,86,1099,0,0,0,0,0,10,13,39,34,51,30,26,203,0,0,0,3,0,13,14,10,0,4,0,6,53,0,0,0,6,3,15,97,50,53,31,23,24,316,0,0,0,0,0,0,10,9,3,5,9,4,41,0,0,0,0,5,23,65,27,7,14,3,15,157,0,0
LGA12730,10,3,199,0,0,0,6,5,13,7,4,0,0,0,0,41,0,0,0,3,9,26,56,31,14,5,8,5,158,0,0,0,0,0,0,7,5,6,0,6,0,29,0,0,0,3,8,35,31,7,3,0,8,0,95,0,0,5,10,14,26,13,0,0,0,0,0,72,0,0,0,5,3,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,3,3,5,0,0,9,14,9,6,48,95,73,38,10,3,5,7,29,328,0,0,0,0,3,0,0,0,0,0,0,53,63,19,10,11,78,144,184,223,123,58,48,31,95,1013,0,0,4,0,0,13,42,33,22,33,28,28,199,0,0,0,0,0,11,10,3,5,0,0,0,27,0,0,0,0,4,18,90,51,38,27,17,29,277,0,0,0,0,0,0,8,13,5,0,0,0,33,0,0,0,0,3,26,28,15,3,10,4,11,95,0,0
LGA12750,21,13,490,0,0,0,19,22,102,96,18,0,9,13,5,287,0,0,4,6,11,83,220,73,36,21,20,5,480,0,0,0,4,7,18,24,11,10,4,4,3,76,0,0,5,16,22,89,114,41,18,12,11,6,343,0,3,13,65,79,164,97,24,6,7,7,14,491,0,0,0,4,6,18,15,13,0,6,0,3,79,0,0,0,0,5,3,8,4,3,4,3,0,33,52,38,51,343,881,820,464,113,51,38,19,138,3000,0,0,0,4,17,4,7,3,0,0,0,305,348,52,48,80,478,1064,1337,1206,416,190,155,108,498,5626,3,0,0,6,6,21,115,103,81,75,43,52,502,0,0,0,3,12,42,77,30,11,4,5,24,201,0,0,0,5,7,82,340,123,94,57,37,62,804,0,0,0,0,0,11,34,15,11,9,3,13,91,0,0,0,8,16,79,139,50,22,11,11,25,361,0,0
LGA12850,111,24,1711,0,0,6,21,50,114,90,29,9,12,8,11,358,3,3,0,8,16,183,390,147,84,60,32,17,942,3,0,0,0,9,23,56,37,16,17,11,14,167,3,0,9,79,162,554,431,105,33,22,25,49,1473,6,8,75,149,140,222,114,19,9,0,8,21,777,7,7,3,14,16,39,23,10,5,6,3,23,148,0,0,0,6,3,11,18,3,5,4,5,7,68,475,148,185,1254,2118,792,341,56,29,21,28,229,5669,4,0,3,16,27,9,17,11,0,0,0,580,668,502,169,285,1551,2550,2015,1953,878,481,400,222,975,11983,10,3,0,8,18,121,676,809,645,816,622,304,4025,0,5,3,52,56,181,244,94,55,50,32,68,841,4,0,0,22,40,279,976,624,528,492,326,237,3521,0,0,0,9,6,40,113,95,78,87,53,45,534,15,6,29,142,295,1331,1807,742,378,395,213,376,5726,18,18
LGA12870,13,7,227,0,0,0,4,4,16,17,6,0,7,5,0,59,0,0,0,0,3,28,75,26,19,8,8,9,175,0,0,0,0,3,5,21,8,8,8,3,0,56,0,0,0,3,11,27,51,13,3,6,0,7,124,0,0,4,22,19,44,16,3,4,0,3,4,121,0,3,0,0,3,8,3,8,0,0,0,0,29,0,0,0,5,0,0,8,0,3,0,0,3,21,15,10,9,108,259,177,80,11,0,3,4,71,751,0,0,0,3,8,4,3,0,0,0,0,88,101,23,17,17,152,304,331,338,146,81,40,33,187,1664,0,0,0,0,4,9,43,67,37,46,19,30,263,0,0,0,0,3,8,14,0,0,5,4,4,38,0,0,0,0,0,36,141,63,39,36,9,41,375,0,0,0,0,0,7,24,10,3,3,0,5,58,0,0,0,0,0,45,59,19,9,8,4,13,163,0,0
LGA12900,11,5,220,0,0,0,0,4,10,13,0,0,0,0,0,38,0,0,0,0,0,31,76,18,11,7,3,4,154,0,0,0,0,0,3,5,0,0,0,0,4,12,0,0,0,4,13,36,20,8,5,5,6,4,96,0,0,0,14,13,26,8,4,0,0,0,4,77,0,0,0,0,0,6,0,0,0,0,0,3,13,0,0,0,0,0,3,0,0,0,0,0,0,9,9,10,6,58,141,88,44,8,0,0,4,32,399,0,0,0,0,4,0,0,0,0,0,0,42,48,12,12,16,83,187,218,236,96,47,41,28,103,1069,0,0,0,0,0,15,31,33,34,40,25,31,224,0,0,0,0,0,10,12,3,0,0,0,4,24,0,0,0,0,3,33,73,70,35,36,17,16,285,0,0,0,0,0,7,8,10,7,9,3,7,61,0,0,0,4,9,32,61,13,8,7,0,17,140,0,0
LGA12930,405,46,2755,0,8,7,36,72,206,157,56,30,31,29,16,651,0,0,0,14,19,148,564,272,142,119,128,22,1423,0,0,0,3,3,22,79,29,33,18,29,7,228,0,4,11,64,117,380,436,214,71,88,59,35,1478,3,16,86,160,112,245,174,55,27,27,24,30,960,0,8,3,5,11,30,32,13,3,11,0,11,130,0,0,0,0,4,10,10,11,16,11,6,15,82,596,169,142,685,1129,851,523,172,75,60,63,164,4639,10,0,0,8,13,11,9,3,0,3,0,677,730,612,206,257,975,1492,1968,2502,1465,898,963,735,1005,13084,0,0,0,3,9,70,477,661,683,981,1243,308,4429,0,0,3,19,34,145,203,117,84,79,78,63,827,3,0,4,17,31,258,1036,794,759,786,1059,280,5031,0,0,0,3,3,49,118,122,84,145,130,61,719,11,0,14,94,162,683,1128,613,253,423,386,223,3982,4,8
LGA12950,12,0,128,0,0,0,0,3,9,8,4,0,0,5,0,20,0,0,0,5,8,15,19,13,7,4,3,0,72,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,3,5,9,14,7,0,0,4,0,41,0,4,0,0,10,8,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,3,0,0,20,74,30,15,0,0,0,0,12,163,0,0,0,0,0,0,0,0,0,0,0,28,34,5,9,4,38,104,91,98,49,26,22,23,52,512,0,0,0,0,0,7,14,6,6,18,5,15,83,0,0,0,0,0,8,4,0,0,0,0,0,17,0,0,0,0,0,17,26,20,17,7,10,9,103,0,0,0,0,0,0,4,3,3,5,0,3,24,0,0,0,0,0,18,17,7,3,3,0,7,54,0,0
LGA13010,3,7,154,3,5,0,9,5,17,15,0,5,4,3,0,63,0,3,0,3,7,18,62,17,7,12,0,4,144,0,0,0,3,0,4,11,4,0,0,0,0,26,0,0,0,9,7,34,17,10,0,6,3,0,90,0,0,3,21,14,30,10,3,0,0,0,0,82,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,10,15,8,6,76,174,88,44,4,0,0,0,19,446,0,0,0,0,5,0,5,0,0,0,0,64,69,18,16,21,125,220,220,221,64,36,25,16,106,1086,0,0,0,4,0,13,42,33,26,17,14,22,175,0,0,0,0,0,12,10,6,4,0,0,0,40,0,0,0,7,0,27,65,30,24,9,4,22,186,0,0,0,0,0,6,11,4,5,4,4,3,33,0,3,0,0,9,32,39,5,0,0,0,3,99,0,0
LGA13310,35,19,571,0,0,0,9,8,25,39,16,4,0,9,5,117,0,0,5,6,14,70,175,91,51,35,30,15,490,0,0,0,3,0,11,22,6,7,4,9,4,69,0,0,0,8,18,80,82,46,17,19,6,4,287,0,3,3,27,33,84,47,10,9,6,0,0,229,0,0,0,3,0,12,9,0,5,0,0,9,37,0,0,0,0,0,0,3,4,0,0,0,0,12,33,22,26,143,358,272,158,32,9,11,15,83,1161,0,0,0,9,5,6,0,3,0,0,0,168,192,35,29,38,216,442,591,679,347,197,173,109,300,3152,0,0,0,0,0,12,95,134,131,182,105,68,729,0,0,0,0,8,24,29,17,13,9,4,14,117,0,0,0,0,6,54,250,191,141,104,54,67,868,0,0,0,0,0,5,36,33,26,23,14,14,163,0,0,0,12,10,84,167,86,44,34,20,25,482,0,0
LGA13340,25,5,225,0,0,0,0,4,23,13,4,3,0,0,0,46,0,0,0,5,8,31,84,29,17,13,12,3,201,0,0,0,0,3,3,11,5,4,0,0,0,33,0,0,0,5,5,27,38,11,8,4,0,3,110,0,0,0,5,7,36,16,3,4,0,0,5,84,0,0,0,4,0,3,5,3,5,0,0,0,19,0,0,0,0,0,3,0,6,0,0,0,3,12,6,7,5,51,129,87,33,4,3,0,5,31,367,0,0,0,0,8,7,0,0,0,0,0,73,93,12,12,9,85,167,240,268,100,75,45,41,138,1201,8,0,0,4,3,10,39,45,31,37,27,30,233,0,0,0,6,0,6,17,13,0,4,3,0,58,0,4,0,4,9,44,119,90,54,32,28,33,416,0,0,0,0,0,8,23,8,15,8,0,0,69,0,0,0,6,7,40,58,17,14,5,5,12,164,0,0
LGA13450,43,6,536,0,0,0,5,12,34,37,11,6,3,3,7,121,0,0,0,3,12,62,147,57,30,30,16,7,370,0,0,0,0,5,12,25,12,3,7,0,4,59,0,0,0,12,18,66,53,18,6,13,4,5,205,0,0,13,18,13,38,23,8,3,3,0,8,133,0,0,5,0,0,9,3,0,0,0,0,0,19,0,0,0,0,0,4,13,0,0,0,0,7,19,50,17,15,126,211,138,75,23,5,12,12,58,737,0,0,0,4,10,5,8,0,0,0,0,117,141,59,20,25,177,284,382,527,291,133,141,86,222,2348,0,0,0,0,0,12,137,113,127,116,72,96,672,0,0,0,0,0,15,30,9,8,13,7,8,86,0,0,0,3,8,97,321,181,124,112,73,89,1019,0,0,0,0,0,18,34,28,15,14,6,14,127,0,0,0,9,26,126,160,58,28,26,11,41,480,0,0
LGA13550,35,8,309,0,0,0,4,11,12,14,4,0,0,0,0,54,0,0,5,0,0,46,80,20,23,17,17,4,218,0,0,0,0,0,0,5,6,5,3,3,0,29,0,0,0,3,13,40,36,15,3,15,0,10,133,0,0,0,10,10,15,10,0,0,0,3,5,55,0,0,0,0,5,4,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,6,51,145,74,50,19,7,0,3,27,387,0,0,0,0,0,3,10,0,0,0,3,74,86,13,3,15,75,192,210,277,133,93,92,73,132,1303,0,0,0,0,0,6,39,56,46,54,52,43,299,0,0,0,3,3,11,13,10,3,3,8,0,45,0,0,0,3,0,25,107,85,61,53,44,30,408,0,0,0,0,0,3,24,7,13,8,5,12,69,0,0,0,0,7,34,82,38,12,29,0,8,224,0,0
LGA13660,18,8,163,0,0,0,0,3,9,8,0,3,0,0,0,32,0,0,0,3,0,15,39,13,5,3,5,3,89,0,0,0,3,0,3,5,0,0,4,0,0,21,0,0,0,3,10,19,14,6,0,0,0,10,56,0,0,0,8,8,14,3,0,0,0,0,0,33,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,5,8,8,6,36,110,47,17,8,0,0,0,19,255,0,0,0,0,0,0,0,0,0,0,0,25,36,15,12,4,61,140,127,132,79,16,13,22,64,689,4,0,0,5,0,7,24,15,14,11,4,21,107,0,0,0,3,0,0,6,6,0,0,0,0,11,0,4,0,0,0,13,48,34,9,14,4,13,143,0,0,0,0,0,0,5,11,0,4,0,0,19,0,0,0,8,3,22,38,10,0,5,0,10,84,0,0
LGA13800,152,36,1466,3,0,0,12,17,64,81,24,16,13,4,9,238,0,3,0,3,21,71,274,161,97,78,59,17,794,0,4,0,0,0,14,35,16,17,16,3,5,116,0,0,0,17,24,157,205,100,27,51,28,22,636,3,0,16,52,40,96,82,24,12,8,6,16,355,0,0,0,7,7,13,13,0,7,0,5,10,55,0,0,0,0,0,7,7,13,3,14,4,0,58,63,38,34,227,447,452,249,68,27,15,22,89,1734,0,0,0,4,7,10,7,4,0,3,0,251,279,74,50,52,322,574,925,1232,783,500,474,284,461,5734,0,0,4,0,0,25,206,314,367,552,478,222,2179,0,0,0,6,3,36,84,44,36,30,13,23,275,9,0,0,3,8,133,685,523,479,430,308,213,2790,0,0,0,6,0,14,66,70,56,73,30,32,349,3,0,0,15,22,183,527,268,116,139,109,102,1489,0,4
LGA13850,6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,15,18,4,6,0,0,0,53,0,0,0,0,0,3,0,3,0,0,0,0,10,0,3,0,0,3,12,5,0,4,0,0,0,30,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,0,0,4,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,8,35,19,11,4,0,0,0,7,97,0,0,0,0,0,0,0,0,0,0,0,34,33,8,10,8,21,46,58,70,37,13,10,16,42,334,0,0,0,0,0,0,9,17,4,16,3,9,59,0,0,0,0,0,0,6,4,0,0,0,0,22,0,0,0,4,0,4,26,7,12,5,3,11,69,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,0,0,0,8,18,7,0,0,0,4,40,0,0
LGA13910,27,14,387,0,0,4,9,5,23,32,7,3,0,3,0,87,3,4,0,10,6,54,114,44,25,23,20,5,303,0,0,0,0,0,5,13,3,0,0,4,3,33,0,0,0,9,21,67,47,14,0,10,10,14,198,0,4,3,26,25,54,28,6,4,0,0,4,160,0,0,5,0,5,6,4,0,0,0,0,0,21,0,0,0,0,3,0,10,0,0,6,0,3,25,14,16,13,117,330,175,80,10,3,0,6,36,805,0,0,0,7,7,4,7,0,0,0,0,99,125,25,22,20,191,417,430,452,162,100,70,70,181,2139,0,0,0,3,0,11,77,74,57,47,30,64,365,0,0,3,0,0,20,37,4,9,5,0,4,82,0,0,0,7,5,54,204,89,54,44,27,63,542,0,0,0,0,0,9,23,13,0,4,3,10,66,0,0,0,3,8,72,119,35,4,15,12,32,301,4,0
LGA14000,620,31,2481,0,8,5,16,32,112,129,68,34,36,48,6,500,0,0,0,6,5,104,377,211,209,204,252,12,1379,0,0,0,0,3,15,36,39,35,26,41,18,213,5,0,7,29,38,198,349,228,96,141,156,28,1266,0,6,42,84,107,233,237,66,59,36,49,21,931,0,0,6,5,7,22,21,12,4,3,5,10,95,0,0,0,0,0,7,11,10,16,9,12,6,64,325,136,85,434,802,1120,885,264,117,107,104,147,4521,4,4,0,11,9,3,11,4,0,0,0,633,680,341,152,136,589,1021,1846,2315,1341,1003,1207,1295,904,12145,0,0,0,5,12,66,303,475,677,1433,2447,455,5870,0,0,6,8,22,92,197,120,87,83,103,63,782,5,0,3,7,16,177,819,865,1080,1302,1986,446,6708,5,0,0,9,4,25,96,109,107,190,213,62,805,4,0,6,44,64,357,956,924,308,748,736,223,4368,9,10
LGA14100,107,12,268,0,0,0,0,0,12,12,4,8,9,25,0,63,0,0,0,0,0,3,26,11,21,16,46,3,122,0,0,0,0,0,0,3,3,0,0,3,0,16,0,0,0,0,0,6,25,11,12,21,35,3,118,0,0,3,8,7,19,17,7,4,8,20,8,93,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,11,22,7,8,35,56,70,60,46,26,32,55,20,422,0,0,0,0,0,0,3,0,0,0,0,69,73,29,8,12,42,65,111,164,112,122,139,299,114,1200,0,0,3,0,0,0,17,29,28,81,290,36,481,0,0,0,0,0,0,3,4,4,12,14,7,48,0,0,0,0,0,0,49,43,42,64,306,48,546,0,0,0,0,0,0,4,4,0,10,44,9,69,0,0,0,7,3,12,39,28,13,89,125,28,341,0,0
LGA14170,2301,93,7199,0,5,0,31,65,240,239,98,41,46,53,12,834,0,0,0,7,13,193,699,466,349,323,430,22,2508,0,0,0,9,5,30,80,67,67,55,88,25,417,4,0,0,35,70,297,475,313,130,221,239,27,1814,4,5,29,94,89,218,198,81,42,52,56,16,883,0,0,5,7,6,19,34,10,4,16,14,9,130,0,0,0,3,0,9,20,18,14,21,36,14,135,231,91,64,441,802,592,404,134,90,75,70,106,3094,4,0,0,11,10,14,8,5,0,5,3,1241,1294,250,107,108,640,1078,1671,2736,2282,1890,2709,3279,1565,18320,8,3,4,8,3,37,225,371,471,978,2590,259,4969,0,0,0,10,28,79,171,102,76,97,126,39,713,7,0,0,7,4,111,622,608,752,1116,2050,250,5528,0,0,0,0,6,21,66,71,108,230,442,45,987,5,3,3,33,64,312,651,509,207,667,608,148,3203,3,5
LGA14220,22,5,352,0,0,0,9,3,35,30,10,6,0,5,5,102,3,0,3,0,9,49,109,41,21,11,3,4,246,0,0,0,0,0,3,12,5,5,5,0,4,38,0,0,0,11,23,57,35,13,3,9,0,6,160,0,0,12,26,20,41,19,9,0,0,0,10,129,0,0,0,3,0,4,3,0,0,0,0,0,18,0,0,0,0,0,3,3,0,0,0,0,4,16,25,11,5,123,314,158,76,12,8,6,9,37,787,0,0,0,3,3,5,0,0,0,0,0,110,130,34,15,25,187,389,396,402,172,83,62,48,177,1983,0,0,4,4,0,21,82,64,66,47,31,48,372,0,0,0,0,3,11,30,7,4,0,0,11,71,5,0,0,4,6,62,167,71,46,31,14,28,437,0,0,0,3,0,9,23,11,4,6,9,4,63,0,0,0,13,9,79,78,24,6,7,4,19,235,0,0
LGA14300,9,0,120,0,0,0,0,4,10,8,5,5,0,0,0,27,0,0,0,3,0,16,25,19,17,10,3,5,92,0,0,0,0,0,3,3,0,6,0,0,0,8,0,0,0,3,4,21,15,0,0,0,0,3,53,0,0,0,4,3,10,3,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,29,74,41,14,0,0,0,0,11,181,0,0,0,0,3,0,0,0,0,0,0,25,31,6,5,8,44,92,105,104,56,45,27,12,44,554,0,0,0,0,0,7,35,36,15,21,17,18,144,0,0,0,0,0,5,6,3,0,0,0,0,21,0,0,0,0,0,18,46,35,20,17,7,14,158,0,0,0,0,0,0,11,5,0,4,0,0,20,0,0,0,0,4,19,32,10,5,0,4,11,91,0,0
LGA14350,24,0,327,0,0,0,9,22,56,41,10,6,4,7,0,161,0,0,0,0,10,54,154,60,29,15,6,3,336,0,0,0,0,3,11,30,11,0,8,0,5,74,0,0,0,7,31,75,71,22,6,10,4,5,237,0,0,3,53,47,110,46,11,0,0,4,3,276,0,0,0,9,13,6,11,4,0,0,7,4,56,0,0,0,3,5,10,6,4,5,0,0,8,34,35,27,33,247,634,379,171,27,7,3,12,81,1645,4,0,0,0,11,6,0,3,0,0,0,173,198,45,28,45,334,778,739,636,220,92,70,62,291,3348,0,0,0,0,6,14,100,94,64,63,31,47,413,0,0,0,4,5,32,44,12,3,0,0,8,120,0,0,0,5,4,57,219,104,82,33,16,64,602,0,0,0,0,0,12,35,19,8,13,4,10,105,0,0,0,0,13,71,137,45,15,15,0,24,324,0,0
