LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA10800,1012,466,435,588,720,655,510,368,145,4907,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,211,86,95,69,68,55,18,11,0,621,60,31,38,36,36,45,35,26,3,314,1286,592,577,700,826,757,565,411,150,5861,0,4,0,11,0,5,4,0,0,23,277,124,123,154,184,223,192,153,45,1485,0,0,0,0,0,0,0,0,0,0,3,3,4,5,4,3,10,3,0,33,0,0,0,0,0,0,0,0,0,0,384,179,163,187,185,210,132,79,27,1547,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,0,0,8,0,5,9,0,3,4,4,0,3,36
LGA10850,1121,578,448,706,809,715,567,367,85,5407,5,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,6,0,0,0,19,5,4,4,3,5,6,0,0,0,24,311,130,125,144,114,120,51,15,8,1011,124,66,46,66,66,65,50,27,8,510,1570,784,622,921,995,913,674,414,94,6989,8,0,0,9,5,0,0,3,0,28,269,151,151,185,261,281,217,167,64,1746,0,0,0,0,0,0,0,0,0,0,18,10,11,6,20,16,14,10,0,107,0,0,0,0,0,0,0,0,0,0,463,240,220,238,268,284,206,107,32,2065,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,9
LGA10900,8529,4923,3746,5822,7058,7101,4719,2659,1195,45760,16,9,25,27,30,41,13,3,0,163,44,22,35,32,18,18,7,7,0,176,15,4,11,31,16,39,28,13,4,162,4,4,0,6,3,4,0,0,0,33,4,0,6,0,0,0,0,0,0,12,76,56,85,132,121,107,41,6,6,621,88,66,83,136,132,108,41,6,6,667,4527,2721,2287,3132,3060,2887,1305,528,162,20610,1414,894,685,976,1089,1029,626,326,182,7229,14798,8744,6995,10398,11647,11452,6799,3549,1553,75939,96,76,122,161,191,208,135,25,0,1020,1864,1110,796,1448,1872,2307,2047,1118,522,13097,0,0,5,0,0,0,0,0,0,4,364,268,196,217,271,332,236,115,64,2055,57,41,38,23,14,15,14,3,5,227,2979,1760,1235,1803,2220,2220,1815,837,303,15166,10,0,0,11,12,21,12,13,6,83,103,56,28,70,97,78,66,44,14,551,40,33,25,39,40,58,29,27,8,292
LGA10950,539,269,209,336,321,251,287,143,43,2392,0,0,0,0,0,0,0,0,0,0,9,0,3,10,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,29,48,36,18,19,6,0,0,219,66,30,14,30,36,31,16,15,4,248,682,325,283,413,374,303,314,156,45,2898,0,0,0,3,0,0,0,0,0,3,129,65,65,65,106,81,94,61,20,683,0,0,0,0,0,0,0,0,0,0,7,5,9,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,208,126,92,106,133,86,100,67,22,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA11150,516,257,271,306,306,248,152,100,16,2163,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,72,22,39,43,34,20,11,0,0,249,136,56,41,62,44,39,33,22,4,439,725,333,361,418,391,303,193,121,16,2871,0,0,4,0,0,0,0,0,0,6,79,47,45,49,74,65,63,21,16,466,0,0,0,0,0,0,0,0,0,0,5,4,4,3,3,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,267,116,140,104,142,103,49,32,14,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,6,3,0,14
LGA11200,250,178,124,153,212,154,77,57,17,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,137,70,49,41,39,20,3,9,0,374,52,18,22,21,23,10,6,3,0,164,450,262,193,219,284,187,91,65,22,1762,0,0,0,0,3,0,0,0,0,5,43,26,32,24,70,71,39,24,13,345,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,4,0,0,3,4,0,0,0,20,102,42,66,43,74,61,31,13,6,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA11250,1399,1038,902,1199,1797,1855,1370,1069,354,10988,8,0,9,9,5,0,0,0,0,30,13,0,3,4,0,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,4,9,6,9,6,13,0,0,0,39,11,10,7,7,6,13,0,0,0,49,1377,818,662,620,638,478,215,122,33,4969,522,302,283,271,264,232,202,185,103,2363,3335,2179,1886,2122,2730,2599,1793,1377,493,18515,12,9,16,13,14,17,11,0,0,96,261,158,192,217,308,413,336,188,106,2180,0,0,0,0,0,0,0,0,0,0,18,14,13,9,40,37,35,31,8,198,0,0,0,0,0,0,0,0,0,0,594,403,456,401,579,659,524,339,143,4099,0,0,0,0,5,13,6,4,0,31,9,3,5,3,13,4,6,8,5,51,0,0,0,0,5,8,8,4,4,29
LGA11300,2886,2169,2105,2315,2361,1945,1536,1284,593,17197,240,455,1143,224,107,86,46,31,8,2336,101,132,182,94,47,54,27,12,0,650,6,0,4,5,3,7,3,3,0,30,0,0,0,0,0,0,0,0,0,0,11,24,48,11,0,0,0,0,0,104,11,16,30,20,11,9,4,0,0,107,27,41,72,26,16,9,4,0,0,207,976,1558,1592,864,931,615,258,163,63,7018,341,475,538,298,335,249,143,137,115,2628,4773,5228,6137,4165,4208,3224,2143,1734,811,32426,140,412,635,367,363,298,133,81,60,2490,193,174,168,167,255,242,223,120,107,1651,0,5,0,0,0,4,0,0,0,12,56,48,75,33,51,36,25,14,14,356,0,0,0,0,0,0,0,0,0,3,1418,1104,1103,1143,1193,1027,877,766,444,9076,9,3,3,4,6,0,0,0,0,33,239,173,113,166,266,128,197,198,83,1557,15,9,9,11,8,11,9,16,0,85
LGA11350,1713,1097,878,1537,2223,2110,1284,903,427,12162,19,12,20,20,27,19,3,3,0,122,9,13,10,9,9,9,0,0,0,59,98,12,19,81,39,24,13,0,0,289,4,0,0,3,0,3,0,0,0,18,3,12,10,5,20,5,7,3,0,56,47,40,48,95,84,69,19,0,0,405,59,49,55,106,106,72,23,10,0,473,2590,1201,1311,1882,1888,1661,549,182,84,11346,746,460,431,551,631,528,197,94,60,3686,5391,2917,2838,4397,5152,4629,2121,1201,571,29208,102,44,79,124,142,196,85,6,0,792,240,183,136,315,462,661,586,296,191,3076,0,0,0,0,0,0,0,0,0,0,9,5,11,13,16,24,17,5,12,122,0,0,0,0,0,0,0,0,0,0,642,371,358,454,658,711,424,221,118,3955,0,0,0,0,0,3,0,0,0,4,8,8,7,12,22,21,23,6,5,111,0,8,3,9,17,30,18,6,0,83
LGA11400,2103,1052,841,1245,1584,1476,1107,630,212,10259,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,4,3,0,4,0,0,27,7,0,11,4,3,3,4,0,0,33,496,208,179,238,238,172,93,52,6,1683,188,81,65,96,96,103,71,52,22,778,2804,1353,1103,1587,1938,1767,1281,738,246,12819,10,5,8,14,11,13,7,0,0,69,660,306,265,405,523,518,500,272,116,3564,0,0,0,0,0,0,0,0,0,0,77,37,17,42,44,27,21,20,16,309,19,13,19,9,9,9,4,5,0,78,884,460,341,424,530,449,375,207,64,3737,0,0,0,0,0,5,0,0,0,7,0,0,3,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,4
LGA11450,10416,5752,5618,7273,6045,4692,2655,1425,670,44551,71,33,51,70,38,13,10,0,0,285,205,92,110,94,56,23,15,10,0,602,14,3,11,4,5,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,9,12,12,11,8,4,3,0,0,59,34,13,14,28,15,17,0,0,0,127,41,26,32,43,22,16,9,0,0,191,2127,1315,1141,1128,814,520,199,83,32,7372,779,460,417,445,386,296,191,137,63,3180,13764,7744,7473,9150,7468,5608,3092,1654,772,56737,168,96,164,198,124,76,45,9,3,877,3204,1878,2026,2556,2405,1987,1552,786,339,16726,48,23,47,27,19,15,3,0,0,179,203,116,96,155,161,104,76,31,25,979,22,19,9,14,11,6,5,7,9,102,7038,3601,3914,4117,3317,2405,1512,713,249,26874,14,6,3,15,12,5,7,0,3,70,377,203,251,261,222,131,68,30,9,1550,48,36,25,40,45,51,26,19,8,294
LGA11500,19324,14918,12723,12568,14824,13844,6820,3124,990,99132,1068,538,897,862,610,289,123,35,8,4426,2663,1300,1448,1226,971,446,189,49,8,8294,8,10,6,7,7,8,6,3,4,70,0,6,3,0,4,0,0,0,0,17,150,96,199,94,56,38,14,5,5,655,73,81,103,91,77,49,20,5,5,492,222,179,309,189,141,81,32,15,5,1160,5325,3408,3258,2326,1931,1418,510,202,39,18417,2776,1747,1505,1308,1366,1090,568,379,288,11025,32016,22572,20673,19091,20425,17569,8386,3856,1360,145958,682,513,640,718,610,504,254,76,25,4041,3371,2665,2662,2874,3339,4165,3062,1226,466,23828,13,6,18,7,0,6,5,0,0,59,472,287,279,305,320,348,256,111,20,2402,59,37,45,33,21,10,22,8,3,238,8427,5892,5386,5191,5571,5583,3692,1530,474,41742,22,10,22,16,19,26,17,8,0,138,525,318,376,389,407,353,241,99,25,2725,96,71,90,118,114,119,119,35,16,777
LGA11520,8649,4971,6800,7992,6955,5624,4205,3039,1238,49479,236,173,632,240,120,77,51,16,7,1553,179,164,269,162,123,82,48,24,13,1066,38,10,28,36,27,35,19,11,14,212,0,0,0,0,0,0,0,0,0,0,22,15,64,19,8,3,3,0,0,129,22,24,55,47,39,29,18,3,0,237,42,40,123,66,48,35,25,4,0,368,2250,2307,3454,2288,1725,1352,476,245,85,14193,1127,813,1378,1048,756,585,371,277,135,6494,12747,8826,13289,12227,10117,8069,5310,3675,1505,75760,184,275,774,472,389,355,162,88,35,2731,769,484,651,969,1028,1066,1031,543,365,6915,6,0,7,8,8,6,0,0,0,39,92,66,169,115,71,82,60,25,19,698,0,0,7,5,0,0,0,0,0,7,5648,3095,3634,4341,4300,3256,2671,1942,931,29813,4,0,5,7,6,3,3,4,4,28,756,382,297,566,660,323,298,295,109,3677,33,12,45,27,13,26,23,9,9,212
LGA11570,31420,21201,20719,24263,23930,21089,16473,12216,4768,176088,804,686,1710,757,468,331,123,58,11,4967,19125,9316,11745,7758,5082,2893,1208,413,100,57637,21,13,27,19,29,21,13,12,8,169,7,0,3,5,8,0,0,0,0,23,160,155,340,100,71,43,16,7,0,893,191,152,194,169,182,158,57,17,6,1122,353,306,536,277,262,200,73,29,7,2038,6307,5106,5125,4769,5291,3354,1442,954,273,32611,5318,3346,3794,3265,3096,2335,1395,1226,758,24526,66998,42713,46614,44674,42336,32880,21766,15633,6142,319748,2806,2650,2981,3287,3626,3386,1411,740,328,21214,1958,1541,1636,1953,2584,3240,3055,2085,1531,19569,33,10,18,23,12,13,9,6,0,113,646,484,506,485,545,555,367,201,88,3881,0,0,6,3,3,3,0,6,0,23,15180,10406,9777,10498,10983,9635,7291,4924,2357,81035,57,16,29,39,30,36,24,11,6,239,5303,3424,2877,4259,4599,2890,3459,3032,858,30707,110,74,113,122,126,109,72,65,24,817
LGA11600,378,197,197,268,351,267,215,117,36,2027,4,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,12,124,55,48,54,43,20,5,3,0,344,45,14,20,21,26,24,17,4,0,172,556,270,283,350,430,313,228,127,38,2586,0,3,7,0,0,0,0,0,0,13,110,59,65,67,97,112,52,29,15,605,0,0,0,0,0,0,0,0,0,0,7,6,4,9,12,3,4,8,0,49,0,0,0,0,0,0,0,0,0,0,161,88,81,96,118,95,66,41,18,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7
LGA11650,38835,25059,20272,28082,31497,29454,24308,16914,7081,221499,150,70,171,114,115,54,35,23,0,722,246,126,201,150,111,85,35,9,3,969,39,37,34,37,60,58,51,30,22,364,3,7,4,7,4,6,0,0,0,34,21,20,43,9,5,7,0,3,0,104,120,115,144,190,183,121,45,9,12,949,144,146,189,204,201,136,46,12,12,1090,15799,9335,8315,8133,7086,5448,2935,1669,644,59362,5051,3190,2747,3067,3269,2813,2276,1832,1193,25435,60697,38251,32340,40354,42856,38398,29810,20514,8962,312181,426,284,460,595,609,511,233,47,3,3181,9285,6668,5588,8167,10535,11375,11455,7311,3432,73813,8,0,0,4,3,3,0,0,0,24,1068,558,476,635,671,819,753,455,191,5620,64,34,44,31,18,17,10,4,11,238,15933,9775,7756,9400,11220,10475,9007,5294,2152,81003,68,31,38,43,54,74,59,44,18,429,364,177,173,297,342,281,265,196,58,2148,235,142,153,166,200,198,149,78,33,1350
LGA11700,291,159,156,182,207,222,151,51,7,1421,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11,5,4,0,4,0,0,0,0,0,12,85,54,54,46,41,42,18,10,0,341,35,25,29,29,27,24,24,4,5,200,413,238,251,255,282,286,189,64,14,1989,0,0,0,0,0,0,0,0,0,0,32,27,21,29,47,51,37,14,5,256,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,100,86,73,62,75,81,49,18,3,538,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,6779,4239,4091,4830,5072,5114,3239,1941,752,36053,7,9,16,9,8,5,3,0,0,57,19,11,13,15,6,11,0,0,0,74,0,0,0,3,5,3,3,3,0,22,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,9,22,21,20,34,26,6,5,0,0,144,22,26,24,35,28,6,5,0,0,157,3014,1547,1382,1139,967,839,376,154,48,9459,988,654,701,629,637,562,327,229,65,4784,10858,6517,6270,6703,6764,6575,3972,2326,864,50838,53,36,57,63,46,43,20,0,0,320,2538,1605,1541,1853,2009,2156,1807,853,356,14717,0,0,0,0,0,0,0,0,0,0,103,65,60,70,94,106,67,36,16,622,0,0,0,0,0,0,0,0,3,9,2410,1496,1431,1390,1450,1355,1033,492,163,11206,0,0,4,0,3,8,4,8,0,29,26,4,20,17,10,22,14,3,0,118,20,14,22,22,25,23,34,18,8,188
LGA11730,5315,3411,2276,3835,5339,5960,4860,3015,1052,35070,5,6,16,6,6,6,3,0,0,31,9,4,5,7,9,6,3,0,0,44,5,0,6,6,4,3,0,0,0,23,4,0,8,0,0,4,0,0,0,16,7,0,3,6,0,4,0,0,0,28,19,14,18,38,34,34,7,0,0,161,24,14,31,46,35,39,9,4,0,204,2819,1289,1103,1147,1196,1132,556,241,82,9562,1003,558,468,551,553,550,366,231,109,4389,9226,5320,3927,5648,7229,7750,5816,3499,1249,49668,48,25,50,47,59,83,42,3,0,363,1450,1068,718,1167,1774,2371,2413,1432,637,13040,0,0,0,0,0,0,0,0,0,0,117,65,53,60,82,108,101,57,19,670,0,0,0,0,0,0,0,0,0,5,1603,1005,775,985,1439,1649,1506,855,312,10133,0,0,0,0,0,0,4,5,0,7,11,9,9,10,14,11,6,3,0,77,63,33,26,42,39,53,59,23,8,340
LGA11750,670,396,437,441,558,421,275,164,52,3416,0,0,5,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,3,0,0,3,0,0,0,0,10,207,111,125,85,69,39,7,4,3,653,138,60,80,71,48,52,38,12,8,503,1017,578,656,602,685,508,321,177,54,4612,3,0,5,8,0,0,0,0,0,20,120,74,99,105,118,133,92,44,29,818,0,0,0,0,0,0,0,0,0,0,31,7,13,14,13,15,3,4,0,102,0,0,0,0,0,0,0,0,0,0,342,176,222,180,190,178,116,85,33,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,5,0,0,0,4,0,12
LGA11800,7336,4563,3510,5244,6834,6925,5076,3221,1315,44018,35,12,41,27,10,11,0,0,0,153,60,27,31,31,24,14,5,0,0,191,0,3,6,4,10,4,0,8,0,35,6,4,9,4,4,0,0,0,0,37,192,158,213,128,107,77,23,36,4,939,50,31,40,59,56,40,16,9,4,302,251,189,260,189,175,122,42,40,10,1275,4062,2538,2021,2082,2015,1828,898,387,134,15968,1260,801,625,701,776,746,521,384,239,6058,13113,8211,6586,8402,9986,9773,6581,4061,1703,68419,109,75,109,135,127,136,61,7,3,768,1678,996,863,1354,2108,2578,2413,1520,647,14151,0,0,0,0,0,0,0,0,0,0,314,137,118,148,155,165,129,64,23,1245,0,0,0,0,3,0,0,0,0,8,2749,1577,1299,1598,1971,2066,1631,938,306,14133,11,8,5,7,6,11,15,3,0,56,40,12,24,21,18,32,20,15,10,193,68,50,50,58,69,62,67,36,8,471
LGA12000,671,337,248,376,467,425,393,244,93,3245,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,4,0,0,0,4,0,0,0,0,20,162,58,43,78,58,44,21,11,0,485,65,32,21,31,57,38,44,17,12,324,924,426,314,496,595,518,462,273,104,4102,3,6,0,4,0,4,3,0,0,22,110,67,66,89,148,125,149,86,23,877,0,0,0,0,0,0,0,0,0,0,14,6,5,9,3,12,7,0,0,60,0,0,0,0,0,0,0,0,0,0,358,167,100,140,166,167,146,90,27,1359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,9
LGA12150,657,363,327,403,474,474,338,232,68,3343,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,119,65,39,36,42,22,10,9,0,342,79,54,28,44,38,39,33,12,5,323,862,485,399,484,567,543,376,246,74,4033,4,0,0,0,0,3,0,0,0,11,238,142,124,126,193,189,117,81,40,1252,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,224,102,104,89,152,151,133,69,23,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,4,0,0,0,0,4,5,0,20
LGA12160,1665,897,689,1022,1294,1361,1170,689,266,9056,0,0,3,0,4,0,0,0,0,8,4,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,10,4,0,0,0,3,4,0,0,3,15,340,146,129,135,161,143,78,23,7,1164,148,73,66,63,89,103,90,50,12,706,2173,1118,894,1231,1560,1623,1343,767,286,10993,9,0,8,6,0,0,0,0,0,27,503,284,261,336,401,569,592,378,165,3479,0,0,0,0,0,0,0,0,0,0,19,9,9,11,14,20,22,16,0,114,0,0,0,0,0,0,0,0,0,0,744,404,287,389,480,461,374,263,111,3516,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,22,4,0,0,0,0,5,10,5,0,27
LGA12350,1695,983,739,1094,1277,1514,1218,773,296,9589,5,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,8,8,0,0,0,0,23,6,0,4,8,7,0,4,0,0,36,357,215,156,173,176,165,92,30,8,1380,235,134,112,117,127,149,114,73,18,1080,2311,1347,1014,1397,1605,1839,1440,878,323,12146,9,3,10,15,18,10,0,0,0,62,416,313,216,305,471,517,528,357,141,3257,0,0,0,0,0,0,0,0,0,0,26,19,16,12,32,27,28,6,0,172,51,24,24,30,8,15,3,0,0,152,675,402,302,330,492,543,479,259,124,3610,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,6,3,0,0,34,22,8,21,13,12,26,16,7,9,121
