LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA15950,3612,2398,7504,5503,3840,3897,2806,1486,746,31788,148,132,613,193,56,39,30,6,0,1225,53,42,198,66,38,24,10,9,4,429,71,45,126,83,75,118,88,49,30,683,0,0,0,0,0,0,0,0,0,4,19,9,34,18,11,8,4,4,0,97,13,21,64,71,33,33,8,6,0,242,32,29,97,79,44,41,16,10,0,341,2004,1807,5442,3544,2161,1772,963,356,120,18173,879,724,2008,1409,923,800,498,281,173,7699,6938,5347,16555,11354,7398,6876,4520,2220,1077,62287,129,135,439,514,256,193,135,34,9,1857,981,506,1365,1285,1170,1198,1321,643,285,8761,5,0,3,0,0,0,0,0,0,7,37,15,99,86,46,48,35,14,10,377,0,0,0,0,0,0,0,0,0,0,2131,1139,3104,2563,1748,1509,1281,670,296,14448,7,7,6,3,8,12,4,0,0,41,113,61,168,154,136,85,54,40,16,818,3,9,17,18,8,9,8,0,0,74
LGA15990,29641,15099,16139,23706,22142,17914,14162,9209,4898,152915,172,159,361,170,120,58,28,17,4,1089,222,176,227,196,175,87,40,8,6,1128,152,71,86,154,122,113,80,47,16,857,0,0,0,4,0,0,0,0,0,8,52,94,160,38,29,20,11,5,5,404,135,93,156,148,160,107,37,14,3,856,190,193,321,189,188,127,46,17,9,1274,12850,6989,9090,10387,7870,5594,2965,1483,642,57884,3559,2088,2726,2913,2491,2027,1344,919,662,18730,47245,25166,29575,38582,33857,26377,18821,11760,6250,237639,407,353,580,804,724,527,227,79,13,3706,7166,3573,2941,5802,7055,6110,6210,3956,2278,45098,4,0,0,5,0,0,0,0,0,11,331,197,276,249,298,299,221,131,78,2084,0,0,0,0,0,0,0,0,4,9,14220,6940,6225,8770,9108,6307,5063,3224,1437,61304,12,3,12,7,15,12,10,9,6,87,679,365,358,556,608,441,312,219,103,3635,105,64,100,113,92,75,52,20,13,639
LGA16100,747,382,301,489,500,604,414,197,72,3707,0,0,0,0,0,0,0,0,0,3,3,3,5,3,5,6,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,5,10,0,0,0,0,18,0,0,7,5,10,0,5,0,0,27,197,124,88,105,94,108,59,15,0,803,73,110,49,40,59,54,58,16,6,467,1025,623,450,649,670,777,541,237,83,5043,5,3,4,6,4,3,0,0,0,20,131,77,72,118,155,165,167,84,30,990,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,13,9,4,0,38,0,0,0,0,0,0,0,0,0,0,333,242,166,173,233,206,212,86,35,1692,0,0,0,0,0,0,0,0,0,0,3,3,5,0,9,3,10,3,4,31,0,0,0,0,0,0,0,0,0,4
LGA16150,5910,3729,3361,3666,3898,3403,2415,1696,701,28780,29,17,28,24,11,7,0,0,0,118,42,31,35,29,13,9,0,5,0,148,6,6,0,3,0,4,0,0,0,18,0,0,0,4,0,0,0,0,0,6,5,7,9,6,0,0,5,0,0,30,12,22,18,15,14,12,0,0,0,89,14,27,25,23,14,17,4,0,0,127,1616,946,955,730,560,462,183,68,28,5556,780,432,399,422,338,350,211,121,40,3091,8424,5216,4848,4939,4871,4271,2822,1895,768,38054,32,31,41,44,36,35,11,3,0,235,1457,819,813,1027,1136,1115,993,649,265,8269,0,0,0,0,0,0,0,0,0,0,60,49,54,51,61,85,62,40,13,475,76,42,46,32,12,24,8,10,7,253,2693,1521,1537,1436,1551,1305,1067,692,252,12060,9,0,4,3,4,14,3,5,5,45,24,8,14,31,32,17,24,22,0,171,18,13,4,18,21,9,5,11,0,99
LGA16200,2483,1306,1161,1419,1635,1473,1156,837,335,11808,12,0,3,4,3,0,0,0,0,17,13,0,7,4,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,28,7,3,6,9,3,3,0,0,0,35,426,205,204,158,173,104,47,30,11,1363,338,178,135,144,144,130,114,75,29,1297,3278,1709,1521,1760,1967,1724,1323,950,369,14594,4,7,12,3,15,11,3,0,0,59,622,388,337,381,506,586,448,300,137,3708,0,0,0,0,0,0,0,3,0,3,107,22,56,49,53,50,38,20,9,400,12,12,13,5,9,8,5,0,3,56,862,568,427,429,498,502,356,236,100,3989,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,0,0,0,0,11,6,0,3,0,0,8,4,0,0,20
LGA16260,18560,12421,14218,15273,14286,12450,9252,5936,2611,105004,3240,1748,6553,2372,1094,709,233,110,29,16081,2119,1338,2033,1276,833,445,205,80,9,8347,45,9,37,37,30,28,25,15,7,236,6,0,4,0,0,0,0,0,0,7,286,392,991,227,90,48,11,9,0,2057,198,202,375,254,209,135,57,40,7,1473,487,588,1371,480,296,187,69,52,13,3532,6789,5825,7133,5676,5316,3318,1546,761,171,36520,2460,2424,3654,2417,1954,1367,850,655,454,16232,34719,25263,36548,28962,25281,19478,12609,7807,3348,194019,970,851,1712,1636,1473,1155,569,208,83,8656,2468,1623,1752,2299,2553,2589,2600,1781,1054,18711,17,8,13,10,14,4,0,0,0,65,738,495,628,665,619,595,342,184,84,4360,118,69,93,56,33,40,30,25,5,469,9537,5449,6600,7042,6120,5100,3923,2384,953,47122,63,34,59,48,36,46,31,20,6,334,670,340,434,619,549,390,335,288,94,3717,54,21,77,64,52,53,32,15,3,368
LGA16350,26978,18390,17653,18731,18941,16612,8567,4221,1585,131675,479,278,421,390,307,177,67,32,9,2164,941,509,610,471,362,252,130,42,4,3312,0,8,10,5,9,10,6,0,0,48,9,4,3,0,6,4,0,0,0,25,200,136,246,102,95,45,21,12,0,855,58,79,124,106,95,67,37,10,4,581,268,221,375,214,191,114,56,24,4,1464,7009,4607,4878,3423,2562,1672,665,244,89,25142,2783,2151,2111,1736,1635,1321,735,411,204,13076,38706,26382,26314,25261,24299,20355,10271,4987,1894,178465,332,231,403,417,344,253,99,25,11,2118,6055,3756,4147,5012,5242,5456,3938,1715,775,36104,31,23,31,14,21,19,8,9,5,152,296,212,313,257,252,295,210,77,26,1937,106,72,58,47,38,19,22,9,3,377,13951,8957,8524,8544,8176,7231,4753,2060,692,62880,31,22,32,24,39,40,37,11,7,245,642,385,383,465,454,360,315,186,51,3239,87,78,68,77,79,82,67,29,7,579
LGA16380,8271,4609,3568,6094,7481,7851,7664,5140,1949,52625,15,6,29,20,16,7,4,0,0,96,23,10,13,16,13,9,3,0,0,95,11,5,0,8,6,19,9,7,0,62,7,0,3,3,0,3,0,0,0,17,3,3,0,4,0,0,4,0,0,20,12,25,25,35,39,34,12,5,6,194,24,30,31,41,45,38,12,5,6,230,3419,1882,1501,1647,1704,1515,966,540,173,13335,1106,669,480,580,739,746,605,513,322,5753,12944,7249,5690,8495,10092,10284,9282,6208,2452,72694,53,46,60,103,92,109,60,9,5,542,2002,1198,1005,1782,2691,3132,3889,2529,1100,19328,4,0,0,0,0,0,0,0,0,3,99,52,61,62,89,165,214,108,58,915,0,0,0,0,0,0,0,0,0,4,3697,2005,1397,1906,2417,2434,2342,1369,546,18106,0,0,0,6,11,10,12,4,5,56,37,14,16,24,28,42,25,11,9,204,68,27,31,37,43,45,59,32,9,345
LGA16400,8078,4901,3928,5776,6635,6845,5951,3176,999,46291,18,10,20,16,10,0,0,0,0,85,18,8,14,8,9,9,0,0,0,77,9,0,0,3,6,6,7,4,0,34,5,3,4,9,7,5,0,0,0,27,3,3,4,3,0,0,0,0,0,10,10,16,44,33,30,35,20,4,0,192,18,17,47,43,37,39,19,4,0,229,3426,1936,1594,1605,1450,1197,704,267,85,12265,1020,671,530,600,694,679,569,413,295,5475,12628,7589,6188,8120,8933,8833,7271,3868,1381,64807,85,48,80,86,89,70,34,13,4,510,2379,1416,1157,1913,2462,2799,3063,1593,544,17327,0,0,0,0,0,0,0,0,0,5,272,143,133,176,188,206,208,133,32,1498,7,0,0,6,0,0,6,0,3,19,2745,1808,1360,1741,1989,2118,1999,1002,303,15058,0,5,4,3,6,18,19,9,7,72,42,25,34,42,44,59,47,22,3,320,25,16,30,30,40,29,27,22,5,215
LGA16490,6871,4244,3925,5507,5668,4329,2466,1283,455,34748,102,23,149,63,25,14,3,0,0,377,129,57,145,76,33,16,7,0,0,456,9,9,3,8,8,5,8,0,0,49,4,4,3,0,5,0,0,0,0,12,35,33,89,28,3,0,0,0,0,191,23,31,48,47,54,30,3,0,0,236,61,59,136,76,59,39,3,0,0,433,2607,1579,1786,1921,1598,1146,429,124,37,11235,944,634,636,669,720,527,242,118,54,4547,10784,6638,6857,8439,8201,6153,3180,1543,550,52341,53,45,73,100,94,73,30,12,0,474,1370,940,843,1185,1769,1463,939,447,202,9169,0,0,0,0,0,0,0,0,0,0,79,44,55,53,95,73,30,10,0,444,37,30,30,20,17,6,7,3,0,160,3215,2033,1800,1994,2409,1706,1141,562,220,15080,0,3,0,0,4,4,5,0,0,27,253,135,163,221,212,176,139,108,33,1447,23,17,8,19,29,17,9,0,0,120
LGA16550,11285,8768,11816,10965,9271,7539,5833,4433,2020,71928,106,254,347,140,103,64,35,17,4,1067,378,579,619,293,205,127,53,16,6,2267,1220,454,498,934,660,618,424,258,297,5370,3,3,0,3,4,0,0,0,0,20,12,26,34,7,9,12,13,3,0,115,27,56,92,65,62,36,18,7,0,354,39,88,127,76,79,47,21,11,0,498,4243,6359,6860,4689,3217,2149,907,448,165,29029,1881,2550,3078,2265,1735,1271,805,557,253,14386,19505,20122,24346,19968,15819,12315,8282,5861,2772,128990,256,844,768,566,462,476,295,135,44,3844,1541,1160,1543,1890,1904,1661,1395,866,499,12460,17,10,14,15,19,11,4,5,5,99,80,136,124,138,96,85,68,33,14,777,0,0,0,0,0,0,0,0,0,5,7047,4320,6489,5437,4579,3529,2889,1939,997,37221,0,3,8,6,8,5,0,0,0,32,1159,780,647,915,1172,890,757,912,399,7636,23,8,16,31,20,24,26,17,12,175
LGA16610,2892,1669,1333,1849,2343,2429,1926,1284,467,16198,4,0,0,5,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,6,15,18,10,7,3,0,0,67,7,6,12,18,14,7,3,0,0,68,1220,547,466,410,439,391,163,78,27,3743,454,246,179,203,239,224,177,108,69,1889,4588,2482,1996,2504,3063,3077,2284,1476,566,22038,15,4,14,23,20,14,16,0,0,110,612,419,345,554,713,869,828,529,208,5072,0,0,0,0,0,0,0,0,0,0,41,24,26,34,50,39,48,23,17,292,0,4,0,3,0,0,0,0,0,10,1192,698,525,585,737,793,693,394,155,5772,0,0,5,0,0,0,0,0,0,4,0,6,0,9,3,3,7,5,0,26,21,15,3,17,12,14,20,14,0,115
LGA16700,10725,6920,7739,9149,8519,7126,5146,4152,2052,61525,486,345,1048,408,253,186,92,45,14,2888,479,401,585,347,194,152,61,29,7,2247,60,31,40,61,46,61,59,33,17,413,0,0,6,0,0,0,0,0,0,7,64,68,158,44,32,16,7,0,0,397,41,53,79,79,69,49,20,11,4,401,114,118,239,130,96,65,28,15,3,800,3644,4642,4864,3466,3046,2026,822,509,165,23188,1169,1317,1376,954,917,706,440,356,199,7441,17122,14506,16870,15266,13753,10838,6901,5287,2501,103040,435,544,1127,911,637,539,340,165,48,4741,1307,946,951,1214,1522,1432,1193,879,605,10057,4,0,5,3,0,0,0,0,0,22,330,206,384,303,264,258,162,111,75,2095,22,13,17,9,6,16,4,0,3,98,5528,3548,3667,4159,3935,3257,2520,1802,958,29375,22,3,10,22,5,10,7,5,8,88,507,339,265,405,517,292,243,223,68,2858,24,25,23,33,29,28,17,13,9,206
LGA16900,8992,5855,4875,6520,7077,5926,4344,2607,790,46994,18,13,22,9,18,10,5,0,0,87,157,98,90,101,62,44,38,13,0,591,0,0,0,0,0,0,3,0,0,9,0,4,0,0,0,0,0,0,0,13,3,0,7,0,0,0,0,0,0,13,37,17,25,38,32,17,12,4,0,184,44,18,35,36,38,16,12,4,0,205,3324,1921,1670,1521,1316,801,397,166,54,11175,955,592,473,504,521,427,312,234,69,4090,13562,8556,7241,8783,9108,7274,5125,3034,923,63607,80,55,82,117,81,71,29,11,0,518,2161,1412,1195,1799,2062,2114,1898,1037,404,14081,0,0,0,0,0,0,0,0,0,0,78,50,37,57,84,86,98,57,23,568,0,0,0,0,0,0,4,0,0,3,3772,2649,2123,2314,2732,2352,1698,1096,404,19141,8,8,4,6,6,19,12,4,0,75,493,269,247,387,334,296,254,102,36,2423,85,41,55,64,60,54,48,21,5,443
LGA16950,9768,6094,4513,6726,8994,10139,9372,5965,1990,63564,11,7,20,14,10,4,9,0,0,74,29,18,17,26,15,11,3,0,0,129,0,0,3,6,8,21,21,11,0,76,4,6,0,8,0,0,0,0,0,28,3,6,10,0,0,0,0,0,0,16,62,41,40,67,67,44,24,9,0,355,67,50,51,73,73,50,24,9,0,400,4624,2642,2193,2270,2438,2296,1354,638,213,18672,1729,1149,961,1038,1242,1063,886,704,357,9125,16400,10021,7825,10310,12943,13701,11710,7329,2568,92808,146,92,109,151,161,161,71,17,3,909,2875,1725,1418,2108,2995,4166,4752,2813,1192,24031,0,0,0,0,0,0,0,0,0,0,251,131,107,166,180,260,282,138,48,1559,0,0,0,0,0,3,4,7,0,7,3223,1999,1712,1940,2623,3197,3172,1806,534,20197,22,11,15,10,22,24,22,15,5,137,82,52,31,80,79,73,132,75,14,611,79,36,40,58,72,83,94,49,16,527
LGA17000,3582,2377,2012,2613,2632,2004,1122,686,248,17272,7,6,11,9,0,0,0,0,0,33,11,5,12,6,10,3,0,0,0,53,3,4,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,12,9,13,0,3,0,0,59,8,12,11,9,13,0,3,0,0,61,1051,618,623,495,379,255,93,30,9,3552,346,260,216,220,215,182,103,45,14,1604,5030,3291,2911,3386,3264,2453,1325,759,265,22697,26,12,26,28,23,14,6,0,0,132,1200,810,682,924,1075,951,631,331,145,6744,0,0,0,0,0,0,0,0,0,0,68,33,45,35,50,43,34,7,5,316,31,30,27,9,20,4,3,4,0,129,1326,844,692,762,816,604,378,178,75,5682,0,0,0,0,0,0,0,0,0,8,3,5,5,0,3,0,6,0,3,26,4,4,3,7,8,9,10,4,0,50
LGA17040,2284,1283,1095,1651,2127,1892,1395,804,332,12860,8,4,11,3,9,8,0,0,0,34,7,6,0,8,8,10,3,0,0,36,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,15,15,19,4,3,0,80,3,10,13,15,19,19,4,3,0,81,1011,637,527,591,605,464,219,83,23,4152,476,315,282,408,344,233,155,88,57,2353,3803,2280,1956,2708,3131,2654,1778,976,408,19687,21,24,32,19,47,28,11,3,0,185,540,336,287,463,649,735,627,330,147,4119,0,0,0,0,0,0,0,0,0,0,84,52,22,58,47,50,20,16,6,339,0,0,0,0,0,0,0,0,0,0,825,524,432,528,763,656,591,330,124,4777,0,0,0,0,0,0,0,0,0,6,21,17,11,19,20,18,18,9,3,138,11,4,8,11,17,12,6,4,0,69
LGA17080,2021,1126,993,1364,1674,1578,1232,760,309,11064,15,3,4,13,3,0,0,0,0,32,4,0,6,0,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,8,5,0,0,0,0,23,0,5,0,9,5,0,0,0,0,27,570,243,240,254,220,239,116,43,10,1935,235,139,168,153,147,121,117,59,29,1169,2836,1513,1426,1801,2068,1947,1475,870,349,14293,5,5,17,16,13,10,5,0,0,67,513,340,347,454,615,717,671,385,180,4218,0,0,0,0,0,0,0,0,0,0,36,14,12,21,17,21,18,7,0,152,0,0,0,0,0,0,0,0,0,0,873,420,377,419,485,483,382,224,93,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,4,0,0,26,13,4,12,7,7,12,11,3,0,72
LGA17100,2913,2625,2503,2228,2426,1922,1397,994,494,17499,780,676,1452,597,509,329,152,115,45,4654,480,267,340,224,164,92,46,9,0,1620,0,7,3,0,9,11,3,6,4,44,0,0,0,0,0,0,0,0,0,0,27,51,101,18,12,9,0,5,0,218,24,43,57,11,19,29,4,3,0,195,53,91,155,38,34,38,9,9,0,418,723,1083,1371,628,727,435,196,125,50,5339,494,532,801,396,368,298,154,119,64,3225,5743,5639,7050,4445,4711,3377,2105,1452,671,35191,199,288,517,311,376,313,154,90,29,2280,170,177,185,171,193,220,198,122,120,1559,6,0,6,5,3,0,0,0,0,14,60,46,83,36,51,51,24,11,14,379,0,0,3,0,6,3,0,3,0,18,1612,1369,1416,1138,1230,965,740,520,263,9252,6,4,3,0,5,4,0,5,0,23,199,176,100,160,207,144,134,133,40,1290,10,5,8,21,8,6,7,0,4,68
LGA17150,29755,19334,17431,22613,22822,19979,13284,8956,3792,157953,168,133,210,165,135,98,47,18,11,975,370,280,271,228,228,166,61,24,9,1648,37,27,26,58,43,62,42,11,3,309,5,0,0,0,4,0,0,0,0,8,24,24,51,14,9,11,5,6,0,142,37,45,83,81,85,54,17,3,0,413,60,65,136,102,92,71,19,6,0,566,7507,5144,5689,5195,4600,3454,1583,820,285,34271,2210,1636,1890,1696,1727,1432,987,782,492,12856,40371,26879,25984,30495,30113,25598,16151,10677,4596,210860,234,200,358,483,455,349,195,65,15,2362,6566,4040,3859,5864,6321,6851,5992,3564,2110,45168,4,0,0,0,0,0,0,0,0,8,725,425,416,505,612,526,401,218,94,3924,38,31,42,13,29,3,7,5,0,167,13930,8432,6913,8345,8937,7407,5410,3031,1476,63887,85,31,46,52,49,38,36,12,7,356,1971,1215,875,1410,1629,954,671,395,109,9231,47,34,32,32,49,30,30,38,13,310
LGA17200,4703,8339,18791,11201,7669,6335,4093,2319,794,64251,125,352,1174,263,105,74,25,9,0,2132,325,677,1161,388,222,141,74,29,0,3016,142,167,462,244,214,314,253,210,93,2113,6,8,11,7,6,5,0,0,0,49,5,24,95,26,8,5,0,0,0,162,42,78,278,210,130,83,32,15,0,861,56,114,381,242,140,94,32,14,0,1075,4078,10163,19554,10729,6234,4159,1781,709,170,57572,2153,5087,9099,4501,3006,2235,1218,652,324,28274,12042,26940,55271,29299,18538,14038,7799,4125,1442,169502,492,2864,5946,2848,1055,765,445,197,51,14672,783,1098,2607,1955,1684,1608,1418,654,284,12096,0,0,5,3,8,0,0,0,0,23,53,198,371,211,136,87,62,43,5,1168,0,0,0,0,0,0,0,0,0,4,2742,3926,9931,5402,3756,2872,2002,1038,413,32092,0,5,11,11,3,3,4,0,0,29,423,301,755,666,621,411,356,377,145,4050,9,6,17,34,31,22,22,6,0,153
LGA17310,8601,5063,4484,5494,6283,5986,4513,2736,1046,44210,19,4,29,17,10,8,0,0,0,89,22,6,18,13,17,0,0,0,0,78,0,0,0,0,0,0,4,0,0,5,8,6,0,0,5,0,0,0,0,20,0,7,5,0,0,0,0,0,0,9,20,22,35,32,20,16,6,6,0,145,25,30,41,36,26,12,6,6,0,172,2146,1227,1015,891,761,672,302,130,42,7182,960,653,494,536,559,462,361,220,99,4355,11796,7016,6113,7037,7690,7163,5201,3088,1185,56294,54,34,62,71,45,23,11,0,0,308,2999,1700,1660,2053,2472,2702,2350,1393,585,17909,0,0,0,0,0,0,0,0,0,0,129,65,91,68,74,87,91,37,11,649,30,39,35,13,21,8,5,11,0,158,3270,1851,1665,1714,1939,1723,1348,793,280,14585,0,4,0,0,6,0,4,0,0,26,15,10,8,11,16,6,8,18,5,85,47,29,31,24,39,43,20,7,3,246
LGA17350,937,493,343,563,715,700,565,399,144,4864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,4,3,0,0,0,0,0,6,180,84,67,59,74,58,33,21,3,579,63,34,22,36,48,31,21,31,19,309,1175,615,436,665,845,794,625,454,170,5774,0,5,6,0,5,4,0,0,0,18,245,167,140,132,250,251,239,156,72,1659,0,0,0,0,0,0,0,0,0,0,21,6,6,19,6,31,30,8,3,124,0,0,0,0,0,0,0,0,0,0,410,191,181,183,222,219,188,104,46,1742,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,5,0,15,4,0,0,3,3,0,0,3,0,18
LGA17400,812,382,332,551,676,894,645,367,121,4788,3,0,6,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,5,0,4,11,6,4,0,0,0,29,4,0,4,11,10,4,0,0,0,33,352,129,118,156,184,188,96,29,8,1252,132,66,54,65,120,107,97,36,22,686,1304,586,509,792,999,1207,837,428,152,6812,0,0,7,6,4,15,4,0,0,45,188,113,80,151,196,293,301,152,48,1515,0,0,0,0,0,0,0,0,0,0,8,5,9,6,9,9,12,3,4,55,0,0,0,0,0,0,0,0,0,0,208,130,95,141,171,254,226,109,23,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,14,5,4,0,4,4,15,18,5,0,56
