LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA12390,10,89,16,31,17,0,160,16,225,35,19,13,3,313,391,307,58,152,44,5,951,690,119,36,196,30,11,1083,405,36,0,149,19,5,611,644,18,7,199,7,3,878,400,17,0,80,6,4,510,176,0,4,23,3,0,215,6,0,0,5,0,0,21,3,0,0,5,0,0,10,0,0,0,0,0,0,3,0,7,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,8,4,6,25,38,56,9,57,29,16,196,2798,874,164,927,177,47,4981,13,47,12,13,10,0,102,9,30,20,7,8,3,76,99,273,56,82,19,4,529,380,173,32,124,19,11,743,295,63,10,139,17,3,529,617,76,3,189,12,7,899,917,58,8,260,21,7,1262,648,15,0,108,15,5,789,89,0,0,15,6,0,113,9,0,0,3,0,0,18,4,0,0,0,3,0,5,0,0,0,0,5,0,4,0,0,0,5
LGA12700,0,11,8,4,9,0,37,0,9,5,4,0,0,22,16,0,0,38,7,0,65,47,8,0,52,9,0,117,32,7,0,26,8,0,70,65,0,3,29,0,0,95,43,0,0,11,0,0,52,12,0,0,3,0,0,22,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,9,8,0,28,233,38,18,191,34,0,513,0,0,0,8,3,0,9,0,6,0,5,0,0,9,10,8,0,17,3,0,43,23,10,0,27,3,0,63,26,0,0,27,0,0,51,48,3,0,47,7,0,107,87,0,0,30,6,0,120,44,0,0,14,0,0,58,3,0,0,3,0,0,8,3,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12730,0,3,4,14,5,0,36,21,7,0,12,0,0,47,129,65,21,66,9,0,293,190,22,0,39,12,0,267,38,0,0,16,4,0,62,55,0,0,5,0,0,65,15,0,0,4,5,0,20,10,0,0,0,0,0,11,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,6,8,0,14,15,6,44,466,114,28,171,54,16,842,0,3,0,11,9,0,19,5,7,0,6,9,0,21,95,20,0,39,9,9,179,103,56,10,51,9,3,225,80,17,0,21,5,0,129,98,3,0,26,3,0,133,88,0,0,12,0,0,109,31,0,0,0,0,0,30,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA12750,0,35,8,23,14,0,81,7,102,13,14,8,0,139,63,131,61,121,33,9,403,285,46,19,221,30,8,616,264,36,8,169,13,6,499,567,38,7,215,19,4,850,460,8,0,137,11,0,621,171,0,6,38,10,0,219,17,0,0,9,4,0,25,0,0,0,0,0,0,3,0,0,0,0,4,0,10,0,0,0,3,0,0,7,0,0,0,0,0,0,3,12,0,0,12,6,0,22,22,20,6,56,19,4,129,1866,416,125,1008,179,28,3629,3,9,5,15,7,0,38,0,13,9,10,3,0,36,30,131,16,69,14,9,269,138,104,51,136,38,3,475,159,42,8,135,13,9,360,424,37,7,200,17,4,692,589,51,6,238,14,9,909,430,6,0,137,16,0,586,42,0,0,20,6,0,71,6,0,0,5,3,0,9,4,0,0,4,3,0,8,0,0,0,3,4,0,9,0,0,0,3
LGA12850,20,374,17,17,4,5,440,10,939,28,7,8,3,998,92,981,102,135,36,11,1361,284,679,85,251,73,11,1379,475,236,42,268,67,14,1096,1497,262,63,436,95,17,2365,2412,319,37,622,153,34,3581,3033,91,11,617,169,32,3938,572,10,4,101,26,6,721,104,10,0,18,13,3,136,26,0,0,5,0,0,38,7,12,0,3,0,0,21,0,0,0,0,0,0,9,41,0,0,17,6,0,59,168,249,29,198,56,35,723,8720,4163,416,2694,696,170,16863,16,172,6,18,5,3,209,3,162,5,15,0,0,187,37,1221,35,69,26,13,1403,123,861,109,147,46,10,1292,148,475,41,161,34,6,862,557,391,66,242,62,11,1326,2531,339,77,539,117,27,3633,3986,396,42,876,255,38,5590,2711,105,22,412,145,17,3416,542,16,7,94,25,8,680,132,4,0,26,9,0,165,45,0,0,11,0,0,52,14,0,0,3
LGA12870,0,10,0,22,16,0,48,5,15,10,11,10,0,47,78,19,5,76,12,3,204,150,4,4,92,10,0,255,75,0,0,50,4,3,132,138,0,0,40,10,0,187,37,0,0,17,4,0,62,4,0,0,3,0,0,11,5,0,0,4,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,10,6,3,19,13,0,48,507,54,26,334,83,8,1010,5,0,0,14,12,0,25,9,4,4,7,7,0,32,61,20,0,42,5,6,117,128,4,10,76,9,3,234,70,0,3,60,8,5,145,172,0,0,46,4,5,226,129,0,0,24,3,0,156,16,0,0,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA12900,3,20,0,12,17,0,54,7,52,3,11,7,4,80,92,54,6,67,11,0,233,218,24,0,79,12,4,341,48,0,0,23,0,0,80,25,0,0,14,4,0,38,14,0,0,4,0,0,22,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,16,9,0,16,18,3,62,430,166,14,236,68,11,925,0,12,0,4,9,0,29,0,17,0,14,3,0,30,58,55,9,39,16,4,165,104,34,4,64,15,0,223,92,21,0,44,7,3,160,97,3,0,46,5,0,144,36,0,0,13,7,0,63,12,0,0,9,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12930,11,153,13,12,6,5,199,4,433,12,12,3,0,477,28,237,39,77,12,0,389,89,174,39,140,18,3,459,102,52,8,121,25,3,319,408,52,13,199,31,4,707,1682,65,12,394,34,18,2209,3522,54,12,537,46,16,4184,1816,11,0,302,19,7,2155,579,3,6,100,8,3,702,181,0,0,38,4,0,219,69,4,0,16,0,0,88,28,0,0,7,3,0,37,45,0,0,13,5,0,66,170,118,26,167,31,35,545,8733,1362,175,2132,243,96,12744,15,59,9,6,0,0,84,0,67,7,4,0,0,88,17,511,18,39,12,5,596,53,199,36,88,14,6,387,59,109,23,96,4,4,297,136,82,25,107,46,0,395,499,68,10,229,30,8,850,3399,62,17,483,35,13,3997,3763,29,7,471,35,8,4320,1989,9,5,280,36,6,2333,672,0,3,106,10,0,786,232,0,0,45,3,0,286,70,0,0,16
LGA12950,0,4,0,11,11,0,26,8,23,0,15,6,0,51,51,28,11,45,13,0,145,57,4,7,43,9,0,124,10,0,0,10,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,8,0,17,135,59,24,134,42,0,396,0,3,0,5,0,0,7,0,0,0,5,0,0,3,28,25,7,24,3,0,84,59,21,6,33,14,3,133,31,6,0,24,0,0,67,31,0,0,18,0,0,47,5,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA13010,0,3,0,8,12,0,24,10,0,8,9,9,5,41,111,36,19,61,9,0,237,149,32,4,65,11,0,260,84,8,3,19,7,0,108,54,3,0,14,0,0,73,11,0,0,5,0,0,18,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,12,6,5,11,12,4,52,439,85,48,187,59,8,822,0,0,0,4,7,0,13,4,0,0,5,0,0,14,71,14,17,29,3,6,143,107,21,10,52,3,0,196,74,8,0,46,4,0,133,149,16,6,24,4,0,202,54,4,0,21,0,0,76,8,0,0,7,0,0,12,4,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13310,7,57,3,11,9,3,93,18,165,16,10,5,0,219,150,150,21,100,34,0,465,349,96,11,153,28,5,642,207,46,0,118,9,0,381,355,3,4,105,19,0,503,247,0,0,69,9,0,331,64,0,0,19,0,0,81,4,0,0,8,3,0,13,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,15,28,25,8,39,18,3,122,1442,557,64,636,155,19,2869,6,34,3,4,6,0,59,0,27,12,4,3,0,47,38,194,24,44,17,7,317,165,106,38,84,16,9,414,126,35,0,88,3,0,263,322,48,0,100,15,3,495,613,31,0,137,20,0,804,366,6,0,74,12,0,457,54,0,0,13,0,0,67,5,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13340,3,0,0,6,7,0,22,3,4,4,8,4,7,25,40,7,3,72,23,0,147,67,0,0,86,6,0,160,30,0,0,31,3,0,71,24,0,0,25,4,0,57,21,0,0,10,4,0,35,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,0,5,10,15,6,48,208,19,14,256,68,13,573,0,0,0,5,5,0,13,0,10,3,3,0,0,19,31,10,3,44,9,0,91,48,6,0,70,16,3,146,46,0,0,36,6,0,95,46,0,0,32,3,0,87,41,0,0,19,3,0,57,13,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13450,17,35,11,24,8,4,102,15,75,8,17,6,0,118,191,97,14,92,35,5,436,360,82,13,137,37,7,634,229,11,7,99,20,6,371,353,4,0,73,15,0,443,148,0,0,28,4,0,192,82,0,0,18,0,0,107,4,0,0,0,0,0,10,0,0,0,0,0,0,9,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,21,15,6,31,31,8,114,1437,334,59,519,158,36,2536,0,17,9,8,9,0,45,8,19,3,8,9,0,42,65,86,5,62,23,0,243,322,101,20,98,54,8,598,180,25,4,82,24,0,319,389,31,3,106,26,3,561,360,9,4,86,17,0,477,218,0,0,31,8,0,253,13,3,0,4,5,0,24,3,0,0,0,4,0,4,3,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0
LGA13550,3,10,4,12,22,0,51,5,12,7,11,8,0,46,82,44,12,65,6,4,218,146,52,10,58,14,0,288,95,27,0,43,0,0,181,134,15,0,38,7,0,194,90,3,0,20,5,0,119,44,0,0,16,8,0,63,8,0,0,7,0,0,11,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,0,0,6,0,0,12,15,3,6,22,26,4,74,636,171,41,309,99,9,1264,0,3,0,12,21,0,30,0,0,4,12,7,0,20,28,22,6,29,12,4,98,91,37,10,43,13,3,188,87,18,9,44,6,5,172,141,27,3,41,13,0,225,214,0,0,50,8,5,278,183,0,0,24,5,0,213,43,0,0,8,5,0,55,6,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0
LGA13660,3,5,0,18,17,0,45,9,3,0,17,3,0,32,37,12,5,50,22,0,119,34,5,0,40,10,0,82,11,0,0,8,0,0,19,6,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,3,39,88,17,9,154,76,6,353,0,0,4,11,8,0,27,3,0,0,4,0,0,10,21,7,4,45,6,0,94,29,0,0,44,8,3,85,23,0,0,25,11,0,58,26,0,0,14,4,0,47,12,0,0,6,0,0,18,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13800,8,31,20,8,12,0,84,0,82,12,7,8,0,105,21,179,39,74,17,0,335,90,155,24,103,79,8,461,143,74,10,109,123,5,467,370,68,14,166,59,4,681,1016,64,11,236,29,7,1370,788,3,9,135,28,3,964,168,0,0,33,3,0,202,69,0,0,11,0,0,80,16,0,0,5,0,0,27,8,0,0,4,0,0,14,10,0,0,0,0,0,13,13,0,0,0,4,4,21,46,43,11,46,37,12,201,2757,715,141,950,407,45,5017,5,19,3,11,9,0,45,3,12,6,0,3,0,28,6,85,4,26,11,4,131,27,218,30,57,14,4,343,28,81,17,63,31,4,219,138,91,7,88,106,0,435,514,58,9,151,31,0,767,1399,84,12,208,22,9,1729,660,15,0,93,7,0,776,164,4,0,26,3,0,198,67,0,0,12,0,0,81,22,4,0,4,0,0,36,20,0,0,0
LGA13850,4,4,0,4,13,0,28,0,10,3,8,4,0,26,49,22,3,54,11,0,137,34,3,0,41,8,0,90,3,0,0,7,0,0,9,3,0,0,4,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,12,0,26,102,39,5,131,54,4,334,0,0,0,6,10,0,20,3,3,0,4,0,0,12,30,13,0,33,9,0,90,49,10,0,28,5,4,93,14,0,0,18,0,0,39,12,0,0,13,0,0,20,5,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,5,16,4,24,27,0,77,15,23,11,29,3,0,79,123,41,17,107,25,3,314,280,41,13,131,25,3,491,146,7,6,62,5,0,229,174,0,3,24,0,0,205,67,0,0,15,6,0,86,9,0,0,4,0,0,13,3,0,0,0,0,0,6,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,10,8,4,27,18,3,71,828,141,45,434,107,20,1583,0,5,4,23,20,0,54,4,3,4,3,0,0,15,46,30,14,72,12,3,182,174,45,14,96,17,3,348,126,28,7,103,11,0,281,297,13,3,78,12,0,397,188,0,0,40,4,0,236,42,0,0,9,0,0,56,4,0,0,3,0,0,9,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14000,10,70,26,21,9,0,137,4,196,49,3,5,0,255,16,128,85,60,11,7,298,43,78,61,95,16,0,287,39,25,13,102,36,4,219,170,35,36,159,18,5,418,541,28,20,257,23,7,869,1984,20,17,460,39,4,2539,1666,15,8,301,19,5,2014,642,4,6,111,3,0,768,296,0,0,47,9,0,343,114,5,0,31,0,0,154,44,0,0,8,0,0,51,67,0,0,13,3,0,77,98,38,50,84,37,9,328,5719,641,374,1757,228,45,8768,5,28,7,15,7,0,55,0,35,25,3,0,0,70,10,256,69,33,8,0,377,17,93,69,56,10,3,241,24,40,47,59,14,0,187,65,35,34,79,31,3,243,221,29,38,165,29,5,482,1080,29,52,294,28,10,1494,2240,13,6,379,25,6,2677,1499,14,4,220,14,8,1753,841,0,5,105,7,6,957,416,0,0,39,9,0,465,197,0,0,25
LGA14100,0,43,6,0,0,0,44,0,131,5,0,0,3,133,4,52,4,3,0,0,62,0,35,0,4,3,0,42,4,0,0,7,3,0,18,22,8,6,23,9,0,56,61,0,6,29,0,0,102,126,6,0,26,0,0,166,118,0,0,24,0,0,147,90,0,0,21,0,0,111,50,0,0,9,0,0,60,40,0,0,4,0,0,44,27,0,0,7,0,0,36,56,0,0,17,0,0,76,13,9,6,10,4,5,40,604,279,32,186,18,3,1136,5,17,0,0,0,0,17,0,17,0,0,0,0,17,0,145,6,0,0,0,154,3,41,8,9,0,0,62,0,16,0,6,0,0,18,0,15,0,7,11,0,32,33,8,0,8,0,0,50,85,4,5,14,0,0,111,116,0,0,24,0,0,148,113,0,0,16,0,0,135,92,0,0,14,0,0,104,51,0,0,7,0,0,61,39,0,0,10
LGA14170,29,258,43,24,8,3,350,20,692,56,22,8,5,812,84,342,179,136,18,3,752,312,252,123,252,18,10,962,435,69,47,253,42,8,848,1259,80,47,374,41,8,1803,3393,89,44,698,50,15,4299,5553,37,23,932,49,30,6617,3468,20,10,636,28,12,4172,2477,14,4,426,17,4,2933,1293,6,3,239,6,6,1554,616,10,3,142,9,0,778,323,3,0,74,3,0,401,397,0,0,116,3,8,518,288,151,45,187,37,35,748,19946,2015,622,4505,333,141,27557,18,87,9,21,4,0,144,4,113,31,10,0,0,169,35,887,59,67,7,9,1067,120,328,143,151,16,7,768,200,157,46,155,8,7,576,654,124,59,208,40,4,1089,1585,105,40,396,44,7,2179,4981,82,33,802,47,21,5963,4979,25,9,731,32,12,5797,3307,14,4,563,30,4,3923,2470,15,3,357,16,9,2868,1595,0,0,250,9,7,1859,987,3,0,172
LGA14220,0,25,37,19,17,5,108,13,50,10,21,5,0,99,138,56,16,102,35,0,350,209,45,15,87,26,0,382,100,13,11,53,7,0,185,221,8,8,42,11,0,284,80,0,3,20,4,0,103,32,0,0,3,6,0,41,3,0,0,0,0,0,10,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,12,11,13,9,21,26,0,82,805,220,104,381,142,14,1667,0,11,30,9,13,6,72,3,7,7,13,0,0,34,40,68,12,66,15,0,200,171,51,16,76,24,0,335,117,26,6,79,7,3,240,251,26,8,64,13,8,373,291,10,5,57,6,0,374,68,0,0,11,0,0,84,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14300,0,7,10,7,4,0,32,0,12,0,5,6,0,28,39,12,0,25,4,0,86,55,16,0,31,3,0,108,39,0,0,22,0,0,67,39,0,0,5,0,0,44,15,0,0,4,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,4,0,23,196,57,18,120,22,7,415,0,0,0,0,5,0,12,5,0,9,5,0,0,18,18,17,4,20,0,0,57,32,14,0,27,0,0,76,33,3,0,22,0,0,68,71,0,0,16,4,0,95,61,0,0,7,0,0,68,12,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA14350,0,34,6,29,4,0,80,5,78,12,18,8,0,110,100,100,63,105,36,3,401,401,104,40,167,36,9,762,290,41,11,103,20,0,476,414,17,6,103,4,0,556,214,0,0,43,4,4,266,65,0,0,11,0,0,78,35,4,0,0,3,0,42,7,0,0,0,0,0,8,3,0,0,3,5,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,7,7,0,13,23,17,9,41,20,5,116,1564,394,149,632,153,30,2912,3,11,0,14,0,5,35,0,9,0,8,0,0,28,34,87,19,62,14,3,215,148,96,46,129,18,3,439,169,37,11,98,25,4,346,382,59,11,132,14,3,605,454,22,10,146,18,4,651,213,0,0,41,4,0,257,29,0,0,6,4,0,37,10,0,0,0,0,0,10,4,0,0,0,0,0,4,0,0,0,0,4,0,6,0,0,0,0
LGA14400,0,0,9,9,0,0,17,0,7,16,0,0,0,29,9,10,10,23,0,0,53,39,20,11,36,3,0,109,55,3,0,43,6,0,112,126,5,0,62,5,0,202,257,4,6,101,5,0,377,313,0,0,70,4,0,391,80,0,0,14,0,0,106,19,0,0,5,0,0,29,5,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,12,15,7,10,6,8,3,49,928,64,59,389,52,12,1499,5,0,0,8,4,0,11,0,5,5,4,5,0,15,0,3,3,17,8,0,33,10,17,20,25,3,0,67,9,9,0,23,5,0,49,42,13,0,25,5,0,89,116,14,0,58,8,3,200,315,3,0,101,7,0,429,273,0,0,47,3,0,322,90,0,0,11,4,0,105,43,0,0,11,4,0,56,9,0,0,0,8,0,11,0,0,0,0
LGA14500,0,0,13,4,5,0,26,6,8,39,4,0,3,63,6,5,33,28,4,0,82,7,4,10,38,4,0,63,7,0,4,30,4,0,48,30,0,0,58,8,0,103,104,0,5,107,13,0,222,443,3,3,129,14,6,587,700,3,4,144,17,7,878,689,0,3,121,14,0,832,520,0,4,100,5,0,630,369,0,4,68,0,0,445,277,0,0,55,0,0,329,585,0,0,138,6,5,727,68,3,21,70,8,6,184,3822,34,153,1095,98,27,5227,6,0,5,9,0,0,21,0,0,17,9,6,0,31,9,11,26,14,4,0,63,9,3,25,22,4,0,70,4,4,11,30,5,0,50,17,3,3,40,14,0,76,59,0,8,59,23,0,149,191,3,6,103,28,0,334,829,0,4,141,9,3,990,1003,0,8,137,16,5,1169,807,0,3,122,7,5,947,519,0,0,81,3,0,605,398,3,0,65
LGA14550,0,7,11,7,8,0,39,0,11,0,9,0,0,21,26,13,29,70,16,0,148,67,8,0,79,10,0,164,24,0,0,43,5,0,77,109,4,0,32,4,0,147,46,0,0,16,0,0,58,5,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,5,6,14,4,0,30,287,46,52,275,48,3,706,0,5,4,14,6,0,23,0,0,0,4,0,0,11,13,21,5,34,7,0,83,57,8,0,80,4,5,155,47,6,0,54,5,0,105,99,0,0,57,8,3,167,68,0,0,38,0,0,113,13,0,0,9,0,0,25,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
