LGA_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
LGA13310,4874,97,35,8,143,197,5217,3040,74,14,5,93,166,3304,2572,117,22,4,138,276,2988,3191,139,7,3,152,275,3617,3585,116,16,0,133,194,3917,3361,122,11,0,138,147,3644,2410,92,12,5,109,132,2654,1383,44,9,6,49,130,1561,480,18,12,0,25,78,580,24894,823,135,25,983,1603,27481,4903,139,52,9,204,268,5376,3000,103,23,0,127,286,3412,2807,289,46,6,339,418,3561,2942,208,18,5,223,356,3521,3533,147,23,5,180,329,4039,3547,140,29,0,167,237,3951,2888,110,8,4,120,240,3248,1508,80,15,6,97,156,1758,623,30,11,0,47,68,738,25742,1246,230,35,1503,2359,29608,5060,233,64,26,327,399,5784,3038,162,16,0,175,266,3474,3199,454,39,0,491,412,4097,3001,361,39,0,397,339,3740,3450,203,33,0,235,303,3987,3824,162,33,0,199,263,4284,3358,131,31,0,162,223,3744,1897,66,25,3,87,140,2121,695,32,10,3
LGA13340,1970,35,3,5,39,64,2076,1011,20,0,0,23,46,1079,777,16,0,0,16,35,827,1084,26,0,0,24,48,1158,1404,21,0,0,26,49,1478,1387,17,0,0,19,69,1479,935,16,3,0,12,54,1005,466,6,9,0,15,26,507,195,0,0,0,5,9,205,9229,156,17,3,183,399,9815,2099,28,10,0,32,102,2236,1001,20,0,0,23,55,1075,809,19,0,0,24,61,891,987,31,3,0,31,60,1086,1329,21,0,0,24,69,1430,1438,26,4,0,32,103,1573,1134,15,0,0,19,89,1244,482,22,0,0,25,48,558,212,3,0,0,6,45,261,9495,190,28,5,223,637,10357,2038,39,9,0,53,154,2250,1112,15,5,0,21,99,1228,842,32,0,0,38,56,934,1086,55,0,0,56,107,1253,1234,23,0,0,21,114,1376,1494,23,0,4,27,146,1669,1335,18,0,0,25,128,1486,672,10,0,0,11,58,743,207,0,0,0
LGA13450,4432,559,157,18,736,310,5481,2501,443,38,7,489,201,3196,2184,588,105,11,695,208,3079,2329,617,77,12,706,181,3213,2434,597,63,10,668,166,3271,1912,487,88,9,580,142,2640,1111,408,106,7,527,91,1726,731,295,187,5,483,56,1271,262,104,91,3,199,21,480,17903,4093,918,72,5080,1376,24365,4112,602,164,22,783,465,5361,2419,420,65,4,490,247,3159,2257,707,229,13,954,307,3513,2103,606,115,12,734,261,3098,2320,623,107,9,741,259,3326,2133,481,112,7,605,297,3040,1379,347,87,12,438,234,2052,796,307,160,3,468,152,1419,336,123,107,4,240,92,672,17859,4218,1144,90,5452,2328,25635,3963,698,177,31,901,386,5257,2505,520,25,0,557,215,3270,2439,1118,176,3,1302,276,4019,2047,937,169,9,1111,238,3396,2327,614,228,14,846,255,3433,2346,461,209,4,669,205,3221,1739,326,107,5,437,191,2369,948,248,103,3,351,130,1431,343,106,113,3
LGA13550,2411,21,12,0,30,112,2550,1403,7,0,0,13,70,1484,1182,35,5,0,39,67,1285,1330,23,0,0,22,60,1411,1559,25,4,0,35,74,1661,1396,16,0,0,19,67,1485,1070,15,0,0,15,71,1152,660,12,5,0,22,86,765,200,0,0,0,4,64,270,11206,172,22,0,201,658,12063,2328,29,7,0,40,162,2528,1239,22,4,0,23,97,1365,1361,46,10,0,59,99,1523,1222,51,3,0,58,102,1380,1359,43,7,0,50,120,1532,1441,22,3,0,29,106,1566,1072,19,7,0,23,100,1195,693,17,0,0,18,89,806,284,6,0,0,6,31,323,11002,261,40,5,307,905,12214,2562,66,19,3,90,236,2895,1215,32,4,0,32,117,1371,1465,109,12,0,114,165,1747,1292,82,5,4,83,128,1509,1234,48,0,0,55,110,1394,1432,30,5,0,40,105,1575,1145,17,4,0,18,102,1264,757,3,4,3,13,81,851,295,4,0,0
LGA13660,924,4,0,0,6,13,940,442,0,0,0,0,3,451,417,5,0,0,5,10,435,587,9,0,0,9,15,612,682,5,0,0,5,13,699,672,6,0,0,9,19,701,626,12,0,0,12,18,654,319,5,0,0,5,10,338,127,3,0,0,0,8,137,4804,58,5,7,60,97,4961,876,12,3,0,19,79,974,434,0,0,0,0,40,479,388,3,0,0,7,41,439,459,17,0,0,19,44,524,664,7,0,0,7,59,738,647,4,0,0,4,88,741,696,3,0,0,3,68,770,386,3,0,0,3,48,444,124,0,0,0,0,24,156,4680,57,10,0,72,506,5255,783,9,0,0,9,72,868,351,3,0,0,3,30,382,357,5,0,0,5,32,393,441,9,0,0,12,51,501,550,11,0,0,11,56,616,689,9,0,0,12,61,758,671,4,0,0,4,65,742,436,3,0,0,4,37,477,157,4,0,0
LGA13800,12399,330,82,18,431,540,13369,8470,291,25,9,322,364,9153,6636,412,28,3,442,266,7342,8034,474,29,0,499,375,8913,8235,560,32,12,599,354,9194,6342,426,50,4,476,313,7135,3693,318,43,4,373,232,4294,1782,153,48,0,198,109,2089,745,43,14,7,66,56,869,56343,3004,346,47,3401,2606,62352,11791,404,92,21,517,565,12870,8153,315,17,0,331,483,8967,7071,486,37,8,527,431,8030,7149,521,47,3,569,405,8113,8322,603,51,7,664,568,9554,6831,513,57,5,572,432,7831,4693,423,75,6,503,374,5565,2194,203,45,6,249,193,2635,820,64,24,4,92,96,1011,57013,3530,435,51,4023,3562,64591,11690,493,126,33,655,501,12849,7869,397,19,0,413,356,8641,7557,849,37,0,885,393,8834,6827,707,34,3,748,345,7916,8176,606,64,0,669,339,9184,7672,570,84,3,656,325,8650,5588,439,95,4,534,234,6361,3044,250,58,0,318,204,3560,963,79,37,0
LGA13850,563,15,5,0,13,14,596,299,4,0,0,4,22,319,222,12,0,0,14,11,244,324,11,0,0,11,13,351,488,15,3,0,14,8,511,346,4,0,0,7,13,361,282,9,4,0,15,13,309,178,13,5,0,14,8,197,59,0,0,0,0,4,62,2753,85,10,0,93,107,2953,454,9,0,0,14,47,512,289,10,0,0,10,34,325,219,26,4,0,35,43,297,240,11,0,0,11,27,279,392,13,0,0,22,49,457,373,10,0,0,10,34,423,294,14,0,0,14,46,359,179,14,0,3,18,35,228,42,6,0,0,4,12,57,2482,110,15,9,128,338,2945,387,13,4,3,22,57,463,268,8,3,0,9,37,312,256,23,0,0,18,36,314,203,23,0,0,22,34,259,286,10,0,0,15,32,333,456,13,5,0,13,53,522,290,3,0,0,3,37,331,205,20,0,0,20,32,255,68,0,0,0
LGA13910,3580,69,17,0,95,199,3867,1862,32,0,0,27,82,1979,1530,66,3,0,73,61,1664,2044,63,7,0,69,104,2212,2296,60,9,0,61,80,2439,2374,59,16,0,77,85,2538,1794,42,11,0,56,81,1931,1046,9,7,0,16,65,1125,416,10,4,0,15,28,461,16940,411,73,3,489,782,18215,3242,125,24,5,152,213,3609,1849,56,4,0,64,136,2046,1480,91,8,0,106,102,1682,1805,102,8,0,105,103,2019,2201,62,9,3,72,165,2443,2294,58,14,0,75,170,2528,2154,66,12,0,78,168,2393,1133,17,6,0,23,98,1254,473,4,0,0,6,42,521,16624,587,84,14,681,1187,18497,3138,205,50,14,266,236,3642,1754,113,8,0,119,128,1999,1651,143,19,0,169,148,1969,1623,184,33,0,216,139,1979,2026,84,14,0,97,168,2293,2443,65,18,0,87,218,2747,2346,61,11,0,75,164,2587,1363,16,11,0,27,114,1504,487,11,0,0
LGA14000,20470,4676,1193,110,5981,605,27051,13421,4287,137,16,4442,405,18270,8996,4766,250,43,5063,448,14508,13459,5735,509,33,6275,410,20144,14339,5663,783,27,6472,491,21300,11878,3237,669,22,3928,347,16153,7903,1404,591,17,2012,233,10152,4836,639,468,9,1117,247,6193,2866,260,170,14,444,152,3465,98168,30671,4772,290,35737,3340,137241,19458,5994,1582,150,7722,693,27868,12936,4495,154,21,4670,441,18046,7890,5964,306,32,6300,500,14700,11399,8026,613,43,8675,622,20693,13663,6002,796,50,6842,576,21083,11389,4102,1206,29,5342,470,17204,8714,2083,916,21,3022,431,12162,5079,912,623,19,1548,444,7075,2636,312,259,7,576,624,3844,93165,37883,6452,361,44705,4796,142666,18047,8545,1250,416,10218,592,28859,12881,4809,60,8,4875,362,18119,7903,5844,266,10,6118,382,14405,9928,11219,577,13,11807,508,22239,13620,7172,797,10,7977,404,22004,12007,5003,1360,7,6374,343,18731,9157,3007,1678,17,4698,375,14233,6421,1187,838,6,2036,449,8902,2979,388,376,10
LGA14100,2139,244,44,11,306,77,2522,1468,243,11,0,256,60,1783,763,248,7,0,257,41,1065,1341,367,25,4,392,58,1794,1414,319,24,6,348,54,1824,1317,266,37,4,308,51,1679,812,173,52,4,228,42,1083,609,109,93,0,201,24,839,462,108,34,5,153,31,646,10340,2077,332,32,2446,433,13216,2211,262,70,5,343,101,2653,1515,240,11,4,251,79,1846,762,285,15,0,304,72,1135,1226,367,23,0,388,85,1699,1458,407,39,5,453,92,1999,1234,275,46,3,324,87,1640,1076,228,44,0,274,72,1419,548,134,125,0,262,46,853,509,118,84,9,215,31,744,10530,2319,465,26,2810,662,13999,1894,298,51,20,366,68,2319,1462,217,0,0,215,43,1725,691,254,5,0,263,48,996,1003,457,7,0,461,66,1537,1521,397,29,0,423,70,2017,1269,322,65,0,391,55,1714,1126,224,70,0,293,82,1498,708,118,76,0,194,108,1009,371,52,57,0
LGA14170,19053,4186,1283,154,5622,1557,26235,11161,5257,294,65,5616,1142,17919,21540,9809,504,81,10404,2176,34121,22210,7266,728,83,8073,1888,32169,15393,5101,1202,63,6365,1266,23025,11113,3564,1445,48,5050,958,17124,4962,2460,1915,50,4422,573,9957,2577,1486,2098,33,3620,392,6595,1488,404,671,14,1091,186,2766,109506,39530,10148,588,50265,10145,169913,20632,4304,1237,131,5672,1604,27911,12510,5246,411,27,5685,1329,19517,22798,10251,756,64,11066,3036,36896,21174,7633,614,50,8298,2277,31754,17066,5501,921,47,6470,1697,25237,11998,3753,1450,44,5243,1271,18513,7151,2622,1614,42,4278,760,12196,2597,1721,2088,37,3840,398,6842,1349,568,1025,25,1617,200,3169,117284,41599,10121,466,52177,12577,182037,20629,4106,816,330,5251,821,26701,13692,4081,133,10,4222,796,18706,24657,8471,506,15,8998,1590,35238,21245,7606,530,11,8150,1137,30530,19159,5338,676,15,6034,908,26101,13817,3977,1276,15,5266,760,19845,9283,2774,1608,10,4397,536,14219,3794,1830,1853,22,3708,403,7906,1235,749,1272,26
LGA14220,3545,56,13,0,70,94,3706,1864,25,6,0,32,52,1953,1575,49,23,0,74,56,1704,1949,50,16,0,65,56,2066,2185,36,8,0,43,64,2297,2069,32,4,0,41,65,2173,1723,35,3,0,37,70,1828,985,19,0,4,26,50,1064,357,0,3,0,9,15,380,16255,318,74,5,398,518,17171,3135,102,16,4,119,253,3507,1836,69,8,0,73,152,2064,1550,72,28,3,100,135,1784,1623,84,9,0,98,138,1853,1950,64,10,0,73,173,2193,2103,46,0,0,47,200,2349,1841,36,0,0,39,173,2046,1105,28,0,0,29,105,1235,377,6,0,0,9,42,431,15517,497,70,14,580,1369,17467,2964,95,17,14,127,331,3420,1797,67,0,0,69,159,2028,1620,138,30,0,166,185,1971,1497,132,20,4,158,183,1832,1862,77,8,0,88,215,2171,2135,40,9,0,50,186,2366,1968,25,6,0,34,174,2170,1264,27,0,0,30,128,1424,410,11,3,0
LGA14300,1082,12,3,0,19,31,1131,559,4,0,0,4,163,721,456,12,3,0,19,258,736,590,10,0,0,11,229,829,699,10,0,0,10,118,825,696,3,4,0,8,71,772,444,7,0,0,7,49,495,230,5,0,0,5,24,256,80,0,0,0,0,21,94,4833,63,15,4,83,962,5885,1007,15,5,0,26,92,1123,543,15,22,0,28,162,734,465,39,55,0,94,308,870,503,20,7,0,23,318,848,654,10,3,0,18,177,840,711,7,0,0,8,146,869,543,5,0,0,5,80,626,243,8,0,0,11,33,285,101,0,0,0,0,9,114,4759,123,81,0,203,1331,6295,949,26,23,3,53,58,1051,536,12,3,0,15,137,693,492,60,62,0,121,277,890,513,43,13,0,62,264,840,628,28,10,0,31,182,844,737,12,7,0,14,111,868,646,5,0,0,3,70,719,337,5,4,0,6,44,391,114,0,0,0
LGA14350,5173,74,25,7,103,196,5472,2780,44,3,0,49,211,3039,2071,61,4,0,62,261,2397,2762,75,7,0,82,243,3092,3786,111,7,0,120,238,4142,4153,68,9,0,80,182,4416,2925,62,5,3,66,136,3121,1595,48,0,0,51,97,1741,605,54,4,0,56,54,717,25851,597,58,14,669,1614,28134,4503,61,28,0,89,376,4969,2635,51,13,0,69,290,2987,2137,101,21,0,120,420,2676,2434,105,4,0,116,344,2889,3251,93,11,0,108,364,3721,4231,99,7,3,111,387,4724,3606,78,4,0,83,355,4043,1743,40,6,0,47,218,1996,719,17,5,0,20,129,868,25258,641,103,15,758,2873,28886,4432,138,22,14,172,471,5071,2711,62,5,6,64,374,3148,2380,125,7,4,140,541,3062,2391,151,6,3,163,462,3017,3095,117,25,0,146,329,3570,4310,122,21,0,143,315,4773,4380,92,10,0,100,263,4743,2242,34,0,0,37,163,2444,773,21,3,0
LGA14400,3346,92,11,4,113,49,3508,2279,45,5,0,49,56,2390,1431,73,8,0,86,57,1575,2212,90,7,0,95,45,2346,2818,129,9,0,138,95,3048,2791,104,13,0,117,89,2999,1986,72,10,0,84,56,2120,1247,62,11,0,75,53,1376,557,23,4,0,24,29,616,18667,706,68,10,779,539,19986,3305,118,20,7,147,156,3614,2124,66,0,0,68,118,2311,1650,98,7,4,109,100,1855,2086,129,13,3,146,116,2347,2526,129,12,0,141,157,2827,3130,138,9,0,153,186,3472,2545,101,11,0,112,193,2847,1289,67,9,0,76,131,1493,552,30,7,0,31,117,697,19213,869,93,17,971,1284,21466,3490,164,28,6,195,113,3795,2086,63,5,0,66,82,2236,1806,109,0,0,111,77,1992,2230,158,5,0,170,79,2485,2508,140,5,0,149,105,2763,3172,144,14,0,149,109,3436,3297,100,22,0,126,172,3597,1769,66,11,0,85,139,1988,625,26,9,0
LGA14500,18052,3048,699,64,3808,650,22512,11601,2910,106,26,3046,424,15063,4836,2622,122,21,2768,268,7869,9993,3519,339,21,3876,446,14319,12799,3741,442,26,4207,457,17462,9856,2344,450,9,2798,386,13041,7278,1205,349,3,1558,261,9105,5300,623,250,6,875,258,6432,2885,241,118,7,369,226,3485,82606,20258,2868,185,23304,3380,109298,17152,4799,1250,97,6151,563,23864,11859,3387,168,13,3573,501,15929,5110,3972,210,21,4202,355,9666,8614,5528,493,24,6044,428,15085,12712,4514,715,16,5249,555,18514,9388,2853,909,14,3776,378,13537,7772,1681,677,16,2371,376,10519,5352,852,352,13,1213,343,6910,3119,281,135,8,431,480,4037,81076,27870,4909,222,33006,3979,118053,15150,7259,1004,285,8549,448,24148,12104,3618,75,4,3690,293,16091,5126,3794,180,6,3984,218,9330,7323,8221,596,3,8817,301,16439,12207,5537,766,4,6307,311,18833,10263,3616,1075,10,4704,267,15230,7830,2247,1382,7,3637,245,11713,6304,1064,534,9,1605,240,8150,3156,403,249,11
LGA14550,1636,40,6,0,42,74,1756,896,22,0,0,21,35,951,676,22,0,0,22,33,735,944,38,3,0,43,37,1020,1426,37,0,0,42,64,1531,1503,40,0,0,44,68,1618,815,17,0,0,17,37,873,488,9,0,0,6,28,526,182,5,0,0,6,15,205,8573,228,18,7,252,397,9223,1297,37,6,0,46,119,1463,748,14,0,0,20,62,826,560,28,3,0,33,43,633,741,41,0,0,41,72,855,1178,35,6,0,41,139,1358,1549,44,4,0,45,152,1750,1082,24,0,0,21,110,1222,517,10,6,0,17,64,597,201,14,0,0,8,27,240,7875,244,20,5,272,790,8939,1249,57,12,0,69,161,1483,710,20,0,0,27,60,793,604,38,0,0,38,72,710,752,54,5,0,63,94,907,1025,41,0,0,46,92,1167,1604,35,0,0,39,162,1811,1428,39,0,0,37,124,1588,594,12,0,0,12,64,675,172,4,0,0
LGA14600,1354,16,0,0,21,42,1416,692,5,0,0,7,32,723,701,15,0,0,12,24,734,690,26,0,0,26,29,744,813,16,0,0,15,28,857,828,9,0,0,10,41,876,593,8,0,0,8,24,627,396,6,0,0,6,29,428,148,0,0,0,0,14,159,6212,102,4,0,111,255,6573,1188,28,8,0,29,148,1369,608,8,4,0,13,68,685,637,33,9,6,44,68,750,546,30,0,0,34,75,659,618,12,0,0,12,83,714,742,3,0,0,10,76,822,549,12,5,0,11,91,649,396,0,0,0,0,51,448,151,0,0,0,0,17,171,5440,134,21,3,160,681,6278,1081,34,10,0,46,169,1298,493,22,0,0,22,71,579,544,63,9,0,69,88,710,560,40,0,0,39,86,678,590,29,0,0,32,88,706,712,18,0,0,12,93,818,627,9,0,0,9,53,687,361,0,0,0,0,47,412,172,4,0,0
LGA14650,33169,844,232,54,1120,883,35173,22414,661,44,10,719,658,23791,18067,983,55,9,1053,518,19628,22564,998,65,6,1066,659,24292,24493,974,92,12,1083,746,26325,23266,889,100,17,1009,679,24952,16821,624,100,12,732,584,18130,10763,446,114,8,565,568,11896,4159,196,74,0,266,386,4816,175713,6611,865,127,7606,5686,189009,33597,1099,308,44,1448,1068,36108,21607,679,69,9,756,745,23111,19579,1242,91,11,1348,817,21740,21325,1384,100,13,1496,801,23628,23879,1121,91,10,1226,981,26086,23955,981,115,18,1116,1037,26104,20262,841,92,12,949,1072,22285,11200,493,110,16,625,809,12630,4694,233,71,3,312,675,5676,180103,8070,1048,145,9262,8013,197373,35331,1690,374,122,2179,1244,38759,22331,857,34,0,896,767,23988,21512,1593,131,7,1736,915,24165,22617,2160,155,3,2313,869,25799,24459,1419,124,3,1548,764,26769,25261,1068,135,6,1205,812,27279,23251,882,141,12,1032,871,25149,14151,536,105,3,645,826,15618,5380,283,98,3
LGA14700,4825,755,222,21,1001,145,5973,2761,639,27,3,669,109,3543,3125,1501,45,7,1553,195,4877,3671,1170,69,8,1240,171,5079,3262,839,89,5,936,106,4303,2645,661,71,6,739,124,3505,1681,315,93,0,411,81,2170,980,150,104,0,255,65,1299,614,58,37,0,96,54,764,23562,6091,753,60,6900,1049,31512,5058,981,381,44,1397,219,6674,2944,799,44,3,845,146,3935,3509,2292,97,13,2398,372,6272,3670,1791,114,16,1926,277,5876,3420,957,111,6,1076,171,4670,2621,716,172,7,893,166,3681,2033,459,107,3,572,107,2709,1061,220,103,0,332,56,1453,576,100,56,0,157,50,779,24900,8319,1179,97,9597,1558,36050,5066,1450,329,139,1915,200,7182,3165,713,11,0,719,89,3980,3893,2236,61,6,2298,255,6440,3850,2734,114,0,2854,246,6953,3836,1179,101,0,1282,118,5239,2928,780,178,6,960,100,3990,2237,580,197,0,783,90,3110,1358,268,119,0,389,72,1824,448,74,70,0
LGA14750,2398,57,20,3,82,128,2609,1470,49,5,4,49,83,1605,913,65,8,6,80,79,1075,1211,90,3,3,93,72,1385,1353,112,7,0,119,65,1532,1064,71,7,0,80,53,1190,756,82,13,0,100,51,909,453,37,18,0,56,35,540,144,8,11,0,19,21,190,9771,577,90,9,677,590,11034,2028,78,21,0,97,169,2299,1366,63,0,0,67,108,1541,946,139,17,0,150,98,1194,1007,104,13,3,122,95,1225,1230,99,23,5,123,128,1477,1181,85,10,0,97,129,1407,872,74,11,0,87,113,1075,543,56,23,0,74,86,708,184,16,11,0,30,27,241,9368,710,124,14,850,947,11167,2017,139,45,9,192,211,2419,1325,82,9,0,90,119,1535,1012,171,58,0,227,121,1366,925,173,40,0,216,115,1258,1136,100,29,0,134,113,1385,1221,94,24,0,120,109,1447,925,53,14,0,69,72,1065,588,57,7,0,72,54,710,231,11,19,0
LGA14850,7775,233,80,15,325,317,8416,5165,215,19,4,239,235,5634,3985,196,20,7,229,153,4370,4993,246,21,0,265,188,5452,6120,255,19,8,285,227,6629,5589,225,5,0,229,174,5997,3063,118,9,9,131,92,3288,1889,110,31,4,145,79,2119,772,41,21,0,62,32,864,39352,1648,223,40,1910,1501,42766,6919,275,78,0,359,429,7704,4596,178,12,3,197,444,5232,3751,253,30,5,288,362,4398,4437,315,19,0,343,345,5122,5397,267,29,3,303,423,6127,5893,236,21,3,262,536,6696,3898,187,15,3,206,333,4434,1942,110,14,0,133,197,2267,923,52,22,8,80,140,1146,37764,1891,240,25,2155,3218,43134,6504,407,51,18,483,591,7580,4372,189,9,0,195,378,4940,3984,367,27,0,392,375,4751,4366,424,25,3,455,376,5196,5266,299,20,0,321,396,5986,5993,231,19,5,252,394,6638,5014,167,22,0,183,343,5537,2353,85,4,0,92,174,2620,903,43,13,0
LGA14870,3495,64,20,4,89,185,3774,2185,49,0,0,50,145,2381,1724,71,9,3,78,181,1982,2226,85,7,0,94,179,2499,2740,87,10,0,101,185,3026,2607,85,9,0,101,146,2854,1954,73,12,0,91,73,2115,1030,38,5,0,41,78,1147,331,12,0,0,11,38,384,18292,573,67,4,647,1222,20158,3136,83,23,8,120,338,3594,1995,52,3,3,57,238,2298,1785,93,4,3,105,369,2259,1918,107,17,0,123,304,2346,2436,106,12,0,114,314,2866,2671,92,17,0,109,315,3096,2344,100,19,0,123,284,2752,1190,43,0,0,47,149,1387,436,10,3,0,8,67,514,17907,682,100,17,800,2381,21090,3048,99,19,3,126,241,3412,1856,69,3,0,73,184,2116,1872,120,7,0,128,270,2273,1777,133,17,0,149,221,2144,2275,124,14,0,132,197,2613,2841,121,10,0,139,195,3171,2588,102,30,0,129,191,2910,1459,58,14,0,71,134,1666,478,20,3,0
