LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA12390,8,4,5,0,16,3,5,0,0,6,12,3,0,4,17,8,15,3,4,25,11,12,0,0,24,46,39,27,7,117,78,51,28,15,165,122,104,53,36,313,314,305,178,76,872,288,317,165,67,844,223,296,152,55,720,155,178,86,24,439,139,176,97,22,430,46,68,36,9,151,271,319,185,84,857,34,36,19,0,86,1747,1910,1015,404,5077,11,4,0,0,9,0,3,0,0,6,8,5,5,0,19,4,0,4,0,6,12,9,3,3,27,19,18,8,8,54,48,34,20,13,109,81,57,28,20,187,305,239,129,61,740,300,323,136,67,820,292,263,138,45,743,221,234,118,34,607,199,251,114,40,599,109,129,75,24,344,242,273,157,84,764,20,18,11,0,47,1879,1867,934,397,5075,12,8,3,0,23,0,0,0,0,6,4,0,0,0,4,0,0,0,0,5,5,5,4,0,18,12,7,6,0,22
LGA12700,0,3,0,0,5,3,0,0,0,3,6,0,0,0,9,0,3,0,0,10,3,6,0,0,3,13,4,3,3,23,21,17,6,0,41,22,15,6,6,46,75,56,29,16,173,47,72,25,12,157,41,67,28,6,142,30,41,16,14,99,34,42,7,7,99,15,9,6,0,26,42,58,35,9,142,8,4,4,3,19,361,386,163,74,988,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,3,0,0,0,3,11,0,0,0,11,10,0,0,0,7,13,8,4,4,23,12,13,5,0,33,59,46,28,10,151,53,88,18,3,168,62,55,27,8,148,42,50,14,5,111,31,59,19,13,117,22,30,16,6,69,43,54,32,13,141,5,8,0,0,11,359,408,168,67,1003,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,5,4,0,7,9,5,0,0,13
LGA12730,4,6,0,0,3,0,0,0,0,0,0,9,0,0,8,0,0,0,0,10,0,5,0,0,7,9,9,5,5,23,13,17,6,0,41,23,18,4,7,61,58,62,38,19,177,49,57,27,10,150,39,42,23,13,108,24,23,15,4,61,14,21,7,4,50,8,13,0,0,16,35,48,25,18,130,8,7,4,0,19,290,333,167,85,878,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,3,0,0,10,0,0,0,0,7,14,3,0,3,20,13,12,3,0,31,51,55,27,8,138,39,61,28,3,137,45,43,21,10,117,28,24,17,5,76,19,30,13,8,73,15,24,7,0,47,37,42,26,8,117,5,0,0,0,12,275,306,154,58,799,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,3
LGA12750,7,7,0,0,12,3,4,0,0,3,10,5,3,0,23,7,3,4,0,15,18,12,8,3,39,67,32,13,7,117,69,54,28,13,163,116,106,60,26,311,294,259,102,53,714,171,179,68,33,453,104,112,51,23,289,60,73,31,9,168,55,54,17,10,135,18,14,5,5,43,173,166,84,46,464,23,15,3,3,46,1194,1098,480,227,2995,6,9,0,0,12,0,0,0,0,6,5,3,5,0,12,6,4,0,0,5,14,16,10,0,33,9,14,10,3,44,50,25,16,10,103,46,61,22,9,137,263,222,95,52,630,187,185,89,33,494,142,146,63,24,380,108,95,31,7,244,78,65,22,6,179,35,43,25,10,110,156,145,59,27,390,18,13,4,3,38,1134,1047,441,181,2811,6,6,3,0,16,0,0,0,0,4,0,3,0,0,4,0,0,0,0,6,6,3,0,0,18,19,8,0,0,28
LGA12850,105,95,47,26,276,54,38,14,13,120,149,149,79,51,422,99,136,64,31,331,165,178,78,36,458,555,585,314,136,1592,652,691,318,157,1806,739,824,439,211,2208,1688,1890,878,390,4853,1259,1463,616,280,3617,957,1113,450,148,2667,443,761,335,104,1646,499,734,290,118,1643,156,320,168,84,728,874,1079,673,335,2960,166,175,122,60,520,8553,10229,4904,2171,25853,122,113,56,47,339,36,41,18,13,111,83,103,35,26,246,62,55,36,18,176,208,258,123,69,657,288,297,174,95,857,496,532,259,148,1435,592,681,359,173,1811,1680,1719,851,410,4657,1329,1451,652,312,3748,1134,1290,536,220,3171,700,921,386,161,2171,641,1036,459,166,2305,283,692,336,143,1449,825,1074,562,332,2790,116,142,84,50,395,8584,10411,4931,2386,26317,174,136,105,70,478,19,19,14,9,58,45,59,28,19,158,56,48,32,13,144,134,148,98,50,431,166,165,131,80,540
LGA12870,4,5,0,0,7,0,0,0,0,0,4,5,0,0,8,0,0,0,0,7,0,0,3,0,11,9,19,6,0,23,13,23,11,4,53,33,23,13,7,72,85,115,70,25,298,77,95,44,26,230,57,60,17,13,144,22,23,14,0,66,20,24,16,0,63,6,3,7,0,20,53,62,30,11,163,6,6,6,0,22,393,469,228,103,1192,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,0,9,0,0,9,15,3,7,3,24,15,13,13,4,48,76,84,42,16,226,49,79,46,14,179,60,68,33,10,177,33,45,19,6,103,31,47,23,0,105,16,15,9,3,42,64,62,36,10,176,8,7,0,0,20,375,429,224,80,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,3,0,13
LGA12900,0,0,7,0,4,0,3,0,0,3,0,0,0,0,7,0,0,0,0,5,0,0,0,0,7,8,14,5,3,37,17,17,12,3,49,24,29,12,3,74,69,63,46,21,202,35,45,27,11,127,33,38,32,6,115,21,17,10,9,52,22,16,8,0,46,0,11,3,3,19,41,52,38,12,141,4,5,3,0,11,290,312,212,74,898,4,0,0,0,5,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,9,6,3,0,0,9,15,7,3,0,23,9,15,15,8,36,64,53,36,18,177,43,44,32,11,122,46,50,35,13,140,26,42,17,10,92,37,37,26,5,100,10,16,17,0,46,39,39,30,13,114,10,11,0,0,20,312,313,201,76,897,0,0,0,0,5,3,0,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA12930,61,35,9,4,110,29,15,0,3,53,79,36,21,6,141,63,53,8,12,136,101,83,24,15,218,197,148,40,21,405,331,259,63,34,687,436,434,102,41,1012,1185,974,287,109,2563,1105,1014,299,84,2503,930,916,289,68,2200,734,970,331,95,2131,840,1199,385,86,2503,456,744,299,57,1556,707,878,380,143,2116,96,100,33,12,236,7343,7861,2583,779,18562,62,39,13,4,117,19,16,0,0,39,34,21,11,5,74,41,24,9,4,69,79,71,18,4,169,137,110,35,12,296,252,176,42,20,484,336,267,69,33,709,1106,923,257,88,2376,1143,972,289,82,2489,1150,1122,316,98,2689,791,957,251,65,2074,924,1262,378,95,2663,839,1528,621,115,3102,755,920,336,108,2121,50,64,21,11,147,7728,8474,2663,749,19610,71,28,6,9,110,14,10,0,0,22,22,13,4,0,39,24,12,0,5,43,38,30,13,5,85,68,58,16,11,154
LGA12950,4,3,0,0,9,0,0,0,0,0,3,0,0,0,5,0,5,0,0,3,6,0,0,0,8,7,7,0,3,20,8,11,11,0,27,22,10,12,0,41,29,32,26,3,87,19,19,5,4,53,17,9,3,6,33,9,4,3,0,19,3,7,7,0,24,4,0,0,0,3,24,36,20,7,94,4,0,0,0,4,158,155,98,26,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,8,4,0,0,0,9,6,3,4,3,12,29,27,18,10,84,12,22,17,6,52,13,14,14,5,39,7,14,6,6,34,9,17,4,0,31,7,4,3,0,10,32,20,16,4,71,0,4,0,0,0,124,134,83,27,370,0,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,4,0,0,8
LGA13010,3,0,0,0,3,0,0,0,0,0,4,3,0,0,10,3,4,0,0,10,3,4,0,0,5,16,20,3,3,41,17,16,9,7,46,35,23,22,5,80,65,67,35,7,171,35,43,24,11,111,23,29,20,6,85,6,17,3,0,27,5,9,12,0,29,3,3,0,0,10,45,43,21,11,114,10,4,3,0,21,279,272,157,55,764,0,0,0,0,0,0,5,0,0,6,0,0,0,0,5,0,0,0,0,0,5,0,4,3,10,4,6,0,0,12,9,12,6,3,31,18,14,12,3,46,61,64,41,12,172,45,35,18,10,104,43,27,10,0,77,21,29,13,4,63,17,18,8,5,38,12,11,6,0,29,35,38,20,7,103,7,4,0,0,6,279,248,137,57,716,3,6,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4
LGA13310,7,5,0,3,7,7,0,0,0,8,11,6,0,0,13,3,5,0,0,10,12,6,10,0,29,18,23,3,5,51,35,29,22,3,94,63,56,22,12,153,203,179,96,41,516,204,206,101,34,539,149,189,83,38,452,97,121,23,15,257,110,91,37,9,249,29,31,20,8,90,139,126,66,33,370,20,21,7,3,54,1102,1085,492,211,2890,4,0,0,5,7,0,4,0,0,11,6,0,0,0,6,6,0,0,0,5,14,3,0,0,22,10,11,5,3,34,18,17,5,5,46,49,37,19,15,126,148,155,67,37,406,159,181,85,35,465,197,200,81,23,503,140,148,57,24,371,134,150,58,16,362,73,85,34,13,210,139,123,76,35,367,12,11,13,3,33,1115,1133,502,213,2969,4,9,0,0,12,0,3,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,6,0,11,7,10,5,3,20
LGA13340,0,3,0,0,6,0,0,3,0,4,0,0,4,7,5,0,0,0,0,5,3,0,3,0,9,13,13,3,0,27,15,17,12,0,47,35,40,16,9,105,85,86,50,27,251,60,75,46,18,197,42,58,18,10,125,43,36,15,6,106,23,20,19,8,64,13,6,3,0,23,52,44,40,16,158,4,9,3,4,14,404,408,233,113,1156,4,0,0,0,10,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,4,0,0,0,12,3,14,0,0,17,7,9,10,9,33,17,18,15,8,55,69,68,47,17,202,61,60,39,22,187,58,77,41,22,190,34,51,24,12,117,28,37,25,5,94,24,28,13,5,73,45,48,36,21,157,0,0,0,0,4,358,426,244,124,1151,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8
LGA13450,11,9,4,5,23,3,6,0,0,9,14,8,9,6,34,8,6,6,4,25,15,9,7,0,32,26,27,18,4,76,45,42,22,16,124,70,70,39,12,191,211,226,138,52,629,141,214,117,41,513,118,159,74,25,374,64,90,54,13,217,60,97,50,11,217,24,25,15,4,70,105,126,112,46,383,23,27,10,15,69,924,1149,672,251,2994,3,3,0,3,19,5,0,0,0,5,3,4,0,0,7,5,0,0,0,5,15,13,8,3,32,9,7,9,0,33,21,30,19,10,79,55,53,26,10,137,155,202,98,35,494,171,193,95,40,493,147,183,80,28,433,86,134,65,11,308,78,132,59,15,287,53,74,34,19,177,97,158,92,42,384,21,18,7,5,53,930,1210,595,223,2958,12,3,5,0,13,0,0,0,0,0,0,0,3,0,4,4,0,3,0,8,9,0,0,0,7,6,5,0,0,11
LGA13550,5,5,0,0,12,0,0,0,0,3,3,0,0,0,8,0,0,0,0,5,3,0,0,0,11,19,12,6,4,45,21,21,13,3,58,33,25,19,10,81,78,105,51,19,247,79,83,42,19,227,54,65,25,3,150,27,52,32,15,124,27,46,24,5,104,13,15,5,0,34,62,69,31,11,180,17,7,6,6,31,449,515,247,100,1318,4,0,4,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,13,3,3,3,4,15,15,13,0,0,30,21,18,10,10,54,91,54,25,15,189,72,81,39,20,205,77,84,38,6,202,49,65,29,6,145,51,64,29,11,153,26,50,22,13,107,51,65,35,19,172,8,8,0,0,11,470,515,230,99,1308,0,0,3,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9
LGA13660,4,3,4,0,6,4,0,0,0,4,5,5,0,0,8,0,0,0,0,6,7,5,0,0,10,11,11,10,0,29,10,9,13,4,35,19,18,9,3,53,46,36,22,13,119,17,24,8,5,55,14,26,11,0,55,10,8,4,0,25,5,8,4,0,19,4,3,0,0,3,27,46,14,9,98,7,0,0,0,11,196,190,107,38,537,0,3,0,0,6,0,0,3,0,4,0,0,0,0,0,4,0,0,0,6,6,0,8,3,13,5,9,3,0,17,6,3,0,0,12,12,5,9,0,27,35,40,33,11,114,19,30,16,12,71,23,30,10,0,67,13,10,6,0,28,12,8,4,3,27,5,4,0,0,9,19,33,23,3,74,5,4,0,0,7,155,176,105,38,471,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA13800,11,14,0,0,31,0,7,0,0,11,16,16,8,0,37,6,10,3,0,26,19,12,8,0,38,48,35,15,4,106,71,76,41,17,207,138,114,73,29,351,478,480,260,102,1319,427,570,258,102,1357,448,505,222,61,1234,285,403,181,65,935,326,426,165,55,975,118,179,101,44,441,317,370,235,113,1028,43,53,20,12,127,2749,3267,1584,616,8216,13,11,5,0,24,6,0,0,0,7,11,0,0,0,7,3,3,0,0,8,14,10,3,3,32,24,22,8,4,51,42,32,7,11,90,76,78,35,12,197,357,322,153,64,897,441,513,271,82,1300,463,554,221,78,1319,399,466,198,55,1117,438,538,228,71,1268,258,434,221,70,984,269,421,184,92,968,37,39,14,15,107,2828,3449,1558,553,8390,11,9,3,0,28,0,0,0,0,5,3,3,0,0,10,13,3,0,0,20,10,3,4,0,18,19,12,7,3,38
LGA13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,7,5,3,0,23,11,19,7,0,32,27,16,9,8,63,17,7,6,4,37,13,13,10,3,36,5,11,4,0,22,0,7,0,0,6,3,0,0,0,4,23,28,15,10,76,0,0,4,0,4,115,110,57,26,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,8,3,3,3,0,8,3,0,0,0,5,19,11,19,0,50,16,14,11,3,46,15,13,10,3,39,14,7,0,5,21,3,6,4,0,18,0,5,0,0,12,15,17,14,5,49,0,3,0,0,6,103,87,62,23,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA13910,3,0,3,0,13,0,6,0,0,5,5,10,7,0,22,0,6,0,0,7,8,0,0,0,9,33,23,10,13,79,44,40,19,3,107,49,58,38,17,165,142,145,72,44,403,94,129,64,24,309,66,63,40,13,187,32,47,28,15,129,22,35,21,10,82,13,17,5,8,43,101,120,80,37,338,9,6,10,3,27,628,714,394,197,1931,4,3,4,0,10,0,0,0,0,3,0,7,0,0,9,0,0,0,3,3,5,10,4,10,30,10,3,7,0,23,21,16,11,9,48,41,32,12,8,90,133,119,68,32,360,122,128,68,24,341,74,80,61,20,234,47,62,20,8,134,38,54,22,12,126,30,21,16,9,69,92,92,65,29,285,3,5,3,0,17,623,633,364,160,1787,0,3,0,3,9,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,5,3,3,3,17,0,7,3,7,14
LGA14000,43,32,10,0,87,13,13,6,0,34,41,34,14,0,84,16,23,12,4,60,46,51,17,4,123,108,80,21,9,222,140,125,34,13,309,219,203,77,21,518,763,783,284,55,1890,897,1044,397,84,2423,844,1000,338,76,2262,1040,1774,673,172,3670,1355,1994,680,173,4209,824,1206,460,107,2601,726,1087,487,152,2463,62,80,35,7,185,7149,9548,3544,882,21123,40,30,10,0,80,9,9,4,3,27,32,16,0,0,53,20,10,6,0,39,49,31,4,4,95,56,62,13,5,141,107,93,34,6,238,173,152,46,14,383,707,609,173,48,1538,817,904,237,67,2025,1063,1284,366,98,2802,879,1169,328,74,2457,1306,1965,580,137,3992,1537,2916,1023,232,5710,807,1109,468,140,2517,53,73,16,3,140,7659,10436,3315,829,22245,33,24,5,0,62,10,10,0,0,20,7,11,4,0,25,10,9,0,0,23,38,15,6,3,59,51,33,13,4,92
LGA14100,0,0,0,0,7,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,4,0,0,0,4,12,0,0,0,12,10,6,0,0,14,17,10,0,0,30,38,29,16,0,85,58,37,16,0,120,45,46,16,3,114,82,123,66,13,281,105,177,66,20,359,122,178,83,26,413,58,101,72,20,254,6,8,0,0,17,560,721,345,94,1719,4,0,0,0,10,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,3,3,0,0,4,0,5,0,0,7,7,3,0,0,16,9,4,0,0,12,23,19,18,3,58,38,35,13,3,93,61,54,19,4,134,38,45,14,0,98,87,120,56,6,270,197,416,188,48,844,76,105,64,23,271,9,0,4,3,14,561,815,379,86,1838,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,5
LGA14170,43,22,12,0,77,16,13,0,0,26,53,22,5,3,88,37,28,6,0,74,64,31,8,3,109,148,99,19,8,276,224,142,38,16,417,305,208,45,20,581,932,633,164,53,1782,921,674,188,51,1835,908,753,173,45,1876,1000,1191,315,53,2558,1354,1511,354,59,3280,1075,1194,279,42,2597,725,790,239,85,1837,82,57,19,4,168,7881,7366,1877,453,17580,47,27,7,0,86,20,11,6,0,40,25,16,7,0,44,14,4,0,0,22,43,31,3,0,87,74,38,16,4,125,138,88,21,6,255,185,108,39,16,348,743,463,96,29,1335,822,579,132,47,1573,941,828,168,33,1968,818,773,144,29,1770,1323,1582,350,64,3314,2128,3059,767,102,6059,727,804,243,58,1832,49,42,8,7,100,8106,8445,2011,392,18952,33,19,6,4,57,10,7,5,3,25,9,5,6,0,16,12,0,0,0,16,31,7,4,0,41,41,24,8,0,70
LGA14220,7,7,0,0,14,4,3,0,0,7,14,8,3,0,28,0,8,0,0,12,10,7,4,5,20,29,24,16,10,79,49,29,22,7,103,59,41,29,16,154,150,148,71,36,400,86,118,55,13,277,61,70,24,15,173,30,30,28,12,89,24,26,17,5,71,14,9,4,0,25,94,93,56,35,275,17,11,3,3,35,644,623,333,168,1771,0,5,0,3,12,3,9,5,0,12,9,3,0,0,7,0,0,0,0,10,16,9,8,0,32,17,13,6,3,41,24,18,10,10,66,48,44,24,11,119,126,114,57,34,331,108,105,52,18,288,67,73,29,21,192,49,60,17,6,131,31,35,26,4,95,21,23,15,3,60,65,80,57,17,225,6,3,3,5,19,600,588,311,141,1642,6,4,0,0,10,3,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,3,0,0,7
LGA14300,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,10,8,3,0,19,13,8,3,3,30,12,12,7,8,37,38,44,30,8,120,31,24,17,16,89,31,28,16,10,82,8,14,10,0,31,7,25,13,9,52,0,4,0,0,5,25,40,14,10,92,3,0,3,0,14,187,215,119,61,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,14,6,7,0,25,11,11,0,0,19,30,37,29,12,103,33,35,16,14,97,34,30,22,6,89,13,18,14,5,44,24,13,11,3,52,10,14,5,4,31,21,21,10,6,60,4,0,3,0,8,185,196,120,55,545,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA14350,0,0,0,0,17,8,4,0,0,11,6,6,6,0,20,4,0,5,0,14,10,6,3,0,27,51,30,22,8,104,68,45,20,23,151,93,81,45,19,232,221,200,115,60,591,132,138,60,36,373,74,91,50,15,236,50,60,24,0,131,25,33,21,3,78,13,15,4,0,29,135,119,72,36,362,18,18,11,9,50,908,851,453,212,2425,0,0,0,0,5,3,3,0,0,6,10,6,0,0,15,5,0,0,0,5,14,13,6,0,29,15,16,6,3,40,35,37,13,3,88,72,34,29,11,148,202,154,75,44,474,171,161,65,43,436,128,118,53,27,328,62,73,39,14,192,53,45,29,5,133,22,34,3,4,60,116,106,51,32,299,14,12,4,4,37,917,815,375,188,2289,3,6,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,14,4,4,0,24,8,9,0,9,22
LGA14400,0,4,0,0,5,3,0,3,0,8,7,0,0,0,7,0,0,0,0,3,0,3,0,0,3,16,9,4,0,25,25,11,12,4,46,33,34,21,3,91,114,120,63,16,313,122,176,65,15,381,94,156,54,13,319,95,126,74,13,309,112,176,68,15,374,53,63,21,9,147,125,139,79,24,370,9,0,9,0,30,808,1031,476,118,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,6,9,0,0,0,11,10,5,4,0,20,17,11,0,3,30,25,16,4,3,49,121,77,31,14,241,104,153,57,11,332,121,143,68,22,352,87,142,58,9,300,144,184,72,22,430,103,173,79,12,366,126,133,82,21,368,12,0,3,0,13,865,1053,473,129,2522,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,4,4,0,0,8,3,3,0,0,5
LGA14500,32,40,17,0,91,8,7,5,5,25,27,29,0,0,55,9,10,4,0,25,21,18,5,0,45,43,41,14,7,104,72,70,26,4,167,93,113,42,7,251,339,348,100,21,811,378,466,145,30,1023,443,408,155,42,1049,779,1668,784,189,3426,1007,1795,781,177,3759,1042,1704,653,144,3541,707,1140,560,157,2558,37,57,26,0,126,5039,7904,3315,791,17053,57,47,9,0,125,6,19,4,0,29,14,15,4,0,30,6,9,12,0,23,23,33,0,4,66,41,45,18,0,101,64,59,15,8,143,102,97,18,5,222,375,325,72,18,789,455,417,114,35,1020,550,629,178,36,1396,474,539,173,37,1224,975,1466,492,95,3021,1940,3946,1605,333,7826,726,1168,521,129,2543,53,72,18,7,160,5864,8884,3264,700,18711,51,39,9,0,104,9,20,0,0,26,19,15,4,0,35,23,12,4,0,38,25,28,5,0,62,36,30,9,0,69
