LGA_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
LGA14550,0,0,0,5,10,6,6,0,0,32,0,0,0,3,3,5,0,0,0,15,0,4,0,4,9,6,10,6,0,31,0,0,0,0,3,0,0,0,0,9,0,4,0,7,8,7,4,0,0,41,0,7,32,30,65,131,59,19,7,357,0,4,34,47,51,76,31,14,5,260,8,18,37,67,78,66,37,10,0,320,0,9,43,58,75,88,34,0,0,309,0,0,6,16,16,18,11,3,0,80,0,12,29,16,27,18,7,0,0,113,0,0,0,0,0,3,0,0,0,9,0,0,4,3,11,4,3,0,0,21,41,9,26,35,82,79,74,48,37,433,50,63,227,300,434,511,274,102,52,2017,0,0,3,4,7,8,5,0,0,31,0,0,0,0,3,7,4,0,0,8,0,3,4,3,5,9,10,6,0,35,0,0,0,0,4,0,5,0,0,10,0,3,8,17,17,16,8,3,0,71
LGA14600,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,3,3,0,0,17,4,0,0,0,0,0,0,0,0,5,0,0,13,9,6,3,0,0,0,36,0,10,32,19,31,38,22,12,13,176,0,14,51,44,28,28,24,10,0,197,3,15,38,39,42,36,9,4,3,202,3,10,35,27,21,23,4,0,0,123,0,0,7,3,3,0,0,0,0,10,3,6,25,16,10,3,0,0,0,71,0,3,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,34,19,51,58,52,47,54,39,21,379,44,88,257,215,200,190,120,71,43,1231,0,0,4,0,0,5,0,0,0,6,0,0,5,0,3,4,0,0,0,16,0,0,3,8,4,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,14,8,7,5,0,0,0,35
LGA14650,0,49,202,223,186,172,96,23,11,956,5,7,64,68,83,63,34,14,0,343,0,19,129,138,172,140,102,104,60,871,0,20,64,90,61,36,22,3,0,301,14,39,86,114,71,44,28,7,3,399,65,405,1562,1560,1645,1684,919,412,136,8388,16,183,979,1178,1048,1411,886,381,95,6170,144,664,2135,2365,2233,1814,1213,469,156,11190,128,521,1308,1472,1311,1040,485,143,28,6431,28,179,361,305,230,160,123,54,10,1458,122,355,774,645,570,321,253,58,34,3140,12,8,7,9,5,6,18,19,8,98,5,11,43,82,90,77,40,26,10,392,323,271,533,551,692,753,950,1019,957,6056,875,2736,8259,8796,8401,7732,5160,2734,1506,46197,0,56,222,242,238,202,150,58,6,1171,4,12,56,91,92,98,52,23,3,425,14,38,147,172,155,159,108,78,37,906,6,30,113,106,90,55,34,10,4,446,14,44,112,126,90,72,37,17,0,514
LGA14700,0,28,102,130,81,68,54,23,9,486,0,5,88,113,53,31,8,0,0,298,0,15,100,86,52,36,5,9,11,326,0,13,69,42,51,25,11,9,0,219,0,3,19,22,19,6,0,5,6,77,3,72,377,354,305,254,151,100,43,1649,0,36,193,166,182,218,172,83,24,1070,3,151,882,886,659,386,215,69,41,3289,3,88,432,437,369,276,205,77,26,1915,6,76,265,206,99,62,39,12,3,762,8,32,82,63,71,33,30,0,8,320,3,0,0,0,0,4,0,3,0,20,0,15,32,39,36,25,12,11,4,175,27,51,205,169,100,107,84,62,80,885,53,574,2843,2714,2073,1529,996,462,251,11498,0,45,107,148,102,96,61,35,13,601,0,7,74,159,81,46,25,0,0,396,0,15,113,138,47,50,21,21,9,405,0,9,72,72,44,39,10,10,5,264,0,3,34,35,11,14,9,3,0,113
LGA14750,0,4,9,8,11,4,0,0,0,35,0,0,0,4,4,4,0,0,0,18,0,3,9,8,8,6,3,3,0,45,0,0,0,0,3,0,0,0,0,5,18,0,12,10,10,4,0,0,0,63,0,15,38,36,53,40,26,15,5,236,0,17,66,69,60,44,27,14,5,304,8,29,89,84,108,96,52,19,3,480,0,12,49,57,48,50,8,0,0,229,0,6,3,11,6,0,0,0,0,32,12,30,49,27,21,10,3,0,0,151,0,0,0,0,3,4,0,0,0,11,0,0,4,4,6,0,0,0,0,19,64,28,56,69,81,79,95,75,62,607,106,148,391,402,419,352,224,135,72,2234,0,3,4,12,11,4,0,0,0,34,0,0,4,3,0,9,0,5,0,23,0,0,13,13,9,3,6,0,6,42,0,0,3,0,0,0,0,0,0,9,4,5,11,12,12,8,0,0,0,63
LGA14850,0,9,37,51,40,52,22,6,4,222,5,5,11,16,25,16,14,0,0,85,0,4,21,35,35,33,21,24,14,189,0,0,11,18,11,11,0,0,0,49,9,26,34,54,56,36,10,6,0,227,10,84,271,353,384,487,224,73,29,1908,8,45,215,271,261,371,193,64,26,1464,28,134,337,422,467,397,219,57,22,2094,24,104,284,365,406,389,129,38,7,1741,8,36,91,140,120,92,53,11,4,555,33,84,174,93,96,63,50,5,7,615,0,5,10,0,5,4,9,4,0,35,0,9,12,23,17,21,6,7,5,91,156,118,236,240,284,312,209,207,162,1924,282,660,1739,2089,2206,2281,1156,507,280,11200,0,14,32,50,48,49,34,15,0,243,0,0,6,15,23,24,8,3,0,83,6,16,20,28,26,23,19,11,5,158,0,6,16,11,18,13,11,4,0,76,11,25,58,49,64,54,26,0,0,278
LGA14870,0,0,7,14,11,13,6,0,6,54,0,0,9,3,9,3,4,0,0,29,0,0,14,14,15,16,11,9,4,93,0,0,4,3,8,5,3,0,0,26,0,7,16,20,13,18,5,0,0,76,11,44,96,97,106,174,86,36,15,655,0,13,51,93,95,114,68,23,5,482,10,59,159,149,177,154,101,40,11,856,10,40,114,104,133,95,59,20,4,571,0,8,25,22,28,19,14,10,0,128,14,34,83,67,51,27,14,3,0,310,0,0,0,0,3,0,0,6,0,17,0,0,9,5,5,10,9,4,0,39,92,59,129,128,158,176,201,133,70,1147,141,282,712,726,818,821,581,279,115,4474,0,5,15,10,20,21,13,4,0,76,0,0,5,7,10,16,11,0,0,42,0,4,12,3,17,26,16,7,4,86,0,0,7,0,6,5,7,0,0,32,3,10,13,16,22,20,5,5,0,95
LGA14900,3,127,334,309,222,136,45,10,0,1192,0,48,270,314,140,41,24,0,0,845,3,28,164,213,257,177,80,55,20,996,8,54,87,61,28,22,7,0,0,265,0,23,46,50,44,37,6,0,0,203,53,417,1283,1160,891,592,240,75,29,4737,18,337,1217,1049,763,494,274,102,17,4268,94,861,3113,3021,2112,1147,421,87,39,10901,85,716,1675,1418,1058,598,182,37,5,5779,25,259,412,257,132,78,38,11,4,1219,99,282,776,668,486,213,99,32,4,2648,7,12,29,23,19,38,21,14,8,165,5,34,103,129,103,52,19,10,4,475,606,577,1319,1245,1049,944,728,509,280,7257,1007,3785,10825,9912,7310,4567,2193,940,412,40943,0,191,457,387,291,196,85,14,3,1624,6,56,295,452,199,85,29,3,0,1131,6,55,257,253,221,228,113,56,10,1199,7,74,155,115,51,24,11,0,0,436,7,24,61,54,49,40,12,3,0,245
LGA14920,0,0,4,3,4,4,0,0,0,20,0,0,0,0,5,0,3,0,0,4,0,0,3,0,0,3,4,5,0,14,0,0,0,0,0,0,0,0,0,5,0,9,17,6,10,8,0,0,0,52,3,6,41,45,44,66,44,14,6,270,0,7,37,34,34,36,23,9,3,193,0,10,46,57,83,40,33,16,9,300,0,15,39,36,33,30,14,0,0,174,0,3,3,7,0,6,4,4,0,25,3,11,34,17,16,12,4,0,0,98,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,4,0,0,0,5,37,15,37,41,66,80,70,54,23,427,51,82,266,257,309,287,203,101,36,1597,0,0,3,0,8,0,0,0,0,21,0,0,0,0,0,3,3,0,0,10,0,5,6,3,3,3,0,0,0,27,0,0,0,0,0,3,0,0,0,7,0,0,12,12,11,5,4,0,0,50
LGA14950,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,6,8,6,0,0,0,0,24,0,6,17,22,30,24,15,15,0,130,0,3,8,17,21,19,18,0,4,87,0,9,24,31,36,30,8,0,0,143,0,8,14,12,18,29,11,5,0,87,0,0,0,0,6,0,0,0,0,8,0,0,0,5,7,8,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,9,9,25,27,21,28,16,163,25,25,86,116,134,140,78,52,27,687,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,11,8,3,0,0,0,0,26
LGA15050,0,16,82,102,70,56,22,3,3,344,0,3,33,32,32,25,10,5,0,143,4,22,93,59,75,44,15,8,8,318,0,10,36,21,29,12,4,0,0,113,7,26,40,53,31,17,13,3,0,187,38,161,642,557,587,524,266,103,31,2905,9,83,409,433,354,415,173,74,35,1988,73,371,1130,1057,859,577,254,70,31,4417,43,257,616,554,453,300,111,42,6,2389,12,52,116,105,62,50,30,14,6,452,57,203,430,294,204,96,67,22,3,1368,0,0,9,7,9,12,5,8,0,42,5,6,23,27,18,17,9,5,3,108,152,137,325,282,306,266,326,290,190,2288,400,1342,3981,3585,3091,2396,1311,639,311,17063,0,15,82,109,90,52,45,10,0,410,0,3,41,41,37,33,30,0,0,181,5,16,120,99,57,59,25,12,5,405,6,9,39,47,23,21,9,5,0,161,18,29,56,74,53,36,7,3,0,282
LGA15240,0,8,22,52,47,67,39,14,5,253,0,4,7,28,36,50,29,5,0,173,0,7,24,43,68,66,71,57,34,362,0,0,11,17,23,16,12,3,0,86,5,23,55,75,79,64,36,9,0,344,25,130,396,524,736,946,607,256,70,3685,10,58,276,323,380,669,475,167,52,2401,51,215,510,646,828,947,818,265,88,4367,40,172,501,529,609,540,275,62,12,2731,11,19,60,95,91,79,89,37,12,496,49,131,268,275,254,211,150,55,23,1410,0,3,8,7,5,12,16,18,6,75,0,9,7,24,23,32,33,6,6,138,295,158,266,348,497,639,842,733,522,4292,490,931,2401,2969,3671,4317,3493,1691,835,20813,0,3,32,38,54,85,75,19,8,311,0,3,10,22,41,59,51,7,0,193,0,9,26,41,61,70,76,52,11,349,4,4,13,19,31,20,22,3,0,111,10,28,73,66,84,98,40,16,5,411
LGA15270,0,0,18,18,21,16,10,4,0,90,0,0,0,7,7,3,4,0,0,22,0,3,21,24,17,6,11,9,0,99,0,4,6,11,12,7,3,0,0,45,11,7,36,37,33,18,22,4,4,166,3,23,116,132,163,163,111,49,24,789,9,19,110,137,119,132,83,30,7,643,6,43,199,195,236,189,122,32,11,1027,7,38,132,141,107,120,45,13,3,607,0,6,37,31,26,24,13,6,0,144,28,58,105,87,61,34,23,0,4,410,0,0,0,5,0,0,3,5,0,15,0,0,3,10,8,11,3,0,0,44,102,66,128,166,184,200,215,154,52,1273,168,281,921,995,998,921,669,306,106,5364,0,3,22,20,22,15,12,0,0,102,0,0,4,4,4,4,5,3,0,28,0,10,31,14,20,19,12,4,6,116,0,4,12,10,7,9,6,0,0,49,0,6,32,35,41,29,15,7,0,173
LGA15300,0,4,6,7,0,0,0,0,0,19,0,0,0,0,0,0,3,3,0,9,0,0,4,3,12,0,6,5,0,26,0,0,0,0,4,3,0,0,0,8,0,17,19,27,14,8,6,4,0,84,4,15,60,50,58,82,37,18,6,323,3,16,87,96,70,51,32,13,4,376,3,34,130,112,124,69,31,3,3,510,6,23,87,78,74,56,21,4,0,349,0,5,17,8,7,6,5,0,0,54,0,26,59,30,24,13,5,0,0,152,0,0,0,0,3,0,4,0,0,13,0,0,3,4,5,0,0,0,0,14,71,58,123,133,146,109,122,79,27,866,88,193,599,545,536,402,263,126,40,2799,0,4,6,8,4,8,0,0,0,34,0,0,0,0,0,3,3,0,0,10,0,0,8,10,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,8,0,11,36,21,11,14,6,7,0,102
LGA15350,0,7,52,62,64,48,44,15,3,294,0,4,18,31,50,19,13,0,0,136,0,6,38,37,27,14,16,5,3,143,0,5,35,35,31,26,18,8,0,158,0,4,13,17,12,10,3,4,0,64,0,29,168,161,210,208,188,100,56,1126,0,9,102,121,159,187,188,81,29,870,0,82,517,690,646,374,286,103,56,2748,4,55,306,413,407,312,235,86,24,1846,6,50,185,179,146,77,52,26,15,740,5,16,56,54,56,16,25,9,8,235,0,0,6,5,0,0,0,0,0,11,0,13,18,49,57,28,35,12,7,221,46,50,163,176,162,134,113,100,108,1047,67,322,1681,2019,2025,1443,1221,538,312,9627,0,25,46,56,68,59,50,26,8,336,0,8,8,30,41,25,17,5,0,135,0,4,43,43,35,30,9,12,5,174,0,8,34,39,40,33,17,19,4,191,0,5,13,10,10,9,4,4,0,66
LGA15520,0,0,6,11,5,5,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,10,5,5,9,46,0,0,7,4,0,0,0,0,0,13,0,11,24,23,24,5,7,0,0,94,3,12,57,54,77,106,56,25,9,395,0,15,66,80,58,65,44,24,3,354,0,23,96,78,74,64,31,7,9,387,3,13,57,50,68,51,30,10,0,291,0,0,16,7,7,0,3,3,0,40,5,28,58,30,41,25,17,3,0,216,3,0,0,0,0,0,0,5,0,10,0,0,0,0,7,0,7,3,0,14,43,13,58,45,81,94,99,104,35,573,62,117,445,382,459,434,296,194,76,2467,0,0,3,8,12,8,0,0,0,31,0,0,0,4,0,3,4,0,0,13,0,4,6,0,0,11,4,7,5,36,0,0,4,5,4,8,3,3,0,18,5,7,27,25,16,16,0,0,0,92
LGA15560,0,0,0,10,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,8,12,11,4,4,0,0,0,39,4,3,19,25,20,22,12,7,0,110,0,3,22,21,22,20,9,3,0,106,0,7,25,42,27,20,9,0,0,142,0,7,18,9,20,17,6,3,0,82,0,0,3,0,4,0,0,0,0,9,0,10,9,11,6,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,24,4,25,25,35,33,31,20,0,200,29,36,143,157,138,122,68,47,6,758,0,0,6,0,4,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,13,0,0,0,3,0,0,0,0,0,4,0,3,14,10,0,6,0,0,0,40
LGA15650,0,3,15,6,15,5,0,0,0,44,0,0,3,3,3,3,0,0,0,16,0,12,26,17,28,4,3,4,0,104,0,0,4,0,0,0,0,0,0,7,4,16,32,21,19,10,0,0,0,106,5,26,86,70,87,88,33,6,5,405,0,16,57,64,73,40,18,9,6,276,12,68,196,156,140,82,50,11,3,720,3,39,94,78,71,55,13,3,0,354,0,5,22,15,13,10,0,0,0,62,7,47,77,62,36,13,10,0,0,251,0,0,0,0,0,0,3,0,0,4,0,4,8,3,0,0,3,3,0,25,59,35,80,66,100,84,76,71,29,598,90,262,704,565,591,404,209,103,47,2983,0,0,13,13,14,8,6,0,0,52,0,3,3,3,0,3,0,0,0,17,0,10,37,27,19,19,6,0,4,127,0,5,4,4,8,0,0,0,0,16,0,20,38,26,23,9,3,0,0,122
LGA15700,0,3,5,8,11,9,12,9,0,54,0,0,0,6,10,9,3,0,0,32,0,4,11,3,18,18,7,4,8,67,0,0,0,0,3,4,0,0,0,14,0,5,16,16,21,26,4,3,4,91,6,16,63,65,110,209,115,47,11,642,3,12,57,84,109,141,102,42,14,561,11,52,115,129,188,191,143,34,21,873,5,31,93,134,161,176,75,18,3,702,0,3,20,23,23,31,18,12,4,127,8,34,70,62,48,35,29,9,5,303,0,0,0,0,0,3,6,6,3,24,0,0,3,4,6,16,7,5,0,44,91,35,75,76,132,138,173,158,113,1002,136,200,526,613,843,1003,689,342,181,4531,0,0,6,5,16,14,17,7,0,78,0,0,3,4,11,5,10,3,0,33,0,4,10,6,9,19,11,7,4,57,0,0,0,4,7,9,0,0,0,26,5,0,8,19,22,26,11,5,0,92
LGA15750,0,0,13,6,6,11,3,0,0,43,0,0,3,3,6,0,0,0,0,15,0,3,3,4,5,8,8,0,0,33,0,0,9,0,0,0,0,0,0,6,5,4,27,31,23,7,9,0,0,105,4,21,86,58,89,94,49,16,5,417,3,10,69,68,70,53,28,13,0,322,8,29,112,112,100,95,36,7,3,500,5,26,61,82,53,52,16,3,0,291,0,0,12,11,7,0,0,0,0,38,7,19,44,44,24,19,4,3,0,172,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,14,71,43,96,95,129,100,90,100,60,780,105,157,529,509,507,448,242,145,79,2735,0,0,12,9,11,7,3,0,0,49,0,4,0,3,3,9,3,3,0,22,0,0,3,3,4,7,5,3,0,33,0,0,4,5,0,3,0,0,0,10,4,9,31,22,21,15,5,3,0,102
LGA15800,0,0,5,10,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,0,0,0,8,0,0,5,11,7,9,0,0,0,36,0,17,32,35,40,32,31,12,8,201,0,9,30,26,31,26,18,9,7,156,3,14,40,40,39,32,15,0,0,190,3,9,30,24,24,26,14,3,0,142,0,0,9,3,5,5,4,0,0,19,0,10,19,18,10,9,9,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,14,37,11,25,42,38,67,63,48,37,369,42,71,186,227,194,214,157,82,54,1231,0,0,0,6,10,3,0,0,0,24,0,0,0,0,0,6,0,0,0,7,0,0,4,0,3,3,0,5,0,18,0,0,0,4,0,0,0,0,0,7,0,5,3,9,3,5,6,0,0,34
LGA15850,0,0,0,5,7,0,0,0,0,15,0,0,0,0,3,5,0,0,0,8,0,0,4,0,4,3,3,0,0,17,0,0,0,0,0,0,0,0,0,7,0,4,9,14,18,3,0,0,0,54,0,17,48,27,30,48,32,16,5,227,0,9,35,52,39,35,22,6,0,198,0,13,33,44,52,42,17,9,0,204,4,12,41,35,27,22,12,3,0,172,0,6,5,5,0,4,3,0,0,21,3,17,17,11,11,6,10,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,7,25,15,35,32,49,65,46,46,19,334,37,97,241,236,253,234,145,82,35,1351,0,0,6,3,7,8,0,0,0,14,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,4,8,10,15,11,0,0,0,52
LGA15900,3,108,308,240,181,145,79,20,6,1090,0,13,94,105,76,49,18,0,0,360,0,40,238,196,136,102,56,49,29,845,0,44,102,95,63,29,3,9,0,348,5,45,106,98,68,28,16,0,0,362,51,478,1983,1483,1401,1260,544,247,93,7541,12,213,949,969,817,1003,587,216,73,4843,122,747,2086,1895,1557,1119,591,185,86,8391,99,563,1517,1333,1122,933,443,137,24,6169,22,262,611,405,263,182,87,36,12,1882,108,310,632,446,343,207,123,35,25,2220,10,24,8,9,9,11,5,16,10,98,4,37,87,91,96,61,30,9,3,417,228,348,595,507,573,625,582,754,965,5174,663,3238,9312,7875,6694,5745,3169,1716,1320,39735,0,113,366,280,230,173,116,41,9,1325,0,15,108,105,99,61,42,13,0,437,3,68,258,203,156,121,77,50,26,959,3,63,191,141,69,44,18,0,0,543,8,44,127,105,93,46,16,5,0,450
LGA15950,0,46,283,211,132,115,74,32,8,902,0,16,193,199,107,69,20,7,0,607,0,19,246,139,88,47,21,15,9,580,0,28,178,128,56,51,22,10,4,471,0,9,71,43,19,22,16,8,0,177,0,101,888,500,376,403,334,186,61,2860,0,56,435,279,239,406,389,145,48,1998,9,307,2443,1931,1183,808,525,183,73,7457,0,194,1389,1090,758,631,470,152,40,4739,6,144,803,479,253,178,94,42,16,2006,11,52,203,144,108,69,45,19,3,651,3,0,9,0,3,4,0,4,0,23,3,28,88,98,66,59,47,15,8,420,55,174,761,505,336,319,260,155,120,2673,88,1174,7994,5736,3724,3178,2314,966,391,25562,5,65,301,218,137,127,109,46,10,1012,0,29,159,211,129,66,48,10,0,648,0,24,275,179,96,75,32,16,19,712,0,26,204,142,75,62,35,19,5,570,0,14,50,39,30,23,13,11,3,179
LGA15990,0,109,371,565,508,365,191,69,22,2199,0,18,146,307,287,167,58,10,0,994,7,34,212,300,311,188,120,104,60,1341,6,56,292,312,252,126,52,25,0,1117,0,15,128,197,125,78,33,13,4,605,24,304,1587,1823,1875,1590,991,611,228,9041,12,218,1229,1595,1585,1730,1129,538,158,8197,67,765,3746,5318,4696,2687,1855,776,403,20315,49,559,2056,2789,2349,1505,934,281,99,10616,31,436,1320,1378,958,467,246,107,62,5003,81,253,724,764,771,402,322,113,51,3479,9,8,9,14,17,5,19,21,17,108,15,32,165,254,257,105,74,31,15,954,396,380,1002,1107,1002,859,927,887,1107,7672,700,3191,12986,16727,14990,10270,6954,3584,2227,71631,3,169,419,540,573,438,263,125,31,2557,3,46,120,285,321,260,117,20,0,1178,4,34,240,291,309,248,144,82,51,1406,13,89,312,368,327,175,79,25,6,1392,5,48,122,184,168,102,63,29,3,723
LGA16100,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,4,6,9,7,4,3,0,26,0,0,3,0,0,0,0,0,0,7,0,5,4,5,7,5,0,0,0,33,0,12,17,17,37,38,32,3,3,162,0,0,18,29,27,27,21,9,0,132,5,6,22,36,52,43,28,6,4,207,0,10,22,24,27,28,8,4,0,128,0,4,9,5,12,5,4,0,0,34,3,4,19,7,8,5,0,0,0,53,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,3,6,0,0,12,28,8,20,32,48,39,65,33,6,276,39,51,143,166,228,202,183,65,15,1086,0,0,0,4,7,4,4,3,0,15,0,0,4,3,0,0,0,0,0,9,0,0,3,0,3,8,5,0,3,18,0,0,0,0,0,0,0,0,0,5,0,6,6,9,15,6,0,5,0,41
