LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA17550,9,0,17,20,26,106,425,303,95,136,54,21,1211,0,0,9,38,51,147,110,27,3,12,7,7,410,3,0,6,34,58,274,439,165,58,66,10,14,1123,0,0,0,10,8,44,59,37,8,18,4,13,202,3,0,12,45,83,205,215,39,57,20,3,23,702,0,0,37,160,158,195,93,21,19,4,3,16,713,4,5,5,22,14,30,20,8,9,0,0,6,122,0,0,3,0,3,14,18,13,7,8,0,11,81,78,8,232,2038,902,1146,399,72,30,21,15,176,5101,0,0,4,50,16,24,15,0,0,0,0,663,775,105,14,322,2408,1320,2179,1790,690,285,279,100,956,10445,6,4,9,5,10,82,299,252,165,205,63,135,1239,0,0,3,25,17,139,170,56,21,18,12,43,500,5,5,13,18,57,351,868,420,208,194,56,182,2381,0,0,0,0,10,53,134,65,39,38,10,31,391,3,0,7,35,81
LGA17620,8,0,10,11,7,44,120,64,34,50,17,7,381,0,0,0,4,6,12,12,3,0,3,0,4,56,3,0,4,5,12,67,73,28,19,14,4,3,233,0,0,0,4,0,11,11,10,4,13,0,0,54,0,0,0,8,26,41,30,8,29,7,0,12,171,0,0,3,23,23,18,11,6,0,0,0,0,85,0,0,0,0,0,4,8,0,0,0,0,0,11,0,0,0,0,0,0,3,0,4,4,0,5,17,6,0,26,207,74,74,29,5,4,0,5,14,455,3,0,0,9,0,0,0,0,0,0,0,91,106,23,3,49,276,162,267,301,128,94,97,28,151,1577,9,0,5,4,3,20,55,52,39,58,32,43,320,0,0,0,0,5,3,4,3,4,0,4,7,29,0,0,0,9,4,62,155,85,65,90,12,40,515,0,0,0,0,0,7,19,16,8,16,0,0,70,0,0,0,12,12
LGA17640,5,0,7,5,8,35,54,48,20,20,12,6,211,0,0,5,3,5,5,7,5,0,3,0,0,37,4,0,5,3,7,44,47,31,8,12,0,5,160,0,0,0,4,0,3,4,5,5,0,0,0,27,0,3,4,3,13,29,25,4,8,4,3,6,92,0,0,4,15,12,19,9,3,0,0,0,10,63,0,0,0,5,0,0,5,0,0,0,0,0,12,0,0,0,0,3,3,4,3,0,0,0,0,9,6,6,26,116,30,47,13,4,0,0,0,11,266,0,0,0,0,4,0,0,0,0,0,0,73,77,14,8,45,160,76,188,162,95,33,42,21,110,962,0,0,3,7,4,11,50,27,26,12,3,31,171,0,0,0,0,0,8,9,10,0,0,0,0,29,0,0,5,0,3,56,92,45,22,18,3,29,270,0,0,0,0,3,4,15,0,5,3,0,7,32,0,0,0,12,13
LGA17650,3,0,3,0,5,23,56,23,10,18,0,0,145,0,0,0,6,5,14,11,3,4,0,0,0,40,0,0,0,7,7,23,35,10,5,4,0,0,97,0,0,0,0,3,0,7,0,0,0,0,0,14,0,0,5,15,11,21,13,5,9,3,0,0,70,0,0,4,16,10,16,7,0,0,0,0,3,52,0,0,0,3,3,0,0,0,0,0,0,4,9,0,0,0,0,0,3,0,0,0,0,0,0,4,8,0,17,109,33,32,11,0,0,0,0,9,220,0,0,0,0,0,4,0,0,0,0,0,44,49,6,3,25,148,66,138,136,56,21,30,0,67,704,0,0,0,9,0,7,40,20,17,21,6,17,145,0,0,0,0,0,15,12,5,0,0,0,3,29,4,0,0,3,3,48,98,39,9,14,7,17,238,0,0,0,0,3,8,7,3,3,3,0,3,39,0,0,0,5,5
LGA17750,9,0,10,8,20,131,526,394,158,160,59,17,1496,0,0,10,21,16,70,47,19,3,6,5,6,206,5,0,11,9,37,215,334,163,54,87,20,11,945,0,0,0,7,6,33,42,22,8,17,3,12,155,3,0,9,31,72,184,158,34,48,15,10,19,582,0,0,11,86,66,74,45,11,13,10,4,10,332,0,0,5,8,7,18,14,5,4,0,0,6,65,0,0,4,5,4,9,11,3,7,9,0,7,58,22,3,91,617,269,373,157,23,19,8,9,82,1675,3,0,0,18,4,17,6,0,0,0,0,389,433,46,5,144,814,500,1120,1339,679,315,317,110,557,5940,3,0,3,4,12,69,360,350,223,272,125,140,1569,0,0,0,3,7,35,60,27,21,15,3,13,181,3,3,0,5,31,217,714,464,223,238,53,141,2097,0,0,0,4,8,28,136,83,38,50,10,27,384,8,0,3,19,58
LGA17850,7,0,9,6,3,18,22,13,5,7,3,6,101,0,0,3,0,0,10,9,0,0,0,0,3,23,0,0,0,0,9,13,30,10,6,0,8,6,75,0,0,0,0,5,0,3,3,0,0,0,0,9,0,0,0,3,8,10,6,3,0,0,0,0,34,0,0,3,3,8,4,4,0,0,0,0,4,24,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,13,6,3,11,49,13,17,4,0,0,0,0,4,108,0,0,0,6,0,0,0,0,0,0,0,30,36,15,6,23,73,46,77,78,28,13,10,14,46,436,3,0,0,0,5,10,19,16,3,7,0,17,83,0,0,0,0,0,6,5,0,0,0,0,0,11,0,0,0,3,3,19,37,13,7,4,0,12,103,0,0,0,0,0,5,9,0,0,0,0,0,11,0,0,0,3,7
LGA17900,10,0,0,3,0,28,42,27,11,19,7,8,163,0,0,0,4,0,4,3,0,0,0,0,4,20,0,0,0,4,3,20,33,13,4,7,0,6,92,0,0,0,3,0,3,4,0,0,0,0,3,16,3,0,5,3,10,10,5,0,0,3,0,0,42,0,0,3,14,0,7,4,3,0,0,0,4,30,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,11,105,16,22,6,0,0,0,0,10,178,0,0,0,0,0,0,0,0,0,0,0,39,42,19,0,26,141,38,95,98,51,21,32,14,71,594,3,0,0,0,5,3,25,14,13,8,7,23,111,0,0,0,0,0,4,8,0,0,0,0,0,16,0,0,4,0,3,24,31,19,9,5,0,7,113,0,0,0,0,0,0,0,0,5,4,0,0,16,0,0,3,5,3
LGA17950,0,0,0,0,0,12,25,22,4,3,5,9,90,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,8,17,21,10,5,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,10,8,0,0,0,0,3,31,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,8,4,0,7,28,15,12,0,0,0,0,0,4,74,0,0,0,0,0,0,0,0,0,0,0,16,17,12,3,9,39,35,75,63,34,16,3,8,32,326,0,0,0,0,0,7,15,6,4,9,0,19,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,30,19,4,8,0,7,96,0,0,0,0,0,3,10,3,0,0,0,0,18,0,0,0,0,3
LGA18020,9,3,18,14,10,36,51,33,14,13,13,3,221,0,0,5,11,3,18,3,0,6,3,0,0,46,0,0,4,11,5,50,52,9,3,11,0,8,156,0,0,0,0,0,9,11,0,0,4,0,0,31,6,0,0,11,17,19,24,3,4,0,0,10,100,0,0,4,23,16,18,7,3,0,0,0,0,82,0,0,0,3,5,0,3,0,0,0,0,0,9,4,0,0,0,4,5,3,0,0,0,0,5,16,9,0,22,250,47,54,15,0,0,4,0,22,429,0,0,0,4,5,0,0,0,0,0,0,81,92,27,3,54,328,114,215,173,57,31,32,8,129,1180,3,0,7,3,11,23,48,27,11,8,7,48,206,0,0,0,0,0,4,5,0,0,0,0,12,31,0,0,5,13,7,56,77,28,6,14,0,25,231,0,0,0,4,0,11,9,4,0,3,0,3,37,4,0,5,11,19
LGA18050,11,0,5,3,0,35,280,455,295,743,693,23,2545,0,0,4,14,18,80,79,42,16,28,16,5,304,4,0,6,3,5,82,216,167,107,184,70,16,853,0,0,0,0,0,18,45,29,13,35,35,9,188,0,4,4,8,34,122,131,51,136,64,44,15,604,5,0,19,49,41,55,56,22,21,28,12,8,307,0,0,0,7,5,8,17,0,10,3,3,5,53,0,0,0,0,0,3,7,6,9,17,22,7,71,52,6,55,243,110,201,164,54,49,34,30,71,1064,3,0,0,9,3,5,9,0,0,3,0,464,488,74,6,80,343,210,616,996,825,660,1139,915,618,6477,6,5,8,3,3,22,89,118,123,278,459,90,1202,0,0,0,4,0,24,57,38,26,44,28,24,252,0,0,4,3,11,67,236,221,260,606,352,142,1912,0,0,0,4,0,9,37,38,47,84,97,25,352,7,0,5,17,29
LGA18100,5,0,3,8,3,22,23,15,7,0,3,0,87,0,0,0,4,3,7,10,3,0,0,5,0,25,0,0,6,4,5,15,15,4,0,6,0,0,62,0,0,0,0,0,6,0,0,0,0,0,4,12,0,0,0,10,10,11,9,0,0,0,0,7,44,0,0,0,4,0,9,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,9,115,33,35,8,0,0,0,0,13,214,0,0,0,0,3,0,0,0,0,0,0,40,42,13,0,18,147,60,98,62,24,14,13,6,63,518,0,0,0,0,0,8,24,15,5,7,0,8,72,0,0,0,0,0,6,3,0,0,0,0,0,19,0,0,0,3,0,33,29,14,0,3,5,9,114,0,0,0,0,0,0,3,0,0,3,0,4,13,0,0,3,6,12
LGA18200,7,0,4,5,7,25,66,22,14,7,5,0,177,0,0,6,0,3,4,4,0,0,0,0,0,20,0,0,0,11,4,35,38,8,5,12,3,0,117,0,0,0,0,5,3,3,0,0,0,0,0,18,0,0,0,8,7,18,22,5,4,3,0,4,69,3,0,3,19,3,14,3,0,3,0,0,5,59,0,0,0,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,22,128,42,50,12,9,0,3,0,15,286,0,0,0,3,0,4,0,0,0,0,0,57,66,25,0,40,175,78,155,155,46,25,29,11,84,831,0,0,6,3,7,12,32,37,10,25,10,25,166,0,0,0,0,0,7,13,0,0,0,0,6,21,0,0,7,3,0,35,74,32,8,13,6,14,203,0,0,0,0,0,4,9,4,3,0,0,7,25,0,0,0,4,13
LGA18250,0,0,4,4,3,33,205,332,227,549,578,8,1947,3,0,7,20,15,75,50,19,21,26,22,0,266,6,0,3,3,11,83,179,116,83,163,86,8,732,0,0,4,0,3,9,25,16,16,28,29,4,134,6,0,3,22,44,131,191,51,210,93,40,11,798,4,3,31,50,36,82,74,31,27,26,19,14,387,0,0,0,4,0,11,13,4,4,8,3,4,58,0,0,0,0,0,0,3,7,3,8,8,5,50,120,13,119,310,143,329,243,82,49,73,50,49,1580,0,0,7,4,0,5,0,3,0,0,0,384,411,139,16,170,419,255,764,998,661,640,972,829,491,6359,3,0,0,9,10,43,129,165,169,420,785,142,1868,0,0,0,7,9,48,56,22,35,43,41,26,296,4,7,9,11,12,104,271,230,330,818,537,144,2461,0,0,3,4,0,6,37,45,62,102,117,26,413,9,4,9,25,53
LGA18350,4,0,10,17,15,65,250,157,83,115,69,25,806,0,0,4,17,27,91,57,32,16,17,5,4,267,0,0,7,5,11,146,228,107,53,59,22,14,663,0,0,0,3,3,29,22,18,12,11,9,6,119,4,0,6,23,48,115,116,21,60,18,4,22,441,0,0,18,68,57,142,78,23,25,18,9,9,445,0,0,4,5,3,20,15,6,12,4,3,0,68,0,0,0,0,0,5,12,7,5,4,8,10,54,37,8,95,625,360,581,303,76,38,37,34,87,2292,0,0,0,7,8,12,10,0,0,0,0,359,397,52,8,147,780,537,1212,1095,453,295,284,146,529,5540,5,0,3,3,3,58,213,168,121,182,103,127,991,3,0,4,3,3,47,50,27,8,16,8,20,193,4,0,0,8,27,178,479,291,179,192,46,138,1539,0,0,5,0,0,25,64,38,24,31,11,24,213,0,0,0,11,30
LGA18400,9,0,6,7,9,44,243,228,110,167,61,27,896,0,0,0,15,10,35,38,17,0,9,3,5,132,4,0,0,4,19,94,192,96,43,57,18,19,542,0,0,0,4,6,17,34,16,8,8,5,6,110,0,3,5,14,39,138,161,30,75,7,10,14,492,0,0,6,49,39,70,28,3,10,0,0,9,215,0,3,0,4,9,14,9,0,0,0,0,4,48,0,0,0,0,0,3,9,0,0,7,0,13,41,31,5,73,481,204,272,85,8,3,6,9,47,1225,3,0,4,6,4,0,0,0,4,0,0,193,217,48,11,96,586,330,688,785,402,252,262,105,327,3906,3,5,5,5,11,42,242,258,213,310,182,188,1450,0,0,0,4,3,25,54,25,10,25,9,23,185,6,0,0,10,23,178,575,419,249,337,92,163,2058,3,0,0,0,0,27,91,56,47,69,17,32,335,0,0,7,7,53
LGA18450,12,0,3,5,24,154,735,889,430,699,262,32,3250,0,0,19,46,56,165,122,65,24,34,15,12,552,16,0,0,12,31,350,713,423,203,262,43,27,2079,3,0,3,4,9,49,110,79,48,69,30,13,413,3,3,20,75,156,439,528,85,260,62,15,79,1728,6,17,60,254,179,296,158,43,20,22,11,20,1085,0,0,4,22,27,59,56,8,21,7,3,19,249,0,0,4,9,0,18,36,29,16,20,8,14,147,226,33,445,3509,1261,1652,464,82,47,40,36,286,8073,9,3,22,74,21,28,10,4,3,3,0,1038,1208,268,60,571,4014,1767,3217,2939,1702,1082,1203,426,1540,18786,11,6,4,13,10,126,553,743,547,941,598,387,3932,0,0,7,29,23,146,235,115,54,75,26,61,780,14,3,12,29,39,548,1882,1542,968,1345,305,506,7182,4,0,3,13,10,80,302,237,159,210,83,115,1212,9,5,24,62,141
LGA18500,5,0,0,4,4,33,127,247,183,531,692,20,1845,0,0,4,10,5,34,63,45,25,56,53,9,309,3,0,0,5,3,44,117,79,90,213,145,11,707,0,0,0,0,3,9,18,10,13,36,28,5,124,3,6,0,0,13,53,101,32,162,102,90,16,583,3,6,12,24,23,44,72,35,48,61,61,19,401,0,0,0,0,0,6,5,6,3,10,12,8,56,0,0,0,0,0,4,4,10,3,13,23,8,59,47,4,37,88,78,159,185,105,86,124,154,54,1114,0,0,4,3,5,7,0,3,0,4,4,425,454,68,8,61,138,140,387,692,566,606,1149,1258,568,5650,4,0,0,0,4,16,46,81,66,193,451,110,965,0,0,0,6,7,19,28,13,16,38,43,24,197,3,0,3,6,5,31,113,127,175,416,346,147,1376,4,0,0,0,0,3,20,17,26,76,109,17,274,3,0,3,8,18
LGA18710,6,0,6,5,6,13,84,94,74,119,68,3,482,0,0,3,3,12,20,15,13,0,17,4,4,97,0,0,0,0,7,35,63,21,21,38,9,8,204,0,0,0,0,0,4,16,12,5,7,7,4,58,0,0,3,3,6,38,46,20,28,13,6,4,174,0,0,9,16,13,35,31,8,8,6,0,6,120,0,0,0,7,6,6,5,0,3,0,0,0,25,0,0,0,0,0,3,0,4,0,4,5,0,14,3,0,25,104,60,123,57,10,9,3,6,16,417,0,0,0,6,3,0,0,0,0,0,0,122,133,15,5,42,151,111,275,314,185,146,204,108,165,1715,0,0,3,4,3,13,55,90,57,133,118,54,533,0,0,0,0,6,18,12,9,3,10,5,7,68,0,0,0,3,11,73,146,126,91,114,34,44,643,0,0,0,0,0,8,23,27,17,36,12,8,129,0,0,0,5,4
LGA19399,7,0,0,0,0,12,13,6,0,0,0,0,45,0,0,0,0,0,5,4,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,3,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,4,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,18,17,7,0,7,13,7,27,20,8,0,0,0,17,123,0,0,4,7,0,9,11,3,3,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,5,0,0,3,33,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
