LGA_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
LGA10800,10,0,3,4,4,28,38,23,16,13,6,8,162,0,0,0,0,5,14,10,0,0,0,0,0,33,6,0,0,7,15,31,37,16,0,0,7,4,115,0,0,0,0,0,3,4,4,0,0,0,0,22,0,0,4,6,7,26,6,9,10,4,0,3,66,0,0,3,13,9,4,8,0,0,0,0,4,44,0,0,0,0,5,5,3,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,13,3,0,13,109,16,37,4,0,0,3,0,9,203,0,0,5,5,0,4,0,0,0,0,0,53,67,17,0,36,152,61,161,111,45,28,26,11,77,731,7,0,0,3,0,15,34,17,7,12,11,36,147,0,0,0,0,5,3,3,0,0,0,0,0,15,6,4,0,7,7,37,69,24,19,14,4,23,200,0,0,0,0,0,3,14,3,0,5,0,5,25,0,0,5,7,13
LGA10850,0,0,0,4,0,22,48,28,12,21,12,4,156,0,0,0,3,5,13,7,4,3,4,0,4,33,0,0,6,3,7,21,42,18,4,13,3,0,115,0,0,0,0,0,0,0,6,0,0,5,0,12,0,0,0,7,9,16,20,0,5,3,0,4,66,0,0,0,9,9,18,5,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,13,101,40,43,11,3,0,0,4,7,229,0,0,0,3,0,5,0,0,0,0,0,42,52,10,0,20,139,73,149,141,62,28,43,23,70,740,0,0,0,0,0,8,36,23,14,42,16,19,163,0,0,0,0,0,5,7,0,0,0,0,3,21,0,0,3,0,6,30,89,51,30,34,7,24,262,0,0,0,0,0,0,12,12,8,10,4,3,44,0,0,0,4,4
LGA10900,0,0,5,9,8,76,333,365,203,340,151,25,1519,0,0,3,35,39,136,112,44,18,22,6,5,409,3,0,7,18,27,161,367,256,114,167,26,15,1171,0,0,0,4,6,30,50,46,14,23,14,8,199,3,0,7,23,51,195,275,53,131,42,4,22,803,0,0,24,94,82,173,106,24,22,17,3,16,575,0,0,4,6,10,20,18,8,15,5,0,6,94,0,0,0,5,0,3,4,8,4,4,3,8,48,43,8,136,757,411,715,284,58,26,33,11,81,2560,3,0,3,15,4,6,4,5,4,0,0,408,443,45,10,187,957,645,1521,1561,865,552,646,229,596,7813,6,0,3,7,11,60,229,261,237,468,298,230,1794,0,0,3,16,15,86,113,78,44,29,12,29,423,4,3,3,8,22,232,761,660,408,558,135,261,3052,0,0,0,6,9,34,111,99,74,89,34,33,483,9,7,10,17,49
LGA10950,3,0,3,0,3,12,22,8,5,7,3,4,66,0,0,0,0,5,5,0,5,0,0,0,0,15,3,0,3,0,0,4,11,3,0,0,0,0,33,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,4,0,5,7,0,0,0,0,0,28,0,0,0,0,4,3,0,0,0,0,0,3,13,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,32,12,12,0,0,0,0,0,7,70,0,0,0,3,4,0,0,0,0,0,0,22,32,6,0,11,52,23,42,54,12,5,5,6,41,275,0,0,0,0,0,4,20,19,7,12,7,19,87,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,28,6,7,0,0,10,69,0,0,0,0,0,5,8,0,0,6,0,5,16,0,0,3,7,7
LGA11150,0,0,0,0,0,12,16,13,5,14,3,3,64,0,0,0,0,0,5,3,0,0,0,0,0,19,0,0,0,5,3,12,12,3,0,0,0,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,0,4,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,7,19,4,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,21,24,0,0,7,35,18,43,44,21,13,15,4,38,241,0,0,0,0,0,8,21,16,3,6,4,19,91,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,18,8,4,3,6,3,52,0,0,0,0,0,0,3,6,0,3,0,0,13,0,0,0,3,0
LGA11200,4,0,0,0,0,3,13,11,7,7,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,10,11,4,0,9,19,12,16,25,9,7,10,0,17,123,0,0,0,0,4,7,6,4,0,4,0,6,35,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,5,4,3,3,0,0,6,26,0,0,0,0,0,0,4,0,0,0,0,6,3,0,0,0,5,0
LGA11250,4,0,0,0,6,32,94,88,30,56,11,7,342,0,0,0,0,13,18,17,4,0,0,0,0,53,0,0,0,10,11,51,78,29,12,14,3,5,208,0,0,0,0,0,15,13,4,8,4,4,0,43,0,0,0,18,19,44,54,8,16,0,0,19,182,0,0,9,41,36,29,12,0,0,0,0,3,135,0,0,0,5,0,6,9,0,0,0,0,4,36,0,0,0,0,0,0,4,3,0,0,0,3,19,12,0,34,442,153,171,30,4,0,0,4,53,912,0,0,0,12,0,3,5,0,0,0,0,153,170,16,0,51,525,249,375,311,158,66,85,19,245,2103,5,0,0,0,0,10,60,56,53,72,27,32,316,0,0,0,0,3,15,15,9,3,0,0,4,48,4,0,0,0,3,54,146,92,47,57,5,22,434,0,0,0,0,0,12,21,12,8,20,0,6,81,0,0,0,11,12
LGA11300,0,0,0,0,7,28,133,143,58,109,63,8,543,5,0,6,28,35,62,24,10,5,7,0,3,179,0,0,0,3,10,56,106,35,19,26,7,0,270,0,0,0,0,4,11,17,9,3,8,7,0,58,4,0,5,29,46,97,89,10,37,17,3,13,348,0,5,29,38,28,39,25,10,4,4,0,10,190,0,0,3,0,7,5,4,10,0,0,0,0,35,0,0,0,0,3,3,3,0,3,0,3,3,21,104,11,75,362,73,104,47,10,4,0,0,42,838,0,0,3,10,0,0,0,0,0,0,0,149,170,119,21,126,470,202,406,462,237,140,161,84,222,2648,3,0,0,0,4,44,112,132,100,184,215,63,864,3,0,4,8,12,30,40,14,8,19,8,12,152,3,0,4,10,5,96,196,128,116,154,85,63,858,0,0,0,3,3,7,33,23,14,38,17,17,159,0,0,20,35,52
LGA11350,4,0,0,10,9,55,117,67,23,53,21,11,368,3,0,16,17,24,79,54,16,5,11,7,3,229,0,0,9,21,10,111,117,54,17,33,15,3,392,0,0,0,3,7,18,16,4,0,9,3,5,73,0,0,0,21,36,75,60,14,19,9,3,5,243,3,0,16,48,39,78,55,12,8,3,0,8,284,0,0,7,9,3,14,4,0,8,0,5,0,46,0,0,4,4,5,10,7,4,3,7,0,5,36,26,8,52,308,133,188,118,24,20,11,9,27,916,0,0,0,8,5,9,0,0,0,0,0,197,218,38,3,98,450,273,621,552,200,102,135,54,267,2798,5,0,0,3,3,23,96,62,24,53,27,59,364,0,0,4,15,16,82,82,38,8,11,7,34,286,0,0,8,12,21,130,255,106,58,72,21,70,746,0,0,0,0,6,14,30,20,8,8,8,18,116,4,0,6,18,36
LGA11400,9,0,4,15,11,39,106,67,26,46,25,13,357,0,0,0,12,7,26,15,6,0,4,3,0,70,0,0,4,10,10,45,71,29,13,23,0,9,220,0,0,0,6,0,7,8,13,0,5,0,3,40,0,0,4,18,25,61,42,0,14,5,0,3,173,0,0,0,19,16,38,7,0,0,5,0,9,101,0,0,0,0,5,6,3,4,0,0,0,0,18,3,0,0,3,0,0,3,4,0,3,0,3,22,11,0,31,203,63,80,24,7,3,3,0,24,446,0,0,0,3,0,0,0,0,0,0,0,103,108,26,0,50,295,142,310,290,129,62,82,23,169,1576,0,0,7,6,3,25,72,73,52,69,26,54,381,0,0,0,0,0,13,8,8,8,0,6,5,38,3,0,3,0,10,67,163,94,42,68,13,53,515,0,0,0,0,0,12,21,15,7,14,0,3,69,0,0,4,11,20
LGA11450,5,0,0,0,11,42,324,467,230,255,87,20,1452,0,0,6,9,9,42,37,15,4,6,0,3,138,0,0,4,3,9,100,203,134,54,78,10,6,596,0,0,0,3,0,15,31,30,20,20,7,12,136,3,0,9,12,52,135,150,25,68,18,9,19,498,0,0,12,45,41,66,29,11,5,0,0,4,223,0,0,0,0,0,14,6,4,6,0,0,5,37,0,0,0,0,4,0,17,7,7,4,0,7,43,38,0,79,510,210,247,88,27,10,9,15,47,1260,0,0,0,6,4,9,4,0,0,0,0,213,245,52,7,110,606,341,669,882,720,406,383,130,329,4636,3,3,4,0,3,50,307,443,343,554,290,198,2191,0,0,0,4,4,34,63,34,18,17,8,25,218,7,0,3,8,16,210,781,665,358,466,130,176,2827,0,0,4,0,5,24,90,123,67,77,36,36,458,4,4,6,22,51
LGA11500,10,0,4,8,14,129,898,856,324,367,91,50,2739,5,0,6,23,22,84,83,26,5,13,0,6,286,3,0,0,17,23,284,549,239,83,103,10,29,1352,0,0,3,0,10,40,97,52,20,23,3,19,272,7,8,18,74,182,523,469,59,110,26,5,66,1550,6,3,45,145,110,148,88,3,10,5,0,20,587,4,0,3,11,16,36,42,0,7,0,0,21,149,5,0,0,0,5,12,35,18,0,3,0,5,84,124,19,234,1410,458,553,167,21,10,5,3,109,3108,9,0,9,27,18,19,9,6,3,0,0,548,644,159,26,324,1717,857,1831,2435,1288,581,558,126,867,10773,14,8,5,6,14,160,910,1076,715,798,426,422,4547,0,0,3,19,21,100,119,86,36,22,12,42,467,13,9,13,26,45,417,1384,831,408,501,170,303,4114,0,0,0,5,14,73,231,168,83,106,38,59,787,13,8,28,137,271
LGA11520,11,0,0,6,5,55,330,486,332,770,608,29,2628,5,0,8,18,20,70,61,38,19,16,17,7,267,4,0,3,6,14,111,228,154,98,195,70,10,894,0,0,0,3,8,20,38,30,26,31,26,11,191,6,0,9,25,81,176,215,49,165,81,34,18,863,3,5,40,60,43,70,86,22,27,33,9,12,401,0,0,0,5,3,20,21,10,9,3,3,9,75,0,0,0,0,0,6,12,9,7,14,5,12,74,154,13,172,713,218,392,222,59,29,34,22,80,2108,3,0,3,13,7,7,4,0,0,0,0,485,525,184,18,236,841,402,927,1221,849,710,1187,799,662,8026,0,0,0,7,9,37,193,220,220,534,690,159,2077,0,0,0,12,17,51,76,35,24,44,31,29,324,7,4,6,14,17,132,417,386,414,786,371,156,2704,0,0,0,0,7,28,59,56,38,138,100,38,481,9,3,13,34,69
LGA11570,17,0,10,14,24,314,1282,1134,469,692,289,72,4309,3,0,25,83,118,243,138,55,18,22,4,14,718,7,0,13,39,79,535,751,289,132,152,30,38,2065,3,0,7,10,11,78,129,74,35,48,11,20,420,18,6,51,214,434,925,639,96,184,46,3,101,2720,6,21,187,392,230,306,140,28,21,12,6,49,1407,5,7,27,44,34,82,52,4,13,0,0,14,289,6,0,5,10,8,24,45,22,12,9,10,27,182,553,68,885,4361,1222,1337,396,47,24,25,29,351,9295,23,5,21,114,28,60,17,0,3,6,0,1229,1503,637,110,1226,5279,2195,3906,3593,1754,895,1009,383,1914,22908,19,10,7,19,34,403,1491,1489,923,1405,880,595,7279,3,5,23,78,95,366,379,126,81,92,37,129,1417,23,12,23,69,121,920,2284,1428,868,1156,357,502,7759,4,8,7,26,36,143,360,236,177,228,82,125,1444,45,31,138,593,894
LGA11600,0,0,3,0,3,12,36,17,7,4,6,3,93,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,4,19,9,4,3,0,3,0,44,0,0,0,0,0,4,0,3,0,0,0,0,15,0,0,0,3,5,8,5,0,0,0,0,3,25,0,0,0,5,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,38,6,11,4,0,0,0,0,0,69,0,0,0,0,5,0,0,0,0,0,0,16,20,10,0,14,45,29,60,54,27,10,12,7,26,298,0,0,0,3,5,3,20,15,3,4,6,20,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,29,21,6,3,0,15,87,0,0,0,0,0,0,0,6,0,3,0,7,17,0,0,0,0,7
LGA11650,18,0,16,24,35,356,1607,1509,559,756,307,71,5268,4,0,37,98,103,339,278,75,32,60,18,30,1080,12,0,16,54,87,758,1332,621,246,329,56,64,3577,0,0,6,18,22,110,211,114,40,69,20,39,648,9,0,24,125,275,860,837,133,337,77,23,118,2814,12,14,91,437,329,534,292,67,42,26,13,46,1909,0,0,9,42,51,112,64,14,30,4,0,27,360,4,0,3,12,6,41,74,40,21,40,4,23,266,227,37,733,5421,2419,3209,1033,192,93,81,55,505,14009,7,0,17,136,47,52,29,7,3,3,4,1737,2032,298,54,955,6369,3373,6376,5748,2767,1416,1458,502,2645,31966,19,3,13,21,28,231,1253,1405,907,1280,571,715,6444,0,0,17,40,56,304,430,177,78,72,36,140,1350,12,13,23,52,99,1176,3564,2151,1223,1430,326,871,10933,6,0,11,6,28,188,523,377,189,225,75,176,1799,19,13,22,91,304
LGA11700,0,0,0,0,3,10,14,8,5,9,4,10,52,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,8,8,6,0,0,0,0,0,28,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,3,7,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,9,38,18,40,26,9,3,9,0,31,188,0,0,0,3,0,3,9,6,0,3,5,5,35,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,6,4,5,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA11720,3,0,4,3,11,62,264,239,91,157,41,14,878,0,0,5,14,19,48,42,16,6,14,6,3,168,5,0,4,10,11,118,214,106,52,63,8,16,601,0,0,0,3,4,12,38,19,9,21,6,3,120,4,0,4,16,51,138,157,18,95,12,3,24,537,0,0,17,84,66,77,36,4,6,4,0,12,309,3,0,0,12,10,15,22,0,9,0,0,7,68,0,0,0,4,7,6,7,9,7,4,0,5,47,28,5,108,962,288,338,100,14,17,7,4,97,1973,0,0,3,17,0,5,4,3,0,0,0,288,334,47,5,152,1125,467,832,888,437,289,278,63,472,5046,7,0,0,6,3,31,192,203,114,202,86,76,925,0,0,0,0,7,27,50,25,12,7,3,10,141,0,0,3,0,13,175,534,277,252,249,67,129,1704,0,0,0,0,7,31,96,49,42,36,12,22,294,5,7,3,21,43
LGA11730,3,0,9,17,24,121,205,121,40,55,29,12,641,0,0,11,36,37,92,54,12,9,0,4,4,245,5,0,9,23,33,195,243,72,37,40,10,9,676,5,0,0,5,5,24,40,22,3,9,3,9,123,0,0,14,38,95,170,121,23,36,5,0,17,519,0,4,29,128,96,121,56,9,0,4,0,16,473,0,0,4,18,14,16,13,4,4,3,0,3,86,0,0,0,0,0,4,8,10,0,3,0,3,43,39,12,177,1434,459,632,183,34,10,8,9,108,3112,3,0,0,22,8,16,6,0,0,0,0,398,454,53,21,255,1727,768,1397,926,298,149,142,49,585,6378,5,0,0,12,8,79,252,140,84,87,23,87,787,0,0,4,16,15,82,77,13,3,5,0,20,245,4,0,3,24,42,273,467,197,65,73,15,106,1263,0,0,4,6,7,36,54,11,11,9,3,19,160,9,3,4,39,68
LGA11750,6,0,0,5,5,7,20,31,10,27,14,6,124,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,0,9,25,17,9,9,0,0,82,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,9,9,16,0,12,6,0,3,54,0,0,5,7,0,6,7,0,0,0,0,0,22,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,4,4,0,0,0,0,0,11,5,0,5,48,15,16,5,0,0,0,0,7,102,0,0,0,5,0,0,0,0,0,0,0,53,61,9,0,11,79,24,62,77,52,31,46,18,68,484,0,0,0,0,4,4,11,7,24,33,16,16,115,0,0,0,0,0,4,0,3,0,0,0,0,7,5,0,0,0,0,16,31,22,25,21,0,16,128,0,0,0,0,0,0,0,0,0,9,0,3,15,0,0,0,5,4
LGA11800,6,0,5,16,16,138,400,262,81,135,40,12,1119,0,0,5,41,33,125,78,27,11,12,10,3,357,0,0,4,21,42,231,397,167,59,80,16,13,1020,0,0,0,6,10,34,53,34,8,16,4,5,176,0,0,7,39,82,212,185,42,57,14,4,22,664,0,0,41,138,98,162,65,26,16,4,0,10,563,0,0,9,11,4,29,17,0,5,5,0,7,87,4,0,0,0,8,14,17,0,6,3,0,6,67,35,7,185,1324,581,771,268,39,13,12,6,104,3363,5,0,8,35,11,12,0,0,0,0,0,471,542,60,12,262,1637,893,1728,1486,603,252,280,78,653,7947,7,0,4,9,16,86,352,295,141,186,64,132,1291,0,0,3,17,31,117,120,50,16,18,3,38,414,5,0,7,19,36,329,716,336,161,154,54,147,1974,0,0,0,4,9,39,116,67,36,24,8,25,328,3,4,9,23,77
LGA12000,5,0,0,6,4,14,36,18,10,10,0,5,106,0,0,0,0,6,6,5,0,0,0,0,0,16,0,0,0,6,4,17,21,9,4,0,4,0,59,0,0,0,0,0,0,4,6,0,0,0,0,7,3,0,0,4,8,9,6,0,5,0,0,4,40,0,0,0,3,10,8,0,4,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,9,111,24,30,6,0,0,0,0,4,187,0,0,0,0,4,0,0,0,0,0,0,34,37,12,0,13,136,58,89,78,33,15,13,6,39,496,0,0,4,0,3,12,25,15,9,17,11,21,105,0,0,0,0,0,9,8,0,0,0,0,3,16,0,0,0,7,4,27,46,16,11,11,7,20,145,0,0,0,0,0,9,3,0,3,0,0,0,16,0,0,0,0,11
LGA12150,0,0,3,4,3,19,30,16,8,11,6,4,108,0,0,0,0,3,8,3,0,0,0,0,0,12,0,0,0,0,3,19,16,11,0,6,0,3,59,4,0,0,0,0,0,3,0,0,0,0,5,17,0,0,0,9,6,6,10,4,0,0,0,3,41,0,0,3,6,4,9,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,5,0,0,0,0,0,12,3,0,8,67,20,26,10,0,0,0,0,3,134,0,0,0,0,0,0,0,0,0,0,0,25,25,9,0,20,83,38,95,73,30,17,19,9,53,439,0,0,0,0,0,10,25,20,3,6,0,21,93,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,5,17,27,20,0,5,0,13,87,0,0,0,0,0,0,0,5,0,0,0,3,15,0,0,0,3,5
LGA12160,3,0,7,3,13,39,99,46,13,19,10,0,251,0,0,0,11,11,20,7,0,4,0,0,0,52,0,0,0,4,10,52,56,28,6,17,3,6,185,0,0,0,6,0,4,8,5,0,0,0,0,29,0,0,5,13,20,37,33,3,9,0,0,9,126,0,3,9,32,15,14,9,4,0,0,3,0,88,0,0,0,3,5,11,3,0,0,0,0,0,24,0,0,0,0,0,3,3,0,0,5,0,0,19,8,0,32,273,90,105,31,6,0,4,5,23,577,0,0,0,3,3,7,5,0,0,0,0,95,111,17,3,44,339,168,280,255,95,36,48,24,139,1449,0,0,5,3,3,20,70,45,29,26,10,34,249,0,0,0,0,0,3,6,5,0,0,0,3,29,0,0,0,0,8,64,129,63,21,19,3,36,350,0,0,0,0,0,4,12,4,11,5,0,0,43,0,0,0,4,13
LGA12350,5,0,4,10,9,47,72,27,15,20,15,8,230,0,0,0,3,4,20,14,4,4,0,4,0,54,0,0,5,7,18,70,64,20,5,9,3,7,206,0,0,0,0,4,11,12,3,0,7,0,3,39,0,0,5,12,21,54,24,6,10,3,0,3,138,0,0,4,28,18,25,7,3,4,0,0,7,100,0,0,0,6,0,6,0,0,0,0,0,0,19,0,0,0,0,0,6,5,0,0,0,0,0,15,16,6,41,295,74,110,29,5,4,0,0,30,610,0,0,0,5,4,0,0,0,0,0,0,87,100,19,5,63,373,146,342,231,72,41,46,22,145,1509,5,0,0,9,3,25,60,41,21,26,7,38,243,0,0,0,0,3,9,11,4,0,4,0,6,48,0,0,0,10,10,72,142,57,21,14,6,35,368,0,0,0,0,0,3,18,10,0,0,0,9,46,0,0,0,12,14
